ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BG,BGR,Bulgaria,2,2020-12-24,2020-12-22,100,1,9682.97971775832,1,9682.97971775832,73,100,1074739.1389163525,99,0,1,99,0,8,92,0,4,96,0,13,87,0,13,87,0,9,91,0,7,93,0,6,94,0,2,98,0,2,98,0,4,96,0,14,86,0,4,96,0,14,86,99,0,0,1,92,0,4,4,96,0,2,2,87,0,4,9,87,0,4,9,91,0,4,5,93,0,2,5,94,0,4,2,98,0,0,2,98,0,1,1,96,0,2,2,86,0,4,10,96,0,1,3,86,0,5,9,0,0,25,75,75,0,3,22,0,0,45,55,55,0,11,34,89,2,8,1,89,6,5,0,94,0,1,5,0,11,0,4,85,100,0,0,0,0,0,0,0,14,26,29,31,0,1,21,48,30,0,2,30,37,31,0,2,32,30,36,0,2,24,34,40,0,2,3,31,64,0,96,1,0,3,96,1,0,3,96,0,2,2,96,1,0,3,96,1,0,3,96,1,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,28,71,0,1,81,18,0,2,6,92,0,1,59,40,0,1,11,88,0,1,13,86,0,0,55,45,45,0,34,15,3,3,0,0,0,5,32,63,0,0,100,0,0,2,14,84,0,0,53,26,8,6,1,6,0,0,30,25,23,22,0,0,14,51,20,15,0,1,2,93,4,0,0,3,91,6,72,0,24,4,19,0,79,2,94,0,5,1,41,0,21,38,89,0,9,2,87,0,13,0,0,0,2,5,15,23,55,0,0,4,3,9,29,55,0,0,27,48,21,4,0,0,5,15,24,56,0,0,18,27,22,33,55,3,34,8,55,12,11,22,55,10,16,19,0,0,54,46,54,0,12,34,88,0,0,0,0,2,0,3,7,34,0,3,7,2,4,0,2,4,4,1,1,12,2,2,0,22,0,0,35,63,1,1,0,0,0,100,0,0,0,0,0,1,0,70,23,6,1,1,31,40,17,5,5,9.46808510638298,13.645912055215891,3.1818181818181817,2.038588765750502,14.283333333333333,4.62410027689566,2.336842105263158,1.01698894652657
BG,BGR,Bulgaria,3,2020-12-24,2020-12-23,100,1,6473.8643050474,1,6473.8643050474,43,100,1301736.4254093394,98,0,1,99,0,12,88,0,3,97,0,16,84,0,14,86,0,14,86,0,6,94,0,5,95,0,0,100,0,3,97,0,5,95,0,10,90,0,5,95,0,10,90,99,0,0,1,88,0,1,11,97,0,3,0,84,0,6,10,86,0,5,9,86,0,5,9,94,0,2,4,95,0,2,3,100,0,0,0,97,0,2,1,95,0,4,1,90,0,4,6,95,0,3,2,90,0,4,6,0,0,14,86,86,0,3,11,0,0,38,62,62,1,8,29,92,2,6,0,92,2,6,0,98,0,0,2,0,9,1,10,80,100,0,0,0,0,0,0,0,15,23,25,37,0,3,25,39,33,0,2,32,37,29,0,1,28,36,35,0,3,27,31,39,0,3,10,26,61,0,90,5,1,4,90,4,2,4,90,1,7,2,90,3,4,3,90,2,4,4,90,2,3,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,35,65,0,0,89,11,0,0,10,90,0,0,49,51,0,0,16,84,0,0,24,76,0,0,55,45,45,0,31,14,4,6,0,0,2,1,36,61,0,0,99,1,0,1,11,88,0,0,62,18,9,6,3,2,0,0,30,21,32,17,0,0,23,45,21,11,0,0,8,88,4,0,0,5,91,4,65,0,31,4,11,0,87,2,90,0,9,1,51,0,26,23,84,1,11,4,76,0,22,2,0,0,1,3,11,31,54,0,0,2,3,9,31,55,0,0,23,47,16,14,0,0,6,14,25,55,0,0,21,21,29,29,58,4,34,4,58,7,16,19,58,9,15,18,0,0,47,53,47,1,18,34,82,0,4,0,1,3,0,5,5,35,0,2,8,5,4,3,6,2,7,0,2,4,3,4,3,12,0,3,53,43,0,1,0,0,0,0,100,0,0,0,0,2,2,61,26,9,2,1,20,47,21,4,5,9.17142857142857,10.782572306561105,3.1538461538461537,1.9513309067639726,14.543478260869563,4.966731172308781,2.425531914893617,1.1592485673512696
BG,BGR,Bulgaria,4,2020-12-24,2020-12-23,100,0,0,0,0,42,100,1067207.057591383,100,1,0,99,1,8,91,1,1,98,1,14,85,1,13,86,1,5,94,1,4,95,1,1,98,1,1,98,1,2,97,1,1,98,1,8,91,2,0,98,1,15,84,100,0,0,0,92,0,3,5,99,0,1,0,86,0,3,11,87,0,4,9,95,1,0,4,96,0,3,1,99,0,1,0,99,0,0,1,98,0,2,0,99,0,0,1,92,0,2,6,100,0,0,0,85,0,7,8,0,0,19,81,81,0,3,16,0,1,32,67,68,0,6,26,94,3,3,0,94,5,1,0,95,0,0,4,1,7,3,5,85,100,0,0,0,0,0,0,1,33,20,14,32,0,6,27,29,38,0,9,42,21,28,0,10,29,25,36,0,10,30,26,34,0,14,8,15,63,0,95,2,1,2,95,2,1,2,95,2,3,0,95,2,2,1,95,2,1,2,95,3,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,42,57,0,1,86,13,0,3,15,82,0,3,35,62,0,3,8,89,0,3,18,79,0,1,44,55,56,0,25,9,5,5,0,1,1,7,21,70,0,1,99,0,0,1,9,90,0,0,61,18,6,7,3,5,0,0,42,15,26,17,0,1,21,45,17,16,0,0,2,97,1,0,1,3,95,1,58,0,34,8,14,1,82,3,85,1,10,4,65,1,14,20,92,1,3,4,82,2,13,3,0,3,2,2,12,34,47,0,1,1,5,9,25,59,0,0,37,40,11,12,0,0,2,15,28,55,0,0,12,34,29,25,54,8,35,3,54,24,12,10,54,21,16,9,0,0,52,48,52,1,18,29,82,2,7,0,1,3,0,1,4,30,0,1,6,7,2,4,0,1,12,0,5,8,1,6,3,14,0,1,48,51,0,0,0,0,0,0,0,100,0,0,0,0,4,66,15,15,0,3,21,44,23,8,1,14.61111111111111,15.531125941665437,2.4375,1.3647344063956182,12.83529411764706,4.770562158207576,2.2291666666666665,1.1000398716856792
BG,BGR,Bulgaria,5,2020-12-24,2020-12-23,100,0,0,0,0,44,100,908243.5318432556,96,4,0,96,3,8,89,3,3,94,2,12,86,3,7,90,3,10,87,3,1,96,3,5,92,4,2,94,3,1,96,2,4,94,3,9,88,3,1,96,3,9,88,100,0,0,0,92,0,5,3,97,0,2,1,88,0,6,6,93,0,2,5,90,0,5,5,99,0,0,1,95,0,3,2,98,0,1,1,99,0,1,0,96,0,3,1,91,0,3,6,99,0,1,0,91,0,5,4,0,0,16,84,84,0,4,12,0,2,27,71,73,0,5,22,95,2,3,0,95,2,3,0,98,0,0,2,0,7,1,4,88,100,0,0,0,0,0,0,0,30,30,14,26,0,13,32,25,30,0,18,40,15,27,0,19,29,19,33,0,22,30,14,34,0,24,6,13,57,0,96,3,0,1,96,2,1,1,96,2,2,0,96,3,0,1,96,1,3,0,96,2,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,26,73,0,1,88,11,0,2,10,88,0,0,34,66,0,1,5,94,0,1,18,81,0,0,40,60,60,0,31,5,1,3,0,1,0,4,28,67,0,0,100,0,0,0,20,80,0,0,68,18,4,8,2,0,0,0,54,18,17,11,0,2,28,48,7,15,0,0,11,88,1,0,0,12,87,1,74,1,20,5,12,1,83,4,90,1,7,2,66,0,24,10,95,0,4,1,82,0,16,2,0,2,1,5,10,33,49,0,1,1,4,11,28,55,0,0,31,42,13,14,0,0,1,13,23,63,0,0,6,26,30,38,68,9,20,3,68,17,10,5,68,11,20,1,0,1,41,58,42,0,19,39,81,3,1,2,2,0,1,1,9,40,0,3,6,5,11,0,4,2,8,0,5,3,4,1,2,6,0,2,44,54,0,0,0,0,0,0,0,0,100,0,0,1,5,62,17,15,1,6,19,37,25,7,5,16.607142857142858,18.997737264317063,3.1538461538461537,1.6251232694862383,13.048387096774194,4.639190636476457,2.2527472527472527,0.9497766590497484
BG,BGR,Bulgaria,6,2020-12-24,2020-12-21,100,0,0,0,0,15,99,1994873.5537334445,89,5,3,92,5,7,88,4,4,92,5,12,83,5,12,83,5,6,89,5,7,88,5,3,92,6,1,93,3,2,95,4,4,92,4,7,89,4,2,94,5,11,84,97,0,2,1,93,0,2,5,96,0,1,3,88,0,4,8,88,0,3,9,94,1,2,3,93,0,3,4,97,0,3,0,99,0,1,0,98,0,1,1,96,0,4,0,93,0,4,3,98,0,2,0,89,0,6,5,0,1,8,91,92,0,2,6,0,6,17,77,83,0,6,11,94,0,6,0,94,4,2,0,96,0,1,2,1,12,3,4,81,100,0,0,0,0,0,0,0,38,17,20,25,7,18,18,18,39,7,21,30,13,29,7,25,18,15,35,7,24,21,16,32,7,28,6,9,50,0,96,1,1,2,96,2,0,2,96,1,3,0,96,2,0,2,96,2,2,0,96,2,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,28,69,0,0,83,17,0,5,12,83,0,4,28,68,0,4,8,88,0,3,15,82,0,0,39,61,61,0,32,6,1,0,0,1,0,3,36,60,0,1,99,0,0,0,15,85,0,0,60,15,6,8,0,11,0,0,59,12,16,13,0,2,29,52,8,9,0,0,28,68,4,0,2,24,72,2,72,1,23,4,17,1,81,1,88,0,10,2,72,0,16,12,92,0,5,3,85,1,12,2,0,1,2,3,8,28,58,0,2,1,3,8,22,64,0,2,33,44,14,7,0,0,1,7,26,66,0,0,6,17,28,49,77,9,8,6,77,16,1,6,77,7,14,2,0,1,16,83,17,0,15,68,85,0,1,2,0,3,1,1,7,69,0,1,2,4,0,0,1,5,2,0,3,5,1,2,0,5,0,2,53,45,0,0,0,0,0,0,0,0,0,100,0,6,15,53,16,10,6,13,26,38,16,1,0,10.266666666666667,13.7913849504165,2.75,1.5,13.51020408163265,4.543591607989142,1.7468354430379747,0.7757271928339529
BG,BGR,Bulgaria,-99,2020-12-25,2020-12-24,100,0,0,0,0,31,83,1634531.7914114045,0,1,2,97,0,8,92,0,5,95,3,21,76,0,15,85,0,12,88,0,6,94,1,6,93,0,2,98,0,7,93,1,7,92,0,10,90,0,2,98,1,19,80,98,0,1,1,92,0,5,3,95,0,4,1,79,3,7,11,85,0,6,9,88,3,3,6,94,0,1,5,94,0,2,4,98,0,1,1,93,0,7,0,93,0,5,2,90,0,4,6,98,0,2,0,81,3,7,9,16,1,14,69,89,0,5,6,22,3,23,52,77,1,3,19,97,1,2,0,97,0,3,0,100,0,0,0,0,30,4,2,64,100,0,0,0,0,0,30,1,13,19,14,23,34,7,18,19,22,34,7,21,18,20,34,12,16,17,21,34,14,15,20,17,34,15,9,12,30,0,98,1,0,1,98,1,0,1,98,0,1,1,98,1,0,1,98,1,0,1,98,1,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,44,0,17,39,44,0,39,17,44,3,3,50,44,1,23,32,44,0,8,48,44,0,7,49,46,2,25,27,75,0,16,7,0,2,52,3,0,6,11,28,52,3,44,1,62,0,5,33,62,0,23,8,3,2,0,2,62,3,19,7,6,3,63,3,4,17,7,6,67,0,2,31,0,75,1,1,22,1,83,1,14,2,61,2,37,0,97,1,2,0,77,0,14,9,92,0,8,0,93,1,6,0,78,2,1,0,0,3,16,78,2,1,1,1,2,15,81,1,3,10,1,4,81,1,1,1,6,10,81,0,3,3,5,8,94,0,6,0,94,2,2,2,94,2,4,0,83,1,5,11,89,0,8,3,96,0,0,0,1,0,0,0,3,92,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.568965517241379,6.745003624285579,3.428571428571428,1.8126539343499317,0,0,0,0
BG,BGR,Bulgaria,1,2020-12-25,2020-12-21,100,0,0,0,0,40,100,1127170.4729321464,97,1,0,99,1,11,88,1,2,97,2,14,84,1,23,76,1,8,91,1,8,91,1,4,95,2,4,94,1,5,94,1,9,90,1,17,82,2,3,95,1,14,85,100,0,0,0,89,1,4,6,98,0,0,2,86,1,1,12,77,1,3,19,92,1,2,5,92,1,3,4,96,1,1,2,96,1,0,3,95,0,4,1,91,0,3,6,83,1,3,13,97,1,1,1,86,0,5,9,0,0,15,85,85,0,5,10,0,0,30,70,70,0,9,21,91,1,8,0,91,8,1,0,92,0,2,5,1,9,0,4,87,100,0,0,0,0,0,0,0,17,16,28,39,2,3,23,37,35,2,3,26,32,37,2,3,22,28,45,2,3,20,26,49,2,3,5,16,74,0,96,0,0,4,96,0,0,4,96,1,2,1,96,0,4,0,96,0,1,3,96,0,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,22,77,0,0,75,25,0,0,14,86,0,0,58,42,0,1,10,89,0,1,27,72,0,0,61,39,39,0,40,14,5,2,0,0,0,12,39,49,0,0,100,0,0,1,5,94,0,0,40,23,15,14,3,5,0,0,25,29,25,21,0,0,15,32,28,25,0,0,5,83,12,0,1,7,73,19,78,0,18,4,25,0,73,2,86,0,12,2,42,0,18,40,90,0,4,6,73,0,27,0,0,0,3,8,8,36,45,0,1,6,9,18,22,44,0,1,18,41,22,18,0,0,9,11,18,62,0,0,27,20,24,29,53,0,42,5,53,6,10,31,53,5,17,25,0,1,33,66,34,0,26,40,74,1,12,2,2,4,1,0,4,41,1,1,11,3,2,1,2,0,1,0,6,4,0,4,2,21,0,0,47,47,1,5,0,0,100,0,0,0,0,0,0,3,5,58,20,14,3,3,20,44,22,3,5,6.085106382978723,8.329700102211632,2.8461538461538463,1.6756169931378433,11.117647058823529,4.709190014029514,2.5,1.0613372610104648
BG,BGR,Bulgaria,2,2020-12-25,2020-12-23,100,0,0,0,0,81,100,1196420.0384630293,98,0,1,99,0,7,93,0,2,98,0,17,83,0,16,84,0,9,91,0,7,93,0,6,94,0,1,99,0,3,97,0,9,91,0,13,87,0,4,96,0,14,86,99,0,1,0,93,0,2,5,98,0,1,1,83,0,8,9,84,1,5,10,91,0,5,4,93,0,2,5,94,0,4,2,99,0,0,1,97,1,0,2,91,0,4,5,87,0,8,5,96,0,3,1,86,1,8,5,0,0,24,76,76,0,3,21,0,0,43,57,57,0,15,28,85,4,10,1,85,6,9,0,94,0,1,5,0,15,0,6,79,100,0,0,0,0,0,0,0,14,30,27,29,0,1,25,42,32,0,3,36,30,31,0,3,35,27,35,0,3,24,36,37,0,3,5,32,60,0,94,1,1,4,94,2,0,4,94,1,2,3,94,2,0,4,94,2,0,4,94,2,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,19,81,0,0,84,16,0,0,10,90,0,0,56,44,0,0,8,92,0,1,11,88,0,0,55,45,45,0,37,14,3,1,0,0,0,3,35,62,0,0,100,0,0,0,12,88,0,0,52,26,8,6,1,7,0,0,25,26,31,18,0,0,18,45,26,11,0,1,5,91,3,0,1,3,90,6,81,0,17,2,16,0,80,4,90,0,7,3,44,0,17,39,92,0,5,3,89,0,11,0,0,1,2,4,18,26,49,0,0,5,1,11,27,56,0,1,24,51,18,6,0,0,6,10,23,61,0,0,18,23,27,32,59,2,30,9,59,10,9,22,59,8,15,18,0,0,58,42,58,0,16,26,84,0,0,0,0,1,1,4,10,26,0,3,9,2,3,1,2,6,6,1,1,17,1,2,0,20,0,0,37,61,2,0,0,0,0,100,0,0,0,0,0,2,1,67,23,7,2,1,28,42,20,4,3,8.840909090909092,12.15776750815054,3.4782608695652173,1.974141130107224,14.438888888888886,4.71003457713982,2.4895833333333335,1.025924914321005
BG,BGR,Bulgaria,3,2020-12-25,2020-12-23,100,0,0,0,0,52,100,1396435.8429839148,96,1,0,99,1,9,90,2,2,96,1,17,82,2,10,88,2,11,87,1,6,93,1,4,95,2,2,96,2,3,95,2,5,93,2,6,92,2,4,94,2,10,88,100,0,0,0,91,0,1,8,98,0,2,0,83,0,8,9,90,0,3,7,89,0,4,7,94,0,3,3,96,0,2,2,98,0,2,0,97,0,3,0,95,0,3,2,94,0,3,3,96,0,3,1,90,0,2,8,0,0,19,81,81,0,4,15,0,1,43,56,57,1,10,32,90,2,8,0,90,6,4,0,94,0,2,4,0,12,1,8,79,100,0,0,0,0,0,0,0,17,31,18,34,0,2,27,41,30,0,2,34,37,27,0,2,29,36,33,0,4,29,33,34,0,4,10,30,56,0,92,4,1,3,92,3,3,2,92,1,7,0,92,2,3,3,92,2,3,3,92,2,3,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,32,68,0,0,85,15,0,0,8,92,0,0,52,48,0,0,16,84,0,0,20,80,0,0,57,43,43,0,36,12,3,6,0,0,0,2,33,65,0,0,100,0,0,0,10,90,0,0,65,19,7,6,2,1,0,0,27,25,34,14,0,1,18,49,23,9,0,0,7,88,5,0,0,6,92,2,68,0,28,4,15,0,81,4,92,0,6,2,48,0,27,25,84,1,10,5,80,0,19,1,0,0,0,3,11,36,50,0,0,2,5,10,29,54,0,0,26,45,16,13,0,0,3,11,30,56,0,0,15,19,35,31,66,2,26,6,66,6,12,16,66,6,14,14,0,1,47,52,48,1,22,29,78,0,6,1,2,3,0,4,6,31,0,2,11,4,3,2,5,4,5,0,2,8,5,3,2,13,0,3,49,46,0,2,0,0,0,0,100,0,0,0,0,4,2,63,23,8,4,2,19,47,21,4,3,8.205882352941176,10.203325102007428,2.8823529411764706,1.6538724611187705,15.10989010989011,4.460818433751939,2.5113636363636362,1.164556234181301
BG,BGR,Bulgaria,4,2020-12-25,2020-12-24,100,1,3914.36682557925,0,0,41,100,1301300.913608156,99,1,1,98,0,7,93,0,2,98,1,19,80,0,10,90,0,5,95,0,6,94,0,3,97,1,0,99,0,2,98,0,4,96,1,9,90,1,3,96,0,14,86,99,0,1,0,93,1,2,4,98,0,1,1,81,0,6,13,90,0,1,9,95,1,0,4,94,0,4,2,97,0,1,2,100,0,0,0,98,0,2,0,96,0,2,2,91,0,4,5,97,0,3,0,86,0,7,7,0,0,17,83,83,0,3,14,0,1,41,58,59,0,13,28,87,4,8,1,87,10,3,0,90,0,3,6,1,14,2,6,78,100,0,0,0,0,0,0,0,23,28,19,30,0,9,23,38,30,0,7,43,26,24,0,10,25,31,34,0,11,23,33,33,0,15,6,16,63,0,94,2,2,2,94,2,2,2,94,2,4,0,94,2,2,2,94,2,2,2,94,3,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,28,71,0,0,77,23,0,2,9,89,0,2,34,64,0,2,5,93,0,2,13,85,0,1,42,57,58,0,32,5,4,1,0,1,0,4,28,67,0,2,98,0,0,1,12,87,0,0,61,24,8,4,1,2,0,0,44,24,18,14,0,0,28,39,19,14,0,0,6,94,0,0,2,5,92,1,72,0,25,3,23,1,75,1,91,0,9,0,66,0,13,21,95,0,2,3,87,1,12,0,0,1,1,2,10,28,58,0,0,1,5,12,23,59,0,0,33,51,8,8,0,0,6,10,27,57,0,0,17,22,34,27,61,6,28,5,61,15,12,12,61,16,12,11,0,1,63,36,64,1,16,19,84,1,6,0,0,0,1,1,7,21,0,1,3,5,5,4,3,3,8,0,2,10,6,4,3,22,0,3,46,51,0,0,0,0,0,0,0,100,0,0,0,1,2,67,17,13,1,4,17,40,26,10,2,15,15.985287353210323,2.7142857142857144,2.0913216810491813,13.404761904761905,5.39325559998078,2.489130434782609,1.0323829813409586
