ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BO,BOL,Bolivia,1,2020-12-27,2020-12-26,100,6,29058.01641323883,3,13600.29804724551,34,100,824928.0832615286,93,1,10,89,0,20,80,1,5,94,1,31,68,1,30,69,1,25,74,1,28,71,1,10,89,1,18,81,1,11,88,1,24,75,1,39,60,1,11,88,1,43,56,90,0,7,3,80,1,11,8,95,0,3,2,69,1,14,16,70,1,17,12,75,1,12,12,72,1,16,11,90,0,5,5,82,0,10,8,89,0,7,4,76,2,16,6,61,1,21,17,89,0,6,5,57,2,25,16,0,0,17,83,83,0,8,9,0,1,24,75,76,0,6,18,94,0,5,1,94,0,3,3,0,97,0,1,2,0,7,2,25,66,100,0,0,0,0,0,0,34,42,18,6,0,3,45,41,11,0,8,49,28,15,0,5,59,24,12,0,4,41,34,21,0,4,5,25,66,75,6,9,10,75,8,9,8,75,6,13,6,75,8,5,12,75,10,2,13,75,10,3,12,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,28,70,0,1,76,23,0,3,45,52,0,1,62,37,0,2,28,70,0,2,52,46,0,0,64,36,36,0,42,12,2,8,0,1,1,23,41,34,0,1,99,0,0,0,9,91,0,0,71,22,2,2,2,1,0,1,16,26,45,12,0,0,21,49,26,4,100,100,72,0,26,2,24,0,70,6,55,0,42,3,38,0,37,25,72,0,20,8,48,0,49,3,0,0,0,9,17,33,41,0,1,6,17,22,33,21,0,0,58,29,11,2,0,1,16,38,31,14,0,1,45,36,12,6,19,6,62,13,19,13,35,33,19,12,42,27,0,1,41,58,42,1,21,36,79,0,5,2,4,5,1,1,3,38,0,4,13,0,4,1,0,1,2,0,6,1,1,2,1,26,0,1,36,60,0,3,0,0,100,0,0,0,0,0,0,6,0,77,8,9,6,0,10,24,32,14,14,2.7777777777777777,1.688194301613413,2,1.7677669529663689,10.406593406593407,5.815645606614439,2.8777777777777778,1.8349158984969323
BO,BOL,Bolivia,2,2020-12-27,2020-12-27,122,5,34348.91615520134,3,10222.20937488361,63,122,852453.1866960363,118,3,8,111,2,30,90,1,10,111,0,30,92,1,28,93,2,29,91,1,24,97,1,9,112,2,17,103,2,10,110,2,22,98,0,39,83,2,7,113,2,28,92,114,0,6,2,92,0,17,13,112,0,6,4,92,2,16,12,94,0,14,14,93,0,19,10,98,0,14,10,113,0,7,2,105,1,7,9,112,0,8,2,100,2,15,5,83,1,19,19,115,0,6,1,94,1,16,11,0,0,25,97,97,0,20,5,0,1,41,80,81,0,17,24,105,5,10,2,105,0,12,5,0,110,0,4,8,0,18,1,27,76,122,0,0,0,0,0,0,51,43,15,13,0,3,60,40,19,0,6,64,29,23,0,4,57,27,34,0,6,48,39,29,0,6,20,25,71,95,7,9,11,95,8,9,10,95,3,14,10,95,8,10,9,95,10,3,14,95,9,9,9,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,122,0,0,0,0,0,50,72,0,0,95,27,0,1,50,71,0,1,68,53,0,2,28,92,0,1,65,56,0,0,76,46,46,0,47,11,9,9,0,0,0,15,49,58,0,0,121,1,0,0,22,100,0,0,93,23,2,1,1,2,0,0,25,37,42,18,0,0,30,65,18,9,122,122,72,2,46,2,27,1,92,2,72,2,46,2,54,1,44,23,94,1,22,5,57,2,61,2,0,0,2,4,23,36,57,0,0,1,6,24,35,56,0,1,56,47,14,4,0,1,26,42,33,20,0,0,52,40,21,9,30,6,75,11,30,14,59,19,30,13,56,23,0,0,66,56,66,0,31,25,91,2,3,1,7,5,2,4,7,25,0,5,10,5,9,2,4,7,4,1,4,6,6,1,4,29,0,0,58,64,0,0,0,0,0,122,0,0,0,0,0,4,1,100,10,7,4,0,32,24,30,20,12,3.246913580246914,1.9204873352715117,2.652173913043478,2.013786475369086,12.169491525423728,6.284297463602329,3,1.6880632458897664
BO,BOL,Bolivia,3,2020-12-27,2020-12-26,100,6,38152.75876748997,2,8098.006212605249,84,100,878538.3043985394,95,3,7,90,4,16,80,4,9,87,3,22,75,4,22,74,4,25,71,4,16,80,4,8,88,3,11,86,2,4,94,4,19,77,4,25,71,4,5,91,4,28,68,93,1,3,3,84,1,9,6,91,0,5,4,78,1,10,11,78,0,9,13,75,1,14,10,84,1,8,7,92,1,7,0,89,1,7,3,96,1,3,0,81,0,13,6,75,1,11,13,95,0,3,2,72,1,16,11,0,0,30,70,70,0,17,13,0,0,49,51,51,0,14,35,86,4,10,0,86,0,10,4,0,90,0,7,3,0,14,1,20,65,100,0,0,0,0,0,1,38,40,14,7,0,3,53,28,16,0,3,51,31,15,0,1,46,31,22,0,3,44,31,22,0,5,13,18,64,80,6,5,9,80,8,4,8,80,3,11,6,80,8,7,5,80,8,1,11,80,7,2,11,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,46,51,0,1,84,15,0,7,44,49,0,5,60,35,0,4,27,69,0,4,47,49,0,0,66,34,34,0,33,22,5,6,0,1,0,9,39,51,0,2,98,0,0,1,22,77,0,0,79,16,2,2,0,1,0,1,11,27,42,19,0,1,22,51,23,3,100,100,54,2,42,2,16,2,79,3,56,2,38,4,40,1,45,14,73,3,20,4,53,1,45,1,0,0,0,5,16,26,53,0,0,1,7,16,29,47,0,0,45,40,12,3,0,1,17,33,35,14,0,0,47,31,15,7,22,4,62,12,22,7,56,15,22,8,54,16,0,0,65,35,65,0,21,14,79,0,5,1,4,3,0,0,8,14,0,1,8,2,9,0,4,11,5,0,5,6,8,2,5,20,0,1,51,46,1,1,0,0,0,0,100,0,0,0,0,3,1,84,8,4,3,0,20,25,39,8,5,2.5517241379310347,1.6348444187268176,3,1.7097008285302207,12.054347826086957,6.612283159468009,3.3263157894736843,1.5740049559463862
BO,BOL,Bolivia,4,2020-12-27,2020-12-26,100,3,25326.18925515771,2,20778.55737790253,61,100,939650.7080621872,97,1,5,94,2,14,84,1,9,90,2,16,82,2,13,85,3,21,76,1,16,83,2,8,90,2,13,85,3,4,93,2,14,84,2,23,75,3,8,89,3,26,71,95,0,5,0,86,0,8,6,91,1,5,3,84,0,10,6,87,1,8,4,79,1,14,6,84,0,10,6,92,0,7,1,87,1,10,2,96,0,3,1,86,1,6,7,77,0,17,6,92,0,5,3,74,1,16,9,0,0,28,72,72,0,11,17,0,2,46,52,54,0,11,35,89,4,6,1,89,0,6,5,0,94,0,5,1,0,13,0,10,77,100,0,0,0,0,0,0,37,32,16,15,0,6,53,16,25,0,15,55,16,14,0,13,47,15,25,0,17,44,16,23,0,17,6,11,66,90,4,5,1,90,4,3,3,90,1,9,0,90,4,2,4,90,4,3,3,90,4,4,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,7,44,49,0,4,73,23,0,5,41,54,0,5,49,46,0,6,27,67,0,3,37,60,0,0,63,37,37,0,35,15,7,6,0,0,0,12,38,50,0,0,99,1,0,0,18,82,0,0,84,14,0,1,0,1,0,1,22,23,33,21,0,1,30,53,12,4,100,100,56,1,41,2,27,1,66,6,59,2,36,3,51,1,30,18,73,1,22,4,63,1,34,2,0,0,0,5,14,27,54,0,1,0,5,14,24,56,0,2,39,40,13,6,0,0,20,37,29,14,0,0,37,36,21,6,27,9,57,7,27,12,49,12,27,19,41,13,0,0,64,36,64,0,21,15,79,2,7,0,3,2,0,1,6,15,0,3,8,5,17,3,2,6,0,0,4,6,3,3,4,21,0,1,59,40,0,0,0,0,0,0,0,100,0,0,0,2,0,88,6,4,2,0,14,23,28,23,10,2.814814814814815,1.6376936621655271,2.32,1.4922019523732928,13.597826086956522,7.143828170977719,3.317894736842106,1.7173692738733697
BO,BOL,Bolivia,5,2020-12-27,2020-12-25,100,1,6429.93635478161,0,0,40,100,926730.5866251369,94,2,4,94,2,12,86,1,4,95,1,13,86,2,17,81,2,13,85,2,11,87,2,7,91,2,3,95,2,4,94,2,8,90,2,22,76,2,6,92,2,14,84,96,0,3,1,88,1,8,3,96,0,3,1,87,1,8,4,83,0,9,8,87,1,6,6,89,1,8,2,93,0,6,1,97,0,2,1,96,0,3,1,92,0,7,1,78,1,16,5,94,1,4,1,86,1,8,5,0,0,21,79,79,0,8,13,0,1,38,61,62,1,3,34,97,3,0,0,97,0,3,0,0,97,0,2,1,0,5,2,10,83,100,0,0,0,0,0,1,32,31,15,21,0,7,46,23,24,0,12,42,25,21,0,15,30,25,30,0,15,31,26,28,0,17,10,12,61,90,1,7,2,90,5,1,4,90,3,3,4,90,4,1,5,90,5,0,5,90,4,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,10,24,66,0,1,78,21,0,8,39,53,0,6,38,56,0,8,20,72,0,4,45,51,0,0,58,42,42,0,33,15,6,4,0,1,1,11,42,45,0,1,99,0,0,1,17,82,0,0,82,15,0,1,0,2,0,0,30,32,18,20,0,0,36,45,16,3,100,100,76,0,23,1,22,0,77,1,61,0,37,2,62,0,25,13,80,0,18,2,55,0,43,2,0,1,0,2,14,30,53,0,0,0,4,13,29,54,0,3,37,42,14,4,0,0,15,24,40,21,0,0,24,33,27,16,43,7,39,11,43,10,37,10,43,7,31,19,0,0,46,54,46,0,31,23,69,2,1,1,3,4,3,2,15,23,0,2,5,6,16,1,3,4,2,0,6,3,7,1,1,20,0,2,61,37,0,0,0,0,0,0,0,0,100,0,0,4,2,86,6,2,4,0,5,20,41,19,11,3.111111111111111,2.112971004213372,2.357142857142857,1.0082080720186268,12.561797752808989,6.078941026534622,3.1808510638297873,1.6846094340592528
BO,BOL,Bolivia,-99,2020-12-28,2020-12-27,100,5,59953.15824979757,1,26436.3543846124,39,76,1045273.2713700763,0,6,8,86,5,20,75,9,6,85,7,15,78,5,23,72,6,22,72,4,17,79,8,10,82,6,17,77,5,5,90,5,18,77,5,33,62,7,9,84,6,32,62,92,4,3,1,80,1,12,7,94,1,2,3,85,0,7,8,77,4,8,11,78,5,11,6,83,3,9,5,90,0,5,5,83,3,10,4,95,2,1,2,82,5,8,5,67,4,19,10,91,4,3,2,68,5,19,8,24,0,22,54,82,0,12,6,29,1,26,44,74,2,9,15,91,3,6,0,91,0,6,3,0,94,0,5,1,0,42,6,13,39,100,0,0,0,0,34,0,28,18,5,15,48,8,28,7,9,48,13,23,11,5,48,11,23,9,9,48,14,19,8,11,48,14,7,10,21,87,7,5,1,87,9,4,0,87,5,6,2,87,8,2,3,87,8,3,2,87,9,4,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,52,6,22,20,52,3,30,15,52,6,17,25,52,5,19,24,52,5,10,33,52,6,20,22,58,3,21,18,79,0,12,3,0,6,63,0,1,7,9,20,63,2,34,1,70,0,5,25,70,0,27,2,0,0,0,1,70,0,6,14,5,5,71,1,10,9,7,2,100,100,78,1,20,1,70,1,28,1,84,1,14,1,82,0,13,5,90,1,7,2,80,1,18,1,73,1,0,2,1,6,17,73,0,1,1,4,7,14,78,1,11,7,3,0,78,1,4,5,8,4,78,1,7,6,6,2,89,3,7,1,89,3,8,0,89,5,4,2,84,0,9,7,93,0,4,3,99,0,0,0,0,0,0,0,1,91,0,1,2,1,0,0,0,3,0,0,0,1,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3,2.0127796827477296,2.3076923076923075,1.377474463442389,0,0,0,0
BO,BOL,Bolivia,1,2020-12-28,2020-12-26,100,6,29058.01641323883,3,13600.29804724551,34,100,824928.0832615286,93,1,10,89,0,20,80,1,5,94,1,31,68,1,30,69,1,25,74,1,28,71,1,10,89,1,18,81,1,11,88,1,24,75,1,39,60,1,11,88,1,43,56,90,0,7,3,80,1,11,8,95,0,3,2,69,1,14,16,70,1,17,12,75,1,12,12,72,1,16,11,90,0,5,5,82,0,10,8,89,0,7,4,76,2,16,6,61,1,21,17,89,0,6,5,57,2,25,16,0,0,17,83,83,0,8,9,0,1,24,75,76,0,6,18,94,0,5,1,94,0,3,3,0,97,0,1,2,0,7,2,25,66,100,0,0,0,0,0,0,34,42,18,6,0,3,45,41,11,0,8,49,28,15,0,5,59,24,12,0,4,41,34,21,0,4,5,25,66,75,6,9,10,75,8,9,8,75,6,13,6,75,8,5,12,75,10,2,13,75,10,3,12,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,28,70,0,1,76,23,0,3,45,52,0,1,62,37,0,2,28,70,0,2,52,46,0,0,64,36,36,0,42,12,2,8,0,1,1,23,41,34,0,1,99,0,0,0,9,91,0,0,71,22,2,2,2,1,0,1,16,26,45,12,0,0,21,49,26,4,100,100,72,0,26,2,24,0,70,6,55,0,42,3,38,0,37,25,72,0,20,8,48,0,49,3,0,0,0,9,17,33,41,0,1,6,17,22,33,21,0,0,58,29,11,2,0,1,16,38,31,14,0,1,45,36,12,6,19,6,62,13,19,13,35,33,19,12,42,27,0,1,41,58,42,1,21,36,79,0,5,2,4,5,1,1,3,38,0,4,13,0,4,1,0,1,2,0,6,1,1,2,1,26,0,1,36,60,0,3,0,0,100,0,0,0,0,0,0,6,0,77,8,9,6,0,10,24,32,14,14,2.7777777777777777,1.688194301613413,2,1.7677669529663689,10.406593406593407,5.815645606614439,2.8777777777777778,1.8349158984969323
BO,BOL,Bolivia,2,2020-12-28,2020-12-27,100,3,29718.37302000612,1,5591.66623968839,52,100,739451.0312602721,95,2,5,93,1,26,73,0,9,91,0,25,75,1,24,75,1,22,77,0,19,81,0,8,92,1,15,84,1,9,90,1,19,80,0,29,71,1,5,94,1,23,76,95,0,3,2,74,0,13,13,91,0,6,3,75,2,13,10,76,0,10,14,78,0,13,9,81,0,11,8,92,0,6,2,85,1,7,7,91,0,7,2,81,2,13,4,71,1,12,16,95,0,4,1,77,1,13,9,0,0,19,81,81,0,14,5,0,0,29,71,71,0,12,17,88,3,7,2,88,0,7,5,0,93,0,1,6,0,12,1,21,66,100,0,0,0,0,0,0,42,31,14,13,0,3,48,32,17,0,5,49,24,22,0,3,43,23,31,0,5,39,27,29,0,5,16,21,58,79,6,6,9,79,6,7,8,79,2,12,7,79,6,8,7,79,8,2,11,79,7,7,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,42,58,0,0,77,23,0,1,46,53,0,0,54,46,0,1,24,75,0,0,53,47,0,0,63,37,37,0,38,9,8,8,0,0,0,15,42,43,0,0,99,1,0,0,15,85,0,0,76,18,2,1,1,2,0,0,20,31,34,15,0,0,23,54,15,8,100,100,58,2,38,2,23,1,74,2,54,2,42,2,46,1,32,21,76,1,18,5,47,2,49,2,0,0,2,4,20,27,47,0,0,1,3,21,29,46,0,1,46,36,14,3,0,1,21,35,26,17,0,0,42,34,16,8,24,6,60,10,24,10,50,16,24,10,47,19,0,0,59,41,59,0,21,20,79,1,3,1,2,2,2,3,7,20,0,4,9,4,7,2,3,7,4,1,4,4,2,1,5,23,0,0,50,50,0,0,0,0,0,100,0,0,0,0,0,4,1,79,10,6,4,0,23,23,23,16,11,3.265625,1.8876557015565756,2.8333333333333335,2.093407017561676,12.041666666666666,6.057473273250189,2.9130434782608696,1.6216405606604003
BO,BOL,Bolivia,3,2020-12-28,2020-12-26,100,6,38152.75876748997,2,8098.006212605249,84,100,874859.2915416111,95,3,7,90,4,16,80,4,9,87,3,22,75,4,22,74,4,25,71,4,16,80,4,8,88,3,11,86,2,4,94,4,19,77,4,25,71,4,5,91,4,28,68,93,1,3,3,84,1,9,6,91,0,5,4,78,1,10,11,78,0,9,13,75,1,14,10,84,1,8,7,92,1,7,0,89,1,7,3,96,1,3,0,81,0,13,6,75,1,11,13,95,0,3,2,72,1,16,11,0,0,30,70,70,0,16,14,0,0,49,51,51,0,14,35,86,4,10,0,86,0,10,4,0,90,0,7,3,0,14,1,19,66,100,0,0,0,0,0,1,38,40,14,7,0,3,52,29,16,0,3,51,31,15,0,1,46,32,21,0,3,44,32,21,0,5,13,19,63,81,6,4,9,81,8,4,7,81,3,11,5,81,8,6,5,81,8,0,11,81,7,1,11,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,47,50,0,1,84,15,0,8,43,49,0,5,60,35,0,5,26,69,0,4,47,49,0,0,65,35,35,0,32,22,5,6,0,1,0,9,38,52,0,2,98,0,0,1,22,77,0,0,79,16,2,2,0,1,0,1,11,27,42,19,0,1,22,51,23,3,100,100,53,2,43,2,16,2,79,3,57,2,37,4,40,1,46,13,74,3,19,4,53,1,45,1,0,0,0,5,15,26,54,0,0,1,6,16,30,47,0,0,45,40,12,3,0,1,17,33,35,14,0,0,46,32,15,7,22,4,62,12,22,8,55,15,22,9,53,16,0,0,65,35,65,0,21,14,79,0,5,1,4,3,0,0,8,14,0,1,9,2,8,0,4,11,5,0,5,6,8,2,5,20,0,1,51,46,1,1,0,0,0,0,100,0,0,0,0,3,1,84,8,4,3,0,20,26,38,8,5,2.5517241379310347,1.6348444187268176,3.076923076923077,1.695242210967552,12.130434782608695,6.628638153114916,3.305263157894737,1.56472881350042
BO,BOL,Bolivia,4,2020-12-28,2020-12-26,100,3,25326.18925515771,2,20778.55737790253,61,100,939650.7080621872,97,1,5,94,2,14,84,1,9,90,2,16,82,2,13,85,3,21,76,1,16,83,2,8,90,2,13,85,3,4,93,2,14,84,2,23,75,3,8,89,3,26,71,95,0,5,0,86,0,8,6,91,1,5,3,84,0,10,6,87,1,8,4,79,1,14,6,84,0,10,6,92,0,7,1,87,1,10,2,96,0,3,1,86,1,6,7,77,0,17,6,92,0,5,3,74,1,16,9,0,0,28,72,72,0,11,17,0,2,46,52,54,0,11,35,89,4,6,1,89,0,6,5,0,94,0,5,1,0,13,0,10,77,100,0,0,0,0,0,0,37,32,16,15,0,6,53,16,25,0,15,55,16,14,0,13,47,15,25,0,17,44,16,23,0,17,6,11,66,90,4,5,1,90,4,3,3,90,1,9,0,90,4,2,4,90,4,3,3,90,4,4,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,7,44,49,0,4,73,23,0,5,41,54,0,5,49,46,0,6,27,67,0,3,37,60,0,0,63,37,37,0,35,15,7,6,0,0,0,12,38,50,0,0,99,1,0,0,18,82,0,0,84,14,0,1,0,1,0,1,22,23,33,21,0,1,30,53,12,4,100,100,56,1,41,2,27,1,66,6,59,2,36,3,51,1,30,18,73,1,22,4,63,1,34,2,0,0,0,5,14,27,54,0,1,0,5,14,24,56,0,2,39,40,13,6,0,0,20,37,29,14,0,0,37,36,21,6,27,9,57,7,27,12,49,12,27,19,41,13,0,0,64,36,64,0,21,15,79,2,7,0,3,2,0,1,6,15,0,3,8,5,17,3,2,6,0,0,4,6,3,3,4,21,0,1,59,40,0,0,0,0,0,0,0,100,0,0,0,2,0,88,6,4,2,0,14,23,28,23,10,2.814814814814815,1.6376936621655271,2.32,1.4922019523732928,13.597826086956522,7.143828170977719,3.317894736842106,1.7173692738733697
BO,BOL,Bolivia,5,2020-12-28,2020-12-25,100,1,6429.93635478161,0,0,40,100,926730.5866251369,94,2,4,94,2,12,86,1,4,95,1,13,86,2,17,81,2,13,85,2,11,87,2,7,91,2,3,95,2,4,94,2,8,90,2,22,76,2,6,92,2,14,84,96,0,3,1,88,1,8,3,96,0,3,1,87,1,8,4,83,0,9,8,87,1,6,6,89,1,8,2,93,0,6,1,97,0,2,1,96,0,3,1,92,0,7,1,78,1,16,5,94,1,4,1,86,1,8,5,0,0,21,79,79,0,8,13,0,1,38,61,62,1,3,34,97,3,0,0,97,0,3,0,0,97,0,2,1,0,5,2,10,83,100,0,0,0,0,0,1,32,31,15,21,0,7,46,23,24,0,12,42,25,21,0,15,30,25,30,0,15,31,26,28,0,17,10,12,61,90,1,7,2,90,5,1,4,90,3,3,4,90,4,1,5,90,5,0,5,90,4,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,10,24,66,0,1,78,21,0,8,39,53,0,6,38,56,0,8,20,72,0,4,45,51,0,0,58,42,42,0,33,15,6,4,0,1,1,11,42,45,0,1,99,0,0,1,17,82,0,0,82,15,0,1,0,2,0,0,30,32,18,20,0,0,36,45,16,3,100,100,76,0,23,1,22,0,77,1,61,0,37,2,62,0,25,13,80,0,18,2,55,0,43,2,0,1,0,2,14,30,53,0,0,0,4,13,29,54,0,3,37,42,14,4,0,0,15,24,40,21,0,0,24,33,27,16,43,7,39,11,43,10,37,10,43,7,31,19,0,0,46,54,46,0,31,23,69,2,1,1,3,4,3,2,15,23,0,2,5,6,16,1,3,4,2,0,6,3,7,1,1,20,0,2,61,37,0,0,0,0,0,0,0,0,100,0,0,4,2,86,6,2,4,0,5,20,41,19,11,3.111111111111111,2.112971004213372,2.357142857142857,1.0082080720186268,12.561797752808989,6.078941026534622,3.1808510638297873,1.6846094340592528
