ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V2a..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V5a_1..99,V5a_2..99,V5a_3..99,V5a_4..99,V5a_5..99,V5a_6..99,V5a_7..99,V5a_8..99,V5a_9..99,V5b_1..99,V5b_2..99,V5b_3..99,V5b_4..99,V5b_5..99,V5b_6..99,V5b_7..99,V5b_8..99,V5b_9..99,V5c_1..99,V5c_2..99,V5c_3..99,V5c_4..99,V5c_5..99,V5c_6..99,V5c_7..99,V5c_8..99,V5c_9..99,V5d_1..99,V5d_2..99,V5d_3..99,V5d_4..99,V5d_5..99,V5d_6..99,V5d_7..99,V5d_8..99,V5d_9..99,V6_1..99,V6_2..99,V6_3..99,V6_4..99,V6_5..99,V6_6..99,V6_7..99,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_2..99,V10_3..99,V10_4..99,V10_5..99,V10_6..99,V10_7..99,V10_8..99,V10_9..99,V10_10..99,V11..99,V12..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C9a..99,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
ET,ETH,Ethiopia,-99,2021-01-16,2021-01-14,100,2,257662.17757186602,0,0,56,80,16682122.113184001,0,5,5,90,7,12,81,6,6,88,7,10,83,7,10,83,6,11,83,5,13,82,4,12,84,6,2,92,7,15,78,5,13,82,3,21,76,7,4,89,8,15,77,95,0,3,2,88,2,3,7,94,1,1,4,90,4,2,4,90,2,4,4,89,2,6,3,87,2,5,6,88,2,5,5,98,0,1,1,85,3,5,7,87,1,7,5,79,4,7,10,96,3,0,1,85,2,7,6,20,0,26,54,75,1,13,11,23,2,27,48,74,0,10,16,90,0,9,1,90,0,1,8,1,99,0,0,1,0,37,1,27,35,100,100,0,31,0,36,20,9,4,43,6,22,18,11,43,6,21,15,15,43,10,29,9,9,43,9,26,10,12,43,9,9,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,20,13,12,7,0,0,0,0,0,0,0,0,0,0,0,0,77,4,8,11,77,6,4,13,77,4,9,10,77,5,5,13,77,7,4,12,77,6,7,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,51,4,33,12,51,4,27,18,51,3,33,13,51,5,28,16,51,4,26,19,51,3,23,23,57,1,24,18,76,0,9,7,1,7,61,2,0,5,24,8,61,0,36,3,68,0,6,26,68,0,14,9,3,1,4,1,68,1,3,9,8,11,69,0,8,12,10,1,70,2,1,24,3,0,75,0,0,22,3,70,1,25,4,74,2,22,2,70,4,21,5,73,3,17,7,76,2,14,8,80,1,18,1,76,2,0,3,6,2,11,76,2,0,0,6,8,8,88,1,3,1,3,4,88,1,0,0,3,8,88,1,1,2,3,5,98,0,2,0,98,1,0,1,98,1,1,0,89,1,6,4,96,0,4,0,100,0,0,0,0,0,0,0,0,96,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.925,2.0679173221582268,2.3636363636363638,1.760558746411803,0,0,0,0
ET,ETH,Ethiopia,-99,2021-01-17,2021-01-15,100,3,514544.277692533,0,0,74,82,16671553.9155942,0,6,6,88,8,13,79,6,4,90,8,8,84,8,10,82,6,13,81,7,12,81,4,9,87,9,2,89,8,12,80,7,12,81,2,22,76,8,5,87,8,15,77,94,0,4,2,87,1,6,6,96,1,1,2,92,2,2,4,90,1,3,6,87,1,6,6,88,2,4,6,91,1,6,2,98,0,0,2,88,3,2,7,88,2,6,4,78,4,9,9,95,2,1,2,85,1,7,7,18,0,30,52,72,1,15,12,21,4,27,48,74,0,7,19,93,0,6,1,93,0,2,5,0,98,0,0,2,0,36,1,32,31,100,100,0,31,1,37,19,4,8,44,9,17,16,14,44,8,24,10,14,44,7,34,10,5,44,12,26,9,9,44,10,12,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,21,13,10,7,0,0,0,0,0,0,0,0,0,0,0,0,72,9,7,12,72,11,5,12,72,8,9,11,72,9,7,12,72,12,2,14,72,10,8,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,52,3,33,12,52,5,30,13,52,4,33,11,52,6,24,18,52,5,25,18,52,4,23,21,57,2,24,17,76,1,9,8,2,4,59,2,1,9,17,12,59,0,37,4,67,1,8,24,67,1,15,6,3,1,4,3,67,2,4,9,8,10,68,1,9,10,10,2,71,2,0,22,5,0,77,2,0,17,4,68,1,26,5,70,4,21,5,68,5,18,9,76,4,13,7,76,4,12,8,78,3,16,3,79,1,0,1,3,3,13,79,1,0,1,3,5,11,87,0,7,2,2,2,87,0,4,1,1,7,87,0,5,2,2,4,94,0,6,0,94,2,3,1,94,3,2,1,92,0,3,5,95,0,4,1,100,0,0,0,0,0,0,0,0,97,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.735294117647059,1.927611546580328,2.9130434782608696,1.85651294533745,0,0,0,0
ET,ETH,Ethiopia,-99,2021-01-18,2021-01-16,100,2,369034.554877702,0,0,53,78,15340238.228897205,0,9,6,85,8,10,82,8,1,91,8,7,85,11,8,81,8,11,81,8,8,84,5,10,85,10,7,83,9,9,82,9,10,81,4,20,76,10,2,88,10,19,71,94,0,4,2,90,0,6,4,99,0,1,0,93,1,4,2,92,0,1,7,89,1,5,5,92,2,1,5,90,1,7,2,93,1,2,4,91,1,2,6,90,1,5,4,80,2,11,7,98,0,1,1,81,1,8,10,22,0,21,57,81,0,11,8,25,2,25,48,76,0,6,18,94,0,6,0,94,0,2,4,0,98,0,0,2,0,37,1,27,35,100,100,0,33,1,36,16,4,10,44,7,24,10,15,44,7,30,11,8,44,4,40,7,5,44,9,32,7,8,44,9,13,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,25,13,9,7,0,0,0,0,0,0,0,0,0,0,0,0,75,11,7,7,75,11,3,11,75,8,8,9,75,8,6,11,75,12,2,11,75,11,3,11,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,52,1,35,12,52,3,32,13,52,4,30,14,52,4,24,20,52,3,28,17,52,4,25,19,58,2,23,17,77,1,7,6,1,8,62,0,1,6,18,13,62,0,36,2,65,1,7,27,65,1,16,7,6,2,1,2,65,1,7,9,11,7,65,1,10,11,12,1,70,1,0,22,7,0,74,2,0,19,5,66,1,27,6,68,4,21,7,71,5,16,8,76,4,14,6,73,2,16,9,76,4,16,4,79,2,0,2,2,3,12,79,1,0,2,1,4,13,84,1,7,5,1,2,84,0,4,4,1,7,84,0,6,3,3,4,93,0,7,0,93,3,3,1,93,4,2,1,91,0,6,3,97,0,2,1,100,0,0,0,0,0,0,0,0,96,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.9285714285714284,2.053516792463898,2.8823529411764706,1.45268514057488,0,0,0,0
ET,ETH,Ethiopia,2,2021-01-18,2021-01-15,100,0,0,0,0,58,100,15121760.985849557,98,3,0,97,4,2,94,5,3,92,5,5,90,3,11,86,2,5,93,3,5,92,3,0,97,4,2,94,2,1,97,4,6,90,4,7,89,4,1,95,3,13,84,100,0,0,0,98,0,1,1,97,0,0,3,95,0,3,2,89,0,3,8,95,0,4,1,95,0,1,4,100,0,0,0,98,0,0,2,99,0,1,0,94,0,1,5,93,0,3,4,99,0,0,1,87,1,7,5,0,0,22,78,78,0,14,8,0,3,31,66,69,0,9,22,91,2,7,0,91,0,2,7,0,98,0,1,1,0,12,2,33,53,100,100,0,0,0,45,28,11,16,0,7,32,29,32,0,7,46,16,31,0,4,60,16,20,0,4,55,19,22,0,6,12,14,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,23,29,7,0,0,0,0,0,0,0,0,0,0,0,0,67,5,18,10,67,12,2,19,67,11,7,15,67,10,6,17,67,10,5,18,67,12,1,20,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,10,61,29,0,10,68,22,0,8,77,15,0,10,54,36,0,8,51,41,0,10,56,34,0,1,56,43,44,0,31,12,9,4,0,3,1,12,57,27,0,2,89,9,0,4,32,64,0,2,39,24,16,10,7,2,0,2,21,13,32,32,0,1,16,43,34,6,0,1,4,83,12,0,0,2,4,85,9,39,3,48,10,32,6,45,17,23,7,52,18,46,3,35,16,49,4,38,9,44,4,44,8,0,2,3,4,16,19,56,0,1,3,6,13,24,53,0,4,27,35,15,19,0,0,16,20,24,40,0,0,24,28,24,24,48,4,37,11,48,12,21,19,48,11,21,20,0,1,71,28,72,0,13,15,87,0,4,1,0,1,1,2,4,16,0,2,6,5,19,1,4,18,2,0,3,8,2,2,3,9,0,2,97,0,0,1,0,0,0,100,0,0,0,0,0,2,2,59,31,6,2,1,46,30,14,6,1,2.7333333333333334,1.8925139881655562,2.7142857142857144,1.7071279138616748,13.780000000000001,6.160447314206259,2.814432989690722,1.6477882708549088
ET,ETH,Ethiopia,-99,2021-01-19,2021-01-16,100,3,510316.79810537095,0,0,49,84,14810740.96006756,0,7,6,87,7,12,81,7,1,92,6,5,89,9,11,80,6,10,84,7,6,87,6,8,86,8,9,83,8,7,85,6,10,84,4,18,78,9,2,89,8,15,77,94,0,4,2,88,0,7,5,99,0,1,0,95,0,3,2,89,0,2,9,90,2,4,4,94,2,1,3,92,0,5,3,91,1,3,5,93,0,2,5,90,2,4,4,82,1,11,6,98,0,1,1,85,1,7,7,16,0,24,60,79,0,12,9,21,3,29,47,71,0,6,23,94,1,5,0,94,0,4,2,0,96,0,1,3,0,34,1,28,37,100,100,0,30,1,40,14,5,10,40,8,26,7,19,40,7,34,10,9,40,2,45,7,6,40,9,37,8,6,40,8,17,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,27,15,8,8,0,0,0,0,0,0,0,0,0,0,0,0,76,9,7,8,76,10,2,12,76,8,6,10,76,8,4,12,76,11,1,12,76,10,1,13,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,47,1,39,13,47,3,37,13,47,4,32,17,47,3,30,20,47,3,34,16,47,4,32,17,53,1,28,18,72,1,9,8,1,9,56,0,1,6,20,17,56,0,42,2,61,1,10,28,61,1,17,8,5,3,2,3,61,1,9,8,14,7,62,1,10,13,11,3,69,1,2,22,6,0,73,2,1,19,5,62,1,31,6,63,5,24,8,69,5,20,6,70,4,17,9,67,3,22,8,69,5,21,5,78,1,1,1,4,3,12,78,0,0,4,2,2,14,82,1,8,7,0,2,82,0,4,7,1,6,82,0,8,3,3,4,91,0,8,1,91,2,6,1,91,3,4,2,90,0,7,3,97,0,2,1,100,0,0,0,0,0,0,0,0,96,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.5357142857142856,2.7009208698096923,2.388888888888889,1.6138696240399013,0,0,0,0
ET,ETH,Ethiopia,2,2021-01-19,2021-01-16,100,1,231208.217590793,0,0,60,100,16025170.652234647,98,3,1,96,4,3,93,5,2,93,5,4,91,3,9,88,3,5,92,3,3,94,4,0,96,4,2,94,2,1,97,4,7,89,4,6,90,4,0,96,3,12,85,99,0,0,1,97,0,1,2,98,0,0,2,96,0,3,1,91,0,3,6,95,0,3,2,97,0,1,2,100,0,0,0,98,0,1,1,99,0,1,0,93,0,3,4,94,0,4,2,100,0,0,0,88,1,6,5,0,0,21,79,79,1,15,5,0,3,33,64,67,1,9,23,91,2,7,0,91,0,2,7,0,98,0,1,1,0,13,2,35,50,100,100,0,0,0,43,32,10,15,0,8,32,27,33,0,7,44,21,28,0,5,62,15,18,0,5,54,20,21,0,7,13,16,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,25,26,10,0,0,0,0,0,0,0,0,0,0,0,0,65,6,15,14,65,12,3,20,65,9,8,18,65,10,4,21,65,9,6,20,65,11,3,21,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,9,61,30,0,9,70,21,0,9,72,19,0,9,52,39,0,8,53,39,0,9,55,36,0,2,55,43,45,0,28,14,6,7,0,3,2,14,51,30,0,2,88,10,0,4,28,68,0,2,42,21,18,10,6,1,0,2,17,19,36,26,0,1,22,40,32,5,0,1,4,86,9,0,0,2,3,90,5,39,4,46,11,30,7,43,20,28,7,46,19,48,4,31,17,47,5,36,12,45,5,42,8,0,1,3,3,15,20,58,0,1,3,5,16,22,53,0,3,26,35,12,24,0,0,19,18,22,41,0,0,25,29,21,25,46,4,39,11,46,13,25,16,46,12,22,20,0,1,69,30,70,0,10,20,90,0,3,1,0,1,1,2,2,21,0,1,4,4,17,2,2,21,4,0,2,7,5,0,2,8,0,2,96,0,1,1,0,0,0,100,0,0,0,0,0,2,2,54,37,5,2,1,45,29,15,7,1,3.037037037037037,2.3449041555201138,2.95,1.7910596686995395,13.646464646464649,6.234062342654645,2.865979381443299,1.6622579145759682
ET,ETH,Ethiopia,-99,2021-01-20,2021-01-17,100,2,329762.77953456296,0,0,29,85,14548328.181405498,0,7,6,87,7,10,83,7,1,92,6,6,88,9,12,79,7,9,84,7,6,87,7,7,86,8,10,82,8,5,87,7,7,86,6,15,79,9,1,90,8,13,79,94,0,3,3,90,0,4,6,99,0,1,0,94,0,4,2,88,0,3,9,91,2,3,4,94,2,1,3,93,0,4,3,90,1,3,6,95,0,2,3,93,2,3,2,85,1,10,4,99,0,0,1,87,1,7,5,14,1,18,67,84,1,8,7,19,3,30,48,71,0,5,24,95,1,4,0,95,0,5,0,0,96,0,1,3,0,31,1,31,37,100,100,0,30,1,33,18,5,13,41,6,26,8,19,41,6,30,15,8,41,2,40,9,8,41,5,39,9,6,41,7,14,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,25,16,7,7,0,0,0,0,0,0,0,0,0,0,0,0,74,8,10,8,74,12,0,14,74,10,6,10,74,9,8,9,74,12,3,11,74,13,0,13,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,50,0,35,15,50,0,39,11,50,1,32,17,50,0,33,17,50,1,32,17,50,1,33,16,53,0,29,18,71,1,14,6,0,8,56,0,1,5,21,17,56,0,42,2,61,1,9,29,61,0,17,11,6,3,1,1,61,0,8,7,15,9,62,1,8,16,11,2,67,0,2,25,6,0,73,1,1,21,4,66,1,31,2,61,4,29,6,68,4,23,5,68,3,20,9,69,2,23,6,68,4,24,4,79,1,2,1,4,4,9,79,0,0,3,3,4,11,86,1,3,7,0,3,86,0,1,7,1,5,86,0,3,3,2,6,95,0,3,2,95,1,3,1,95,1,2,2,90,0,6,4,96,0,4,0,100,0,0,0,0,0,0,0,0,97,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.8148148148148144,2.7461446686783533,1.8461538461538463,1.1435437497937313,0,0,0,0
ET,ETH,Ethiopia,2,2021-01-20,2021-01-17,100,1,231208.217590793,0,0,66,100,14999543.424546676,98,2,3,95,3,4,93,4,2,94,4,6,90,2,15,83,3,5,92,2,2,96,3,1,96,3,2,95,1,3,96,3,5,92,3,11,86,3,0,97,3,12,85,97,0,1,2,96,1,1,2,98,0,0,2,94,0,4,2,85,0,7,8,95,0,3,2,98,0,0,2,99,0,1,0,98,0,2,0,97,0,1,2,95,0,3,2,89,0,7,4,100,0,0,0,88,0,6,6,0,0,23,77,77,1,17,5,0,4,28,68,72,1,10,17,90,2,8,0,90,0,2,8,0,98,0,1,1,0,15,2,28,55,100,100,0,0,0,50,26,8,16,0,10,32,23,35,0,9,42,22,27,0,5,65,10,20,0,6,55,17,22,0,11,17,12,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,23,25,10,0,0,0,0,0,0,0,0,0,0,0,0,72,4,12,12,72,9,1,18,72,6,6,16,72,8,3,17,72,7,3,18,72,8,4,16,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,62,33,0,5,70,25,0,5,73,22,0,5,62,33,0,6,65,29,0,5,57,38,0,2,59,39,41,0,20,21,7,11,0,3,1,17,47,32,0,3,87,10,0,4,23,73,0,2,44,23,16,11,3,1,0,2,11,21,39,27,0,1,22,40,31,6,0,1,4,87,8,0,0,2,2,90,6,38,2,49,11,30,4,49,17,27,4,45,24,38,4,37,21,35,3,44,18,43,3,46,8,0,1,2,4,17,15,61,0,1,3,3,15,20,58,0,1,25,41,14,19,0,0,17,21,23,39,0,0,20,30,26,24,50,2,40,8,50,10,24,16,50,10,23,17,0,0,73,27,73,0,9,18,91,1,2,1,0,2,1,1,1,18,0,0,4,5,13,3,6,18,4,0,2,7,6,0,4,10,0,2,97,0,1,0,0,0,0,100,0,0,0,0,0,2,3,59,32,4,2,1,41,28,16,7,5,3.03125,2.2787146206975204,3.15,1.6944180805158293,14.705263157894738,5.697841480455049,2.6770833333333335,1.6058759974849384
ET,ETH,Ethiopia,3,2021-01-20,2021-01-14,100,1,117716.521423705,1,117716.521423705,62,100,12650890.295311332,99,2,1,97,1,11,88,3,1,96,2,10,88,1,17,82,0,9,91,2,7,91,1,4,95,1,3,96,1,5,94,1,9,90,1,18,81,2,5,93,1,13,86,99,0,1,0,89,0,4,7,99,0,0,1,90,0,5,5,83,0,2,15,91,0,6,3,93,0,2,5,96,0,1,3,97,0,2,1,95,1,2,2,91,0,7,2,82,0,7,11,95,0,2,3,87,0,8,5,0,0,28,72,72,0,15,13,0,0,31,69,69,0,5,26,95,0,4,1,95,0,2,3,0,98,0,0,2,0,5,1,30,64,100,100,0,0,0,61,21,9,9,0,3,39,25,33,0,6,51,24,19,0,4,71,14,11,0,2,62,22,14,0,6,11,14,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,34,22,13,0,0,0,0,0,0,0,0,0,0,0,0,70,8,13,9,70,12,2,16,70,10,7,13,70,8,7,15,70,9,7,14,70,11,5,14,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,59,38,0,5,76,19,0,5,81,14,0,5,59,36,0,4,56,40,0,4,44,52,0,2,55,43,45,0,20,15,9,11,0,0,0,14,43,43,0,3,89,8,0,3,29,68,0,1,41,27,17,7,6,1,0,0,22,13,40,25,0,2,23,38,23,14,0,0,1,92,7,0,0,2,0,94,4,41,3,44,12,24,2,58,16,19,3,55,23,41,3,31,25,44,1,41,14,56,1,36,7,0,5,1,3,16,26,49,0,3,0,6,22,18,51,0,1,35,32,22,10,0,0,7,20,21,52,0,1,16,29,18,36,55,4,28,13,55,11,17,17,55,10,24,11,0,0,78,22,78,0,11,11,89,0,3,3,1,0,0,0,4,11,1,1,4,6,10,1,1,17,7,0,4,12,9,3,4,9,0,0,99,1,0,0,0,0,0,0,100,0,0,0,0,1,3,63,31,2,1,2,38,26,25,5,3,3.6744186046511627,3.0916240933987624,2.3076923076923075,1.2575923272422036,14.444444444444446,5.671666461765425,3.075268817204301,1.7646071070267282
