ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BE,BEL,Belgium,-99,2020-12-21,2020-12-21,143,1,8260.585510888292,0,0,23,112,1454283.921382776,0,1,2,140,1,15,127,2,11,130,2,42,99,1,33,109,1,26,116,3,4,136,0,9,134,3,7,133,1,2,140,4,13,126,3,19,121,2,7,134,2,24,117,141,1,0,1,129,2,5,7,133,0,3,7,101,2,12,28,111,2,13,17,118,2,10,13,139,0,2,2,134,1,5,3,137,0,2,4,141,1,0,1,130,0,8,5,124,0,8,11,136,0,3,4,120,1,8,14,31,0,12,100,132,0,4,7,36,2,55,50,91,3,10,39,133,1,9,0,133,0,2,8,0,141,0,0,2,0,56,3,9,75,143,0,0,0,0,0,47,1,23,33,24,15,138,0,1,3,1,138,0,3,1,1,138,0,1,3,1,138,0,2,3,0,138,0,1,2,2,0,135,2,1,5,135,1,2,5,135,2,0,6,135,2,0,6,135,2,1,5,135,2,0,6,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,63,0,27,53,63,1,51,28,63,1,14,65,63,1,25,54,63,1,4,75,63,1,9,70,69,0,26,48,117,1,22,1,1,1,69,1,2,3,32,36,69,2,71,1,70,0,13,60,70,0,58,11,2,1,0,1,70,0,34,20,9,10,72,5,21,35,7,3,76,1,15,50,1,83,2,14,43,1,117,2,22,2,94,1,47,1,129,2,12,0,118,2,14,9,139,1,2,1,134,1,7,1,86,0,0,6,7,16,28,86,0,2,2,12,11,30,92,0,17,28,3,3,92,0,4,7,17,23,92,0,10,12,15,14,124,2,11,6,124,4,7,8,124,4,8,7,98,1,19,25,118,1,6,18,141,0,0,0,0,0,1,0,1,124,1,0,5,0,1,0,0,2,2,1,0,2,0,0,5,143,0,0,0,0,0,143,0,0,0,0,0,0,0,0,143,0,0,0,0,143,0,0,0,0,0,0,12.95744680851064,17.401845787667508,2.25,1.7525491637693282,0,0,0,0
BE,BEL,Belgium,2,2020-12-21,2020-12-21,115,0,0,0,0,20,115,1032699.0105940577,111,0,0,115,0,15,100,0,2,113,0,38,77,0,28,87,0,12,103,0,10,105,0,4,111,0,11,104,0,1,114,0,6,109,0,20,95,0,4,111,0,22,93,115,0,0,0,100,0,5,10,113,0,2,0,77,0,9,29,87,0,5,23,103,0,4,8,105,0,3,7,111,0,2,2,104,0,4,7,114,0,0,1,109,0,6,0,95,0,5,15,111,0,1,3,93,0,6,16,0,0,12,103,103,0,6,6,0,0,43,72,72,0,3,40,112,0,3,0,112,0,0,2,1,115,0,0,0,0,3,2,3,107,115,0,0,0,0,0,0,1,29,45,24,16,98,0,5,10,2,98,0,11,5,1,98,0,9,7,1,98,0,7,8,2,98,0,0,8,9,0,112,0,0,3,112,0,0,3,112,0,0,3,112,0,1,2,112,0,0,3,112,0,0,3,115,0,0,0,115,0,0,0,115,0,0,0,115,0,0,0,115,0,0,0,115,0,0,0,115,0,0,0,115,0,0,0,115,0,0,0,115,0,0,0,115,0,0,0,115,0,0,0,0,0,38,77,0,0,63,52,0,0,14,101,0,0,66,49,0,1,1,113,0,1,16,98,0,0,47,68,68,0,42,5,0,0,0,0,2,12,48,53,0,0,115,0,0,0,15,100,0,0,73,36,3,2,0,1,0,0,23,38,42,12,0,0,21,70,20,4,0,0,14,101,0,0,0,22,92,1,77,0,35,3,52,0,62,1,101,0,14,0,49,0,30,36,114,0,1,0,99,0,15,1,0,2,1,8,34,29,41,0,1,1,7,34,29,43,0,2,32,55,19,7,0,0,6,14,19,76,0,0,19,26,23,47,70,0,32,13,70,1,12,32,70,1,13,31,0,0,80,35,80,0,16,19,99,0,6,0,3,0,0,1,6,19,0,0,13,3,17,1,3,10,9,2,8,11,0,2,17,0,3,41,69,0,2,0,0,0,115,0,0,0,0,0,4,3,39,26,43,4,0,40,31,31,7,2,7.6716417910447765,9.64268926983498,1.7272727272727273,0.7862453931068965,7.863157894736842,5.904579049466589,2.6481481481481484,1.348691403254092
BE,BEL,Belgium,4,2020-12-21,2020-12-21,107,1,12683.486289685901,1,12683.486289685901,13,107,1003679.6948072407,106,0,1,106,0,12,95,0,2,105,0,14,93,0,23,84,0,11,96,0,2,105,0,3,104,0,2,105,0,1,106,0,4,103,0,13,94,0,0,107,0,17,90,106,0,0,1,95,0,2,10,105,0,0,2,93,1,1,12,84,0,4,19,96,1,3,7,105,0,1,1,104,0,1,2,105,0,0,2,106,0,1,0,103,1,1,2,94,0,3,10,107,0,0,0,90,0,6,11,0,0,11,96,96,0,2,9,0,0,48,59,59,1,9,38,98,0,9,0,98,0,1,7,1,106,0,0,1,0,10,1,5,91,107,0,0,0,0,0,0,0,39,30,16,22,83,0,1,15,8,83,0,9,9,6,83,0,6,12,6,83,0,6,10,8,83,0,2,9,13,0,102,1,3,1,102,3,0,2,102,4,0,1,102,2,1,2,102,3,1,1,102,3,0,2,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,0,0,36,71,0,0,57,50,0,1,20,86,0,0,47,60,0,0,1,106,0,0,12,95,0,0,37,70,70,0,31,5,1,0,0,1,1,9,40,56,0,1,106,0,0,0,14,93,0,0,77,20,4,2,0,4,0,0,27,29,35,16,0,0,36,55,11,5,0,0,22,84,1,0,0,19,88,0,71,0,31,5,50,0,56,1,87,0,19,1,60,0,26,21,106,0,1,0,95,0,11,1,0,1,2,1,16,32,55,0,0,0,4,31,23,49,0,0,43,37,19,8,0,0,5,10,24,68,0,0,15,29,26,37,63,3,35,6,63,12,12,20,63,11,19,14,0,0,66,41,66,0,10,31,97,1,1,0,2,0,3,0,3,31,0,0,8,7,8,2,5,8,8,4,2,8,0,3,13,0,1,51,54,0,1,0,0,0,0,0,107,0,0,0,1,2,29,25,50,1,1,16,34,30,19,6,16.318181818181817,21.172352229804737,1.25,0.4629100498862757,8.117647058823529,6.639369886743561,2.7596153846153846,1.3829417941383535
BE,BEL,Belgium,5,2020-12-21,2020-12-21,107,0,0,0,0,18,107,854874.5346722768,101,0,0,107,0,14,93,0,1,106,0,14,93,0,19,88,0,11,96,0,5,102,0,1,106,0,2,105,0,2,105,0,3,104,0,13,94,0,4,103,0,15,92,107,0,0,0,93,0,3,11,106,0,0,1,93,0,3,11,88,0,5,14,96,0,3,8,102,1,1,3,106,0,0,1,105,0,0,2,105,0,0,2,104,0,1,2,94,0,3,10,103,0,1,3,92,0,6,9,0,0,10,97,97,0,2,8,0,2,39,66,68,0,7,32,100,0,7,0,100,0,0,5,2,107,0,0,0,0,9,1,5,92,107,0,0,0,0,0,0,0,46,27,22,12,86,0,3,17,1,86,0,10,9,2,86,0,8,11,2,86,0,5,14,2,86,0,2,10,9,0,102,1,0,4,102,1,1,3,102,1,2,2,102,1,0,4,102,1,0,4,102,1,1,3,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,0,0,33,74,0,0,62,45,0,0,6,101,0,0,43,64,0,0,1,106,0,0,7,100,0,1,33,73,74,0,30,2,1,0,0,0,1,9,38,59,0,0,105,2,0,1,12,94,0,1,78,20,3,1,1,3,0,1,41,34,18,13,0,4,37,52,9,5,0,0,33,73,1,0,1,28,76,2,74,0,29,4,45,0,62,0,101,0,6,0,64,1,24,18,106,0,0,1,100,0,6,1,0,1,0,4,19,22,61,0,1,1,7,18,23,57,0,0,42,47,12,6,0,0,2,10,17,78,0,0,8,20,26,53,79,5,16,7,79,16,4,8,79,12,10,6,0,1,50,56,51,0,12,44,95,0,3,1,1,0,3,0,4,45,0,0,4,3,11,1,2,6,0,0,7,11,2,3,12,0,1,43,62,0,1,0,0,0,0,0,0,107,0,0,2,5,26,25,49,2,4,36,38,18,8,1,12.456521739130435,15.936968234947923,1.888888888888889,0.7817359599705717,8.64102564102564,6.554416294405853,1.9801980198019802,0.9693317081350634
BE,BEL,Belgium,-99,2020-12-22,2020-12-22,162,0,0,0,0,17,121,1748707.7343517183,0,0,1,161,1,12,149,2,6,154,2,33,127,1,31,130,2,19,141,1,10,151,1,4,157,1,1,160,2,2,158,0,5,157,1,20,141,2,6,154,2,34,126,161,0,1,0,150,0,3,9,156,0,2,4,129,0,10,23,131,0,17,14,143,0,7,12,152,0,5,5,158,0,1,3,161,0,1,0,160,0,2,0,157,0,4,1,142,0,11,9,156,1,2,3,128,0,20,14,41,0,12,109,155,0,2,5,46,3,54,59,109,0,6,47,156,0,6,0,156,0,1,5,0,161,0,0,1,0,56,6,10,90,162,0,0,0,0,0,54,0,34,26,27,21,65,2,23,50,22,65,8,40,29,20,65,9,33,36,19,65,9,29,39,20,65,9,15,29,44,0,153,3,1,5,153,3,4,2,153,4,0,5,153,3,2,4,153,4,0,5,153,4,1,4,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,71,2,31,58,71,2,51,38,71,2,11,78,71,2,40,49,71,2,2,87,71,3,16,72,76,2,24,60,138,0,20,1,1,2,80,1,2,8,29,42,80,1,81,0,87,1,14,60,87,0,54,11,4,2,0,4,87,0,30,25,17,3,89,1,22,42,4,4,92,0,14,55,1,101,0,14,46,1,132,1,28,1,113,1,47,1,151,0,9,2,123,1,22,16,161,0,0,1,148,0,13,1,109,0,0,4,10,14,25,109,0,1,4,8,19,21,113,2,21,11,6,9,113,0,4,4,13,28,113,0,10,10,12,17,145,1,10,6,145,3,3,11,145,1,10,6,118,0,15,29,133,0,9,20,159,0,0,0,0,0,1,0,2,148,0,0,2,0,1,1,0,2,1,1,0,1,0,0,5,162,0,0,0,0,0,162,0,0,0,0,0,0,0,0,162,0,0,0,0,162,0,0,0,0,0,0,8.046511627906977,11.311505917116289,2.6666666666666665,2.0816659994661326,0,0,0,0
BE,BEL,Belgium,1,2020-12-22,2020-12-21,100,0,0,0,0,16,100,1118547.0140757458,96,0,2,98,0,7,93,0,4,96,0,43,57,0,27,73,0,18,82,0,7,93,0,3,97,0,4,96,0,0,100,0,10,90,0,32,68,0,4,96,0,19,81,98,0,1,1,93,0,1,6,96,0,0,4,57,0,13,30,73,0,6,21,82,0,6,12,93,0,3,4,97,0,0,3,96,0,2,2,100,0,0,0,90,0,4,6,68,0,11,21,96,0,3,1,81,0,11,8,0,0,11,89,89,0,3,8,0,0,49,51,51,0,5,44,95,0,5,0,95,0,1,4,0,99,0,0,1,0,5,0,8,87,100,0,0,0,0,0,0,0,25,35,24,16,34,0,19,43,4,34,0,32,30,4,34,0,33,26,7,34,0,23,31,12,34,1,12,26,27,0,92,2,0,6,92,2,1,5,92,2,0,6,92,1,4,3,92,2,1,5,92,2,0,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,24,76,0,0,39,61,0,0,23,77,0,0,45,55,0,0,1,99,0,0,17,83,0,0,44,56,56,0,41,2,1,0,0,0,7,19,40,34,0,0,100,0,0,1,5,94,0,0,65,23,3,1,0,8,0,0,26,34,30,10,0,0,32,47,15,6,0,0,4,91,5,0,0,9,84,7,76,0,21,3,61,0,38,1,77,0,22,1,55,0,19,26,99,0,1,0,83,0,17,0,0,1,3,13,29,28,26,0,1,7,16,36,21,19,0,0,32,43,20,5,0,0,5,10,14,71,0,0,15,22,28,35,63,0,25,12,63,4,6,27,63,5,11,21,0,0,31,69,31,0,22,47,78,1,13,0,1,2,0,0,5,47,0,0,6,0,4,1,1,8,3,8,3,0,3,0,16,0,1,50,49,0,0,0,0,100,0,0,0,0,0,0,4,3,22,28,43,4,0,13,22,30,22,9,8.180555555555555,11.865830204733857,1.4545454545454546,1.2135597524338357,6.386904761904762,5.230443316968959,3.4408602150537635,1.4778242349407504
BE,BEL,Belgium,2,2020-12-22,2020-12-21,100,0,0,0,0,21,100,927534.0899732932,99,0,0,100,0,9,91,0,4,96,0,36,64,0,24,76,0,19,81,0,12,88,0,2,98,0,5,95,0,1,99,0,6,94,0,24,76,0,2,98,0,25,75,100,0,0,0,91,0,1,8,96,0,1,3,64,0,14,22,76,1,5,18,81,0,10,9,88,0,3,9,98,0,1,1,95,0,2,3,99,0,1,0,94,0,4,2,76,0,10,14,98,0,2,0,75,0,7,18,0,0,8,92,92,0,3,5,0,0,61,39,39,0,8,53,92,0,7,1,92,0,1,5,2,99,0,0,1,0,8,0,4,88,100,0,0,0,0,0,0,0,32,36,22,10,0,0,25,59,16,0,0,50,41,9,0,0,41,39,20,0,0,40,40,20,0,0,8,52,40,0,96,0,0,4,96,0,0,4,96,0,1,3,96,0,0,4,96,0,1,3,96,0,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,37,63,0,0,57,43,0,0,10,90,0,0,43,57,0,0,1,99,0,0,10,90,0,0,38,62,62,0,29,7,1,1,0,0,3,10,39,48,0,0,100,0,0,0,21,79,0,0,73,22,2,1,0,2,0,0,23,36,32,9,0,1,38,48,9,4,0,0,12,87,1,0,0,16,82,2,63,0,35,2,43,0,57,0,90,0,10,0,57,0,20,23,99,0,0,1,90,0,10,0,0,2,1,5,33,24,35,0,1,1,7,27,28,36,0,1,36,53,7,3,0,0,3,12,29,56,0,0,17,23,32,28,60,0,33,7,60,4,6,30,60,4,15,21,0,1,68,31,69,0,11,20,89,1,3,0,4,0,1,0,2,21,0,1,3,4,10,1,3,11,6,2,13,6,1,2,16,0,2,43,53,1,1,0,0,0,100,0,0,0,0,0,1,3,36,24,36,1,1,34,30,22,9,3,8.777777777777779,12.395946845960792,2.625,1.9955307206712847,8.28048780487805,5.959274109088862,2.6875,1.3083738400255325
BE,BEL,Belgium,3,2020-12-22,2020-12-22,104,0,0,0,0,22,104,1005618.6069675488,102,0,1,103,0,13,91,0,1,103,0,28,76,0,34,70,0,12,92,0,11,93,0,2,102,0,8,96,0,0,104,0,3,101,0,16,88,0,1,103,0,14,90,103,0,1,0,91,0,3,10,103,0,1,0,76,1,6,21,70,0,9,25,92,0,3,9,93,0,4,7,102,0,2,0,96,0,0,8,104,0,0,0,101,0,2,1,88,0,5,11,103,0,0,1,90,1,6,7,0,0,11,93,93,0,3,8,0,1,61,42,43,1,14,46,90,2,11,1,90,0,2,12,0,102,0,0,2,0,16,1,5,82,104,0,0,0,0,0,0,0,48,30,11,15,0,0,27,65,12,0,2,46,46,10,0,2,38,48,16,0,2,38,43,21,0,2,12,44,46,0,99,1,0,4,99,1,0,4,99,1,0,4,99,1,0,4,99,0,1,4,99,1,0,4,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,104,0,0,0,0,0,39,65,0,0,72,32,0,0,17,87,0,0,44,60,0,0,0,104,0,0,8,96,0,0,32,72,72,0,28,1,2,1,0,1,2,9,33,59,0,1,103,0,0,0,22,82,0,0,77,21,2,4,0,0,0,0,36,26,29,13,0,0,35,54,9,6,0,0,17,86,1,0,2,18,84,0,65,0,36,3,32,0,72,0,87,0,17,0,60,0,24,20,104,0,0,0,96,0,8,0,0,0,1,4,21,28,50,0,0,3,10,20,25,46,0,1,37,42,18,6,0,0,7,10,15,72,0,0,8,27,28,41,69,2,24,9,69,4,9,22,69,2,14,19,0,0,71,33,71,0,16,17,88,0,2,0,4,1,3,0,6,17,0,0,3,1,8,1,3,17,5,4,11,10,2,7,15,0,0,40,61,1,2,0,0,0,0,104,0,0,0,0,0,2,35,29,38,0,0,25,34,35,8,2,8.081967213114755,14.462935481161509,1.909090909090909,1.300349603340998,8.329545454545455,6.625831703871226,3.0594059405940595,1.3771113402932809
BE,BEL,Belgium,4,2020-12-22,2020-12-21,100,0,0,0,0,19,100,1070899.9756570652,98,0,0,100,0,9,91,0,1,99,0,18,82,0,18,82,0,16,84,0,4,96,0,2,98,0,3,97,0,1,99,0,0,100,0,18,82,0,2,98,0,14,86,100,0,0,0,91,0,1,8,99,0,0,1,82,0,2,16,82,0,5,13,84,0,4,12,96,0,1,3,98,0,1,1,97,0,3,0,99,0,1,0,100,0,0,0,82,0,7,11,98,0,2,0,86,0,7,7,0,0,8,92,92,0,4,4,0,0,48,52,52,1,8,39,92,0,8,0,92,0,2,5,1,98,0,1,1,0,9,0,3,88,100,0,0,0,0,0,0,1,42,28,18,11,0,2,14,70,14,0,3,36,53,8,0,4,29,55,12,0,4,26,57,13,0,4,9,57,30,0,97,0,0,3,97,0,1,2,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,37,63,0,0,65,35,0,0,17,83,0,0,38,62,0,0,1,99,0,0,12,88,0,0,31,69,69,0,27,2,1,1,0,0,0,14,36,50,0,0,99,1,0,0,21,79,0,0,86,8,3,1,0,2,0,0,42,26,20,12,0,1,35,51,9,4,0,0,27,73,0,0,0,20,76,4,63,0,34,3,35,0,63,2,83,0,17,0,62,0,26,12,99,0,1,0,88,0,12,0,0,3,1,6,16,21,53,0,1,1,7,24,11,56,0,0,33,49,12,6,0,0,5,12,20,63,0,0,9,24,22,45,67,2,21,10,67,4,10,19,67,3,16,14,0,1,59,40,60,2,15,23,85,0,4,0,1,0,2,1,7,26,0,0,4,2,10,1,3,11,8,2,4,12,1,3,13,0,1,41,58,0,0,0,0,0,0,0,100,0,0,0,1,1,28,27,43,1,1,19,39,29,9,2,8.377777777777778,11.693605262723898,2.375,1.9226098333849675,9.43421052631579,7.252283366987788,2.704081632653061,1.1945683227858892
BE,BEL,Belgium,5,2020-12-22,2020-12-22,100,0,0,0,0,20,100,792796.7753222707,94,0,1,99,0,11,89,0,4,96,0,22,78,0,20,80,0,14,86,0,11,89,0,2,98,0,4,96,0,1,99,0,2,98,0,15,85,0,3,97,0,15,85,99,0,1,0,89,0,5,6,96,0,2,2,78,0,6,16,80,0,8,12,86,0,2,12,89,0,2,9,98,0,2,0,96,0,1,3,99,0,0,1,98,0,0,2,85,0,7,8,97,0,0,3,85,0,4,11,0,0,9,91,91,0,2,7,0,1,48,51,52,0,8,40,92,2,6,0,92,0,0,8,0,100,0,0,0,0,9,3,3,85,100,0,0,0,0,0,0,0,50,26,12,12,0,3,22,56,19,0,5,48,32,15,0,4,40,40,16,0,5,37,39,19,0,5,7,47,41,0,97,2,0,1,97,2,0,1,97,2,0,1,97,0,2,1,97,2,0,1,97,2,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,23,77,0,0,68,32,0,0,12,88,0,0,28,72,0,0,3,97,0,0,9,91,0,0,28,72,72,1,24,1,2,0,0,0,0,7,42,51,0,3,97,0,0,2,12,86,0,0,74,19,2,0,1,4,0,0,48,21,22,9,0,1,29,60,5,5,0,0,38,62,0,0,1,26,72,1,77,0,23,0,32,0,68,0,88,0,11,1,72,0,15,13,97,0,2,1,91,0,8,1,0,1,0,5,19,15,60,0,0,1,5,18,24,52,0,2,41,35,16,6,0,1,7,8,17,67,0,2,11,16,27,44,73,6,11,10,73,6,9,12,73,7,10,10,0,0,45,55,45,0,18,37,82,2,4,1,0,0,2,0,9,37,0,2,3,1,9,0,3,6,5,2,2,8,3,4,15,0,0,40,59,0,1,0,0,0,0,0,0,100,0,0,3,1,22,30,44,3,1,32,28,23,10,3,9.731707317073171,13.39034053010584,2.5714285714285716,1.5118578920369088,6.8088235294117645,5.453349930174172,2.1354166666666665,1.2364617742972266
