ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
FRA,France,6,2021-01-03,2021-01-03,390,1,16353.168001043101,1,16353.168001043101,32,389,4508573.890452251,372,1,5,384,1,23,366,1,3,386,1,36,353,1,55,334,1,24,365,2,19,369,0,8,382,1,3,386,1,1,388,1,9,380,1,26,363,1,9,380,0,37,353,385,0,2,3,367,1,12,10,387,0,1,2,354,1,16,19,335,1,21,33,366,0,11,13,371,0,5,14,382,1,3,4,387,0,1,2,389,0,1,0,381,1,2,6,364,0,9,17,381,0,2,7,353,1,19,17,0,1,17,372,373,0,5,12,0,5,151,234,239,1,50,100,340,1,49,0,340,4,46,0,386,0,4,56,5,21,308,390,0,0,0,0,0,0,4,162,108,64,52,0,41,92,176,81,0,26,200,119,45,0,39,143,134,74,0,32,155,133,70,0,54,37,137,162,0,369,8,1,12,369,4,7,10,369,9,1,11,369,7,3,11,369,9,0,12,369,9,0,12,390,0,0,0,390,0,0,0,390,0,0,0,390,0,0,0,390,0,0,0,390,0,0,0,390,0,0,0,390,0,0,0,390,0,0,0,390,0,0,0,390,0,0,0,390,0,0,0,0,15,25,350,0,2,236,152,0,14,80,296,0,9,165,216,0,12,13,365,0,12,23,355,0,0,147,243,243,2,116,22,2,5,0,1,0,33,161,195,0,3,386,1,0,2,25,363,0,0,301,58,13,6,1,11,0,1,145,137,80,27,0,6,115,206,42,21,0,1,270,113,6,0,4,214,168,4,365,1,22,2,154,2,229,5,310,0,78,2,225,0,80,85,377,0,10,3,367,0,22,1,0,0,1,6,50,84,249,0,0,3,6,69,88,224,0,4,124,146,79,37,0,0,4,20,69,297,0,0,17,61,82,230,312,10,40,28,312,19,17,42,312,9,33,36,0,0,20,370,20,1,25,344,365,1,0,0,3,2,0,0,19,345,0,1,2,1,3,0,2,4,3,0,3,2,5,1,1,17,0,3,178,202,1,6,0,0,0,0,0,0,0,390,0,11,19,115,126,119,11,13,75,115,100,55,21,15.037383177570094,16.989966647187526,1.8666666666666667,1.6846647257229665,4.379464285714286,2.8808518419109372,1.8551532033426186,1.0416842380885716
FRA,France,7,2021-01-03,2021-01-01,100,1,8436.47308661075,0,0,9,98,1202196.0941412402,93,0,2,98,0,7,93,0,5,95,0,15,85,0,15,85,0,8,92,1,1,98,0,2,98,1,1,98,1,0,99,0,3,97,1,6,93,0,4,96,0,13,87,98,0,1,1,93,0,3,4,95,0,1,4,85,0,7,8,85,0,8,7,92,1,3,4,99,0,0,1,98,0,0,2,99,0,0,1,100,0,0,0,97,0,1,2,94,1,2,3,96,0,3,1,87,0,7,6,0,2,4,94,96,0,1,3,0,3,41,56,59,0,8,33,92,0,8,0,92,0,8,0,100,0,0,11,2,11,76,100,0,0,0,0,0,0,0,40,35,14,11,0,23,20,35,22,0,13,58,17,12,0,23,30,23,24,0,23,26,30,21,0,24,9,22,45,0,89,3,0,8,89,3,2,6,89,3,0,8,89,3,0,8,89,3,0,8,89,2,0,9,78,1,0,21,78,1,0,21,78,1,0,21,78,1,0,21,78,1,3,18,78,1,3,18,78,1,1,20,97,0,0,3,97,0,0,3,97,0,0,3,97,0,1,2,97,0,0,3,0,10,9,81,0,4,62,34,0,7,28,65,0,6,52,42,0,7,2,91,0,7,8,85,0,0,33,67,67,0,28,5,0,0,0,0,1,9,45,45,0,1,98,1,0,3,10,87,0,0,80,13,1,2,0,4,0,1,38,32,20,9,0,3,30,53,8,6,0,0,73,25,2,0,1,65,32,2,91,1,6,2,38,2,57,3,72,3,22,3,48,1,30,21,98,1,1,0,92,1,7,0,0,1,0,3,12,24,60,0,0,0,4,20,20,56,0,1,28,48,16,7,0,1,1,5,17,76,0,2,5,23,15,55,72,8,13,7,72,13,7,8,72,8,10,10,0,2,6,92,8,0,2,90,98,0,0,0,0,0,0,0,2,92,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,3,0,3,47,48,0,2,0,0,0,0,0,0,0,0,100,4,4,32,33,27,4,4,36,25,22,7,2,18,19.436506316151,2,1.8257418583505536,4.297872340425532,2.7339642631249594,1.7000000000000002,0.9295401787013968
FRA,France,-99,2021-01-04,2021-01-03,100,1,2734.99463131518,1,2734.99463131518,6,88,1010315.4233593786,0,1,4,95,2,8,90,2,3,95,2,21,77,1,22,77,2,7,91,2,6,92,2,4,94,2,2,96,2,1,97,2,3,95,1,12,87,2,4,94,2,27,71,96,0,3,1,92,1,4,3,97,0,1,2,79,0,8,13,78,0,9,13,93,1,5,1,94,1,3,2,96,0,3,1,98,0,0,2,99,0,1,0,97,1,1,1,88,0,8,4,96,0,2,2,73,1,15,11,12,0,5,83,98,0,1,1,20,3,41,36,60,0,17,23,83,1,16,0,83,2,15,0,98,1,1,41,1,6,52,100,0,0,0,0,0,28,0,21,19,18,14,33,4,12,37,14,33,5,22,28,12,33,4,17,27,19,33,6,13,30,18,33,6,7,31,23,0,95,1,1,3,95,2,2,1,95,2,0,3,95,1,2,2,95,2,0,3,95,2,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,37,1,18,44,37,1,25,37,37,1,10,52,37,1,32,30,37,1,2,60,37,1,7,55,40,1,22,37,78,0,20,2,0,0,43,3,0,8,20,26,43,3,54,0,50,0,8,42,50,0,38,7,2,0,1,2,50,0,19,17,9,5,52,4,13,28,2,1,56,0,14,28,2,61,1,9,28,1,82,0,16,2,75,0,24,1,90,0,10,0,68,1,15,16,98,0,0,2,93,0,7,0,61,2,1,2,6,4,24,61,0,2,1,8,4,24,65,1,19,7,4,4,65,0,4,4,6,21,65,0,9,6,5,15,86,0,11,3,86,0,3,11,86,0,6,8,67,0,9,24,76,0,7,17,95,0,0,0,1,0,1,0,3,87,0,1,1,1,1,0,0,2,3,0,1,1,1,0,1,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.8,5.804663439602577,2,0,0,0,0,0
FRA,France,1,2021-01-04,2021-01-03,100,0,0,0,0,16,100,1263377.7039628546,96,0,1,99,0,6,94,0,2,98,0,31,69,0,35,65,0,9,91,0,13,87,0,5,95,0,7,93,0,0,100,0,10,90,0,22,78,0,4,96,0,23,77,99,0,1,0,94,0,2,4,98,0,0,2,69,0,6,25,65,0,8,27,91,0,2,7,87,0,6,7,95,0,1,4,93,0,3,4,100,0,0,0,90,0,3,7,78,0,5,17,96,0,2,2,77,0,5,18,0,0,9,91,91,0,4,5,0,0,56,44,44,0,15,41,85,0,15,0,85,1,14,0,99,1,0,15,2,12,71,100,0,0,0,0,0,0,0,21,33,25,21,0,0,19,66,15,0,0,50,35,15,0,0,45,40,15,0,0,34,50,16,0,0,5,52,43,0,88,1,0,11,88,1,2,9,88,1,0,11,88,0,7,5,88,1,3,8,88,1,1,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,25,75,0,0,31,69,0,1,25,74,0,0,70,30,0,1,8,91,0,1,31,68,0,0,65,35,35,0,49,11,3,2,0,0,1,21,42,36,0,0,99,1,0,1,5,94,0,0,68,24,4,0,0,4,0,0,18,33,38,11,0,0,16,54,25,5,0,0,5,89,6,0,0,6,86,8,75,0,24,1,69,1,28,2,75,1,24,0,30,0,27,43,92,1,4,3,69,0,30,1,0,2,5,11,19,23,40,0,0,4,19,26,14,37,0,1,39,37,15,8,0,0,8,8,24,60,0,0,17,25,24,34,58,1,30,11,58,2,4,36,58,2,9,31,0,0,45,55,45,0,21,34,79,0,3,1,5,4,0,1,7,34,0,0,13,3,7,1,0,6,6,0,4,8,0,0,3,15,0,3,36,60,1,0,0,0,100,0,0,0,0,0,0,2,6,46,23,23,2,2,20,26,33,9,8,9.737704918032787,13.484437498272175,1.7777777777777777,1.092906420717,3.267605633802817,1.7151238729014238,2.988888888888889,1.377951944208982
FRA,France,2,2021-01-04,2021-01-03,100,0,0,0,0,4,100,813063.0919312859,95,0,0,100,0,10,90,0,1,99,0,27,73,0,23,77,0,5,95,0,12,88,0,2,98,0,5,95,0,0,100,0,7,93,0,12,88,0,3,97,0,18,82,100,0,0,0,90,0,4,6,99,0,0,1,73,0,5,22,77,0,6,17,95,0,0,5,88,0,3,9,98,0,2,0,95,0,2,3,100,0,0,0,93,0,2,5,88,0,5,7,97,0,1,2,82,0,9,9,0,0,3,97,97,0,3,0,0,1,47,52,53,1,10,36,90,0,10,0,90,1,9,0,99,0,1,12,0,10,78,100,0,0,0,0,0,0,0,9,21,36,34,0,1,23,54,22,0,1,30,43,26,0,1,22,46,31,0,1,25,39,35,0,1,8,43,48,0,90,1,1,8,90,1,3,6,90,1,2,7,90,0,3,7,90,1,2,7,90,1,3,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,26,74,0,0,38,62,0,0,22,78,0,0,64,36,0,0,10,90,0,0,10,90,0,0,52,48,48,0,37,8,5,2,0,1,1,8,47,43,0,1,99,0,0,0,9,91,0,0,68,25,4,3,0,0,0,0,16,30,37,17,0,1,22,45,27,5,0,0,5,93,2,0,0,6,94,0,74,0,21,5,62,0,38,0,78,0,21,1,36,0,16,48,90,0,3,7,90,0,10,0,0,1,1,6,13,26,53,0,0,4,3,19,26,48,0,1,27,42,24,6,0,0,15,8,25,52,0,0,28,21,23,28,51,0,35,14,51,2,2,45,51,2,7,40,0,0,51,49,51,0,19,30,81,0,3,0,2,2,0,1,11,30,0,3,14,1,7,3,5,9,6,0,4,4,1,2,3,8,0,1,34,64,0,1,0,0,0,100,0,0,0,0,0,5,4,47,17,27,5,3,30,37,15,6,4,7.346938775510205,12.617037126454852,1.3333333333333333,0.5773502691896257,4.397260273972603,1.8539726567218153,2.4204545454545454,1.4200663001285225
FRA,France,3,2021-01-04,2021-01-03,100,0,0,0,0,22,100,732693.7263026655,94,0,0,100,0,13,87,0,3,97,0,25,75,0,25,75,0,10,90,0,8,92,0,2,98,0,3,97,0,1,99,0,4,96,0,20,80,0,3,97,0,22,78,100,0,0,0,87,0,4,9,97,0,0,3,75,0,6,19,75,0,10,15,90,0,5,5,92,0,3,5,98,0,0,2,97,0,1,2,99,0,1,0,96,0,1,3,80,0,7,13,97,0,1,2,78,0,8,14,0,0,8,92,92,0,5,3,0,0,48,52,52,2,14,32,86,1,13,0,86,1,13,0,99,0,1,16,0,4,80,100,0,0,0,0,0,0,0,19,28,35,18,0,0,15,60,25,0,0,42,42,16,0,0,33,46,21,0,1,30,49,20,0,0,10,38,52,0,96,0,0,4,96,0,1,3,96,0,1,3,96,0,3,1,96,0,1,3,96,0,2,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,27,73,0,1,39,60,0,0,23,77,0,0,54,46,0,0,4,96,0,0,9,91,0,0,49,51,51,0,37,7,2,3,0,0,5,5,34,56,0,0,100,0,0,1,12,87,0,0,80,17,0,2,0,1,0,1,25,30,29,15,0,0,31,57,5,7,0,0,16,81,3,0,1,14,84,1,73,1,23,3,61,2,36,1,77,2,20,1,46,1,22,31,96,1,1,2,91,1,8,0,0,0,1,5,14,22,58,0,0,1,4,13,34,48,0,1,29,52,11,7,0,0,15,10,23,52,0,0,19,24,20,37,57,1,28,14,57,3,8,32,57,2,10,31,0,0,61,39,61,0,18,21,82,1,5,0,2,1,1,0,8,21,1,1,1,2,6,2,7,13,3,0,3,7,7,3,6,17,0,1,45,52,0,2,0,0,0,0,100,0,0,0,0,4,2,43,19,32,4,1,21,24,31,17,2,9.063829787234043,13.640419882800286,2.75,1.9086270308410553,3.8795180722891565,2.2920732459747684,3.032258064516129,1.542524842328499
FRA,France,4,2021-01-04,2021-01-03,100,0,0,0,0,13,100,819143.0014829398,91,0,0,100,0,9,91,0,7,93,1,17,82,0,14,86,0,10,90,0,4,96,0,3,97,0,4,96,0,1,99,0,2,98,0,5,95,0,1,99,0,20,80,100,0,0,0,91,0,0,9,93,0,5,2,83,0,5,12,86,0,5,9,90,0,4,6,96,0,1,3,97,0,2,1,96,0,2,2,99,0,1,0,98,0,2,0,95,0,1,4,99,0,0,1,80,0,9,11,0,0,7,93,93,0,3,4,0,0,45,55,55,2,10,33,90,1,8,1,90,0,10,0,100,0,0,12,1,11,76,100,0,0,0,0,0,0,0,28,28,19,25,0,2,15,67,16,0,1,44,43,12,0,4,32,47,17,0,3,30,47,20,0,4,4,49,43,0,89,3,0,8,89,2,4,5,89,3,1,7,89,3,3,5,89,3,3,5,89,2,2,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,32,68,0,0,36,64,0,0,20,80,0,0,45,55,0,0,4,96,0,0,4,96,0,0,35,65,65,0,26,6,0,3,0,0,3,7,31,59,0,0,100,0,0,0,11,89,0,0,78,17,2,0,1,2,0,0,32,29,30,9,0,1,28,56,9,6,0,1,28,71,0,0,0,23,75,2,68,0,28,4,64,0,36,0,80,0,19,1,55,0,21,24,96,0,3,1,96,0,4,0,0,0,1,5,22,23,49,0,0,1,5,27,19,48,0,0,31,43,19,7,0,0,8,11,28,53,0,0,19,23,25,33,58,2,31,9,58,7,1,34,58,4,12,26,0,0,57,43,57,0,20,23,80,0,1,1,2,1,2,0,13,23,0,1,4,2,6,1,3,10,8,0,3,10,7,5,3,14,0,3,37,56,0,4,0,0,0,0,0,100,0,0,0,6,3,30,32,29,6,3,15,24,27,19,6,9.277777777777779,14.433316837118031,1.8571428571428572,1.2149857925879117,3.5072463768115942,2.1256361567207915,2.831460674157303,1.5611472693924038
FRA,France,5,2021-01-04,2021-01-03,100,0,0,0,0,1,98,754099.5670055557,93,2,0,98,1,5,94,2,2,96,0,9,91,2,14,84,2,6,92,2,2,96,3,3,94,1,1,98,2,2,96,3,3,94,1,10,89,2,1,97,2,15,83,100,0,0,0,95,0,3,2,98,0,0,2,91,0,1,8,86,0,4,10,94,1,1,4,98,0,1,1,97,1,1,1,99,0,0,1,98,0,0,2,97,0,3,0,90,1,0,9,99,0,1,0,85,1,5,9,0,2,1,97,99,0,1,0,0,3,41,56,59,1,11,29,89,0,11,0,89,0,11,0,100,0,0,15,1,7,77,100,0,0,0,0,0,0,0,35,27,18,20,0,8,19,51,22,0,4,43,35,18,0,8,26,43,23,0,8,26,39,27,0,9,7,33,51,0,93,4,0,3,93,3,2,2,93,3,1,3,93,1,4,2,93,3,1,3,93,3,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,21,78,0,0,49,51,0,1,21,78,0,1,50,49,0,1,6,93,0,1,7,92,0,0,46,54,54,0,34,8,2,2,0,1,1,7,36,55,0,2,98,0,0,0,7,93,0,0,72,18,4,2,0,4,0,0,29,41,18,12,0,5,23,55,12,5,0,1,25,74,0,0,2,26,70,2,79,0,20,1,51,0,49,0,79,0,21,0,50,0,27,23,94,0,4,2,93,0,7,0,0,0,0,3,10,19,68,0,0,0,5,13,21,61,0,0,27,44,22,7,0,1,3,11,19,66,0,0,10,17,31,42,73,2,20,5,73,10,1,16,73,7,5,15,0,2,33,65,35,0,29,36,71,2,0,1,4,2,0,0,20,38,0,2,4,1,5,2,3,5,7,0,5,4,4,2,2,16,0,0,45,54,0,1,0,0,0,0,0,0,100,0,0,3,3,32,36,26,3,2,15,34,23,15,8,7.793103448275862,11.305432671144143,0,0,4.015384615384615,2.0193772840617514,2.117021276595745,1.035461384655329
FRA,France,6,2021-01-04,2021-01-03,100,0,0,0,0,4,99,1249003.4588252318,89,0,2,98,0,7,93,0,0,100,0,11,89,0,15,85,0,6,94,0,7,93,0,1,99,0,0,100,0,1,99,0,3,97,0,7,93,0,3,97,0,12,88,98,0,1,1,93,0,3,4,100,0,0,0,89,1,5,5,85,1,9,5,94,0,2,4,93,0,2,5,99,0,1,0,100,0,0,0,99,0,1,0,97,0,1,2,93,0,2,5,97,0,1,2,88,1,4,7,0,1,4,95,96,0,2,2,0,1,44,55,56,0,18,26,82,1,17,0,82,2,16,0,98,0,2,19,2,8,71,100,0,0,0,0,0,0,3,40,31,20,6,0,11,27,36,26,0,11,52,28,9,0,13,32,35,20,0,12,35,35,18,0,16,9,32,43,0,92,3,0,5,92,2,1,5,92,3,0,5,92,2,2,4,92,3,0,5,92,3,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,4,93,0,0,60,40,0,0,25,75,0,0,47,53,0,0,2,98,0,0,5,95,0,0,39,61,61,1,31,5,1,1,0,0,0,8,37,55,0,0,100,0,0,1,6,93,0,0,74,17,4,2,0,3,0,0,44,33,13,10,0,2,22,62,12,2,0,2,76,22,0,0,1,59,38,2,96,1,3,0,40,0,58,2,75,0,24,1,53,0,25,22,98,0,2,0,95,0,5,0,0,0,0,1,10,21,68,0,0,0,2,17,16,65,0,0,31,41,18,10,0,0,1,4,15,80,0,0,7,11,22,60,82,4,9,5,82,3,3,12,82,1,8,9,0,0,7,93,7,1,7,85,93,0,0,0,0,0,0,0,7,86,0,1,1,1,0,0,1,3,1,0,1,1,1,0,0,3,0,1,37,60,0,2,0,0,0,0,0,0,0,100,0,5,5,34,33,23,5,4,28,27,17,11,8,9.935483870967742,11.483133962094053,0.6666666666666666,0.5773502691896257,4.267857142857143,2.9325203025171582,1.9438202247191012,1.141764489346103
FRA,France,7,2021-01-04,2021-01-01,100,1,8436.47308661075,0,0,9,98,1202196.0941412402,93,0,2,98,0,7,93,0,5,95,0,15,85,0,15,85,0,8,92,1,1,98,0,2,98,1,1,98,1,0,99,0,3,97,1,6,93,0,4,96,0,13,87,98,0,1,1,93,0,3,4,95,0,1,4,85,0,7,8,85,0,8,7,92,1,3,4,99,0,0,1,98,0,0,2,99,0,0,1,100,0,0,0,97,0,1,2,94,1,2,3,96,0,3,1,87,0,7,6,0,2,4,94,96,0,1,3,0,3,41,56,59,0,8,33,92,0,8,0,92,0,8,0,100,0,0,11,2,11,76,100,0,0,0,0,0,0,0,40,35,14,11,0,23,20,35,22,0,13,58,17,12,0,23,30,23,24,0,23,26,30,21,0,24,9,22,45,0,89,3,0,8,89,3,2,6,89,3,0,8,89,3,0,8,89,3,0,8,89,2,0,9,78,1,0,21,78,1,0,21,78,1,0,21,78,1,0,21,78,1,3,18,78,1,3,18,78,1,1,20,97,0,0,3,97,0,0,3,97,0,0,3,97,0,1,2,97,0,0,3,0,10,9,81,0,4,62,34,0,7,28,65,0,6,52,42,0,7,2,91,0,7,8,85,0,0,33,67,67,0,28,5,0,0,0,0,1,9,45,45,0,1,98,1,0,3,10,87,0,0,80,13,1,2,0,4,0,1,38,32,20,9,0,3,30,53,8,6,0,0,73,25,2,0,1,65,32,2,91,1,6,2,38,2,57,3,72,3,22,3,48,1,30,21,98,1,1,0,92,1,7,0,0,1,0,3,12,24,60,0,0,0,4,20,20,56,0,1,28,48,16,7,0,1,1,5,17,76,0,2,5,23,15,55,72,8,13,7,72,13,7,8,72,8,10,10,0,2,6,92,8,0,2,90,98,0,0,0,0,0,0,0,2,92,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,3,0,3,47,48,0,2,0,0,0,0,0,0,0,0,100,4,4,32,33,27,4,4,36,25,22,7,2,18,19.436506316151,2,1.8257418583505536,4.297872340425532,2.7339642631249594,1.7000000000000002,0.9295401787013968
