ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5a_10..77,V5a_10.0,V5a_10.1,V5b_1..99,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9.0,V5b_9.1,V5b_10..99,V5b_10.0,V5b_10.1,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5c_10..77,V5c_10.0,V5c_10.1,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4.0,V5d_4.1,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8.0,V5d_8.1,V5d_9..99,V5d_9.0,V5d_9.1,V5d_10..99,V5d_10.0,V5d_10.1,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V13..77,V13.1,V13.2,V13.3,V13.4,V15..99,V15..77,V15.1,V15.2,V16..99,V16..77,V16.1,V16.2,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9a..99,C9a.2,C12..99,C12.2,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CD,COD,Democratic Republic of the Congo,-99,2021-03-07,2021-03-03,100,2,858369.637145688,0,0,19,80,56168380.00879457,0,7,10,83,4,12,84,6,2,92,3,22,75,4,20,76,6,13,81,6,5,89,4,7,89,7,10,83,6,7,87,5,12,83,3,28,69,6,8,86,4,25,71,90,2,4,4,88,2,5,5,98,0,1,1,78,2,5,15,80,1,7,12,87,2,3,8,95,0,3,2,93,0,4,3,90,0,7,3,93,2,3,2,88,2,8,2,72,2,13,13,92,2,5,1,75,2,14,9,19,1,8,72,92,0,5,3,21,2,24,53,76,1,6,17,94,0,0,6,0,94,0,3,3,0,97,0,3,0,0,30,2,18,50,23,0,0,77,0,100,0,0,0,0,100,0,0,0,25,0,17,20,12,26,35,8,14,19,24,35,8,12,21,24,35,11,13,13,28,35,12,8,8,37,35,2,19,22,22,75,0,12,13,75,0,18,7,75,0,19,6,75,0,24,1,75,0,10,15,75,0,18,7,75,0,23,2,75,0,25,0,75,0,22,3,75,0,18,7,89,4,7,89,6,5,89,6,5,89,11,0,89,5,6,89,6,5,89,11,0,89,11,0,89,10,1,89,8,3,80,0,14,6,80,0,14,6,80,0,19,1,80,0,20,0,80,0,5,15,80,0,17,3,80,0,19,1,80,0,20,0,80,0,19,1,80,0,18,2,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,89,0,11,0,89,0,7,4,89,0,5,6,89,0,4,7,89,0,9,2,89,0,7,4,89,0,8,3,38,0,34,9,11,8,44,0,56,0,44,0,56,0,44,0,56,0,44,0,55,1,44,0,49,7,44,0,55,1,44,0,55,1,44,0,53,3,44,0,54,2,44,0,12,44,100,0,0,0,100,0,0,0,53,1,15,13,10,8,63,0,2,35,63,1,1,35,83,8,2,7,83,6,5,6,83,3,11,3,83,6,4,7,83,6,6,5,83,6,4,7,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,44,8,36,12,44,10,30,16,44,10,27,19,44,10,29,17,44,11,25,20,44,6,28,22,47,1,29,23,71,0,12,6,4,7,54,0,2,10,12,22,54,0,43,3,62,1,9,28,62,0,11,14,7,4,1,1,62,1,11,6,15,5,64,0,4,20,12,0,100,0,100,0,65,1,26,8,70,1,22,7,73,0,24,3,71,2,18,9,75,0,19,6,72,2,17,9,68,0,0,1,3,14,14,68,0,0,2,4,9,17,71,2,11,5,7,4,71,0,9,2,8,10,71,1,13,5,3,7,82,0,14,4,82,5,6,7,82,1,9,8,72,0,16,12,88,0,6,6,95,1,1,0,1,1,0,0,1,82,0,2,2,0,2,1,0,2,0,1,3,1,0,0,1,3,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.311111111111111,3.6170192538647457,2.5714285714285716,1.5118578920369088,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2021-03-08,2021-03-04,100,1,595712.052974919,0,0,21,79,50698956.67938126,0,6,10,84,5,13,82,7,1,92,4,24,72,4,18,78,7,15,78,8,5,87,5,6,89,8,10,82,7,7,86,6,13,81,3,27,70,7,7,86,5,21,74,90,0,6,4,87,2,6,5,99,0,1,0,76,1,4,19,82,1,6,11,85,2,5,8,95,0,3,2,94,0,4,2,90,0,6,4,93,1,3,3,87,2,7,4,73,0,11,16,93,1,5,1,79,1,12,8,20,1,8,71,92,0,5,3,22,2,24,52,76,0,10,14,90,0,0,10,0,90,1,5,4,0,95,0,4,1,0,34,2,19,45,25,0,0,75,0,100,0,0,0,0,100,0,0,0,25,1,18,14,13,29,39,6,13,19,23,39,7,13,19,22,39,11,14,9,27,39,11,8,8,34,39,3,20,17,21,73,0,12,15,73,0,16,11,73,0,19,8,73,0,25,2,73,0,10,17,73,0,19,8,73,0,23,4,73,0,27,0,73,0,23,4,73,0,17,10,88,5,7,88,5,7,88,8,4,88,12,0,88,6,6,88,7,5,88,12,0,88,11,1,88,12,0,88,9,3,86,0,9,5,86,0,9,5,86,0,14,0,86,0,14,0,86,0,3,11,86,0,12,2,86,0,13,1,86,0,14,0,86,0,13,1,86,0,12,2,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,89,0,11,0,89,0,6,5,89,0,6,5,89,0,2,9,89,0,8,3,89,0,6,5,89,0,8,3,42,0,36,8,7,7,46,0,54,0,46,0,54,0,46,0,54,0,46,0,54,0,46,0,46,8,46,0,53,1,46,0,53,1,46,0,52,2,46,0,51,3,46,0,12,42,100,0,0,0,100,0,0,0,57,1,14,13,7,8,69,0,2,29,69,1,1,29,83,8,2,7,83,6,5,6,83,2,11,4,83,5,5,7,83,7,5,5,83,6,3,8,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,47,6,34,13,47,7,30,16,47,7,27,19,47,8,27,18,47,10,23,20,47,4,27,22,49,1,28,22,72,0,12,7,3,6,53,0,2,9,12,24,53,0,44,3,58,1,9,32,58,0,11,17,8,4,1,1,58,0,13,7,16,6,61,0,5,22,12,0,100,0,100,0,66,1,25,8,70,1,23,6,73,0,23,4,73,2,16,9,77,0,17,6,73,2,17,8,64,0,1,1,4,14,16,64,0,1,2,3,11,19,68,2,12,5,7,6,68,0,11,3,8,10,68,1,14,6,3,8,81,0,14,5,81,5,5,9,81,1,10,8,70,0,16,14,86,0,7,7,94,1,1,0,1,2,0,0,1,81,0,2,2,0,2,1,0,2,0,1,3,2,0,0,1,3,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.191489361702128,3.3727701030996213,2.857142857142857,1.3451854182690985,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2021-03-09,2021-03-05,100,1,595712.052974919,0,0,10,74,48503074.260646276,0,6,9,85,6,12,82,6,2,92,4,24,72,4,15,81,8,15,77,8,8,84,5,8,87,8,8,84,7,9,84,7,11,82,4,23,73,7,6,87,6,21,73,91,0,4,5,88,2,6,4,98,0,1,1,76,1,6,17,85,1,5,9,85,3,7,5,92,1,4,3,92,1,5,2,92,0,5,3,91,1,5,3,89,2,4,5,77,1,8,14,94,1,4,1,79,2,13,6,25,1,6,68,94,0,3,3,26,2,24,48,76,0,13,11,87,0,0,13,0,87,1,8,4,0,92,0,6,2,0,41,1,22,36,29,0,0,70,1,100,0,0,0,0,100,0,0,0,29,1,16,17,14,23,39,8,18,15,20,39,11,12,17,21,39,13,16,8,24,39,13,6,9,33,39,7,19,16,19,78,0,10,12,78,0,12,10,78,0,15,7,78,0,19,3,78,0,8,14,78,0,18,4,78,0,18,4,78,0,21,1,78,0,18,4,78,0,14,8,86,7,7,86,7,7,86,10,4,86,14,0,86,8,6,86,11,3,86,14,0,86,13,1,86,13,1,86,11,3,83,0,11,6,83,0,12,5,83,0,17,0,83,0,17,0,83,0,5,12,83,0,15,2,83,0,16,1,83,0,17,0,83,0,16,1,83,0,15,2,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,89,0,11,0,89,0,7,4,89,0,7,4,89,0,2,9,89,0,8,3,89,0,7,4,89,0,9,2,42,0,36,7,8,7,44,1,54,1,44,1,55,0,44,1,55,0,44,1,54,1,44,1,48,7,44,1,54,1,44,1,53,2,44,1,55,0,44,1,54,1,44,1,11,44,100,0,0,0,100,0,0,0,54,2,13,11,12,8,68,0,4,28,70,1,1,28,80,10,3,7,80,8,6,6,80,3,14,3,80,7,4,9,80,8,5,7,80,8,2,10,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,45,3,40,12,45,4,30,21,45,5,25,25,45,5,30,20,45,6,22,27,45,2,31,22,47,1,32,20,68,0,17,7,1,7,51,0,2,9,14,24,51,0,45,4,55,0,8,37,55,1,9,17,11,4,1,2,55,1,12,8,22,2,56,0,10,20,13,1,100,0,100,0,61,1,26,12,70,1,22,7,75,0,21,4,71,2,17,10,78,0,17,5,69,1,22,8,60,0,1,1,6,12,20,60,0,1,2,6,9,22,65,3,11,6,7,8,65,1,12,4,7,11,65,2,12,7,5,9,82,1,13,4,82,5,6,7,82,2,10,6,68,0,19,13,87,0,9,4,92,3,1,0,1,2,0,0,1,76,0,1,2,0,1,1,0,0,0,1,4,3,2,0,1,8,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.8636363636363633,3.521303333571112,2,1.1547005383792515,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2021-03-10,2021-03-06,100,2,397504.306424918,1,142802.245282198,14,77,49448360.4493135,0,8,9,83,8,15,77,9,3,88,8,21,71,7,12,81,11,15,74,10,9,81,8,8,84,11,5,84,10,8,82,9,12,79,6,19,75,9,3,88,9,21,70,91,0,5,4,85,2,8,5,97,0,1,2,79,1,8,12,88,1,5,6,85,3,7,5,91,1,4,4,92,1,5,2,95,0,4,1,92,1,4,3,88,2,3,7,81,1,8,10,97,1,2,0,79,2,12,7,22,1,9,68,91,0,3,6,22,1,31,46,69,0,16,15,84,0,0,16,0,84,1,10,5,0,90,0,6,4,0,39,0,21,40,27,0,0,72,1,100,0,0,0,0,100,0,0,0,28,1,17,17,15,22,38,10,17,17,18,38,10,15,17,20,38,11,14,12,25,38,11,6,13,32,38,9,18,14,21,79,0,10,11,79,0,10,11,79,0,10,11,79,0,18,3,79,0,11,10,79,0,18,3,79,0,16,5,79,0,17,4,79,0,18,3,79,0,10,11,85,7,8,85,6,9,85,10,5,85,15,0,85,7,8,85,10,5,85,15,0,85,14,1,85,14,1,85,11,4,83,0,12,5,83,0,13,4,83,0,17,0,83,0,17,0,83,0,5,12,83,0,15,2,83,0,17,0,83,0,17,0,83,0,16,1,83,0,15,2,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,84,0,16,0,84,0,10,6,84,0,8,8,84,0,5,11,84,0,10,6,84,0,9,7,84,0,14,2,42,0,33,7,8,10,43,1,55,1,43,1,56,0,43,1,56,0,43,1,53,3,43,1,50,6,43,1,54,2,43,1,53,3,43,1,55,1,43,1,53,3,43,1,14,42,100,0,0,0,100,0,0,0,52,2,14,10,14,8,67,0,4,29,69,0,1,30,82,9,3,6,82,7,5,6,82,2,14,2,82,6,3,9,82,7,4,7,82,7,1,10,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,44,5,38,13,44,3,31,22,44,6,23,27,44,6,30,20,44,5,22,29,44,3,31,22,48,0,31,21,69,0,16,7,2,6,49,0,1,8,15,27,49,1,46,4,52,0,7,41,52,1,11,15,14,3,1,3,52,1,14,8,21,4,53,0,11,22,13,1,100,0,100,0,63,1,24,12,69,1,25,5,77,0,19,4,71,2,17,10,78,0,18,4,69,1,25,5,59,0,1,2,6,8,24,59,0,1,2,7,6,25,64,2,12,5,5,12,64,1,12,6,6,11,64,2,12,8,4,10,81,1,13,5,81,6,5,8,81,3,11,5,67,0,20,13,87,0,9,4,92,2,0,0,1,2,0,1,2,75,0,1,3,0,0,2,0,0,0,0,5,3,4,0,1,6,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.704545454545455,3.3934241844426483,1.8333333333333333,0.983192080250175,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2021-03-11,2021-03-07,100,2,397504.306424918,1,142802.245282198,13,81,50717677.380234264,0,7,9,84,10,12,78,10,2,88,9,23,68,8,8,84,12,13,75,10,12,78,11,6,83,12,4,84,12,7,81,10,11,79,7,19,74,10,2,88,11,17,72,91,1,5,3,88,0,7,5,98,0,0,2,77,1,9,13,92,1,4,3,87,1,8,4,88,2,4,6,94,1,4,1,96,0,2,2,93,0,3,4,89,0,4,7,81,1,6,12,98,0,2,0,83,2,10,5,18,1,8,73,92,0,2,6,18,0,36,46,64,0,19,17,81,0,0,19,0,81,1,13,5,0,87,0,8,5,0,37,1,21,41,22,0,0,76,2,100,0,0,0,0,100,0,0,0,23,1,18,13,19,26,36,10,18,18,18,36,11,16,13,24,36,12,17,9,26,36,11,9,11,33,36,9,19,13,23,75,1,13,11,75,1,14,10,75,1,12,12,75,1,20,4,75,1,16,8,75,1,21,3,75,1,19,5,75,1,19,5,75,1,20,4,75,1,12,12,81,10,9,81,8,11,81,15,4,81,19,0,81,11,8,81,11,8,81,19,0,81,18,1,81,18,1,81,15,4,87,0,9,4,87,0,10,3,87,0,13,0,87,0,13,0,87,0,4,9,87,0,11,2,87,0,13,0,87,0,13,0,87,0,13,0,87,0,12,1,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,84,0,16,0,84,0,10,6,84,0,9,7,84,0,5,11,84,0,10,6,84,0,9,7,84,0,13,3,41,0,34,7,10,8,42,1,56,1,42,1,57,0,42,1,57,0,42,1,54,3,42,1,52,5,42,1,54,3,42,1,54,3,42,1,56,1,42,1,54,3,42,1,14,43,100,0,0,0,100,0,0,0,52,1,12,11,16,8,71,0,3,26,73,0,0,27,82,11,3,4,82,10,3,5,82,4,13,1,82,8,3,7,82,9,4,5,82,10,1,7,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,43,7,35,15,43,5,29,23,43,6,24,27,43,7,31,19,43,5,20,32,43,6,29,22,48,0,31,21,69,0,16,6,2,7,50,0,1,7,18,24,50,1,46,3,51,0,7,42,51,1,12,14,14,4,1,3,51,1,15,8,19,6,52,0,11,21,12,4,100,0,100,0,66,0,23,11,72,0,24,4,77,0,19,4,70,0,17,13,80,0,15,5,71,0,24,5,59,0,1,2,5,8,25,59,0,1,1,6,7,26,64,2,13,5,5,11,64,2,13,6,5,10,64,2,12,9,3,10,80,1,15,4,80,6,5,9,80,4,9,7,67,0,20,13,87,0,10,3,91,2,0,0,1,2,0,1,3,74,0,1,4,0,0,2,0,1,0,1,3,2,4,0,1,7,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4,3.3202997219983676,1.8333333333333333,0.983192080250175,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2021-03-12,2021-03-08,100,4,1260197.873028638,2,260841.158376879,10,76,46437509.75723999,0,6,10,84,8,15,77,8,5,87,8,25,67,7,10,83,10,15,75,8,17,75,9,8,83,10,5,85,10,7,83,8,11,81,7,18,75,8,4,88,9,20,71,90,1,5,4,85,1,8,6,95,1,2,2,75,3,12,10,90,2,6,2,85,1,10,4,83,3,6,8,92,2,5,1,95,0,4,1,93,1,3,3,89,0,4,7,82,1,4,13,96,1,3,0,80,3,11,6,23,1,7,69,93,0,1,6,23,0,33,44,67,0,15,18,85,0,0,15,0,85,0,12,3,0,88,0,7,5,0,38,2,19,41,26,0,0,71,3,100,0,0,0,0,100,0,0,0,27,0,13,15,18,27,38,13,16,13,20,38,12,13,10,27,38,13,13,12,24,38,13,9,9,31,38,11,16,11,24,74,1,13,12,74,1,18,7,74,1,13,12,74,1,20,5,74,1,22,3,74,1,24,1,74,1,22,3,74,1,20,5,74,1,20,5,74,1,15,10,82,11,7,82,9,9,82,15,3,82,18,0,82,11,7,82,9,9,82,18,0,82,17,1,82,17,1,82,15,3,85,0,9,6,85,0,13,2,85,0,14,1,85,0,15,0,85,0,5,10,85,0,12,3,85,0,15,0,85,0,15,0,85,0,15,0,85,0,15,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,84,0,16,0,84,0,12,4,84,0,10,6,84,0,5,11,84,0,11,5,84,0,10,6,84,0,13,3,41,0,38,6,7,8,42,1,56,1,42,1,57,0,42,1,57,0,42,1,54,3,42,1,52,5,42,1,55,2,42,1,55,2,42,1,56,1,42,1,55,2,42,1,11,46,100,0,0,0,100,0,0,0,57,1,11,10,16,5,74,0,2,24,76,0,0,24,83,11,2,4,83,11,2,4,83,5,11,1,83,7,4,6,83,9,3,5,83,11,0,6,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,42,7,35,16,42,5,27,26,42,8,20,30,42,8,33,17,42,6,22,30,42,7,29,22,50,0,28,22,72,0,12,7,2,7,52,0,1,7,19,21,52,1,44,3,54,0,7,39,54,1,13,11,13,6,0,2,54,1,13,8,16,8,55,1,10,20,10,4,100,0,100,0,66,0,24,10,74,0,23,3,81,0,16,3,68,0,18,14,78,0,18,4,71,0,26,3,59,0,0,2,6,8,25,59,0,1,1,6,9,24,62,2,16,5,4,11,62,2,16,5,6,9,62,1,18,7,3,9,76,2,19,3,76,10,5,9,76,6,12,6,64,0,22,14,86,0,10,4,91,2,2,0,0,1,0,1,3,71,0,3,3,0,0,2,0,3,0,2,2,3,4,0,1,6,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.6756756756756754,3.118529336919123,1.6,0.8944271909999157,0,0,0,0
