ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
IND,India,4,2021-01-02,2021-01-01,100,0,0,0,0,29,99,11687108.762241462,95,0,0,100,0,7,93,0,0,100,0,4,96,0,12,88,0,7,93,0,4,96,0,1,99,0,2,98,0,0,100,0,1,99,0,4,96,0,5,95,0,6,94,100,0,0,0,93,1,2,4,100,0,0,0,96,1,1,2,88,1,4,7,93,1,1,5,96,1,1,2,99,1,0,0,98,1,1,0,100,0,0,0,99,0,1,0,96,0,1,3,95,0,3,2,94,1,3,2,0,1,10,89,90,0,2,8,0,2,36,62,64,1,7,28,93,0,0,7,0,93,0,1,6,0,99,0,0,1,0,10,2,5,83,100,0,0,0,0,0,0,0,51,26,12,11,0,0,48,33,19,0,3,56,21,20,0,3,53,26,18,0,2,60,28,10,0,3,20,18,59,0,95,2,0,3,95,1,2,2,95,2,1,2,95,1,2,2,95,2,0,3,95,2,0,3,15,4,2,79,15,4,3,78,15,3,4,78,15,5,5,75,15,5,5,75,15,5,16,64,15,5,7,73,79,2,3,16,79,2,4,15,79,2,2,17,79,1,5,15,79,1,4,16,0,1,47,52,0,2,67,31,0,1,33,66,0,2,44,54,0,2,19,79,0,2,8,90,0,0,42,58,58,0,26,9,2,5,0,0,1,9,45,45,0,0,99,1,0,0,14,86,0,0,76,19,3,0,0,2,0,0,36,26,24,14,0,0,35,49,13,3,0,1,2,90,7,0,0,6,85,9,53,0,45,2,33,0,65,2,67,0,32,1,56,0,36,8,81,0,17,2,92,0,5,3,0,0,3,0,10,9,78,0,0,2,1,5,14,78,0,0,18,30,33,19,0,0,1,3,23,73,0,0,6,17,30,47,77,1,20,2,77,5,12,6,77,6,9,8,0,0,75,25,75,0,9,16,91,0,2,0,2,0,0,1,4,16,0,7,9,7,9,3,7,3,8,1,0,17,2,1,2,8,0,0,95,5,0,0,0,0,0,0,0,100,0,0,0,3,2,63,16,16,3,1,11,38,27,12,8,3.4230769230769234,4.177780050917731,3.111111111111111,2.891558595482912,16.760416666666668,3.6497867036932643,3.011111111111111,1.6455212926590337
IND,India,5,2021-01-02,2021-01-01,100,0,0,0,0,8,100,11795734.123785453,96,1,0,99,1,2,97,1,0,99,2,3,95,2,4,94,1,4,95,2,0,98,1,2,97,1,1,98,1,0,99,0,0,100,1,1,98,2,2,96,1,0,99,100,0,0,0,98,0,1,1,100,0,0,0,97,1,0,2,96,0,0,4,96,0,1,3,100,0,0,0,98,0,1,1,99,0,0,1,100,0,0,0,100,0,0,0,99,0,1,0,98,0,1,1,100,0,0,0,0,0,6,94,94,0,1,5,0,1,28,71,72,1,5,22,95,0,2,3,0,95,0,4,1,0,96,0,0,3,1,7,6,2,85,100,0,0,0,0,0,0,0,53,29,12,6,0,0,54,25,21,0,6,53,19,22,0,9,54,19,18,0,6,64,13,17,0,7,19,19,55,0,98,1,0,1,98,1,0,1,98,1,0,1,98,0,1,1,98,1,0,1,98,1,0,1,10,9,2,79,10,10,1,79,10,10,4,76,10,8,2,80,10,10,4,76,10,7,17,66,10,11,7,72,79,0,2,19,79,0,3,18,79,0,2,19,79,0,5,16,79,0,4,17,0,0,38,62,0,0,64,36,0,1,31,68,0,0,40,60,0,0,21,79,0,0,18,82,0,0,28,72,72,0,19,4,1,4,0,1,1,9,50,39,0,1,97,2,0,1,10,89,0,1,68,21,2,3,0,5,0,0,57,11,20,12,0,0,42,46,9,3,0,0,4,95,1,0,0,6,92,2,62,1,33,4,36,2,60,2,69,0,28,3,60,0,35,5,79,0,19,2,82,0,18,0,0,1,1,1,3,9,85,0,0,1,0,7,13,79,0,1,16,28,26,29,0,0,3,1,26,70,0,0,3,18,37,42,79,0,20,1,79,10,10,1,79,9,7,5,0,0,50,50,50,0,19,31,81,0,2,4,1,1,0,2,9,31,0,7,3,6,6,3,8,1,4,0,2,9,3,2,0,15,0,0,96,3,0,1,0,0,0,0,0,0,100,0,0,4,3,55,20,18,4,1,11,32,36,10,6,4.6,4.032014739202085,1.6666666666666667,0.5773502691896257,16.655913978494624,3.829220103521802,2.5714285714285716,1.50659923995775
IND,India,-99,2021-01-03,2021-01-03,1680,12,1183032.4591701615,6,534350.185182191,222,1508,138439835.39968118,0,76,36,1568,75,142,1463,71,48,1561,80,87,1513,78,162,1440,74,141,1465,79,93,1508,74,50,1556,85,33,1562,82,33,1565,76,81,1523,73,155,1452,82,63,1535,75,174,1431,1644,8,15,13,1538,15,51,76,1632,9,17,22,1593,13,30,44,1518,17,66,79,1539,11,66,64,1587,10,30,53,1630,12,14,24,1647,8,5,20,1647,7,14,12,1599,7,40,34,1525,12,63,80,1617,11,23,29,1506,23,84,67,160,12,130,1378,1568,1,53,58,215,34,465,966,1226,6,126,322,1554,0,14,102,10,1554,2,31,88,5,1650,1,15,11,3,423,39,84,1134,1680,0,0,0,0,0,388,33,542,284,245,188,719,67,478,225,191,719,102,500,185,174,719,107,535,178,141,719,104,534,192,131,719,113,236,191,421,0,1615,23,15,27,1615,22,17,26,1615,22,24,19,1615,26,13,26,1615,25,13,27,1615,27,11,27,1680,0,0,0,1680,0,0,0,1680,0,0,0,1680,0,0,0,1680,0,0,0,1680,0,0,0,1680,0,0,0,1680,0,0,0,1680,0,0,0,1680,0,0,0,1680,0,0,0,1680,0,0,0,853,33,330,464,853,36,470,321,853,41,293,493,853,42,278,507,853,44,211,572,853,41,166,620,912,20,187,561,1493,3,115,30,13,26,957,18,15,92,303,295,957,39,662,22,1051,22,92,515,1051,17,403,122,38,6,9,34,1051,18,349,113,91,58,1076,22,216,240,80,46,1117,19,39,423,82,1262,28,38,279,73,1364,20,253,43,1231,23,384,42,1402,21,227,30,1417,18,197,48,1481,18,153,28,1521,13,124,22,1359,10,14,8,35,41,213,1359,11,11,12,42,49,196,1502,10,43,40,35,50,1502,8,16,37,40,77,1502,7,41,45,26,59,1611,6,48,15,1611,16,24,29,1611,17,25,27,1548,4,55,73,1607,0,48,25,1667,2,4,0,1,0,0,1,5,1626,0,7,4,2,9,1,1,4,1,0,3,3,0,2,3,14,1680,0,0,0,0,0,1680,0,0,0,0,0,0,0,0,1680,0,0,0,0,1680,0,0,0,0,0,0,3.4666666666666672,4.13648659214728,2.260869565217391,2.0483291175768223,0,0,0,0
IND,India,1,2021-01-03,2021-01-03,502,0,0,0,0,87,502,39091448.14831735,491,5,6,491,4,40,458,4,2,496,7,41,454,5,51,446,7,49,446,4,22,476,4,5,493,6,6,490,4,10,488,4,28,470,5,50,447,4,28,470,4,43,455,496,0,1,5,462,2,8,30,500,0,0,2,461,1,14,26,451,2,13,36,453,2,16,31,480,1,6,15,497,0,4,1,496,0,2,4,492,1,3,6,474,1,15,12,452,2,11,37,474,2,5,21,459,4,15,24,0,0,41,461,461,0,14,27,0,3,144,355,358,1,40,103,462,0,4,35,1,462,0,12,28,0,490,0,6,5,1,44,8,22,428,502,0,0,0,0,0,0,3,209,149,93,48,0,5,238,151,108,0,17,251,143,91,0,15,302,116,69,0,13,281,132,76,0,16,102,106,278,0,480,6,9,7,480,7,6,9,480,6,7,9,480,6,6,10,480,5,6,11,480,6,7,9,502,0,0,0,502,0,0,0,502,0,0,0,502,0,0,0,502,0,0,0,502,0,0,0,502,0,0,0,502,0,0,0,502,0,0,0,502,0,0,0,502,0,0,0,502,0,0,0,0,3,191,308,0,5,289,208,0,9,154,339,0,8,189,305,0,7,123,372,0,9,109,384,0,0,152,350,350,0,107,15,15,15,0,3,13,75,221,190,0,4,483,15,0,2,59,441,0,1,315,103,23,11,15,34,0,6,261,115,79,41,0,3,138,235,95,31,0,3,30,388,81,0,11,29,362,100,311,7,166,18,213,9,258,22,348,7,126,21,313,8,135,46,379,6,100,17,393,3,95,11,0,4,9,20,65,99,305,0,2,23,41,66,106,264,0,12,122,135,108,125,0,10,36,76,142,238,0,11,105,135,124,127,262,9,200,31,262,55,73,112,262,55,95,90,0,2,203,297,205,3,61,233,441,0,21,5,5,4,0,3,23,238,1,34,21,9,46,4,14,10,18,0,8,31,0,4,2,62,0,5,417,75,0,5,0,0,502,0,0,0,0,0,0,6,4,241,105,146,6,5,107,148,125,56,55,3.3625730994152048,4.350470203009337,2.1666666666666665,1.7154757774032086,13.951901565995525,5.18118272672255,2.586433260393873,1.6824923334816875
IND,India,2,2021-01-03,2021-01-03,914,4,258562.1345521375,0,0,220,914,62976824.73462438,899,13,8,893,13,69,832,11,13,890,14,55,845,10,87,817,13,88,813,11,38,865,12,11,891,12,14,888,14,15,885,13,35,866,11,77,826,12,41,861,11,99,804,906,1,2,5,845,1,24,44,901,0,5,8,859,2,22,31,827,1,25,61,826,3,31,54,876,0,9,29,903,0,5,6,900,0,5,9,899,0,10,5,879,0,13,22,837,1,27,49,873,1,15,25,815,2,36,61,0,0,82,832,832,0,31,51,0,8,303,603,611,3,59,241,855,0,6,49,4,855,0,22,36,1,892,1,10,10,1,70,6,41,797,914,0,0,0,0,0,0,6,399,271,140,98,0,18,456,261,179,0,40,481,228,165,0,28,547,206,133,0,30,538,227,119,0,33,182,206,493,0,873,11,15,15,873,11,13,17,873,10,13,18,873,14,10,17,873,12,7,22,873,13,8,20,914,0,0,0,914,0,0,0,914,0,0,0,914,0,0,0,914,0,0,0,914,0,0,0,914,0,0,0,914,0,0,0,914,0,0,0,914,0,0,0,914,0,0,0,914,0,0,0,0,8,351,555,0,9,575,330,0,15,367,532,0,13,328,573,0,15,223,676,0,14,177,723,0,0,293,621,621,1,183,59,16,34,0,3,11,114,372,414,0,6,885,23,0,9,145,760,0,3,569,213,47,25,22,35,0,5,436,202,166,105,0,10,263,445,137,59,0,12,37,729,136,0,24,57,693,140,563,9,316,26,339,11,521,43,547,7,321,39,586,5,258,65,691,9,191,23,737,6,158,13,0,7,13,28,111,159,596,0,5,20,39,128,174,548,0,14,247,284,174,195,0,7,60,128,231,488,0,4,196,216,226,272,502,19,330,63,502,86,153,173,502,81,187,144,0,7,563,344,570,0,141,203,773,3,45,8,18,7,2,13,45,210,2,54,57,21,69,18,56,53,46,3,16,125,15,10,12,147,0,6,746,153,2,7,0,0,0,914,0,0,0,0,0,9,9,496,186,214,9,8,222,303,225,96,51,3.0583061889250813,3.326152225153896,2.888888888888889,2.475545497179803,15.389555822328932,5.479730913484697,2.581032412965186,1.5927948918356538
IND,India,3,2021-01-03,2021-01-03,526,3,143082.43831697782,1,25395.476668262003,128,525,34359137.20252878,518,4,5,517,6,38,482,5,4,517,4,28,494,6,45,475,4,59,463,7,28,491,7,8,511,5,9,512,5,5,516,6,14,506,5,31,490,6,12,508,6,27,493,521,0,3,2,488,0,17,21,522,0,3,1,498,0,14,14,481,0,13,32,467,2,24,33,498,0,12,16,518,0,4,4,517,0,4,5,521,0,3,2,512,0,4,10,495,1,11,19,514,0,4,8,499,0,17,10,0,1,52,473,474,0,20,32,0,5,176,345,350,0,35,141,491,0,3,31,1,491,0,14,21,0,512,0,4,9,1,40,6,21,459,526,0,0,0,0,0,0,2,240,150,79,55,0,12,264,144,106,0,24,296,100,106,0,19,324,102,81,0,18,327,99,82,0,18,122,92,294,0,505,4,9,8,505,8,4,9,505,8,2,11,505,8,6,7,505,9,4,8,505,8,7,6,526,0,0,0,526,0,0,0,526,0,0,0,526,0,0,0,526,0,0,0,526,0,0,0,526,0,0,0,526,0,0,0,526,0,0,0,526,0,0,0,526,0,0,0,526,0,0,0,0,4,238,284,0,6,349,171,0,7,191,328,0,7,203,316,0,8,132,386,0,6,82,438,0,2,176,348,350,0,109,25,16,26,0,2,8,50,238,228,0,5,514,7,0,2,86,438,0,0,344,128,21,10,9,14,0,1,237,117,104,67,0,5,176,262,60,23,0,5,24,462,35,0,15,36,428,47,288,9,212,17,177,9,313,27,335,9,164,18,323,8,159,36,394,7,101,24,444,4,66,12,0,0,7,7,49,89,374,0,4,6,14,56,97,349,0,6,113,164,116,127,0,1,30,49,138,308,0,3,82,128,127,186,316,20,158,32,316,60,74,76,316,59,73,78,0,1,345,180,346,0,83,97,443,1,31,4,5,4,2,4,32,98,1,26,40,12,35,6,41,34,31,5,15,81,11,8,12,70,0,6,452,64,0,4,0,0,0,0,526,0,0,0,0,6,8,316,88,108,6,3,107,191,140,47,32,3.9864864864864864,4.49336091730338,2.727272727272727,2.138937318885858,16.51851851851852,4.2797372819776145,3.157142857142857,1.5631884986170381
IND,India,4,2021-01-03,2021-01-03,193,0,0,0,0,33,193,18382665.044751987,189,1,0,192,0,9,184,1,1,191,1,10,182,1,13,179,1,7,185,1,7,185,1,3,189,2,0,191,1,0,192,0,2,191,2,8,183,1,3,189,1,11,181,193,0,0,0,184,0,3,6,192,0,1,0,183,0,0,10,180,0,2,11,186,0,0,7,186,0,0,7,190,0,2,1,193,0,0,0,193,0,0,0,191,0,2,0,185,0,2,6,190,0,1,2,182,0,3,8,0,0,15,178,178,0,7,8,0,4,73,116,120,3,16,54,177,0,1,14,1,177,0,6,10,0,187,1,0,4,1,23,1,4,165,193,0,0,0,0,0,0,0,92,46,37,18,0,8,88,52,45,0,9,106,46,32,0,5,117,38,33,0,5,119,41,28,0,8,46,33,106,0,189,0,1,3,189,1,1,2,189,2,0,2,189,1,0,3,189,1,0,3,189,1,1,2,193,0,0,0,193,0,0,0,193,0,0,0,193,0,0,0,193,0,0,0,193,0,0,0,193,0,0,0,193,0,0,0,193,0,0,0,193,0,0,0,193,0,0,0,193,0,0,0,0,1,87,105,0,0,114,79,0,1,72,120,0,2,72,119,0,1,44,148,0,2,27,164,0,0,65,128,128,0,40,17,2,6,0,1,0,10,95,87,0,2,188,3,0,3,23,167,0,0,124,52,6,2,2,7,0,0,85,29,36,43,0,3,58,101,21,10,0,0,8,175,10,0,2,11,171,9,106,5,76,6,79,6,101,7,121,6,63,3,121,6,51,15,149,5,36,3,166,2,23,2,0,0,4,4,12,23,150,0,0,2,3,17,31,140,0,3,20,66,57,47,0,0,5,16,58,114,0,0,20,39,56,78,134,3,51,5,134,15,19,25,134,17,20,22,0,0,130,63,130,0,38,25,155,3,9,2,4,2,2,3,13,25,0,8,14,8,19,1,15,12,15,1,3,26,5,7,4,30,0,1,180,11,0,1,0,0,0,0,0,193,0,0,0,4,4,125,23,37,4,3,21,73,54,28,10,3.701515151515152,3.8278683046280153,2.4545454545454546,2.910794955459294,17.308988764044944,3.983018769682997,3.213483146067416,1.5365373803403768
IND,India,5,2021-01-03,2021-01-01,100,0,0,0,0,13,100,11214686.390540263,96,1,0,99,1,3,96,1,0,99,1,5,94,1,6,93,0,9,91,1,2,97,1,1,98,1,3,96,1,2,97,1,2,97,1,0,99,1,2,97,1,5,94,100,0,0,0,97,0,0,3,100,0,0,0,95,0,2,3,94,1,1,4,91,2,1,6,98,0,1,1,99,0,0,1,97,0,2,1,98,0,1,1,98,1,0,1,100,0,0,0,98,0,0,2,95,0,3,2,0,0,9,91,91,0,2,7,0,0,31,69,69,0,8,23,92,0,1,7,0,92,0,6,2,0,94,0,1,5,0,8,4,3,85,100,0,0,0,0,0,0,0,56,23,15,6,0,7,51,16,26,0,8,55,22,15,0,12,57,18,13,0,6,63,20,11,0,10,21,11,58,0,97,2,0,1,97,2,1,0,97,2,1,0,97,1,1,1,97,2,1,0,97,1,1,1,79,1,0,20,79,1,0,20,79,2,2,17,79,1,0,20,79,1,1,19,79,1,2,18,79,2,0,19,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,0,0,38,62,0,1,63,36,0,0,34,66,0,0,43,57,0,0,19,81,0,0,17,83,0,0,40,60,60,0,27,8,0,5,0,1,0,12,48,39,0,2,97,1,0,1,12,87,0,0,72,18,2,1,0,7,0,0,47,17,26,10,0,1,37,48,9,5,0,1,5,90,4,0,1,5,90,4,62,1,35,2,37,3,58,2,66,2,30,2,57,3,29,11,81,3,14,2,83,0,15,2,0,2,0,1,8,9,80,0,2,0,1,9,15,73,0,0,16,27,33,24,0,0,2,4,25,69,0,0,3,12,27,58,85,1,13,1,85,8,4,3,85,9,3,3,0,1,50,49,51,0,24,25,76,0,0,1,2,2,0,2,17,26,0,7,5,5,4,2,11,5,4,0,1,13,3,1,0,13,0,1,97,2,0,0,0,0,0,0,0,0,100,0,0,3,2,55,20,20,3,2,17,23,31,20,4,3.375,4.879526883694325,1.8000000000000003,0.8366600265340757,16.870967741935484,4.181288043829299,2.521276595744681,1.5078912385143322
IND,India,-99,2021-01-04,2021-01-04,324,3,193655.8224654356,0,0,26,287,25784496.658079833,0,14,7,303,12,21,291,11,11,302,20,11,293,11,28,285,16,32,276,15,17,292,12,11,301,16,7,301,12,10,302,14,16,294,16,24,284,18,12,294,15,36,273,317,3,2,2,303,3,8,10,313,2,7,2,313,2,5,4,296,3,9,16,292,2,14,16,307,4,8,5,313,3,4,4,317,2,2,3,314,3,5,2,308,2,9,5,300,3,9,12,312,0,7,5,288,4,17,15,36,1,20,267,309,0,5,10,50,11,88,175,237,2,19,66,305,0,1,18,0,305,0,5,14,0,319,0,2,2,1,91,3,17,213,324,0,0,0,0,0,85,4,92,49,53,41,162,9,87,27,39,162,18,95,23,26,162,18,99,21,24,162,18,100,21,23,162,17,54,21,70,0,311,6,5,2,311,7,1,5,311,6,2,5,311,4,3,6,311,6,4,3,311,7,1,5,324,0,0,0,324,0,0,0,324,0,0,0,324,0,0,0,324,0,0,0,324,0,0,0,324,0,0,0,324,0,0,0,324,0,0,0,324,0,0,0,324,0,0,0,324,0,0,0,181,5,51,87,181,5,86,52,181,7,47,89,181,7,46,90,181,5,35,103,181,3,25,115,190,4,41,89,283,0,30,6,4,1,197,2,3,17,53,52,197,3,114,10,215,3,11,95,215,3,74,15,4,2,2,9,215,3,60,21,14,11,220,3,35,48,12,6,227,1,3,79,14,258,7,0,48,11,274,3,46,1,241,4,71,8,279,3,36,6,280,2,32,10,289,3,25,7,301,1,18,4,271,5,0,0,4,7,37,271,6,1,1,4,5,36,294,1,6,6,4,13,294,1,3,2,11,13,294,1,4,10,7,8,314,0,8,2,314,1,4,5,314,1,5,4,301,1,11,11,313,0,6,5,323,0,0,0,0,1,0,0,0,313,1,1,0,1,1,0,1,0,0,0,0,0,1,0,2,3,324,0,0,0,0,0,324,0,0,0,0,0,0,0,0,324,0,0,0,0,324,0,0,0,0,0,0,3.647887323943662,4.106088133315128,1.5555555555555556,1.130388330520878,0,0,0,0
IND,India,1,2021-01-04,2021-01-03,100,0,0,0,0,8,100,8107307.646812206,92,1,2,97,1,11,88,1,0,99,2,8,90,1,11,88,2,13,85,1,5,94,1,2,97,2,1,97,2,3,95,1,5,94,1,11,88,1,6,93,1,7,92,98,0,1,1,89,0,4,7,100,0,0,0,92,0,3,5,89,0,2,9,87,0,7,6,95,0,3,2,98,0,2,0,99,0,1,0,97,0,0,3,95,0,2,3,89,0,4,7,94,0,1,5,93,0,4,3,0,0,2,98,98,0,1,1,0,2,29,69,71,0,14,15,86,0,2,12,0,86,0,4,10,0,96,0,2,1,1,16,0,5,79,100,0,0,0,0,0,0,0,31,41,18,10,0,1,45,36,18,0,2,51,27,20,0,2,54,29,15,0,3,46,34,17,0,4,17,18,61,0,95,2,1,2,95,2,1,2,95,2,0,3,95,1,2,2,95,1,2,2,95,2,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,39,60,0,2,47,51,0,3,28,69,0,3,42,55,0,3,22,75,0,3,17,80,0,0,33,67,67,0,23,4,4,2,0,0,3,14,39,44,0,1,95,4,0,0,8,92,0,0,61,20,3,2,5,9,0,0,54,19,19,8,0,1,25,45,22,7,0,0,7,77,16,0,3,6,65,26,61,1,34,4,53,1,44,2,72,0,25,3,58,1,31,10,78,0,20,2,83,0,15,2,0,0,2,2,10,29,57,0,2,1,3,15,25,54,0,2,25,26,24,23,0,0,6,23,21,50,0,1,23,29,19,28,48,5,40,7,48,17,12,23,48,12,26,14,0,1,39,60,40,0,13,47,87,0,5,0,1,2,0,1,4,48,1,10,4,1,6,0,5,1,4,0,3,5,0,1,1,10,0,0,87,13,0,0,0,0,100,0,0,0,0,0,0,2,1,38,21,38,2,2,27,26,26,10,7,4.888888888888889,6.332581408998015,7.000000000000001,0,13.955555555555554,4.71171409233308,2.397727272727273,1.6852284045017767
