ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
IND,India,-99,2021-01-01,2021-01-01,1644,15,1339806.3085768889,6,666135.0082215841,240,1496,153384444.63933426,0,72,33,1539,67,135,1442,62,38,1544,64,87,1493,73,165,1406,63,143,1438,69,90,1485,70,48,1526,72,40,1532,61,46,1537,63,92,1489,66,156,1422,77,71,1496,72,166,1406,1611,4,13,16,1509,14,41,80,1606,8,13,17,1557,8,30,49,1479,7,61,97,1501,10,59,74,1554,12,25,53,1596,8,15,25,1604,9,15,16,1598,7,18,21,1552,8,39,45,1488,11,56,89,1573,6,24,41,1478,9,94,63,134,14,152,1344,1519,2,40,83,196,37,441,970,1212,13,102,317,1542,1,3,94,4,1542,1,23,75,3,1621,0,7,14,2,377,26,96,1145,1644,0,0,0,0,0,352,22,531,321,195,223,628,73,491,239,213,628,119,521,214,162,628,121,554,198,143,628,115,568,199,134,628,135,226,178,477,0,1570,25,15,34,1570,27,16,31,1570,23,22,29,1570,23,16,35,1570,27,14,33,1570,29,14,31,905,103,56,580,905,105,61,573,905,102,52,585,905,106,52,581,905,112,90,537,905,108,198,433,905,107,87,545,1467,19,25,133,1467,20,32,125,1467,23,28,126,1467,23,45,109,1467,22,23,132,1006,59,252,327,1006,54,380,204,1006,58,239,341,1006,58,209,371,1006,59,176,403,1006,62,116,460,1072,23,156,393,1488,1,91,30,7,27,1106,13,16,61,226,222,1106,24,494,20,1182,16,65,381,1182,11,291,87,28,9,13,23,1182,14,266,60,62,60,1204,14,178,170,58,20,1249,17,25,294,59,1353,15,14,202,60,1406,3,201,34,1284,5,303,52,1422,3,188,31,1449,4,151,40,1480,5,134,25,1534,5,85,20,1418,14,7,7,17,31,150,1418,12,4,6,20,42,142,1512,4,42,30,27,29,1512,3,19,19,28,63,1512,3,30,40,21,38,1591,7,40,6,1591,17,11,25,1591,14,22,17,1554,2,37,51,1593,0,34,17,1635,2,3,0,0,1,1,0,2,1609,1,8,3,3,5,0,1,0,0,0,3,0,0,0,0,11,1644,0,0,0,0,0,1644,0,0,0,0,0,0,0,0,1644,0,0,0,0,1644,0,0,0,0,0,0,3.7598039215686274,4.48378481323369,2.1690140845070425,1.912260558254532,0,0,0,0
IND,India,1,2021-01-01,2021-01-01,354,1,136178.567648592,1,136178.567648592,72,353,28516024.61456875,345,2,5,347,3,23,328,1,10,343,4,17,333,3,41,310,3,31,320,1,18,335,2,7,345,2,2,350,2,7,345,2,13,339,1,37,316,2,17,335,1,38,315,349,0,2,3,331,1,6,16,344,2,3,5,337,2,5,10,313,3,11,27,323,1,12,18,336,1,5,12,347,2,2,3,352,0,1,1,347,0,3,4,341,2,6,5,317,2,6,29,337,1,3,13,316,2,16,20,0,1,26,327,328,0,10,16,0,2,97,255,257,0,31,66,323,0,1,29,1,323,0,6,24,1,348,0,3,3,0,33,6,17,298,354,0,0,0,0,0,0,0,157,104,48,45,0,6,176,99,73,0,10,183,103,58,0,12,224,75,43,0,11,215,76,52,0,12,73,72,197,0,337,6,3,8,337,7,6,4,337,7,4,6,337,4,6,7,337,5,7,5,337,6,5,6,43,16,9,286,43,17,8,286,43,17,11,283,43,19,13,279,43,16,19,276,43,17,42,252,43,17,12,282,300,7,11,36,300,9,11,34,300,9,11,34,300,9,16,29,300,8,15,31,0,6,127,221,0,8,230,116,0,10,137,207,0,12,133,209,0,11,96,247,0,12,78,264,0,1,130,223,224,1,78,29,10,12,0,2,8,51,145,148,0,7,332,15,0,6,41,307,0,4,207,79,23,12,4,25,0,4,173,74,68,35,0,5,103,166,57,23,0,6,14,272,62,0,11,20,264,59,227,3,112,12,124,3,206,21,217,2,120,15,221,3,94,36,258,3,77,16,276,1,69,8,0,4,8,9,53,77,203,0,6,12,23,54,84,175,0,5,89,101,71,88,0,4,26,59,80,185,0,3,75,84,83,109,195,8,127,24,195,38,41,80,195,32,70,57,0,4,147,203,151,1,49,153,305,1,12,7,4,1,1,2,21,158,0,33,11,8,37,2,4,9,12,1,3,28,2,0,5,41,0,3,296,46,0,9,0,0,354,0,0,0,0,0,0,5,2,158,79,110,5,3,82,101,97,37,29,3.325,4.120018247497483,2.9166666666666665,2.6689301987495107,13.740061162079511,5.3262877410577625,2.5653495440729484,1.6627601435953907
IND,India,2,2021-01-01,2021-01-01,708,1,72976.1204304218,0,0,122,707,61318266.82917643,693,7,6,695,6,46,656,6,9,693,6,31,671,7,56,645,7,50,651,7,23,678,6,13,689,6,12,690,8,2,698,4,22,682,7,44,657,7,16,685,5,52,651,702,1,3,2,662,2,17,27,699,0,4,5,677,0,7,24,652,0,15,41,658,1,16,33,685,1,7,15,695,0,6,7,696,0,1,11,706,0,1,1,686,2,6,14,664,0,8,36,692,1,4,11,656,0,22,30,0,1,51,656,657,0,17,34,0,4,246,458,462,1,44,201,664,0,3,41,0,664,0,12,32,0,696,0,4,8,0,49,5,24,630,708,0,0,0,0,0,0,1,301,196,120,90,0,16,336,198,158,0,34,354,186,134,0,26,441,149,92,0,24,428,160,96,0,29,131,148,400,0,684,13,3,8,684,12,3,9,684,10,8,6,684,10,8,6,684,14,1,9,684,12,7,5,73,31,12,592,73,35,15,585,73,34,26,575,73,41,16,578,73,39,29,567,73,36,87,512,73,39,32,564,600,5,11,92,600,5,20,83,600,6,20,82,600,5,29,74,600,6,17,85,0,13,282,413,0,14,466,228,0,14,283,411,0,16,275,417,0,15,181,512,0,16,141,551,0,2,226,480,482,1,125,46,23,31,0,0,8,65,293,342,0,9,682,17,0,2,98,608,0,2,486,146,30,6,11,27,0,3,364,128,129,84,0,1,238,337,100,32,0,4,26,575,103,0,11,46,552,99,426,2,263,17,242,3,436,27,425,1,258,24,433,3,205,67,527,1,149,31,567,2,129,10,0,5,9,18,94,119,463,0,3,10,41,99,157,398,0,7,185,231,133,152,0,10,62,98,178,360,0,5,150,164,169,220,394,5,244,65,394,66,109,139,394,61,110,143,0,7,430,271,437,1,113,157,595,3,40,5,9,6,1,6,43,165,0,40,45,20,64,7,42,48,33,4,18,97,9,12,16,88,0,12,558,129,4,5,0,0,0,708,0,0,0,0,0,8,11,387,142,160,8,9,163,230,195,57,46,3.713235294117647,4.207941275359754,2.5217391304347827,2.073527648287469,15.754097412480974,5.2136849231902405,2.724659606656581,1.6768874704351122
IND,India,3,2021-01-01,2021-01-01,389,0,0,0,0,57,389,26897162.957507722,374,5,1,383,3,21,365,6,3,380,6,10,373,6,30,353,4,24,361,5,10,374,7,3,379,7,2,380,5,1,383,7,7,375,5,24,360,5,8,376,3,19,367,388,0,1,0,368,2,7,12,386,0,2,1,379,0,2,8,359,1,7,22,365,0,6,18,379,0,4,6,386,0,2,1,387,0,0,2,388,0,0,1,382,1,3,3,365,0,7,17,381,0,2,6,370,0,14,5,0,0,25,364,364,0,6,19,0,4,139,246,250,0,22,117,367,1,1,18,2,367,0,4,18,0,385,0,1,3,0,26,1,8,354,389,0,0,0,0,0,0,1,165,98,76,49,0,13,198,91,87,0,18,206,85,80,0,15,236,75,63,0,17,237,82,53,0,20,96,74,199,0,381,4,1,3,381,4,1,3,381,4,1,3,381,2,3,3,381,4,0,4,381,3,1,4,46,21,6,316,46,20,9,314,46,21,12,310,46,22,9,312,46,20,25,298,46,19,54,270,46,20,16,307,323,5,4,57,323,5,14,47,323,4,9,53,323,4,20,42,323,5,8,53,0,5,186,198,0,8,288,93,0,10,170,209,0,6,146,237,0,8,97,284,0,10,57,322,0,3,140,246,249,1,74,25,13,27,0,1,6,35,137,210,0,2,381,6,0,7,58,324,0,2,257,85,17,7,10,11,0,2,188,67,69,63,0,2,135,181,52,19,0,3,11,343,32,0,12,17,329,31,203,2,171,13,101,3,269,16,219,1,156,13,243,1,120,25,292,2,81,14,332,1,49,7,0,4,3,2,39,54,287,0,2,3,8,43,59,274,0,3,91,124,78,93,0,2,21,47,99,220,0,2,57,82,109,139,250,7,110,22,250,45,45,49,250,37,47,55,0,3,275,111,278,0,49,62,340,1,10,4,5,5,1,4,19,65,0,25,31,15,24,5,28,18,24,2,12,53,9,5,13,60,0,7,338,42,0,2,0,0,0,0,389,0,0,0,0,12,5,236,54,82,12,4,69,140,106,38,20,3.1630434782608696,3.152801558680555,3.1333333333333337,2.587515815456612,16.23342175066313,4.356902961973971,3.100840336134454,1.5564019186254587
IND,India,4,2021-01-01,2021-01-01,148,0,0,0,0,37,147,17954025.832597572,143,0,1,147,0,10,138,0,0,148,0,5,143,0,16,132,0,13,135,0,6,142,0,1,147,0,2,146,0,0,148,0,1,147,0,4,144,0,8,140,0,10,138,147,0,1,0,138,1,4,5,148,0,0,0,143,1,2,2,132,1,4,11,135,1,2,10,142,1,1,4,147,1,0,0,146,1,1,0,148,0,0,0,147,0,1,0,144,0,1,3,140,0,4,4,138,1,5,4,0,1,14,133,134,0,3,11,0,4,54,90,94,1,10,43,138,0,0,10,0,138,0,2,8,0,146,0,0,2,0,15,4,6,123,148,0,0,0,0,0,0,0,76,40,17,15,0,1,81,38,28,0,5,83,31,29,0,7,82,32,27,0,4,89,37,18,0,6,31,27,84,0,142,2,0,4,142,1,2,3,142,2,1,3,142,1,2,3,142,2,0,4,142,2,0,4,20,4,5,119,20,4,5,119,20,3,8,117,20,5,8,115,20,5,11,112,20,5,25,98,20,5,11,112,116,3,5,24,116,3,7,22,116,3,3,26,116,1,7,24,116,2,7,23,0,1,70,77,0,4,99,45,0,2,48,98,0,2,65,81,0,2,29,117,0,2,18,128,0,0,57,91,91,0,35,12,2,8,0,0,1,15,67,65,0,0,145,3,0,0,21,127,0,0,110,28,4,1,1,4,0,0,63,32,32,21,0,1,51,73,17,6,0,1,2,136,9,0,0,6,129,13,78,1,65,4,49,0,96,3,100,1,45,2,83,0,54,11,119,0,23,6,130,0,14,4,0,2,3,1,11,15,116,0,2,2,3,7,22,112,0,0,27,43,44,34,0,0,2,7,30,109,0,0,14,22,43,69,112,1,32,3,112,8,14,14,112,8,16,12,0,0,106,42,106,0,20,22,128,1,3,0,3,1,0,1,11,22,0,9,14,11,14,4,12,4,11,1,1,23,2,1,4,15,0,0,142,6,0,0,0,0,0,0,0,148,0,0,0,3,2,92,25,26,3,2,20,52,42,19,10,3.3428571428571425,3.280448831762984,2.642857142857143,2.468482650011256,16.847826086956523,3.835870220575186,3.206106870229007,1.6903233976049963
IND,India,5,2021-01-01,2021-01-01,106,0,0,0,0,7,106,12300991.278537614,103,1,0,105,1,2,103,1,0,105,2,3,101,2,5,99,1,4,101,2,1,103,1,2,103,1,1,104,1,0,105,0,0,106,1,1,104,2,1,103,1,1,104,106,0,0,0,104,0,1,1,106,0,0,0,103,1,0,2,101,0,1,4,102,0,1,3,105,0,1,0,104,0,1,1,105,0,0,1,106,0,0,0,106,0,0,0,105,0,1,0,105,0,1,0,105,0,1,0,0,0,6,100,100,0,1,5,0,1,30,75,76,1,6,23,100,0,2,4,0,100,0,4,2,0,102,0,0,3,1,8,6,2,90,106,0,0,0,0,0,0,0,56,29,13,8,0,1,55,26,24,0,9,53,19,25,0,10,55,22,19,0,8,66,15,17,0,10,18,19,59,0,104,1,0,1,104,1,0,1,104,1,0,1,104,0,1,1,104,1,0,1,104,1,0,1,10,9,2,85,10,10,1,85,10,10,4,82,10,8,2,86,10,10,4,82,10,7,17,72,10,11,7,78,85,0,2,19,85,0,3,18,85,0,2,19,85,0,5,16,85,0,4,17,0,0,39,67,0,0,67,39,0,1,32,73,0,0,39,67,0,0,21,85,0,0,19,87,0,0,28,78,78,0,17,4,2,5,0,1,1,9,51,44,0,1,103,2,0,1,11,94,0,1,73,21,2,3,0,6,0,0,61,11,20,14,0,0,45,50,9,2,0,1,5,99,1,0,0,5,99,2,67,3,32,4,39,4,61,2,74,2,27,3,67,1,33,5,85,0,19,2,87,1,18,0,0,1,1,2,3,11,88,0,0,1,0,8,14,83,0,1,17,27,30,31,0,0,4,1,28,73,0,0,5,17,39,45,84,1,20,1,84,10,11,1,84,10,7,5,0,0,53,53,53,0,19,34,87,0,2,4,1,1,0,2,9,34,0,8,3,6,6,3,8,1,5,0,2,10,3,1,0,16,0,0,101,4,0,1,0,0,0,0,0,0,106,0,0,3,3,63,19,18,3,1,13,34,39,10,6,4.6,4.032014739202085,1.5,0.7071067811865476,16.505050505050505,3.8129043442288895,2.5816326530612246,1.477832554635789
IND,India,-99,2021-01-02,2021-01-02,384,6,687403.1880768244,3,364791.691370343,55,341,38424607.77010053,0,18,14,352,18,37,329,19,11,354,17,27,340,20,41,323,18,37,329,16,26,342,20,14,350,18,11,355,20,7,357,22,23,339,19,34,331,20,15,349,19,46,319,370,4,4,6,347,3,17,17,373,3,4,4,357,5,10,12,343,3,14,24,347,4,14,19,358,3,11,12,370,3,7,4,373,2,3,6,377,2,3,2,361,2,10,11,350,4,12,18,369,2,3,10,338,4,20,22,42,1,38,303,353,0,13,18,57,9,108,210,281,4,26,73,358,0,4,21,1,358,0,6,20,0,378,0,4,1,1,106,8,24,246,384,0,0,0,0,0,95,15,116,66,44,48,158,14,116,58,38,158,29,121,44,32,158,29,131,38,28,158,30,130,42,24,158,35,59,45,87,0,362,5,3,14,362,6,4,12,362,6,5,11,362,5,5,12,362,6,5,11,362,6,2,14,256,20,11,97,256,20,13,95,256,21,12,95,256,22,10,96,256,21,15,92,256,22,30,76,256,22,15,91,357,2,10,15,357,3,9,15,357,3,10,14,357,3,11,13,357,4,4,19,235,8,67,74,235,7,91,51,235,10,66,73,235,10,45,94,235,10,42,97,235,9,32,108,248,2,40,94,344,1,20,12,6,1,257,2,3,20,52,50,257,5,114,8,272,6,12,94,272,2,75,21,7,2,0,5,272,2,61,21,15,13,278,1,31,48,16,10,288,3,7,66,20,309,5,7,50,13,323,2,52,7,298,2,77,7,324,1,52,7,342,0,35,7,347,1,31,5,358,0,21,5,330,1,1,5,8,6,33,330,3,3,2,10,8,28,351,0,3,11,7,12,351,1,2,6,8,16,351,1,4,11,3,14,373,0,9,2,373,3,3,5,373,4,4,3,360,0,11,13,371,1,7,5,383,0,0,0,0,0,0,1,0,373,0,3,1,0,1,0,0,0,0,0,0,1,1,0,1,3,384,0,0,0,0,0,384,0,0,0,0,0,0,0,0,384,0,0,0,0,384,0,0,0,0,0,0,3.710280373831776,4.694455472661324,2.0625,1.3400870618483463,0,0,0,0
IND,India,1,2021-01-02,2021-01-01,100,1,136178.567648592,1,136178.567648592,7,100,8272501.649931198,95,0,4,96,0,7,93,0,2,98,1,7,92,1,16,83,0,8,92,0,4,96,0,0,100,0,1,99,0,1,99,0,5,95,1,10,89,0,4,96,0,15,85,96,0,1,3,93,0,2,5,98,0,0,2,93,0,3,4,84,1,2,13,92,0,3,5,96,0,1,3,100,0,0,0,99,0,1,0,99,0,1,0,95,1,2,2,90,1,2,7,96,0,0,4,85,1,8,6,0,0,4,96,96,0,2,2,0,1,30,69,70,0,9,21,91,0,0,8,1,91,0,1,7,1,99,0,0,1,0,10,5,5,80,100,0,0,0,0,0,0,0,48,24,16,12,0,2,50,24,24,0,2,49,27,22,0,3,63,22,12,0,2,60,20,18,0,4,23,19,54,0,95,0,0,5,95,0,2,3,95,0,2,3,95,0,1,4,95,0,3,2,95,0,1,4,31,5,2,62,31,5,3,61,31,5,4,60,31,6,6,57,31,5,7,57,31,5,11,53,31,5,6,58,85,1,3,11,85,2,3,10,85,2,2,11,85,2,4,9,85,2,5,8,0,3,36,61,0,5,52,43,0,5,38,57,0,4,43,53,0,5,27,68,0,5,23,72,0,0,36,64,64,1,22,7,1,5,0,1,1,15,48,35,0,3,90,7,0,1,9,90,0,0,58,26,7,2,2,5,0,0,48,20,19,13,0,2,24,46,19,9,0,2,4,78,16,0,4,5,72,19,64,1,30,5,48,1,45,6,62,1,33,4,57,2,27,14,73,1,21,5,77,0,20,3,0,2,3,1,9,20,65,0,0,5,6,17,20,52,0,2,22,35,13,28,0,2,8,18,21,51,0,2,31,16,22,29,53,0,42,5,53,10,12,25,53,9,22,16,0,2,43,55,45,1,13,41,87,0,4,1,2,0,0,2,4,44,0,11,4,2,13,0,0,2,4,0,0,6,0,0,1,13,0,1,88,9,0,2,0,0,100,0,0,0,0,0,0,1,1,41,24,33,1,1,26,30,21,8,13,3.4512195121951224,4.131895566880867,2,1,13.663157894736845,5.085671415988235,2.5806451612903225,1.7589682045051378
IND,India,2,2021-01-02,2021-01-01,100,0,0,0,0,13,100,7374112.255668073,95,2,0,98,2,8,90,1,2,97,1,7,92,2,6,92,2,6,92,2,3,95,2,1,97,2,1,97,2,0,98,1,3,96,2,10,88,2,5,93,1,12,87,100,0,0,0,92,0,2,6,98,0,1,1,93,0,2,5,94,0,0,6,94,0,2,4,97,0,0,3,99,0,1,0,99,0,0,1,100,0,0,0,97,0,2,1,90,0,2,8,95,0,2,3,88,0,5,7,0,0,10,90,90,0,4,6,0,2,38,60,62,0,4,34,96,0,0,4,0,96,0,0,4,0,100,0,0,0,0,6,0,3,91,100,0,0,0,0,0,0,0,41,24,22,13,0,3,45,23,29,0,7,43,28,22,0,5,62,18,15,0,5,53,27,15,0,6,14,23,57,0,97,3,0,0,97,2,0,1,97,3,0,0,97,2,1,0,97,3,0,0,97,3,0,0,35,5,0,60,35,5,1,59,35,5,4,56,35,5,2,58,35,6,3,56,35,5,8,52,35,4,3,58,86,1,3,10,86,1,4,9,86,1,3,10,86,1,6,7,86,1,2,11,0,2,38,60,0,3,66,31,0,2,40,58,0,2,41,57,0,2,20,78,0,2,16,82,0,0,29,71,71,1,16,5,5,2,0,0,1,8,39,52,0,2,96,2,0,0,16,84,0,1,68,19,4,3,1,4,0,1,50,17,22,10,0,0,42,39,13,6,0,1,5,88,6,0,1,7,86,6,62,1,34,3,34,1,62,3,60,0,35,5,59,1,29,11,80,0,16,4,84,0,16,0,0,1,0,4,13,15,67,0,2,2,6,10,21,59,0,0,24,38,16,22,0,2,5,20,20,53,0,1,21,21,21,36,58,0,38,4,58,12,10,20,58,11,10,21,0,2,64,34,66,1,13,20,87,0,8,0,2,0,0,0,3,23,0,1,8,1,7,1,4,5,4,0,5,20,2,3,4,12,0,2,83,14,0,1,0,0,0,100,0,0,0,0,0,3,2,56,21,18,3,2,17,30,32,11,5,4.228571428571429,4.2914807144724625,1.375,0.5175491695067657,15.873548387096772,5.1970837652855,2.7472527472527473,1.609647349876547
IND,India,3,2021-01-02,2021-01-01,100,0,0,0,0,7,100,6049674.971119644,95,1,1,98,1,5,94,2,0,98,2,2,96,2,10,88,1,7,92,1,2,97,2,1,97,3,0,97,1,1,98,2,1,97,1,6,93,1,2,97,1,3,96,99,0,1,0,95,0,2,3,100,0,0,0,98,0,0,2,90,0,4,6,93,0,1,6,98,0,1,1,99,0,1,0,100,0,0,0,99,0,0,1,99,0,0,1,94,0,0,6,98,0,0,2,97,0,3,0,0,0,5,95,95,0,1,4,0,2,39,59,61,0,11,28,89,0,1,9,1,89,0,3,8,0,97,0,1,2,0,13,0,5,82,100,0,0,0,0,0,0,0,44,22,23,11,0,5,51,28,16,0,6,50,27,17,0,6,60,26,8,0,7,60,28,5,0,7,24,24,45,0,95,2,0,3,95,2,1,2,95,2,0,3,95,1,2,2,95,2,0,3,95,1,0,4,25,4,4,67,25,3,6,66,25,4,5,66,25,3,5,67,25,3,11,61,25,2,16,57,25,3,7,65,80,1,3,16,80,1,7,12,80,1,5,14,80,1,6,13,80,1,4,15,0,0,53,47,0,1,81,18,0,2,44,54,0,1,36,63,0,2,25,73,0,2,21,77,0,0,39,61,61,1,21,6,3,8,0,0,1,11,36,52,0,0,99,1,0,0,13,87,0,0,67,23,4,2,4,0,0,0,56,14,20,10,0,0,31,47,18,4,0,0,1,93,6,0,6,3,79,12,47,1,48,4,19,2,73,6,56,0,40,4,64,0,30,6,75,0,21,4,79,0,21,0,0,1,2,0,4,12,81,0,0,1,1,7,16,75,0,0,21,38,21,20,0,1,6,12,18,63,0,0,11,22,31,36,67,3,24,6,67,9,15,9,67,5,13,15,0,0,73,27,73,0,12,15,88,1,1,1,3,1,1,1,3,15,0,6,9,2,6,2,3,4,6,0,3,16,5,0,5,18,0,2,91,7,0,0,0,0,0,0,100,0,0,0,0,4,1,59,10,26,4,1,14,43,27,7,4,3.0416666666666665,3.7122496011784114,2,0,15.612244897959183,4.265983052395335,3.0652173913043477,1.4281652552060407
