ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5a_10..77,V5a_10.0,V5a_10.1,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5b_10..77,V5b_10.0,V5b_10.1,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5c_10..77,V5c_10.0,V5c_10.1,V5d_1..99,V5d_1..77,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2..77,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3..77,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4..77,V5d_4.0,V5d_4.1,V5d_5..99,V5d_5..77,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6..77,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7..77,V5d_7.0,V5d_8..99,V5d_8..77,V5d_8.0,V5d_8.1,V5d_9..99,V5d_9..77,V5d_9.0,V5d_9.1,V5d_10..99,V5d_10..77,V5d_10.0,V5d_10.1,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V13..77,V13.1,V13.2,V13.3,V13.4,V15..99,V15..77,V15.1,V15.2,V16..99,V16..77,V16.1,V16.2,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
FI,FIN,Finland,-99,2021-03-04,2021-03-02,100,0,0,0,0,15,89,1434407.641709044,0,0,0,100,0,8,92,0,4,96,0,11,89,0,23,77,0,15,85,0,4,96,0,3,97,0,6,94,0,0,100,0,6,94,0,14,86,0,5,95,0,15,85,100,0,0,0,92,0,1,7,96,0,2,2,89,1,7,3,77,1,6,16,85,1,8,6,96,1,1,2,97,0,3,0,94,1,3,2,100,0,0,0,94,2,2,2,86,1,7,6,95,1,4,0,85,2,6,7,11,0,9,80,94,0,1,5,17,0,35,48,65,0,5,30,95,0,0,5,0,95,0,0,5,0,100,0,0,0,22,2,1,75,17,0,9,72,2,91,0,4,5,0,96,0,2,2,0,30,0,44,14,8,4,52,0,19,22,7,52,0,18,24,6,52,0,19,24,5,52,0,7,31,10,52,0,23,21,4,97,0,1,2,97,0,2,1,97,0,3,0,97,0,3,0,97,0,2,1,97,0,3,0,97,0,3,0,97,0,3,0,97,0,2,1,97,0,3,0,92,1,4,3,92,1,4,3,92,1,5,2,92,1,5,2,92,1,1,6,92,1,4,3,92,1,7,0,92,1,7,0,92,1,7,0,92,1,7,0,90,0,7,3,90,0,8,2,90,0,10,0,90,0,10,0,90,0,6,4,90,0,5,5,90,0,10,0,90,0,10,0,90,0,9,1,90,0,10,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,98,0,2,0,98,0,2,0,98,0,1,1,98,0,2,0,98,0,0,2,98,0,2,0,98,0,2,0,53,1,7,7,25,7,45,2,44,9,45,2,52,1,45,2,51,2,45,2,51,2,45,2,40,13,45,2,50,3,45,2,52,1,45,2,49,4,45,2,47,6,45,2,27,26,100,0,0,0,100,0,0,0,45,0,11,19,16,9,49,0,11,40,51,3,8,38,99,0,1,0,99,0,1,0,99,0,1,0,99,0,0,1,99,0,1,0,99,0,1,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,54,2,15,29,54,1,31,14,54,1,11,34,54,1,19,26,54,1,4,41,54,1,4,41,58,2,17,23,83,0,13,2,2,0,61,1,0,5,15,18,61,1,37,1,65,0,10,25,65,0,19,6,1,5,1,3,65,0,12,8,12,3,68,2,6,9,11,4,72,0,10,16,2,75,0,9,13,3,85,0,14,1,70,2,24,4,89,1,6,4,82,1,8,9,96,0,0,4,96,1,3,0,80,0,0,0,4,2,14,80,0,0,0,5,2,13,90,0,2,4,4,0,90,0,0,0,2,8,90,0,2,2,2,4,97,0,3,0,97,0,0,3,97,0,1,2,94,0,5,1,99,0,0,1,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,9.2,12.742418560431561,2.2,1.3038404810405297,0,0,0,0
FI,FIN,Finland,2,2021-03-04,2021-03-02,100,0,0,0,0,15,100,979878.2955202869,99,0,1,99,0,9,91,0,4,96,0,24,76,0,31,69,0,26,74,0,7,93,0,5,95,0,3,97,0,1,99,0,4,96,0,25,75,0,8,92,0,14,86,99,0,1,0,91,0,4,5,96,0,3,1,76,1,7,16,69,1,5,25,74,1,8,17,93,1,3,3,95,0,2,3,97,0,3,0,99,0,1,0,96,0,2,2,75,0,4,21,92,1,5,2,86,1,2,11,0,0,9,91,91,0,3,6,0,0,46,54,54,0,5,41,95,0,0,5,0,95,0,0,5,0,100,0,0,0,5,0,4,91,0,0,8,92,0,92,0,3,5,0,97,0,0,3,0,8,0,59,17,13,3,8,1,28,59,4,8,1,40,48,3,8,1,37,51,3,8,1,7,63,21,8,1,54,36,1,97,0,2,1,97,0,3,0,97,0,3,0,97,0,3,0,97,0,0,3,97,0,3,0,97,0,3,0,97,0,3,0,97,0,3,0,97,0,3,0,87,1,3,9,87,1,9,3,87,1,11,1,87,1,12,0,87,1,4,8,87,1,5,7,87,1,12,0,87,1,12,0,87,1,10,2,87,1,12,0,83,0,7,10,83,0,11,6,83,0,15,2,83,0,16,1,83,0,9,8,83,0,8,9,83,0,16,1,83,0,17,0,83,0,15,2,83,0,17,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,97,0,3,0,97,0,2,1,97,0,1,2,97,0,2,1,97,0,3,0,97,0,3,0,97,0,2,1,8,1,12,18,41,20,0,2,82,16,0,2,97,1,0,2,97,1,0,2,96,2,0,2,93,5,0,2,98,0,0,2,96,2,0,2,96,2,0,2,83,15,0,2,36,62,44,0,5,51,1,0,15,84,11,0,17,38,20,14,24,0,1,75,24,0,2,74,96,0,1,3,96,1,1,2,96,1,0,3,96,1,0,3,96,1,0,3,96,1,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,40,60,0,0,60,40,0,0,28,72,0,0,50,50,0,0,6,94,0,0,16,84,0,0,52,48,48,0,41,6,3,2,0,1,1,7,25,66,0,0,99,1,0,0,19,81,0,0,48,41,6,1,3,1,0,0,24,20,36,20,0,1,11,50,35,3,0,0,27,73,0,0,0,29,69,2,60,0,33,7,40,0,52,8,72,0,21,7,50,0,21,29,94,0,5,1,84,0,15,1,0,0,2,6,10,20,62,0,0,1,8,17,22,52,0,0,19,42,33,6,0,0,2,8,14,76,0,0,11,23,26,40,66,0,27,7,66,2,3,29,66,1,10,23,0,0,67,33,67,0,14,19,86,0,2,1,2,1,2,1,5,19,0,0,7,4,11,3,3,12,1,0,2,7,1,3,3,24,0,1,44,53,1,1,0,0,0,100,0,0,0,0,0,1,1,61,26,11,1,0,66,29,2,1,1,5.651515151515151,9.137399771930447,1.6666666666666667,0.7071067811865476,14.115789473684211,5.323299164781213,1.7604166666666667,0.7070292432970456
FI,FIN,Finland,3,2021-03-04,2021-03-02,100,0,0,0,0,31,100,839693.0700577898,100,0,2,98,0,9,91,0,1,99,0,17,83,0,25,75,0,15,85,0,7,93,0,4,96,0,2,98,0,3,97,0,5,95,0,25,75,0,6,94,0,14,86,98,0,1,1,91,0,1,8,99,0,0,1,83,0,4,13,75,0,6,19,85,0,2,13,93,0,3,4,96,0,1,3,98,0,1,1,97,0,0,3,95,0,2,3,75,0,11,14,94,0,5,1,86,0,6,8,0,0,16,84,84,0,3,13,0,1,65,34,35,0,15,50,85,0,0,12,3,85,0,0,15,0,100,0,0,0,16,0,1,83,0,0,6,94,0,94,0,4,2,0,96,0,0,4,0,6,0,68,15,5,6,6,0,30,58,6,6,0,38,50,6,6,0,41,49,4,6,0,13,62,19,6,0,51,40,3,94,0,4,2,94,0,3,3,94,0,6,0,94,0,6,0,94,0,4,2,94,0,5,1,94,0,6,0,94,0,6,0,94,0,5,1,94,0,4,2,95,0,1,4,95,0,4,1,95,0,5,0,95,0,5,0,95,0,1,4,95,0,2,3,95,0,5,0,95,0,5,0,95,0,5,0,95,0,5,0,85,1,6,8,85,1,9,5,85,1,12,2,85,1,14,0,85,1,4,10,85,1,7,7,85,1,13,1,85,1,14,0,85,1,12,2,85,1,14,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,98,0,2,0,98,0,1,1,98,0,1,1,98,0,2,0,98,0,0,2,98,0,2,0,98,0,2,0,6,0,7,17,46,24,0,5,81,14,0,5,94,1,0,5,93,2,0,5,93,2,0,5,78,17,0,5,94,1,0,5,94,1,0,5,93,2,0,5,71,24,0,5,48,47,41,0,3,56,0,0,22,78,12,0,39,27,14,8,17,0,3,80,17,0,4,79,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,40,60,0,0,63,37,0,1,34,65,0,1,54,45,0,2,6,92,0,2,12,86,0,0,49,51,51,0,34,9,2,4,0,0,1,8,33,58,0,0,99,1,0,0,17,83,0,0,49,38,3,6,2,2,0,0,17,26,37,20,0,0,19,52,23,6,0,0,40,60,0,0,0,39,59,2,60,0,31,9,37,0,56,7,66,0,27,7,46,0,22,32,94,0,4,2,88,0,12,0,0,0,0,1,8,15,76,0,0,0,0,11,27,62,0,2,16,46,31,5,0,0,1,6,11,82,0,0,7,19,31,43,74,1,22,3,74,2,1,23,74,1,6,19,0,0,81,19,81,0,13,6,87,0,2,0,1,2,0,2,6,6,0,1,7,2,12,0,3,10,7,0,2,16,7,0,8,19,0,1,41,56,2,0,0,0,0,0,100,0,0,0,0,0,3,46,35,16,0,1,49,29,16,4,1,5.7592592592592595,6.6981698012392465,2,1.1952286093343936,15.540816326530612,4.708335156432442,1.8645833333333335,0.8537199302454205
FI,FIN,Finland,4,2021-03-04,2021-03-02,100,0,0,0,0,10,100,1208373.7752572363,98,0,0,100,0,7,93,0,0,100,0,16,84,0,22,78,0,17,83,0,7,93,0,1,99,0,5,95,0,2,98,0,2,98,0,10,90,0,2,98,0,13,87,100,0,0,0,93,0,2,5,100,0,0,0,84,0,4,12,78,0,3,19,83,0,4,13,93,0,4,3,99,0,0,1,95,0,3,2,98,0,1,1,98,0,0,2,90,0,2,8,98,0,1,1,87,0,3,10,0,0,6,94,94,0,2,4,0,0,46,54,54,0,11,35,89,0,0,10,1,89,0,1,10,0,99,1,0,0,11,1,1,87,0,0,7,92,1,93,0,2,5,0,98,0,0,2,0,7,0,74,15,3,1,7,1,36,53,3,7,1,50,37,5,7,1,46,43,3,7,1,10,62,20,7,0,65,28,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,0,1,99,0,1,0,97,0,2,1,97,0,3,0,97,0,3,0,97,0,3,0,97,0,2,1,97,0,2,1,97,0,3,0,97,0,3,0,97,0,3,0,97,0,2,1,85,0,8,7,85,0,10,5,85,0,15,0,85,0,15,0,85,0,8,7,85,0,12,3,85,0,15,0,85,0,15,0,85,0,14,1,85,0,14,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,1,7,17,41,27,0,3,83,14,0,3,96,1,0,3,93,4,0,3,86,11,0,3,64,33,0,3,97,0,0,3,92,5,0,3,96,1,0,3,76,21,0,3,56,41,36,0,0,64,2,0,21,77,8,0,26,28,19,19,11,0,6,83,12,1,8,79,99,1,0,0,99,1,0,0,99,1,0,0,99,1,0,0,99,1,0,0,99,1,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,31,67,0,1,74,25,0,2,20,78,0,2,36,62,0,2,1,97,0,2,11,87,0,0,40,60,60,0,27,11,2,0,0,0,1,2,35,62,0,1,99,0,0,0,21,79,0,0,56,30,9,1,3,1,0,0,30,23,32,15,0,1,32,41,24,2,0,0,31,68,1,0,1,37,61,1,69,0,21,10,26,0,71,3,80,0,18,2,64,0,15,21,99,0,0,1,89,0,10,1,0,0,1,0,12,13,74,0,0,0,2,7,22,69,0,0,10,46,34,10,0,0,2,4,9,85,0,0,6,18,25,51,76,1,19,4,76,5,2,17,76,5,7,12,0,0,84,16,84,0,6,10,94,0,0,0,3,2,0,0,1,10,0,3,7,3,11,4,4,13,5,0,3,12,5,2,6,12,0,0,35,63,0,2,0,0,0,0,0,100,0,0,0,2,5,32,36,25,2,2,43,24,20,7,2,8.847826086956522,14.926437978454127,1.6666666666666667,0.8164965809277259,13.53125,6.0627475532745745,1.7444444444444442,0.78698844431519
FI,FIN,Finland,5,2021-03-04,2021-03-02,100,1,12998.487774198798,0,0,25,100,939696.0000717057,100,0,1,99,0,9,91,0,2,98,0,13,87,0,14,86,0,11,89,0,4,96,0,2,98,0,4,96,0,1,99,0,5,95,0,11,89,0,2,98,0,6,94,99,0,1,0,91,1,3,5,98,1,1,0,87,1,3,9,86,2,4,8,89,2,3,6,96,0,1,3,98,1,1,0,96,0,2,2,99,0,1,0,95,1,1,3,89,1,2,8,98,0,2,0,94,0,4,2,0,0,12,88,88,0,3,9,0,1,34,65,66,0,3,31,97,0,0,3,0,97,0,0,3,0,100,0,0,0,4,0,2,94,0,0,17,81,2,83,0,13,4,0,87,0,3,10,0,17,0,75,4,3,1,17,2,31,48,2,17,3,45,33,2,17,2,46,34,1,17,3,13,54,13,17,2,57,23,1,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,0,1,97,0,2,1,97,0,2,1,97,0,2,1,97,0,2,1,97,0,1,2,97,0,2,1,97,0,3,0,97,0,3,0,97,0,3,0,97,0,3,0,96,0,2,2,96,0,3,1,96,0,4,0,96,0,3,1,96,0,3,1,96,0,1,3,96,0,4,0,96,0,4,0,96,0,3,1,96,0,3,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,98,0,2,0,98,0,1,1,98,0,1,1,98,0,2,0,98,0,0,2,98,0,2,0,98,0,2,0,17,0,10,16,37,20,0,1,83,16,0,1,95,4,0,1,90,9,0,1,91,8,0,1,63,36,0,1,99,0,0,1,94,5,0,1,89,10,0,1,84,15,0,1,59,40,32,1,5,62,0,1,14,85,18,1,33,29,10,9,21,1,3,75,21,1,6,72,98,1,0,1,98,1,0,1,98,1,0,1,98,0,1,1,98,1,0,1,98,1,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,36,63,0,0,64,36,0,2,28,70,0,0,46,54,0,2,6,92,0,1,12,87,0,0,36,64,64,0,25,7,1,3,0,0,1,5,31,63,0,0,100,0,0,1,18,81,0,0,60,25,6,2,5,2,0,0,24,21,41,14,0,2,21,53,19,5,0,0,44,56,0,0,0,46,53,1,64,0,27,9,36,0,59,5,72,0,20,8,54,0,27,19,94,0,4,2,88,0,10,2,0,0,1,2,10,14,73,0,0,0,4,8,20,68,0,4,10,38,36,12,0,0,0,5,8,87,0,0,5,8,21,66,87,0,9,4,87,2,1,10,87,2,2,9,0,0,67,33,67,0,14,19,86,0,2,0,1,1,0,0,10,19,0,2,6,1,19,1,2,12,3,0,6,9,6,2,2,10,0,1,32,67,0,0,0,0,0,0,0,0,100,0,0,0,5,33,34,28,0,1,43,24,20,10,2,8.513513513513514,11.310323754138226,2.1818181818181817,1.3280197150781925,13.635416666666666,4.862574132389392,1.6063829787234043,0.7364267858313931
