ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1..77,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2..77,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3..77,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4..77,V5d_4.0,V5d_5..99,V5d_5..77,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6..77,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7..77,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8..77,V5d_8.0,V5d_9..99,V5d_9..77,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2.2,B14_3..99,B14_3.1,B14_3.2,B14_4..99,B14_4.1,B14_4.2,B14_5..99,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GBR,United Kingdom,-99,2021-02-06,2021-02-06,357,2,54863.9033707108,1,36131.3395668222,61,283,6261555.414341231,0,3,6,348,1,32,324,1,25,331,1,90,266,1,95,261,1,87,269,1,35,321,3,11,343,1,24,332,1,10,346,2,25,330,3,90,264,2,18,337,1,66,290,351,1,3,2,325,0,9,23,332,1,12,12,267,2,29,59,262,1,32,62,270,4,25,58,322,1,17,17,346,0,7,4,333,0,9,15,347,0,5,5,332,0,16,9,267,2,25,63,339,1,12,5,291,4,26,36,73,1,35,248,331,0,5,21,92,4,140,121,218,1,34,104,323,0,2,31,1,323,0,2,32,0,355,1,1,0,137,7,13,200,108,1,46,201,1,311,2,42,2,0,314,1,7,35,0,161,1,130,33,23,9,188,3,61,90,15,357,188,4,78,72,15,188,2,63,79,25,188,4,21,93,51,188,2,103,55,9,348,7,2,348,8,1,348,6,3,348,7,2,348,6,3,348,9,0,348,9,0,348,9,0,348,6,3,0,334,0,11,12,334,0,20,3,334,0,19,4,334,0,22,1,334,0,12,11,334,0,17,6,334,0,23,0,334,0,22,1,334,0,20,3,0,328,0,13,16,328,0,22,7,328,0,29,0,328,0,27,2,328,0,23,6,328,0,19,10,328,0,28,1,328,0,29,0,328,0,25,4,0,357,0,0,0,357,0,0,0,357,0,0,0,357,0,0,357,0,0,0,357,0,0,0,357,0,0,0,357,0,0,357,0,0,0,0,350,0,5,2,350,0,5,2,350,0,4,3,350,0,5,2,350,0,6,1,350,0,6,1,350,0,4,3,157,5,25,35,72,63,168,10,155,24,168,10,171,8,168,10,172,7,168,10,164,15,168,10,152,27,168,10,179,0,168,10,173,6,168,10,171,8,168,10,151,28,168,10,73,106,357,0,0,0,357,0,0,0,0,0,0,349,2,3,3,349,2,2,4,349,3,1,4,349,2,2,4,349,3,0,5,349,3,1,4,357,0,0,0,357,0,0,0,357,0,0,0,357,0,0,0,357,0,0,0,357,0,0,0,357,0,0,0,357,0,0,0,357,0,357,0,0,357,0,0,357,0,0,195,4,54,104,195,5,95,62,195,8,7,147,195,5,34,123,195,8,2,152,195,7,15,140,202,0,35,120,322,0,27,4,2,2,220,0,2,8,46,81,220,2,135,0,244,1,18,94,244,0,79,17,7,3,1,6,244,0,60,21,15,17,251,1,59,35,9,2,357,262,0,42,53,0,275,0,31,47,4,304,1,43,9,263,0,93,1,350,0,6,1,324,1,20,12,355,0,2,0,342,0,13,2,290,0,2,4,17,9,35,290,0,7,7,10,8,35,305,0,14,26,9,3,305,0,1,7,9,35,305,0,7,14,9,22,341,0,9,7,341,1,0,15,341,1,1,14,321,2,13,21,336,0,12,9,354,0,1,0,1,0,0,0,1,344,0,0,1,2,1,0,2,2,0,0,0,0,1,0,1,3,357,0,0,0,0,0,357,0,0,0,0,0,0,0,0,357,0,0,0,0,357,0,0,0,0,0,0,5.4484615384615385,6.664497769606635,2.3,1.4903196407411892,0,0,0,0
GBR,United Kingdom,1,2021-02-06,2021-02-06,186,1,20122.8849418096,1,20122.8849418096,41,186,3396735.7664405294,182,0,1,185,0,22,164,0,8,178,0,48,138,0,56,130,0,42,144,0,18,168,0,8,178,0,11,175,0,3,183,0,21,165,0,55,131,0,5,181,0,47,139,185,0,1,0,164,0,6,16,178,0,1,7,138,0,14,34,130,0,13,43,144,0,13,29,168,0,9,9,178,0,4,4,175,0,4,7,183,0,3,0,165,0,9,12,131,0,19,36,181,0,3,2,139,0,26,21,0,0,18,168,168,0,7,11,0,0,113,73,73,0,31,82,155,0,3,28,0,155,0,1,30,0,185,0,0,1,31,0,6,149,0,0,22,164,0,164,0,20,2,0,166,0,1,19,0,22,0,107,36,18,3,22,0,66,90,8,186,22,0,94,63,7,22,0,64,80,20,22,0,15,94,55,22,0,122,37,5,183,2,1,183,3,0,183,3,0,183,2,1,183,2,1,183,2,1,183,2,1,183,3,0,183,3,0,0,168,0,5,13,168,0,14,4,168,0,16,2,168,0,18,0,168,0,6,12,168,0,13,5,168,0,18,0,168,0,18,0,168,0,13,5,0,150,0,21,15,150,0,27,9,150,0,35,1,150,0,34,2,150,0,23,13,150,0,13,23,150,0,36,0,150,0,36,0,150,0,30,6,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,186,0,0,0,0,183,0,2,1,183,0,1,2,183,0,0,3,183,0,2,1,183,0,3,0,183,0,3,0,183,0,3,0,0,0,20,38,55,73,0,4,150,32,0,4,181,1,0,4,182,0,0,4,181,1,0,4,179,3,0,4,181,1,0,4,176,6,0,4,181,1,0,4,170,12,0,4,43,139,60,0,5,121,3,0,28,155,0,0,0,180,1,0,5,180,1,1,4,180,0,2,4,180,1,3,2,180,1,1,4,180,1,0,5,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,186,0,0,186,0,0,186,0,0,0,0,59,127,0,0,98,88,0,2,8,176,0,1,44,141,0,1,1,184,0,1,14,171,0,0,52,134,134,0,35,13,2,2,0,0,1,19,72,94,0,0,186,0,0,1,28,157,0,0,108,45,9,1,3,20,0,0,84,42,35,25,0,0,78,84,19,5,186,0,0,25,157,4,0,0,26,149,11,127,1,49,9,88,1,95,2,178,0,6,2,142,0,16,28,185,0,0,1,172,1,12,1,0,0,7,17,40,45,77,0,0,15,37,44,38,52,0,5,38,96,36,11,0,0,2,19,36,129,0,0,20,44,54,68,122,1,47,16,122,4,4,56,122,4,4,56,0,1,93,92,94,0,45,47,141,0,14,0,19,1,2,1,8,48,0,2,15,2,12,3,6,18,5,0,5,9,3,3,6,49,0,5,59,121,1,0,0,0,186,0,0,0,0,0,0,3,3,50,87,43,3,0,44,52,52,21,14,5.125,6.120035288523516,2.3529411764705883,1.3666188418222285,13.398255813953488,4.620681626601257,3.089385474860335,1.3953571336219386
GBR,United Kingdom,2,2021-02-06,2021-02-06,427,1,12084.3038146475,1,12084.3038146475,90,427,5681776.498171584,418,1,4,422,1,53,373,1,16,410,0,119,308,0,130,297,1,91,335,1,38,388,1,14,412,1,34,392,1,7,419,1,35,391,1,132,294,1,19,407,1,98,328,423,1,3,0,374,3,23,27,411,0,8,8,308,3,33,83,297,2,41,87,336,3,32,56,389,0,22,16,413,0,6,8,393,2,17,15,420,2,3,2,392,1,23,11,295,3,38,91,408,2,11,6,329,3,37,58,0,0,42,385,385,0,15,27,0,0,265,162,162,2,77,186,350,0,7,68,2,350,0,4,72,1,423,0,4,0,79,1,21,326,0,1,71,354,1,356,0,71,0,0,356,0,6,65,0,71,0,248,69,23,16,71,0,144,193,19,427,71,0,193,139,24,71,0,145,167,44,71,0,49,197,110,71,0,248,100,8,411,10,6,411,14,2,411,10,6,411,14,2,411,11,5,411,14,2,411,16,0,411,14,2,411,12,4,0,404,0,9,14,404,0,17,6,404,0,19,4,404,0,23,0,404,0,8,15,404,0,12,11,404,0,23,0,404,0,23,0,404,0,20,3,0,358,0,40,29,358,0,57,12,358,0,64,5,358,0,64,5,358,0,48,21,358,0,18,51,358,0,66,3,358,0,69,0,358,0,65,4,0,427,0,0,0,427,0,0,0,427,0,0,0,427,0,0,427,0,0,0,427,0,0,0,427,0,0,0,427,0,0,427,0,0,0,0,412,0,13,2,412,0,7,8,412,0,3,12,412,0,12,3,412,0,11,4,412,0,12,3,412,0,13,2,0,1,38,98,141,149,0,13,323,91,0,13,411,3,0,13,411,3,0,13,410,4,0,13,397,17,0,13,412,2,0,13,397,17,0,13,408,6,0,13,345,69,0,13,169,245,141,0,11,275,8,0,88,331,0,0,0,406,4,1,16,406,3,3,15,406,3,1,17,406,3,3,15,406,3,2,16,406,4,0,17,427,0,0,0,427,0,0,0,427,0,0,0,427,0,0,0,427,0,0,0,427,0,0,0,427,0,0,0,427,0,0,0,427,0,427,0,0,427,0,0,427,0,0,0,0,167,260,0,1,225,201,0,2,10,415,0,2,105,320,0,2,3,422,0,4,32,391,0,1,119,307,308,1,82,16,11,9,0,0,4,28,152,243,0,0,426,1,0,3,75,349,0,0,256,103,27,7,8,26,0,0,200,86,82,59,0,1,198,190,24,14,427,0,0,122,304,1,0,0,124,289,14,260,0,147,20,202,0,222,3,417,0,10,0,322,1,50,54,424,0,2,1,395,0,32,0,0,0,6,32,71,100,218,0,0,14,46,94,127,146,0,4,127,191,79,26,0,0,8,29,87,303,0,0,33,75,141,178,319,0,83,25,319,11,7,90,319,10,14,84,0,0,280,147,280,1,60,86,367,1,10,0,22,1,2,4,20,87,0,2,19,22,31,6,25,62,15,1,7,32,16,8,10,84,0,7,133,287,0,0,0,0,0,427,0,0,0,0,0,8,3,121,193,102,8,1,115,137,123,28,15,6.438202247191011,8.02433571538654,2.142857142857143,1.2796994420647787,14.321339950372208,4.960700399018559,2.8891566265060242,1.3214152170653908
GBR,United Kingdom,3,2021-02-06,2021-02-06,399,2,80126.209992761,2,80126.209992761,65,399,5416433.423435163,391,1,4,394,0,28,371,0,7,392,0,92,307,0,96,303,0,72,327,0,30,369,1,15,383,0,23,376,1,5,393,0,29,370,1,95,303,1,14,384,0,55,344,395,1,3,0,371,1,14,13,392,0,5,2,307,1,31,60,303,1,36,59,327,1,33,38,369,1,16,13,384,0,9,6,376,1,14,8,394,1,3,1,370,1,15,13,304,0,31,64,385,1,10,3,344,1,32,22,0,0,33,366,366,0,6,27,0,1,197,201,202,2,62,133,337,0,5,56,1,337,0,2,60,0,397,0,2,0,65,0,13,321,0,0,44,355,0,355,0,40,4,0,359,0,1,39,0,44,0,262,60,23,10,44,2,117,211,25,399,44,2,155,177,21,44,2,120,201,32,44,1,31,214,109,44,3,212,129,11,389,4,6,389,5,5,389,4,6,389,9,1,389,6,4,389,9,1,389,9,1,389,9,1,389,6,4,0,376,0,12,11,376,0,18,5,376,0,19,4,376,0,20,3,376,0,12,11,376,0,12,11,376,0,23,0,376,0,23,0,376,0,19,4,0,339,0,32,28,339,0,50,10,339,0,56,4,339,0,57,3,339,0,42,18,339,0,17,43,339,0,60,0,339,0,60,0,339,0,56,4,0,399,0,0,0,399,0,0,0,399,0,0,0,399,0,0,399,0,0,0,399,0,0,0,399,0,0,0,399,0,0,399,0,0,0,0,385,0,12,2,385,0,11,3,385,0,4,10,385,0,13,1,385,0,11,3,385,0,12,2,385,0,11,3,0,1,48,69,139,142,0,12,302,85,0,12,384,3,0,12,379,8,0,12,372,15,0,12,352,35,0,12,386,1,0,12,374,13,0,12,381,6,0,12,325,62,0,12,170,217,149,0,8,242,7,0,76,316,0,0,0,386,3,1,9,386,4,1,8,386,4,2,7,386,4,2,7,386,2,3,8,386,4,2,7,399,0,0,0,399,0,0,0,399,0,0,0,399,0,0,0,399,0,0,0,399,0,0,0,399,0,0,0,399,0,0,0,399,0,399,0,0,399,0,0,399,0,0,0,2,136,261,0,2,217,180,0,4,13,382,0,6,76,317,0,4,3,392,0,2,23,374,0,0,95,304,304,0,71,9,7,8,0,0,1,17,119,262,0,0,399,0,0,3,49,347,0,0,272,60,23,10,11,23,0,0,210,75,66,48,0,3,213,151,19,13,399,0,0,124,273,2,0,0,110,277,12,263,1,112,23,182,1,213,3,386,1,12,0,323,1,34,41,396,1,2,0,376,1,21,1,0,0,9,8,49,80,253,0,0,8,28,72,110,181,0,2,103,192,77,25,0,0,6,32,80,281,0,0,51,72,105,171,276,1,102,20,276,15,9,99,276,12,15,96,0,0,276,123,276,0,49,74,350,0,12,0,23,0,7,0,7,74,0,2,20,16,32,7,33,35,19,2,6,32,18,8,18,77,0,4,145,247,0,3,0,0,0,0,399,0,0,0,0,7,7,87,196,102,7,3,76,110,154,42,7,5.599494949494949,6.639754884127439,2,1.3198240351921795,14.286501377410469,4.57901888715484,3.15234375,1.3170283531853044
GBR,United Kingdom,4,2021-02-06,2021-02-06,388,4,61007.66730583125,4,61007.66730583125,71,388,6065224.073463589,376,0,5,383,0,36,352,1,9,378,0,91,297,0,91,297,0,65,323,0,24,364,0,11,377,0,21,367,0,5,383,0,22,366,0,85,303,0,13,375,0,54,334,383,0,4,1,352,1,16,19,379,0,4,5,297,3,25,63,297,2,28,61,323,1,19,45,364,0,9,15,377,1,9,1,367,1,16,4,383,1,1,3,366,1,11,10,303,1,33,51,375,0,8,5,334,2,27,25,0,0,34,354,354,0,6,28,0,1,201,186,187,3,80,118,308,0,6,70,4,308,0,0,80,0,388,0,0,0,84,0,12,292,0,1,65,322,0,323,0,61,4,0,327,1,1,59,0,65,1,252,41,14,15,65,4,112,188,19,388,65,3,151,145,24,65,7,120,169,27,65,6,45,193,79,65,4,197,114,8,373,5,10,373,6,9,373,11,4,373,14,1,373,8,7,373,13,2,373,15,0,373,15,0,373,12,3,0,374,0,9,5,374,0,12,2,374,0,14,0,374,0,14,0,374,0,6,8,374,0,10,4,374,0,13,1,374,0,14,0,374,0,13,1,0,347,1,20,20,347,1,35,5,347,1,40,0,347,1,37,3,347,1,29,11,347,1,19,21,347,1,40,0,347,1,40,0,347,1,37,3,0,388,0,0,0,388,0,0,0,388,0,0,0,388,0,0,388,0,0,0,388,0,0,0,388,0,0,0,388,0,0,388,0,0,0,0,384,0,2,2,384,0,3,1,384,0,1,3,384,0,4,0,384,0,3,1,384,0,1,3,384,0,4,0,0,1,44,80,139,124,0,9,318,61,0,9,368,11,0,9,367,12,0,9,359,20,0,9,306,73,0,9,374,5,0,9,360,19,0,9,362,17,0,9,323,56,0,9,180,199,133,0,5,250,9,0,65,314,0,0,0,376,3,3,6,376,3,3,6,376,4,0,8,376,4,1,7,376,4,1,7,376,3,1,8,388,0,0,0,388,0,0,0,388,0,0,0,388,0,0,0,388,0,0,0,388,0,0,0,388,0,0,0,388,0,0,0,388,0,388,0,0,388,0,0,388,0,0,0,3,139,246,0,5,209,174,0,7,13,368,0,5,86,297,0,8,2,378,0,10,27,351,0,0,79,309,309,0,59,8,3,9,0,0,0,17,94,277,0,0,385,3,0,5,70,313,0,0,246,60,31,9,15,27,0,0,196,62,71,59,0,0,197,150,27,14,388,0,0,181,207,0,0,0,131,249,8,249,3,110,26,179,1,201,7,375,0,11,2,302,1,46,39,386,0,1,1,361,0,27,0,0,0,8,9,37,62,272,0,0,8,26,51,98,205,0,0,119,182,63,24,0,0,6,21,60,301,0,0,28,73,99,188,287,2,66,33,287,16,4,81,287,15,8,78,0,0,259,129,259,1,59,69,329,1,10,0,18,1,7,2,20,70,0,1,17,14,49,6,20,51,34,1,6,23,17,2,18,59,0,5,127,256,0,0,0,0,0,0,0,388,0,0,0,6,10,73,198,101,6,3,45,129,138,52,15,6.309644670050762,7.530926602041832,2.121212121212121,1.192622524040396,14.239067055393585,4.067556884680325,2.8763440860215055,1.213482022870615
GBR,United Kingdom,5,2021-02-06,2021-02-06,290,1,20936.1288753574,1,20936.1288753574,48,289,4296013.897675554,281,0,2,288,0,27,263,1,13,276,0,53,237,0,70,220,0,57,233,0,18,272,0,11,279,0,13,277,0,4,286,0,10,280,0,51,239,0,9,281,0,38,252,288,1,1,0,263,2,9,16,277,1,6,6,237,3,16,34,220,1,28,41,233,3,13,41,272,1,9,8,279,0,5,6,277,0,8,5,286,1,1,2,280,1,5,4,239,3,15,33,281,1,5,3,252,3,15,20,0,1,23,266,267,0,2,21,0,5,121,164,169,1,35,85,255,0,0,33,2,255,0,2,33,0,288,1,1,0,41,2,4,243,0,2,44,243,1,246,0,42,2,0,248,1,4,37,0,44,0,211,24,6,5,44,6,89,138,13,290,44,5,122,108,11,44,3,110,118,15,44,6,41,144,55,44,3,166,71,6,285,4,1,285,4,1,285,2,3,285,4,1,285,3,2,285,3,2,285,5,0,285,5,0,285,5,0,0,284,0,3,3,284,0,6,0,284,0,5,1,284,0,6,0,284,0,3,3,284,0,4,2,284,0,6,0,284,0,6,0,284,0,5,1,0,266,1,10,13,266,1,19,4,266,1,22,1,266,1,21,2,266,1,12,11,266,1,14,9,266,1,23,0,266,1,22,1,266,1,19,4,0,290,0,0,0,290,0,0,0,290,0,0,0,290,0,0,290,0,0,0,290,0,0,0,290,0,0,0,290,0,0,290,0,0,0,0,285,0,5,0,285,0,5,0,285,0,2,3,285,0,5,0,285,0,4,1,285,0,3,2,285,0,4,1,0,0,20,46,86,138,0,6,234,50,0,6,265,19,0,6,271,13,0,6,243,41,0,6,180,104,0,6,276,8,0,6,264,20,0,6,256,28,0,6,230,54,0,6,182,102,117,2,5,166,7,1,35,247,0,0,0,286,1,1,2,286,2,2,0,286,2,1,1,286,1,1,2,286,2,0,2,286,2,0,2,290,0,0,0,290,0,0,0,290,0,0,0,290,0,0,0,290,0,0,0,290,0,0,0,290,0,0,0,290,0,0,0,290,0,290,0,0,290,0,0,290,0,0,0,2,77,211,0,2,159,129,0,5,11,274,0,3,73,214,0,6,2,282,0,5,16,269,0,0,69,221,221,0,56,6,2,5,0,1,0,10,70,209,0,1,289,0,0,1,44,245,0,0,183,45,28,5,6,23,0,0,155,43,51,41,0,3,164,104,11,8,290,0,1,208,81,0,0,0,130,156,4,213,2,61,14,131,3,153,3,279,2,8,1,217,2,43,28,288,1,1,0,274,1,13,2,0,0,3,4,35,47,201,0,0,4,18,33,72,163,0,5,91,117,53,24,0,0,7,12,30,241,0,0,19,38,66,167,233,3,40,14,233,12,2,43,233,12,4,41,0,1,148,141,149,1,46,94,244,1,9,0,12,2,3,2,17,96,0,0,7,9,25,3,4,36,12,0,2,19,16,6,16,39,0,9,113,163,3,2,0,0,0,0,0,0,290,0,0,5,8,55,119,103,5,5,81,70,78,38,13,7.591836734693877,9.140272995863707,2.1363636363636362,1.283427499777898,14.585551330798479,3.6590497948211973,2.3248175182481754,1.1674637374668413
