ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V2a..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V5a_1..99,V5a_2..99,V5a_3..99,V5a_4..99,V5a_5..99,V5a_6..99,V5a_7..99,V5a_8..99,V5a_9..99,V5b_1..99,V5b_2..99,V5b_3..99,V5b_4..99,V5b_5..99,V5b_6..99,V5b_7..99,V5b_8..99,V5b_9..99,V5c_1..99,V5c_2..99,V5c_3..99,V5c_4..99,V5c_5..99,V5c_6..99,V5c_7..99,V5c_8..99,V5c_9..99,V5d_1..99,V5d_2..99,V5d_3..99,V5d_4..99,V5d_5..99,V5d_6..99,V5d_7..99,V5d_8..99,V5d_9..99,V6_1..99,V6_2..99,V6_3..99,V6_4..99,V6_5..99,V6_6..99,V6_7..99,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_2..99,V10_3..99,V10_4..99,V10_5..99,V10_6..99,V10_7..99,V10_8..99,V10_9..99,V10_10..99,V11..99,V12..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C9a..99,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CI,CIV,C<c3><b4>te d'Ivoire,-99,2021-01-15,2021-01-14,100,4,581544.3192852575,3,356569.3838155386,7,76,8217571.370144865,0,3,6,91,3,19,78,3,2,95,1,32,67,2,10,88,3,13,84,2,2,96,3,5,92,3,8,89,1,4,95,6,7,87,3,14,83,3,4,93,4,20,76,94,1,3,2,81,3,4,12,98,1,0,1,68,1,12,19,90,2,4,4,87,0,6,7,98,1,0,1,95,0,1,4,92,2,4,2,96,1,2,1,93,2,1,4,86,1,7,6,96,1,2,1,80,1,10,9,22,2,5,71,95,0,3,2,25,3,13,59,87,0,7,6,93,0,6,1,93,0,0,7,0,100,0,0,0,36,1,15,48,100,100,0,28,1,24,18,12,17,32,7,23,18,20,32,7,26,16,19,32,5,28,16,19,32,9,27,12,20,32,9,22,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,32,7,12,14,0,0,0,0,0,0,0,0,0,0,0,0,86,8,4,2,86,8,1,5,86,7,3,4,86,7,4,3,86,7,4,3,86,9,0,5,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,36,1,50,13,36,1,33,30,36,2,28,34,36,3,32,29,36,3,25,36,36,1,37,26,40,0,30,30,70,1,12,6,2,9,41,0,2,12,22,23,41,0,54,5,50,1,12,37,50,0,11,20,7,6,3,3,50,0,25,13,5,7,51,1,16,13,13,6,56,2,2,36,4,0,69,0,1,26,4,51,4,40,5,67,3,25,5,73,3,16,8,69,2,19,10,76,1,19,4,64,6,25,5,73,0,0,1,5,4,17,73,0,0,0,4,5,18,77,0,12,4,2,5,77,0,8,4,4,7,77,0,12,4,3,4,85,2,10,3,85,6,4,5,85,5,6,4,78,2,14,6,94,0,1,5,99,0,0,0,0,0,0,0,1,85,0,1,3,2,3,0,0,0,2,0,1,1,0,0,0,2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.2857142857142856,2.432275968420241,1.4,0.5477225575051661,0,0,0,0
CI,CIV,C<c3><b4>te d'Ivoire,-99,2021-01-16,2021-01-15,100,1,250808.78698794398,1,250808.78698794398,10,71,7023387.811028519,0,6,7,87,6,11,83,6,1,93,4,37,59,7,10,83,6,24,70,7,4,89,6,7,87,6,5,89,5,3,92,8,5,87,4,16,80,6,2,92,5,17,78,93,0,3,4,89,3,4,4,99,0,0,1,63,1,15,21,90,2,3,5,76,2,6,16,96,0,1,3,93,0,3,4,95,0,3,2,97,0,2,1,95,1,3,1,84,1,8,7,98,0,2,0,83,2,7,8,28,1,7,64,94,0,5,1,30,3,19,48,81,0,9,10,91,0,8,1,91,0,1,8,0,99,1,0,0,43,2,9,46,100,100,0,31,0,26,20,12,11,33,11,29,12,15,33,12,30,9,16,33,10,27,16,14,33,9,26,12,20,33,13,18,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,24,9,16,17,0,0,0,0,0,0,0,0,0,0,0,0,91,5,2,2,91,5,3,1,91,4,4,1,91,5,1,3,91,4,4,1,91,6,0,3,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,36,4,47,13,36,4,37,23,36,6,34,24,36,6,39,19,36,7,26,31,36,5,36,23,39,0,38,23,62,0,14,11,3,10,40,0,4,12,22,22,40,3,51,6,46,1,8,45,46,0,11,17,12,9,1,4,46,0,21,14,8,11,47,0,8,23,15,7,49,2,2,41,6,0,63,0,1,27,9,55,3,30,12,66,4,23,7,67,3,19,11,63,2,19,16,76,1,16,7,65,3,25,7,68,0,0,3,8,7,14,68,0,0,1,4,9,18,73,1,9,8,5,4,73,1,8,6,3,9,73,0,11,7,4,5,83,3,12,2,83,5,6,6,83,3,11,3,75,0,15,10,90,0,1,9,99,0,1,0,0,0,0,0,0,84,0,2,1,3,0,0,0,1,0,0,0,2,0,0,2,5,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.5000000000000004,2.81699908962849,1.7500000000000002,0.9574271077563381,0,0,0,0
CI,CIV,C<c3><b4>te d'Ivoire,-99,2021-01-17,2021-01-16,100,2,95701.27569461841,1,46125.5872827785,9,80,5929093.194219,0,6,10,84,7,12,81,7,2,91,9,22,69,4,13,83,6,17,77,8,4,88,7,7,86,8,6,86,6,4,90,7,5,88,5,16,79,7,3,90,8,12,80,90,2,2,6,88,1,4,7,98,0,2,0,78,0,6,16,87,1,6,6,83,1,5,11,96,0,1,3,93,0,2,5,94,0,1,5,96,1,0,3,95,1,2,2,84,1,10,5,97,0,1,2,88,1,8,3,20,0,7,73,96,0,2,2,25,1,14,60,86,0,4,10,96,0,4,0,96,0,1,3,0,99,1,0,0,30,3,22,45,100,100,0,29,0,22,16,13,20,38,15,28,6,13,38,18,23,9,12,38,10,26,13,13,38,15,25,9,13,38,15,16,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,23,8,15,15,0,0,0,0,0,0,0,0,0,0,0,0,81,8,3,8,81,10,5,4,81,10,5,4,81,11,3,5,81,10,6,3,81,12,2,5,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,43,6,40,11,43,7,34,16,43,9,28,20,43,9,26,22,43,8,29,20,43,9,29,19,48,0,31,21,69,0,11,3,6,11,50,1,3,15,16,15,50,3,40,7,54,1,6,39,54,0,11,9,10,11,2,3,54,1,16,13,8,8,54,0,10,16,13,7,57,0,3,37,3,0,60,0,4,29,7,62,2,22,14,69,2,19,10,73,2,13,12,75,2,12,11,73,2,15,10,72,2,22,4,63,2,0,2,6,14,13,63,2,2,1,3,8,21,67,2,13,8,4,6,67,2,9,7,1,14,67,0,12,4,7,10,85,2,12,1,85,8,4,3,85,6,7,2,72,0,16,12,88,0,2,10,99,0,1,0,0,0,0,0,0,83,0,3,0,0,1,1,0,1,1,0,1,1,2,0,2,4,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.103448275862069,3.1321469996770914,1.3333333333333333,1.5275252316519468,0,0,0,0
CI,CIV,C<c3><b4>te d'Ivoire,-99,2021-01-18,2021-01-17,100,1,49575.6884118399,0,0,7,85,8463784.498924946,0,6,5,89,8,12,80,8,2,90,8,30,62,5,12,83,6,21,73,9,4,87,6,5,89,8,7,85,7,3,90,6,5,89,7,17,76,8,1,91,9,12,79,95,1,2,2,88,0,5,7,98,1,1,0,70,3,6,21,88,0,6,6,79,2,9,10,96,0,2,2,95,1,3,1,93,1,1,5,97,0,1,2,95,1,1,3,83,2,7,8,99,0,0,1,88,1,8,3,15,0,6,79,96,0,2,2,19,2,17,62,83,0,4,13,96,0,4,0,96,0,1,3,0,99,1,0,0,25,1,24,50,100,100,0,23,0,27,14,14,22,35,15,23,10,17,35,16,20,19,10,35,13,23,11,18,35,14,21,17,13,35,16,13,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,35,9,8,11,0,0,0,0,0,0,0,0,0,0,0,0,79,10,2,9,79,12,3,6,79,10,8,3,79,10,7,4,79,9,8,4,79,12,3,6,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,42,3,41,14,42,7,26,25,42,7,24,27,42,6,20,32,42,6,23,29,42,5,30,23,48,0,23,29,77,0,8,4,2,9,50,0,3,14,9,24,50,2,43,5,54,1,5,40,54,0,13,10,7,12,3,1,54,0,16,11,12,7,56,1,9,13,12,9,61,0,2,33,4,0,65,2,2,29,2,61,1,29,9,75,1,16,8,76,2,13,9,81,1,6,12,77,1,14,8,71,2,22,5,70,2,0,0,7,8,13,70,2,3,2,4,3,16,74,1,13,3,3,6,74,1,8,7,1,9,74,0,12,4,2,8,84,1,14,1,84,9,4,3,84,7,6,3,76,0,16,8,92,0,3,5,98,0,1,0,0,0,0,0,1,82,0,0,2,0,2,1,1,2,2,0,1,0,2,0,1,4,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.8529411764705883,1.9405146605862293,1.3333333333333333,0.5773502691896257,0,0,0,0
CI,CIV,C<c3><b4>te d'Ivoire,-99,2021-01-19,2021-01-18,100,3,527352.2972397329,2,351568.198159822,10,76,9362189.699612206,0,4,5,91,4,16,80,5,4,91,4,38,58,2,18,80,2,24,74,4,7,89,5,10,85,4,5,91,6,3,91,3,6,91,1,18,81,3,5,92,3,23,74,95,0,2,3,84,1,10,5,96,1,2,1,62,5,13,20,82,1,9,8,76,3,12,9,93,0,6,1,90,3,4,3,95,1,1,3,97,0,3,0,94,1,2,3,82,2,5,11,95,1,1,3,77,4,10,9,24,0,6,70,94,0,4,2,24,2,19,55,81,0,6,13,94,0,6,0,94,0,0,6,0,100,0,0,0,34,1,17,48,100,100,0,29,1,21,11,12,26,36,11,18,16,19,36,10,20,21,13,36,8,23,9,24,36,8,22,17,17,36,9,17,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,36,7,12,6,0,0,0,0,0,0,0,0,0,0,0,0,85,10,1,4,85,7,5,3,85,9,3,3,85,7,5,3,85,3,7,5,85,9,2,4,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,41,1,44,14,41,6,33,20,41,6,26,27,41,4,24,31,41,5,20,34,41,3,25,31,44,0,23,33,77,0,6,7,2,8,46,1,3,11,15,24,46,1,51,2,50,1,9,40,50,0,19,10,6,8,5,2,50,0,17,12,12,9,51,1,9,20,13,6,55,0,0,39,6,0,60,3,0,35,2,56,2,30,12,67,2,25,6,74,2,14,10,77,1,6,16,81,1,11,7,75,2,17,6,67,1,0,1,5,9,17,67,2,2,1,5,4,19,71,1,16,2,4,6,71,0,7,6,2,14,71,0,12,4,2,11,84,1,12,3,84,6,4,6,84,5,6,5,72,0,17,11,89,0,5,6,96,0,1,0,0,0,0,0,3,79,0,1,5,1,4,1,1,2,1,0,0,0,0,0,1,4,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.1470588235294117,1.8930871522811377,2,0.8164965809277259,0,0,0,0
CI,CIV,C<c3><b4>te d'Ivoire,-99,2021-01-20,2021-01-19,100,1,175784.099079911,0,0,6,73,8642334.336084202,0,5,6,89,3,8,89,7,4,89,6,31,63,3,15,82,5,19,76,7,9,84,5,4,91,5,3,92,6,2,92,4,6,90,4,14,82,6,6,88,5,22,73,94,0,3,3,92,0,4,4,96,0,2,2,69,2,10,19,85,1,8,6,81,0,6,13,91,1,7,1,96,1,1,2,97,0,0,3,98,0,2,0,94,0,2,4,86,1,6,7,94,0,2,4,78,1,7,14,25,2,5,68,95,0,3,2,30,1,24,45,77,0,8,15,92,0,7,1,92,1,0,6,1,100,0,0,0,42,2,22,34,100,100,0,37,0,18,16,10,19,46,7,20,13,14,46,9,21,7,17,46,9,23,6,16,46,6,27,6,15,46,9,14,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,18,7,13,10,0,0,0,0,0,0,0,0,0,0,0,0,81,10,3,6,81,5,8,6,81,8,5,6,81,8,3,8,81,8,4,7,81,11,2,6,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,57,2,33,8,57,2,31,10,57,4,17,22,57,2,24,17,57,3,17,23,57,1,24,18,60,1,21,18,79,0,9,4,1,7,61,2,0,6,17,14,61,3,33,3,62,1,6,31,62,0,13,13,4,6,2,0,62,0,13,8,10,7,63,0,5,17,14,1,64,0,0,32,4,0,68,0,0,28,4,67,3,26,4,69,2,23,6,83,2,10,5,77,3,11,9,84,3,10,3,76,1,19,4,71,0,0,1,6,10,12,71,2,0,1,7,6,13,73,1,15,5,2,4,73,0,9,5,2,11,73,0,15,4,0,8,81,2,13,4,81,7,7,5,81,6,9,4,73,0,17,10,90,0,5,5,95,1,2,0,0,0,0,0,2,79,0,1,5,1,4,0,0,2,0,1,2,0,0,1,0,4,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.5483870967741935,2.9646664756474643,1.5,0.7071067811865476,0,0,0,0
CI,CIV,C<c3><b4>te d'Ivoire,-99,2021-01-21,2021-01-20,100,2,243637.3402479482,2,243637.3402479482,3,75,9012548.530479914,0,8,7,85,9,12,79,8,3,89,9,30,61,6,12,82,9,18,73,9,6,85,9,6,85,10,2,88,8,4,88,9,10,81,10,11,79,10,3,87,10,12,78,93,0,4,3,88,0,9,3,97,0,1,2,70,1,12,17,88,1,3,8,82,0,7,11,94,0,3,3,94,1,5,0,98,0,1,1,96,0,1,3,90,0,2,8,89,0,6,5,97,0,2,1,88,0,5,7,24,1,3,72,97,0,3,0,26,0,18,56,82,1,5,12,95,0,5,0,95,1,0,3,1,100,0,0,0,34,1,22,43,100,100,0,29,0,14,23,13,21,36,14,23,14,13,36,12,20,14,18,36,14,18,14,18,36,14,19,16,15,36,15,10,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,23,6,16,11,0,0,0,0,0,0,0,0,0,0,0,0,79,8,4,9,79,3,8,10,79,4,8,9,79,7,4,10,79,6,5,10,79,7,3,11,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,54,6,34,6,54,3,29,14,54,3,23,20,54,8,19,19,54,9,11,26,54,4,23,19,57,0,25,18,75,0,11,5,4,5,59,0,3,9,14,15,59,0,37,4,62,2,6,30,62,0,12,12,6,4,2,2,62,1,14,6,7,10,62,0,8,18,7,5,65,0,0,33,2,0,70,0,1,27,2,67,1,27,5,71,1,19,9,77,2,16,5,82,1,9,8,89,1,7,3,77,1,20,2,72,2,0,0,2,7,17,72,1,0,2,3,5,17,78,0,10,8,0,4,78,0,6,5,4,7,78,0,10,2,3,7,88,2,9,1,88,5,2,5,88,4,6,2,78,0,12,10,90,0,5,5,95,0,1,0,0,1,0,0,3,83,0,3,0,1,1,1,0,2,0,1,2,0,0,1,0,5,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.769230769230769,3.0240065119995005,1,0,0,0,0,0
CI,CIV,C<c3><b4>te d'Ivoire,3,2021-01-21,2021-01-15,100,2,69031.7360692754,2,69031.7360692754,23,100,6868963.328465113,92,4,9,87,4,10,86,4,2,94,3,47,50,4,10,86,4,26,70,4,6,90,4,7,89,4,3,93,5,7,88,4,0,96,3,18,79,5,3,92,3,26,71,91,0,6,3,90,0,5,5,98,0,1,1,53,0,22,25,90,0,2,8,74,0,8,18,94,0,3,3,93,0,3,4,97,0,2,1,93,0,4,3,100,0,0,0,82,0,4,14,97,0,2,1,74,0,15,11,0,0,17,83,83,0,10,7,0,0,29,71,71,0,10,19,90,0,9,1,90,0,4,5,1,96,0,4,0,10,1,19,70,100,100,0,0,0,32,30,21,17,0,16,31,28,25,0,14,38,26,22,0,10,46,21,23,0,10,43,22,25,0,12,20,18,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,12,24,15,0,0,0,0,0,0,0,0,0,0,0,0,81,10,1,8,81,7,6,6,81,7,7,5,81,8,6,5,81,9,4,6,81,10,4,5,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,83,12,0,9,63,28,0,9,51,40,0,8,65,27,0,10,34,56,0,7,54,39,0,0,67,33,33,0,19,22,10,16,0,0,3,13,43,41,0,1,98,1,0,0,21,79,0,0,23,34,26,12,3,2,0,0,36,17,27,20,0,3,13,48,33,3,0,0,5,86,9,0,0,0,5,79,16,17,5,58,20,37,3,49,11,49,2,31,18,35,3,34,28,66,1,23,10,46,2,40,12,0,1,0,1,11,41,46,0,1,0,1,17,28,53,0,0,53,21,15,11,0,1,34,14,20,31,0,1,44,16,22,17,40,9,45,6,40,26,14,20,40,17,37,6,0,1,71,28,72,0,14,14,86,1,2,0,4,0,0,1,6,15,0,4,11,2,10,2,6,8,5,1,3,4,7,0,6,16,0,4,74,19,0,3,0,0,0,0,100,0,0,0,0,5,3,50,36,6,5,2,23,36,23,8,3,3.9672131147540988,3.296296978503576,1.5454545454545454,0.8201995322647244,8.263157894736842,7.0282637420681775,3.8777777777777778,2.321505602980351
CI,CIV,C<c3><b4>te d'Ivoire,-99,2021-01-22,2021-01-21,100,5,479900.8731539785,4,436398.1248992284,6,76,8148183.699760426,0,3,11,86,6,15,79,4,6,90,3,37,60,4,13,83,4,16,80,4,9,87,4,9,87,5,5,90,4,6,90,4,9,87,5,17,78,6,3,91,6,15,79,89,2,5,4,85,1,10,4,94,1,4,1,63,3,20,14,87,1,8,4,84,1,8,7,91,1,7,1,91,1,4,4,95,0,4,1,94,0,5,1,91,2,2,5,83,1,9,7,97,0,1,2,85,2,7,6,23,1,5,71,95,0,3,2,24,1,15,60,85,3,2,10,98,0,2,0,98,0,0,2,0,100,0,0,0,31,1,22,46,100,100,0,27,0,17,24,8,24,34,18,19,15,14,34,18,21,12,15,34,16,25,11,14,34,18,22,12,14,34,19,11,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,24,6,21,8,0,0,0,0,0,0,0,0,0,0,0,0,79,12,2,7,79,10,9,2,79,8,8,5,79,11,5,5,79,10,8,3,79,12,4,5,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,44,5,41,10,44,10,26,20,44,10,23,23,44,11,19,26,44,12,16,28,44,8,30,18,50,1,25,24,75,0,9,9,1,6,52,0,3,9,15,21,52,0,44,4,58,0,9,33,58,1,9,16,7,4,3,2,58,2,18,6,9,7,59,0,10,14,12,5,62,1,0,33,4,0,66,0,2,30,2,60,1,33,6,75,1,19,5,79,0,17,4,83,1,10,6,85,1,10,4,71,1,24,4,69,3,0,0,3,5,20,69,1,0,1,3,5,21,75,0,14,6,2,3,75,0,9,8,1,7,75,0,13,3,4,5,87,0,13,0,87,7,3,3,87,7,4,2,78,0,12,10,90,0,4,6,96,0,0,0,0,1,1,0,2,85,0,2,0,2,1,2,0,0,0,0,1,0,1,0,2,4,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.12,3.1,1.3333333333333333,0.5773502691896257,0,0,0,0
