ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
DZ,DZA,Algeria,1,2020-12-28,2020-12-23,100,1,58255.762585839104,0,0,63,100,5294550.438506807,98,2,2,96,3,12,85,3,3,94,3,32,65,2,17,81,2,21,77,2,10,88,3,7,90,3,4,93,3,5,92,3,9,88,3,18,79,3,7,90,3,22,75,98,0,0,2,88,0,5,7,97,0,2,1,68,1,5,26,83,0,4,13,79,1,9,11,90,0,5,5,93,0,5,2,96,0,2,2,95,1,4,0,91,0,5,4,82,1,5,12,93,0,2,5,78,0,12,10,0,0,25,75,75,1,15,9,0,2,22,76,78,1,6,15,94,0,0,6,0,94,0,4,2,0,96,0,1,2,1,9,4,10,77,100,0,0,0,14,26,29,31,0,2,21,36,41,0,4,32,39,25,0,4,37,33,26,0,3,29,26,42,0,3,12,24,61,0,90,5,2,3,90,6,2,2,90,1,7,2,90,4,3,3,90,3,4,3,90,5,3,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,42,55,0,3,58,39,0,4,40,56,0,2,56,42,0,5,16,79,0,2,38,60,0,1,58,41,42,0,36,11,3,8,0,0,4,15,42,39,0,1,97,2,0,1,14,85,0,0,41,31,11,4,5,8,0,0,21,29,26,24,0,0,18,48,25,9,0,0,6,82,12,0,1,7,83,9,58,0,36,6,42,1,50,7,60,0,36,4,44,0,35,21,84,0,12,4,62,0,36,2,0,0,6,13,22,24,35,0,0,10,10,23,29,28,0,1,35,30,15,19,0,1,10,7,30,52,0,0,15,20,30,35,65,4,24,7,65,10,11,14,65,8,15,12,0,0,34,66,34,0,15,51,85,0,5,0,1,4,0,0,5,51,0,3,7,4,10,4,1,2,1,0,2,1,0,2,0,12,0,2,49,47,0,2,0,0,100,0,0,0,0,0,0,1,1,55,31,12,1,1,14,18,41,12,13,6.60655737704918,7.967179945511021,2.44,2.1617893822787946,11.240506329113924,5.512724650631244,3.3404255319148937,2.1379982170514795
DZ,DZA,Algeria,2,2020-12-28,2020-12-26,100,1,11046.935313274,0,0,76,99,5481361.377253448,95,2,3,95,3,6,91,3,2,95,3,20,77,3,14,83,3,5,92,3,8,89,3,5,92,3,4,93,3,4,93,3,7,90,2,18,80,2,4,94,1,26,73,97,1,0,2,94,0,0,6,98,1,0,1,80,1,8,11,86,1,2,11,95,1,3,1,92,1,2,5,95,0,3,2,96,0,2,2,96,1,3,0,93,0,3,4,82,1,9,8,96,0,1,3,74,1,12,13,0,1,25,74,75,0,13,12,0,1,27,72,73,0,5,22,95,0,0,4,1,95,0,4,1,0,96,0,2,2,0,6,0,12,82,100,0,0,0,11,17,22,50,0,5,20,31,44,0,9,23,21,47,0,6,31,21,42,0,8,22,27,43,0,6,15,18,61,0,88,4,2,6,88,4,2,6,88,1,9,2,88,4,4,4,88,4,3,5,88,3,4,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,45,52,0,3,63,34,0,3,45,52,0,2,50,48,0,4,23,73,0,4,26,70,0,0,58,42,42,0,27,14,6,11,0,2,3,16,33,46,0,1,96,3,0,2,22,76,0,0,41,23,11,10,8,7,0,0,34,18,17,31,0,1,32,37,20,10,0,2,7,85,6,0,0,4,89,7,55,1,35,9,37,1,48,14,55,3,25,17,50,4,17,29,77,0,12,11,74,0,21,5,0,1,2,7,25,26,39,0,0,2,9,23,25,41,0,2,24,30,22,22,0,0,10,14,17,59,0,0,19,20,27,34,61,2,27,10,61,8,11,20,61,7,15,17,0,0,43,57,43,0,19,38,81,0,8,0,2,3,0,1,5,38,0,3,15,7,5,2,1,7,5,0,2,3,1,0,1,10,0,2,68,24,0,6,0,0,0,100,0,0,0,0,0,3,1,58,15,23,3,1,19,30,26,14,7,4.872340425531915,5.020033869955875,3.428571428571428,2.7490258014691054,12.758241758241759,5.967207907184918,2.9450549450549453,2.1774737521706067
DZ,DZA,Algeria,3,2020-12-28,2020-12-26,100,0,0,0,0,74,100,4854736.190714553,97,4,2,94,5,6,89,4,3,93,4,31,65,4,9,87,4,16,80,4,11,85,5,3,92,4,5,91,4,4,92,5,7,88,4,24,72,4,5,91,2,26,72,98,1,1,0,94,0,2,4,97,0,2,1,69,4,12,15,91,0,6,3,84,2,7,7,89,2,6,3,97,0,3,0,95,1,1,3,96,0,3,1,93,0,5,2,76,3,6,15,95,1,4,0,74,0,17,9,0,0,26,74,74,0,14,12,0,0,35,65,65,0,15,20,85,0,4,10,1,85,0,11,4,0,89,0,5,6,0,15,0,8,77,100,0,0,0,9,24,24,43,0,5,20,32,43,0,8,38,30,24,0,9,35,27,29,0,5,34,29,32,0,9,21,21,49,0,92,4,1,3,92,4,1,3,92,3,4,1,92,2,3,3,92,4,1,3,92,3,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,50,48,0,2,73,25,0,3,37,60,0,3,48,49,0,4,9,87,0,3,28,69,0,0,57,43,43,0,38,13,2,4,0,0,5,21,28,46,0,0,100,0,0,2,27,71,0,0,39,37,7,7,5,5,0,0,42,20,18,20,0,1,32,42,20,5,0,0,7,88,5,0,2,6,88,4,50,2,38,10,27,2,61,10,63,2,29,6,52,2,23,23,91,0,5,4,72,1,24,3,0,1,4,9,21,27,38,0,1,4,7,27,21,40,0,2,39,23,16,20,0,2,7,11,15,65,0,0,13,23,24,40,64,9,20,7,64,13,13,10,64,10,17,9,0,1,61,38,62,0,14,24,86,0,1,3,2,1,0,2,5,25,0,7,7,7,5,1,1,13,3,0,5,6,7,1,2,10,0,2,76,22,0,0,0,0,0,0,100,0,0,0,0,3,2,47,30,18,3,0,12,25,36,10,14,7.529411764705881,8.37222298120749,2.8076923076923075,2.05949956580196,13.494252873563218,6.080608834300767,3.4444444444444446,2.1521408787640834
DZ,DZA,Algeria,4,2020-12-28,2020-12-25,100,2,127415.86640445421,2,127415.86640445421,70,100,4170969.885475896,96,4,4,92,3,9,88,3,5,92,5,19,76,4,13,83,5,12,83,4,7,89,3,6,91,4,2,94,4,2,94,4,6,90,4,15,81,3,4,93,2,27,71,96,0,0,4,91,1,1,7,95,1,3,1,81,0,9,10,87,1,7,5,88,0,7,5,93,0,2,5,94,1,4,1,98,0,1,1,98,0,2,0,94,0,2,4,85,0,5,10,96,0,2,2,73,2,16,9,0,0,24,76,76,0,13,11,0,0,29,71,71,1,9,19,91,0,4,5,0,91,0,6,3,0,94,0,2,4,0,10,3,12,75,100,0,0,0,17,21,25,37,0,10,18,25,47,0,16,30,19,35,0,26,25,15,34,0,24,26,19,31,0,25,13,16,46,0,88,6,3,3,88,4,3,5,88,5,4,3,88,5,2,5,88,5,3,4,88,6,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,64,33,0,1,85,14,0,6,43,51,0,6,46,48,0,6,18,76,0,5,24,71,0,0,48,52,52,0,22,18,4,4,0,0,3,8,40,49,0,0,97,3,0,3,15,82,0,0,37,43,15,5,0,0,0,0,38,21,21,20,0,1,15,51,22,11,0,0,10,85,5,0,1,16,80,3,36,1,58,5,15,3,75,7,57,2,37,4,54,1,29,16,82,1,14,3,76,0,22,2,0,1,2,8,20,23,46,0,0,2,8,17,30,43,0,3,48,30,4,15,0,0,11,19,25,45,0,0,19,28,20,33,53,6,32,9,53,20,10,17,53,16,21,10,0,2,48,50,50,0,15,35,85,3,2,1,0,1,1,0,7,37,0,3,7,2,7,3,1,4,5,0,3,3,10,0,2,13,0,1,73,24,0,2,0,0,0,0,0,100,0,0,0,3,1,61,21,14,3,2,10,20,38,21,6,8.934782608695652,8.774716643511233,3,2.8444523358476395,10,6.734196135424142,3.793478260869566,2.3324657682293597
DZ,DZA,Algeria,5,2020-12-28,2020-12-24,100,1,9524.78503532107,1,9524.78503532107,94,100,3697257.1285986765,93,2,2,96,1,6,93,1,1,98,1,12,87,2,11,87,2,13,85,2,6,92,2,6,92,3,0,97,1,1,98,1,3,96,0,12,88,2,1,97,1,19,80,98,0,1,1,94,0,2,4,99,0,0,1,88,0,7,5,89,0,3,8,87,0,7,6,94,0,3,3,94,0,5,1,100,0,0,0,99,0,1,0,97,0,2,1,88,0,6,6,99,0,1,0,81,0,9,10,0,0,30,70,70,0,11,19,0,0,29,71,71,0,8,21,92,0,2,6,0,92,0,5,3,0,95,0,0,5,0,8,3,15,74,100,0,0,0,18,22,29,31,0,20,20,21,39,0,26,29,19,26,0,27,27,18,28,0,24,29,17,30,0,34,9,16,41,0,85,5,3,7,85,5,4,6,85,2,9,4,85,6,1,8,85,6,4,5,85,6,3,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,7,44,49,0,2,83,15,0,6,37,57,0,7,44,49,0,7,14,79,0,6,15,79,0,0,49,51,51,1,25,13,2,8,0,2,1,8,37,52,0,2,98,0,0,0,26,74,0,0,46,33,13,4,2,2,0,0,44,23,17,16,0,1,34,47,15,3,0,0,18,80,2,0,3,24,71,2,56,1,36,7,17,1,77,5,63,1,31,5,56,1,29,14,86,0,10,4,85,0,12,3,0,0,0,4,25,34,37,0,0,0,4,18,31,47,0,3,42,28,17,10,0,0,10,11,19,60,0,0,15,18,19,48,67,6,14,13,67,14,6,13,67,9,16,8,0,0,46,54,46,0,15,39,85,2,2,0,0,0,1,0,10,39,0,4,8,4,8,0,1,10,2,0,2,6,3,0,4,9,0,2,83,15,0,0,0,0,0,0,0,0,100,0,0,4,3,63,18,12,4,1,6,28,37,14,10,5.833333333333333,6.496152707564687,3.56,2.8879058156387303,9.3,7.557221328166759,3.704545454545455,2.018074027264444
DZ,DZA,Algeria,-99,2020-12-30,2020-12-30,170,9,522150.69114450604,4,284434.45201226894,97,130,8977786.011188012,0,8,11,151,8,17,145,8,13,149,8,38,124,9,35,126,8,30,132,11,14,145,8,16,146,10,15,145,7,10,153,6,8,156,7,27,136,10,18,142,7,46,117,159,3,5,3,153,2,8,7,157,2,8,3,132,3,19,16,135,1,17,17,140,2,9,19,156,2,5,7,154,1,8,7,155,3,9,3,160,1,7,2,162,2,3,3,143,4,10,13,152,1,8,9,124,5,30,11,39,1,44,86,132,2,18,18,46,6,33,85,137,3,4,26,166,0,2,2,0,166,0,3,1,0,167,0,3,0,0,63,5,17,85,170,0,57,3,20,26,28,36,82,12,26,22,28,82,17,25,25,21,82,17,28,21,22,82,21,26,18,23,82,22,25,8,33,0,153,4,5,8,153,7,5,5,153,4,8,5,153,6,3,8,153,6,5,6,153,7,2,8,170,0,0,0,170,0,0,0,170,0,0,0,170,0,0,0,170,0,0,0,170,0,0,0,170,0,0,0,170,0,0,0,170,0,0,0,170,0,0,0,170,0,0,0,170,0,0,0,93,8,40,29,93,3,55,19,93,5,29,43,93,5,32,40,93,7,14,56,93,2,27,48,95,1,33,41,137,1,20,7,2,3,100,3,3,8,26,30,100,4,63,3,105,2,13,50,105,1,26,20,6,5,4,3,105,1,37,8,12,7,106,3,13,27,18,3,113,1,10,44,2,122,1,10,35,2,130,2,33,5,115,2,44,9,141,2,21,6,138,1,24,7,156,1,9,4,143,1,23,3,126,0,1,1,12,12,18,126,0,1,2,13,12,16,134,0,14,17,0,5,134,0,3,6,7,20,134,0,6,7,9,14,158,1,10,1,158,5,5,2,158,3,7,2,137,1,11,21,149,0,4,17,167,1,0,0,0,1,0,0,1,157,0,1,1,0,1,1,1,0,0,0,0,1,2,0,1,4,170,0,0,0,0,0,170,0,0,0,0,0,0,0,0,170,0,0,0,0,170,0,0,0,0,0,0,7.545652173913044,8.29178191602958,2.925925925925926,2.4007358795862497,0,0,0,0
DZ,DZA,Algeria,1,2020-12-30,2020-12-24,100,1,58255.762585839104,0,0,61,100,5839127.145535866,97,1,2,97,2,11,87,2,2,96,2,31,67,2,19,79,2,15,83,1,12,87,2,4,94,2,5,93,2,4,94,2,6,92,2,23,75,2,5,93,2,26,72,98,0,0,2,89,0,5,6,98,0,1,1,69,1,6,24,81,0,6,13,85,0,7,8,88,0,6,6,96,0,2,2,95,0,2,3,96,1,3,0,94,0,4,2,77,2,6,15,95,0,2,3,74,0,14,12,0,0,23,77,77,1,13,9,0,2,18,80,82,1,5,12,95,0,0,5,0,95,0,3,2,0,97,0,1,1,1,8,3,10,79,100,0,0,0,12,24,28,36,0,3,22,35,40,0,6,25,37,32,0,5,32,31,32,0,5,21,26,48,0,5,12,19,64,0,90,4,1,5,90,4,2,4,90,1,7,2,90,3,3,4,90,3,2,5,90,4,3,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,45,52,0,3,58,39,0,4,40,56,0,3,56,41,0,5,20,75,0,2,45,53,0,1,58,41,42,0,34,11,6,7,0,0,4,16,42,38,0,1,97,2,0,1,14,85,0,0,43,30,10,5,5,7,0,0,19,29,28,24,0,0,19,46,27,8,0,0,6,87,7,0,0,6,87,7,55,1,40,4,42,2,52,4,60,1,36,3,44,1,33,22,80,0,15,5,55,1,42,2,0,0,4,12,19,27,38,0,0,9,13,20,31,27,0,1,38,29,15,17,0,0,9,14,28,49,0,0,15,24,30,31,61,5,25,9,61,13,13,13,61,10,19,10,0,0,25,75,25,0,18,57,82,0,7,0,1,5,0,0,5,57,0,3,6,4,9,4,1,0,1,0,1,1,0,2,0,11,0,2,46,51,0,1,0,0,100,0,0,0,0,0,0,3,0,52,32,13,3,0,14,18,43,12,10,6.955882352941177,8.891441169771346,2.5652173913043477,2.2927967629180372,11.650602409638553,5.41775251516751,3.204301075268817,2.1546670265553605
DZ,DZA,Algeria,2,2020-12-30,2020-12-27,100,0,0,0,0,81,100,6413338.910521061,95,3,3,94,3,6,91,3,0,97,3,26,71,3,17,80,3,12,85,3,9,88,3,9,88,3,6,91,3,4,93,3,4,93,1,21,78,1,6,93,1,21,78,97,0,1,2,94,0,1,5,100,0,0,0,74,0,13,13,83,0,3,14,88,0,7,5,91,0,3,6,91,0,6,3,94,0,3,3,96,0,4,0,96,0,3,1,79,0,11,10,94,0,2,4,79,0,13,8,0,0,23,77,77,0,12,11,0,0,38,62,62,0,6,32,94,0,1,4,1,94,0,3,3,0,97,0,1,2,0,6,0,8,86,100,0,0,0,10,13,33,44,0,3,18,27,52,0,7,26,20,47,0,4,30,18,48,0,6,22,22,50,0,7,12,15,66,0,92,4,0,4,92,4,0,4,92,2,3,3,92,4,2,2,92,3,2,3,92,3,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,4,49,47,0,3,69,28,0,2,53,45,0,2,54,44,0,3,20,77,0,2,24,74,0,0,57,43,43,0,27,13,5,12,0,1,4,12,42,41,0,1,96,3,0,1,25,74,0,0,37,28,10,10,7,8,0,0,32,14,23,31,0,2,25,38,23,12,0,0,4,87,9,0,0,6,85,9,51,1,39,9,31,1,53,15,47,1,34,18,46,1,29,24,80,1,9,10,76,1,17,6,0,1,2,8,24,27,38,0,1,2,10,15,25,47,0,1,33,26,22,18,0,1,13,10,22,54,0,0,20,17,29,34,63,2,28,7,63,8,13,16,63,10,10,17,0,0,50,50,50,1,13,36,87,0,2,0,2,2,2,0,5,37,0,3,16,5,6,5,0,5,8,0,2,0,2,0,0,11,0,1,68,25,0,6,0,0,0,100,0,0,0,0,0,3,0,58,19,20,3,0,19,26,24,14,14,4.849056603773585,5.318314605844073,4.052631578947368,2.634676539508457,12.966666666666669,5.292458064033249,3.117021276595745,2.2377810773353306
DZ,DZA,Algeria,3,2020-12-30,2020-12-27,100,0,0,0,0,50,99,5091994.566298311,96,2,1,97,2,4,94,2,3,95,1,23,76,2,11,87,1,13,86,2,10,88,2,4,94,2,2,96,1,5,94,2,7,91,3,24,73,2,5,93,2,17,81,99,0,0,1,96,0,1,3,97,0,1,2,77,2,9,12,89,0,2,9,87,2,4,7,90,2,4,4,96,0,4,0,98,0,0,2,95,0,4,1,93,0,3,4,76,2,3,19,95,0,4,1,83,0,8,9,0,1,21,78,79,0,12,9,0,1,36,63,64,1,9,26,91,0,0,8,1,91,0,5,4,0,95,0,3,2,0,11,1,6,82,100,0,0,0,11,15,28,46,0,5,21,28,46,0,9,39,26,26,0,6,33,25,36,0,6,30,27,37,0,10,20,14,56,0,94,3,0,3,94,2,1,3,94,3,1,2,94,2,2,2,94,2,1,3,94,2,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,56,44,0,0,82,18,0,3,40,57,0,2,46,52,0,3,12,85,0,1,28,71,0,0,56,44,44,0,36,9,2,9,0,0,5,17,32,46,0,0,99,1,0,1,20,79,0,0,34,37,10,12,5,2,0,0,49,14,17,20,0,0,30,47,16,7,0,0,8,87,5,0,2,5,91,2,44,1,44,11,18,1,65,16,60,2,28,10,54,2,20,24,88,0,7,5,72,1,22,5,0,1,1,6,17,24,51,0,0,2,5,22,25,46,0,2,28,27,22,21,0,0,9,9,17,65,0,0,10,21,28,41,69,5,20,6,69,12,11,8,69,10,12,9,0,0,64,36,64,0,12,24,88,1,0,1,1,1,1,1,6,24,0,5,5,6,8,4,0,9,6,1,3,6,6,2,2,13,0,2,76,22,0,0,0,0,0,0,100,0,0,0,0,4,1,50,29,16,4,1,14,30,27,9,15,5.5,7.885205805065286,2.3333333333333335,1.6532795690182993,13.164835164835164,6.083244266496357,3.344444444444444,2.318276728792515
DZ,DZA,Algeria,4,2020-12-30,2020-12-26,100,2,127415.86640445421,2,127415.86640445421,64,100,4272147.4216784295,95,3,4,93,4,9,87,4,3,93,5,19,76,4,10,86,4,12,84,4,6,90,4,3,93,4,2,94,3,4,93,4,5,91,3,17,80,3,4,93,2,23,75,96,0,1,3,91,0,2,7,97,0,1,2,81,0,8,11,90,0,6,4,88,0,8,4,94,0,2,4,97,0,3,0,98,0,2,0,96,0,4,0,95,0,2,3,83,0,10,7,96,0,2,2,77,1,13,9,0,0,23,77,77,0,11,12,0,2,26,72,74,1,8,17,92,0,3,5,0,92,0,4,4,0,96,0,1,3,0,11,2,14,73,100,0,0,0,15,23,23,39,0,11,21,19,49,0,18,30,19,33,0,24,25,22,29,0,17,32,23,28,0,26,11,21,42,0,86,4,7,3,86,5,2,7,86,3,7,4,86,4,3,7,86,5,2,7,86,4,1,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,60,35,0,6,70,24,0,10,36,54,0,9,39,52,0,10,15,75,0,9,22,69,0,2,42,56,58,0,22,13,3,4,0,0,3,12,38,47,0,0,98,2,0,4,13,83,0,0,40,38,15,3,2,2,0,0,51,15,16,18,0,1,19,52,21,7,0,0,9,86,5,0,0,10,87,3,40,0,53,7,30,0,64,6,64,1,30,5,61,0,27,12,85,0,11,4,78,0,19,3,0,2,2,8,18,25,45,0,0,2,7,21,23,47,0,2,47,33,5,13,0,0,11,16,21,52,0,0,18,31,19,32,51,6,37,6,51,22,8,19,51,19,15,15,0,1,43,56,44,0,23,33,77,3,7,1,0,1,1,1,9,34,0,4,8,2,8,3,1,3,5,0,4,5,7,1,1,14,0,0,72,25,0,3,0,0,0,0,0,100,0,0,0,4,1,57,25,13,4,2,9,25,37,16,7,10.170212765957446,10.168833777210105,3.05,2.781044862334261,10.241379310344827,6.7461712090902095,3.7717391304347827,2.243933266081638
