ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BY,BLR,Belarus,2,2021-01-01,2020-12-27,100,2,41031.1941404036,2,41031.1941404036,150,100,2172651.1859353934,97,2,5,93,1,23,76,2,6,92,0,56,44,1,35,64,2,25,73,2,17,81,1,8,91,2,9,89,2,10,88,2,21,77,2,33,65,2,6,92,1,33,66,95,0,2,3,77,0,6,17,94,0,6,0,44,1,14,41,65,0,8,27,75,0,13,12,83,1,6,10,92,0,5,3,91,0,4,5,90,0,10,0,79,0,12,9,67,1,10,22,94,0,2,4,67,1,12,20,0,0,51,49,49,0,26,25,0,0,49,51,51,0,16,33,84,7,7,2,84,7,9,0,93,0,0,7,0,16,0,26,58,100,0,0,18,29,24,29,0,1,19,35,45,0,2,16,32,50,0,2,38,24,36,0,1,13,16,70,0,2,3,13,82,74,5,5,16,74,9,4,13,74,6,8,12,74,8,7,11,74,8,3,15,74,7,9,10,74,2,0,24,74,2,0,24,74,2,1,23,74,2,2,22,74,1,5,20,74,1,3,22,74,2,1,23,93,1,1,5,93,1,1,5,93,1,0,6,93,1,2,4,93,0,3,4,0,1,50,49,0,0,79,21,0,5,43,52,0,1,63,36,0,2,22,76,0,1,36,63,0,0,64,36,36,0,34,14,6,10,0,0,1,5,41,53,0,0,100,0,0,1,25,74,0,0,63,19,7,6,0,5,0,0,24,21,26,29,0,1,18,40,31,10,0,0,9,90,1,0,0,9,89,2,50,1,45,4,21,2,72,5,57,1,39,3,37,2,50,11,78,0,19,3,64,0,32,4,0,3,5,8,27,19,38,0,0,6,13,23,23,35,0,2,22,61,10,5,0,1,5,16,34,44,0,0,17,38,24,21,45,4,39,12,45,19,12,24,45,18,18,19,0,1,68,31,69,14,17,86,0,0,0,3,0,2,2,7,18,0,1,11,3,12,0,8,6,8,0,4,8,0,0,1,20,0,3,38,59,0,0,0,0,0,100,0,0,0,0,0,3,2,57,28,10,3,2,31,35,19,7,3,5.611111111111111,6.181652897960279,3.414634146341464,2.408065715009638,11.417582417582418,5.752421584893973,2.358695652173913,1.1538899497979107
BY,BLR,Belarus,3,2021-01-01,2020-12-30,100,4,92962.5003817834,3,78485.4447777777,168,100,2536778.8190863836,97,2,9,89,1,19,80,1,9,90,0,41,59,1,32,67,1,18,81,1,14,85,1,10,89,1,4,95,1,10,89,2,8,90,1,23,76,1,7,92,0,32,68,91,1,6,2,81,0,14,5,91,0,8,1,59,2,23,16,68,2,15,15,82,1,14,3,86,0,8,6,90,2,6,2,96,0,3,1,90,0,10,0,92,1,5,2,77,3,10,10,93,1,4,2,68,2,20,10,0,0,45,55,55,0,14,31,0,0,52,48,48,1,20,31,80,14,5,1,80,1,19,0,99,0,0,1,0,21,0,28,51,100,0,0,20,26,23,31,0,0,17,28,55,0,2,25,35,38,0,1,37,32,30,0,2,10,26,62,0,2,7,6,85,72,7,6,15,72,10,3,15,72,7,7,14,72,11,8,9,72,10,4,14,72,9,9,10,43,3,0,54,43,3,1,53,43,2,5,50,43,3,3,51,43,2,4,51,43,2,12,43,43,3,2,52,80,1,4,15,80,1,4,15,80,2,1,17,80,1,7,12,80,3,4,13,0,3,45,52,0,0,81,19,0,2,33,65,0,1,53,46,0,3,23,74,0,3,31,66,0,0,59,41,41,0,32,11,7,9,0,0,0,8,38,54,0,0,100,0,0,0,32,68,0,0,66,21,6,1,2,4,0,0,33,13,30,24,0,1,16,49,26,8,0,0,11,87,2,0,0,16,84,0,55,0,39,6,19,1,76,4,67,0,29,4,47,0,43,10,77,0,16,7,69,0,31,0,0,0,1,11,29,20,39,0,0,1,14,32,21,32,0,0,37,47,10,6,0,0,4,13,32,51,0,0,21,38,24,17,41,7,37,15,41,17,21,21,41,22,25,12,0,0,64,36,64,16,20,84,0,0,0,1,1,5,1,8,20,0,4,8,12,11,1,2,5,5,0,4,7,5,1,6,9,0,1,45,52,0,2,0,0,0,0,100,0,0,0,0,2,1,59,31,7,2,0,23,40,30,5,0,6.305084745762713,5.819865614303856,4.416666666666667,2.852317353611671,12.766666666666667,5.272463978491876,2.484536082474227,1.2257089960326335
BY,BLR,Belarus,4,2021-01-01,2020-12-30,100,4,105893.62810983669,3,79015.92460983669,172,100,2414055.2823717324,95,2,7,91,4,21,75,1,13,86,2,46,52,2,33,65,2,22,76,2,19,79,1,12,87,2,3,95,2,13,85,2,10,88,3,27,70,2,10,88,2,30,68,93,0,6,1,79,2,12,7,87,2,9,2,54,6,26,14,67,4,15,14,78,0,15,7,81,2,6,11,88,0,11,1,97,1,2,0,87,2,10,1,90,0,9,1,73,3,14,10,90,1,9,0,70,4,15,11,0,0,49,51,51,0,17,32,0,1,49,50,51,0,20,29,80,11,8,1,80,9,11,0,91,0,2,7,0,21,0,32,47,100,0,0,19,31,17,33,0,13,21,24,42,0,12,23,27,38,0,8,41,20,31,0,10,14,16,60,0,14,3,13,70,68,15,5,12,68,15,6,11,68,16,7,9,68,15,8,9,68,18,4,10,68,16,10,6,61,2,0,37,61,2,0,37,61,2,3,34,61,2,6,31,61,1,6,32,61,2,5,32,61,2,2,35,87,2,1,10,87,2,1,10,87,1,3,9,87,0,6,7,87,3,3,7,0,3,49,48,0,1,85,14,0,3,39,58,0,2,60,38,0,2,15,83,0,3,33,64,0,1,61,38,39,0,39,8,7,7,0,0,1,10,36,53,0,0,100,0,0,1,25,74,0,0,67,19,8,5,0,1,0,0,29,17,28,26,0,0,18,46,28,8,0,0,19,78,3,0,0,18,80,2,51,1,45,3,15,2,80,3,61,0,30,9,40,1,45,14,85,0,11,4,67,1,30,2,0,0,1,5,31,25,38,0,0,1,8,28,25,38,0,1,41,50,3,5,0,0,4,15,23,58,0,0,23,43,22,12,34,4,50,12,34,32,12,22,34,30,13,23,0,0,76,24,76,16,8,84,2,1,0,1,1,4,1,6,8,1,2,15,4,14,0,4,9,17,0,6,4,0,1,4,11,0,0,38,62,0,0,0,0,0,0,0,100,0,0,0,2,4,63,26,5,2,5,21,35,26,9,2,8.737704918032787,8.95898364649373,4.2368421052631575,2.8420986776173636,13.153846153846152,5.051233241987274,2.3258426966292136,1.17526864336005
BY,BLR,Belarus,5,2021-01-01,2020-12-26,100,6,145998.2805534049,4,93403.6845705273,201,100,2362034.8129712124,97,5,10,85,6,22,72,4,10,86,4,38,58,4,27,69,5,19,76,7,14,79,6,11,83,6,4,90,5,11,84,4,13,83,6,23,71,6,11,83,5,31,64,90,0,6,4,78,0,12,10,90,0,7,3,62,3,20,15,73,1,12,14,81,0,10,9,86,1,5,8,89,0,8,3,96,0,2,2,89,0,8,3,87,0,7,6,77,2,12,9,89,1,6,4,69,3,12,16,0,0,59,41,41,0,21,38,0,1,49,50,51,1,22,26,78,17,3,2,78,6,16,0,94,1,0,5,0,24,4,29,43,100,0,0,17,28,25,30,0,14,20,20,46,0,21,19,25,35,0,18,26,19,37,0,17,16,13,54,0,21,5,7,67,71,13,7,9,71,13,6,10,71,13,8,8,71,14,8,7,71,14,5,10,71,16,4,9,70,1,0,29,70,1,0,29,70,1,1,28,70,1,1,28,70,1,1,28,70,1,8,21,70,1,1,28,91,0,0,9,91,0,0,9,91,0,1,8,91,0,3,6,91,0,0,9,0,4,43,53,0,2,76,22,0,5,29,66,0,3,46,51,0,5,14,81,0,4,26,70,0,1,52,47,48,0,28,12,5,7,0,0,0,8,42,50,0,0,100,0,0,0,22,78,0,0,70,15,7,4,1,3,0,1,30,20,23,26,0,0,28,48,18,6,0,2,20,76,2,0,2,21,74,3,57,2,35,6,24,1,73,2,71,2,26,1,54,1,33,12,86,1,11,2,74,1,22,3,0,1,2,7,35,15,40,0,0,1,7,33,23,36,0,1,33,54,7,5,0,0,3,9,19,69,0,0,9,38,28,25,53,8,34,5,53,30,10,7,53,21,19,7,0,2,59,39,61,14,25,86,3,1,0,0,1,3,0,6,27,1,2,6,5,7,0,3,8,11,0,3,3,0,2,4,18,0,1,35,64,0,0,0,0,0,0,0,0,100,0,0,2,5,60,24,9,2,4,25,40,22,7,0,7.509090909090908,6.825531392344393,4.439024390243903,3.781856557881359,13.296774193548389,4.6531534798621115,1.7741935483870968,1.0228799098417782
BY,BLR,Belarus,-99,2021-01-02,2020-12-31,100,6,129356.5885095701,5,102478.88500957009,93,73,2578946.3606016003,0,9,7,84,9,21,70,10,10,80,3,43,54,4,31,65,6,27,67,7,20,73,7,10,83,8,7,85,6,11,83,8,10,82,4,25,71,8,16,76,6,32,62,93,3,3,1,79,3,13,5,90,2,8,0,57,7,22,14,69,3,14,14,73,2,20,5,80,1,7,12,90,1,6,3,93,0,6,1,89,0,11,0,90,0,8,2,75,1,15,9,84,2,6,8,68,2,17,13,27,0,39,34,71,0,11,18,39,2,30,29,70,1,7,22,93,5,0,2,93,2,5,0,98,0,0,2,0,49,3,17,31,100,43,2,9,12,12,22,54,5,8,10,23,54,6,8,12,20,54,6,9,11,20,54,6,6,11,23,54,8,2,4,32,85,10,1,4,85,10,1,4,85,7,5,3,85,8,4,3,85,11,0,4,85,8,4,3,70,3,1,26,70,3,1,26,70,0,7,23,70,2,4,24,70,2,4,24,70,2,5,23,70,2,2,26,92,3,0,5,92,2,1,5,92,3,0,5,92,2,3,3,92,3,1,4,64,2,16,18,64,1,25,10,64,2,8,26,64,1,22,13,64,3,6,27,64,2,10,24,70,0,18,12,82,0,13,5,0,0,72,1,1,3,11,12,72,2,26,0,78,1,3,18,78,0,12,6,2,1,0,1,78,0,8,1,8,5,79,3,4,7,6,1,83,0,5,12,0,85,1,5,9,0,85,2,11,2,77,1,20,2,92,2,6,0,80,3,9,8,94,1,3,2,91,2,6,1,86,0,0,1,1,3,9,86,0,0,1,1,4,8,89,0,3,7,1,0,89,1,0,1,5,4,89,0,2,9,0,0,90,3,3,4,90,4,1,5,90,1,5,4,90,1,2,7,93,4,3,100,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,10.23076923076923,9.263571945107687,4,3.086974532565159,0,0,0,0
BY,BLR,Belarus,2,2021-01-02,2020-12-27,100,2,41031.1941404036,2,41031.1941404036,154,100,2180563.5586661566,97,2,5,93,1,23,76,2,6,92,0,56,44,1,35,64,2,24,74,2,18,80,1,8,91,2,9,89,2,10,88,2,21,77,2,33,65,2,7,91,1,33,66,95,0,2,3,77,0,7,16,94,0,6,0,44,1,15,40,65,0,8,27,76,0,13,11,82,1,6,11,92,0,5,3,91,0,4,5,90,0,10,0,79,0,12,9,67,1,10,22,93,0,3,4,67,1,13,19,0,0,51,49,49,0,25,26,0,0,48,52,52,0,16,32,84,7,7,2,84,7,9,0,93,0,0,7,0,16,0,26,58,100,0,0,17,29,24,30,0,1,19,34,46,0,2,16,31,51,0,2,40,22,36,0,1,13,16,70,0,2,3,12,83,74,5,5,16,74,9,4,13,74,6,8,12,74,8,7,11,74,8,3,15,74,7,9,10,74,2,0,24,74,2,0,24,74,2,1,23,74,2,2,22,74,1,5,20,74,1,3,22,74,2,1,23,93,1,1,5,93,1,1,5,93,1,0,6,93,1,2,4,93,0,3,4,0,1,50,49,0,0,81,19,0,5,43,52,0,1,63,36,0,2,22,76,0,1,36,63,0,1,63,36,37,0,33,14,6,10,0,0,1,5,41,53,0,0,100,0,0,1,25,74,0,0,62,19,8,6,0,5,0,0,24,20,27,29,0,1,17,41,31,10,0,0,9,90,1,0,0,9,89,2,50,1,45,4,19,2,74,5,57,1,39,3,37,2,50,11,78,0,19,3,64,0,32,4,0,3,5,9,26,18,39,0,0,6,13,23,23,35,0,2,23,60,10,5,0,1,5,16,34,44,0,0,18,38,23,21,44,4,40,12,44,19,12,25,44,17,19,20,0,1,68,31,69,14,17,86,0,0,0,3,0,2,2,7,18,0,1,12,3,11,0,7,6,8,0,4,8,0,1,1,20,0,3,38,59,0,0,0,0,0,100,0,0,0,0,0,3,2,56,28,11,3,2,31,36,18,7,3,5.555555555555555,6.20061080337238,3.51219512195122,2.388743929552854,11.340659340659341,5.764295813636409,2.358695652173913,1.1538899497979107
BY,BLR,Belarus,3,2021-01-02,2020-12-30,100,4,92962.5003817834,3,78485.4447777777,167,100,2546880.5287419413,96,2,9,89,1,19,80,1,9,90,0,41,59,1,33,66,1,18,81,1,14,85,1,10,89,1,4,95,1,10,89,2,8,90,1,24,75,1,7,92,0,33,67,91,1,6,2,81,0,14,5,91,0,8,1,59,2,23,16,67,2,16,15,82,1,14,3,86,0,8,6,90,2,6,2,96,0,3,1,90,0,10,0,92,1,5,2,76,3,10,11,93,1,4,2,67,2,21,10,0,0,44,56,56,0,14,30,0,0,53,47,47,1,21,31,79,14,6,1,79,1,20,0,99,0,0,1,0,22,0,28,50,100,0,0,20,26,22,32,0,0,17,29,54,0,2,25,35,38,0,1,37,31,31,0,2,10,25,63,0,2,7,6,85,72,7,6,15,72,10,3,15,72,7,7,14,72,11,8,9,72,10,4,14,72,9,9,10,42,3,0,55,42,3,1,54,42,2,5,51,42,3,3,52,42,2,4,52,42,2,13,43,42,3,3,52,79,1,4,16,79,1,5,15,79,2,1,18,79,1,7,13,79,3,5,13,0,3,44,53,0,0,81,19,0,2,32,66,0,1,52,47,0,3,22,75,0,3,30,67,0,0,58,42,42,0,32,11,7,8,0,0,0,8,39,53,0,0,100,0,0,0,32,68,0,0,67,21,5,1,2,4,0,0,34,13,30,23,0,1,16,49,25,9,0,0,11,87,2,0,0,16,84,0,56,0,38,6,19,1,76,4,68,0,28,4,48,0,42,10,78,0,15,7,70,0,30,0,0,0,1,11,29,20,39,0,0,1,14,32,21,32,0,0,37,46,10,7,0,0,4,13,32,51,0,0,21,37,25,17,42,7,37,14,42,17,21,20,42,22,25,11,0,0,64,36,64,16,20,84,0,0,0,1,1,5,1,8,20,0,4,8,12,10,1,2,5,5,0,4,7,5,1,7,9,0,1,46,51,0,2,0,0,0,0,100,0,0,0,0,2,2,58,31,7,2,1,22,40,30,5,0,6.216666666666667,5.810836360545662,4.416666666666667,2.852317353611671,12.8,5.232139227780202,2.5104166666666665,1.2052061773093272
BY,BLR,Belarus,4,2021-01-02,2020-12-30,100,4,105893.62810983669,3,79015.92460983669,172,100,2414055.2823717324,95,2,7,91,4,21,75,1,13,86,2,46,52,2,33,65,2,22,76,2,19,79,1,12,87,2,3,95,2,13,85,2,10,88,3,27,70,2,10,88,2,30,68,93,0,6,1,79,2,12,7,87,2,9,2,54,6,26,14,67,4,15,14,78,0,15,7,81,2,6,11,88,0,11,1,97,1,2,0,87,2,10,1,90,0,9,1,73,3,14,10,90,1,9,0,70,4,15,11,0,0,49,51,51,0,17,32,0,1,49,50,51,0,20,29,80,11,8,1,80,9,11,0,91,0,2,7,0,21,0,32,47,100,0,0,19,31,17,33,0,13,21,24,42,0,12,23,27,38,0,8,41,20,31,0,10,14,16,60,0,14,3,13,70,68,15,5,12,68,15,6,11,68,16,7,9,68,15,8,9,68,18,4,10,68,16,10,6,61,2,0,37,61,2,0,37,61,2,3,34,61,2,6,31,61,1,6,32,61,2,5,32,61,2,2,35,87,2,1,10,87,2,1,10,87,1,3,9,87,0,6,7,87,3,3,7,0,3,49,48,0,1,85,14,0,3,39,58,0,2,60,38,0,2,15,83,0,3,33,64,0,1,61,38,39,0,39,8,7,7,0,0,1,10,36,53,0,0,100,0,0,1,25,74,0,0,67,19,8,5,0,1,0,0,29,17,28,26,0,0,18,46,28,8,0,0,19,78,3,0,0,18,80,2,51,1,45,3,15,2,80,3,61,0,30,9,40,1,45,14,85,0,11,4,67,1,30,2,0,0,1,5,31,25,38,0,0,1,8,28,25,38,0,1,41,50,3,5,0,0,4,15,23,58,0,0,23,43,22,12,34,4,50,12,34,32,12,22,34,30,13,23,0,0,76,24,76,16,8,84,2,1,0,1,1,4,1,6,8,1,2,15,4,14,0,4,9,17,0,6,4,0,1,4,11,0,0,38,62,0,0,0,0,0,0,0,100,0,0,0,2,4,63,26,5,2,5,21,35,26,9,2,8.737704918032787,8.95898364649373,4.2368421052631575,2.8420986776173636,13.153846153846152,5.051233241987274,2.3258426966292136,1.17526864336005
BY,BLR,Belarus,5,2021-01-02,2020-12-26,100,6,145998.2805534049,4,93403.6845705273,201,100,2362034.8129712124,97,5,10,85,6,22,72,4,10,86,4,38,58,4,27,69,5,19,76,7,14,79,6,11,83,6,4,90,5,11,84,4,13,83,6,23,71,6,11,83,5,31,64,90,0,6,4,78,0,12,10,90,0,7,3,62,3,20,15,73,1,12,14,81,0,10,9,86,1,5,8,89,0,8,3,96,0,2,2,89,0,8,3,87,0,7,6,77,2,12,9,89,1,6,4,69,3,12,16,0,0,59,41,41,0,21,38,0,1,49,50,51,1,22,26,78,17,3,2,78,6,16,0,94,1,0,5,0,24,4,29,43,100,0,0,17,28,25,30,0,14,20,20,46,0,21,19,25,35,0,18,26,19,37,0,17,16,13,54,0,21,5,7,67,71,13,7,9,71,13,6,10,71,13,8,8,71,14,8,7,71,14,5,10,71,16,4,9,70,1,0,29,70,1,0,29,70,1,1,28,70,1,1,28,70,1,1,28,70,1,8,21,70,1,1,28,91,0,0,9,91,0,0,9,91,0,1,8,91,0,3,6,91,0,0,9,0,4,43,53,0,2,76,22,0,5,29,66,0,3,46,51,0,5,14,81,0,4,26,70,0,1,52,47,48,0,28,12,5,7,0,0,0,8,42,50,0,0,100,0,0,0,22,78,0,0,70,15,7,4,1,3,0,1,30,20,23,26,0,0,28,48,18,6,0,2,20,76,2,0,2,21,74,3,57,2,35,6,24,1,73,2,71,2,26,1,54,1,33,12,86,1,11,2,74,1,22,3,0,1,2,7,35,15,40,0,0,1,7,33,23,36,0,1,33,54,7,5,0,0,3,9,19,69,0,0,9,38,28,25,53,8,34,5,53,30,10,7,53,21,19,7,0,2,59,39,61,14,25,86,3,1,0,0,1,3,0,6,27,1,2,6,5,7,0,3,8,11,0,3,3,0,2,4,18,0,1,35,64,0,0,0,0,0,0,0,0,100,0,0,2,5,60,24,9,2,4,25,40,22,7,0,7.509090909090908,6.825531392344393,4.439024390243903,3.781856557881359,13.296774193548389,4.6531534798621115,1.7741935483870968,1.0228799098417782
BY,BLR,Belarus,-99,2021-01-03,2021-01-01,100,8,177690.96286112303,5,138869.4418655195,72,75,2107703.4972378653,0,9,11,80,11,25,64,7,16,77,8,37,55,7,31,62,9,20,71,8,16,76,9,9,82,10,7,83,9,11,80,10,12,78,6,22,72,10,16,74,8,32,60,89,2,7,2,75,2,18,5,84,1,14,1,63,5,19,13,69,2,14,15,80,1,14,5,84,2,6,8,91,1,6,2,93,0,6,1,89,0,10,1,88,1,9,2,78,2,8,12,84,2,11,3,68,3,21,8,24,1,33,42,74,1,6,19,31,1,42,26,60,0,6,34,94,2,3,1,94,1,5,0,99,0,1,0,0,43,1,18,38,100,41,0,9,18,9,23,48,4,11,10,27,48,7,13,10,22,48,7,17,7,21,48,8,6,10,28,48,12,1,3,36,85,7,1,7,85,6,3,6,85,4,5,6,85,6,3,6,85,7,1,7,85,8,3,4,87,1,1,11,87,1,1,11,87,0,2,11,87,1,1,11,87,1,2,10,87,1,2,10,87,1,1,11,97,1,0,2,97,0,1,2,97,1,0,2,97,1,1,1,97,1,1,1,53,1,16,30,53,1,29,17,53,3,8,36,53,4,27,16,53,5,6,36,53,3,10,34,58,0,29,13,71,0,20,8,1,0,61,1,1,7,14,16,61,2,36,1,66,1,5,28,66,0,24,7,2,1,0,0,66,1,8,4,15,6,69,2,5,9,11,4,71,0,7,20,2,77,0,7,15,1,84,0,14,2,72,1,25,2,92,1,5,2,73,1,16,10,94,0,5,1,90,0,10,0,81,1,1,2,4,1,10,81,1,0,3,4,1,10,88,0,5,6,1,0,88,1,0,3,2,6,88,0,2,7,1,2,91,5,3,1,91,6,1,2,91,3,4,2,89,1,2,8,92,5,3,100,0,0,0,0,0,0,0,0,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,7.82608695652174,7.403615776770719,3.785714285714285,2.4235565546581275,0,0,0,0
