ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BA,BIH,Bosnia and Herzegovina,4,2020-12-27,2020-12-22,100,1,17916.8412443498,0,0,72,100,2009061.6826807354,98,0,3,97,0,7,93,0,3,97,0,17,83,0,9,91,0,8,92,0,7,93,0,2,98,0,4,96,0,4,96,0,4,96,0,12,88,0,3,97,0,9,91,97,0,0,3,93,0,4,3,97,0,3,0,83,0,6,11,91,0,3,6,92,0,2,6,93,0,4,3,98,0,0,2,96,0,1,3,96,0,3,1,96,0,2,2,88,0,4,8,97,0,1,2,91,0,6,3,0,0,30,70,70,0,8,22,0,0,36,64,64,0,5,31,95,2,3,0,95,2,3,98,1,0,1,5,0,13,82,100,0,1,24,37,25,13,0,6,39,36,19,0,9,39,27,25,0,8,35,36,21,0,9,18,43,30,0,10,8,20,62,87,9,1,3,87,8,3,2,87,6,4,3,87,8,3,2,87,8,2,3,87,9,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,4,23,73,0,1,64,35,0,1,42,57,0,2,54,44,0,3,15,82,0,3,8,89,0,1,42,57,58,0,22,10,5,5,0,0,0,5,24,71,0,0,100,0,0,1,15,84,0,0,41,37,10,7,3,2,0,0,31,20,14,35,0,1,15,47,18,19,0,0,6,91,3,0,2,5,91,2,77,0,22,1,36,1,63,0,58,2,34,6,46,3,38,13,85,0,13,2,92,0,8,0,0,2,0,2,7,26,63,0,1,0,1,10,28,60,0,2,31,42,18,7,0,0,7,13,23,57,0,0,14,29,28,29,57,5,34,4,57,21,6,16,57,19,10,14,0,1,66,33,67,0,19,14,81,1,3,1,1,4,3,1,5,15,0,5,4,6,12,4,4,3,6,1,8,2,8,4,3,15,0,0,59,41,0,0,0,0,0,0,100,0,0,0,1,4,54,24,17,1,4,20,44,23,4,4,3.4848484848484853,2.969861235407432,3.3333333333333335,1.5718104959867516,13.54081632653061,3.4646026455698293,2.1538461538461537,1.2642351831406204
BA,BIH,Bosnia and Herzegovina,-99,2020-12-28,2020-12-24,100,3,32493.48159630831,0,0,67,78,2015130.2093759698,0,4,5,91,3,16,81,4,6,90,3,26,71,3,19,78,4,19,77,4,10,86,5,7,88,3,9,88,3,6,91,5,5,90,3,16,81,6,2,92,1,18,81,95,2,2,1,84,2,5,9,94,1,2,3,74,3,9,14,81,3,6,10,81,5,5,9,90,2,5,3,93,1,3,3,91,2,2,5,94,1,2,3,95,1,4,0,84,3,3,10,98,0,1,1,82,4,9,5,22,0,36,42,72,0,9,19,33,2,18,47,82,0,6,12,94,1,5,0,94,3,3,97,1,2,0,41,0,6,53,100,35,4,11,17,12,21,46,6,15,16,17,46,8,12,17,17,46,6,13,17,18,46,9,11,18,16,46,9,6,11,28,95,2,2,1,95,4,1,0,95,3,2,0,95,2,2,1,95,4,0,1,95,4,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,49,3,7,41,49,1,32,18,49,3,21,27,49,1,32,18,49,1,15,35,49,1,9,41,55,2,24,19,76,0,13,1,4,6,59,1,2,4,6,28,59,1,39,1,62,0,10,28,62,0,13,11,4,6,1,3,62,1,9,7,9,12,63,2,8,13,5,9,66,1,3,28,2,72,2,0,25,1,94,0,6,0,72,0,27,1,82,0,14,4,71,1,20,8,87,0,9,4,92,0,8,0,76,0,0,2,5,3,14,76,0,0,0,7,5,12,76,0,8,9,2,5,76,0,3,3,5,13,76,0,6,4,5,9,92,3,3,2,92,3,3,2,92,3,2,3,82,0,8,10,90,0,2,8,100,0,0,0,0,0,0,0,0,92,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,2,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.5862068965517238,3.510364667455814,2.823529411764706,2.0686739145418453,0,0,0,0
BA,BIH,Bosnia and Herzegovina,2,2020-12-28,2020-12-21,100,1,9072.94148426359,0,0,87,100,1311900.0449098977,99,2,2,96,2,15,83,2,2,96,2,12,86,2,24,74,2,8,90,2,5,93,2,3,95,2,4,94,2,3,95,3,7,90,2,14,84,2,4,94,1,17,82,98,0,0,2,85,0,1,14,98,1,0,1,88,1,3,8,76,0,4,20,92,0,2,6,95,0,1,4,97,0,1,2,96,0,4,0,97,0,2,1,93,0,4,3,86,0,4,10,96,0,1,3,83,1,3,13,0,0,38,62,62,0,12,26,0,0,33,67,67,0,5,28,95,3,2,0,95,1,4,99,0,1,0,5,0,15,80,100,0,1,24,32,29,14,0,2,27,53,18,0,3,27,48,22,0,4,32,34,30,0,2,18,39,41,0,3,5,24,68,85,3,4,8,85,2,1,12,85,1,8,6,85,2,4,9,85,2,4,9,85,2,5,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,34,63,0,0,76,24,0,1,57,42,0,2,68,30,0,2,20,78,0,1,14,85,0,0,68,32,32,1,42,12,3,10,0,2,1,7,26,64,0,0,99,1,0,1,19,80,0,0,39,33,11,11,4,2,0,0,18,15,35,32,0,0,14,34,26,26,0,1,1,96,2,0,2,5,92,1,66,0,26,8,24,1,69,6,43,1,38,18,32,0,31,37,80,0,12,8,86,0,11,3,0,1,2,5,20,32,40,0,0,1,8,12,26,53,0,1,21,46,18,14,0,0,4,9,29,58,0,0,14,21,38,27,65,3,24,8,65,8,7,20,65,7,12,16,0,0,63,37,63,0,19,18,81,0,3,0,2,2,2,0,10,18,0,2,13,2,4,3,4,6,9,0,4,9,3,3,6,14,0,1,58,41,0,0,0,0,100,0,0,0,0,0,1,7,45,28,19,1,5,27,32,25,7,3,3.134615384615384,2.1875659869383717,2.4,1.4389538683690029,13.731182795698924,3.765229321921484,2.5319148936170213,1.2417653723593878
BA,BIH,Bosnia and Herzegovina,3,2020-12-28,2020-12-24,100,0,0,0,0,63,100,1241647.4136222173,97,1,0,99,1,15,84,0,2,98,1,19,80,1,23,76,2,13,85,1,7,92,2,4,94,1,4,95,1,1,98,1,3,96,1,14,85,2,2,96,2,12,86,100,0,0,0,85,1,5,9,98,0,1,1,81,0,7,12,77,0,7,16,87,1,4,8,93,0,2,5,96,0,3,1,96,0,1,3,99,0,1,0,97,0,1,2,86,1,5,8,98,0,1,1,88,2,4,6,0,0,30,70,70,1,5,24,0,0,35,65,65,1,6,28,94,4,2,0,94,2,4,98,1,1,0,7,0,10,83,100,0,1,27,30,25,17,0,4,22,51,23,0,6,39,35,20,0,4,38,36,22,0,6,23,37,34,0,6,6,31,57,90,4,2,4,90,2,3,5,90,4,3,3,90,4,2,4,90,5,0,5,90,5,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,24,74,0,1,64,35,0,2,46,52,0,2,54,44,0,2,18,80,0,2,11,87,0,0,48,52,52,0,33,11,2,2,0,0,1,6,27,66,0,0,100,0,0,1,18,81,0,0,42,31,12,11,1,3,0,0,26,23,30,21,0,3,13,44,25,15,0,0,1,96,3,0,0,1,97,2,76,0,16,8,36,1,59,4,54,0,32,14,46,0,28,26,82,0,12,6,89,0,10,1,0,1,1,3,15,29,51,0,1,0,3,12,26,58,0,0,34,47,12,7,0,1,7,13,29,50,0,1,18,31,25,25,51,2,34,13,51,16,9,24,51,15,13,21,0,1,77,22,78,0,10,12,90,0,3,0,1,1,0,1,4,13,2,4,9,4,9,3,5,7,7,1,3,3,4,5,3,18,0,1,52,45,2,0,0,0,0,100,0,0,0,0,1,4,53,30,12,1,2,27,42,19,5,4,3.4313725490196076,2.872315455939924,2.5714285714285716,1.5023790657297036,13.445652173913041,4.003745857153841,2.467391304347826,1.3214301855596344
BA,BIH,Bosnia and Herzegovina,4,2020-12-28,2020-12-22,100,1,17916.8412443498,0,0,72,100,2006991.98116486,97,0,3,97,0,7,93,0,3,97,0,17,83,0,9,91,0,8,92,0,7,93,0,2,98,0,4,96,0,4,96,0,4,96,0,12,88,0,3,97,0,9,91,97,0,0,3,93,0,4,3,97,0,3,0,83,0,6,11,91,0,3,6,92,0,2,6,93,0,4,3,98,0,0,2,96,0,1,3,96,0,3,1,96,0,2,2,88,0,4,8,97,0,1,2,91,0,6,3,0,0,30,70,70,0,8,22,0,0,36,64,64,0,5,31,95,2,3,0,95,2,3,98,1,0,1,5,0,13,82,100,0,1,24,37,25,13,0,6,39,36,19,0,9,40,27,24,0,8,35,36,21,0,9,19,42,30,0,11,8,20,61,87,9,1,3,87,8,3,2,87,6,4,3,87,8,3,2,87,8,2,3,87,9,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,23,72,0,2,64,34,0,2,42,56,0,3,53,44,0,4,15,81,0,4,8,88,0,1,42,57,58,0,22,10,5,5,0,0,0,5,25,70,0,0,100,0,0,1,15,84,0,0,40,37,10,7,3,3,0,0,32,20,14,34,0,1,15,47,18,19,0,0,6,91,3,0,2,5,91,2,77,0,22,1,36,1,63,0,58,2,34,6,47,3,37,13,85,0,13,2,92,0,8,0,0,2,0,2,7,26,63,0,1,0,1,10,28,60,0,2,31,42,18,7,0,0,7,12,23,58,0,0,13,30,28,29,57,5,34,4,57,20,6,17,57,18,10,15,0,2,65,33,67,0,19,14,81,1,3,1,1,4,3,1,5,16,0,5,4,6,12,4,4,3,6,1,8,2,8,4,3,14,0,0,60,40,0,0,0,0,0,0,100,0,0,0,1,3,54,25,17,1,3,20,45,23,4,4,3.4848484848484853,2.969861235407432,3.3333333333333335,1.5718104959867516,13.54081632653061,3.4646026455698293,2.1630434782608696,1.2603607883341128
BA,BIH,Bosnia and Herzegovina,-99,2020-12-30,2020-12-25,100,3,34737.76300884921,1,15865.189521517701,64,82,2126458.645439672,0,2,4,94,2,15,83,2,7,91,1,23,76,1,19,80,2,14,84,2,10,88,3,7,90,1,6,93,1,5,94,3,3,94,1,14,85,4,3,93,0,15,85,96,3,1,0,85,2,4,9,93,1,2,4,77,4,7,12,81,3,7,9,86,4,5,5,90,1,5,4,93,1,4,2,94,1,2,3,95,1,1,3,97,0,3,0,86,3,5,6,97,2,0,1,85,4,6,5,18,0,33,49,75,0,10,15,30,1,15,54,86,0,5,9,95,1,4,0,95,2,3,98,0,2,0,37,0,8,55,100,35,2,13,13,18,19,48,5,19,15,13,48,8,13,18,13,48,1,16,22,13,48,5,12,21,14,48,6,4,12,30,93,2,2,3,93,3,2,2,93,3,3,1,93,2,1,4,93,2,2,3,93,3,2,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,53,2,7,38,53,0,31,16,53,2,25,20,53,0,29,18,53,0,11,36,53,0,6,41,58,1,21,20,79,0,14,1,3,3,61,0,1,2,8,28,61,0,39,0,63,0,6,31,63,0,12,12,3,3,5,2,63,0,11,9,11,6,64,1,5,15,8,7,66,1,2,29,2,71,1,0,26,2,93,0,6,1,72,0,25,3,77,0,16,7,73,0,14,13,90,0,7,3,94,0,6,0,75,0,0,1,7,5,12,75,0,0,0,8,7,10,76,0,6,11,3,4,76,0,7,3,4,10,76,0,8,4,4,8,90,3,5,2,90,3,5,2,90,5,2,3,80,0,10,10,90,0,3,7,99,0,0,0,0,0,0,0,1,90,0,1,0,0,1,0,2,2,0,0,0,0,0,0,1,3,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.21875,3.087272258807117,2.9375,2.2051077071199945,0,0,0,0
BA,BIH,Bosnia and Herzegovina,2,2020-12-30,2020-12-22,100,1,9072.94148426359,0,0,96,100,1368422.1843994334,98,2,3,95,2,14,84,2,3,95,2,14,84,2,23,75,2,8,90,2,7,91,2,3,95,2,4,94,2,2,96,3,7,90,2,16,82,2,4,94,1,17,82,97,0,1,2,86,0,0,14,97,1,1,1,86,1,2,11,77,0,5,18,92,0,2,6,93,0,1,6,97,0,1,2,96,0,3,1,98,0,1,1,93,0,4,3,84,0,6,10,96,0,1,3,83,1,5,11,0,0,39,61,61,0,11,28,0,0,40,60,60,0,6,34,94,4,2,0,94,2,4,98,0,2,0,6,0,11,83,100,0,0,24,34,25,17,0,1,31,51,17,0,2,28,49,21,0,2,34,31,33,0,1,19,38,42,0,2,6,24,68,89,2,3,6,89,1,1,9,89,0,6,5,89,1,2,8,89,1,4,6,89,1,4,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,32,66,0,0,76,24,0,1,56,43,0,1,68,31,0,2,19,79,0,1,9,90,0,0,68,32,32,1,43,13,3,8,0,2,1,6,23,68,0,0,99,1,0,1,21,78,0,0,40,36,10,9,4,1,0,0,17,17,35,31,0,0,12,36,28,24,0,1,1,96,2,0,2,5,92,1,68,0,24,8,24,1,69,6,44,0,37,19,32,0,31,37,81,0,11,8,91,0,7,2,0,1,2,6,20,30,41,0,0,0,8,15,23,54,0,1,22,44,17,16,0,0,4,8,30,58,0,0,14,19,40,27,67,2,23,8,67,8,6,19,67,8,12,13,0,0,67,33,67,0,15,18,85,0,2,0,2,1,1,1,8,18,0,2,11,2,5,3,4,5,9,0,3,13,3,2,6,14,0,1,58,41,0,0,0,0,100,0,0,0,0,0,1,7,46,31,15,1,5,24,36,24,7,3,2.96,2.2493536486588086,2.6285714285714286,1.5355725945969831,13.945054945054947,3.6189705023594065,2.4893617021276597,1.2762906674283931
BA,BIH,Bosnia and Herzegovina,3,2020-12-30,2020-12-24,100,1,10090.6256547624,0,0,60,100,1299119.8166812249,97,2,1,97,2,16,82,1,3,96,2,21,77,1,26,73,2,17,81,2,6,92,3,5,92,2,3,95,1,3,96,2,1,97,2,14,84,1,2,97,1,14,85,99,0,0,1,84,1,6,9,97,0,1,2,79,0,7,14,74,0,7,19,83,1,6,10,94,0,3,3,95,0,4,1,97,0,0,3,97,0,3,0,99,0,1,0,86,2,4,8,98,0,1,1,86,2,6,6,0,0,30,70,70,1,5,24,0,0,32,68,68,1,3,28,97,2,1,0,97,1,2,99,1,0,0,4,1,12,83,100,0,1,25,29,25,20,0,4,21,52,23,0,5,36,36,23,0,3,34,40,23,0,5,21,38,36,0,5,6,28,61,88,4,2,6,88,2,3,7,88,3,5,4,88,5,3,4,88,5,1,6,88,5,1,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,26,72,0,1,65,34,0,2,49,49,0,1,54,45,0,1,19,80,0,1,12,87,0,0,53,47,47,0,36,13,3,1,0,0,2,5,31,62,0,0,99,1,0,1,16,83,0,0,37,30,17,12,1,3,0,0,25,26,27,22,0,3,11,42,28,16,0,0,2,95,3,0,2,2,93,3,74,0,16,10,35,0,61,4,51,0,34,15,46,0,26,28,81,0,12,7,88,0,10,2,0,1,2,4,16,29,48,0,1,1,4,15,25,54,0,0,35,45,15,5,0,1,7,19,27,46,0,1,21,31,23,24,48,3,37,12,48,18,11,23,48,17,16,19,0,1,75,24,76,0,10,14,90,0,3,0,2,1,0,1,3,15,2,4,9,3,8,2,6,7,8,1,1,3,3,7,2,19,0,0,48,49,3,0,0,0,0,100,0,0,0,0,1,3,57,28,11,1,2,27,36,25,5,4,3.769230769230769,3.05899755857183,2.6666666666666665,1.495090003192804,12.784946236559138,4.690066891072051,2.574468085106383,1.3479523435477472
BA,BIH,Bosnia and Herzegovina,4,2020-12-30,2020-12-22,100,1,17916.8412443498,0,0,71,100,2151737.4216781016,99,0,3,97,0,8,92,0,4,96,0,15,85,0,10,90,0,7,93,0,8,92,0,2,98,0,3,97,0,4,96,0,2,98,0,13,87,0,2,98,0,9,91,97,0,0,3,92,0,5,3,96,0,3,1,85,0,5,10,90,0,4,6,93,0,2,5,92,0,4,4,98,0,0,2,97,0,1,2,96,0,3,1,98,0,1,1,87,0,3,10,98,0,0,2,91,0,5,4,0,0,30,70,70,0,7,23,0,0,37,63,63,0,4,33,96,3,1,0,96,1,3,99,0,0,1,4,0,12,84,100,0,1,23,36,25,15,0,6,38,36,20,0,11,36,28,25,0,11,31,36,22,0,11,16,42,31,0,13,8,22,57,88,7,1,4,88,7,2,3,88,5,4,3,88,6,3,3,88,6,2,4,88,7,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,23,72,0,2,67,31,0,2,43,55,0,3,51,46,0,4,14,82,0,4,10,86,0,1,41,58,59,0,22,8,5,6,0,0,0,6,21,73,0,0,99,1,0,1,15,84,0,0,40,37,8,7,4,4,0,0,30,18,17,35,0,1,14,52,15,18,0,0,5,91,4,0,3,3,91,3,77,0,22,1,33,1,66,0,57,2,36,5,49,3,36,12,86,0,12,2,90,0,10,0,0,2,0,3,5,22,68,0,1,0,1,6,29,63,0,3,32,39,18,8,0,0,7,13,25,55,0,0,14,31,26,29,55,8,33,4,55,20,10,15,55,19,12,14,0,2,68,30,70,0,19,11,81,2,3,1,1,4,3,1,4,13,0,5,3,6,13,4,5,4,6,1,8,3,6,2,3,18,0,0,58,42,0,0,0,0,0,0,100,0,0,0,0,4,55,23,18,0,4,21,42,25,4,4,3.4545454545454546,2.7052138211575474,3.4117647058823533,1.5834623270468011,13.597938144329897,3.3405956112347224,2.1739130434782608,1.314406193194143
BA,BIH,Bosnia and Herzegovina,-99,2020-12-31,2020-12-26,100,3,42544.780637259595,1,15865.189521517701,48,81,2123843.6931116544,0,2,4,94,2,17,81,2,6,92,1,22,77,2,20,78,2,12,86,2,12,86,4,8,88,1,6,93,1,5,94,4,4,92,1,14,85,5,3,92,1,13,86,96,2,1,1,83,1,4,12,94,0,2,4,78,3,10,9,80,2,6,12,88,2,6,4,88,1,5,6,92,0,4,4,94,1,2,3,95,1,1,3,96,0,4,0,86,2,6,6,97,2,0,1,87,4,5,4,19,0,26,55,81,0,8,11,30,1,15,54,86,0,5,9,95,1,4,0,95,3,2,97,0,3,0,38,0,10,52,100,36,0,13,15,21,15,50,5,18,16,11,50,8,15,16,11,50,2,18,19,11,50,5,12,21,12,50,6,4,13,27,90,5,2,3,90,5,3,2,90,5,4,1,90,5,1,4,90,5,2,3,90,6,2,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,56,2,10,32,56,2,32,10,56,3,25,16,56,2,29,13,56,2,11,31,56,1,8,35,59,0,19,22,81,0,13,2,2,2,62,0,0,0,10,28,62,0,38,0,67,0,6,27,67,0,12,14,1,1,5,0,67,0,8,10,10,5,67,3,3,14,7,6,70,0,1,27,2,73,0,0,24,3,90,0,9,1,70,0,27,3,77,0,18,5,73,0,14,13,90,0,7,3,92,0,8,0,79,0,0,1,7,3,10,79,0,0,0,7,5,9,80,0,5,10,2,3,80,0,6,3,3,8,80,0,7,2,3,8,92,1,5,2,92,2,4,2,92,3,2,3,82,0,8,10,90,0,4,6,99,0,0,0,0,0,0,0,1,92,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,3,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.8181818181818183,1.9757047074168472,2.5714285714285716,1.6035674514745464,0,0,0,0
BA,BIH,Bosnia and Herzegovina,1,2020-12-31,2020-12-21,100,0,0,0,0,51,100,1378496.859786206,98,1,0,99,0,23,77,1,3,96,1,26,73,1,26,73,2,10,88,0,11,89,0,6,94,1,6,93,1,2,97,1,8,91,1,24,75,1,4,95,1,22,77,100,0,0,0,77,1,7,15,97,0,1,2,74,0,7,19,74,0,8,18,90,0,5,5,89,0,6,5,94,0,4,2,94,0,3,3,98,0,2,0,92,0,4,4,76,0,6,18,96,0,1,3,78,0,10,12,0,0,24,76,76,0,8,16,0,0,29,71,71,0,8,21,92,1,7,0,92,6,2,94,2,3,1,8,0,7,85,100,0,2,18,29,22,29,1,0,31,45,23,1,2,27,41,29,1,2,29,39,29,1,3,19,36,41,1,3,9,18,69,93,0,1,6,93,0,1,6,93,0,3,4,93,0,4,3,93,0,0,7,93,0,3,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,30,70,0,0,68,32,0,0,63,37,0,0,73,27,0,0,32,68,0,0,24,76,0,0,69,31,31,0,42,10,9,8,0,0,4,14,37,45,0,1,99,0,0,1,17,82,0,0,32,26,10,17,12,3,0,0,12,21,29,38,0,0,7,30,27,36,0,0,1,92,7,0,1,3,85,11,70,0,20,10,32,0,59,9,37,0,39,24,27,1,29,43,68,1,18,13,76,0,21,3,0,1,4,7,16,29,43,0,0,3,7,12,25,53,0,2,22,34,24,18,0,0,5,14,24,57,0,0,24,20,26,30,56,0,30,14,56,8,9,27,56,9,13,22,0,1,38,61,39,0,24,37,76,0,3,2,2,7,0,2,8,38,0,2,12,3,1,2,4,4,4,1,2,4,0,1,3,19,0,0,39,59,2,0,0,100,0,0,0,0,0,0,2,0,58,16,24,2,0,19,33,30,5,11,3.121212121212121,3.0000776990715092,2.3,1.4903196407411892,12.521276595744679,4.219077826684214,2.2708333333333335,1.4616441115305496
