ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
EC,ECU,Ecuador,-99,2020-12-23,2020-12-23,220,8,129416.28915329755,3,43274.19958840012,54,167,2564444.778665754,0,6,14,200,6,32,182,5,19,196,4,49,167,4,49,167,7,40,173,7,34,179,5,19,196,4,26,190,5,14,201,4,34,182,7,63,150,7,14,199,5,58,157,206,0,9,5,188,3,19,10,201,1,11,7,171,2,26,21,171,3,28,18,180,1,22,17,186,1,18,15,201,1,12,6,194,0,14,12,206,0,9,5,186,1,22,11,157,1,42,20,206,2,11,1,162,1,46,11,52,1,20,147,202,1,7,10,55,6,64,95,157,4,13,46,207,0,13,0,207,6,7,0,214,0,5,1,0,80,3,32,105,220,0,0,0,0,73,2,53,45,24,23,92,7,55,42,24,92,12,58,37,21,92,9,60,34,25,92,12,43,41,32,92,12,20,21,75,192,10,8,10,192,11,5,12,192,5,14,9,192,12,5,11,192,11,8,9,192,12,8,8,220,0,0,0,220,0,0,0,220,0,0,0,220,0,0,0,220,0,0,0,220,0,0,0,220,0,0,0,220,0,0,0,220,0,0,0,220,0,0,0,220,0,0,0,220,0,0,0,107,9,37,67,107,7,72,34,107,11,36,66,107,8,50,55,107,8,17,88,107,6,47,60,124,1,46,49,174,0,30,13,2,1,136,0,0,10,34,40,136,1,81,2,142,1,13,64,142,1,64,1,1,3,0,8,142,2,26,20,22,8,149,1,31,25,9,5,220,220,186,2,32,0,152,4,62,2,187,1,30,2,174,3,31,12,206,2,11,1,175,4,40,1,160,1,4,3,7,13,32,160,1,1,4,11,12,31,168,0,23,16,4,9,168,0,13,16,10,13,168,0,24,13,8,7,189,3,24,4,189,5,17,9,189,5,17,9,182,1,13,24,196,0,12,12,214,0,2,0,3,0,0,1,0,205,1,3,2,1,0,0,0,0,1,0,0,1,0,0,0,6,220,0,0,0,0,0,220,0,0,0,0,0,0,0,0,220,0,0,0,0,220,0,0,0,0,0,0,2.741573033707865,1.886122103246623,3.125,1.707825127659933,0,0,0,0
EC,ECU,Ecuador,1,2020-12-23,2020-12-23,152,1,7495.8372676538,0,0,74,152,1220068.50869936,147,0,2,150,0,16,136,0,9,143,0,30,122,0,47,105,0,21,131,0,25,127,0,12,140,0,15,137,0,5,147,0,30,122,0,48,104,0,12,140,0,55,97,150,0,1,1,136,0,8,8,143,0,6,3,122,1,14,15,105,1,17,29,131,1,9,11,127,0,15,10,140,0,6,6,137,0,10,5,147,1,3,1,122,1,15,14,104,0,22,26,140,1,6,5,97,0,30,25,0,0,29,123,123,0,11,18,0,1,39,112,113,0,7,32,145,1,6,0,145,3,4,0,149,0,1,2,0,8,0,35,109,152,0,0,0,0,0,0,42,71,22,17,0,3,58,66,25,0,2,70,52,28,0,2,89,43,18,0,3,56,61,32,0,3,17,37,95,117,7,11,17,117,5,12,18,117,3,23,9,117,7,7,21,117,8,10,17,117,7,9,19,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,152,0,0,0,0,0,37,115,0,2,102,48,0,1,53,98,0,0,80,72,0,0,19,133,0,0,63,89,0,0,89,63,63,0,68,13,5,3,0,3,2,39,61,47,0,2,149,1,0,2,20,130,0,0,122,15,3,6,0,6,0,0,31,62,43,16,0,0,40,81,26,5,152,152,115,0,34,3,50,0,100,2,99,0,51,2,72,0,55,25,133,0,15,4,89,0,63,0,0,2,1,11,26,32,80,0,0,7,22,35,35,53,0,0,89,49,11,3,0,0,45,49,38,20,0,0,74,48,22,8,30,4,107,11,30,10,45,67,30,8,70,44,0,1,57,94,58,1,33,60,119,0,10,0,6,7,0,2,8,62,1,9,12,6,4,0,1,3,3,0,7,3,1,2,0,38,0,2,61,89,0,0,0,0,152,0,0,0,0,0,0,3,4,105,26,14,3,0,24,41,61,19,4,2.8468468468468466,1.9734519742098349,2.5517241379310347,1.7234974179712874,10.696969696969697,5.617501813531431,3.375,1.9463970659815377
EC,ECU,Ecuador,2,2020-12-23,2020-12-23,207,2,4824.664103581161,1,2181.97096915306,62,207,1610629.410442902,202,2,8,197,1,27,179,1,8,198,1,43,163,0,51,156,2,27,178,2,32,173,1,10,196,1,17,189,1,5,201,2,20,185,2,55,150,2,6,199,1,47,159,199,0,7,1,180,0,19,8,199,0,3,5,164,0,22,21,156,0,21,30,180,0,10,17,175,1,20,11,197,0,8,2,190,0,11,6,202,0,3,2,187,0,10,10,152,0,29,26,201,0,3,3,160,1,24,22,0,0,30,177,177,0,13,17,0,0,85,122,122,1,25,59,182,0,23,2,182,16,8,1,191,0,10,5,1,26,1,33,147,207,0,0,0,0,0,2,76,88,30,11,0,6,101,71,29,0,12,114,59,22,0,7,106,62,32,0,9,76,77,45,0,9,19,51,128,174,9,11,13,174,11,10,12,174,5,21,7,174,8,10,15,174,11,6,16,174,10,10,13,207,0,0,0,207,0,0,0,207,0,0,0,207,0,0,0,207,0,0,0,207,0,0,0,207,0,0,0,207,0,0,0,207,0,0,0,207,0,0,0,207,0,0,0,207,0,0,0,0,3,87,117,0,2,155,50,0,4,107,96,0,4,103,100,0,2,37,168,0,2,73,132,0,1,125,81,82,0,79,29,6,11,0,1,2,32,80,92,0,2,203,2,0,2,39,166,0,0,175,19,3,2,3,5,0,1,37,69,65,35,0,1,57,120,26,3,207,207,120,3,83,1,52,4,149,2,100,6,96,5,104,2,68,33,170,3,32,2,134,5,65,3,0,0,1,4,30,59,113,0,0,3,9,34,55,106,0,3,100,80,10,14,0,1,46,70,48,42,0,0,92,70,29,16,45,2,143,17,45,22,88,52,45,21,95,46,0,1,117,89,118,0,37,52,170,3,9,0,8,5,1,1,10,53,0,3,9,5,19,0,5,15,4,3,4,14,6,4,5,58,0,3,85,117,0,2,0,0,0,207,0,0,0,0,0,4,5,149,26,23,4,1,50,61,58,20,13,2.6504065040650406,1.7081470155822642,2.185185185185185,1.5698367636118937,12.08673469387755,7.1738576362834205,3.1020408163265305,1.6915463774438562
EC,ECU,Ecuador,3,2020-12-23,2020-12-23,139,1,11143.4439347544,1,11143.4439347544,48,139,1235494.2697676125,132,2,2,135,1,20,118,2,11,126,2,19,118,2,27,110,2,14,123,2,23,114,2,12,125,1,12,126,2,3,134,2,9,128,2,35,102,2,3,134,1,30,108,137,0,2,0,119,1,12,7,128,0,6,5,120,1,16,2,112,1,12,14,125,1,9,4,116,2,9,12,127,0,10,2,127,0,11,1,136,1,1,1,130,1,7,1,104,3,20,12,136,1,0,2,109,2,15,13,0,0,23,116,116,1,8,14,0,1,69,69,70,0,19,50,120,2,17,0,120,8,11,0,131,0,5,3,0,20,0,22,97,139,0,0,0,0,0,0,47,47,33,12,0,6,59,40,34,0,12,69,36,22,0,11,66,35,27,0,11,51,34,43,0,10,12,21,96,117,14,5,3,117,14,4,4,117,5,15,2,117,11,6,5,117,14,1,7,117,13,4,5,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,0,5,67,67,0,2,97,40,0,6,54,79,0,5,68,66,0,8,18,113,0,5,39,95,0,0,78,61,61,0,45,16,8,9,0,0,0,16,51,72,0,1,138,0,0,3,27,109,0,0,118,12,0,2,1,6,0,0,25,40,46,28,0,2,46,62,22,7,139,139,72,1,65,1,42,1,94,2,85,0,52,2,71,1,53,14,121,0,14,4,100,1,38,0,0,0,0,3,17,28,91,0,1,2,3,26,31,76,0,1,66,53,15,4,0,0,30,48,37,24,0,0,62,45,21,11,32,0,100,7,32,23,60,24,32,23,61,23,0,1,77,61,78,0,39,22,100,2,6,1,10,7,2,1,10,23,1,2,10,7,18,0,5,7,8,0,6,7,8,3,4,30,0,1,63,73,0,2,0,0,0,0,139,0,0,0,0,5,0,112,11,11,5,0,20,43,40,18,13,2.9,2.072117488482723,2.1363636363636362,1.6123173073458894,11.940298507462687,6.068235048344175,3.696969696969697,1.7558599552016736
EC,ECU,Ecuador,4,2020-12-23,2020-12-22,100,0,0,0,0,61,100,1168614.856622959,98,4,0,96,4,12,84,1,3,96,3,12,85,4,12,84,3,13,84,2,13,85,4,3,93,4,1,95,4,0,96,4,4,92,2,26,72,3,4,93,3,15,82,100,0,0,0,88,0,7,5,97,0,1,2,88,0,9,3,88,0,7,5,87,0,8,5,87,0,6,7,97,0,2,1,99,0,0,1,100,0,0,0,96,0,4,0,74,0,11,15,96,0,3,1,85,0,11,4,0,0,21,79,79,0,8,13,0,1,37,62,63,2,9,26,91,1,8,0,91,6,3,0,94,0,2,4,0,12,0,16,72,100,0,0,0,0,0,0,41,32,16,11,0,10,45,20,25,0,14,55,19,12,0,6,57,18,19,0,8,48,22,22,0,12,5,10,73,84,8,2,6,84,9,2,5,84,3,8,5,84,8,4,4,84,8,3,5,84,8,4,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,46,51,0,4,77,19,0,8,29,63,0,6,44,50,0,8,9,83,0,2,33,65,0,0,58,42,42,0,34,15,5,4,0,1,2,8,36,53,0,1,99,0,0,1,15,84,0,0,90,6,2,0,0,2,0,0,25,23,36,16,0,1,46,36,12,5,100,100,54,1,45,0,23,0,75,2,71,1,28,0,56,1,31,12,91,0,7,2,67,0,32,1,0,0,1,2,9,19,69,0,0,1,0,8,29,62,0,1,45,40,8,6,0,0,19,32,24,25,0,0,37,38,14,11,25,8,57,10,25,19,43,13,25,14,42,19,0,0,52,48,52,0,29,19,71,2,6,0,1,4,2,0,14,19,0,4,6,4,16,0,4,4,2,0,9,6,2,2,2,20,0,0,58,42,0,0,0,0,0,0,0,100,0,0,0,1,3,85,5,6,1,1,12,26,39,15,6,2.8043478260869565,2.0288975136198837,3,1.7471781760734562,13.608247422680412,5.529384951162681,3.1789473684210527,1.6241459121670563
EC,ECU,Ecuador,5,2020-12-23,2020-12-22,100,2,23265.253524887612,0,0,29,100,1042214.3906546079,98,2,3,95,1,11,88,3,1,96,1,8,91,2,15,83,2,12,86,2,9,89,2,2,96,2,5,93,2,0,98,2,3,95,2,14,84,3,6,91,2,12,86,97,1,2,0,89,0,8,3,99,1,0,0,92,0,6,2,85,0,7,8,88,1,8,3,91,0,5,4,98,0,1,1,95,1,4,0,100,0,0,0,97,0,1,2,86,0,9,5,94,1,4,1,88,1,8,3,0,0,17,83,83,0,5,12,0,0,42,58,58,0,11,31,89,1,10,0,89,8,3,0,92,0,2,6,0,11,1,12,76,100,0,0,0,0,0,0,47,30,12,11,0,9,52,19,20,0,12,54,18,16,0,5,50,21,24,0,11,50,18,21,0,14,10,15,61,88,5,4,3,88,8,2,2,88,5,4,3,88,7,3,2,88,8,2,2,88,7,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,38,59,0,4,75,21,0,4,34,62,0,3,39,58,0,5,10,85,0,2,30,68,0,0,47,53,53,0,33,6,5,3,0,2,1,5,31,61,0,2,98,0,0,1,12,87,0,0,87,5,1,4,0,3,0,0,32,26,27,15,0,2,43,41,13,1,100,100,62,1,36,1,25,1,73,1,66,1,31,2,61,1,32,6,90,0,9,1,70,0,30,0,0,0,1,0,11,16,72,0,0,0,1,11,16,72,0,2,43,40,7,8,0,0,16,23,30,31,0,0,36,27,22,15,37,5,53,5,37,9,35,19,37,8,35,20,0,0,54,46,54,0,25,21,75,5,2,1,2,3,1,0,11,21,0,5,4,3,15,2,0,4,3,0,9,6,7,0,2,19,0,3,63,34,0,0,0,0,0,0,0,0,100,0,0,2,2,76,8,12,2,0,22,20,33,18,5,3.194444444444445,1.954035303737875,1.8461538461538463,1.0681880176381127,14.979166666666666,6.772979079698614,2.9468085106382977,1.7250028597551221
EC,ECU,Ecuador,-99,2020-12-24,2020-12-24,231,6,142706.5527764829,3,68865.5060292739,55,174,3613301.5733236354,0,7,14,210,8,43,180,7,15,209,9,39,183,5,66,160,5,43,183,7,41,183,9,24,198,9,22,200,8,14,209,7,35,189,7,51,173,8,17,206,8,62,161,217,3,7,4,188,1,24,18,216,0,13,2,192,4,19,16,165,2,36,28,188,3,23,17,190,2,22,17,207,2,17,5,209,3,9,10,217,2,9,3,196,4,20,11,180,7,25,19,214,3,10,4,169,8,39,15,57,0,27,147,209,0,9,13,69,6,71,85,163,0,16,52,215,3,13,0,215,9,7,0,222,0,7,2,0,95,6,29,101,231,0,0,0,0,86,0,47,52,21,25,110,5,60,35,21,110,12,51,38,20,110,13,56,34,18,110,12,47,39,23,110,12,10,19,80,208,13,1,9,208,11,6,6,208,6,12,5,208,11,6,6,208,12,2,9,208,11,4,8,231,0,0,0,231,0,0,0,231,0,0,0,231,0,0,0,231,0,0,0,231,0,0,0,231,0,0,0,231,0,0,0,231,0,0,0,231,0,0,0,231,0,0,0,231,0,0,0,120,6,56,49,120,3,82,26,120,4,47,60,120,5,63,43,120,5,26,80,120,4,43,64,133,1,63,34,168,0,38,15,6,4,139,2,0,15,34,41,139,2,89,1,153,1,14,63,153,0,66,5,0,2,1,4,153,0,16,27,15,20,156,1,25,35,12,2,231,231,177,7,44,3,151,8,71,1,185,5,38,3,169,6,44,12,205,3,19,4,189,8,34,0,170,0,1,1,12,11,36,170,0,4,2,11,18,26,184,2,12,23,7,3,184,1,12,18,9,7,184,1,19,18,6,3,202,4,25,0,202,10,10,9,202,6,15,8,201,0,12,18,213,0,12,6,227,1,0,0,1,0,0,0,2,222,0,2,1,0,1,0,0,1,2,0,0,0,0,0,1,1,231,0,0,0,0,0,231,0,0,0,0,0,0,0,0,231,0,0,0,0,231,0,0,0,0,0,0,2.8173076923076925,1.7723026713220305,2.5555555555555554,1.5801050680710416,0,0,0,0
EC,ECU,Ecuador,1,2020-12-24,2020-12-24,164,3,27292.55193950207,1,8679.03872156894,59,164,1442367.6993637106,156,1,5,158,1,34,129,1,7,156,2,38,124,2,43,119,1,22,141,1,28,135,1,10,153,1,17,146,1,4,159,1,30,133,1,55,108,1,9,154,0,45,119,159,0,3,2,130,0,16,18,157,0,5,2,126,0,15,23,121,0,17,26,142,0,12,10,136,1,14,13,154,0,8,2,147,0,16,1,160,0,2,2,134,0,23,7,109,0,30,25,155,0,7,2,119,0,30,15,0,0,24,140,140,0,12,12,0,1,41,122,123,0,10,31,154,1,8,1,154,7,3,0,157,0,3,4,0,11,4,28,121,164,0,0,0,0,0,0,45,68,33,18,0,1,64,62,37,0,4,68,62,30,0,3,80,57,24,0,3,58,63,40,0,2,11,52,99,136,5,4,19,136,7,9,12,136,4,19,5,136,5,11,12,136,6,6,16,136,7,7,14,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,0,2,40,122,0,2,102,60,0,1,64,99,0,1,85,78,0,2,22,140,0,1,63,100,0,1,82,81,82,0,60,15,3,4,0,2,2,30,87,43,0,2,161,1,0,1,17,146,0,0,131,18,2,2,1,10,0,0,29,60,56,19,0,0,39,94,29,2,164,164,124,1,38,1,62,1,96,5,100,1,61,2,79,0,65,20,142,1,18,3,101,1,61,1,0,1,2,10,27,37,87,0,0,8,14,30,54,58,0,0,83,52,20,9,0,0,38,59,47,20,0,0,78,51,28,7,35,1,107,21,35,12,46,71,35,13,64,52,0,1,53,110,54,0,30,80,134,1,8,0,4,5,0,0,12,81,0,8,6,3,3,1,2,4,2,0,4,3,1,2,6,38,0,1,78,85,0,0,0,0,164,0,0,0,0,0,0,7,5,100,20,32,7,1,17,56,55,18,10,2.6551724137931036,1.6581993810776483,2.5217391304347827,1.2745610730183763,11.071428571428571,5.7095689680234765,3.4000000000000004,1.9729717305791357
EC,ECU,Ecuador,2,2020-12-24,2020-12-24,127,0,0,0,0,41,127,1463344.6205313248,122,0,4,123,0,12,115,0,2,125,0,26,101,0,27,100,0,18,109,0,21,106,0,11,116,0,13,114,0,4,123,0,11,116,0,39,88,0,3,124,0,26,101,123,0,1,3,115,0,9,3,125,0,2,0,101,0,13,13,100,0,14,13,109,0,8,10,106,0,11,10,116,0,7,4,114,0,10,3,123,0,2,2,116,0,8,3,88,0,12,27,124,0,3,0,101,0,12,14,0,0,18,109,109,0,6,12,0,0,58,69,69,2,16,40,111,1,14,1,111,12,4,0,115,0,6,5,1,18,0,14,95,127,0,0,0,0,0,0,47,48,21,11,0,3,61,44,19,0,1,62,34,30,0,2,57,40,28,0,3,44,42,38,0,4,7,29,87,113,2,0,12,113,2,4,8,113,1,8,5,113,1,6,7,113,2,1,11,113,2,2,10,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,0,0,57,70,0,2,93,32,0,3,59,65,0,2,59,66,0,2,14,111,0,2,37,88,0,0,79,48,48,0,56,14,6,3,0,0,1,17,44,65,0,0,126,1,0,2,18,107,0,0,112,9,1,0,0,5,0,0,24,42,32,29,0,0,54,58,12,3,127,127,70,0,57,0,34,0,93,0,68,0,58,1,68,0,47,12,113,0,13,1,90,0,37,0,0,1,1,3,21,28,73,0,0,0,5,27,26,69,0,0,68,42,9,8,0,0,37,38,34,18,0,0,62,32,26,7,33,0,79,15,33,9,49,36,33,8,60,26,0,0,67,60,67,0,31,29,96,1,5,1,9,1,0,0,14,29,0,6,7,3,9,1,4,6,7,0,6,7,2,4,6,30,0,1,60,66,0,0,0,0,0,127,0,0,0,0,0,4,1,92,15,15,4,0,22,50,32,16,3,2.6,1.705914689407484,2.4375,1.8246004128758346,11.644628099173554,6.540717983183283,3.2583333333333333,1.7075995896413823
EC,ECU,Ecuador,3,2020-12-24,2020-12-23,100,3,53674.9990842332,1,28831.1627045244,19,100,1213011.0003448448,97,2,6,92,2,11,87,2,5,93,2,19,79,2,15,83,1,13,86,1,15,84,2,8,90,2,3,95,2,2,96,2,4,94,2,18,80,2,4,94,1,22,77,94,1,3,2,89,0,10,1,95,0,4,1,81,0,11,8,85,0,6,9,87,0,10,3,85,0,6,9,92,1,7,0,97,0,2,1,98,0,2,0,96,0,1,3,82,0,6,12,96,0,4,0,78,1,11,10,0,0,12,88,88,0,3,9,0,2,52,46,48,0,9,43,91,0,8,1,91,5,4,0,95,0,3,2,0,11,1,19,69,100,0,0,0,0,0,0,51,24,16,9,0,7,40,30,23,0,8,55,23,14,0,4,55,24,17,0,5,42,28,25,0,8,12,14,66,81,7,4,8,81,7,7,5,81,3,10,6,81,6,10,3,81,7,6,6,81,7,5,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,4,47,49,0,3,74,23,0,7,40,53,0,6,44,50,0,5,16,79,0,4,18,78,0,0,49,51,51,0,26,14,4,5,0,0,1,8,41,50,0,0,99,1,0,2,19,79,0,0,84,7,2,1,0,6,0,0,26,24,32,18,0,2,45,42,8,3,100,100,53,2,45,0,26,2,72,0,60,1,36,3,56,1,34,9,84,0,15,1,82,2,16,0,0,0,2,0,13,24,61,0,0,2,1,14,32,51,0,1,40,44,14,1,0,0,24,30,32,14,0,0,43,33,16,8,24,3,67,6,24,15,44,17,24,17,36,23,0,1,62,37,63,0,23,14,77,1,9,0,4,1,2,2,4,15,0,3,5,8,8,1,5,5,4,0,6,3,6,4,4,23,0,0,59,38,0,3,0,0,0,0,100,0,0,0,0,1,1,74,10,14,1,1,15,29,41,10,3,2.980769230769231,1.8522946512672118,1.7777777777777777,1.092906420717,12.78125,7.166006191515753,3.6145833333333335,1.7673637320606954
EC,ECU,Ecuador,4,2020-12-24,2020-12-23,100,2,26375.869680227,0,0,40,100,1396945.9926108648,97,2,3,95,2,13,85,0,3,97,1,12,87,1,12,87,1,19,80,1,11,88,2,2,96,2,4,94,2,0,98,2,4,94,1,21,78,2,1,97,1,16,83,97,0,2,1,87,0,6,7,97,0,1,2,88,0,7,5,88,0,10,2,81,0,15,4,89,0,5,6,98,0,1,1,96,0,1,3,100,0,0,0,96,0,2,2,79,0,14,7,99,0,1,0,84,0,11,5,0,0,20,80,80,0,5,15,0,2,43,55,57,1,12,30,88,1,11,0,88,6,6,0,94,0,3,3,0,15,0,14,71,100,0,0,0,0,0,0,40,30,18,12,0,11,44,28,17,0,15,50,25,10,0,9,53,18,20,0,12,37,29,22,0,14,6,10,70,86,7,4,3,86,7,3,4,86,3,6,5,86,4,6,4,86,8,3,3,86,8,2,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,46,54,0,2,77,21,0,3,30,67,0,2,40,58,0,6,4,90,0,3,31,66,0,0,54,46,46,0,30,15,6,3,0,2,0,8,41,49,0,1,98,1,0,0,16,84,0,0,90,7,0,0,0,3,0,0,27,25,30,18,0,1,39,42,14,4,100,100,54,2,44,0,23,2,74,1,70,0,29,1,60,1,29,10,96,0,3,1,69,0,31,0,0,0,2,2,6,19,71,0,0,1,2,6,21,70,0,0,43,40,10,7,0,0,22,25,27,26,0,0,37,39,15,9,24,4,64,8,24,18,45,13,24,13,44,19,0,0,62,38,62,0,25,13,75,1,4,0,1,2,0,0,17,13,0,3,7,5,16,1,3,4,3,0,10,7,2,1,2,23,0,1,56,43,0,0,0,0,0,0,0,100,0,0,0,2,2,76,11,9,2,1,12,30,31,16,8,2.813953488372093,1.979126959443149,2.4285714285714284,1.2224996910042532,14.212121212121213,5.755694123413836,3.361702127659574,1.605441444867626
