ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BD,BGD,Bangladesh,-99,2020-12-21,2020-12-21,189,10,566719.8920037186,6,249243.7933685569,115,145,12926836.44226666,0,31,14,144,21,44,124,25,28,136,30,33,126,26,46,117,26,28,135,24,26,139,25,23,141,27,24,138,27,12,150,25,31,133,22,39,128,25,28,136,26,49,114,176,4,8,1,152,9,13,15,166,7,12,4,159,5,14,11,149,9,14,17,163,5,14,7,167,6,13,3,168,5,15,1,172,7,5,5,180,4,4,1,164,8,11,6,155,9,16,9,164,2,16,7,144,6,28,11,43,1,39,106,153,0,19,17,49,0,37,103,153,1,18,17,171,5,11,2,171,0,11,7,0,178,0,6,5,0,71,5,10,103,189,0,0,0,0,0,64,3,63,26,17,16,171,3,10,1,4,171,3,11,3,1,171,4,11,2,1,171,3,12,2,1,171,5,7,2,4,0,181,3,1,4,181,4,0,4,181,4,0,4,181,3,2,3,181,3,2,3,181,4,1,3,189,0,0,0,189,0,0,0,189,0,0,0,189,0,0,0,189,0,0,0,189,0,0,0,189,0,0,0,189,0,0,0,189,0,0,0,189,0,0,0,189,0,0,0,189,0,0,0,110,9,45,25,110,15,42,22,110,14,32,33,110,14,31,34,110,12,25,42,110,13,33,33,120,1,26,42,163,2,18,2,1,3,121,1,4,10,23,30,121,6,55,7,129,2,10,48,129,1,36,12,4,2,1,4,129,5,24,15,9,7,133,1,16,24,10,5,138,1,4,42,4,146,3,4,34,2,149,3,37,0,152,3,33,1,161,3,23,2,163,1,21,4,168,3,17,1,160,3,24,2,155,1,1,1,9,10,12,155,2,1,3,6,11,11,175,0,4,4,5,1,175,0,2,3,6,3,175,0,5,5,1,3,181,0,4,4,181,1,4,3,181,0,5,3,178,0,3,8,181,1,5,2,187,0,2,0,0,0,0,0,0,185,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,189,0,0,0,0,0,189,0,0,0,0,0,0,0,0,189,0,0,0,0,189,0,0,0,0,0,0,4.705128205128205,5.739154592611653,4,2.692582403567252,0,0,0,0
BD,BGD,Bangladesh,1,2020-12-21,2020-12-21,107,3,165995.8402077842,0,0,55,107,5277586.518331575,105,1,7,99,0,24,83,1,2,104,2,16,89,1,25,81,0,22,85,1,8,98,1,5,101,1,5,101,1,11,95,0,14,93,1,26,80,1,14,92,1,34,72,100,0,2,5,83,0,10,14,105,0,1,1,91,0,7,9,82,1,9,15,85,0,11,11,99,1,2,5,102,0,2,3,102,0,1,4,96,0,10,1,93,0,7,7,81,0,14,12,93,1,6,7,73,1,22,11,0,0,19,88,88,0,8,11,0,1,8,98,99,0,0,8,107,0,0,0,107,0,0,0,0,107,0,0,0,0,1,1,10,95,107,0,0,0,0,0,0,0,50,37,12,8,83,0,15,7,2,83,0,11,11,2,83,0,18,6,0,83,1,15,5,3,83,0,3,5,16,0,97,3,4,3,97,2,1,7,97,3,4,3,97,3,1,6,97,2,3,5,97,2,3,5,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,107,0,0,0,0,1,60,46,0,1,64,42,0,1,46,60,0,2,56,49,0,1,41,65,0,1,43,63,0,0,57,50,50,0,37,12,2,6,0,0,1,18,54,34,0,0,104,3,0,0,16,91,0,0,55,35,8,1,3,5,0,0,38,21,30,18,0,1,18,46,34,8,0,0,6,87,14,0,1,6,87,13,47,0,56,4,43,0,56,8,61,1,43,2,51,1,45,10,66,0,37,4,64,0,42,1,0,0,5,6,25,28,43,0,0,6,15,24,28,34,0,1,38,26,22,20,0,0,8,20,33,46,0,1,23,32,28,23,52,2,48,5,52,12,16,27,52,12,21,22,0,1,44,62,45,0,17,45,90,0,9,1,2,1,0,1,3,46,0,3,6,0,30,1,1,1,0,0,4,2,0,0,0,13,0,0,85,22,0,0,0,0,107,0,0,0,0,0,0,1,2,62,17,25,1,3,22,17,36,19,9,4.260273972602739,6.132851877073073,3.1176470588235294,2.446486075506472,13.168316831683168,5.2897434851430996,2.495049504950495,1.8848011161724072
BD,BGD,Bangladesh,2,2020-12-21,2020-12-21,135,2,57737.428893093624,1,9145.48176787393,99,135,7149071.975180276,133,1,4,130,1,22,112,1,3,131,1,14,120,2,22,111,3,26,106,1,6,128,1,7,127,1,10,124,1,4,130,3,15,117,2,24,109,1,9,125,0,32,103,131,1,2,1,113,1,10,11,132,0,0,3,121,2,6,6,113,1,7,14,109,1,11,14,129,1,1,4,128,0,4,3,125,1,2,7,131,0,3,1,120,3,7,5,111,1,11,12,126,1,3,5,103,0,16,16,0,0,36,99,99,0,12,24,0,0,29,106,106,1,3,25,132,1,2,0,132,0,2,1,0,133,0,0,2,0,4,0,12,119,135,0,0,0,0,0,0,0,77,41,10,7,107,0,17,9,2,107,3,11,10,4,107,2,18,5,3,107,1,13,7,7,107,1,4,5,18,0,123,4,3,5,123,5,3,4,123,5,3,4,123,5,1,6,123,4,4,4,123,5,3,4,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,135,0,0,0,0,3,102,30,0,3,101,31,0,5,74,56,0,4,86,45,0,6,62,67,0,2,64,69,0,1,65,69,70,0,27,13,7,18,0,0,2,17,51,65,0,2,125,8,0,1,42,92,0,0,78,31,10,8,1,7,0,1,39,22,34,39,0,0,27,73,27,8,0,1,10,112,12,0,2,10,105,18,33,6,85,11,34,6,87,8,61,7,59,8,49,5,65,16,73,5,53,4,71,5,56,3,0,1,3,7,23,37,64,0,1,5,12,31,33,53,0,2,44,45,23,21,0,0,15,23,50,47,0,0,34,36,39,26,65,4,55,11,65,22,18,30,65,13,38,19,0,1,86,48,87,0,24,24,111,0,12,1,0,3,0,0,8,25,0,2,14,4,23,2,6,11,7,0,4,11,4,3,5,14,0,2,117,15,1,0,0,0,0,135,0,0,0,0,0,2,3,68,30,32,2,1,36,37,41,12,6,6.618421052631579,8.176335128916309,3.032258064516129,2.3307205033028153,14.650000000000002,7.203748485896909,2.64,1.5366490564148487
BD,BGD,Bangladesh,-99,2020-12-22,2020-12-22,236,18,1530305.690192926,0,0,79,182,18411448.20523723,0,25,27,184,29,47,160,25,22,189,28,22,186,26,43,167,27,40,169,24,23,189,27,27,182,29,12,195,28,19,189,28,26,182,25,46,165,28,31,177,27,63,146,209,4,18,5,189,4,24,19,214,5,8,9,214,2,9,11,193,9,16,18,196,8,16,16,213,3,11,9,209,4,13,10,224,3,4,5,217,5,7,7,210,5,13,8,190,5,29,12,205,5,20,6,173,10,33,20,54,0,48,134,195,0,24,17,63,1,39,133,198,2,10,26,226,4,5,1,226,1,5,3,1,232,0,0,2,2,81,2,11,142,236,0,0,0,0,0,77,4,78,42,15,20,109,16,73,26,12,109,27,57,21,22,109,22,73,25,7,109,23,68,22,14,109,27,32,24,44,0,225,2,3,6,225,3,1,7,225,3,5,3,225,3,1,7,225,3,0,8,225,3,3,5,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,117,6,62,51,117,10,73,36,117,12,48,59,117,10,48,61,117,10,45,64,117,8,52,59,131,3,40,62,196,0,18,8,7,7,139,1,4,9,48,35,139,5,87,5,155,0,16,65,155,0,52,17,6,2,2,2,155,1,39,17,17,7,159,1,21,33,14,8,168,0,6,49,13,187,0,7,30,12,176,5,53,2,165,4,58,9,190,4,39,3,190,3,34,9,194,4,36,2,185,5,39,7,199,1,0,3,2,7,24,199,1,1,4,3,6,22,213,2,4,7,2,8,213,1,2,1,8,11,213,1,4,3,4,11,229,0,4,3,229,2,2,3,229,3,2,2,215,0,11,10,226,1,5,4,236,0,0,0,0,0,0,0,0,228,0,0,3,1,0,0,1,0,0,0,1,1,0,0,0,1,236,0,0,0,0,0,236,0,0,0,0,0,0,0,0,236,0,0,0,0,236,0,0,0,0,0,0,5.786436781609195,7.278589496792454,2.526315789473684,1.896441728097696,0,0,0,0
BD,BGD,Bangladesh,1,2020-12-22,2020-12-22,105,1,78017.0829602677,0,0,40,105,7390548.903443295,103,1,1,103,1,22,82,1,9,95,1,10,94,1,28,76,1,22,82,1,5,99,1,4,100,1,0,104,1,4,100,1,10,94,1,15,89,1,12,92,0,22,83,104,0,0,1,83,0,2,20,96,0,5,4,95,0,2,8,77,0,5,23,83,0,11,11,100,0,2,3,101,0,2,2,105,0,0,0,101,0,1,3,95,0,4,6,90,0,6,9,93,0,5,7,83,1,9,12,0,0,19,86,86,0,11,8,0,1,13,91,92,0,4,9,101,2,2,0,101,0,3,1,0,102,0,1,2,0,5,0,9,91,105,0,0,0,0,0,0,0,49,36,12,8,0,1,61,34,9,0,4,46,32,23,0,1,70,24,10,0,2,59,28,16,0,1,25,22,57,0,96,3,1,5,96,4,0,5,96,3,2,4,96,3,1,5,96,3,3,3,96,4,1,4,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,0,2,53,50,0,0,57,48,0,1,41,63,0,1,58,46,0,1,37,67,0,2,35,68,0,0,54,51,51,0,32,14,4,4,0,1,4,19,40,41,0,1,94,10,0,0,13,92,0,0,55,28,10,5,1,6,0,0,35,18,34,18,0,0,20,45,31,9,0,0,7,89,9,0,0,5,88,12,52,2,48,3,48,1,51,5,64,1,34,6,47,1,43,14,68,1,29,7,70,1,31,3,0,0,4,4,25,24,48,0,0,8,14,20,29,34,0,1,36,34,16,18,0,1,13,19,31,41,0,0,32,30,17,26,43,3,50,9,43,14,17,31,43,13,31,18,0,0,42,63,42,0,23,40,82,0,11,3,2,0,0,0,7,40,0,5,16,2,21,1,2,3,2,0,4,1,0,0,0,8,0,1,78,26,0,0,0,0,105,0,0,0,0,0,0,2,4,56,25,18,2,0,24,20,36,19,4,5.664516129032258,6.8755469952100645,2.4285714285714284,2.064881658530644,12.79896907216495,5.4057549358176455,2.4270833333333335,1.7516596140542753
BD,BGD,Bangladesh,2,2020-12-22,2020-12-22,136,3,277617.0634363144,0,0,117,136,10188219.406444352,134,5,4,127,2,30,104,5,7,124,6,11,119,3,19,114,3,13,120,4,6,126,4,7,125,5,2,129,4,5,127,4,8,124,5,26,105,5,9,122,3,26,107,132,0,3,1,106,1,10,19,129,1,2,4,125,0,2,9,117,0,8,11,123,1,5,7,130,0,2,4,129,0,3,4,134,0,1,1,131,0,3,2,128,0,4,4,110,1,10,15,127,1,4,4,110,1,15,10,0,0,37,99,99,0,17,20,0,0,27,109,109,1,3,23,133,0,3,0,133,0,0,3,0,136,0,0,0,0,4,1,11,120,136,0,0,0,0,0,0,0,69,44,12,11,0,3,83,30,20,0,13,69,31,23,0,6,95,23,12,0,10,75,31,20,0,11,23,24,78,0,125,2,4,5,125,3,1,7,125,3,2,6,125,3,1,7,125,3,0,8,125,3,2,6,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,0,2,102,32,0,4,105,27,0,4,69,63,0,5,66,65,0,4,60,72,0,5,61,70,0,0,69,67,67,0,39,14,8,8,0,0,1,25,58,52,0,1,130,5,0,2,31,103,0,0,64,52,12,2,1,5,0,0,53,21,38,24,0,1,27,57,45,6,0,0,7,116,13,0,3,3,117,13,34,4,88,10,31,4,89,12,67,3,57,9,70,2,53,11,76,2,50,8,75,2,56,3,0,2,5,3,23,28,75,0,2,3,14,24,29,64,0,2,38,41,27,28,0,0,14,29,42,51,0,0,39,35,35,27,62,1,68,5,62,9,38,27,62,9,42,23,0,1,84,51,85,0,27,24,109,1,8,2,2,3,0,3,8,25,0,8,15,4,25,0,8,7,9,0,3,10,2,2,1,17,0,0,122,14,0,0,0,0,0,136,0,0,0,0,0,0,1,74,28,33,0,0,45,34,36,15,6,7.402597402597403,8.326020943024188,3.548387096774194,2.9982073497054795,14.25,6.924792842064794,2.7244094488188977,1.896852720618956
BD,BGD,Bangladesh,3,2020-12-22,2020-12-21,100,2,192823.99287424568,1,64570.7502045237,72,100,6654298.178723395,97,1,2,97,1,12,87,2,4,94,1,11,88,1,15,84,1,15,84,1,8,91,1,5,94,0,3,97,1,1,98,1,4,95,1,12,87,1,10,89,1,16,83,98,0,2,0,88,1,6,5,96,0,3,1,89,0,4,7,85,0,9,6,85,0,9,6,92,0,4,4,95,0,3,2,97,0,2,1,99,0,1,0,96,0,2,2,88,0,7,5,90,0,4,6,84,0,9,7,0,0,23,77,77,0,7,16,0,0,25,75,75,1,2,22,98,0,2,0,98,0,1,1,0,99,0,0,1,0,3,0,2,95,100,0,0,0,0,0,0,0,56,27,11,6,18,3,59,11,9,18,9,52,13,8,18,6,61,9,6,18,9,57,11,5,18,10,24,14,34,0,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,1,1,98,0,2,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,78,21,0,1,72,27,0,1,45,54,0,2,53,45,0,2,43,55,0,3,42,55,0,0,54,46,46,0,25,5,10,14,0,0,2,1,42,55,0,1,96,3,0,0,23,77,0,0,63,28,4,2,1,2,0,0,28,11,35,26,0,0,25,41,25,9,0,2,6,83,9,0,2,8,81,9,22,2,70,6,28,2,64,6,55,2,36,7,47,1,41,11,57,2,37,4,58,1,37,4,0,0,0,6,19,21,54,0,1,1,5,25,25,43,0,0,24,29,22,25,0,0,10,21,28,41,0,0,17,35,23,25,48,2,36,14,48,9,25,18,48,7,33,12,0,0,62,38,62,0,20,18,80,1,7,1,0,0,1,0,10,18,0,3,15,3,10,2,5,6,7,1,2,8,3,1,4,12,0,2,92,5,0,1,0,0,0,0,100,0,0,0,0,2,2,57,23,16,2,1,24,28,30,7,8,6.270833333333332,6.794051163015609,3.3333333333333335,2.6331223544175333,16.97938144329897,4.62776804879005,3.4255319148936176,1.636212264420269
BD,BGD,Bangladesh,-99,2020-12-23,2020-12-23,233,7,491483.3158165827,4,213139.17498948248,80,174,16762372.215181751,0,22,13,198,19,42,172,25,21,187,25,24,184,22,50,161,21,34,178,23,26,184,21,21,191,24,23,186,22,19,192,24,22,187,21,47,165,22,27,184,23,47,163,220,4,5,4,191,7,21,14,212,3,11,7,209,2,12,10,183,5,23,22,199,6,17,11,207,8,7,11,212,2,13,6,210,5,9,9,214,6,9,4,211,3,14,5,186,7,27,13,206,6,7,14,186,7,28,12,58,1,40,134,195,0,25,13,62,4,37,130,198,1,9,25,224,4,4,1,224,1,6,1,1,227,0,5,0,1,82,8,24,119,233,0,0,0,0,0,84,3,65,42,16,23,116,7,72,22,16,116,14,61,24,18,116,11,76,22,8,116,15,64,26,12,116,16,30,24,47,0,213,7,7,6,213,6,7,7,213,6,7,7,213,6,6,8,213,7,5,8,213,7,6,7,233,0,0,0,233,0,0,0,233,0,0,0,233,0,0,0,233,0,0,0,233,0,0,0,233,0,0,0,233,0,0,0,233,0,0,0,233,0,0,0,233,0,0,0,233,0,0,0,134,5,60,34,134,7,59,33,134,7,44,48,134,7,49,43,134,5,37,57,134,7,34,58,146,0,37,50,196,2,18,6,4,7,154,1,4,13,33,28,154,4,69,6,165,3,14,51,165,1,42,11,8,2,0,4,165,4,16,15,16,17,166,3,19,26,11,8,169,2,9,47,6,183,4,9,31,6,176,2,49,6,180,2,44,7,195,2,30,6,188,2,35,8,199,3,23,8,203,2,26,2,199,2,4,0,8,5,15,199,2,2,1,8,5,16,210,6,6,4,4,3,210,4,5,4,6,4,210,4,7,5,5,2,224,2,6,1,224,0,7,2,224,2,4,3,217,1,4,11,222,0,10,1,231,0,1,0,0,0,0,0,1,229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,233,0,0,0,0,0,233,0,0,0,0,0,0,0,0,233,0,0,0,0,233,0,0,0,0,0,0,5.794186046511628,6.65347949043847,3,2.772040859423935,0,0,0,0
BD,BGD,Bangladesh,1,2020-12-23,2020-12-23,105,1,35658.398494904104,0,0,57,105,5812216.92191847,102,3,1,101,4,18,83,2,4,99,3,10,92,3,26,76,4,14,87,2,7,96,3,4,98,4,6,95,3,5,97,2,13,90,3,14,88,3,12,90,1,26,78,104,0,0,1,87,0,7,11,101,0,0,4,95,0,3,7,79,1,10,15,91,0,4,10,98,0,3,4,101,0,3,1,99,0,4,2,100,0,3,2,92,0,7,6,91,0,6,8,93,0,9,3,79,0,14,12,0,0,18,87,87,0,5,13,0,0,15,90,90,1,1,13,104,0,0,1,104,0,0,0,1,105,0,0,0,0,2,0,7,96,105,0,0,0,0,0,0,0,58,31,8,8,0,3,61,28,13,0,5,51,31,18,0,8,71,21,5,0,5,52,32,16,0,6,17,24,58,0,98,2,1,4,98,2,1,4,98,2,2,3,98,2,1,4,98,1,3,3,98,1,3,3,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,0,0,60,45,0,0,62,43,0,4,37,64,0,2,48,55,0,2,36,67,0,2,40,63,0,0,45,60,60,0,29,11,2,3,0,0,2,20,46,37,0,1,96,8,0,3,12,90,0,0,48,31,8,3,5,10,0,0,36,24,31,14,0,0,19,47,28,11,0,0,6,85,14,0,1,5,88,11,45,1,52,7,43,1,57,4,68,1,32,4,57,1,35,12,69,1,27,8,65,1,34,5,0,3,7,4,27,16,48,0,0,9,13,21,30,32,0,0,30,37,16,22,0,0,12,26,30,37,0,0,33,27,25,20,45,2,52,6,45,11,22,27,45,11,32,17,0,2,44,59,46,0,20,39,85,0,9,1,0,2,0,0,8,41,1,3,11,0,26,2,0,1,0,0,3,2,1,1,0,13,0,2,87,16,0,0,0,0,105,0,0,0,0,0,0,2,2,56,18,27,2,1,26,25,31,13,7,7.65,8.335801894259422,3.7857142857142856,3.400872544794066,13.674157303370787,5.668443912050765,2.329896907216495,1.801166575008496
BD,BGD,Bangladesh,2,2020-12-23,2020-12-23,130,1,10557.9132167862,0,0,57,129,8476711.102552963,128,2,2,126,2,30,98,3,5,122,2,12,116,4,26,100,3,17,110,3,10,117,4,5,121,2,8,120,4,5,121,1,12,117,2,20,108,2,14,114,3,29,98,128,0,2,0,100,1,10,19,125,1,1,3,118,1,4,7,104,1,8,17,113,1,10,6,120,1,6,3,125,0,2,3,122,1,6,1,125,1,2,2,118,1,6,5,110,0,6,14,116,1,4,9,101,1,17,11,0,1,34,95,96,0,13,21,0,1,27,102,103,0,4,23,126,1,2,1,126,0,3,0,1,127,0,1,2,0,5,2,11,112,130,0,0,0,0,0,0,2,83,28,9,8,0,3,87,23,17,0,7,86,22,15,0,8,97,14,11,0,12,81,22,15,0,9,33,26,62,0,119,1,4,6,119,3,1,7,119,3,2,6,119,3,4,4,119,2,3,6,119,2,4,5,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,0,5,76,49,0,7,84,39,0,8,61,61,0,7,62,61,0,6,59,65,0,5,52,73,0,1,58,71,72,0,35,9,4,10,0,1,1,13,62,53,0,1,125,4,0,2,25,103,0,1,66,46,7,5,1,4,0,1,47,24,34,24,0,1,23,67,32,7,0,1,8,106,15,0,1,5,116,8,54,3,70,3,46,3,78,3,69,5,53,3,68,3,51,8,71,3,50,6,78,3,45,4,0,3,0,6,16,33,72,0,2,2,7,26,34,59,0,1,50,28,22,29,0,2,14,26,38,50,0,1,31,37,29,32,62,2,56,10,62,13,28,27,62,15,36,17,0,2,80,48,82,0,21,27,109,0,10,0,0,1,0,3,7,29,0,3,16,1,16,1,8,7,3,1,4,12,3,3,4,19,0,1,112,16,0,1,0,0,0,130,0,0,0,0,0,2,0,83,19,26,2,1,35,34,31,14,13,6.25,8.09581703851605,1.8518518518518519,1.133534421577168,15.48360655737705,6.56214237159486,2.813008130081301,1.968396174537372
