ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1.-77,B1_1.1,B1_1.2,B1_2.-77,B1_2.1,B1_2.2,B1_3.-77,B1_3.1,B1_3.2,B1_4.-77,B1_4.1,B1_4.2,B1_5.-77,B1_5.1,B1_5.2,B1_6.-77,B1_6.1,B1_6.2,B1_7.-77,B1_7.1,B1_7.2,B1_8.-77,B1_8.1,B1_8.2,B1_9.-77,B1_9.1,B1_9.2,B1_10.-77,B1_10.1,B1_10.2,B1_11.-77,B1_11.1,B1_11.2,B1_12.-77,B1_12.1,B1_12.2,B1_13.-77,B1_13.1,B1_13.2,B1_14.-77,B1_14.1,B1_14.2,B1b_x1.-99,B1b_x1.-77,B1b_x1.1,B1b_x1.2,B1b_x2.-99,B1b_x2.-77,B1b_x2.1,B1b_x2.2,B1b_x3.-99,B1b_x3.-77,B1b_x3.1,B1b_x3.2,B1b_x4.-99,B1b_x4.-77,B1b_x4.1,B1b_x4.2,B1b_x5.-99,B1b_x5.-77,B1b_x5.1,B1b_x5.2,B1b_x6.-99,B1b_x6.-77,B1b_x6.1,B1b_x6.2,B1b_x7.-99,B1b_x7.-77,B1b_x7.1,B1b_x7.2,B1b_x8.-99,B1b_x8.-77,B1b_x8.1,B1b_x8.2,B1b_x9.-99,B1b_x9.-77,B1b_x9.1,B1b_x9.2,B1b_x10.-99,B1b_x10.-77,B1b_x10.1,B1b_x10.2,B1b_x11.-99,B1b_x11.-77,B1b_x11.1,B1b_x11.2,B1b_x12.-99,B1b_x12.-77,B1b_x12.1,B1b_x12.2,B1b_x13.-99,B1b_x13.-77,B1b_x13.1,B1b_x13.2,B1b_x14.-99,B1b_x14.-77,B1b_x14.1,B1b_x14.2,B3.-99,B3.-77,B3.1,B3.2,B5.-99,B5.-77,B5.1,B5.2,B6.-99,B6.-77,B6.1,B6.2,B7.-99,B7.-77,B7.1,B7.2,B8.-99,B8.-77,B8.1,B8.2,B8.3,B9.-99,B9.-77,B9.1,B9.2,B9.3,B10.-99,B10.1,B10.2,B10.3,B11.-99,B11.-77,B11.1,B11.2,V1.-99,V3.-99,V3.-77,V3.1,V3.2,V3.3,V3.4,V4_1.-99,V4_1.-77,V4_1.1,V4_1.2,V4_1.3,V4_2.-99,V4_2.-77,V4_2.1,V4_2.2,V4_2.3,V4_3.-99,V4_3.-77,V4_3.1,V4_3.2,V4_3.3,V4_4.-99,V4_4.-77,V4_4.1,V4_4.2,V4_4.3,V4_5.-99,V4_5.-77,V4_5.1,V4_5.2,V4_5.3,B12_1.-99,B12_1.-77,B12_1.1,B12_1.2,B12_2.-99,B12_2.-77,B12_2.1,B12_2.2,B12_3.-99,B12_3.-77,B12_3.1,B12_3.2,B12_4.-99,B12_4.-77,B12_4.1,B12_4.2,B12_5.-99,B12_5.-77,B12_5.1,B12_5.2,B12_6.-99,B12_6.-77,B12_6.1,B12_6.2,B13_1.-99,B13_1.-77,B13_1.1,B13_1.2,B13_2.-99,B13_2.-77,B13_2.1,B13_2.2,B13_3.-99,B13_3.-77,B13_3.1,B13_3.2,B13_4.-99,B13_4.-77,B13_4.1,B13_4.2,B13_5.-99,B13_5.-77,B13_5.1,B13_5.2,B13_6.-99,B13_6.-77,B13_6.1,B13_6.2,B13_7.-99,B13_7.-77,B13_7.1,B13_7.2,B14_1.-99,B14_1.-77,B14_1.1,B14_1.2,B14_2.-99,B14_2.-77,B14_2.1,B14_2.2,B14_3.-99,B14_3.-77,B14_3.1,B14_3.2,B14_4.-99,B14_4.-77,B14_4.1,B14_4.2,B14_5.-99,B14_5.-77,B14_5.1,B14_5.2,C0_1.-99,C0_1.-77,C0_1.1,C0_1.2,C0_2.-99,C0_2.-77,C0_2.1,C0_2.2,C0_3.-99,C0_3.-77,C0_3.1,C0_3.2,C0_4.-99,C0_4.-77,C0_4.1,C0_4.2,C0_5.-99,C0_5.-77,C0_5.1,C0_5.2,C0_6.-99,C0_6.-77,C0_6.1,C0_6.2,C1_m.-99,C1_m.-77,C1_m.1,C1_m.2,C2.-99,C2.-77,C2.1,C2.2,C2.3,C2.4,C7.-99,C7.-77,C7.1,C7.2,C7.3,C7.4,C8.-99,C8.-77,C8.1,C8.2,C3.-99,C3.-77,C3.1,C3.2,C5.-99,C5.-77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6.-99,C6.-77,C6.1,C6.2,C6.3,C6.4,C14.-99,C14.-77,C14.1,C14.2,C14.3,C14.4,C9.-99,C9.-77,C9.1,C9.2,C9.3,C12.-99,C12.-77,C12.1,C12.2,C12.3,C13_1.-99,C13_1.-77,C13_1.1,C13_1.2,C13_2.-99,C13_2.-77,C13_2.1,C13_2.2,C13_3.-99,C13_3.-77,C13_3.1,C13_3.2,C13_4.-99,C13_4.-77,C13_4.1,C13_4.2,C13_5.-99,C13_5.-77,C13_5.1,C13_5.2,C13_6.-99,C13_6.-77,C13_6.1,C13_6.2,D1.-99,D1.-77,D1.1,D1.2,D1.3,D1.4,D1.5,D2.-99,D2.-77,D2.1,D2.2,D2.3,D2.4,D2.5,D3.-99,D3.-77,D3.1,D3.2,D3.3,D3.4,D4.-99,D4.-77,D4.1,D4.2,D4.3,D4.4,D5.-99,D5.-77,D5.1,D5.2,D5.3,D5.4,D6_1.-99,D6_1.-77,D6_1.1,D6_1.2,D6_2.-99,D6_2.-77,D6_2.1,D6_2.2,D6_3.-99,D6_3.-77,D6_3.1,D6_3.2,D7.-99,D7.-77,D7.1,D7.2,D8.-99,D8.-77,D8.1,D8.2,D9.-99,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10.-99,D10.-77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3.-99,E3.-77,E3.1,E3.2,E3.3,E3.4,E4.-99,E4.-77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2.-99,E2.-77,E2.1,E2.2,E2.3,E7.-99,E7.-77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AFG,Afghanistan,-99,2021-01-03,2021-01-01,100,12,364434.34463418636,8,239952.7964019135,249,59,4273538.7463786565,0,26,17,57,25,28,47,25,20,55,25,25,50,26,28,46,25,25,50,25,27,48,25,19,56,28,15,57,21,20,59,31,17,52,26,30,44,30,9,61,32,21,47,83,6,10,1,72,10,15,3,80,8,6,6,75,7,11,7,72,9,14,5,75,9,13,3,73,10,9,8,81,10,8,1,85,5,6,4,80,10,9,1,83,5,7,5,70,10,14,6,91,3,5,1,79,7,9,5,41,0,20,39,84,1,13,2,47,2,11,40,89,1,4,6,96,1,1,1,1,96,1,1,2,0,99,0,0,1,54,2,2,42,100,50,4,16,10,5,15,57,4,23,10,6,57,12,17,8,6,57,12,21,5,5,57,14,12,9,8,57,14,6,9,14,98,1,0,1,98,1,0,1,98,1,0,1,98,1,1,0,98,1,0,1,98,0,1,1,96,0,1,3,96,0,1,3,96,0,1,3,96,0,1,3,96,0,2,2,96,0,2,2,96,0,1,3,98,0,1,1,98,0,1,1,98,0,1,1,98,0,1,1,98,0,1,1,66,2,25,7,66,4,23,7,66,5,18,11,66,6,19,9,66,5,18,11,66,4,20,10,75,0,15,10,85,1,5,5,2,2,76,2,3,7,7,5,76,5,17,2,80,2,4,14,80,1,9,4,0,1,4,1,80,3,4,6,3,4,82,0,3,6,4,5,85,0,5,8,2,86,0,6,7,1,80,5,11,4,82,4,10,4,86,4,5,5,86,3,5,6,87,2,5,6,84,3,8,5,89,1,2,0,4,1,3,89,1,1,0,2,1,6,93,1,1,1,1,3,93,0,2,1,1,3,93,2,1,2,1,1,98,0,2,0,98,1,1,0,98,1,1,0,95,0,4,1,99,0,0,1,100,0,0,0,0,0,0,0,96,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,12.586206896551724,14.876917022640212,18.615384615384617,48.770787809812376,0,0,0,0
AFG,Afghanistan,-99,2021-01-04,2021-01-01,100,13,396483.8866353665,9,272002.3384030936,273,62,3690585.648373187,0,26,18,56,27,31,42,27,17,56,27,28,45,25,30,45,27,27,46,28,27,45,29,16,55,29,16,55,22,21,57,33,19,48,28,28,44,31,10,59,33,25,42,82,7,9,2,69,10,18,3,83,8,6,3,72,7,14,7,70,11,15,4,73,9,14,4,73,9,10,8,84,8,8,0,84,5,7,4,79,10,10,1,81,5,10,4,72,9,13,6,90,3,6,1,75,8,11,6,38,0,24,38,80,1,16,3,44,2,9,45,91,1,3,5,97,1,1,0,1,97,1,2,0,0,98,0,0,2,50,3,6,41,100,46,3,18,10,5,18,52,4,27,10,7,52,10,22,8,8,52,12,26,6,4,52,14,16,10,8,52,14,10,7,17,94,2,2,2,94,2,0,4,94,2,2,2,94,2,2,2,94,2,1,3,94,1,1,4,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,62,4,29,5,62,5,26,7,62,7,20,11,62,8,21,9,62,6,23,9,62,4,26,8,71,0,19,10,81,2,6,5,4,2,73,3,3,8,6,7,73,6,18,3,80,3,3,14,80,2,7,5,1,1,4,0,80,4,2,7,3,4,82,0,3,6,5,4,86,1,4,7,2,87,0,5,6,2,76,5,15,4,79,4,13,4,84,4,5,7,84,3,6,7,82,2,9,7,78,4,12,6,89,1,1,0,4,3,2,89,1,1,0,4,1,4,94,1,0,1,0,4,94,0,2,1,2,1,94,2,1,1,1,1,98,0,2,0,98,0,2,0,98,0,1,1,96,0,3,1,99,0,0,1,100,0,0,0,0,0,0,0,97,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,10.441176470588236,13.766871030408998,17.6,45.36014613229169,0,0,0,0
AFG,Afghanistan,-99,2021-01-13,2021-01-03,100,13,510087.88342445134,5,122158.7098941711,143,66,3674241.351228783,0,29,17,54,31,28,41,28,19,53,33,23,44,24,32,44,30,26,44,29,21,50,31,17,52,32,14,54,28,20,52,32,19,49,30,25,45,38,9,53,37,21,42,83,8,7,2,72,9,16,3,81,8,10,1,77,8,11,4,68,15,11,6,74,8,12,6,79,9,9,3,83,9,7,1,86,4,10,0,80,7,9,4,81,8,8,3,75,12,7,6,91,1,5,3,79,6,10,5,34,0,25,41,79,1,14,6,41,4,12,43,89,0,6,5,94,0,2,3,1,94,1,3,1,1,97,0,0,3,53,3,9,35,100,50,2,20,8,2,18,57,3,25,6,9,57,9,20,4,10,57,13,21,3,6,57,15,17,4,7,57,15,13,3,12,92,3,3,2,92,3,2,3,92,3,3,2,92,3,2,3,92,4,1,3,92,4,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,65,3,24,8,65,4,23,8,65,6,13,16,65,6,12,17,65,5,15,15,65,3,18,14,69,1,15,15,85,2,8,1,3,1,73,1,3,7,6,10,73,3,23,1,77,2,3,18,77,2,11,3,1,1,4,1,77,2,9,6,2,4,78,0,8,5,4,5,80,2,4,12,2,83,0,5,9,3,80,1,17,2,80,3,16,1,90,1,6,3,91,1,5,3,88,2,8,2,85,4,8,3,86,2,0,1,1,5,5,86,0,0,1,4,3,6,88,1,1,1,3,6,88,1,0,3,2,6,88,2,1,3,1,5,97,0,2,1,97,0,2,1,97,0,1,2,91,0,3,6,94,0,3,3,97,0,0,1,0,0,1,1,95,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,7.000000000000001,7.019971509913697,11.636363636363637,11.482793451706142,0,0,0,0
AFG,Afghanistan,-99,2021-01-14,2021-01-03,100,14,735110.513652498,7,206167.02881574153,129,67,4631803.289029612,0,24,18,58,29,27,44,27,19,54,31,24,45,23,29,48,28,24,48,26,22,52,28,17,55,28,15,57,24,20,56,29,18,53,27,27,46,36,9,55,35,18,47,82,7,8,3,73,8,16,3,81,6,12,1,76,8,11,5,71,13,10,6,76,6,11,7,78,8,11,3,83,7,8,2,85,4,10,1,80,7,10,3,82,5,10,3,73,11,7,9,91,0,6,3,82,4,9,5,33,0,27,40,78,1,15,6,41,4,14,41,89,0,6,5,94,0,1,4,1,94,1,2,2,1,98,0,0,2,55,3,10,32,100,51,2,21,8,2,16,57,4,23,5,11,57,10,17,6,10,57,13,21,4,5,57,16,16,4,7,57,16,12,3,12,91,3,3,3,91,3,3,3,91,3,4,2,91,3,2,4,91,4,2,3,91,4,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,65,3,22,10,65,3,24,8,65,5,10,20,65,5,11,19,65,4,14,17,65,2,16,17,67,1,17,15,83,2,8,2,4,1,71,2,3,7,7,10,71,3,25,1,75,2,2,21,75,1,13,4,1,1,4,1,75,1,11,6,2,5,76,1,9,6,4,4,78,2,3,14,3,81,1,4,11,3,80,2,16,2,77,5,17,1,91,1,5,3,90,2,5,3,87,3,9,1,86,5,7,2,84,1,0,1,2,5,7,84,0,0,1,4,3,8,86,1,2,1,3,7,86,1,1,2,2,8,86,1,2,3,2,6,96,0,3,1,96,0,3,1,96,0,1,3,91,0,3,6,94,0,3,3,97,0,0,1,0,0,1,1,95,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,8.115384615384615,12.640654802902967,9.416666666666666,11.12293562732865,0,0,0,0
