ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4.0,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8.0,V5d_9..99,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BY,BLR,Belarus,-99,2021-02-08,2021-02-06,100,7,168590.08260127963,6,141663.45977886874,54,74,2919720.237420852,0,5,8,87,4,27,69,6,10,84,4,40,56,5,29,66,6,23,71,7,13,80,5,6,89,6,6,88,5,6,89,5,16,79,6,25,69,4,13,83,3,39,58,92,0,6,2,73,2,13,12,90,1,7,2,60,3,14,23,71,3,13,13,77,2,15,6,87,2,3,8,94,0,4,2,94,1,4,1,94,0,5,1,84,1,14,1,75,2,10,13,87,0,7,6,61,3,21,15,26,0,26,48,79,0,6,15,31,2,35,32,65,0,7,28,93,5,2,0,93,3,4,0,97,0,1,2,0,41,0,18,41,34,2,0,64,0,100,0,0,0,0,100,0,0,0,34,0,11,11,13,31,43,6,14,22,15,100,43,8,16,17,16,43,7,14,9,27,43,10,1,7,39,43,7,20,19,11,71,10,19,71,23,6,71,23,6,71,27,2,71,17,12,71,26,3,71,29,0,71,28,1,71,24,5,0,88,0,5,7,88,0,8,4,88,0,11,1,88,0,9,3,88,0,6,6,88,0,10,2,88,0,12,0,88,0,12,88,0,12,0,0,89,0,9,2,89,0,8,3,89,0,10,1,89,0,10,1,89,0,6,5,89,0,8,3,89,0,9,2,89,0,11,0,89,0,11,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,92,1,5,2,92,1,5,2,92,1,5,2,92,1,6,1,92,1,6,1,92,1,3,4,92,1,6,1,47,1,26,17,4,5,49,2,48,1,49,2,49,0,49,2,47,2,49,2,46,3,49,2,39,10,49,2,47,2,49,2,45,4,49,2,45,4,49,2,42,7,49,2,23,26,100,0,0,0,100,0,0,0,0,0,0,83,4,3,10,83,6,1,10,83,4,7,6,83,5,6,6,83,6,0,11,83,5,3,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,51,10,20,19,51,8,34,7,51,14,17,18,51,8,23,18,51,11,11,27,51,9,19,21,61,2,21,16,79,0,11,5,3,2,66,1,1,5,14,13,66,2,32,0,77,0,4,19,77,0,18,1,1,0,1,2,77,0,7,9,4,3,79,1,5,5,6,4,100,82,0,3,15,0,84,0,4,12,0,84,1,14,1,72,1,26,1,88,0,10,2,81,1,11,7,91,0,7,2,84,1,14,1,86,0,1,2,1,0,10,86,1,0,1,2,3,7,90,0,5,5,0,0,90,0,0,1,5,4,90,0,2,5,2,1,96,0,2,2,96,0,2,2,96,0,1,3,95,0,3,2,98,0,1,1,100,0,0,0,0,0,0,0,0,98,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.658536585365853,6.048180536729872,3.1538461538461537,1.908147174886057,0,0,0,0
BY,BLR,Belarus,3,2021-02-08,2021-02-06,100,2,34041.8796626506,0,0,77,100,2327684.1255343496,97,2,5,93,1,20,79,2,10,88,2,35,63,2,41,57,2,10,88,1,13,86,2,9,89,2,6,92,2,8,90,2,13,85,2,23,75,2,6,92,0,27,73,95,0,4,1,80,1,10,9,90,0,8,2,65,2,13,20,59,1,23,17,90,0,8,2,87,0,8,5,91,0,8,1,94,0,4,2,92,2,6,0,87,1,9,3,77,2,11,10,94,0,5,1,73,1,14,12,0,0,34,66,66,0,13,21,0,0,54,46,46,0,7,47,93,3,4,0,93,3,4,0,97,0,0,3,0,7,1,30,62,0,0,1,99,0,99,0,1,0,0,99,0,1,0,1,0,9,26,18,46,1,3,23,31,42,100,1,3,19,42,35,1,3,5,28,63,1,3,0,16,80,1,4,29,32,34,54,19,27,54,36,10,54,37,9,54,41,5,54,27,19,54,42,4,54,45,1,54,45,1,54,42,4,0,82,0,10,8,82,0,17,1,82,0,16,2,82,0,18,0,82,0,8,10,82,0,17,1,82,0,17,1,82,0,18,82,0,15,3,0,74,0,13,13,74,0,17,9,74,0,26,0,74,0,24,2,74,0,15,11,74,0,22,4,74,0,24,2,74,0,26,0,74,0,23,3,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,89,0,6,5,89,0,11,0,89,0,11,0,89,0,10,1,89,0,7,4,89,0,7,4,89,0,8,3,0,0,39,34,17,10,0,5,91,4,0,5,87,8,0,5,95,0,0,5,93,2,0,5,84,11,0,5,88,7,0,5,90,5,0,5,85,10,0,5,81,14,0,5,36,59,45,0,1,54,2,0,30,68,0,0,0,70,14,2,14,70,13,7,10,70,16,8,6,70,12,9,9,70,15,4,11,70,8,17,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,56,39,0,4,76,20,0,10,38,52,0,5,55,40,0,11,19,70,0,6,43,51,0,0,61,39,39,0,30,19,9,3,0,0,1,10,31,58,0,0,100,0,0,0,25,75,0,0,61,23,5,3,5,3,0,1,29,15,26,29,0,1,11,38,32,18,100,0,1,12,87,0,0,0,8,90,2,44,1,46,9,24,2,69,5,62,2,32,4,45,2,38,15,81,1,11,7,57,0,39,4,0,0,1,4,19,21,55,0,0,0,6,23,22,49,0,1,36,46,12,5,0,0,5,16,25,54,0,0,23,37,18,22,40,5,48,7,40,17,18,25,40,15,29,16,0,0,67,33,67,0,14,19,86,0,1,1,1,3,2,2,4,19,0,1,14,6,3,0,5,2,13,0,7,4,3,0,7,16,0,3,43,54,0,0,0,0,0,0,100,0,0,0,0,1,2,61,28,8,1,1,25,46,19,6,2,6.656716417910448,8.02751374545782,2.5555555555555554,1.7831116564834573,13.032608695652174,5.474117093658884,2.5,1.0954451150103321
BY,BLR,Belarus,-99,2021-02-09,2021-02-07,100,9,253028.87724345148,7,208324.009756804,61,75,3169597.548033631,0,3,10,87,2,32,66,4,14,82,2,42,56,4,33,63,5,28,67,5,17,78,2,8,90,4,10,86,3,8,89,3,18,79,5,35,60,3,17,80,3,38,59,90,0,8,2,68,4,13,15,86,2,9,3,58,3,12,27,67,5,10,18,72,3,15,10,83,2,2,13,92,1,5,2,90,2,5,3,92,0,6,2,82,1,15,2,65,3,11,21,83,1,8,8,62,2,19,17,25,0,31,44,80,0,9,11,36,1,31,32,70,1,5,24,95,2,3,0,95,2,3,0,98,0,1,1,0,46,0,17,37,42,1,1,56,0,100,0,0,0,0,100,0,0,0,43,0,6,7,15,29,56,4,9,16,15,100,56,4,7,12,21,56,4,8,7,25,56,6,1,3,34,56,3,14,15,12,74,8,18,74,20,6,74,21,5,74,24,2,74,16,10,74,23,3,74,25,1,74,25,1,74,22,4,0,86,0,7,7,86,0,11,3,86,0,13,1,86,0,11,3,86,0,6,8,86,0,12,2,86,0,14,0,86,0,14,86,0,13,1,0,93,0,4,3,93,0,6,1,93,0,5,2,93,0,6,1,93,0,4,3,93,0,6,1,93,0,6,1,93,0,7,0,93,0,7,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,92,1,4,3,92,1,5,2,92,1,5,2,92,1,6,1,92,1,5,2,92,1,3,4,92,1,7,0,59,2,23,10,2,4,61,3,35,1,61,3,36,0,61,3,35,1,61,3,33,3,61,3,27,9,61,3,34,2,61,3,33,3,61,3,34,2,61,3,32,4,61,3,16,20,100,0,0,0,100,0,0,0,0,0,0,84,4,5,7,84,8,2,6,84,4,8,4,84,8,4,4,84,8,0,8,84,7,2,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,65,6,17,12,65,3,29,3,65,8,15,12,65,5,20,10,65,7,10,18,65,5,17,13,72,1,19,8,81,0,8,4,4,3,76,1,0,3,4,16,76,1,23,0,83,0,3,14,83,0,13,2,1,0,1,0,83,0,2,8,3,4,84,0,3,6,5,2,100,85,0,2,13,0,86,0,2,12,0,87,1,11,1,76,1,23,0,89,1,8,2,84,2,11,3,91,1,7,1,86,1,12,1,86,0,1,2,4,1,6,86,0,0,1,5,4,4,90,0,5,5,0,0,90,0,1,2,4,3,90,0,4,3,2,1,97,0,1,2,97,0,1,2,97,0,2,1,96,0,2,2,98,0,2,0,100,0,0,0,0,0,0,0,0,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.045454545454546,6.944814178552945,4.333333333333333,2.23606797749979,0,0,0,0
BY,BLR,Belarus,3,2021-02-09,2021-02-07,100,3,58326.4669603363,0,0,82,100,2349273.2312700227,96,4,8,88,1,19,80,3,11,86,3,31,66,4,36,60,4,12,84,3,13,84,3,10,87,4,8,88,3,7,90,4,15,81,3,27,70,4,8,88,1,28,71,92,1,6,1,81,1,12,6,89,0,10,1,69,3,13,15,64,1,22,13,88,0,9,3,87,0,7,6,90,0,9,1,92,0,5,3,93,2,5,0,85,1,10,4,73,2,12,13,92,0,6,2,72,1,16,11,0,0,33,67,67,0,12,21,0,1,54,45,46,0,5,49,95,2,3,0,95,1,4,0,99,0,0,1,0,6,1,31,62,0,0,2,98,0,98,0,2,0,0,98,0,2,0,2,0,7,25,17,49,2,2,17,39,40,100,2,2,15,41,40,2,2,2,26,68,2,2,0,17,79,2,2,20,38,38,51,20,29,51,40,9,51,40,9,51,44,5,51,31,18,51,45,4,51,48,1,51,48,1,51,44,5,0,83,0,8,9,83,0,16,1,83,0,15,2,83,0,17,0,83,0,8,9,83,0,16,1,83,0,16,1,83,0,17,83,0,15,2,0,75,0,12,13,75,0,18,7,75,0,25,0,75,0,24,1,75,0,15,10,75,0,21,4,75,0,23,2,75,0,25,0,75,0,22,3,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,89,0,7,4,89,0,11,0,89,0,10,1,89,0,9,2,89,0,7,4,89,0,7,4,89,0,7,4,0,0,37,34,19,10,0,4,92,4,0,4,86,10,0,4,96,0,0,4,94,2,0,4,87,9,0,4,86,10,0,4,86,10,0,4,87,9,0,4,83,13,0,4,39,57,42,0,2,56,3,0,29,68,0,0,0,69,15,3,13,69,14,7,10,69,15,10,6,69,11,9,11,69,16,5,10,69,12,13,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,7,56,37,0,2,78,20,0,10,34,56,0,5,55,40,0,11,20,69,0,6,41,53,0,0,60,40,40,0,25,21,7,7,0,0,1,9,37,53,0,0,100,0,0,0,27,73,0,0,58,26,5,3,5,3,0,1,27,17,28,27,0,2,12,39,27,20,100,0,1,11,88,0,0,0,9,90,1,44,1,48,7,22,1,71,6,66,3,26,5,45,2,38,15,80,1,12,7,59,0,38,3,0,0,2,5,20,22,51,0,0,2,7,22,21,48,0,1,38,42,14,5,0,0,7,17,25,51,0,0,22,35,20,23,43,5,45,7,43,17,19,21,43,17,28,12,0,0,66,34,66,0,13,21,87,0,1,1,1,2,2,3,3,21,0,1,13,3,4,0,2,5,14,0,7,5,3,0,6,16,0,3,39,58,0,0,0,0,0,0,100,0,0,0,0,1,3,57,31,8,1,1,25,43,23,5,2,7.014925373134329,8.175151814572995,2.7777777777777777,1.7614096918559585,12.111363636363636,5.648871961813379,2.4948453608247423,1.100413855293072
BY,BLR,Belarus,4,2021-02-09,2021-02-06,100,1,30237.4164375,1,30237.4164375,76,100,2972728.125144369,99,2,1,97,2,23,75,2,4,94,1,31,68,0,29,71,1,13,86,2,14,84,2,6,92,2,6,92,4,1,95,3,7,90,3,22,75,2,7,91,1,26,73,99,0,1,0,77,1,12,10,96,0,2,2,69,2,12,17,71,1,12,16,87,0,4,9,86,1,7,6,94,0,5,1,94,0,4,2,99,0,1,0,93,0,5,2,78,2,6,14,93,0,6,1,74,2,12,12,0,0,37,63,63,0,13,24,0,1,58,41,42,1,9,48,91,2,6,1,91,2,7,0,98,0,1,1,0,11,0,28,61,0,0,2,98,0,98,0,2,0,0,98,0,2,0,2,0,21,20,17,40,2,8,21,33,36,100,2,8,25,36,29,2,11,8,27,52,2,11,2,7,78,2,7,32,35,24,60,18,22,60,28,12,60,25,15,60,38,2,60,31,9,60,36,4,60,40,0,60,39,1,60,34,6,0,83,0,8,9,83,0,14,3,83,0,15,2,83,0,16,1,83,0,5,12,83,0,15,2,83,0,16,1,83,0,17,83,0,16,1,0,80,0,6,14,80,0,17,3,80,0,19,1,80,0,17,3,80,0,9,11,80,0,16,4,80,0,19,1,80,0,20,0,80,0,19,1,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,82,0,7,11,82,0,16,2,82,0,14,4,82,0,15,3,82,0,17,1,82,0,9,9,82,0,18,0,0,0,36,47,11,6,0,3,90,7,0,3,90,7,0,3,92,5,0,3,92,5,0,3,73,24,0,3,87,10,0,3,91,6,0,3,88,9,0,3,79,18,0,3,55,42,45,2,0,53,0,2,31,67,0,0,0,72,12,6,10,72,12,6,10,72,8,12,8,72,15,7,6,72,13,5,10,72,12,6,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,56,41,0,7,76,17,0,16,29,55,0,8,59,33,0,16,20,64,0,7,40,53,0,0,74,26,26,0,39,13,13,9,0,0,2,8,41,49,0,0,100,0,0,0,20,80,0,0,54,29,8,3,4,2,0,0,23,17,25,35,0,0,12,39,26,23,100,0,1,19,79,1,0,0,22,76,2,44,3,46,7,24,1,69,6,71,0,25,4,41,3,39,17,80,1,17,2,60,1,37,2,0,0,1,4,16,20,59,0,0,0,5,16,21,58,0,4,35,52,7,2,0,0,6,12,30,52,0,0,16,50,23,11,34,8,49,9,34,22,22,22,34,20,32,14,0,0,73,27,73,0,14,13,86,0,0,0,1,0,2,0,11,13,0,0,13,10,12,4,1,7,13,0,5,3,1,2,1,15,0,5,45,50,0,0,0,0,0,0,0,100,0,0,0,0,4,59,28,9,0,2,24,40,30,2,2,5.853731343283582,6.899941333922954,2.6956521739130435,1.917260892018413,13.008333333333333,4.790597516114614,2.2903225806451615,1.038190787958535
BY,BLR,Belarus,-99,2021-02-10,2021-02-08,100,10,319478.69030372216,7,251639.4231994032,57,77,3392390.047417477,0,6,12,82,5,26,69,6,15,79,3,45,52,5,33,62,8,31,61,6,16,78,5,13,82,7,9,84,5,10,85,6,23,71,7,25,68,6,16,78,5,40,55,88,0,8,4,74,4,11,11,85,2,8,5,55,3,14,28,67,5,10,18,69,3,15,13,84,1,5,10,87,2,7,4,91,2,4,3,90,0,8,2,77,1,16,6,75,2,8,15,84,2,7,7,60,2,16,22,23,0,33,44,79,0,9,12,35,0,38,27,63,1,7,29,93,2,5,0,93,3,4,0,97,0,1,2,0,45,0,18,37,40,2,1,56,1,100,0,0,0,0,100,0,0,0,41,0,3,9,17,30,55,7,8,14,16,100,55,7,9,9,20,55,6,6,10,23,55,6,0,5,34,55,4,14,11,16,73,13,14,73,24,3,73,22,5,73,26,1,73,19,8,73,23,4,73,26,1,73,27,0,73,23,4,0,83,0,13,4,83,0,13,4,83,0,16,1,83,0,15,2,83,0,11,6,83,0,14,3,83,0,17,0,83,0,17,83,0,16,1,0,91,0,4,5,91,0,8,1,91,0,8,1,91,0,9,0,91,0,4,5,91,0,8,1,91,0,8,1,91,0,9,0,91,0,9,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,93,0,3,4,93,0,7,0,93,0,6,1,93,0,7,0,93,0,3,4,93,0,5,2,93,0,7,0,57,1,25,8,2,7,59,4,36,1,59,4,37,0,59,4,37,0,59,4,36,1,59,4,25,12,59,4,36,1,59,4,34,3,59,4,35,2,59,4,32,5,59,4,17,20,100,0,0,0,100,0,0,0,0,0,0,84,6,3,7,84,9,3,4,84,5,5,6,84,8,4,4,84,9,1,6,84,7,2,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,61,5,17,17,61,2,31,6,61,9,10,20,61,3,17,19,61,6,12,21,61,4,20,15,68,0,18,14,82,0,6,5,3,4,71,1,0,2,7,19,71,3,26,0,78,0,6,16,78,0,9,7,4,1,0,1,78,0,8,3,4,7,79,2,0,9,9,1,100,81,0,1,17,1,82,1,3,13,1,84,1,12,3,72,2,25,1,92,1,7,0,85,2,10,3,89,1,9,1,82,1,14,3,85,0,0,1,4,4,6,85,0,0,1,5,3,6,88,0,6,4,2,0,88,0,1,3,5,3,88,0,7,2,3,0,96,1,1,2,96,1,0,3,96,0,2,2,97,0,2,1,99,0,1,0,100,0,0,0,0,0,0,0,0,98,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,7.000000000000001,8.258833654538233,2.9166666666666665,2.391588796113782,0,0,0,0
