ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
IN,IND,India,-99,2020-12-21,2020-12-21,1732,23,1814995.817017853,11,861909.429353828,234,1492,145826445.2822262,0,69,46,1617,67,145,1520,62,41,1629,80,96,1556,72,161,1499,76,188,1468,77,82,1573,73,47,1612,85,47,1600,71,49,1612,71,94,1567,73,159,1500,78,95,1559,76,159,1497,1696,6,17,13,1600,6,57,69,1705,3,14,10,1649,10,27,46,1588,9,51,84,1562,8,71,91,1660,6,25,41,1698,6,18,10,1696,3,13,20,1696,7,15,14,1647,8,35,42,1590,9,57,76,1644,10,23,55,1583,14,75,60,233,7,121,1371,1640,0,26,66,294,33,436,969,1299,8,110,315,1622,0,12,88,10,1622,0,37,66,7,1697,0,11,21,3,484,30,67,1151,1732,0,0,0,0,0,454,33,479,328,200,238,1554,14,87,48,29,1554,22,87,38,31,1554,25,100,31,22,1554,20,96,39,23,1554,24,46,32,76,0,1681,19,9,23,1681,15,17,19,1681,15,16,20,1681,17,9,25,1681,17,13,21,1681,18,12,21,1732,0,0,0,1732,0,0,0,1732,0,0,0,1732,0,0,0,1732,0,0,0,1732,0,0,0,1732,0,0,0,1732,0,0,0,1732,0,0,0,1732,0,0,0,1732,0,0,0,1732,0,0,0,863,34,356,479,863,40,501,328,863,42,273,554,863,41,276,552,863,41,225,603,863,42,159,668,928,16,194,594,1538,0,118,34,18,24,982,9,19,92,292,338,982,18,699,33,1094,18,83,537,1094,13,401,134,26,15,10,39,1094,16,393,108,67,54,1120,16,244,231,76,45,1172,17,26,443,74,1323,31,24,288,66,1403,24,273,32,1258,25,404,45,1480,19,207,26,1477,24,193,38,1529,23,155,25,1590,21,105,16,1437,13,7,11,27,38,199,1437,11,12,8,36,36,192,1550,10,38,49,35,50,1550,12,10,22,36,102,1550,10,30,47,35,60,1672,7,45,8,1672,13,25,22,1672,15,29,16,1604,1,62,65,1667,1,46,18,1722,1,4,0,0,2,0,0,3,1680,1,9,4,1,10,2,2,4,2,0,2,2,1,0,1,11,1732,0,0,0,0,0,1732,0,0,0,0,0,0,0,0,1732,0,0,0,0,1732,0,0,0,0,0,0,2.9466019417475726,3.1572051928066496,3.018181818181818,2.1299531301651538,0,0,0,0
IN,IND,India,1,2020-12-21,2020-12-21,493,1,151082.674585408,0,0,108,492,39807973.25920998,473,3,3,487,4,55,434,2,6,485,2,26,465,3,70,420,3,31,459,3,26,464,5,13,475,3,7,483,3,7,483,3,33,457,3,51,439,4,23,466,3,56,434,490,0,1,2,438,4,19,32,487,0,2,4,467,0,8,18,423,3,22,45,462,0,15,16,467,2,8,16,480,0,8,5,486,1,3,3,486,0,4,3,460,1,11,21,442,1,11,39,470,3,9,11,437,1,25,30,0,1,38,454,455,0,15,23,0,5,140,348,353,1,44,95,449,0,3,40,1,449,0,4,39,1,489,0,2,2,0,50,11,23,409,493,0,0,0,0,0,0,0,193,154,85,61,343,3,72,44,31,343,6,80,32,32,343,6,88,31,25,343,6,78,42,24,343,9,32,33,76,0,470,12,2,9,470,10,7,6,470,8,11,4,470,7,10,6,470,11,6,6,470,10,9,4,493,0,0,0,493,0,0,0,493,0,0,0,493,0,0,0,493,0,0,0,493,0,0,0,493,0,0,0,493,0,0,0,493,0,0,0,493,0,0,0,493,0,0,0,493,0,0,0,0,5,203,285,0,3,287,203,0,5,163,325,0,3,164,326,0,1,117,375,0,6,113,374,0,2,137,354,356,0,93,24,7,13,0,1,11,74,215,192,0,4,474,15,0,1,67,425,0,1,298,106,35,15,13,25,0,3,282,96,73,39,0,6,141,212,102,32,0,7,31,349,106,0,11,39,347,96,290,2,178,23,206,4,254,29,330,4,135,24,329,4,114,46,376,2,91,24,380,3,97,13,0,7,12,8,76,88,302,0,4,6,29,80,101,273,0,10,132,141,92,118,0,7,50,76,114,246,0,9,117,124,99,144,252,12,191,38,252,44,71,126,252,47,87,107,0,8,197,288,205,1,79,208,414,0,27,5,6,6,0,6,29,217,2,49,20,12,47,1,8,18,9,0,7,21,3,5,8,66,0,7,398,81,1,6,0,0,493,0,0,0,0,0,0,13,9,222,91,158,13,6,108,144,133,47,42,3.533678756476684,3.709525385243389,3.2580645161290325,2.6072685827059687,13.752466367713005,5.173231074102271,2.5136363636363637,1.6819544587794757
IN,IND,India,2,2020-12-21,2020-12-21,950,4,292947.2490684186,0,0,208,948,71786367.35510384,927,7,5,938,7,80,863,5,11,934,7,48,895,7,94,849,7,83,860,8,46,896,6,9,935,7,12,931,7,16,927,8,35,907,7,92,851,6,48,896,6,76,868,945,0,4,1,870,1,21,58,939,0,5,6,902,1,7,40,856,1,25,68,867,1,31,51,904,0,16,30,941,0,6,3,938,0,4,8,934,0,11,5,915,0,17,18,858,0,28,64,902,3,14,31,874,2,39,35,0,2,81,867,869,0,27,54,0,7,308,635,642,3,69,236,881,0,9,57,3,881,0,18,51,0,932,0,4,12,2,79,9,28,834,950,0,0,0,0,0,0,3,379,266,182,120,658,7,162,69,54,658,13,164,72,43,658,8,200,52,32,658,7,190,62,33,658,5,71,62,154,0,922,9,6,13,922,10,5,13,922,8,8,12,922,5,7,16,922,9,6,13,922,9,5,14,950,0,0,0,950,0,0,0,950,0,0,0,950,0,0,0,950,0,0,0,950,0,0,0,950,0,0,0,950,0,0,0,950,0,0,0,950,0,0,0,950,0,0,0,950,0,0,0,0,5,396,549,0,5,577,368,0,8,351,591,0,6,350,594,0,8,220,722,0,11,172,767,0,3,298,649,652,0,177,58,27,36,0,3,10,108,382,447,0,6,921,23,0,4,148,798,0,1,612,204,47,18,17,51,0,2,483,193,166,106,0,2,317,440,140,51,0,7,45,776,122,0,11,75,737,127,554,13,349,34,373,15,518,44,599,13,286,52,600,13,258,79,730,11,168,41,778,9,147,16,0,7,18,29,103,159,634,0,5,19,41,125,179,581,0,11,240,308,188,203,0,8,64,131,259,488,0,6,204,243,215,282,503,21,358,68,503,113,162,172,503,103,173,171,0,11,563,376,574,1,168,207,782,2,61,11,14,7,5,10,58,219,0,61,60,25,73,7,55,69,52,2,25,124,21,9,13,135,0,8,767,168,1,6,0,0,0,950,0,0,0,0,0,15,12,510,195,218,15,8,213,322,233,93,66,3.1981981981981984,3.2565591452671714,2.8142857142857145,2.600406083911172,14.908858447488587,5.574426182738196,2.5709421112372306,1.6981996208711452
IN,IND,India,3,2020-12-21,2020-12-21,511,0,0,0,0,152,509,33610125.54946467,498,4,4,503,6,31,474,3,4,504,6,21,484,4,45,462,5,39,467,5,21,485,4,7,500,6,8,497,3,3,505,5,16,490,4,35,472,6,16,489,7,31,473,507,0,0,4,480,1,8,22,507,2,1,1,490,0,6,15,466,2,13,30,472,1,15,23,490,1,6,14,504,1,4,2,503,0,2,6,508,0,3,0,495,0,1,15,476,1,10,24,495,0,4,12,480,0,14,17,0,2,55,454,456,0,14,41,0,2,167,342,344,0,41,126,470,0,6,32,3,470,0,7,34,0,504,0,3,4,0,43,5,21,442,511,0,0,0,0,0,0,3,229,125,86,68,331,4,96,45,35,331,7,99,42,32,331,4,113,39,24,331,6,114,39,21,331,5,33,40,102,0,490,6,5,10,490,8,2,11,490,7,4,10,490,7,5,9,490,6,6,9,490,8,4,9,511,0,0,0,511,0,0,0,511,0,0,0,511,0,0,0,511,0,0,0,511,0,0,0,511,0,0,0,511,0,0,0,511,0,0,0,511,0,0,0,511,0,0,0,511,0,0,0,0,4,249,258,0,6,317,188,0,8,166,337,0,6,181,324,0,6,113,392,0,6,80,425,0,3,171,337,340,1,99,31,17,23,0,3,8,39,195,266,0,4,487,20,0,4,84,423,0,1,333,112,25,12,5,23,0,2,261,81,98,69,0,4,167,246,73,21,0,4,25,426,56,0,16,27,418,50,262,8,225,16,194,10,289,18,345,9,148,9,330,7,143,31,398,6,96,11,431,3,70,7,0,3,7,11,41,81,368,0,3,6,13,56,95,338,0,9,108,163,103,128,0,7,33,55,142,274,0,6,97,121,104,183,293,12,176,30,293,58,73,87,293,54,86,78,0,4,313,194,317,0,88,106,423,3,27,2,5,4,1,11,35,110,1,30,45,18,46,2,26,36,30,1,11,53,8,7,18,69,0,4,439,63,1,4,0,0,0,0,511,0,0,0,0,6,7,292,96,110,6,3,103,193,132,51,23,2.8675496688741724,3.025834312909949,3.2325581395348837,2.533933600271904,16.044885177453025,4.5245228992533235,3.0709812108559498,1.742639415210557
IN,IND,India,4,2020-12-21,2020-12-21,179,0,0,0,0,41,179,20972450.899476063,172,1,1,177,2,3,174,1,1,177,2,6,171,2,7,170,2,9,168,2,5,172,1,2,176,3,0,176,1,1,177,2,4,173,1,9,169,3,2,174,2,9,168,178,0,1,0,176,0,3,0,178,0,0,1,173,0,0,6,172,0,2,5,170,0,2,7,174,0,3,2,177,0,1,1,179,0,0,0,178,0,1,0,175,0,1,3,170,0,2,7,177,0,0,2,170,0,4,5,0,0,19,160,160,1,2,16,0,1,59,119,120,1,10,48,169,0,0,10,0,169,0,1,9,0,178,0,0,1,0,12,1,5,161,179,0,0,0,0,0,0,2,65,53,40,19,119,0,31,12,17,119,1,32,11,16,119,2,38,7,13,119,1,37,9,13,119,2,10,9,39,0,174,2,1,2,174,2,0,3,174,2,1,2,174,2,0,3,174,2,1,2,174,2,0,3,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,179,0,0,0,0,1,85,93,0,1,115,63,0,1,50,128,0,1,65,113,0,1,32,146,0,1,21,157,0,1,52,126,127,0,28,16,6,2,0,1,0,18,77,83,0,1,175,3,0,2,21,156,0,0,134,33,4,1,1,6,0,0,81,40,34,24,0,1,56,91,26,5,0,0,7,159,13,0,5,7,152,15,94,4,77,4,64,6,108,1,129,6,42,2,114,6,52,7,147,4,25,3,158,2,18,1,0,3,1,2,17,30,126,0,4,1,2,15,35,122,0,3,32,62,38,44,0,4,7,18,40,110,0,3,18,39,48,71,122,3,48,6,122,21,16,20,122,18,21,18,0,3,130,46,133,0,24,22,155,2,1,2,3,1,1,1,13,25,1,7,11,8,18,3,15,8,14,1,5,29,3,0,3,28,0,2,164,11,2,0,0,0,0,0,0,179,0,0,0,4,3,105,35,32,4,2,33,57,52,21,10,3.096774193548387,3.2593950226964656,3,3.0659419433511785,17.218562874251496,3.528090762473654,2.8682634730538923,1.5736952836640323
IN,IND,India,-99,2020-12-22,2020-12-22,2173,20,1807922.9840890025,7,599901.7843980244,331,1949,181379681.87016478,0,89,47,2037,88,172,1913,91,52,2030,97,110,1966,91,227,1855,90,175,1908,93,109,1971,97,53,2023,95,56,2022,92,63,2018,94,115,1964,92,191,1890,102,108,1963,93,229,1851,2126,14,11,22,2001,17,70,85,2121,11,19,22,2063,15,37,58,1946,18,82,127,1998,19,72,84,2064,14,51,44,2120,6,31,16,2117,13,16,27,2110,15,24,24,2058,17,45,53,1982,17,81,93,2065,9,32,67,1944,23,114,92,214,10,178,1771,2023,2,64,84,300,52,587,1234,1601,8,142,422,2031,0,21,110,11,2031,0,31,105,6,2143,1,12,16,1,543,47,87,1496,2173,0,0,0,0,0,502,39,658,430,243,301,887,86,629,306,265,887,167,640,262,217,887,167,715,234,170,887,161,699,261,165,887,181,292,236,577,0,2104,28,14,27,2104,26,16,27,2104,22,25,22,2104,26,17,26,2104,28,18,23,2104,29,14,26,2173,0,0,0,2173,0,0,0,2173,0,0,0,2173,0,0,0,2173,0,0,0,2173,0,0,0,2173,0,0,0,2173,0,0,0,2173,0,0,0,2173,0,0,0,2173,0,0,0,2173,0,0,0,1057,49,464,603,1057,58,651,407,1057,62,371,683,1057,64,358,694,1057,59,301,756,1057,58,244,814,1176,24,234,739,1939,3,142,43,11,35,1258,13,17,115,381,389,1258,40,830,45,1366,23,101,683,1366,15,523,153,35,23,17,41,1366,21,480,124,103,79,1411,16,276,322,92,56,1473,18,46,539,97,1679,32,49,322,91,1749,27,339,58,1563,29,519,62,1829,23,275,46,1848,20,237,68,1895,18,212,48,1954,24,169,26,1776,11,10,8,43,44,281,1776,15,10,14,49,52,257,1931,19,60,61,39,63,1931,15,26,30,59,112,1931,14,57,59,40,72,2075,12,66,20,2075,27,33,38,2075,25,42,31,1998,5,81,89,2084,2,67,20,2163,0,3,0,1,1,0,2,3,2103,0,15,3,5,12,4,1,4,1,0,3,5,2,0,1,14,2173,0,0,0,0,0,2173,0,0,0,0,0,0,0,0,2173,0,0,0,0,2173,0,0,0,0,0,0,3.3310714285714287,3.5833293592990323,2.4104761904761904,2.0960550771501416,0,0,0,0
IN,IND,India,1,2020-12-22,2020-12-22,574,3,386860.0432413469,0,0,114,574,43729205.674340405,555,6,7,561,9,39,526,10,4,560,8,23,543,9,74,491,8,56,510,7,22,545,8,13,553,10,8,556,8,6,560,8,32,534,7,55,512,9,28,537,9,57,508,567,0,3,4,535,2,8,29,570,0,0,4,551,1,9,13,500,3,22,49,518,2,19,35,552,0,8,14,561,0,5,8,566,1,3,4,568,0,4,2,542,1,8,23,519,3,12,40,546,1,6,21,517,1,24,32,0,0,48,526,526,0,15,33,0,6,147,421,427,2,47,98,527,0,0,46,1,527,0,9,38,0,565,0,3,6,0,55,6,25,488,574,0,0,0,0,0,0,2,233,182,88,69,0,8,268,190,108,0,21,278,167,108,0,18,384,112,60,0,23,337,145,69,0,23,101,127,323,0,549,10,5,10,549,11,6,8,549,10,7,8,549,10,3,12,549,10,7,8,549,10,6,9,574,0,0,0,574,0,0,0,574,0,0,0,574,0,0,0,574,0,0,0,574,0,0,0,574,0,0,0,574,0,0,0,574,0,0,0,574,0,0,0,574,0,0,0,574,0,0,0,0,7,225,342,0,8,309,257,0,7,198,369,0,9,201,364,0,8,138,428,0,8,115,451,0,3,158,413,416,2,98,30,7,21,0,2,7,90,261,214,0,5,551,18,0,7,62,505,0,4,339,128,25,21,16,41,0,5,299,114,97,59,0,2,167,282,83,40,0,5,25,445,99,0,11,26,433,104,349,6,184,35,265,6,266,37,376,5,162,31,373,7,154,40,436,4,99,35,459,4,100,11,0,2,10,18,86,114,344,0,3,17,42,106,111,295,0,9,173,161,118,113,0,11,58,93,148,264,0,8,132,136,137,161,306,8,222,38,306,56,88,124,306,52,102,114,0,9,241,324,250,3,68,253,506,0,25,3,1,4,0,5,30,265,1,51,23,10,57,2,13,7,12,2,15,41,4,4,12,55,0,5,444,121,0,4,0,0,574,0,0,0,0,0,0,8,15,251,135,165,8,5,146,188,136,46,45,3.0576190476190477,3.376468533614245,2.7837837837837838,1.9022667054381777,14.2451171875,4.991869670198144,2.5134099616858236,1.6429960287872722
IN,IND,India,2,2020-12-22,2020-12-22,1108,3,83042.1698758768,1,11064.5259331624,172,1108,80594010.65405795,1063,6,8,1094,5,91,1012,5,8,1095,5,52,1051,7,106,995,5,73,1030,6,62,1040,6,17,1085,8,14,1086,7,15,1086,4,37,1067,5,98,1005,5,50,1053,5,80,1023,1100,3,3,2,1017,3,23,65,1100,0,4,4,1056,4,20,28,1002,5,29,72,1035,2,25,46,1046,2,18,42,1091,0,7,10,1094,2,4,8,1093,1,10,4,1071,2,15,20,1010,6,32,60,1058,4,16,30,1028,3,41,36,0,0,78,1030,1030,0,26,52,0,16,360,732,748,1,73,286,1035,0,5,67,1,1035,0,22,50,1,1086,0,9,12,1,90,14,38,966,1108,0,0,0,0,0,0,3,449,320,199,137,0,14,574,279,241,0,37,617,261,193,0,31,677,224,176,0,31,673,241,163,0,39,237,209,623,0,1070,11,6,21,1070,12,5,21,1070,10,8,20,1070,12,5,21,1070,10,4,24,1070,10,7,21,1108,0,0,0,1108,0,0,0,1108,0,0,0,1108,0,0,0,1108,0,0,0,1108,0,0,0,1108,0,0,0,1108,0,0,0,1108,0,0,0,1108,0,0,0,1108,0,0,0,1108,0,0,0,0,2,497,609,0,5,689,414,0,8,395,705,0,8,400,700,0,11,259,838,0,9,226,873,0,0,340,768,768,1,213,59,22,45,0,2,13,137,462,494,0,12,1075,21,0,13,180,915,0,0,733,228,53,24,17,53,0,0,556,234,197,121,0,2,341,543,165,57,0,5,43,933,127,0,17,64,884,143,611,21,429,47,419,22,619,48,713,19,345,31,708,18,306,76,849,18,207,34,882,12,195,19,0,7,18,27,134,187,735,0,7,17,40,174,230,640,0,11,304,345,227,221,0,10,86,164,322,526,0,10,243,269,287,299,596,32,412,68,596,110,199,203,596,112,204,196,0,6,693,409,699,3,184,222,924,6,57,10,16,11,1,15,68,231,3,70,68,35,78,15,77,68,49,5,28,153,20,14,19,175,0,12,859,225,0,12,0,0,0,1108,0,0,0,0,0,27,12,629,206,234,27,6,251,378,268,107,71,3.313888888888889,3.652575904715612,2.46875,2.023424333091315,14.993577075098813,5.4327912551419395,2.6692537313432836,1.6471090030797604
IN,IND,India,3,2020-12-22,2020-12-22,499,1,26343.047768764503,0,0,124,499,33225327.208008397,480,5,7,487,4,27,468,3,3,493,5,21,473,3,45,451,3,40,456,5,18,476,3,3,493,4,3,492,3,3,493,3,14,482,3,33,463,4,23,472,3,28,468,492,0,1,6,472,1,7,19,496,0,1,2,478,0,7,14,454,1,11,33,459,0,16,24,481,1,1,16,496,0,0,3,496,0,1,2,496,0,3,0,485,0,5,9,466,0,10,23,476,0,7,16,471,0,14,14,0,0,43,456,456,0,12,31,0,5,158,336,341,0,38,120,461,0,4,33,1,461,0,15,22,1,484,0,4,11,0,43,3,14,439,499,0,0,0,0,0,0,2,203,144,87,63,0,9,248,130,112,0,25,270,117,87,0,23,289,103,84,0,16,302,109,72,0,23,118,72,286,0,485,3,2,9,485,3,3,8,485,3,5,6,485,4,1,9,485,4,2,8,485,3,3,8,499,0,0,0,499,0,0,0,499,0,0,0,499,0,0,0,499,0,0,0,499,0,0,0,499,0,0,0,499,0,0,0,499,0,0,0,499,0,0,0,499,0,0,0,499,0,0,0,0,2,232,265,0,1,322,176,0,1,158,340,0,1,182,316,0,2,102,395,0,1,79,419,0,1,140,358,359,0,79,26,14,21,0,1,3,47,210,238,0,4,487,8,0,3,83,413,0,0,334,112,20,7,4,22,0,0,256,87,84,72,0,2,164,262,48,23,0,0,13,452,34,0,6,26,439,28,267,11,211,10,177,9,294,19,341,9,138,11,317,9,145,28,397,8,84,10,420,7,68,4,0,1,7,5,43,82,361,0,1,2,12,49,92,343,0,3,113,173,105,105,0,0,33,64,131,271,0,0,95,116,123,165,288,13,169,29,288,61,70,80,288,51,87,73,0,0,334,165,334,0,78,87,421,1,26,4,6,5,3,5,28,87,0,22,41,22,55,4,32,20,24,3,8,73,15,10,10,73,0,9,417,67,0,6,0,0,0,0,499,0,0,0,0,18,7,310,82,82,18,3,122,175,116,41,24,3.222463768115942,3.103165751480159,3.189189189189189,2.8268340932907594,16.208072805139185,4.211386176921884,2.969298245614035,1.6398674399914672
IN,IND,India,4,2020-12-22,2020-12-22,210,1,79369.5376768172,1,79369.5376768172,58,210,23505224.491382446,208,1,1,208,1,15,194,1,0,209,1,12,197,1,20,189,1,14,195,1,7,202,1,3,206,1,2,207,1,0,209,0,8,202,1,10,199,1,8,201,1,6,203,209,1,0,0,195,1,3,11,210,0,0,0,198,1,3,8,190,0,9,11,196,1,2,11,203,1,1,5,207,0,2,1,208,1,0,1,210,0,0,0,202,0,1,7,200,0,1,9,202,0,3,5,204,1,2,3,0,0,18,192,192,0,6,12,0,1,81,128,129,3,17,61,193,0,4,13,0,193,0,7,10,0,203,1,1,5,0,21,3,7,179,210,0,0,0,0,0,0,1,102,55,22,30,0,6,112,51,41,0,14,107,46,43,0,10,126,35,39,0,11,133,37,29,0,17,35,32,126,0,203,1,2,4,203,2,1,4,203,2,1,4,203,1,3,3,203,2,1,4,203,2,0,5,210,0,0,0,210,0,0,0,210,0,0,0,210,0,0,0,210,0,0,0,210,0,0,0,210,0,0,0,210,0,0,0,210,0,0,0,210,0,0,0,210,0,0,0,210,0,0,0,0,1,111,98,0,3,123,84,0,3,55,152,0,2,68,140,0,2,50,158,0,3,29,178,0,0,67,143,143,0,41,13,6,7,0,0,2,19,81,108,0,1,202,7,0,1,30,179,0,0,148,42,11,3,0,6,0,1,106,30,40,33,0,1,67,112,23,7,0,0,10,191,9,0,4,10,185,11,99,2,96,13,87,4,108,11,155,3,48,4,142,2,51,15,160,4,41,5,181,2,24,3,0,2,3,5,11,33,156,0,3,0,2,11,37,157,0,2,36,75,56,41,0,1,13,18,52,126,0,0,36,45,47,82,129,9,65,7,129,26,26,29,129,28,31,22,0,0,160,50,160,0,27,23,183,0,6,2,2,0,2,3,12,23,0,15,17,11,23,2,19,14,13,2,4,18,10,5,6,28,0,2,192,15,0,1,0,0,0,0,0,210,0,0,0,0,2,133,40,35,0,0,33,73,70,23,11,4.078431372549019,3.8824895994961888,4.333333333333333,3.749747466244368,16.02575,3.8267045582827413,2.883248730964467,1.5880849730712805
