"date","country","region","population","p_cases_infected","p_cases_recent","p_cases_active"
2020-05-15,"BR","BRAC",803513,0,0,0
2020-05-15,"BR","BRAL",3340932,0,0,0
2020-05-15,"BR","BRAM",3938336,0,0,0
2020-05-15,"BR","BRAP",766679,0,0,0
2020-05-15,"BR","BRBA",15203934,0,0,0
2020-05-15,"BR","BRCE",8904459,0,0,0
2020-05-15,"BR","BRDF",2914830,0,0,0
2020-05-15,"BR","BRES",3929911,0,0,0
2020-05-15,"BR","BRFN",3061,0,0,0
2020-05-15,"BR","BRGO",6610681,0,0,0
2020-05-15,"BR","BRMA",6904241,0,0,0
2020-05-15,"BR","BRMG",20869101,0,0,0
2020-05-15,"BR","BRMS",2651235,0,0,0
2020-05-15,"BR","BRMT",3265486,0,0,0
2020-05-15,"BR","BRPA",8175113,0,0,0
2020-05-15,"BR","BRPB",3972202,0,0,0
2020-05-15,"BR","BRPE",9345173,0,0,0
2020-05-15,"BR","BRPI",3204028,0,0,0
2020-05-15,"BR","BRPR",11163018,0,0,0
2020-05-15,"BR","BRRJ",16550024,0,0,0
2020-05-15,"BR","BRRN",3442175,0,0,0
2020-05-15,"BR","BRRO",1768204,0,0,0
2020-05-15,"BR","BRRR",505665,0,0,0
2020-05-15,"BR","BRRS",11247972,0,0,0
2020-05-15,"BR","BRSC",6819190,0,0,0
2020-05-15,"BR","BRSE",2242937,0,0,0
2020-05-15,"BR","BRSP",44396484,0.0111111111111111,0.00555555555555556,0.00277777777777778
2020-05-15,"BR","BRTO",1515126,0,0,0
2020-05-16,"BR","BRAC",803513,0,0,0
2020-05-16,"BR","BRAL",3340932,0,0,0
2020-05-16,"BR","BRAM",3938336,0,0,0
2020-05-16,"BR","BRAP",766679,0,0,0
2020-05-16,"BR","BRBA",15203934,0,0,0
2020-05-16,"BR","BRCE",8904459,0,0,0
2020-05-16,"BR","BRDF",2914830,0,0,0
2020-05-16,"BR","BRES",3929911,0,0,0
2020-05-16,"BR","BRFN",3061,0,0,0
2020-05-16,"BR","BRGO",6610681,0,0,0
2020-05-16,"BR","BRMA",6904241,0,0,0
2020-05-16,"BR","BRMG",20869101,0.00714285714285714,0,0
2020-05-16,"BR","BRMS",2651235,0.1,0,0
2020-05-16,"BR","BRMT",3265486,0,0,0
2020-05-16,"BR","BRPA",8175113,0,0,0
2020-05-16,"BR","BRPB",3972202,0,0,0
2020-05-16,"BR","BRPE",9345173,0,0,0
2020-05-16,"BR","BRPI",3204028,0,0,0
2020-05-16,"BR","BRPR",11163018,0.0315315315315315,0.0045045045045045,0.0045045045045045
2020-05-16,"BR","BRRJ",16550024,0,0,0
2020-05-16,"BR","BRRN",3442175,0,0,0
2020-05-16,"BR","BRRO",1768204,0,0,0
2020-05-16,"BR","BRRR",505665,0,0,0
2020-05-16,"BR","BRRS",11247972,0,0,0
2020-05-16,"BR","BRSC",6819190,0,0,0
2020-05-16,"BR","BRSE",2242937,0,0,0
2020-05-16,"BR","BRSP",44396484,0.0439172135285209,0.00454316002019182,0.00203355363497712
2020-05-16,"BR","BRTO",1515126,0,0,0
2020-05-17,"BR","BRAC",803513,0,0,0
2020-05-17,"BR","BRAL",3340932,0,0,0
2020-05-17,"BR","BRAM",3938336,0,0,0
2020-05-17,"BR","BRAP",766679,0,0,0
