"date","region","population","sample_size","reach","p_cases","p_cases_error"
"2020/04/13","JP01",5383579,2,62,NA,NA
"2020/04/14","JP01",5383579,2,62,NA,NA
"2020/04/15","JP01",5383579,2,62,NA,NA
"2020/04/16","JP01",5383579,2,62,NA,NA
"2020/04/17","JP01",5383579,2,62,NA,NA
"2020/04/18","JP01",5383579,2,62,NA,NA
"2020/04/19","JP01",5383579,2,62,NA,NA
"2020/04/20","JP01",5383579,2,62,NA,NA
"2020/04/21","JP01",5383579,2,62,NA,NA
"2020/04/22","JP01",5383579,2,62,NA,NA
"2020/04/23","JP01",5383579,2,62,NA,NA
"2020/04/24","JP01",5383579,2,62,NA,NA
"2020/04/25","JP01",5383579,2,62,NA,NA
"2020/04/26","JP01",5383579,2,62,NA,NA
"2020/04/27","JP01",5383579,3,72,NA,NA
"2020/04/13","JP02",1308649,0,0,NA,NA
"2020/04/14","JP02",1308649,0,0,NA,NA
"2020/04/15","JP02",1308649,0,0,NA,NA
"2020/04/16","JP02",1308649,0,0,NA,NA
"2020/04/17","JP02",1308649,0,0,NA,NA
"2020/04/18","JP02",1308649,0,0,NA,NA
"2020/04/19","JP02",1308649,0,0,NA,NA
"2020/04/20","JP02",1308649,0,0,NA,NA
"2020/04/21","JP02",1308649,0,0,NA,NA
"2020/04/22","JP02",1308649,0,0,NA,NA
"2020/04/23","JP02",1308649,0,0,NA,NA
"2020/04/24","JP02",1308649,0,0,NA,NA
"2020/04/25","JP02",1308649,0,0,NA,NA
"2020/04/26","JP02",1308649,0,0,NA,NA
"2020/04/27","JP02",1308649,0,0,NA,NA
"2020/04/13","JP03",1279814,0,0,NA,NA
"2020/04/14","JP03",1279814,0,0,NA,NA
"2020/04/15","JP03",1279814,0,0,NA,NA
"2020/04/16","JP03",1279814,0,0,NA,NA
"2020/04/17","JP03",1279814,0,0,NA,NA
"2020/04/18","JP03",1279814,0,0,NA,NA
"2020/04/19","JP03",1279814,0,0,NA,NA
"2020/04/20","JP03",1279814,0,0,NA,NA
"2020/04/21","JP03",1279814,0,0,NA,NA
"2020/04/22","JP03",1279814,0,0,NA,NA
"2020/04/23","JP03",1279814,0,0,NA,NA
"2020/04/24","JP03",1279814,0,0,NA,NA
"2020/04/25","JP03",1279814,0,0,NA,NA
"2020/04/26","JP03",1279814,0,0,NA,NA
"2020/04/27","JP03",1279814,0,0,NA,NA
"2020/04/13","JP04",2334215,0,0,NA,NA
"2020/04/14","JP04",2334215,0,0,NA,NA
"2020/04/15","JP04",2334215,0,0,NA,NA
"2020/04/16","JP04",2334215,0,0,NA,NA
"2020/04/17","JP04",2334215,0,0,NA,NA
"2020/04/18","JP04",2334215,0,0,NA,NA
"2020/04/19","JP04",2334215,0,0,NA,NA
"2020/04/20","JP04",2334215,0,0,NA,NA
"2020/04/21","JP04",2334215,0,0,NA,NA
"2020/04/22","JP04",2334215,0,0,NA,NA
"2020/04/23","JP04",2334215,0,0,NA,NA
