"date","population","total_responses","pct_cli","pct_cli_smooth","pct_cli_smooth_low","pct_cli_smooth_high","number_cli","batched_pct_cli","batched_pct_cli_smooth","batched_pct_cli_smooth_low","batched_pct_cli_smooth_high","estimate_cli","cum_estimate_cli","number_cli_smooth","cum_number_cli_smooth","b_size_denom","p_symptom","p_symptom_high","p_symptom_low"
2020-04-23,5806081,179,0,0.77676477361686,0.543100945546563,1.01042860168716,0,NA,0.742304045797293,0.599547451355304,0.885060640239281,43098.7741652679,43098.7741652679,45099.5919356615,45099.5919356615,15000,0.742304045797293,0.885060640239281,0.599547451355304
2020-04-24,5806081,1361,1.0287,0.773349401642388,0.563627095739522,0.983071707545254,14.000607,NA,0.744066342103143,0.618146409514864,0.869986274691421,43201.0945162456,86299.8686815135,44901.2926723724,90000.8846080339,15000,0.744066342103143,0.869986274691421,0.618146409514864
2020-04-25,5806081,863,0.4635,0.770010334697648,0.581826557159748,0.958194112235549,4.000005,0.750593302540416,0.745833495666791,0.634796027043061,0.85687096429052,43303.6968835454,129603.565565059,44707.4237409166,134708.30834895,15000,0.745833495666791,0.85687096429052,0.634796027043061
2020-04-26,5806081,1061,0.754,0.766797621821638,0.597465916638122,0.936129327005153,7.99994,NA,0.747626395319455,0.648592772837168,0.846660017801742,43407.7940896278,173011.359654687,44520.891029038,179229.199377988,15000,0.747626395319455,0.846660017801742,0.648592772837168
2020-04-27,5806081,1086,0.8287,0.763736040042258,0.61045823579398,0.917013844290535,8.999682,NA,0.749435814356579,0.659335136474238,0.83953649223892,43512.8504245526,216524.210079239,44343.1331110459,223572.332489034,15000,0.749435814356579,0.83953649223892,0.659335136474238
2020-04-28,5806081,889,1.1249,0.760850024959181,0.620725770259072,0.90097427965929,10.000361,NA,0.751235395391906,0.667074895559441,0.83539589522437,43617.3355571243,260141.545636364,44175.5687376503,267747.901226685,15000,0.751235395391906,0.83539589522437,0.667074895559441
2020-04-29,5806081,871,0.6889,0.758163724973598,0.628293818967767,0.888033630979428,6.000319,NA,0.752998528118976,0.672020764036151,0.8339762922018,43719.7044713955,303861.250107759,44019.5999845843,311767.501211269,15000,0.752998528118976,0.8339762922018,0.672020764036151
2020-04-30,5806081,877,0.6842,0.755701063336321,0.633378718228331,0.878023408444312,6.000434,0.737516744059,0.754698357507115,0.674641440173967,0.834755274840263,43818.3979425327,347679.648050292,43876.6158551681,355644.117066437,15000,0.754698357507115,0.834755274840263,0.674641440173967
2020-05-01,5806081,797,0.6274,0.753485807940106,0.636424966746298,0.870546649133914,5.000378,NA,0.756307801507021,0.675639260667635,0.836976342346408,43911.8435648169,391591.491615109,43747.996332507,399392.113398944,15000,0.756307801507021,0.836976342346408,0.675639260667635
2020-05-02,5806081,723,0.2766,0.751541648843247,0.638054894756104,0.86502840293039,1.999818,NA,0.757799578404131,0.675813700001989,0.839785456806273,43998.4573398024,435589.948954911,43635.1168805745,443027.230279519,15000,0.757799578404131,0.839785456806273,0.675813700001989
2020-05-03,5806081,2079,0.7696,0.749881908253758,0.638895319021985,0.860868497485532,15.999984,NA,0.759146243935473,0.675900628448884,0.842391859422063,44076.6458313512,479666.594786262,43538.7509975589,486565.981277077,15000,0.759146243935473,0.842391859422063,0.675900628448884
2020-05-04,5806081,2275,0.8352,0.748454365984602,0.63920883558833,0.857699896380874,19.0008,NA,0.760312521388494,0.676358919947657,0.844266122829332,44144.3608449583,523810.95563122,43455.8667371024,530021.84801418,15000,0.760312521388494,0.844266122829332,0.676358919947657
2020-05-05,5806081,2131,0.9855,0.747181784129951,0.639018769020771,0.855344799239131,21.001005,NA,0.761230398124333,0.677062638967656,0.84539815728101,44197.6535117212,568008.609142942,43381.9796038301,573403.82761801,15000,0.761230398124333,0.84539815728101,0.677062638967656
2020-05-06,5806081,2140,0.7009,0.745987518451002,0.63830029474512,0.853674742156884,14.99926,NA,0.761823119867707,0.677660222673275,0.845986017062138,44232.0674162461,612240.676559188,43312.6395711551,616716.467189165,15000,0.761823119867707,0.845986017062138,0.677660222673275
2020-05-07,5806081,2107,0.5695,0.744795458832423,0.637062601069593,0.852528316595253,11.999365,0.765954662315173,0.762014055839085,0.677813287091203,0.846214824586966,44243.1533134025,656483.82987259,43243.4276241321,659959.894813297,15000,0.762014055839085,0.846214824586966,0.677813287091203
2020-05-08,5806081,2098,0.8103,0.743529988209209,0.635393005015265,0.851666971403153,17.000094,NA,0.761727062477766,0.677303425967957,0.846150698987576,44226.4902463797,700710.32011897,43169.9533747171,703129.848188014,15000,0.761727062477766,0.846150698987576,0.677303425967957
2020-05-09,5806081,2018,0.7433,0.742116018643912,0.633459635900729,0.850772401387095,14.999794,NA,0.760886921948564,0.676085816811637,0.845688027085492,44177.7110067404,744888.03112571,43087.8571564407,746217.705344455,15000,0.760886921948564,0.845688027085492,0.676085816811637
2020-05-10,5806081,2245,0.7127,0.740479103611923,0.631476301040443,0.849481906183403,16.000115,NA,0.759419852899095,0.674281050010439,0.84455865578775,44092.5317894023,788980.562915113,42992.8165437822,789210.521888237,15000,0.759419852899095,0.84455865578775,0.674281050010439
2020-05-11,5806081,2368,0.7601,0.738546843177508,0.629629725711493,0.847463960643523,17.999168,NA,0.757254089578945,0.672107499652284,0.842400679505605,43966.7858167661,832947.348731879,42880.6279378291,832091.149826066,15000,0.757254089578945,0.842400679505605,0.672107499652284
2020-05-12,5806081,2230,0.8969,0.736274158174759,0.627869846381724,0.844678469967794,20.00087,NA,0.754331319256111,0.669741680705843,0.838920957806378,43797.0874043784,876744.436136257,42748.6740056946,874839.823831761,15000,0.754331319256111,0.838920957806378,0.669741680705843
2020-05-13,5806081,2114,0.6623,0.733642240728422,0.625927757186699,0.841356724270144,14.001022,NA,0.75068007250427,0.667045118096846,0.834315026911695,43585.0930604567,920329.529196714,42595.8627469072,917435.686578668,15000,0.75068007250427,0.834315026911695,0.667045118096846
2020-05-14,5806081,2270,0.7489,0.730634129125751,0.623539402477337,0.837728855774165,17.00003,0.775648490724581,0.74636969094103,0.663716887060232,0.829022494821828,43334.8288154859,963664.3580122,42421.2093506857,959856.895929354,15000,0.74636969094103,0.829022494821828,0.663716887060232
2020-05-15,5806081,2126,0.6115,0.727233762452833,0.620529242753583,0.833938282152083,13.00049,NA,0.741470229232825,0.65951528807943,0.82342517038622,43050.3621001435,1006714.72011234,42223.7813073591,1002080.67723671,15000,0.741470229232825,0.82342517038622,0.65951528807943
2020-05-16,5806081,2229,0.8524,0.723426077262016,0.616854317709487,0.829997836814546,18.999996,NA,0.736051687863222,0.65435775670744,0.817745619019003,42735.7571992058,1049450.47731155,42002.7040209552,1044083.38125767,15000,0.736051687863222,0.817745619019003,0.65435775670744
