"date","country","region","population","p_cases_infected","p_cases_recent","p_cases_active"
2020-04-16,"FI","FI01",30129,0,0,0
2020-04-16,"FI","FI02",126921,0,0,0
2020-04-16,"FI","FI03",192150,0,0,0
2020-04-16,"FI","FI04",132702,0,0,0
2020-04-16,"FI","FI05",71664,0,0,0
2020-04-16,"FI","FI06",170577,0,0,0
2020-04-16,"FI","FI07",67988,0,0,0
2020-04-16,"FI","FI08",272617,0,0,0
2020-04-16,"FI","FI09",162812,0,0,0
2020-04-16,"FI","FI10",176665,0,0,0
2020-04-16,"FI","FI11",522852,0,0,0
2020-04-16,"FI","FI12",175816,0,0,0
2020-04-16,"FI","FI13",163537,0,0,0
2020-04-16,"FI","FI14",413830,0,0,0
2020-04-16,"FI","FI15",248265,0,0,0
2020-04-16,"FI","FI16",205771,0,0,0
2020-04-16,"FI","FI17",215416,0,0,0
2020-04-16,"FI","FI18",1702678,0,0,0
2020-04-16,"FI","FI19",481403,0,0,0
2020-04-17,"FI","FI01",30129,0,0,0
2020-04-17,"FI","FI02",126921,0,0,0
2020-04-17,"FI","FI03",192150,0,0,0
2020-04-17,"FI","FI04",132702,0,0,0
2020-04-17,"FI","FI05",71664,0,0,0
2020-04-17,"FI","FI06",170577,0,0,0
2020-04-17,"FI","FI07",67988,0,0,0
2020-04-17,"FI","FI08",272617,0,0,0
2020-04-17,"FI","FI09",162812,0,0,0
2020-04-17,"FI","FI10",176665,0,0,0
2020-04-17,"FI","FI11",522852,0,0,0
2020-04-17,"FI","FI12",175816,0,0,0
2020-04-17,"FI","FI13",163537,0,0,0
2020-04-17,"FI","FI14",413830,0,0,0
2020-04-17,"FI","FI15",248265,0,0,0
2020-04-17,"FI","FI16",205771,0,0,0
2020-04-17,"FI","FI17",215416,0,0,0
2020-04-17,"FI","FI18",1702678,0,0,0
2020-04-17,"FI","FI19",481403,0,0,0
2020-04-18,"FI","FI01",30129,0,0,0
2020-04-18,"FI","FI02",126921,0,0,0
2020-04-18,"FI","FI03",192150,0,0,0
2020-04-18,"FI","FI04",132702,0,0,0
2020-04-18,"FI","FI05",71664,0,0,0
2020-04-18,"FI","FI06",170577,0,0,0
2020-04-18,"FI","FI07",67988,0,0,0
2020-04-18,"FI","FI08",272617,0,0,0
2020-04-18,"FI","FI09",162812,0,0,0
2020-04-18,"FI","FI10",176665,0,0,0
2020-04-18,"FI","FI11",522852,0,0,0
2020-04-18,"FI","FI12",175816,0,0,0
2020-04-18,"FI","FI13",163537,0,0,0
2020-04-18,"FI","FI14",413830,0,0,0
2020-04-18,"FI","FI15",248265,0,0,0
2020-04-18,"FI","FI16",205771,0,0,0
2020-04-18,"FI","FI17",215416,0,0,0
2020-04-18,"FI","FI18",1702678,0,0,0
2020-04-18,"FI","FI19",481403,0,0,0
2020-04-19,"FI","FI01",30129,0,0,0
2020-04-19,"FI","FI02",126921,0,0,0
2020-04-19,"FI","FI03",192150,0,0,0
2020-04-19,"FI","FI04",132702,0,0,0
2020-04-19,"FI","FI05",71664,0,0,0
2020-04-19,"FI","FI06",170577,0,0,0
2020-04-19,"FI","FI07",67988,0,0,0
2020-04-19,"FI","FI08",272617,0,0,0
2020-04-19,"FI","FI09",162812,0,0,0
2020-04-19,"FI","FI10",176665,0,0,0
2020-04-19,"FI","FI11",522852,0,0,0
2020-04-19,"FI","FI12",175816,0,0,0
2020-04-19,"FI","FI13",163537,0,0,0
2020-04-19,"FI","FI14",413830,0,0,0
2020-04-19,"FI","FI15",248265,0,0,0
2020-04-19,"FI","FI16",205771,0,0,0
2020-04-19,"FI","FI17",215416,0,0,0
2020-04-19,"FI","FI18",1702678,0,0,0
2020-04-19,"FI","FI19",481403,0,0,0
2020-04-20,"FI","FI01",30129,0,0,0
2020-04-20,"FI","FI02",126921,0,0,0
2020-04-20,"FI","FI03",192150,0,0,0
2020-04-20,"FI","FI04",132702,0,0,0
2020-04-20,"FI","FI05",71664,0,0,0
2020-04-20,"FI","FI06",170577,0,0,0
2020-04-20,"FI","FI07",67988,0,0,0
2020-04-20,"FI","FI08",272617,0,0,0
2020-04-20,"FI","FI09",162812,0,0,0
2020-04-20,"FI","FI10",176665,0,0,0
2020-04-20,"FI","FI11",522852,0,0,0
2020-04-20,"FI","FI12",175816,0,0,0
2020-04-20,"FI","FI13",163537,0,0,0
2020-04-20,"FI","FI14",413830,0,0,0
2020-04-20,"FI","FI15",248265,0,0,0
2020-04-20,"FI","FI16",205771,0,0,0
2020-04-20,"FI","FI17",215416,0,0,0
2020-04-20,"FI","FI18",1702678,0,0,0
2020-04-20,"FI","FI19",481403,0,0,0
2020-04-21,"FI","FI01",30129,0,0,0
2020-04-21,"FI","FI02",126921,0,0,0
2020-04-21,"FI","FI03",192150,0,0,0
2020-04-21,"FI","FI04",132702,0,0,0
2020-04-21,"FI","FI05",71664,0,0,0
2020-04-21,"FI","FI06",170577,0,0,0
2020-04-21,"FI","FI07",67988,0,0,0
2020-04-21,"FI","FI08",272617,0,0,0
2020-04-21,"FI","FI09",162812,0,0,0
2020-04-21,"FI","FI10",176665,0,0,0
2020-04-21,"FI","FI11",522852,0,0,0
2020-04-21,"FI","FI12",175816,0,0,0
2020-04-21,"FI","FI13",163537,0,0,0
2020-04-21,"FI","FI14",413830,0,0,0
2020-04-21,"FI","FI15",248265,0,0,0
2020-04-21,"FI","FI16",205771,0,0,0
2020-04-21,"FI","FI17",215416,0,0,0
2020-04-21,"FI","FI18",1702678,0,0,0
2020-04-21,"FI","FI19",481403,0,0,0
2020-04-22,"FI","FI01",30129,0,0,0
2020-04-22,"FI","FI02",126921,0,0,0
2020-04-22,"FI","FI03",192150,0,0,0
2020-04-22,"FI","FI04",132702,0,0,0
2020-04-22,"FI","FI05",71664,0,0,0
2020-04-22,"FI","FI06",170577,0,0,0
2020-04-22,"FI","FI07",67988,0,0,0
2020-04-22,"FI","FI08",272617,0,0,0
2020-04-22,"FI","FI09",162812,0,0,0
2020-04-22,"FI","FI10",176665,0,0,0
2020-04-22,"FI","FI11",522852,0,0,0
2020-04-22,"FI","FI12",175816,0,0,0
2020-04-22,"FI","FI13",163537,0,0,0
2020-04-22,"FI","FI14",413830,0,0,0
2020-04-22,"FI","FI15",248265,0,0,0
2020-04-22,"FI","FI16",205771,0,0,0
2020-04-22,"FI","FI17",215416,0,0,0
2020-04-22,"FI","FI18",1702678,0,0,0
2020-04-22,"FI","FI19",481403,0,0,0
2020-04-23,"FI","FI01",30129,0,0,0
2020-04-23,"FI","FI02",126921,0,0,0
2020-04-23,"FI","FI03",192150,0,0,0
2020-04-23,"FI","FI04",132702,0,0,0
2020-04-23,"FI","FI05",71664,0,0,0
2020-04-23,"FI","FI06",170577,0,0,0
2020-04-23,"FI","FI07",67988,0,0,0
2020-04-23,"FI","FI08",272617,0,0,0
2020-04-23,"FI","FI09",162812,0,0,0
2020-04-23,"FI","FI10",176665,0,0,0
2020-04-23,"FI","FI11",522852,0,0,0
2020-04-23,"FI","FI12",175816,0,0,0
2020-04-23,"FI","FI13",163537,0,0,0
2020-04-23,"FI","FI14",413830,0,0,0
2020-04-23,"FI","FI15",248265,0,0,0
2020-04-23,"FI","FI16",205771,0,0,0
2020-04-23,"FI","FI17",215416,0,0,0
2020-04-23,"FI","FI18",1702678,0,0,0
2020-04-23,"FI","FI19",481403,0,0,0
2020-04-24,"FI","FI01",30129,0,0,0
2020-04-24,"FI","FI02",126921,0,0,0
2020-04-24,"FI","FI03",192150,0,0,0
2020-04-24,"FI","FI04",132702,0,0,0
2020-04-24,"FI","FI05",71664,0,0,0
2020-04-24,"FI","FI06",170577,0,0,0
2020-04-24,"FI","FI07",67988,0,0,0
2020-04-24,"FI","FI08",272617,0,0,0
2020-04-24,"FI","FI09",162812,0,0,0
2020-04-24,"FI","FI10",176665,0,0,0
2020-04-24,"FI","FI11",522852,0,0,0
2020-04-24,"FI","FI12",175816,0,0,0
2020-04-24,"FI","FI13",163537,0,0,0
2020-04-24,"FI","FI14",413830,0,0,0
2020-04-24,"FI","FI15",248265,0,0,0
2020-04-24,"FI","FI16",205771,0,0,0
2020-04-24,"FI","FI17",215416,0,0,0
2020-04-24,"FI","FI18",1702678,0,0,0
2020-04-24,"FI","FI19",481403,0,0,0
2020-04-25,"FI","FI01",30129,0,0,0
2020-04-25,"FI","FI02",126921,0,0,0
2020-04-25,"FI","FI03",192150,0,0,0
2020-04-25,"FI","FI04",132702,0,0,0
2020-04-25,"FI","FI05",71664,0,0,0
