"Timestamp","Country","ISO.3166.1.a2","Region","ISO.3166.2","Language","Reach","Cases","Visibility","Recovered","Fatalities","RecentCases","RecentCases14","PositiveTest14Days","PositiveTest07Days","LongCovid","StillSick","Tested","Positive","Hospital","Severe","ICU","Vaccinated","RecentVaccinated","VaccineSideEffects","RefuseVaccine","ContactsDoctors","Surveyfirst","Surveyknown","Surveyforward","Dataset","Cookie","Campaign"
"2021-01-01","Spain","ES","Comunidad Autónoma:Andalucía","ESAN","en",30,20,30,,,20,,,,,25,,,,,,1,,,6,,,,,"limesurvey-9365","nm7ve7veic7c4ovrwt","FBESM"
"2021-01-01","Spain","ES","Provincia:Teruel","ESTE","en",200,10,15,,,0,,,,,0,,,,,,1,,,1,,,,,"limesurvey-9163","7k1yyugzr7gahlv6kr","FBESM"
"2021-01-01","Spain","ES","Provincia:Ciudad Real","ESCR","en",200,30,35,,,3,,,,,3,,,,,,0,,,0,,,,,"limesurvey-9310","aqp6x89udrisclj9je","FBESM"
"2021-01-01","Spain","ES","Provincia:Barcelona","ESB","en",100,6,40,,,40,,,,,0,,,,,,0,,,0,,,,,"limesurvey-9213","rodp41p7iry1vkjsrg","FBESM"
"2021-01-01","Spain","ES","Provincia:Bizkaia","ESBI","en",20,6,15,,,0,,,,,0,,,,,,0,,,0,,,,,"limesurvey-9262","wll8hfjwmjnewgcx3h","FBESM"
"2021-01-01","Spain","ES","Provincia:Ciudad Real","ESCR","en",200,30,35,,,3,,,,,3,,,,,,0,,,0,,,,,"limesurvey-9309","aqp6x89udrisclj9je","FBESM"
"2021-01-01","Spain","ES","Provincia:Valencia / València","ESV","en",1,0,2,,,0,,,,,0,,,,,,0,,,0,,,,,"limesurvey-9370","ahmouriex3h08e0oyl","FBESM"
"2021-01-01","Spain","ES","Provincia:Murcia","ESMU","en",1000,5,50,,,0,,,,,0,,,,,,0,,,2,,,,,"limesurvey-9159","clo86osxwyc3u5sto5","FBESM"
"2021-01-01","Spain","ES","Provincia:A Coruña","ESC","en",50,2,50,,,0,,,,,0,,,,,,1,,,1,,,,,"limesurvey-9464","ubug92vpb5026m8do2","FBESM"
"2021-01-01","Spain","ES","Provincia:Barcelona","ESB","en",100,6,40,,,40,,,,,0,,,,,,0,,,0,,,,,"limesurvey-9212","rodp41p7iry1vkjsrg","FBESM"
"2021-01-01","Spain","ES","Provincia:Murcia","ESMU","en",1000,5,50,,,0,,,,,0,,,,,,0,,,2,,,,,"limesurvey-9158","clo86osxwyc3u5sto5","FBESM"
"2021-01-01","Spain","ES","Provincia:Bizkaia","ESBI","en",20,6,15,,,0,,,,,0,,,,,,0,,,0,,,,,"limesurvey-9261","wll8hfjwmjnewgcx3h","FBESM"
"2021-01-02","Spain","ES","Provincia:Asturias","ESO","en",120,7,100,,,0,,,,,1,,,,,,0,,,0,,,,,"limesurvey-9931","24ybrmpvxuick31gdx",""
"2021-01-02","Spain","ES","","","en",50,7,50,,,0,,,,,0,,,,,,0,,,0,,,,,"limesurvey-9965","242mapvtdgbzza7rn9",""
"2021-01-02","Spain","ES","Provincia:Girona","ESGI","en",20,5,20,,,0,,,,,0,,,,,,0,,,15,,,,,"limesurvey-9677","5imps9j31ji31510p2","FBESM"
"2021-01-02","Spain","ES","Comunidad Autónoma:Castilla y León","ESCL","en",25,5,21,,,0,,,,,0,,,,,,0,,,4,,,,,"limesurvey-10019","eabt9y475tt0k6uimy","FBESprov"
"2021-01-02","Spain","ES","Provincia:Lleida","ESL","en",500,10,100,,,0,,,,,1,,,,,,0,,,0,,,,,"limesurvey-10141","dnyvoh9q7z42ygo1ng","FBESprov"
"2021-01-02","Spain","ES","Provincia:Castellón","ESCS","en",50,6,25,,,1,,,,,2,,,,,,0,,,3,,,,,"limesurvey-9732","vh62goxjjdlcnlyd4k","FBESM"
"2021-01-03","Spain","ES","Provincia:Madrid","ESM","en",500,50,25,,,0,,,,,0,,,,,,0,,,,,,,,"limesurvey-10742","bttlr7u5n21h2yx9ou",""
"2021-01-03","Spain","ES","Provincia:Madrid","ESM","en",40,2,5,,,2,,,,,0,,,,,,0,,,0,,,,,"limesurvey-10914","rsxxh4k2zqcx453nsa",""
"2021-01-03","Spain","ES","Provincia:Toledo","ESTO","en",100,5,25,,,0,,,,,0,,,,,,0,,,,,,,,"limesurvey-10601","75qmcw22r2kpvkoya5",""
"2021-01-03","Spain","ES","Provincia:Almería","ESAL","en",23,1,12,,,0,,,,,0,,,,,,1,,,0,,,,,"limesurvey-10657","p9dsh1kicr8fanxix6","FBESprov"
"2021-01-03","Spain","ES","Provincia:Madrid","ESM","en",50,10,20,,,202,,,,,0,,,,,,0,,,0,,,,,"limesurvey-10499","cr5gbwhtiqr9ubwpry","FBESprov"
"2021-01-03","Spain","ES","Provincia:Valencia / València","ESV","en",5,3,6,,,1,,,,,5,,,,,,0,,,0,,,,,"limesurvey-10293","8j7ocg4addgfetlgwp","FBESM"
"2021-01-03","Spain","ES","Provincia:Tarragona","EST","en",60,1,12,,,1,,,,,1,,,,,,0,,,10,,,,,"limesurvey-10263","owge3gqfy4j9ykvd0t","FBESprov"
"2021-01-03","Spain","ES","Provincia:Madrid","ESM","en",100,1,20,,,1,,,,,1,,,,,,0,,,0,,,,,"limesurvey-10805","kgmxeytucoktyvxya3",""
"2021-01-03","Spain","ES","Provincia:Madrid","ESM","en",50,10,20,,,202,,,,,0,,,,,,0,,,0,,,,,"limesurvey-10498","cr5gbwhtiqr9ubwpry","FBESprov"
"2021-01-03","Spain","ES","Provincia:Madrid","ESM","en",100,1,20,,,1,,,,,1,,,,,,0,,,0,,,,,"limesurvey-10804","kgmxeytucoktyvxya3",""
"2021-01-03","Spain","ES","Comunidad Autónoma:Extremadura","ESEX","en",30000,100,,,,0,,,,,0,,,,,,0,,,0,,,,,"limesurvey-10754","kwxm0ar0gi7g1hacbm","FBESprov"
"2021-01-03","Spain","ES","Provincia:Almería","ESAL","en",23,1,12,,,0,,,,,0,,,,,,1,,,0,,,,,"limesurvey-10658","p9dsh1kicr8fanxix6","FBESprov"
"2021-01-03","Spain","ES","Provincia:Madrid","ESM","en",100,12,80,,,1,,,,,2,,,,,,0,,,1,,,,,"limesurvey-10351","7a2bq2v6gr0jmlzlg8","FBESprov"
"2021-01-03","Spain","ES","Provincia:Alicante","ESA","en",30,0,20,,,0,,,,,0,,,,,,0,,,0,,,,,"limesurvey-10561","x8cn52umswo5iw9twz","FBESM"
"2021-01-03","Spain","ES","Provincia:La Rioja","ESLO","en",100,18,35,,,4,,,,,4,,,,,,0,,,0,,,,,"limesurvey-10396","0vwu76gq0vmnj65ald","FBESprov"
"2021-01-03","Spain","ES","Provincia:Asturias","ESO","en",60,5,14,,,2,,,,,0,,,,,,1,,,1,,,,,"limesurvey-10419","wvp3i0joml39prnui7","FBESM"
"2021-01-03","Spain","ES","Provincia:Almería","ESAL","en",23,1,12,,,0,,,,,0,,,,,,1,,,0,,,,,"limesurvey-10659","p9dsh1kicr8fanxix6","FBESprov"
"2021-01-03","Spain","ES","Provincia:A Coruña","ESC","en",500,0,30,,,0,,,,,0,,,,,,0,,,0,,,,,"limesurvey-10861","kdv070qmag00uvm0v4","FBESM"
"2021-01-03","Spain","ES","Provincia:Madrid","ESM","en",40,2,5,,,2,,,,,0,,,,,,0,,,0,,,,,"limesurvey-10913","rsxxh4k2zqcx453nsa",""
"2021-01-03","Spain","ES","Provincia:Madrid","ESM","en",100,11,30,,,0,,,,,0,,,,,,0,,,,,,,,"limesurvey-10599","75qmcw22r2kpvkoya5",""
"2021-01-03","Spain","ES","Provincia:Madrid","ESM","en",500,50,25,,,0,,,,,0,,,,,,0,,,,,,,,"limesurvey-10743","bttlr7u5n21h2yx9ou",""
"2021-01-03","Spain","ES","Provincia:Murcia","ESMU","en",20,0,5,,,,,,,,,,,,,,0,,,0,,,,,"limesurvey-10783","0iffmf0rm5g8j2z50s","FBESM"
"2021-01-03","Spain","ES","Provincia:Madrid","ESM","en",80,3,10,,,0,,,,,0,,,,,,0,,,0,,,,,"limesurvey-10770","9onkm7q2bajlpicr2q","FBESprov"
"2021-01-03","Spain","ES","Provincia:Madrid","ESM","en",100,17,10,,,,,,,,3,,,,,,0,,,0,,,,,"limesurvey-10752","iez21c2c5s5oopobfs",""
"2021-01-03","Spain","ES","Provincia:Almería","ESAL","en",23,1,12,,,0,,,,,0,,,,,,1,,,0,,,,,"limesurvey-10660","p9dsh1kicr8fanxix6","FBESprov"
"2021-01-03","Spain","ES","Provincia:A Coruña","ESC","en",20,1,20,,,0,,,,,0,,,,,,0,,,1,,,,,"limesurvey-10467","kapqudpfjp40q6tg9i","FBESM"
"2021-01-04","Spain","ES","Provincia:Barcelona","ESB","en",40,4,40,,,0,,,,,0,,,,,,0,,,2,,,,,"limesurvey-11211","ih2qa2sd753s2i1cv9","FBESM"
"2021-01-04","Spain","ES","Provincia:León","ESLE","en",200,30,150,,,10,,,,,20,,,,,,0,,,0,,,,,"limesurvey-11132","cua6vrtpdz3nvydk1l",""
"2021-01-04","Spain","ES","Provincia:Madrid","ESM","en",300,2,30,,,0,,,,,0,,,,,,0,,,0,,,,,"limesurvey-11079","kqnzln8eppgvzeuuha","FBESprov"
"2021-01-04","Spain","ES","Provincia:Lugo","ESLU","en",100,50,200,,,0,,,,,0,,,,,,0,,,0,,,,,"limesurvey-11201","8s5gxjy7w8gmtyg6cq","FBESprov"
"2021-01-04","Spain","ES","Provincia:Lugo","ESLU","en",100,50,200,,,0,,,,,0,,,,,,0,,,0,,,,,"limesurvey-11200","8s5gxjy7w8gmtyg6cq","FBESprov"
"2021-01-04","Spain","ES","Provincia:Barcelona","ESB","en",40,4,40,,,0,,,,,0,,,,,,0,,,2,,,,,"limesurvey-11210","ih2qa2sd753s2i1cv9","FBESM"
"2021-01-04","Spain","ES","Provincia:Madrid","ESM","en",28,2,8,,,8,,,,,1,,,,,,0,,,0,,,,,"limesurvey-11154","y4gf4a6u2scxjivdmg","FBESprov"
"2021-01-04","Spain","ES","Provincia:Barcelona","ESB","en",2006,6,50,,,0,,,,,0,,,,,,0,,,4,,,,,"limesurvey-11522","1s5v3j69d3vy1ifhow","FBESM"
"2021-01-04","Spain","ES","Provincia:Ciudad Real","ESCR","en",1000,8,100,,,0,,,,,2,,,,,,0,,,2,,,,,"limesurvey-11242","0o1q9aj4irakzg65yx","FBESM"
"2021-01-04","Spain","ES","Provincia:Ciudad Real","ESCR","en",1000,8,100,,,0,,,,,2,,,,,,0,,,2,,,,,"limesurvey-11241","0o1q9aj4irakzg65yx","FBESM"
"2021-01-04","Spain","ES","Provincia:Lugo","ESLU","en",100,50,200,,,0,,,,,0,,,,,,0,,,0,,,,,"limesurvey-11202","8s5gxjy7w8gmtyg6cq","FBESprov"
"2021-01-04","Spain","ES","Provincia:Barcelona","ESB","en",2006,6,50,,,0,,,,,0,,,,,,0,,,4,,,,,"limesurvey-11521","1s5v3j69d3vy1ifhow","FBESM"
"2021-01-04","Spain","ES","Provincia:Barcelona","ESB","en",2006,6,50,,,0,,,,,0,,,,,,0,,,4,,,,,"limesurvey-11520","1s5v3j69d3vy1ifhow","FBESM"
