ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AR,ARG,Argentina,2020-12-21,2020-12-21,2345,6,55403.768337067006,2,23247.7136976557,892,2188,25094598.317206345,1667,29,16,2300,26,144,2175,30,39,2276,29,284,2032,31,329,1985,24,254,2067,23,171,2151,31,49,2265,27,66,2252,25,34,2286,28,125,2192,28,335,1982,30,60,2255,23,315,2007,2330,2,9,4,2203,5,60,77,2307,3,19,16,2064,11,104,166,2020,8,102,215,2094,7,97,147,2176,6,65,98,2299,2,29,15,2282,3,37,23,2312,3,19,11,2221,7,57,60,2012,12,118,203,2286,5,37,17,2033,13,123,176,146,11,346,1842,2013,1,64,267,182,19,493,1651,1852,8,107,378,2238,20,82,5,2238,0,29,78,0,2316,0,11,16,2,323,32,122,1868,2345,0,0,0,0,0,209,7,754,761,352,262,1623,54,269,251,148,1623,70,382,181,89,1623,58,357,183,124,1623,60,281,181,200,1623,74,84,129,435,0,2228,48,23,46,2228,47,28,42,2228,30,54,33,2228,52,22,43,2228,54,11,52,2228,53,12,52,2345,0,0,0,2345,0,0,0,2345,0,0,0,2345,0,0,0,2345,0,0,0,2345,0,0,0,2345,0,0,0,2345,0,0,0,2345,0,0,0,2345,0,0,0,2345,0,0,0,2345,0,0,0,303,68,647,1327,303,25,1522,495,303,67,537,1438,303,53,1074,915,303,65,311,1666,303,54,357,1631,330,2,1132,881,1213,2,732,231,91,76,356,10,14,147,706,1112,356,15,1963,11,377,22,347,1599,377,1,1617,210,22,20,11,87,377,1,409,542,645,371,393,23,513,975,356,85,2345,2345,1706,14,588,37,833,16,1468,28,1814,12,476,43,1275,16,683,371,2036,6,217,86,1991,10,335,9,422,12,23,72,252,441,1123,422,3,28,91,254,421,1126,453,18,711,780,203,180,453,5,223,434,494,736,453,1,571,630,359,331,1163,75,905,202,1163,310,265,607,1163,246,449,487,487,7,946,905,1440,2,322,581,2039,15,43,9,35,35,13,20,136,1100,3,41,86,52,145,17,28,131,58,6,71,86,78,20,39,384,612,16,629,1075,4,9,612,3,175,374,332,348,293,163,45,659,23,1343,267,53,659,16,436,687,427,89,31,2.838471023427867,2.3130973580330703,3.0488721804511276,2.3539326080461933,11.504551365409622,6.404925933505429,2.8219094247246024,1.4499563189135785
AR,ARG,Argentina,2020-12-22,2020-12-22,2282,5,64697.44748576397,2,25774.47438218267,785,2130,25139994.055384003,1594,35,16,2231,36,147,2099,37,47,2198,39,313,1930,37,334,1911,36,238,2008,36,143,2103,38,48,2196,38,62,2182,34,24,2224,36,125,2121,37,340,1905,42,42,2198,37,329,1916,2266,1,11,4,2135,5,66,76,2235,4,23,20,1969,11,119,183,1948,4,132,198,2044,7,102,129,2139,3,74,66,2234,3,26,19,2220,4,36,22,2258,0,17,7,2157,1,60,64,1942,7,128,205,2240,3,22,17,1953,13,159,157,147,5,319,1811,1974,1,48,259,168,25,447,1642,1838,4,99,341,2183,19,78,2,2183,1,25,73,0,2257,1,14,10,0,306,17,119,1840,2282,0,0,0,0,0,190,5,725,713,397,252,254,162,729,710,427,254,169,1083,524,252,254,149,989,526,364,254,166,763,525,574,254,200,230,432,1166,0,2167,44,31,40,2167,55,18,42,2167,37,53,25,2167,56,19,40,2167,58,12,45,2167,58,13,44,2282,0,0,0,2282,0,0,0,2282,0,0,0,2282,0,0,0,2282,0,0,0,2282,0,0,0,2282,0,0,0,2282,0,0,0,2282,0,0,0,2282,0,0,0,2282,0,0,0,2282,0,0,0,285,57,629,1311,285,25,1550,422,285,60,521,1416,285,54,1002,941,285,59,244,1694,285,49,393,1555,317,2,1070,893,1212,2,728,208,73,59,345,9,17,157,676,1078,345,11,1923,3,368,11,386,1517,368,1,1587,202,20,15,8,81,368,4,416,517,643,334,381,11,523,936,324,107,2282,2282,1655,10,599,18,741,24,1504,13,1768,9,468,37,1286,13,636,347,2042,7,177,56,1892,12,369,9,401,12,24,56,243,451,1095,401,2,28,77,254,434,1086,442,14,746,737,189,154,442,3,247,375,507,708,442,0,553,596,378,313,1145,80,844,213,1145,302,271,564,1145,246,422,469,484,9,926,863,1419,2,346,515,1957,18,49,9,22,35,15,13,164,1038,9,31,88,53,143,23,28,108,51,3,82,87,85,25,24,404,614,20,583,1045,3,17,614,4,159,359,398,307,256,149,36,665,34,1260,280,43,665,21,440,635,390,106,25,2.738431734317343,2.1693672392078627,2.8307086614173227,2.159381107757796,11.594295302013423,6.529933221543341,2.7763754045307443,1.4725439951082568
AR,ARG,Argentina,2020-12-23,2020-12-23,2321,3,60569.49437202816,0,0,943,2175,25749179.45444155,1636,25,14,2282,22,134,2165,25,33,2263,21,281,2019,26,308,1987,25,232,2064,28,140,2153,26,50,2245,23,68,2230,24,25,2272,25,123,2173,25,321,1975,30,44,2247,27,325,1969,2307,1,8,5,2187,7,64,63,2288,3,16,14,2040,17,111,153,2013,9,116,183,2089,13,85,134,2181,8,66,66,2271,5,25,20,2253,4,43,21,2296,1,17,7,2198,5,63,55,2000,14,115,192,2277,4,25,15,1996,10,150,165,140,6,351,1824,1988,0,56,277,182,27,477,1635,1845,6,97,373,2224,29,65,3,2224,0,22,75,0,2299,0,8,14,0,320,29,102,1870,2321,0,0,0,0,0,209,6,726,702,397,281,261,148,697,722,493,261,160,1124,489,287,261,148,990,523,399,261,157,759,581,563,261,183,253,415,1209,0,2223,44,26,28,2223,48,24,26,2223,31,48,19,2223,49,16,33,2223,54,9,35,2223,52,17,29,2321,0,0,0,2321,0,0,0,2321,0,0,0,2321,0,0,0,2321,0,0,0,2321,0,0,0,2321,0,0,0,2321,0,0,0,2321,0,0,0,2321,0,0,0,2321,0,0,0,2321,0,0,0,297,65,673,1286,297,29,1619,376,297,80,494,1450,297,52,960,1012,297,81,209,1734,297,67,396,1561,339,3,1019,960,1302,2,687,205,56,69,365,14,16,124,677,1125,365,18,1933,5,390,17,372,1542,390,2,1630,168,18,21,7,85,390,4,452,503,611,361,402,9,537,951,337,85,2321,2321,1654,14,621,32,711,21,1558,31,1831,12,443,35,1368,12,623,318,2116,8,155,42,1931,8,369,13,425,4,24,67,245,410,1146,425,2,21,87,236,412,1138,448,12,766,728,216,151,448,3,245,416,511,698,448,3,555,623,382,310,1163,78,881,199,1163,310,268,580,1163,248,447,463,487,8,937,889,1432,1,340,548,1996,18,46,6,28,41,15,22,149,1074,3,35,91,65,140,16,30,119,59,3,71,54,84,24,48,405,617,21,613,1051,4,15,617,5,186,337,382,317,284,145,48,664,33,1250,318,56,664,13,437,679,396,104,28,2.752330226364847,2.123498189969831,3.1244604316546765,2.5776417657300468,11.381879194630873,6.564333218993116,2.778960551033187,1.479384879138372
AR,ARG,Argentina,2020-12-24,2020-12-24,1896,7,63386.124000410426,5,49951.23732060248,738,1786,25805890.46700811,1308,15,16,1865,18,105,1773,17,31,1848,22,228,1646,16,258,1622,17,165,1714,18,115,1763,17,33,1846,18,38,1840,17,26,1853,18,96,1782,14,293,1589,23,31,1842,23,233,1640,1880,2,10,4,1791,5,49,51,1865,4,14,13,1668,8,94,126,1638,9,97,152,1731,5,64,96,1781,4,59,52,1863,4,15,14,1858,3,20,15,1870,4,15,7,1800,5,42,49,1603,8,104,181,1865,1,17,13,1663,9,106,118,107,3,269,1517,1639,1,47,209,134,28,383,1351,1513,8,100,275,1796,24,72,4,1796,0,25,75,0,1871,0,10,15,0,281,26,102,1487,1896,0,0,0,0,0,173,0,606,569,341,207,218,105,586,630,357,218,113,870,440,255,218,116,811,427,324,218,120,603,448,507,218,146,200,303,1029,0,1796,36,30,34,1796,46,21,33,1796,32,39,29,1796,43,23,34,1796,44,14,42,1796,41,24,35,1896,0,0,0,1896,0,0,0,1896,0,0,0,1896,0,0,0,1896,0,0,0,1896,0,0,0,1896,0,0,0,1896,0,0,0,1896,0,0,0,1896,0,0,0,1896,0,0,0,1896,0,0,0,241,49,527,1079,241,17,1338,300,241,61,413,1181,241,34,855,766,241,54,189,1412,241,43,337,1275,270,4,897,725,999,2,586,183,74,52,297,5,15,120,522,937,297,9,1583,7,318,18,283,1277,318,1,1307,151,25,12,15,67,318,2,358,405,502,311,328,9,461,743,271,84,1896,1896,1372,11,486,27,568,22,1286,20,1492,10,370,24,1047,17,542,290,1710,5,132,49,1565,7,308,16,357,4,19,74,195,338,909,357,2,22,84,198,327,906,380,13,557,616,198,132,380,2,183,278,418,635,380,2,408,497,304,305,1005,62,667,162,1005,204,225,462,1005,158,359,374,417,7,757,715,1181,4,259,452,1652,12,45,0,28,24,10,15,110,904,7,27,64,37,123,21,20,94,54,6,62,57,60,22,29,309,535,15,586,749,5,6,535,4,123,289,295,278,211,133,28,576,18,1054,200,48,576,12,360,526,325,74,23,2.747275641025641,2.2221832743856793,3.207547169811321,2.5152312553534006,11.769157631359466,6.556666811253722,2.79576802507837,1.5085474502563192
AR,ARG,Argentina,2020-12-25,2020-12-25,2051,4,37793.4270236904,2,18039.60640719196,864,1926,25938729.486932654,1437,13,8,2030,7,130,1914,12,35,2004,11,230,1810,9,276,1766,8,189,1854,11,125,1915,11,45,1995,15,57,1979,12,25,2014,14,103,1934,9,265,1777,12,34,2005,13,239,1799,2043,0,6,2,1921,2,65,63,2016,3,17,15,1821,3,90,137,1775,7,94,175,1862,5,85,99,1926,3,63,59,2006,3,24,18,1994,1,35,21,2026,3,15,7,1948,5,46,52,1786,8,87,170,2017,1,19,14,1812,8,121,110,114,11,311,1615,1754,0,57,240,145,34,407,1465,1648,7,92,304,1959,18,71,3,1959,0,18,74,0,2033,0,5,13,0,291,26,98,1636,2051,0,0,0,0,0,175,7,680,632,341,216,222,115,638,644,432,222,135,1033,445,216,222,111,928,451,339,222,113,689,489,538,222,139,234,371,1085,0,1955,32,32,32,1955,42,25,29,1955,29,45,22,1955,46,16,34,1955,46,16,34,1955,42,16,38,2051,0,0,0,2051,0,0,0,2051,0,0,0,2051,0,0,0,2051,0,0,0,2051,0,0,0,2051,0,0,0,2051,0,0,0,2051,0,0,0,2051,0,0,0,2051,0,0,0,2051,0,0,0,249,48,506,1248,249,22,1367,413,249,57,417,1328,249,38,1107,657,249,50,260,1492,249,43,325,1434,298,2,1126,625,925,1,579,352,121,73,324,9,12,152,576,978,324,14,1703,10,340,15,282,1414,340,2,1436,144,25,18,13,73,340,4,334,465,569,339,351,8,472,794,324,102,2051,2051,1551,12,460,28,697,20,1315,19,1637,8,382,24,955,17,637,442,1795,9,161,86,1728,7,293,23,374,7,18,67,225,340,1020,374,0,19,65,219,345,1029,400,20,626,646,211,148,400,4,174,356,436,681,400,1,433,542,338,337,1094,72,718,167,1094,239,207,511,1094,196,354,407,434,11,825,781,1270,1,271,509,1799,14,40,7,25,20,10,16,120,982,3,36,99,40,105,25,16,107,60,3,61,62,70,20,30,332,558,13,621,842,5,12,558,2,122,294,371,293,240,135,36,600,22,1140,241,48,600,10,307,607,411,88,28,2.7544776119402985,2.3202950585412303,3.221774193548387,2.471540373785215,11.85240972733972,6.309697727555627,2.99149855907781,1.5214732365898065
AR,ARG,Argentina,2020-12-26,2020-12-26,2675,8,102057.61814843527,4,53853.458938243464,1099,2530,26145845.817347202,1864,31,24,2620,30,162,2483,28,44,2603,31,300,2344,35,338,2302,30,266,2379,32,162,2481,32,45,2598,37,70,2568,29,31,2615,28,138,2509,30,361,2284,34,46,2595,36,328,2311,2651,4,13,7,2513,5,75,82,2631,2,22,20,2375,15,120,165,2337,7,128,203,2409,14,103,149,2513,6,70,86,2630,3,28,14,2605,4,30,36,2644,4,19,8,2537,6,53,79,2314,8,113,240,2629,6,25,15,2347,14,146,168,141,4,423,2107,2280,2,96,297,196,44,593,1842,2084,7,128,456,2547,30,95,3,2547,0,33,95,0,2642,0,12,21,0,387,38,117,2133,2675,0,0,0,0,0,230,8,914,823,424,276,299,189,872,826,489,299,216,1303,556,301,299,199,1153,620,404,299,197,928,596,655,299,259,315,427,1375,0,2561,32,51,31,2561,59,19,36,2561,41,51,22,2561,60,14,40,2561,62,10,42,2561,62,14,38,2675,0,0,0,2675,0,0,0,2675,0,0,0,2675,0,0,0,2675,0,0,0,2675,0,0,0,2675,0,0,0,2675,0,0,0,2675,0,0,0,2675,0,0,0,2675,0,0,0,2675,0,0,0,333,62,521,1759,333,30,1625,687,333,70,468,1804,333,43,1356,943,333,64,339,1939,333,51,330,1961,372,9,1387,907,1288,0,799,355,162,71,401,18,27,189,805,1235,401,24,2242,8,442,21,340,1872,442,0,1849,219,26,23,13,103,442,5,452,712,730,334,455,11,637,1118,338,116,2675,2675,2160,12,480,23,1059,22,1564,30,2210,11,425,29,1328,16,759,572,2340,8,197,130,2347,10,304,14,485,9,20,87,276,490,1308,485,2,26,111,297,495,1259,509,22,826,871,276,171,509,6,250,447,590,873,509,1,600,716,437,412,1383,87,966,239,1383,327,320,645,1383,268,487,537,552,10,1069,1044,1631,4,403,637,2298,23,71,10,40,20,26,14,173,1236,6,50,107,53,147,24,31,149,53,6,93,87,99,39,31,464,718,20,765,1150,4,18,718,4,212,372,435,380,319,183,52,786,20,1492,310,67,786,16,429,743,531,131,39,2.823995407577497,2.2100888045770506,2.99112426035503,2.275513684974804,11.827203736135433,6.390287803852093,2.9976347634763476,1.5360249016013843
AR,ARG,Argentina,2020-12-27,2020-12-27,2845,10,98386.43355474208,5,54098.24260243799,1089,2663,26003890.92819414,2058,34,25,2786,38,181,2626,33,38,2774,33,350,2462,31,371,2443,32,273,2540,33,194,2618,39,67,2739,32,66,2747,33,33,2779,37,121,2687,30,362,2453,40,56,2749,38,356,2451,2820,3,16,6,2664,9,75,97,2807,4,16,18,2495,18,131,201,2474,12,115,244,2572,11,90,172,2651,6,82,106,2778,3,35,29,2779,3,41,22,2812,4,17,12,2724,8,56,57,2483,12,106,244,2789,3,37,16,2489,13,178,165,171,11,416,2247,2447,5,80,313,206,30,608,2001,2240,4,128,473,2717,32,92,4,2717,0,36,92,0,2809,0,12,24,0,382,42,128,2293,2845,0,0,0,0,0,245,3,891,929,476,301,317,172,894,881,581,317,193,1364,616,355,317,175,1260,609,484,317,186,929,674,739,317,221,285,512,1510,0,2722,49,36,38,2722,60,27,36,2722,40,55,28,2722,59,25,39,2722,62,15,46,2722,59,23,41,2845,0,0,0,2845,0,0,0,2845,0,0,0,2845,0,0,0,2845,0,0,0,2845,0,0,0,2845,0,0,0,2845,0,0,0,2845,0,0,0,2845,0,0,0,2845,0,0,0,2845,0,0,0,368,76,580,1821,368,44,1778,655,368,75,637,1765,368,47,1426,1004,368,71,358,2048,368,55,374,2048,398,2,1421,1024,1424,2,897,327,131,64,430,14,20,191,850,1340,430,18,2390,7,466,28,373,1978,466,3,1966,244,25,23,21,97,466,6,405,687,891,390,483,21,633,1153,451,104,2845,2845,2269,13,530,33,1076,15,1708,46,2211,11,567,56,1423,10,843,569,2489,6,230,120,2475,7,350,13,511,11,18,94,301,500,1410,511,3,33,104,333,496,1365,532,18,904,969,247,175,532,7,254,466,628,958,532,3,650,742,497,421,1472,89,1039,245,1472,338,311,724,1472,259,512,602,566,13,1137,1129,1716,3,448,678,2422,18,67,8,29,41,25,19,216,1292,5,47,117,60,159,28,25,157,76,9,91,91,97,29,40,522,712,28,797,1283,5,20,712,7,199,418,489,421,368,185,46,767,36,1618,360,64,767,24,466,850,596,109,33,2.893825136612022,2.3028826982989323,3.027108433734939,2.4126780097101497,11.827830687830687,6.458317551293096,2.9018527791687525,1.4668622778717244
AR,ARG,Argentina,2020-12-28,2020-12-27,100,0,0,0,0,13,80,1076331.7986647754,26,2,3,95,2,9,89,2,2,96,1,17,82,2,16,82,2,14,84,1,10,89,2,3,95,1,4,95,2,1,97,2,4,94,2,15,83,2,7,91,3,21,76,97,0,2,1,91,2,3,4,98,1,1,0,83,2,9,6,84,3,4,9,86,2,7,5,90,2,7,1,97,0,3,0,96,0,4,0,99,1,0,0,96,1,2,1,85,0,4,11,93,0,6,1,79,2,10,9,20,0,10,70,90,0,1,9,20,0,13,67,87,1,3,9,97,1,2,0,97,0,0,3,0,100,0,0,0,0,24,3,7,66,100,0,0,0,0,0,21,0,32,21,19,7,25,6,28,27,14,25,6,39,21,9,25,4,39,14,18,25,4,27,18,26,25,4,11,11,49,0,94,2,3,1,94,3,1,2,94,3,1,2,94,3,2,1,94,2,0,4,94,2,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,27,2,17,54,27,1,43,29,27,1,9,63,27,1,37,35,27,1,6,66,27,0,12,61,28,0,36,36,64,0,20,10,4,2,29,0,1,7,24,39,29,0,70,1,38,0,7,55,38,0,43,8,1,0,1,9,38,0,15,19,19,9,40,0,13,31,12,4,100,100,83,0,16,1,57,0,38,5,91,0,6,3,63,0,22,15,94,0,2,4,88,0,9,3,43,0,0,1,9,13,34,43,0,1,1,11,11,33,49,1,20,22,6,2,49,0,5,7,22,17,49,0,13,21,10,7,66,1,19,14,66,3,13,18,66,3,12,19,52,1,18,29,71,0,13,16,92,0,1,1,1,1,1,0,3,76,0,1,0,3,1,0,0,1,1,0,4,3,3,0,0,7,70,0,15,15,0,0,70,0,5,4,9,4,6,2,0,72,0,24,4,0,72,0,6,14,6,2,0,2.9310344827586206,2.1032463764849436,1.375,0.5175491695067657,9,7.0109803989061446,2.3333333333333335,1.3008872711759818
AR,ARG,Argentina,2020-12-30,2020-12-30,2532,10,82102.35514198712,4,36661.01920373825,1087,2381,26604525.050231595,1781,22,26,2484,23,174,2335,23,61,2448,25,291,2216,25,298,2209,23,240,2269,24,169,2339,25,61,2446,22,73,2437,23,33,2476,26,123,2383,23,314,2195,31,48,2453,26,340,2166,2506,4,14,8,2358,5,69,100,2471,1,32,28,2241,10,104,177,2234,2,121,175,2292,8,84,148,2363,4,78,87,2471,2,38,21,2459,5,44,24,2499,1,21,11,2409,5,62,56,2218,3,120,191,2484,1,23,24,2192,12,156,172,146,5,427,1954,2128,0,93,311,182,34,520,1796,2015,4,109,404,2423,21,87,1,2423,1,29,77,2,2503,0,17,12,0,337,29,134,2032,2532,0,0,0,0,0,222,2,829,791,407,281,287,169,804,782,490,287,182,1222,546,295,287,173,1180,477,415,287,173,853,579,640,287,212,274,429,1330,0,2406,57,40,29,2406,72,25,29,2406,47,53,26,2406,76,17,33,2406,76,17,33,2406,77,16,33,2532,0,0,0,2532,0,0,0,2532,0,0,0,2532,0,0,0,2532,0,0,0,2532,0,0,0,2532,0,0,0,2532,0,0,0,2532,0,0,0,2532,0,0,0,2532,0,0,0,2532,0,0,0,322,55,658,1497,322,24,1699,487,322,67,498,1645,322,35,1089,1086,322,62,203,1945,322,52,394,1764,346,6,1113,1067,1419,2,763,219,70,59,372,16,18,164,708,1254,372,18,2134,8,404,25,378,1725,404,1,1789,187,25,15,12,99,404,3,467,552,725,381,421,18,574,1049,368,102,2532,2532,1882,16,604,30,844,21,1645,22,2039,16,448,29,1451,24,666,391,2331,6,135,60,2144,12,361,15,455,4,25,82,233,447,1286,455,6,24,94,279,428,1246,493,15,802,823,231,168,493,4,258,451,546,780,493,1,591,698,418,331,1264,93,927,248,1264,323,283,662,1264,250,455,563,526,9,979,1018,1514,3,386,629,2166,24,52,10,30,39,17,20,174,1196,3,33,86,75,153,21,20,139,55,5,83,92,68,29,29,445,666,27,671,1139,5,24,666,6,180,365,403,390,309,174,39,728,33,1408,288,75,728,20,419,737,485,118,25,2.802171290711701,2.19781294773526,3.0372670807453415,2.4223471503084877,11.577886377519853,6.310783620628857,2.8540150202195265,1.4887632287302603
AR,ARG,Argentina,2020-12-31,2020-12-31,2185,7,99463.67789314677,4,47027.14730820823,975,2059,26849342.85981523,1530,19,18,2148,19,153,2013,23,44,2118,20,265,1900,18,329,1838,22,216,1947,17,160,2008,22,59,2104,23,64,2098,17,34,2134,24,108,2053,17,302,1866,23,40,2122,21,291,1873,2167,2,15,1,2032,6,64,83,2141,2,22,20,1920,10,108,147,1856,8,124,197,1969,8,80,128,2025,6,77,77,2126,3,24,32,2121,0,34,30,2151,2,24,8,2077,2,52,54,1883,9,103,190,2145,3,27,10,1894,10,143,138,121,5,376,1683,1824,1,86,274,150,31,487,1517,1701,8,116,360,2069,31,82,3,2069,0,27,89,0,2160,0,7,18,0,316,28,122,1719,2185,0,0,0,0,0,188,4,775,639,342,237,244,136,715,677,413,244,162,1080,442,257,244,154,1023,424,340,244,153,762,483,543,244,183,252,368,1138,0,2067,47,44,27,2067,61,22,35,2067,46,40,32,2067,59,25,34,2067,67,13,38,2067,65,16,37,2173,0,0,12,2173,0,0,12,2173,0,0,12,2173,0,0,12,2173,0,2,10,2173,0,1,11,2173,0,0,12,2182,0,0,3,2182,0,0,3,2182,0,0,3,2182,0,0,3,2182,0,1,2,274,62,585,1264,274,26,1506,379,274,64,442,1405,274,45,942,924,274,58,198,1655,274,47,375,1489,295,3,983,904,1202,2,623,218,89,51,316,16,11,145,603,1094,316,20,1843,6,347,20,290,1528,347,2,1535,166,16,19,13,87,347,0,419,473,606,340,362,14,501,875,327,106,2185,2185,1602,15,539,29,683,19,1453,30,1744,16,404,21,1245,21,599,320,1987,8,149,41,1811,8,347,19,397,4,27,60,226,379,1092,397,4,17,77,256,361,1073,430,19,716,688,181,151,430,2,192,380,480,701,430,2,462,566,388,337,1170,66,760,189,1170,277,238,500,1170,223,406,386,471,9,854,851,1334,3,318,530,1884,19,43,5,30,23,17,18,146,1036,5,32,78,57,121,28,23,119,52,1,67,68,79,27,27,365,590,26,605,953,4,7,590,7,150,322,368,330,251,130,37,630,26,1234,258,37,630,16,373,619,421,100,26,2.977979274611399,2.4155316841927434,3.090909090909091,2.4420557658735733,11.625354107648725,6.492039082981425,2.806016042780749,1.4763024079579552
