ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CH,CHE,Switzerland,2020-12-21,2020-12-21,692,0,0,0,0,169,667,5415390.404549231,588,4,3,685,4,59,629,4,16,672,2,151,539,3,139,550,3,71,618,3,36,653,3,20,669,2,25,665,3,8,681,2,25,665,3,126,563,4,12,676,3,80,609,689,0,1,2,634,7,17,34,676,2,6,8,543,10,37,102,556,7,38,91,622,5,22,43,656,5,7,24,672,6,8,6,669,2,7,14,684,1,5,2,667,5,10,10,567,8,34,83,680,2,7,3,615,6,32,39,22,3,89,578,606,0,31,55,26,13,238,415,455,3,52,182,640,7,45,0,640,7,38,7,687,0,5,0,95,10,19,568,692,0,0,0,0,0,35,2,206,219,126,104,572,4,24,67,25,572,4,40,54,22,572,4,30,53,33,572,3,38,53,26,572,4,10,49,57,0,674,2,2,14,674,3,2,13,674,2,2,14,674,3,0,15,674,2,1,15,674,3,1,14,692,0,0,0,692,0,0,0,692,0,0,0,692,0,0,0,692,0,0,0,692,0,0,0,692,0,0,0,692,0,0,0,692,0,0,0,692,0,0,0,692,0,0,0,692,0,0,0,46,5,196,445,46,3,402,241,46,5,243,398,46,4,317,325,46,3,26,617,46,2,139,505,49,0,291,352,401,2,227,41,14,7,55,0,8,48,248,333,55,3,631,3,61,3,92,536,61,1,367,202,40,11,2,8,61,2,141,154,232,102,63,5,161,330,105,28,65,2,152,469,4,71,9,125,479,8,498,1,165,28,292,0,390,10,450,0,231,11,375,0,165,152,667,3,13,9,554,2,132,4,73,5,5,17,83,141,368,73,0,4,22,100,142,351,77,7,150,283,129,46,77,0,13,32,86,484,77,1,42,121,166,285,529,5,120,38,529,32,38,93,529,28,54,81,79,1,363,249,443,0,59,190,636,1,9,3,6,3,2,0,32,274,1,5,39,21,43,4,37,50,30,0,15,37,33,12,14,77,97,6,262,319,0,8,97,2,11,97,103,138,130,91,23,103,18,121,201,249,103,5,214,152,111,63,44,6.296935064935065,7.794869155757447,2.039473684210526,1.3310726448864134,12.817658349328212,5.353319879933993,2.3590106007067138,1.251752078945373
CH,CHE,Switzerland,2020-12-22,2020-12-22,659,0,0,0,0,146,644,5307415.615497251,547,4,2,653,4,56,599,3,17,639,4,165,490,4,121,534,3,70,586,3,34,622,3,21,635,4,20,635,1,13,645,4,30,625,2,92,565,4,12,643,4,87,568,657,0,1,1,603,4,16,36,642,2,4,11,494,5,53,107,538,6,31,84,589,2,16,52,625,4,12,18,638,2,6,13,639,1,6,13,646,0,11,2,629,1,16,13,567,5,31,56,647,1,3,8,572,3,34,50,15,0,82,562,579,0,31,49,18,11,227,403,433,1,57,168,602,10,46,1,602,11,43,3,648,0,11,0,89,9,21,540,659,0,0,0,0,0,25,4,202,170,157,101,36,18,134,347,124,36,23,218,294,88,36,26,169,289,139,36,26,196,282,119,36,33,41,278,271,0,640,5,3,11,640,4,4,11,640,4,3,12,640,5,0,14,640,3,4,12,640,4,3,12,659,0,0,0,659,0,0,0,659,0,0,0,659,0,0,0,659,0,0,0,659,0,0,0,659,0,0,0,659,0,0,0,659,0,0,0,659,0,0,0,659,0,0,0,659,0,0,0,42,5,219,393,42,2,422,193,42,7,245,365,42,4,308,305,42,6,14,597,42,6,125,486,47,0,255,357,404,0,198,33,11,13,50,0,6,41,237,325,50,2,603,4,58,3,71,527,58,0,353,186,29,15,10,8,58,0,161,128,218,94,58,6,142,305,98,50,67,2,144,437,9,73,9,109,463,5,442,1,181,35,240,4,408,7,416,2,232,9,354,4,163,138,645,0,9,5,534,1,118,6,77,4,4,16,93,118,347,77,1,7,22,101,137,314,79,5,147,256,117,55,79,1,17,31,98,433,79,1,51,115,145,268,494,12,117,36,494,30,42,93,494,24,64,77,81,2,346,230,429,0,53,177,607,2,8,2,9,2,2,1,26,264,2,8,32,16,40,9,20,62,22,0,19,27,24,13,19,82,104,8,242,294,1,10,104,1,19,77,109,149,95,84,21,109,7,133,169,241,109,4,182,152,120,58,34,6.243333333333333,7.869597029937486,1.9142857142857144,1.0035134964085535,12.831967213114755,5.6411733148816365,2.333955223880597,1.306505659093633
CH,CHE,Switzerland,2020-12-23,2020-12-23,671,0,0,0,0,152,650,5294417.49913714,544,6,2,663,6,53,612,5,18,648,3,156,512,6,100,565,6,63,602,6,34,631,5,10,656,7,23,641,5,13,653,6,20,645,5,77,589,6,7,658,5,71,595,669,0,1,1,618,0,20,33,653,0,6,12,515,2,42,112,571,1,34,65,608,2,19,42,637,1,12,21,661,0,8,2,648,1,12,10,658,0,11,2,651,0,8,12,594,3,26,48,664,0,2,5,600,2,36,33,20,1,79,571,593,0,26,52,21,10,243,397,429,3,49,190,622,10,37,2,622,9,37,3,662,3,6,0,86,10,24,551,671,0,0,0,0,0,35,2,188,185,148,113,47,24,147,322,131,47,26,213,273,112,47,26,163,275,160,47,22,180,277,145,47,31,60,255,278,0,649,6,7,9,649,4,6,12,649,5,3,14,649,6,2,14,649,5,3,14,649,5,2,15,671,0,0,0,671,0,0,0,671,0,0,0,671,0,0,0,671,0,0,0,671,0,0,0,671,0,0,0,671,0,0,0,671,0,0,0,671,0,0,0,671,0,0,0,671,0,0,0,52,6,198,415,52,3,458,158,52,5,238,376,52,6,322,291,52,6,19,594,52,3,133,483,60,2,278,331,393,0,219,33,12,14,63,2,7,42,240,317,63,3,599,6,73,6,79,513,73,1,349,181,31,16,8,12,73,3,139,144,213,99,76,3,143,311,94,44,76,2,158,430,5,84,3,131,446,7,475,5,160,31,215,6,438,12,434,4,222,11,350,8,162,151,652,2,13,4,538,2,126,5,86,2,4,9,80,109,381,86,1,8,31,82,122,341,92,4,120,261,132,62,92,1,11,36,75,456,92,0,50,103,153,273,519,3,121,28,519,30,36,86,519,29,42,81,95,1,322,253,418,2,76,175,598,1,13,3,8,3,4,0,41,280,0,11,35,19,45,7,20,56,21,0,22,23,25,17,14,76,118,8,226,313,2,4,118,2,20,91,98,117,98,99,28,124,14,144,135,254,124,3,195,151,112,58,28,5.512773722627738,6.655633349422453,2.123076923076923,1.2563301256498567,12.273388773388774,5.587709611336625,2.30530303030303,1.225151620183648
CH,CHE,Switzerland,2020-12-24,2020-12-24,570,1,11315.8091951024,0,0,130,549,5307868.405528427,447,4,3,563,5,58,507,4,12,554,3,134,433,4,96,470,4,59,507,3,31,536,2,11,557,3,22,545,2,12,556,2,36,532,2,75,493,4,8,558,4,64,502,567,0,0,3,512,2,26,30,558,0,4,8,436,2,46,86,474,2,33,61,511,3,24,32,539,1,13,17,559,0,6,5,548,0,11,11,558,0,11,1,534,1,18,17,495,0,29,46,562,0,4,4,506,1,33,30,21,0,63,486,509,0,26,35,25,6,218,321,353,1,71,145,499,16,52,3,499,7,62,2,563,1,6,0,105,9,22,434,570,0,0,0,0,0,32,1,204,159,109,65,49,13,130,289,89,49,16,211,229,65,49,23,162,240,96,49,23,171,240,87,49,28,49,230,214,0,549,7,6,8,549,5,5,11,549,6,3,12,549,6,6,9,549,6,2,13,549,7,2,12,570,0,0,0,570,0,0,0,570,0,0,0,570,0,0,0,570,0,0,0,570,0,0,0,570,0,0,0,570,0,0,0,570,0,0,0,570,0,0,0,570,0,0,0,570,0,0,0,57,8,172,333,57,4,383,126,57,8,165,340,57,5,267,241,57,7,24,482,57,6,106,401,63,0,238,269,332,0,177,35,15,11,64,3,9,40,190,264,64,4,499,3,68,3,67,432,68,0,300,149,27,10,7,9,68,0,120,132,176,74,69,6,124,279,64,28,71,1,121,371,6,82,2,104,375,7,398,3,142,27,187,4,374,5,405,3,150,12,304,3,129,134,546,1,17,6,464,1,99,6,84,3,1,16,68,91,307,84,2,2,18,79,98,287,88,3,111,230,93,45,88,2,12,19,79,370,88,1,41,81,125,234,449,7,94,20,449,22,35,64,449,19,41,61,94,3,281,192,378,0,47,145,526,0,7,1,7,3,4,0,22,247,0,4,26,18,22,9,17,40,26,0,21,36,26,8,10,60,110,10,231,215,1,3,110,1,12,72,73,130,83,71,18,118,18,127,120,187,118,7,167,119,82,50,27,6.025531914893617,6.665335382624491,2.2641509433962264,1.4297786729774005,12.65133171912833,5.4882468789900365,2.3472222222222223,1.2541501098618586
CH,CHE,Switzerland,2020-12-25,2020-12-25,588,2,19084.7536546962,2,19084.7536546962,145,568,5252556.610866789,485,5,4,579,4,51,533,6,11,571,1,137,450,4,117,467,4,57,527,5,24,559,5,18,565,5,19,564,5,7,576,5,27,556,4,94,490,5,5,578,3,68,517,584,0,3,1,537,1,20,30,577,0,6,5,451,3,41,93,471,3,42,72,531,1,20,36,564,1,11,12,570,1,6,11,569,1,9,9,581,0,6,1,561,1,12,14,494,1,25,68,583,0,3,2,520,4,30,34,18,2,75,493,516,0,20,52,24,12,201,351,388,3,58,139,530,14,43,1,530,13,42,3,575,1,12,0,99,5,23,461,588,0,0,0,0,0,33,1,181,165,122,86,42,10,151,283,102,42,15,220,222,89,42,17,167,243,119,42,16,185,242,103,42,22,53,244,227,0,567,3,3,15,567,3,5,13,567,2,4,15,567,2,7,12,567,3,2,16,567,3,4,14,588,0,0,0,588,0,0,0,588,0,0,0,588,0,0,0,588,0,0,0,588,0,0,0,588,0,0,0,588,0,0,0,588,0,0,0,588,0,0,0,588,0,0,0,588,0,0,0,47,4,137,400,47,2,322,217,47,5,137,399,47,3,335,203,47,4,22,515,47,4,112,425,54,1,289,244,299,0,216,53,12,8,56,0,4,51,189,288,56,1,527,4,60,3,72,453,60,1,319,146,29,17,7,9,60,0,91,164,186,87,60,5,119,289,81,34,61,2,133,390,2,66,3,115,398,6,452,0,115,21,270,2,313,3,453,0,128,7,256,3,138,191,566,1,16,5,476,1,110,1,69,5,2,12,55,107,338,69,2,8,23,72,116,298,74,1,117,250,104,42,74,1,10,26,72,405,74,0,35,99,136,244,454,5,90,39,454,21,38,75,454,20,46,68,76,1,295,216,372,0,58,158,535,2,9,0,9,0,5,2,26,242,0,6,35,18,29,7,27,64,23,0,17,22,29,5,12,52,94,13,236,242,1,2,94,3,21,73,89,113,107,60,28,101,12,127,133,215,101,4,153,139,100,54,37,5.694117647058823,7.095562874486401,2.1129032258064515,1.3683164084961912,12.962616822429906,5.350348949892706,2.4628450106157116,1.3691896871257232
CH,CHE,Switzerland,2020-12-26,2020-12-26,695,1,5892.011896587521,0,0,153,673,5311225.6261279,561,4,4,687,3,64,628,2,11,682,5,146,544,4,136,555,3,52,640,3,42,650,5,18,672,3,25,667,2,10,683,2,23,670,2,95,598,3,8,684,2,72,621,691,1,1,2,631,4,21,39,684,1,2,8,549,5,48,93,559,2,38,96,643,4,21,27,653,2,17,23,677,0,9,9,670,3,9,13,685,0,7,3,672,1,13,9,600,4,39,52,687,1,4,3,623,2,27,43,21,1,80,593,617,0,26,52,24,7,258,406,437,6,69,183,626,11,58,0,626,13,51,5,682,2,10,1,108,10,13,564,695,0,0,0,0,0,33,4,222,201,132,103,45,20,154,347,129,45,27,240,294,89,45,30,179,319,122,45,26,202,319,103,45,32,57,308,253,0,683,4,4,4,683,5,1,6,683,6,0,6,683,6,0,6,683,6,1,5,683,4,2,6,695,0,0,0,695,0,0,0,695,0,0,0,695,0,0,0,695,0,0,0,695,0,0,0,695,0,0,0,695,0,0,0,695,0,0,0,695,0,0,0,695,0,0,0,695,0,0,0,56,7,117,515,56,4,218,417,56,8,105,526,56,5,414,220,56,6,23,610,56,6,99,534,59,1,350,285,345,1,234,95,13,7,64,2,4,67,232,326,64,3,626,2,70,3,71,551,70,0,356,194,48,10,6,11,70,0,113,190,246,76,71,3,129,341,114,37,74,0,170,448,3,83,6,138,461,7,578,0,98,19,477,3,212,3,590,1,99,5,281,2,168,244,672,1,18,4,596,0,98,1,87,1,6,15,75,130,381,87,2,6,25,89,132,354,95,5,136,264,148,47,95,1,17,27,90,465,95,1,45,102,179,273,553,8,95,39,553,27,35,80,553,23,42,77,102,3,332,258,437,0,78,180,625,3,4,3,6,4,4,1,45,293,0,4,40,15,43,11,29,57,29,0,25,19,28,13,17,72,120,7,259,306,0,3,120,0,14,82,107,136,140,72,24,131,12,155,173,224,131,5,177,147,124,66,45,5.842622950819672,7.3327729330023255,2.0597014925373136,1.2895923365124646,12.88019801980198,5.224143048924962,2.490842490842491,1.348090196839614
CH,CHE,Switzerland,2020-12-27,2020-12-27,768,3,26463.00616200925,2,24042.0766213492,155,744,5484080.188860395,628,2,5,761,3,68,697,2,16,750,2,179,587,3,188,577,1,60,707,1,35,732,2,20,746,1,29,738,2,9,757,2,41,725,3,107,658,3,9,756,3,70,695,763,2,1,2,700,1,20,47,752,2,5,9,589,7,51,121,580,5,51,132,708,5,21,34,733,1,13,21,748,0,9,11,739,1,15,13,759,0,7,2,727,4,14,23,661,3,33,71,759,0,5,4,698,2,26,42,22,2,84,660,688,0,31,49,29,13,282,444,486,3,87,192,681,7,79,1,681,14,70,3,754,1,13,0,134,10,31,593,768,0,0,0,0,0,34,2,238,228,158,108,48,20,170,405,125,48,27,274,308,111,48,28,189,357,146,48,29,210,351,130,48,34,66,303,317,0,737,5,4,22,737,7,6,18,737,7,3,21,737,5,5,21,737,8,0,23,737,7,2,22,768,0,0,0,768,0,0,0,768,0,0,0,768,0,0,0,768,0,0,0,768,0,0,0,768,0,0,0,768,0,0,0,768,0,0,0,768,0,0,0,768,0,0,0,768,0,0,0,57,7,109,595,57,7,205,499,57,8,116,587,57,7,428,276,57,7,12,692,57,7,97,607,61,1,359,347,409,0,279,61,15,4,66,2,5,77,278,340,66,3,698,1,77,6,80,605,77,0,374,241,42,9,8,17,77,1,124,187,287,92,82,4,149,373,116,44,86,3,164,512,3,93,8,144,516,7,660,3,85,20,563,3,192,10,653,2,105,8,341,5,156,266,757,0,6,5,671,1,92,4,98,9,4,19,75,137,426,98,1,8,17,115,143,386,100,8,154,304,148,54,100,4,13,32,93,526,100,1,45,119,208,295,605,12,120,31,605,29,41,93,605,27,52,84,107,3,379,279,489,2,89,188,685,3,11,2,7,1,6,1,52,307,0,7,38,20,42,10,31,54,27,0,30,39,34,9,22,98,128,4,290,340,0,6,128,2,28,109,108,158,128,80,27,137,7,157,194,273,137,3,208,171,147,63,39,5.776315789473684,7.484517383441261,2.1451612903225805,1.435461589022487,12.645833333333332,5.615235694036051,2.3402640264026404,1.2217570045261537
CH,CHE,Switzerland,2020-12-28,2020-12-27,100,0,0,0,0,25,96,729732.0274879046,68,1,0,99,1,10,89,1,2,97,1,17,82,1,27,72,1,7,92,1,5,94,1,2,97,1,2,97,1,2,97,1,4,95,1,12,87,1,0,99,1,8,91,100,0,0,0,90,0,4,6,98,0,0,2,83,1,3,13,73,0,6,21,93,1,2,4,95,0,1,4,98,0,2,0,98,0,1,1,98,0,2,0,96,1,2,1,88,0,2,10,100,0,0,0,92,0,2,6,4,0,12,84,90,0,6,4,6,2,32,60,68,0,11,21,89,2,9,0,89,2,8,1,98,2,0,0,20,2,6,72,100,0,0,0,0,0,7,0,34,31,10,18,8,6,14,57,15,8,5,31,39,17,8,6,27,43,16,8,7,29,38,18,8,8,7,35,42,0,94,0,1,5,94,1,1,4,94,1,1,4,94,1,0,5,94,1,1,4,94,1,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,10,0,19,71,10,0,32,58,10,0,20,70,10,0,54,36,10,0,2,88,10,0,16,74,11,0,51,38,49,0,41,7,1,2,11,0,0,8,35,46,11,1,88,0,12,1,5,82,12,0,47,29,5,2,1,4,12,0,14,20,42,12,13,0,20,46,14,7,14,0,20,65,1,17,1,17,65,0,81,1,17,1,68,1,31,0,80,1,18,1,46,1,17,36,98,0,2,0,84,0,16,0,18,2,0,5,13,12,50,18,0,1,3,21,14,43,18,0,20,38,18,6,18,0,3,5,16,58,18,0,6,15,30,31,80,2,15,3,80,3,6,11,80,3,6,11,20,0,45,35,65,0,11,24,91,0,2,1,2,1,0,0,3,46,0,0,4,0,4,2,4,5,3,0,2,6,7,3,1,13,25,1,39,34,0,1,25,0,2,12,13,22,14,10,2,30,0,18,27,25,30,0,31,19,12,4,4,4.906976744186046,6.301224195074251,2.4444444444444446,1.8782379449307742,11.733870967741936,5.903401174382501,2.323529411764706,1.2980027881048666
CH,CHE,Switzerland,2020-12-30,2020-12-30,752,3,34883.20474813104,3,34883.20474813104,155,730,6001823.00576738,601,3,6,743,3,76,673,4,15,733,3,162,587,4,160,588,4,89,659,4,31,717,4,11,737,4,19,729,4,17,731,4,27,721,3,102,647,4,19,729,3,99,650,746,0,4,2,676,1,24,51,737,0,4,11,590,1,47,114,592,2,53,105,663,2,33,54,721,0,12,19,741,0,6,5,733,0,9,10,735,0,9,8,725,0,11,16,650,0,31,71,733,0,6,13,653,0,44,55,18,4,84,646,670,0,29,53,25,5,295,427,458,7,74,213,678,14,59,1,678,18,51,5,734,0,18,0,113,7,25,607,752,0,0,0,0,0,32,1,279,191,140,109,49,22,175,363,143,49,24,282,292,105,49,33,223,308,139,49,29,241,311,122,49,33,61,311,298,0,728,3,3,18,728,3,5,16,728,4,4,16,728,2,5,17,728,4,1,19,728,4,4,16,752,0,0,0,752,0,0,0,752,0,0,0,752,0,0,0,752,0,0,0,752,0,0,0,752,0,0,0,752,0,0,0,752,0,0,0,752,0,0,0,752,0,0,0,752,0,0,0,60,8,190,494,60,5,495,192,60,8,199,485,60,9,368,315,60,10,18,664,60,5,158,529,64,2,308,378,444,1,242,37,15,13,69,3,6,56,272,346,69,1,674,8,75,5,81,591,75,1,377,222,38,16,12,11,75,1,149,180,264,83,75,5,170,356,90,56,77,2,163,503,7,84,3,125,533,7,563,2,158,29,258,2,483,9,553,4,191,4,385,3,159,205,734,0,15,3,594,3,153,2,88,8,5,14,65,147,425,88,4,6,24,73,132,425,95,7,162,284,139,65,95,2,16,39,95,505,95,2,52,108,185,310,592,10,120,30,592,33,44,83,592,27,57,76,100,2,350,300,452,2,121,177,649,4,11,2,12,4,7,0,63,300,1,4,37,39,42,4,36,71,22,0,25,31,34,16,14,76,137,12,275,323,2,3,137,2,22,101,107,157,130,75,21,146,14,157,203,232,146,8,197,169,126,71,35,5.9533527696793005,7.628672760237656,2,1.2158375177486576,12.67609489051095,5.269996625211081,2.3587521663778164,1.246340686519797
CH,CHE,Switzerland,2020-12-31,2020-12-31,682,0,0,0,0,144,656,6166043.847759946,536,5,2,675,4,55,623,7,24,651,4,145,533,3,153,526,5,70,607,6,29,647,5,23,654,4,21,657,5,16,661,4,27,651,6,91,585,5,20,657,3,81,598,680,0,1,1,627,0,18,37,658,2,8,14,537,6,48,91,529,4,34,115,612,3,21,46,653,0,12,17,659,2,10,11,661,2,6,13,666,2,10,4,655,2,13,12,591,3,31,57,662,2,6,12,601,3,37,41,23,3,77,579,609,0,25,48,30,7,264,381,418,4,74,186,608,10,62,2,608,15,54,5,667,0,15,0,116,10,18,538,682,0,0,0,0,0,35,2,236,180,143,86,48,24,164,334,112,48,26,238,273,97,48,30,176,290,138,48,31,189,283,131,48,36,62,264,272,0,664,5,3,10,664,4,3,11,664,5,1,12,664,5,2,11,664,6,1,11,664,7,1,10,673,0,0,9,673,0,0,9,673,0,0,9,673,0,0,9,673,0,1,8,673,0,3,6,673,0,1,8,679,0,0,3,679,0,0,3,679,0,1,2,679,0,0,3,679,0,0,3,54,10,144,474,54,3,450,175,54,7,183,438,54,8,284,336,54,7,18,603,54,6,139,483,63,2,263,354,419,0,205,41,7,10,67,3,3,48,251,310,67,5,603,7,75,5,59,543,75,0,363,171,31,13,8,21,75,0,158,162,229,58,79,4,149,324,97,29,82,0,146,448,6,90,5,125,455,7,538,3,104,37,232,1,442,7,499,5,171,7,399,0,114,169,664,2,12,4,544,3,130,5,95,5,4,10,66,142,360,95,0,8,14,86,131,348,102,4,137,247,137,55,102,0,9,28,82,461,102,1,46,95,162,276,541,4,111,26,541,33,37,71,541,34,43,64,106,0,270,306,376,0,108,198,589,3,12,2,10,1,4,3,58,320,1,3,24,26,37,6,29,47,33,0,20,27,27,7,12,63,134,9,259,274,1,5,134,2,24,78,97,123,110,87,27,142,13,149,168,210,142,10,168,143,120,62,37,6.310465949820789,7.609775008591934,2.046875,1.2399396746718756,13.0351966873706,5.3588840527771575,2.362763915547025,1.3405205791046628
