ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4.0,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_8..99,V5d_8.0,V5d_8.1,V5d_9..99,V5d_9.0,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CI,CIV,C<c3><b4>te d'Ivoire,2021-02-07,2021-02-06,100,0,0,0,0,9,85,12630522.199189287,31,9,7,84,9,4,87,9,3,88,5,34,61,6,11,83,6,17,77,9,4,87,8,4,88,9,4,87,9,5,86,9,3,88,9,15,76,9,8,83,8,16,76,93,1,4,2,96,1,2,1,97,1,1,1,66,3,10,21,89,2,4,5,83,0,6,11,96,1,0,3,96,1,1,2,96,0,3,1,95,1,3,1,97,2,0,1,85,0,6,9,92,0,6,2,84,2,8,6,13,2,7,78,93,0,4,3,14,1,28,57,72,0,11,17,89,0,0,11,0,89,0,3,8,0,97,1,2,0,26,0,29,45,17,1,0,79,3,100,0,0,0,0,100,0,0,0,19,1,28,16,15,21,29,12,21,16,22,100,29,10,23,17,21,29,10,20,16,25,29,14,16,11,30,29,11,30,15,15,83,8,9,83,11,6,83,14,3,83,16,1,83,11,6,83,8,9,83,13,4,83,15,2,83,16,1,0,85,10,5,85,12,3,85,13,2,85,12,3,85,3,12,85,12,3,85,14,1,85,15,0,85,14,1,0,85,0,5,10,85,0,7,8,85,0,12,3,85,0,14,1,85,0,10,5,85,0,9,6,85,0,13,2,85,0,15,0,85,0,14,1,0,100,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,93,0,7,0,93,0,4,3,93,0,6,1,93,0,3,4,93,0,7,0,93,0,7,0,93,0,6,1,32,3,21,11,19,14,34,2,58,6,34,2,64,0,34,2,64,0,34,2,61,3,34,2,55,9,34,2,63,1,34,2,62,2,34,2,62,2,34,2,62,2,34,2,19,45,91,0,1,8,69,0,6,25,0,0,0,73,12,6,9,73,12,7,8,73,15,8,4,73,14,7,6,73,13,6,8,73,14,4,9,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,37,8,39,16,37,7,34,22,37,13,29,21,37,13,33,17,37,11,20,32,37,7,37,19,37,2,39,22,61,0,18,6,4,11,38,2,1,11,21,27,38,3,57,2,39,4,15,42,39,1,21,24,8,5,2,0,39,3,23,16,11,8,44,1,16,26,10,3,100,45,1,0,49,5,48,0,2,42,8,61,2,32,5,66,1,28,5,71,1,21,7,67,1,17,15,80,0,14,6,63,3,29,5,51,0,0,1,7,15,26,51,0,0,3,5,16,25,52,0,30,10,2,6,52,1,17,7,9,14,52,0,26,8,6,8,66,7,21,6,66,11,9,14,66,8,15,11,52,0,31,17,83,0,9,8,91,0,4,0,1,1,0,0,3,60,0,6,5,3,3,1,1,3,1,0,4,0,4,0,2,7,69,0,22,7,0,2,69,0,1,10,13,5,1,1,0,69,0,19,11,1,69,0,11,11,8,1,0,2.7804878048780486,2.9875758996379593,1.3333333333333333,0.5163977794943222,9.481481481481481,6.541996698082383,3.1612903225806446,2.099154975913695
CI,CIV,C<c3><b4>te d'Ivoire,2021-02-08,2021-02-07,100,3,317559.28077710245,3,317559.28077710245,10,90,9518562.643714601,34,6,4,90,4,12,84,5,2,93,4,34,62,5,14,81,4,17,79,4,10,86,6,8,86,6,3,91,6,1,93,5,4,91,4,16,80,4,5,91,5,12,83,96,0,2,2,88,1,6,5,98,0,1,1,66,2,12,20,86,1,6,7,83,0,2,15,90,0,4,6,92,0,1,7,97,0,1,2,99,0,1,0,96,0,3,1,84,0,8,8,95,0,3,2,88,0,5,7,10,0,6,84,94,0,3,3,11,3,26,60,74,0,11,15,89,0,0,10,1,89,0,1,10,0,99,0,1,0,26,0,21,53,13,0,1,86,0,99,0,1,0,0,99,0,0,1,18,0,21,25,14,22,22,18,23,18,19,100,22,14,27,15,22,22,16,19,21,22,22,19,12,13,34,22,18,23,17,20,78,11,11,78,17,5,78,19,3,78,22,0,78,12,10,78,18,4,78,21,1,78,19,3,78,22,0,0,86,7,7,86,9,5,86,10,4,86,13,1,86,5,9,86,9,5,86,13,1,86,14,0,86,13,1,0,75,0,15,10,75,0,16,9,75,0,23,2,75,0,21,4,75,0,13,12,75,0,16,9,75,0,19,6,75,0,25,0,75,0,23,2,0,99,1,99,1,0,99,1,0,99,1,99,0,1,99,1,0,99,1,99,1,0,99,1,0,91,0,9,0,91,0,1,8,91,0,3,6,91,0,3,6,91,0,8,1,91,0,8,1,91,0,8,1,23,0,28,12,26,11,25,5,66,4,25,5,69,1,25,5,70,0,25,5,67,3,25,5,63,7,25,5,69,1,25,5,70,0,25,5,70,0,25,5,67,3,25,5,14,56,95,0,0,5,64,0,3,33,0,0,0,79,11,3,7,79,9,10,2,79,10,6,5,79,12,5,4,79,11,4,6,79,10,4,7,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,30,5,53,12,30,14,31,25,30,12,31,27,30,14,39,17,30,14,22,34,30,6,33,31,34,0,42,24,58,0,21,12,5,4,34,1,1,19,24,21,34,1,63,2,38,4,11,47,38,0,21,18,11,9,1,2,38,0,22,19,15,6,41,0,14,26,16,3,100,41,0,2,55,2,43,0,5,46,6,48,1,44,7,69,1,26,4,69,1,22,8,61,2,20,17,78,1,13,8,68,2,26,4,46,1,0,2,6,16,29,46,0,0,1,10,13,30,47,2,31,8,6,6,47,0,15,12,10,16,47,0,24,9,9,11,68,5,25,2,68,12,9,11,68,10,10,12,48,0,38,14,86,0,9,5,92,0,1,0,0,1,0,0,6,55,0,3,8,1,5,1,3,1,1,1,3,1,1,0,3,13,63,0,32,4,0,1,63,0,5,15,6,7,3,1,0,63,0,16,16,5,63,0,9,11,9,4,4,4.275,3.9287728886073845,2,2,8.555555555555555,6.447022767456508,3.4833333333333334,2.4044601413682387
CI,CIV,C<c3><b4>te d'Ivoire,2021-02-09,2021-02-08,100,1,69297.5920606261,1,69297.5920606261,7,88,9322457.047614412,45,2,2,96,3,7,90,2,3,95,1,37,62,2,7,91,1,18,81,0,5,95,3,4,93,2,2,96,1,1,98,2,6,92,1,16,83,1,3,96,2,12,86,98,0,0,2,93,0,1,6,97,0,1,2,63,3,11,23,93,0,4,3,82,2,7,9,95,1,1,3,96,0,3,1,98,0,2,0,99,1,0,0,94,0,1,5,84,1,7,8,97,1,1,1,88,0,4,8,12,0,5,83,95,0,4,1,13,0,21,66,79,0,11,10,89,0,1,10,0,89,0,3,8,0,97,1,2,0,25,0,15,60,14,0,0,85,1,100,0,0,0,0,100,0,0,0,18,0,26,25,16,15,27,10,25,19,19,100,27,11,19,23,20,27,14,15,27,17,27,16,11,17,29,27,12,25,21,15,86,6,8,86,11,3,86,11,3,86,13,1,86,7,7,86,12,2,86,14,0,86,13,1,86,13,1,0,85,9,6,85,12,3,85,11,4,85,15,0,85,9,6,85,10,5,85,14,1,85,14,1,85,14,1,0,75,0,13,12,75,0,20,5,75,0,25,0,75,0,23,2,75,0,17,8,75,0,13,12,75,0,20,5,75,0,25,0,75,0,25,0,0,100,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,93,0,7,0,93,0,5,2,93,0,4,3,93,0,3,4,93,0,5,2,93,0,5,2,93,0,4,3,29,1,23,12,21,14,30,5,61,4,30,5,63,2,30,5,65,0,30,5,62,3,30,5,59,6,30,5,65,0,30,5,64,1,30,5,65,0,30,5,61,4,30,5,15,50,90,0,1,9,54,0,7,39,0,0,0,85,4,2,9,85,4,5,6,85,3,7,5,85,2,7,6,85,4,2,9,85,4,1,10,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,31,4,53,12,31,12,31,26,31,10,32,27,31,8,44,17,31,11,24,34,31,8,34,27,33,0,47,20,53,1,22,9,5,10,34,0,0,21,22,23,34,1,63,2,36,1,13,50,36,0,16,25,14,5,2,2,36,0,18,16,17,13,37,0,8,31,19,5,100,38,0,3,56,3,41,0,10,47,2,47,0,50,3,69,0,28,3,68,0,27,5,56,1,26,17,76,0,18,6,67,0,29,4,43,0,0,1,7,15,34,43,0,0,0,11,9,37,44,2,26,13,6,9,44,0,16,9,9,22,44,0,21,9,8,18,71,4,21,4,71,13,6,10,71,10,15,4,45,0,35,20,80,0,14,6,86,3,1,0,0,1,0,0,9,51,0,2,2,7,3,2,5,6,3,0,2,3,4,1,2,7,52,1,38,8,0,1,52,0,4,10,19,11,3,1,0,53,0,29,17,1,53,0,8,13,12,11,3,4.076923076923077,2.9144342719481724,1.4,0.5477225575051661,9.870967741935484,8.135280923171905,4.311111111111111,2.937393883748454
CI,CIV,C<c3><b4>te d'Ivoire,2021-02-10,2021-02-09,100,0,0,0,0,12,84,11126058.111445216,41,3,2,95,4,12,84,3,3,94,3,30,67,4,6,90,3,21,76,5,12,83,4,5,91,3,6,91,3,3,94,4,7,89,2,13,85,4,4,92,4,18,78,98,0,1,1,88,0,6,6,97,0,2,1,70,0,12,18,94,0,2,4,79,0,7,14,88,0,6,6,95,0,2,3,94,0,3,3,97,0,1,2,93,0,2,5,87,0,6,7,96,0,3,1,82,2,7,9,16,0,7,77,93,0,5,2,16,1,18,65,82,0,7,11,93,0,1,6,0,93,0,2,4,1,98,1,1,0,24,1,19,56,19,0,2,76,3,98,0,0,2,0,100,0,0,0,23,0,18,21,20,18,30,8,16,24,22,100,30,10,24,16,20,30,9,22,17,22,30,10,13,19,28,30,9,27,15,19,84,8,8,84,11,5,84,13,3,84,14,2,84,9,7,84,10,6,84,15,1,84,15,1,84,13,3,0,81,11,8,81,12,7,81,15,4,81,17,2,81,8,11,81,14,5,81,18,1,81,19,0,81,19,0,0,79,1,10,10,79,1,12,8,79,1,18,2,79,1,20,0,79,1,14,6,79,1,12,8,79,1,17,3,79,1,20,0,79,1,20,0,0,100,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,92,0,7,1,92,0,4,4,92,0,5,3,92,0,1,7,92,0,8,0,92,0,5,3,92,0,7,1,28,2,31,11,17,11,28,3,63,6,28,3,69,0,28,3,67,2,28,3,62,7,28,3,62,7,28,3,68,1,28,3,66,3,28,3,69,0,28,3,64,5,28,3,21,48,94,0,0,6,59,0,6,35,0,0,0,83,6,1,10,83,6,2,9,83,2,10,5,83,4,6,7,83,5,4,8,83,6,2,9,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,30,6,54,10,30,15,34,21,30,16,29,25,30,11,35,24,30,12,24,34,30,7,34,29,31,0,35,34,65,2,11,5,7,10,34,0,1,16,25,24,34,0,61,5,37,1,14,48,37,0,19,23,13,4,1,3,37,0,22,10,15,16,37,0,10,33,13,7,100,39,0,4,47,10,41,0,5,49,5,47,3,46,4,67,0,29,4,71,1,24,4,65,4,17,14,76,0,19,5,67,2,27,4,45,0,0,3,7,16,29,45,0,1,0,6,12,36,45,2,32,9,8,4,45,1,21,7,13,13,45,1,32,5,7,10,65,5,27,3,65,12,12,11,65,10,19,6,47,0,36,17,83,0,11,6,90,0,1,0,1,2,0,0,6,54,0,1,7,1,5,1,1,4,1,0,3,2,6,1,2,11,57,2,35,6,0,0,57,1,2,13,15,8,3,1,0,59,0,24,16,1,59,0,3,12,15,8,3,3.3888888888888884,3.2887494607940293,2,1,7.794117647058823,5.414791256306757,4.875,2.355435612169631
CI,CIV,C<c3><b4>te d'Ivoire,2021-02-11,2021-02-10,100,0,0,0,0,19,86,9666979.786246601,41,4,5,91,2,15,83,3,4,93,2,37,61,4,17,79,4,21,75,2,4,94,2,7,91,1,8,91,3,2,95,2,9,89,1,21,78,2,5,93,2,18,80,95,0,2,3,85,3,6,6,96,0,4,0,63,1,19,17,83,0,7,10,79,2,10,9,96,0,1,3,93,1,5,1,92,1,5,2,98,0,0,2,91,0,2,7,79,1,8,12,95,0,2,3,82,0,11,7,14,0,9,77,92,0,5,3,17,0,17,66,83,0,9,8,91,0,2,7,0,91,1,3,5,0,97,0,3,0,26,2,17,55,18,0,2,76,4,98,0,1,0,1,98,1,0,1,23,0,26,23,13,15,29,15,12,19,25,100,29,12,27,13,19,29,12,21,13,25,29,14,13,11,33,29,11,28,19,13,85,6,9,85,7,8,85,8,7,85,13,2,85,7,8,85,12,3,85,13,2,85,14,1,85,12,3,0,87,6,7,87,8,5,87,10,3,87,13,0,87,7,6,87,8,5,87,12,1,87,13,0,87,12,1,0,77,0,10,13,77,0,17,6,77,0,21,2,77,0,22,1,77,0,8,15,77,0,12,11,77,0,20,3,77,0,23,0,77,0,23,0,0,100,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,89,0,9,2,89,0,7,4,89,0,7,4,89,0,3,8,89,0,9,2,89,0,5,6,89,0,10,1,30,3,24,10,24,9,30,2,66,2,30,2,66,2,30,2,67,1,30,2,64,4,30,2,62,6,30,2,67,1,30,2,67,1,30,2,66,2,30,2,62,6,30,2,13,55,92,0,0,8,58,0,8,34,0,0,0,83,9,3,5,83,8,4,5,83,8,4,5,83,11,1,5,83,7,5,5,83,10,1,6,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,30,5,48,17,30,8,35,27,30,9,29,32,30,10,27,33,30,10,22,38,30,7,37,26,32,0,27,41,73,1,11,1,6,8,33,1,4,12,22,28,33,2,63,2,36,0,12,52,36,1,21,17,13,6,1,5,36,0,33,9,9,13,36,2,19,27,11,5,100,36,2,6,51,5,37,0,4,48,11,52,0,38,10,65,0,28,7,71,3,16,10,73,0,11,16,78,0,15,7,63,1,30,6,38,0,0,4,6,17,35,38,0,0,3,8,8,43,40,0,27,12,7,14,40,0,19,11,12,18,40,0,28,11,14,7,62,4,31,3,62,20,5,13,62,13,20,5,41,0,41,18,82,0,9,9,92,0,2,0,1,1,0,0,4,51,0,3,5,4,6,1,1,3,3,0,6,2,4,1,2,8,57,0,35,6,0,2,57,0,5,15,14,4,3,1,1,58,0,26,13,3,58,0,11,11,10,9,1,4.906976744186046,4.335973299252111,2.6666666666666665,1.8618986725025255,7.527777777777778,5.7295530172761095,3.3902439024390247,2.5483136461245093
CI,CIV,C<c3><b4>te d'Ivoire,2021-02-12,2021-02-11,100,2,86009.3623858793,1,40774.5581758787,15,82,9448383.693057481,39,9,9,82,7,13,80,8,2,90,7,44,49,9,11,80,11,18,71,10,5,85,10,2,88,7,7,86,12,4,84,10,9,81,6,21,73,10,6,84,10,19,71,91,1,3,5,87,1,7,5,98,0,1,1,56,2,15,27,89,1,7,3,82,2,5,11,95,1,2,2,98,1,1,0,93,1,4,2,96,1,3,0,91,1,4,4,79,2,7,12,94,1,2,3,81,1,11,7,17,1,9,73,91,0,2,7,17,1,15,67,85,0,7,8,93,0,1,6,0,93,0,0,6,1,100,0,0,0,26,2,18,54,19,0,1,75,5,99,0,1,0,0,99,1,0,0,22,1,22,21,15,19,27,10,11,25,27,100,27,10,24,18,21,27,9,21,20,23,27,10,15,17,31,27,9,28,18,18,81,11,8,81,13,6,81,14,5,81,17,2,81,9,10,81,17,2,81,19,0,81,19,0,81,18,1,0,85,6,9,85,9,6,85,11,4,85,14,1,85,7,8,85,8,7,85,14,1,85,13,2,85,13,2,0,80,0,7,13,80,0,9,11,80,0,19,1,80,0,19,1,80,0,8,12,80,0,12,8,80,0,15,5,80,0,20,0,80,0,17,3,0,100,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,90,1,9,0,90,1,7,2,90,1,6,3,90,1,1,8,90,1,9,0,90,1,8,1,90,1,7,2,27,0,37,9,14,13,28,2,65,5,28,2,70,0,28,2,70,0,28,2,68,2,28,2,65,5,28,2,70,0,28,2,70,0,28,2,67,3,28,2,69,1,28,2,14,56,93,1,0,6,60,0,4,36,0,0,0,82,5,4,9,82,5,6,7,82,5,8,5,82,5,6,7,82,7,4,7,82,6,1,11,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,29,3,51,17,29,5,45,21,29,5,36,30,29,6,32,33,29,6,25,40,29,2,41,28,32,0,37,31,63,0,18,7,3,9,33,0,1,10,22,34,33,2,63,2,36,1,17,46,36,1,24,19,13,5,1,1,36,2,21,19,11,11,37,1,13,32,14,3,100,38,0,4,54,4,38,0,9,43,10,50,1,39,10,56,2,36,6,65,2,27,6,69,2,17,12,76,1,20,3,60,3,33,4,41,1,0,0,2,26,30,41,1,0,0,3,20,35,44,3,29,14,6,4,44,1,17,10,8,20,44,1,18,17,7,13,65,2,24,9,65,16,4,15,65,14,8,13,45,0,36,19,81,0,8,11,93,0,4,0,0,0,0,0,3,58,0,1,8,4,5,1,2,4,0,0,4,2,3,0,2,6,60,2,33,5,0,0,60,0,3,11,12,7,4,2,1,60,0,27,10,3,60,1,13,10,7,8,1,4.136363636363637,4.256818929620706,1.7500000000000002,1.3887301496588271,9.454545454545455,6.819507446889535,3.3684210526315788,2.3182128791502996
