ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1..77,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2..77,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3..77,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4..77,V5d_4.0,V5d_5..99,V5d_5..77,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6..77,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7..77,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8..77,V5d_8.0,V5d_9..99,V5d_9..77,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2.2,B14_3..99,B14_3.1,B14_3.2,B14_4..99,B14_4.1,B14_4.2,B14_5..99,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GBR,United Kingdom,2021-02-06,2021-02-06,2278,11,249141.09830111754,10,230408.53449722895,400,2202,37632057.72639426,1868,7,22,2249,3,219,2056,7,83,2188,3,529,1746,3,577,1698,5,443,1830,3,176,2099,7,74,2197,5,131,2142,6,34,2238,5,149,2124,7,524,1747,6,80,2192,4,379,1895,2256,4,15,3,2059,8,85,126,2195,3,38,42,1749,14,163,352,1701,8,190,379,1835,13,145,285,2102,4,89,83,2204,2,42,30,2147,4,71,56,2244,5,16,13,2129,4,83,62,1754,9,167,348,2198,5,50,25,1899,14,176,189,73,3,199,2003,2088,0,43,147,92,15,1126,1045,1153,10,334,781,1944,0,24,299,11,1944,0,11,322,1,2267,2,8,1,457,12,76,1733,108,6,414,1747,3,1864,5,391,18,0,1883,5,28,362,0,529,3,1307,271,109,59,556,22,633,964,103,2278,556,22,844,751,105,556,19,665,869,169,556,27,218,997,480,556,13,1121,540,48,2219,33,26,2219,41,18,2219,37,22,2219,51,8,2219,37,22,2219,51,8,2219,57,2,2219,55,4,2219,44,15,0,2169,0,50,59,2169,0,88,21,2169,0,94,15,2169,0,105,4,2169,0,47,62,2169,0,70,39,2169,0,108,1,2169,0,108,1,2169,0,92,17,0,2011,2,140,125,2011,2,216,49,2011,2,254,11,2011,2,246,19,2011,2,184,81,2011,2,107,158,2011,2,261,4,2011,2,264,1,2011,2,238,27,0,2278,0,0,0,2278,0,0,0,2278,0,0,0,2278,0,0,2278,0,0,0,2278,0,0,0,2278,0,0,0,2278,0,0,2278,0,0,0,0,2230,0,39,9,2230,0,32,16,2230,0,14,34,2230,0,41,7,2230,0,38,10,2230,0,37,11,2230,0,39,9,157,11,207,392,682,829,168,55,1677,378,168,55,1992,63,168,55,1997,58,168,55,1934,121,168,55,1699,356,168,55,2032,23,168,55,1964,91,168,55,1958,97,168,55,1753,302,168,55,974,1081,1072,6,35,1165,399,2,315,1562,0,0,0,2207,16,10,45,2207,17,13,41,2207,18,8,45,2207,17,12,42,2207,17,8,46,2207,19,4,48,2278,0,0,0,2278,0,0,0,2278,0,0,0,2278,0,0,0,2278,0,0,0,2278,0,0,0,2278,0,0,0,2278,0,0,0,2278,0,2278,0,0,2278,0,0,2278,0,0,195,16,655,1412,195,17,1116,950,195,32,70,1981,195,25,462,1596,195,33,17,2033,195,33,135,1915,202,2,493,1581,1785,1,367,62,27,36,220,2,8,109,630,1309,220,6,2048,4,244,16,337,1681,244,0,1287,360,150,46,48,143,244,0,1048,384,343,259,251,11,1052,790,116,58,2278,262,3,888,1118,7,275,0,723,1225,55,1624,8,539,107,1163,6,1088,21,2208,3,60,7,1817,6,231,224,2261,2,11,4,2143,3,125,7,290,0,40,76,262,360,1250,290,2,59,165,320,500,942,305,19,550,891,381,132,305,0,34,125,319,1495,305,0,163,338,513,959,1782,10,364,122,1782,67,29,400,1782,61,50,385,321,8,1108,841,1437,3,303,535,1984,4,60,0,101,6,22,10,91,879,0,9,82,67,156,28,93,211,89,4,28,119,72,29,73,339,357,41,687,1184,4,5,357,6,186,427,399,388,290,177,48,393,42,427,874,542,393,18,437,566,583,208,73,6.187208904109589,7.530213151848832,2.135593220338983,1.2764157975109809,14.25372279495991,4.340262678187056,2.7632152588555856,1.3029132339860314
GBR,United Kingdom,2021-02-07,2021-02-07,2421,6,82184.64913819822,4,67210.89071139481,527,2335,36731256.8307222,2016,10,23,2388,6,220,2195,8,86,2327,9,583,1829,4,643,1774,6,506,1909,8,172,2241,8,85,2328,7,147,2267,8,43,2370,9,172,2240,7,563,1851,10,84,2327,7,391,2023,2398,0,20,3,2201,7,70,143,2335,3,29,54,1838,18,171,394,1778,15,189,439,1915,20,170,316,2249,6,83,83,2336,8,35,42,2274,6,79,62,2378,3,28,12,2249,7,81,84,1858,13,171,379,2337,2,51,31,2030,14,189,188,84,2,240,2095,2188,0,40,193,103,12,1187,1119,1239,8,373,801,2048,0,24,339,10,2048,0,9,364,0,2412,1,8,0,504,11,93,1813,122,5,459,1830,5,1962,4,441,12,2,1974,3,18,422,4,583,2,1360,289,119,68,620,13,630,1038,120,2421,620,16,845,815,125,620,16,640,985,160,620,14,205,1067,515,620,11,1164,562,64,2353,30,38,2353,57,11,2353,52,16,2353,59,9,2353,46,22,2353,50,18,2353,66,2,2353,63,5,2353,52,16,0,2305,0,54,62,2305,0,86,30,2305,0,98,18,2305,0,104,12,2305,0,49,67,2305,0,59,57,2305,0,115,1,2305,0,116,0,2305,0,103,13,0,2134,3,157,127,2134,3,226,58,2134,3,268,16,2134,3,261,23,2134,3,194,90,2134,3,119,165,2134,3,283,1,2134,3,283,1,2134,3,258,26,0,2417,1,3,0,2417,1,3,0,2417,1,3,0,2417,1,3,2417,1,3,0,2417,1,2,1,2417,1,3,0,2417,1,3,2417,1,1,2,0,2371,0,41,9,2371,0,36,14,2371,0,24,26,2371,0,38,12,2371,0,41,9,2371,0,46,4,2371,0,39,11,165,10,193,413,774,866,173,59,1753,436,173,59,2123,66,173,59,2128,61,173,59,2043,146,173,59,1834,355,173,59,2162,27,173,59,2064,125,173,59,2091,98,173,59,1816,373,173,59,1095,1094,1154,5,34,1228,392,8,324,1697,0,0,0,2333,21,23,44,2333,21,13,54,2333,22,11,55,2333,25,15,48,2333,19,18,51,2333,24,17,47,2421,0,0,0,2421,0,0,0,2421,0,0,0,2421,0,0,0,2421,0,0,0,2421,0,0,0,2421,0,0,0,2421,0,0,0,2421,0,2421,0,0,2421,0,0,2421,0,0,188,18,524,1691,188,13,1190,1030,188,40,77,2116,188,33,517,1683,188,37,18,2178,188,40,87,2106,198,2,509,1712,1912,0,439,24,19,27,212,2,17,134,708,1348,212,6,2199,4,241,28,338,1814,241,0,1382,399,145,37,45,172,241,3,1109,453,364,251,252,12,1176,822,108,51,2421,262,1,973,1171,14,272,2,801,1284,62,1897,4,431,89,1235,3,1158,25,2344,1,64,12,1907,2,231,281,2403,1,13,4,2334,1,80,6,281,0,28,96,296,349,1371,281,3,56,166,378,539,998,297,18,583,929,416,178,297,0,44,142,355,1583,297,0,173,362,597,992,1888,10,393,130,1888,69,41,423,1888,69,55,409,310,2,1166,943,1478,1,347,595,2087,2,66,3,119,8,17,13,106,925,0,11,88,67,159,27,87,223,95,1,40,118,69,48,72,391,364,22,770,1248,7,10,364,3,177,472,453,412,321,182,37,384,63,487,902,585,384,32,464,592,614,249,86,6.112877583465819,7.475867905550987,2.360189573459716,1.4219798277603788,14.297225186766275,4.342082629897065,2.7600203458799593,1.3330058629387538
GBR,United Kingdom,2021-02-08,2021-02-08,2258,8,141822.652333014,6,116642.01816596331,360,2176,37714027.82254784,1848,8,26,2224,9,198,2051,9,75,2174,11,530,1717,6,581,1671,8,463,1787,9,162,2087,10,81,2167,10,121,2127,11,28,2219,9,153,2096,7,472,1779,8,99,2151,7,392,1859,2232,1,19,6,2060,5,64,129,2183,1,32,42,1728,10,138,382,1677,10,167,404,1795,10,128,325,2096,5,78,79,2177,1,38,42,2137,6,54,61,2230,3,13,12,2105,5,78,70,1786,9,144,319,2159,5,57,37,1866,9,172,211,79,3,180,1996,2084,0,35,139,98,19,1082,1059,1178,9,319,752,1939,0,22,290,7,1939,0,8,311,0,2250,1,7,0,451,20,66,1721,111,6,438,1700,3,1822,6,416,14,0,1837,5,26,389,1,557,0,1236,281,106,78,584,21,532,1019,102,2258,584,20,758,776,120,584,20,585,894,175,584,26,190,962,496,584,12,1060,546,56,2180,41,37,2180,62,16,2180,57,21,2180,73,5,2180,54,24,2180,68,10,2180,78,0,2180,76,2,2180,53,25,0,2156,1,44,57,2156,1,74,27,2156,1,87,14,2156,1,93,8,2156,1,39,62,2156,1,66,35,2156,1,101,0,2156,1,100,1,2156,1,85,16,0,1985,5,146,122,1985,5,209,59,1985,5,255,13,1985,5,247,21,1985,5,196,72,1985,5,114,154,1985,5,265,3,1985,5,268,0,1985,5,244,24,0,2257,0,1,0,2257,0,1,0,2257,0,0,1,2257,0,1,2257,0,1,0,2257,0,1,0,2257,0,1,0,2257,0,1,2257,0,1,0,0,2209,0,41,8,2209,0,32,17,2209,0,25,24,2209,0,39,10,2209,0,35,14,2209,0,45,4,2209,0,38,11,159,6,209,360,734,790,175,65,1638,380,175,65,1957,61,175,65,1952,66,175,65,1867,151,175,65,1681,337,175,65,1988,30,175,65,1906,112,175,65,1913,105,175,65,1688,330,175,65,1001,1017,1109,1,37,1111,397,2,317,1542,0,0,0,2195,13,13,37,2195,14,11,38,2195,19,6,38,2195,17,8,38,2195,14,11,38,2195,18,7,38,2258,0,0,0,2258,0,0,0,2258,0,0,0,2258,0,0,0,2258,0,0,0,2258,0,0,0,2258,0,0,0,2258,0,0,0,2258,0,2258,0,0,2258,0,0,2258,0,0,195,16,538,1509,195,10,987,1066,195,30,71,1962,195,25,454,1584,195,31,15,2017,195,27,107,1929,208,1,425,1624,1833,0,329,37,27,32,216,3,18,110,650,1261,216,5,2031,6,242,21,281,1714,242,0,1324,365,136,34,38,119,242,1,1062,435,325,193,255,10,1067,764,113,49,2258,264,1,885,1100,8,273,1,726,1217,41,1722,9,437,90,1274,3,963,18,2187,4,62,5,1808,2,209,239,2243,1,10,4,2151,1,100,6,288,0,41,81,258,361,1229,288,3,66,165,355,483,898,308,15,503,871,419,142,308,0,40,138,325,1447,308,1,176,374,512,887,1714,6,402,136,1714,72,43,429,1714,67,50,427,327,3,1024,904,1354,5,346,553,1923,2,59,6,94,10,25,24,115,904,0,19,70,62,125,29,81,222,71,1,38,99,56,26,60,395,365,25,723,1132,6,7,365,1,215,411,333,388,320,190,35,392,54,451,844,517,392,26,435,558,563,199,85,5.994778067885117,7.7731036243612905,2.1633986928104574,1.369102262240467,14.121739130434783,4.480101324584448,2.7172949002217295,1.2864368619721942
GBR,United Kingdom,2021-02-09,2021-02-09,2198,2,28582.354198009558,2,28582.354198009558,388,2134,37678059.89469497,1836,9,8,2181,7,211,1980,9,70,2119,7,495,1696,6,562,1630,5,436,1757,6,170,2022,7,56,2135,7,123,2068,9,32,2157,8,134,2056,7,476,1715,10,105,2083,6,367,1825,2190,0,4,4,1987,6,82,123,2128,1,32,37,1703,11,147,337,1636,10,179,373,1762,9,128,299,2028,9,86,75,2142,2,31,23,2075,1,64,58,2166,0,20,12,2064,5,73,56,1722,7,137,332,2093,3,63,39,1831,8,171,188,62,2,180,1954,2029,0,33,136,82,13,1083,1020,1116,9,318,755,1880,0,19,292,7,1880,0,11,307,0,2187,4,7,0,429,23,69,1677,93,7,470,1626,2,1729,9,449,10,1,1739,1,28,428,2,565,2,1184,271,109,67,602,13,544,936,103,2198,602,16,761,706,113,602,14,587,826,169,602,16,179,915,486,602,9,1021,512,54,2131,29,38,2131,49,18,2131,52,15,2131,58,9,2131,40,27,2131,52,15,2131,66,1,2131,64,3,2131,54,13,0,2092,0,60,46,2092,0,80,26,2092,0,87,19,2092,0,99,7,2092,0,46,60,2092,0,61,45,2092,0,104,2,2092,0,105,1,2092,0,92,14,0,1933,5,153,107,1933,5,204,56,1933,5,245,15,1933,5,240,20,1933,5,177,83,1933,5,109,151,1933,5,257,3,1933,5,259,1,1933,5,231,29,0,2196,0,1,1,2196,0,1,1,2196,0,2,0,2196,0,2,2196,0,1,1,2196,0,2,0,2196,0,2,0,2196,0,2,2196,0,1,1,0,2149,0,46,3,2149,0,34,15,2149,0,15,34,2149,0,38,11,2149,0,32,17,2149,0,42,7,2149,0,38,11,149,8,206,378,677,780,161,61,1615,361,161,61,1907,69,161,61,1904,72,161,61,1813,163,161,61,1644,332,161,61,1954,22,161,61,1869,107,161,61,1873,103,161,61,1651,325,161,61,975,1001,1019,6,36,1137,350,8,309,1531,0,0,0,2130,13,15,40,2130,14,17,37,2130,18,8,42,2130,17,11,40,2130,14,13,41,2130,18,6,44,2198,0,0,0,2198,0,0,0,2198,0,0,0,2198,0,0,0,2198,0,0,0,2198,0,0,0,2198,0,0,0,2198,0,0,0,2198,0,2198,0,0,2198,0,0,2198,0,0,185,18,566,1429,185,20,982,1011,185,39,64,1910,185,29,376,1608,185,35,15,1963,185,28,107,1878,197,6,410,1585,1788,2,301,50,23,34,210,2,10,111,609,1256,210,7,1978,3,232,14,282,1670,232,3,1294,346,123,45,34,121,232,2,1021,429,331,183,240,8,1041,740,119,50,2198,244,4,836,1103,11,251,5,706,1175,61,1633,5,470,90,1218,4,954,22,2134,0,60,4,1822,3,183,190,2183,0,12,3,2091,1,105,1,265,0,41,90,232,321,1249,265,1,61,177,310,480,904,277,16,493,831,434,147,277,4,39,127,342,1409,277,1,160,335,531,894,1708,18,384,88,1708,96,37,357,1708,86,54,350,294,7,993,904,1294,1,337,566,1865,4,59,3,116,9,20,16,106,877,2,19,73,61,131,19,65,206,69,0,36,106,62,37,53,382,320,25,680,1158,7,8,320,2,200,399,384,359,294,172,68,346,66,458,812,516,346,31,412,583,566,181,79,6.178984861976848,7.5826417801502926,2.3376623376623376,1.3096962638488352,14.255196304849884,4.4629356987285576,2.705895564289724,1.2983974773973392
GBR,United Kingdom,2021-02-10,2021-02-10,2120,3,94158.68539306949,2,38845.1735759203,337,2057,37914088.13674609,1757,8,11,2101,9,192,1919,10,71,2039,6,547,1567,10,563,1547,7,428,1685,10,182,1928,8,53,2059,10,117,1993,8,29,2083,7,137,1976,8,494,1618,12,93,2015,11,333,1776,2109,0,7,4,1928,7,78,107,2049,2,33,36,1573,9,163,375,1557,8,202,353,1692,7,147,274,1938,4,104,74,2067,2,24,27,2003,3,62,52,2091,1,16,12,1983,2,72,63,1626,7,151,336,2027,4,47,42,1787,5,144,184,60,3,144,1913,1979,0,25,116,72,15,1048,985,1075,12,306,727,1814,1,16,278,11,1814,0,9,297,0,2111,1,8,0,409,14,59,1638,83,9,460,1565,3,1660,2,442,16,0,1677,3,18,421,1,549,5,1160,252,92,62,574,20,546,891,89,2120,574,20,735,676,115,574,24,581,767,174,574,23,170,885,468,574,14,976,503,53,2058,30,32,2058,47,15,2058,33,29,2058,51,11,2058,43,19,2058,51,11,2058,59,3,2058,60,2,2058,38,24,0,2028,0,41,51,2028,0,65,27,2028,0,82,10,2028,0,85,7,2028,0,38,54,2028,0,49,43,2028,0,89,3,2028,0,92,0,2028,0,76,16,0,1873,4,116,127,1873,4,196,47,1873,4,233,10,1873,4,224,19,1873,4,153,90,1873,4,95,148,1873,4,237,6,1873,4,243,0,1873,4,218,25,0,2119,1,0,0,2119,1,0,0,2119,1,0,0,2119,1,0,2119,1,0,0,2119,1,0,0,2119,1,0,0,2119,1,0,2119,1,0,0,0,2071,0,45,4,2071,0,38,11,2071,0,27,22,2071,0,40,9,2071,0,31,18,2071,0,35,14,2071,0,36,13,123,8,201,358,623,807,140,52,1589,339,140,52,1867,61,140,52,1848,80,140,52,1781,147,140,52,1594,334,140,52,1907,21,140,52,1809,119,140,52,1841,87,140,52,1606,322,140,52,944,984,1009,5,25,1081,354,3,289,1474,0,0,0,2065,16,8,31,2065,19,10,26,2065,17,7,31,2065,14,14,27,2065,18,12,25,2065,20,6,29,2120,0,0,0,2120,0,0,0,2120,0,0,0,2120,0,0,0,2120,0,0,0,2120,0,0,0,2120,0,0,0,2120,0,0,0,2120,0,2120,0,0,2120,0,0,2120,0,0,153,16,587,1364,153,16,948,1003,153,34,64,1869,153,26,390,1551,153,32,15,1920,153,28,122,1817,173,6,410,1531,1710,0,291,54,24,41,182,2,18,107,611,1200,182,5,1926,7,218,18,317,1567,218,3,1266,311,126,28,32,136,218,3,1031,366,339,163,226,9,1021,705,102,57,2120,236,5,785,1086,8,242,2,660,1163,53,1537,2,486,95,1175,5,912,28,2057,1,53,9,1733,1,194,192,2105,0,11,4,2001,1,111,7,257,2,30,91,232,339,1169,257,4,45,159,335,500,820,273,16,483,833,367,148,273,5,41,118,311,1372,273,2,164,333,509,839,1625,11,371,113,1625,63,39,393,1625,61,59,375,283,6,968,863,1257,2,333,528,1796,2,59,5,112,5,26,12,103,835,1,12,95,49,146,19,69,203,69,2,35,95,53,34,52,351,321,32,666,1086,3,12,321,4,187,419,329,347,270,204,39,347,53,413,795,512,347,20,417,502,570,193,71,5.626584022038568,6.957378310306434,2.4328358208955225,1.483988535280025,14.220830788026879,4.297033694989258,2.737914967967385,1.304926503388419
