ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_3..99,V5d_3.0,V5d_4..99,V5d_4.0,V5d_4.1,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8.0,V5d_9..99,V5d_9.0,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
NZ,NZL,New Zealand,2021-02-06,2021-02-06,424,4,22017.48906367982,3,14848.3741330933,18,406,2744730.6473072222,340,1,5,418,0,29,395,0,7,417,0,69,355,0,51,373,0,59,365,0,20,404,0,7,417,0,16,408,1,7,416,0,25,399,0,60,364,0,6,418,1,46,377,419,0,3,2,395,2,5,22,417,1,0,6,355,1,12,56,373,0,11,40,365,1,13,45,404,0,11,9,417,1,1,5,408,0,6,10,417,0,2,5,399,1,10,14,364,1,18,41,418,0,4,2,378,0,11,35,16,2,9,397,415,0,8,1,16,5,125,278,299,4,10,111,414,0,9,1,414,0,10,0,424,0,0,37,3,5,379,19,1,4,398,2,420,0,3,1,0,421,0,1,0,2,23,0,221,98,61,21,34,6,137,210,37,424,34,6,180,168,36,34,8,186,164,32,34,9,66,207,108,34,4,237,126,23,404,10,10,404,16,4,404,12,8,404,15,5,404,14,6,404,15,5,404,20,0,404,17,3,404,16,4,0,364,0,31,29,364,0,46,14,364,0,48,12,364,0,54,6,364,0,21,39,364,0,40,20,364,0,59,1,364,0,59,1,364,0,56,4,0,327,2,54,41,327,2,75,20,327,2,94,1,327,2,91,4,327,2,46,49,327,2,41,54,327,2,88,7,327,2,95,0,327,2,91,4,0,422,2,0,422,2,422,2,422,1,1,422,1,1,422,2,0,422,2,0,422,2,422,2,0,404,1,19,0,404,1,10,9,404,1,7,12,404,1,17,2,404,1,14,5,404,1,17,2,404,1,13,6,35,3,65,106,119,96,40,6,310,68,40,6,368,10,40,6,359,19,40,6,354,24,40,6,288,90,40,6,373,5,40,6,355,23,40,6,349,29,40,6,319,59,40,6,201,177,204,3,7,210,82,3,35,304,0,0,0,420,0,1,3,420,1,0,3,420,1,0,3,420,1,0,3,420,1,0,3,420,1,0,3,424,0,0,0,424,0,0,0,424,0,0,0,424,0,0,0,424,0,0,0,424,0,0,0,424,0,0,0,424,0,0,0,424,0,0,0,424,0,0,0,424,0,0,0,424,0,0,0,44,10,159,211,44,4,286,90,44,3,239,138,44,11,260,109,44,9,151,220,44,14,50,316,47,1,256,120,168,0,99,48,39,70,54,2,5,21,107,235,54,0,369,1,55,4,75,290,55,1,4,4,22,33,289,16,55,1,42,43,115,168,57,5,10,49,105,198,424,424,424,266,2,11,145,139,5,22,258,186,5,12,221,164,6,12,242,274,3,11,136,375,2,26,21,59,0,2,6,16,38,303,59,0,4,6,17,55,283,59,4,50,81,143,87,59,0,4,13,46,302,59,1,16,49,89,210,359,1,45,19,359,10,7,48,359,8,18,39,63,1,232,128,296,0,40,88,388,0,7,1,3,2,0,0,23,157,0,11,17,14,37,3,14,34,15,1,13,22,15,9,10,52,74,9,128,210,2,1,74,1,24,59,48,75,64,60,19,79,12,162,101,70,79,4,56,81,119,63,22,4.910714285714286,6.267328416060926,2.125,1.3562026818605375,12.913312693498453,5.371038264196178,2.924698795180723,1.4677988430792441
NZ,NZL,New Zealand,2021-02-07,2021-02-07,458,2,21895.71399526158,1,13392.446727878001,18,447,2783643.0405195914,363,3,4,451,2,43,413,2,11,445,2,69,387,1,57,400,2,54,402,2,21,435,3,10,445,1,16,441,2,3,453,1,21,436,3,60,395,2,4,452,2,33,423,454,0,3,1,415,2,14,27,447,0,2,9,389,0,14,55,401,1,11,45,404,1,14,39,437,0,11,10,448,0,4,6,442,1,5,10,455,0,1,2,437,1,10,10,398,0,13,47,454,0,3,1,425,0,8,25,10,1,10,437,448,0,7,3,14,4,143,297,315,1,12,130,446,0,12,0,446,0,12,0,458,0,0,32,7,8,411,16,1,1,438,2,457,0,1,0,0,457,0,1,0,0,17,0,215,131,75,20,27,10,138,235,48,458,27,11,183,196,41,27,8,193,192,38,27,9,62,241,119,27,5,258,148,20,438,9,11,438,9,11,438,13,7,438,15,5,438,12,8,438,13,7,438,19,1,438,17,3,438,16,4,0,383,0,40,35,383,0,57,18,383,0,66,9,383,0,69,6,383,0,28,47,383,0,47,28,383,0,71,4,383,0,74,1,383,0,73,2,0,330,1,66,61,330,1,102,25,330,1,124,3,330,1,123,4,330,1,59,68,330,1,60,67,330,1,120,7,330,1,126,1,330,1,120,7,0,458,0,0,458,0,458,0,458,0,0,458,0,0,458,0,0,458,0,0,458,0,458,0,0,440,0,18,0,440,0,8,10,440,0,6,12,440,0,16,2,440,0,11,7,440,0,16,2,440,0,14,4,29,3,79,100,149,98,32,6,315,105,32,6,398,22,32,6,395,25,32,6,387,33,32,6,307,113,32,6,414,6,32,6,391,29,32,6,381,39,32,6,347,73,32,6,258,162,215,1,4,238,89,1,44,324,0,0,0,450,2,4,2,450,5,1,2,450,5,1,2,450,3,3,2,450,5,1,2,450,5,1,2,458,0,0,0,458,0,0,0,458,0,0,0,458,0,0,0,458,0,0,0,458,0,0,0,458,0,0,0,458,0,0,0,458,0,0,0,458,0,0,0,458,0,0,0,458,0,0,0,38,5,158,257,38,6,309,105,38,6,280,134,38,4,314,102,38,10,179,231,38,19,53,348,44,1,319,94,139,0,135,71,41,72,47,3,2,17,141,248,47,4,406,1,52,5,74,327,52,1,5,11,18,37,322,12,52,0,55,60,132,159,56,3,21,67,108,203,458,458,458,302,3,18,135,151,4,27,276,180,3,17,258,147,3,20,288,280,1,13,164,405,2,29,22,62,1,5,5,17,35,333,62,1,4,3,22,49,317,66,4,46,96,132,114,66,1,18,14,42,317,66,0,21,63,109,199,374,5,57,22,374,10,12,62,374,7,28,49,69,1,233,155,303,1,54,100,409,2,6,0,6,3,2,1,29,176,0,17,15,16,40,6,13,44,14,1,6,29,14,1,13,53,82,9,128,236,1,2,82,0,26,49,43,84,87,66,21,87,12,197,104,58,87,8,58,99,141,46,19,5.859425806451613,7.075567321523245,1.7,1.2516655570345725,12.220630372492836,5.326552296899337,2.7796610169491527,1.4309543946841277
NZ,NZL,New Zealand,2021-02-08,2021-02-08,435,1,6582.496151452579,0,0,18,427,2821234.993091888,356,3,3,429,3,37,395,2,14,419,1,69,365,3,61,371,1,55,379,3,19,413,3,10,422,2,18,415,2,5,428,2,16,417,2,58,375,2,3,430,2,35,398,432,0,1,2,398,1,9,27,421,0,4,10,366,1,13,55,374,1,13,47,380,1,13,41,416,0,6,13,425,0,3,7,417,0,8,10,430,0,0,5,419,0,7,9,377,1,11,46,432,0,1,2,400,1,13,21,7,1,13,414,422,1,10,2,11,5,148,271,288,4,10,133,425,0,10,0,425,0,9,1,435,0,0,31,8,3,393,12,4,1,414,4,434,0,1,0,0,435,0,0,0,0,16,1,195,135,63,25,26,13,138,227,31,435,26,11,174,189,35,26,9,187,184,29,26,12,71,215,111,26,2,262,132,13,410,11,14,410,17,8,410,18,7,410,21,4,410,10,15,410,20,5,410,24,1,410,25,0,410,20,5,0,373,0,27,35,373,0,44,18,373,0,59,3,373,0,57,5,373,0,15,47,373,0,39,23,373,0,61,1,373,0,61,1,373,0,58,4,0,302,1,69,63,302,1,88,44,302,1,123,9,302,1,129,3,302,1,55,77,302,1,59,73,302,1,122,10,302,1,132,0,302,1,123,9,0,435,0,0,435,0,435,0,435,0,0,435,0,0,435,0,0,435,0,0,435,0,435,0,0,416,0,19,0,416,0,6,13,416,0,7,12,416,0,12,7,416,0,15,4,416,0,15,4,416,0,15,4,29,0,83,105,128,90,30,9,317,79,30,9,379,17,30,9,377,19,30,9,359,37,30,9,293,103,30,9,390,6,30,9,377,19,30,9,366,30,30,9,321,75,30,9,229,167,209,1,5,220,78,2,51,304,0,0,0,432,0,1,2,432,0,1,2,432,1,1,1,432,0,2,1,432,0,1,2,432,0,1,2,435,0,0,0,435,0,0,0,435,0,0,0,435,0,0,0,435,0,0,0,435,0,0,0,435,0,0,0,435,0,0,0,435,0,0,0,435,0,0,0,435,0,0,0,435,0,0,0,33,7,195,200,33,7,300,95,33,9,258,135,33,5,312,85,33,12,170,220,33,16,57,329,38,0,287,110,148,0,113,64,32,78,42,2,5,23,115,248,42,1,391,1,51,3,72,309,51,0,5,5,17,28,316,13,51,0,61,47,119,157,53,7,19,52,104,200,435,435,435,240,1,17,177,135,1,25,274,177,2,16,240,123,2,20,290,265,3,13,154,378,0,27,30,61,0,10,6,13,46,299,61,0,5,7,28,57,277,63,1,42,107,117,105,63,0,13,17,44,298,63,0,26,49,92,205,362,3,51,19,362,11,12,50,362,11,22,40,67,1,232,135,300,1,41,93,396,0,1,0,2,1,4,1,30,164,0,10,17,15,33,6,13,31,11,0,12,28,15,18,13,49,72,3,133,225,1,1,72,1,33,49,57,66,77,58,22,77,13,162,117,66,77,9,65,79,117,68,20,4.968553459119497,6.398596942376102,1.3846153846153846,0.6504436355879909,12.284615384615385,5.455324468098274,2.875,1.513423898002054
NZ,NZL,New Zealand,2021-02-09,2021-02-09,367,3,21712.01876860703,2,15318.262852551892,13,355,2658262.639465745,278,0,9,358,0,29,338,1,14,352,0,60,307,0,46,321,0,70,297,0,18,349,0,9,358,0,16,351,0,8,359,0,19,348,0,62,305,0,7,360,0,29,338,358,1,6,2,338,2,10,17,353,1,1,12,307,2,15,43,321,2,13,31,297,2,16,52,349,2,7,9,358,0,2,7,351,2,4,10,359,1,4,3,348,2,5,12,305,2,12,48,360,1,2,4,338,1,10,18,12,0,12,343,356,0,9,2,18,4,115,230,252,1,10,104,357,0,10,0,357,0,10,0,367,0,0,33,3,6,325,19,0,0,345,3,367,0,0,0,0,367,0,0,0,0,22,1,152,112,55,25,33,7,93,201,33,367,33,7,126,160,41,33,6,147,144,37,33,7,39,178,110,33,4,201,110,19,343,10,14,343,17,7,343,20,4,343,18,6,343,14,10,343,22,2,343,23,1,343,23,1,343,17,7,0,312,0,26,29,312,0,39,16,312,0,45,10,312,0,52,3,312,0,18,37,312,0,32,23,312,0,53,2,312,0,55,0,312,0,52,3,0,256,3,64,44,256,3,84,24,256,3,105,3,256,3,103,5,256,3,61,47,256,3,46,62,256,3,103,5,256,3,108,0,256,3,104,4,0,367,0,0,367,0,367,0,367,0,0,367,0,0,367,0,0,367,0,0,367,0,367,0,0,350,1,16,0,350,1,7,9,350,1,9,7,350,1,10,6,350,1,12,4,350,1,14,2,350,1,11,5,34,1,66,88,110,68,35,7,240,85,35,7,317,8,35,7,309,16,35,7,296,29,35,7,254,71,35,7,321,4,35,7,306,19,35,7,297,28,35,7,267,58,35,7,191,134,195,0,4,168,87,0,39,241,0,0,0,361,0,2,4,361,1,2,3,361,1,1,4,361,1,0,5,361,1,1,4,361,1,0,5,367,0,0,0,367,0,0,0,367,0,0,0,367,0,0,0,367,0,0,0,367,0,0,0,367,0,0,0,367,0,0,0,367,0,0,0,367,0,0,0,367,0,0,0,367,0,0,0,42,11,150,164,42,8,221,96,42,10,180,135,42,7,230,88,42,11,108,206,42,12,32,281,49,2,230,86,137,0,95,41,41,53,52,4,0,18,109,184,52,2,313,0,60,3,67,237,60,1,6,9,11,23,244,13,60,2,33,40,121,111,62,3,10,45,99,148,367,367,367,220,0,7,140,149,0,11,207,189,2,4,172,140,3,4,220,260,0,5,102,335,0,19,13,67,2,2,2,17,28,249,67,1,2,4,24,36,233,69,3,26,67,112,90,69,0,4,22,37,235,69,0,19,49,73,157,299,3,43,22,299,10,8,50,299,8,16,44,73,1,187,106,261,1,29,76,340,1,3,0,5,0,0,0,18,153,0,13,16,16,31,3,8,25,11,0,6,18,8,8,9,42,82,4,109,169,1,2,82,0,23,54,43,57,62,30,16,85,12,140,80,50,85,6,45,71,99,44,17,5.025874125874126,6.667344354734312,1.0909090909090908,0.30151134457776363,12.583011583011583,5.383532618397857,2.92619926199262,1.4637900897376876
NZ,NZL,New Zealand,2021-02-10,2021-02-10,365,2,12809.80301975667,1,7799.27288288523,14,352,2656253.391544973,283,3,4,358,2,34,329,2,11,352,2,58,305,1,50,314,1,60,304,2,20,343,2,8,355,0,13,352,2,3,360,2,22,341,1,57,307,1,7,357,2,34,329,361,1,2,1,331,1,12,21,354,1,2,8,307,1,17,40,315,1,14,35,305,1,22,37,345,0,12,8,357,0,4,4,352,0,3,10,362,0,2,1,343,1,9,12,308,1,10,46,358,1,4,2,331,1,10,23,13,0,9,343,356,0,6,3,13,5,106,241,259,0,8,98,357,0,8,0,357,0,8,0,365,0,0,26,2,4,333,13,1,0,349,2,365,0,0,0,0,365,0,0,0,0,14,0,157,95,73,26,24,12,108,181,40,365,24,10,142,137,52,24,13,146,136,46,24,15,39,172,115,24,8,220,89,24,339,13,13,339,19,7,339,18,8,339,25,1,339,15,11,339,21,5,339,25,1,339,26,0,339,18,8,0,295,0,34,36,295,0,52,18,295,0,64,6,295,0,64,6,295,0,26,44,295,0,45,25,295,0,69,1,295,0,70,0,295,0,62,8,0,271,1,47,46,271,1,69,24,271,1,91,2,271,1,87,6,271,1,47,46,271,1,38,55,271,1,90,3,271,1,92,1,271,1,91,2,0,365,0,0,365,0,365,0,365,0,0,365,0,0,365,0,0,365,0,0,365,0,365,0,0,349,0,16,0,349,0,10,6,349,0,10,6,349,0,9,7,349,0,12,4,349,0,12,4,349,0,12,4,26,1,66,85,121,66,28,7,258,72,28,7,318,12,28,7,314,16,28,7,304,26,28,7,240,90,28,7,327,3,28,7,308,22,28,7,314,16,28,7,279,51,28,7,190,140,163,3,4,195,77,2,39,247,0,0,0,361,1,1,2,361,1,0,3,361,1,0,3,361,1,1,2,361,1,0,3,361,0,1,3,365,0,0,0,365,0,0,0,365,0,0,0,365,0,0,0,365,0,0,0,365,0,0,0,365,0,0,0,365,0,0,0,365,0,0,0,365,0,0,0,365,0,0,0,365,0,0,0,30,2,174,159,30,4,257,74,30,5,196,134,30,3,247,85,30,4,113,218,30,8,53,274,36,1,237,91,128,0,93,50,36,58,39,1,6,21,97,201,39,2,324,0,43,1,72,249,43,0,7,5,15,29,258,8,43,0,46,48,102,126,46,1,12,51,100,155,365,365,365,191,4,15,155,109,7,24,225,170,6,13,176,119,4,16,226,252,4,9,100,312,1,21,31,54,0,5,1,18,27,260,54,0,3,6,20,30,252,56,3,42,79,102,83,56,1,8,14,48,238,56,0,14,53,71,171,300,4,44,17,300,12,10,43,300,7,20,38,60,1,185,119,246,0,31,88,336,1,4,0,5,2,2,1,14,154,0,15,4,9,22,4,9,30,9,1,9,20,15,5,14,45,70,3,89,199,0,4,70,0,16,37,40,71,63,53,15,76,10,151,84,44,76,5,54,83,88,46,13,5.992647058823529,6.3263075925844205,1.625,0.7440238091428449,12.156801470588235,5.390638638845158,2.7148014440433212,1.401951685784239
NZ,NZL,New Zealand,2021-02-11,2021-02-11,372,3,24071.62802487575,2,16201.45052192945,16,361,2771301.5885292897,283,0,6,366,0,34,338,0,12,360,0,71,301,1,56,315,0,62,310,0,20,352,1,7,364,0,18,354,0,6,366,1,24,347,0,51,321,4,8,360,4,41,327,366,1,4,1,338,1,12,21,360,0,3,9,301,2,10,59,316,2,20,34,310,2,12,48,352,1,11,8,365,0,4,3,354,2,9,7,366,1,0,5,348,1,8,15,321,1,15,35,364,1,4,3,331,2,15,24,11,0,9,352,364,0,6,2,16,7,103,246,269,2,8,93,364,0,7,1,364,0,8,0,372,0,0,33,1,8,330,19,0,1,352,0,372,0,0,0,0,372,0,0,0,0,20,0,177,98,54,23,32,11,110,184,35,372,32,10,149,149,32,32,7,164,135,34,32,14,51,162,113,32,6,213,104,17,349,12,11,349,19,4,349,16,7,349,20,3,349,16,7,349,22,1,349,23,0,349,23,0,349,16,7,0,319,0,27,26,319,0,38,15,319,0,45,8,319,0,48,5,319,0,23,30,319,0,38,15,319,0,53,0,319,0,53,0,319,0,49,4,0,278,2,54,38,278,2,60,32,278,2,89,3,278,2,89,3,278,2,45,47,278,2,53,39,278,2,85,7,278,2,92,0,278,2,89,3,0,372,0,0,372,0,372,0,372,0,0,372,0,0,372,0,0,372,0,0,372,0,372,0,0,354,0,18,0,354,0,9,9,354,0,9,9,354,0,16,2,354,0,14,4,354,0,14,4,354,0,12,6,37,3,73,87,110,62,40,13,256,63,40,13,309,10,40,13,310,9,40,13,291,28,40,13,230,89,40,13,314,5,40,13,300,19,40,13,291,28,40,13,270,49,40,13,182,137,186,2,5,179,87,1,33,251,0,0,0,364,5,1,2,364,3,3,2,364,5,1,2,364,5,1,2,364,3,3,2,364,5,1,2,372,0,0,0,372,0,0,0,372,0,0,0,372,0,0,0,372,0,0,0,372,0,0,0,372,0,0,0,372,0,0,0,372,0,0,0,372,0,0,0,372,0,0,0,372,0,0,0,42,11,171,148,42,10,253,67,42,12,212,106,42,10,241,79,42,14,113,203,42,17,42,271,47,0,258,67,114,0,102,52,32,72,50,4,3,19,101,195,50,2,320,0,55,3,71,243,55,0,6,7,13,18,262,11,55,0,45,45,94,133,59,5,12,40,102,154,372,372,372,201,4,11,156,119,7,18,228,160,6,15,191,131,5,14,222,259,6,3,104,330,2,13,27,67,2,3,4,15,33,248,67,1,3,5,20,44,232,73,6,38,82,80,93,73,1,9,11,46,232,73,2,17,42,84,154,313,4,42,13,313,12,7,40,313,11,12,36,77,1,184,110,262,0,45,65,328,0,7,0,6,2,1,3,25,144,0,11,21,10,22,4,10,34,9,0,14,14,19,6,7,47,78,5,100,189,0,0,78,2,23,43,31,60,68,50,17,85,9,143,82,53,85,3,60,82,90,42,10,4.558620689655172,5.318829056167874,1.875,1.3562026818605375,12.647940074906368,5.638517631355093,2.654275092936803,1.319836579157925
