ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V2a..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V5a_1..99,V5a_2..99,V5a_3..99,V5a_4..99,V5a_5..99,V5a_6..99,V5a_7..99,V5a_8..99,V5a_9..99,V5b_1..99,V5b_2..99,V5b_3..99,V5b_4..99,V5b_5..99,V5b_6..99,V5b_7..99,V5b_8..99,V5b_9..99,V5c_1..99,V5c_2..99,V5c_3..99,V5c_4..99,V5c_5..99,V5c_6..99,V5c_7..99,V5c_8..99,V5c_9..99,V5d_1..99,V5d_2..99,V5d_3..99,V5d_4..99,V5d_5..99,V5d_6..99,V5d_7..99,V5d_8..99,V5d_9..99,V6_1..99,V6_2..99,V6_3..99,V6_4..99,V6_5..99,V6_6..99,V6_7..99,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_2..99,V10_3..99,V10_4..99,V10_5..99,V10_6..99,V10_7..99,V10_8..99,V10_9..99,V10_10..99,V11..99,V12..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C9a..99,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
ET,ETH,Ethiopia,2021-01-15,2021-01-14,100,2,257662.17757186602,0,0,49,96,15883726.298611399,60,1,2,97,3,14,83,2,5,93,3,9,88,1,14,85,1,10,89,1,12,87,2,2,96,2,5,93,1,8,91,2,10,88,1,13,86,3,5,92,3,13,84,98,0,1,1,86,1,7,6,95,1,1,3,91,1,2,6,86,1,4,9,90,0,7,3,88,1,5,6,98,0,0,2,95,0,1,4,92,2,3,3,90,1,5,4,87,2,3,8,95,2,0,3,87,1,6,6,4,0,24,72,77,1,11,11,6,2,33,59,67,0,10,23,90,1,7,2,90,0,3,7,0,97,1,0,2,0,18,3,29,50,100,100,0,10,0,50,25,7,8,14,7,29,24,26,14,7,32,19,28,14,6,49,14,17,14,5,41,20,20,14,7,12,12,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,34,24,19,5,0,0,0,0,0,0,0,0,0,0,0,0,74,5,12,9,74,7,4,15,74,5,9,12,74,5,6,15,74,6,2,18,74,7,4,15,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,5,53,23,19,5,55,21,19,5,64,12,19,6,50,25,19,5,40,36,19,6,38,37,22,0,44,34,56,0,21,11,6,6,23,2,0,11,41,23,23,0,69,8,27,4,16,53,27,0,29,21,9,6,5,3,27,1,14,6,21,31,28,0,14,30,22,6,28,2,0,61,9,0,31,2,2,58,7,49,1,38,12,46,1,43,10,38,4,45,13,51,1,31,17,61,1,29,9,64,0,29,7,31,3,0,3,12,14,37,31,0,1,8,11,12,37,36,1,21,18,13,11,36,0,3,16,13,32,36,0,11,18,18,17,71,0,22,7,71,4,13,12,71,4,15,10,36,0,41,23,77,0,16,7,86,1,3,2,0,2,0,0,6,46,0,1,2,2,9,1,3,3,4,0,2,8,4,6,3,6,39,2,58,1,0,0,39,1,3,23,18,10,6,0,0,40,2,41,11,6,40,0,24,19,8,5,4,2.341463414634146,1.9443476553533445,2.25,1.860248992954834,15.271186440677964,5.610429046457162,2.8620689655172415,1.7715913736413131
ET,ETH,Ethiopia,2021-01-16,2021-01-15,100,0,0,0,0,43,90,16838484.338960145,58,4,2,94,3,9,88,4,1,95,4,11,85,4,11,85,2,10,88,3,12,85,1,7,92,4,0,96,3,7,90,4,10,86,2,15,83,3,2,95,4,15,81,98,0,1,1,91,0,3,6,99,0,0,1,89,1,5,5,89,0,2,9,90,0,7,3,88,0,6,6,93,1,5,1,100,0,0,0,93,1,3,3,90,0,4,6,85,2,6,7,98,0,0,2,85,0,7,8,10,0,22,68,78,0,10,12,10,0,30,60,71,0,6,23,94,0,6,0,94,0,1,5,0,99,0,0,1,0,18,1,36,45,100,100,0,15,0,43,24,7,11,20,6,29,24,21,20,7,37,17,19,20,9,47,11,13,20,7,48,13,12,20,9,10,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,23,22,25,9,0,0,0,0,0,0,0,0,0,0,0,0,66,6,16,12,66,10,4,20,66,8,10,16,66,8,8,18,66,10,6,18,66,10,6,18,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,22,4,49,25,22,5,53,20,22,3,63,12,22,5,44,29,22,3,31,44,22,4,33,41,25,2,36,37,64,0,22,10,1,3,27,1,1,7,38,26,27,1,69,3,30,1,20,49,30,0,28,21,14,1,5,1,30,0,16,14,22,18,30,0,13,35,19,3,31,0,0,61,8,0,33,2,1,63,1,52,2,41,5,47,3,41,9,38,5,42,15,56,4,29,11,70,3,20,7,68,1,28,3,34,1,1,1,11,16,36,34,1,0,3,9,19,34,38,3,22,19,9,9,38,2,6,14,16,24,38,1,15,15,12,19,70,1,20,9,70,6,15,9,70,7,14,9,38,1,47,14,86,0,6,8,95,0,2,1,0,0,0,0,2,48,0,2,1,3,10,0,1,11,2,0,2,7,3,2,0,8,41,1,57,0,0,1,41,0,1,29,16,10,3,0,0,42,2,34,20,2,42,0,27,13,9,7,2,3.432432432432433,2.327857151742546,2,1.0954451150103321,11.76271186440678,6.292685910425738,2.8596491228070176,1.7158774982417686
ET,ETH,Ethiopia,2021-01-17,2021-01-16,100,3,486751.07630140695,1,117716.521423705,69,93,15826722.853931705,64,5,4,91,6,7,87,6,3,91,6,7,87,6,12,82,3,10,87,7,3,90,3,4,93,6,4,90,6,4,90,4,11,85,2,15,83,7,5,88,4,15,81,96,0,3,1,93,0,5,2,97,0,1,2,93,0,3,4,88,0,3,9,90,2,4,4,97,1,0,2,96,0,2,2,96,0,1,3,96,0,0,4,89,1,6,4,85,1,6,8,95,0,3,2,85,1,7,7,7,0,27,66,74,0,15,11,8,4,28,60,72,0,9,19,91,2,7,0,91,0,4,5,0,96,0,2,2,0,23,2,29,46,100,100,0,11,1,47,17,7,17,15,6,43,20,16,15,6,46,15,18,15,2,60,15,8,15,6,49,18,12,15,6,16,10,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,30,23,22,9,0,0,0,0,0,0,0,0,0,0,0,0,72,10,9,9,72,13,5,10,72,14,5,9,72,13,4,11,72,13,4,11,72,15,3,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,4,55,23,18,6,53,23,18,6,58,18,18,6,37,39,18,4,51,27,18,6,41,35,20,1,42,37,58,1,12,13,7,9,20,1,2,14,34,29,20,1,72,7,21,2,23,54,21,1,36,15,9,6,8,4,21,1,21,15,24,18,21,2,17,30,22,8,24,1,2,65,8,0,26,2,2,63,7,45,3,39,13,47,6,35,12,42,6,37,15,63,3,24,10,49,4,37,10,59,4,29,8,27,4,1,4,8,16,40,27,1,1,7,9,15,40,28,2,26,27,6,11,28,0,16,9,13,34,28,0,20,20,17,15,61,6,24,9,61,10,16,13,61,8,16,15,33,0,49,18,82,0,4,14,97,0,1,0,0,0,0,1,1,48,0,2,8,0,11,1,1,9,3,0,3,5,4,0,2,3,36,0,62,2,0,0,36,0,3,29,24,5,3,0,0,36,2,39,20,3,36,2,25,18,16,1,2,3.4375000000000004,3.2620743449924716,2.75,1.5108304655560048,14.365079365079367,5.973872109232885,3,1.8039504672067892
ET,ETH,Ethiopia,2021-01-18,2021-01-17,100,1,117716.521423705,1,117716.521423705,46,93,13419325.800439596,62,4,2,94,4,12,84,6,0,94,5,10,85,5,15,80,6,9,85,3,5,92,6,2,92,5,6,89,4,5,91,5,6,89,5,15,80,6,0,94,6,19,75,98,0,2,0,88,0,3,9,100,0,0,0,90,0,6,4,85,0,3,12,91,0,6,3,95,1,0,4,98,0,1,1,94,1,3,2,95,0,3,2,94,0,4,2,85,0,8,7,100,0,0,0,81,1,10,8,6,1,19,74,82,0,12,6,8,4,31,57,69,1,8,22,92,1,7,0,92,0,5,3,0,95,0,0,5,0,21,1,25,53,100,100,0,10,0,51,24,7,8,15,6,30,24,25,15,6,44,21,14,15,1,60,13,11,15,5,50,14,16,15,5,10,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,32,25,19,8,0,0,0,0,0,0,0,0,0,0,0,0,76,8,9,7,76,9,1,14,76,8,5,11,76,7,4,13,76,10,3,11,76,9,2,13,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,5,48,29,18,5,57,20,18,7,55,20,18,5,48,29,18,5,41,36,18,6,46,30,19,1,43,37,57,0,21,9,6,7,21,2,0,9,40,28,21,3,68,8,22,3,24,51,22,2,35,15,15,8,2,1,22,2,15,11,33,17,22,1,18,34,20,5,24,1,2,68,5,0,27,1,1,65,6,52,2,36,10,43,5,35,17,45,5,36,14,52,4,28,16,59,2,28,11,54,4,34,8,30,4,1,3,9,13,40,30,2,1,2,10,15,40,32,2,21,22,13,10,32,0,11,13,12,32,32,0,13,19,10,26,69,4,23,4,69,12,9,10,69,10,12,9,34,0,53,13,87,0,5,8,95,0,2,1,0,0,1,1,0,44,0,1,4,7,14,0,1,11,3,0,1,4,4,1,1,4,37,3,60,0,0,0,37,0,3,34,23,3,0,0,0,38,1,37,22,2,38,1,26,14,14,6,1,3.166666666666666,2.8132340311971404,2.6875,1.7783419243778738,15.523809523809524,5.656446915252465,2.8333333333333335,1.5531997226793062
ET,ETH,Ethiopia,2021-01-19,2021-01-18,100,2,372490.460818462,0,0,50,97,14289509.932148151,65,3,3,94,3,11,86,4,0,96,4,3,93,3,11,86,3,4,93,2,5,93,4,5,91,4,4,92,2,2,96,3,7,90,4,14,82,4,0,96,4,12,84,97,0,1,2,89,0,2,9,100,0,0,0,97,0,0,3,89,0,1,10,96,1,1,2,95,1,1,3,95,0,2,3,96,1,2,1,98,0,2,0,93,1,4,2,86,0,7,7,100,0,0,0,88,0,6,6,3,0,24,73,77,1,13,9,5,1,37,57,63,1,7,29,93,1,6,0,93,0,3,4,0,97,0,1,2,0,16,0,29,55,100,100,0,10,0,52,20,11,7,12,7,33,13,35,12,6,38,23,21,12,5,54,12,17,12,5,49,16,18,12,6,13,9,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,32,27,16,11,0,0,0,0,0,0,0,0,0,0,0,0,74,6,9,11,74,9,1,16,74,5,7,14,74,6,5,15,74,7,5,14,74,9,3,14,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,5,49,33,13,5,66,16,13,6,60,21,13,6,52,29,13,6,46,35,13,6,43,38,15,2,45,38,55,0,20,12,1,12,17,2,1,11,30,39,17,1,75,7,20,4,22,54,20,2,36,22,10,7,1,2,20,2,13,18,27,20,21,0,24,33,13,9,24,1,4,67,4,0,25,1,2,70,2,51,2,43,4,34,4,48,14,40,4,42,14,48,4,32,16,54,3,32,11,57,3,36,4,29,0,2,1,16,13,39,29,1,1,4,15,12,38,30,0,18,18,13,21,30,0,10,11,11,38,30,0,14,12,13,31,74,1,21,4,74,4,15,7,74,4,14,8,31,0,49,20,80,0,9,11,92,0,3,1,1,1,0,0,2,44,0,0,3,8,8,1,3,12,5,0,0,3,5,2,1,5,35,1,63,0,1,0,35,0,2,35,23,2,2,1,0,35,0,41,21,3,35,0,20,22,17,5,1,3.6764705882352944,3.1977320394427093,2.3,1.4545753585442764,14.920634920634921,5.623400381302962,2.984375,1.6760894348604414
ET,ETH,Ethiopia,2021-01-20,2021-01-19,100,1,141282.243227669,0,0,50,96,14566071.128220664,68,3,4,93,3,6,91,3,0,97,3,6,91,4,18,78,4,6,90,4,5,91,4,6,90,4,4,92,3,5,92,3,6,91,3,13,84,4,2,94,3,10,87,96,0,1,3,94,1,3,2,100,0,0,0,94,0,4,2,82,0,8,10,94,0,3,3,95,0,1,4,94,0,1,5,96,0,2,2,95,1,0,4,94,0,4,2,87,0,8,5,98,0,1,1,90,0,5,5,3,1,23,73,77,2,12,9,4,4,27,65,74,1,7,18,93,0,7,0,93,0,1,6,0,100,0,0,0,0,17,2,35,46,100,100,0,8,1,46,21,8,16,12,8,34,17,29,12,10,31,27,20,12,5,51,13,19,12,5,49,18,16,12,12,14,10,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,40,19,16,8,0,0,0,0,0,0,0,0,0,0,0,0,67,5,17,11,67,14,2,17,67,10,8,15,67,10,9,14,67,11,3,19,67,12,4,17,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,4,46,34,16,4,57,23,16,4,60,20,16,4,53,27,16,6,54,24,16,4,43,37,18,2,48,32,52,0,16,16,4,12,18,1,3,15,33,30,18,2,75,5,20,4,10,66,20,1,38,20,11,8,1,1,20,0,11,16,32,21,20,2,17,34,22,5,20,0,0,71,9,0,22,2,0,71,5,55,1,38,6,43,1,44,12,40,1,36,23,48,2,30,20,47,0,39,14,58,1,35,6,24,2,2,1,13,16,42,24,2,0,2,13,15,44,28,0,18,35,10,9,28,0,6,13,20,33,28,1,8,23,17,23,69,1,19,11,69,7,12,12,69,6,15,10,28,1,51,20,80,0,8,12,95,1,1,1,0,1,0,0,1,44,1,0,1,2,8,2,5,9,1,0,2,10,2,1,5,7,31,0,65,3,1,0,31,1,0,39,19,5,4,1,0,32,5,45,17,1,32,2,29,18,11,2,6,3.6774193548387095,2.413670742171124,2.4210526315789473,1.304513083861144,13.718749999999998,5.907941252354313,2.296875,1.4872974051710612
ET,ETH,Ethiopia,2021-01-21,2021-01-20,100,1,126801.463752569,0,0,37,95,15033565.369023986,57,8,3,89,7,7,86,9,2,89,8,6,86,8,12,80,8,2,90,9,8,83,9,4,87,8,2,90,10,6,84,9,4,87,7,12,81,9,2,89,7,14,79,97,1,1,1,93,0,4,3,98,1,0,1,94,1,1,4,88,1,2,9,98,1,1,0,92,2,2,4,96,1,1,2,98,1,0,1,94,3,2,1,96,0,1,3,88,2,4,6,98,0,0,2,86,1,9,4,5,0,19,76,83,0,9,8,8,3,32,57,68,1,8,23,92,0,8,0,92,0,2,6,0,98,0,1,1,0,21,0,32,47,100,100,0,11,0,46,12,10,21,16,13,24,22,25,16,10,40,12,22,16,7,46,10,21,16,8,44,12,20,16,13,18,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,35,22,15,9,0,0,0,0,0,0,0,0,0,0,0,0,69,8,18,5,69,14,4,13,69,11,8,12,69,11,8,12,69,14,8,9,69,13,3,15,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,2,45,34,19,4,51,26,19,4,57,20,19,3,39,39,19,3,40,38,19,5,38,38,20,1,39,40,61,0,17,8,4,10,21,2,1,16,32,28,21,5,68,6,26,2,18,54,26,1,34,16,11,6,3,3,26,0,20,14,21,19,28,1,14,28,21,8,30,0,1,63,6,0,31,1,2,61,5,56,4,32,8,49,2,38,11,43,3,34,20,62,3,18,17,61,2,31,6,63,4,27,6,34,2,2,3,17,11,31,34,1,0,3,11,15,36,37,0,24,21,10,8,37,0,8,13,11,31,37,0,10,19,17,17,71,1,18,10,71,6,13,10,71,5,17,7,37,0,47,16,84,0,3,13,99,0,0,0,1,0,0,0,0,52,0,3,1,3,10,0,7,6,4,0,1,3,3,2,3,2,41,1,57,1,0,0,41,0,1,29,21,7,1,0,0,43,2,35,15,5,43,0,25,19,4,5,4,2.3529411764705883,1.8890811128642393,2.3846153846153846,1.5566235649883124,14.2,5.797189612856164,2.618181818181818,1.545494156751228
ET,ETH,Ethiopia,2021-01-22,2021-01-22,117,2,1297159.346886392,0,0,30,110,42036727.071616076,80,9,3,105,7,10,100,9,1,107,9,11,97,7,17,93,9,8,100,9,6,102,9,6,102,7,6,104,9,8,100,7,8,102,10,13,94,8,5,104,7,18,92,114,0,3,0,107,0,6,4,116,0,0,1,106,0,6,5,100,1,8,8,109,0,4,4,111,0,4,2,111,0,1,5,111,0,1,5,109,0,5,3,109,0,7,1,104,0,5,8,112,0,4,1,99,0,11,7,7,0,21,89,98,0,14,5,9,0,46,62,71,0,15,31,102,2,13,0,102,0,4,11,0,113,0,1,3,0,24,4,31,58,117,117,0,9,0,61,19,13,15,14,13,43,21,26,14,15,41,20,27,14,12,61,13,17,14,14,49,21,19,14,18,16,10,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,35,27,27,13,0,0,0,0,0,0,0,0,0,0,0,0,86,11,14,6,86,16,3,12,86,12,7,12,86,15,2,14,86,13,8,10,86,15,4,12,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,18,7,52,40,18,8,52,39,18,8,59,32,18,8,50,41,18,9,43,47,18,10,50,39,21,2,46,48,71,0,23,7,8,8,22,1,5,16,43,30,22,2,83,10,22,1,23,71,22,0,40,29,6,7,11,2,22,1,24,14,35,21,22,2,15,35,31,12,22,2,2,83,8,0,24,2,4,77,10,67,3,35,12,67,2,37,11,60,2,40,15,68,2,36,11,75,4,27,11,69,3,35,10,27,1,4,4,17,21,43,27,1,3,1,13,24,48,30,0,26,28,17,16,30,1,7,13,22,44,30,0,15,22,23,27,80,5,25,7,80,13,13,11,80,11,12,14,32,1,49,35,82,0,14,21,103,1,4,2,0,2,0,0,5,54,0,1,4,6,7,0,2,12,1,0,1,10,3,1,1,14,36,3,71,7,0,0,36,1,3,44,23,8,1,1,0,36,3,43,30,5,36,0,33,17,17,8,6,3.2083333333333335,2.440424913588871,1.6,0.828078671210825,14.307692307692308,5.827181476154999,2.8227848101265822,1.7957177957066617
ET,ETH,Ethiopia,2021-01-23,2021-01-23,102,1,160746.162700097,0,0,44,95,45252559.41584466,62,2,5,95,1,11,90,2,1,99,3,6,93,2,11,89,2,9,91,2,5,95,2,2,98,4,2,96,2,5,95,2,7,93,2,9,91,3,2,97,2,11,89,97,0,1,4,91,1,5,5,101,0,1,0,96,2,0,4,91,0,4,7,93,0,2,7,97,1,3,1,100,0,0,2,100,1,0,1,97,0,2,3,95,0,3,4,93,0,4,5,100,0,0,2,91,2,1,8,7,0,19,76,83,0,9,10,7,1,37,57,66,1,6,29,96,0,6,0,96,0,2,4,0,100,0,1,1,0,19,1,32,50,102,102,0,16,0,41,25,8,12,20,4,34,26,18,20,4,36,19,23,20,2,46,16,18,20,3,48,16,15,20,3,13,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,27,29,16,8,0,0,0,0,0,0,0,0,0,0,0,0,73,5,16,8,73,9,6,14,73,5,11,13,73,9,5,15,73,8,11,10,73,10,4,15,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,22,1,46,33,22,1,61,18,22,2,62,16,22,2,49,29,22,2,49,29,22,1,48,31,24,1,35,42,67,0,14,8,8,5,24,0,0,13,42,23,24,1,73,4,27,0,23,52,27,0,31,20,10,12,1,1,27,0,11,17,29,18,27,0,9,32,28,6,27,0,1,68,6,0,29,0,1,66,6,57,0,28,17,43,1,40,18,41,2,35,24,54,1,23,24,54,0,27,21,56,0,33,13,31,0,1,7,14,16,33,31,0,0,6,11,21,33,33,0,26,26,14,3,33,0,10,17,19,23,33,0,12,26,16,15,64,1,30,7,64,9,15,14,64,9,16,13,33,1,43,25,77,0,16,9,86,1,3,2,0,0,0,2,8,44,1,1,4,6,6,1,5,5,0,1,1,9,4,4,0,10,35,1,56,9,0,1,35,1,3,33,16,10,3,1,0,39,1,38,22,2,39,1,21,21,13,6,1,3.0285714285714285,2.2814561176596677,2.263157894736842,1.3267380744248862,13.923076923076925,5.403435516836986,2.9833333333333334,1.891028476931263
