ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V2a..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V5a_1..99,V5a_2..99,V5a_3..99,V5a_4..99,V5a_5..99,V5a_6..99,V5a_7..99,V5a_8..99,V5a_9..99,V5b_1..99,V5b_2..99,V5b_3..99,V5b_4..99,V5b_5..99,V5b_6..99,V5b_7..99,V5b_8..99,V5b_9..99,V5c_1..99,V5c_2..99,V5c_3..99,V5c_4..99,V5c_5..99,V5c_6..99,V5c_7..99,V5c_8..99,V5c_9..99,V5d_1..99,V5d_2..99,V5d_3..99,V5d_4..99,V5d_5..99,V5d_6..99,V5d_7..99,V5d_8..99,V5d_9..99,V6_1..99,V6_2..99,V6_3..99,V6_4..99,V6_5..99,V6_6..99,V6_7..99,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_2..99,V10_3..99,V10_4..99,V10_5..99,V10_6..99,V10_7..99,V10_8..99,V10_9..99,V10_10..99,V11..99,V12..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C9a..99,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BJ,BEN,Benin,2021-01-17,2021-01-14,100,3,297067.8084080572,0,0,5,83,7484405.532880919,42,6,7,87,5,18,77,5,7,88,4,23,73,5,17,78,5,15,80,4,6,90,7,8,85,5,4,91,6,5,89,5,13,82,5,16,79,7,5,88,5,20,75,93,1,2,4,82,2,9,7,93,2,1,4,77,3,10,10,83,4,4,9,85,2,5,8,94,2,2,2,92,2,4,2,96,3,0,1,95,1,1,3,87,1,6,6,84,4,5,7,95,1,2,2,80,1,12,7,17,0,3,80,97,2,1,18,1,25,56,76,0,3,21,97,0,3,0,97,0,3,0,100,0,0,24,3,21,52,100,100,0,20,0,26,20,18,16,23,10,22,18,27,23,10,29,21,17,23,8,34,16,19,23,9,34,17,17,23,10,17,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,31,11,15,16,0,0,0,0,0,0,0,0,0,0,0,0,79,6,4,11,79,4,10,7,79,6,9,6,79,5,7,9,79,6,3,12,79,5,5,11,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,26,2,45,27,26,5,38,31,26,4,31,39,26,4,30,40,26,5,21,48,26,6,11,57,30,0,23,47,77,0,12,5,2,4,31,1,2,13,27,26,31,0,62,7,32,0,9,59,32,1,28,24,8,3,1,3,32,0,30,17,12,9,33,2,22,25,13,5,33,1,2,59,5,0,38,3,2,47,10,56,4,39,1,62,3,32,3,69,4,24,3,70,3,22,5,79,3,16,2,89,0,8,3,39,1,0,2,13,12,33,39,1,0,3,6,16,35,46,2,26,10,4,12,46,0,18,8,7,21,46,1,22,11,8,12,68,3,24,5,68,8,10,14,68,6,17,9,47,0,29,24,76,0,9,15,91,2,2,0,1,1,0,0,3,62,0,5,7,3,4,0,1,2,1,0,0,2,3,1,2,7,57,2,39,2,0,57,0,7,15,10,6,2,3,0,58,2,24,12,4,58,0,12,10,10,3,7,4.55,5.339499640439768,1.6666666666666667,1.1547005383792515,8.472222222222221,6.9466790055644,3.717948717948718,2.1392167522461154
BJ,BEN,Benin,2021-01-18,2021-01-15,100,5,453306.415255845,3,204908.8779606399,11,84,8038667.512558609,42,7,8,85,6,21,73,6,7,87,4,26,70,6,18,76,6,18,76,6,5,89,6,12,82,6,6,88,7,5,88,6,17,77,6,16,78,7,4,89,5,22,73,92,0,2,6,79,2,10,9,93,1,2,4,74,4,11,11,82,4,5,9,82,1,5,12,95,1,2,2,88,3,6,3,94,4,0,2,95,1,0,4,83,1,7,9,84,3,6,7,96,0,1,3,78,0,13,9,16,0,5,79,95,4,1,16,1,25,58,76,0,3,21,97,0,3,0,97,0,3,0,100,0,0,22,2,23,53,100,100,0,18,0,29,19,18,16,23,10,23,18,26,23,10,25,22,20,23,8,33,17,19,23,8,33,20,16,23,10,14,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,31,8,19,17,0,0,0,0,0,0,0,0,0,0,0,0,77,8,4,11,77,7,8,8,77,4,13,6,77,6,8,9,77,6,4,13,77,6,4,13,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,25,3,41,31,25,5,37,33,25,4,30,41,25,4,33,38,25,4,17,54,25,6,13,56,27,0,30,43,70,0,17,6,3,4,27,1,2,15,24,31,27,1,67,5,30,1,9,60,30,1,31,24,7,3,1,3,30,1,33,13,12,11,31,2,22,26,14,5,32,1,2,62,3,0,37,3,2,50,8,60,3,36,1,63,3,31,3,70,3,22,5,67,2,24,7,83,2,13,2,87,0,10,3,41,1,0,2,14,14,28,41,1,0,3,8,16,31,48,1,23,10,7,11,48,0,18,5,9,20,48,0,22,9,7,14,69,4,24,3,69,9,9,13,69,5,17,9,48,0,26,26,74,0,10,16,90,2,4,0,0,2,0,0,2,64,1,5,5,3,3,0,1,2,1,0,0,3,3,0,3,6,56,2,39,3,0,56,0,6,15,12,6,2,3,0,58,2,22,14,4,58,0,12,12,10,2,6,4.674418604651163,5.558009793821621,2.2,1.3038404810405297,8.972222222222221,6.921957242246739,4.052631578947368,2.241468732062452
BJ,BEN,Benin,2021-01-19,2021-01-16,100,7,577100.1114049816,5,328702.57410977647,19,86,8114699.618595014,46,7,10,83,5,18,77,5,5,90,4,31,65,5,16,79,5,21,74,4,7,89,4,13,83,6,6,88,6,6,88,5,18,77,6,13,81,5,5,90,3,20,77,90,0,4,6,82,1,7,10,95,0,1,4,69,2,12,17,84,2,5,9,79,0,8,13,93,1,3,3,87,2,6,5,94,2,1,3,94,0,1,5,82,0,6,12,87,1,7,5,95,0,0,5,80,0,12,8,14,0,11,75,89,9,2,14,3,26,57,75,0,6,19,94,1,5,0,94,1,5,0,99,0,1,25,1,21,53,100,100,0,16,0,29,18,17,20,21,9,22,17,31,21,10,25,21,23,21,7,33,17,22,21,9,32,17,21,21,9,13,21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,33,11,20,13,0,0,0,0,0,0,0,0,0,0,0,0,79,10,3,8,79,9,7,5,79,6,11,4,79,9,4,8,79,7,4,10,79,6,5,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,23,3,45,29,23,6,38,33,23,5,28,44,23,5,31,41,23,5,18,54,23,7,14,56,23,0,32,45,68,0,17,7,2,6,24,1,3,13,26,33,24,1,72,3,27,1,7,65,27,1,32,28,5,3,1,3,27,1,33,16,13,10,27,1,24,33,11,4,30,1,2,63,4,0,33,3,3,56,5,55,2,42,1,62,2,34,2,72,2,23,3,69,1,25,5,82,1,14,3,86,0,12,2,36,2,0,2,9,14,37,36,1,0,1,10,18,34,43,0,25,15,6,11,43,0,17,8,12,20,43,0,19,13,10,15,68,7,22,3,68,14,8,10,68,8,16,8,44,0,35,21,79,0,9,12,91,2,2,1,1,1,0,0,2,56,1,6,4,3,5,0,1,1,2,0,0,4,4,0,4,9,52,1,43,4,0,52,0,4,15,17,7,3,2,0,54,1,20,20,5,54,0,10,13,12,2,9,4.568181818181818,5.173266375263232,1.7272727272727273,1.009049958219026,9,6.734240862933253,4.428571428571429,2.400638707113295
BJ,BEN,Benin,2021-01-20,2021-01-17,100,6,387969.2584728446,5,328702.57410977647,19,90,7651967.712969157,47,4,7,89,4,15,81,3,4,93,2,34,64,4,10,86,3,22,75,3,6,91,1,12,87,4,5,91,4,5,91,5,13,82,4,15,81,3,3,94,2,17,81,93,0,3,4,85,1,5,9,96,1,1,2,66,2,13,19,90,1,5,4,78,0,5,17,94,2,2,2,88,2,4,6,95,2,1,2,95,0,1,4,87,0,4,9,85,2,8,5,97,0,0,3,83,0,9,8,10,0,11,79,89,9,2,10,2,29,59,72,0,10,18,90,1,9,0,90,1,9,0,99,0,1,24,0,23,53,100,100,0,12,0,31,17,19,21,16,16,20,15,33,16,15,28,15,26,16,8,39,16,21,16,15,31,20,18,16,11,14,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,36,13,21,13,0,0,0,0,0,0,0,0,0,0,0,0,77,15,3,5,77,12,9,2,77,8,13,2,77,12,4,7,77,9,7,7,77,9,6,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,17,3,50,30,17,6,44,33,17,5,28,50,17,5,32,46,17,6,20,57,17,6,20,57,17,0,37,46,63,0,21,6,2,8,19,2,3,14,26,36,19,3,73,5,24,1,10,65,24,0,40,27,4,2,2,1,24,2,33,18,14,9,26,1,25,37,9,2,29,0,3,65,3,0,32,3,4,60,1,50,1,45,4,56,1,40,3,72,2,21,5,68,2,25,5,80,2,14,4,80,1,17,2,35,1,0,3,6,15,40,35,1,0,2,11,19,32,38,1,25,15,9,12,38,0,24,7,13,18,38,1,22,12,12,15,67,6,25,2,67,20,5,8,67,10,16,7,40,1,34,25,75,1,9,15,91,0,4,1,2,1,0,0,1,57,1,5,6,2,2,0,1,1,2,1,2,4,5,0,5,6,49,1,44,6,0,49,0,6,15,15,8,4,3,0,52,2,18,20,8,52,1,9,14,11,4,9,5.166666666666667,5.286506830747948,1.7272727272727273,1.009049958219026,7.55813953488372,6.609165085161937,4.045454545454546,2.4204030555620704
BJ,BEN,Benin,2021-01-21,2021-01-18,100,6,385273.5399378137,6,385273.5399378137,16,85,7796761.911631216,43,2,6,92,2,16,82,1,4,95,1,38,61,2,15,83,2,26,72,2,7,91,0,11,89,2,4,94,2,7,91,4,12,84,2,18,80,1,5,94,1,16,83,94,0,3,3,84,0,5,11,96,1,1,2,62,2,13,23,85,1,6,8,74,0,6,20,93,1,4,2,89,2,2,7,96,1,1,2,93,0,2,5,88,0,4,8,82,1,8,9,95,0,1,4,84,0,8,8,14,1,10,75,90,7,3,14,2,23,61,78,0,10,12,90,2,8,0,90,2,8,0,98,0,2,27,0,23,50,100,100,0,15,0,30,14,14,27,19,14,22,17,28,19,12,26,14,29,19,9,39,14,19,19,13,29,18,21,19,12,14,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,35,12,20,13,0,0,0,0,0,0,0,0,0,0,0,0,77,16,3,4,77,13,6,4,77,8,13,2,77,12,5,6,77,10,7,6,77,11,4,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,21,3,54,22,21,5,41,33,21,5,26,48,21,5,32,42,21,5,20,54,21,5,17,57,21,0,39,40,61,0,19,6,2,12,23,3,6,14,26,28,23,3,68,6,29,1,7,63,29,0,39,21,5,1,3,2,29,2,25,18,14,12,31,1,28,27,10,3,34,0,3,61,2,0,36,1,5,58,0,46,0,49,5,59,1,38,2,74,1,19,6,68,1,23,8,80,1,16,3,83,1,15,1,40,1,0,3,4,15,37,40,1,0,2,13,14,30,40,1,26,12,7,14,40,0,25,8,10,17,40,1,24,12,10,13,66,6,23,5,66,18,6,10,66,11,15,8,43,1,30,26,74,1,14,11,87,0,5,1,2,1,0,0,4,57,1,4,5,2,2,0,1,2,2,1,3,5,4,1,5,5,53,0,41,6,0,53,0,7,17,13,6,2,2,0,56,2,18,17,7,56,1,9,13,11,2,8,5.488372093023256,5.320097085684378,1.6,0.9660917830792959,6.761904761904762,5.750119930072822,4.146341463414634,2.651046732988275
BJ,BEN,Benin,2021-01-22,2021-01-19,100,3,180364.6619771738,3,180364.6619771738,13,84,6835310.844513345,43,0,4,96,0,13,87,0,3,97,0,38,62,0,15,85,0,24,76,0,9,91,0,9,91,0,3,97,0,7,93,2,8,90,0,20,80,0,4,96,0,15,85,96,0,3,1,87,0,6,7,97,1,1,1,62,0,15,23,85,0,5,10,76,0,6,18,91,1,5,3,91,0,2,7,97,0,2,1,93,0,3,4,92,0,3,5,80,1,8,11,96,0,1,3,85,0,9,6,15,1,9,75,91,6,3,16,2,23,59,78,0,14,8,86,2,12,0,86,2,11,1,98,0,2,33,0,23,44,100,100,0,17,0,28,13,13,29,20,19,19,15,27,20,16,23,10,31,20,15,35,11,19,20,16,26,14,24,20,15,16,8,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,34,11,16,17,0,0,0,0,0,0,0,0,0,0,0,0,77,13,4,6,77,11,6,6,77,9,11,3,77,10,6,7,77,9,6,8,77,9,6,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,23,5,53,19,23,7,30,40,23,8,20,49,23,7,24,46,23,7,22,48,23,6,15,56,24,1,36,39,64,0,17,4,1,14,26,3,7,15,24,25,26,2,65,7,31,1,8,60,31,1,36,21,4,2,3,2,31,2,21,18,14,14,34,0,27,24,11,4,34,0,3,59,4,0,39,1,4,54,2,48,0,46,6,70,1,28,1,81,1,14,4,76,1,17,6,78,1,17,4,86,1,11,2,40,1,0,3,5,12,39,40,1,0,3,11,12,33,40,1,26,12,7,14,40,0,23,9,9,19,40,1,24,11,11,13,67,4,24,5,67,22,4,7,67,15,11,7,43,1,31,25,75,1,11,13,90,1,3,0,1,0,0,0,5,59,1,4,6,2,2,0,0,2,1,1,4,3,5,2,4,4,54,0,41,5,0,54,0,11,15,9,7,3,1,0,56,2,22,14,6,56,1,8,13,12,3,7,4.909090909090909,4.945367490839312,1.4444444444444444,0.7264831572567789,7.195121951219513,6.297696055682275,3.8780487804878048,2.6095509379126853
BJ,BEN,Benin,2021-01-23,2021-01-20,100,1,56570.965828037195,1,56570.965828037195,12,88,7858800.470993649,42,2,2,96,2,10,88,2,3,95,2,29,69,1,14,85,2,21,77,2,7,91,2,7,91,2,1,97,2,6,92,3,6,91,2,18,80,2,3,95,2,14,84,98,0,1,1,90,0,4,6,97,1,2,0,71,0,14,15,86,0,3,11,79,0,6,15,93,1,5,1,93,0,3,4,99,0,1,0,94,0,2,4,94,0,4,2,82,1,5,12,97,0,2,1,86,0,7,7,11,1,8,80,92,4,4,12,1,27,60,74,0,14,12,86,1,12,1,86,1,11,2,99,0,1,28,0,25,47,100,100,0,15,0,27,17,13,28,19,18,22,14,27,19,13,23,14,31,19,14,38,12,17,19,13,28,16,24,19,14,16,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,33,13,16,18,0,0,0,0,0,0,0,0,0,0,0,0,75,13,5,7,75,10,7,8,75,8,14,3,75,10,7,8,75,8,7,10,75,11,4,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,21,5,51,23,21,5,27,47,21,6,21,52,21,5,30,44,21,5,26,48,21,4,16,59,22,1,37,40,63,0,17,6,2,12,25,3,6,20,29,17,25,3,64,8,31,1,9,59,31,1,35,19,5,4,3,2,31,2,21,15,16,15,34,0,23,22,17,4,34,0,3,59,4,0,40,1,4,53,2,50,2,41,7,73,2,23,2,80,3,14,3,70,1,18,11,74,2,20,4,85,2,11,2,41,0,0,3,8,15,33,41,1,0,4,13,15,26,43,2,23,9,8,15,43,1,25,6,7,18,43,1,28,11,6,11,63,4,29,4,63,20,7,10,63,14,15,8,45,1,25,29,71,1,13,15,88,1,4,0,1,0,0,0,6,63,1,3,6,2,1,0,3,2,1,0,4,2,2,2,4,4,55,0,40,4,1,55,0,13,17,6,5,3,1,0,57,1,28,7,7,57,1,11,11,8,6,6,4.444444444444445,4.485104415302014,1.5714285714285716,0.9759000729485332,7.368421052631578,6.544736084252579,3.7560975609756095,2.595963094931032
BJ,BEN,Benin,2021-01-24,2021-01-20,100,1,56570.965828037195,1,56570.965828037195,13,88,8966806.20695289,42,4,2,94,4,11,85,4,3,93,4,30,66,2,17,81,4,23,73,5,7,88,4,6,90,4,2,94,4,5,91,5,7,88,3,19,78,4,3,93,4,12,84,98,0,1,1,89,0,6,5,97,0,2,1,70,0,14,16,83,0,3,14,77,0,9,14,93,0,5,2,94,0,3,3,98,0,2,0,95,0,2,3,93,0,4,3,81,0,4,15,97,0,2,1,88,0,7,5,10,2,9,79,91,5,4,11,1,27,61,73,1,13,13,87,2,10,1,87,3,8,2,97,1,2,26,0,24,50,100,100,0,14,1,24,18,13,30,19,13,24,20,24,19,8,24,17,32,19,14,33,13,21,19,10,28,17,26,19,13,16,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,37,12,15,15,0,0,0,0,0,0,0,0,0,0,0,0,76,9,6,9,76,7,6,11,76,5,15,4,76,9,6,9,76,8,5,11,76,9,4,11,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,22,4,52,22,22,5,28,45,22,5,26,47,22,5,36,37,22,4,26,48,22,4,12,62,23,1,37,39,63,0,14,9,3,11,26,2,6,22,23,21,26,1,67,6,31,1,6,62,31,1,34,20,4,5,2,3,31,2,16,17,16,18,33,0,22,23,19,3,34,0,1,61,4,0,40,0,2,53,5,49,2,45,4,72,2,25,1,75,2,21,2,64,0,21,15,74,1,22,3,89,1,8,2,42,0,1,1,10,19,27,42,0,0,4,13,16,25,45,1,25,10,8,11,45,1,21,7,6,20,45,0,27,12,6,10,63,4,28,5,63,18,8,11,63,16,12,9,47,0,29,24,76,0,11,13,90,1,3,0,0,0,0,0,6,63,1,3,5,1,2,0,3,1,1,0,4,3,3,2,2,6,57,0,36,6,1,57,0,13,19,4,5,2,0,0,58,2,30,4,6,58,1,9,15,8,4,5,4.239130434782608,4.423094857217289,1.5,0.9258200997725514,7.411764705882354,6.396578853877132,3.775,2.465011572241001
BJ,BEN,Benin,2021-01-25,2021-01-21,100,1,174473.219191205,0,0,14,88,9541588.355080526,45,5,3,92,4,10,86,5,3,92,5,32,63,3,19,78,5,26,69,5,8,87,5,5,90,5,2,93,5,6,89,6,7,87,4,20,76,5,3,92,6,13,81,97,0,1,2,90,0,7,3,97,0,2,1,68,0,14,18,81,0,4,15,74,0,11,15,92,0,5,3,95,0,3,2,98,0,2,0,94,0,2,4,93,0,4,3,80,0,2,18,97,0,3,0,87,0,7,6,9,3,9,79,91,6,3,10,1,28,61,72,1,14,13,86,2,11,1,86,2,10,2,98,1,1,26,1,25,48,100,100,0,13,2,25,19,12,29,17,11,24,21,27,17,9,21,21,32,17,12,31,18,22,17,10,29,21,23,17,13,15,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,38,14,17,12,0,0,0,0,0,0,0,0,0,0,0,0,75,10,6,9,75,7,8,10,75,5,16,4,75,11,4,10,75,9,4,12,75,10,5,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,20,4,53,23,20,6,31,43,20,7,29,44,20,6,35,39,20,5,25,50,20,5,13,62,21,1,39,39,61,0,17,9,4,9,24,0,5,20,25,26,24,1,69,6,27,1,6,66,27,1,37,23,3,5,1,3,27,1,19,17,18,18,28,0,24,29,16,3,29,0,1,63,7,0,35,0,3,55,7,48,2,46,4,69,2,28,1,72,2,26,0,65,0,20,15,75,1,21,3,88,1,9,2,37,0,1,1,13,21,27,37,0,0,4,16,20,23,42,1,31,9,9,8,42,1,23,6,6,22,42,0,30,11,6,11,61,5,28,6,61,18,10,11,61,15,17,7,44,0,32,24,76,0,10,14,91,1,3,0,0,0,0,0,5,61,1,3,5,1,2,0,3,0,0,0,4,4,4,3,2,7,53,0,38,8,1,53,0,13,20,5,7,2,0,0,55,2,31,6,6,55,1,11,16,8,6,3,4.458333333333333,4.806725489257527,1.625,0.9161253813129042,7.861111111111111,6.490224639641981,3.6744186046511627,2.523422942038756
