ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_4..99,V5d_4.0,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8.0,V5d_9..99,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
ET,ETH,Ethiopia,2021-02-07,2021-02-06,100,1,140255.912765667,0,0,51,93,49067126.02903749,60,3,2,95,2,9,89,3,1,96,2,7,91,4,10,86,3,7,90,2,8,90,3,2,95,3,2,95,3,6,91,3,9,88,3,10,87,3,4,93,2,6,92,98,0,1,1,91,0,7,2,99,0,0,1,93,0,3,4,90,0,6,4,93,0,4,3,92,0,4,4,98,0,1,1,98,0,2,0,94,1,4,1,91,0,4,5,90,0,4,6,96,0,2,2,94,1,4,1,7,0,23,70,78,0,12,10,9,0,39,52,62,2,6,30,94,0,6,0,94,0,3,3,0,97,1,2,0,18,2,20,60,11,0,0,86,3,100,0,0,0,100,0,0,0,0,11,0,45,23,15,6,13,10,34,17,26,100,13,7,53,10,17,13,7,46,15,19,13,9,13,8,57,13,8,60,11,8,94,0,4,2,94,0,5,1,94,0,2,4,94,0,4,2,94,0,6,0,94,0,6,0,94,0,6,0,94,0,4,2,94,0,5,1,0,85,0,8,7,85,0,11,4,85,0,12,3,85,0,13,2,85,0,9,6,85,0,10,5,85,0,12,3,85,0,13,2,85,0,14,1,0,78,0,15,7,78,0,16,6,78,0,21,1,78,0,22,0,78,0,14,8,78,0,14,8,78,0,20,2,78,0,22,0,78,0,21,1,0,100,0,0,100,0,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,92,0,7,1,92,0,8,0,92,0,7,1,92,0,3,5,92,0,5,3,92,0,4,4,92,0,6,2,16,0,24,21,22,17,16,1,79,4,16,1,78,5,16,1,81,2,16,1,81,2,16,1,71,12,16,1,78,5,16,1,82,1,16,1,80,3,16,1,78,5,16,1,22,61,90,0,1,9,39,0,5,56,0,0,0,80,5,6,9,80,10,1,9,80,8,6,6,80,8,5,7,80,10,2,8,80,10,1,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,20,6,36,38,20,8,44,28,20,8,46,26,20,9,37,34,20,7,28,45,20,5,33,42,20,0,41,39,59,0,21,14,3,3,22,1,0,13,43,21,22,1,70,7,24,0,23,53,24,0,34,17,13,6,5,1,24,0,14,17,20,25,24,0,17,29,26,4,100,26,0,0,73,1,26,1,4,62,7,64,3,27,6,56,3,32,9,54,3,27,16,63,3,22,12,72,3,18,7,67,2,25,6,31,0,2,2,9,14,42,31,0,0,2,7,14,46,33,2,22,26,8,9,33,0,8,7,18,34,33,0,11,14,16,26,75,6,18,1,75,9,10,6,75,11,12,2,33,1,42,24,76,0,13,11,89,0,4,1,0,1,0,0,5,47,0,0,3,4,10,0,2,9,1,0,2,5,1,2,1,13,37,2,53,8,0,0,37,0,7,20,25,9,2,0,0,39,0,43,15,3,39,0,22,18,8,7,6,3.3846153846153846,2.980965254100397,2.4,1.353358395757909,13.491803278688524,5.318593018269876,3.216666666666667,2.083768316171504
ET,ETH,Ethiopia,2021-02-08,2021-02-07,100,1,221857.8152798,0,0,50,97,52055242.350073725,60,4,2,94,4,8,88,4,4,92,6,5,89,4,17,79,6,5,89,4,6,90,3,4,93,5,3,92,3,5,92,3,4,93,4,13,83,5,4,91,5,15,80,98,1,0,1,92,1,6,1,96,0,2,2,95,1,2,2,83,3,7,7,95,1,2,2,94,0,3,3,96,0,3,1,97,1,2,0,95,1,3,1,96,0,3,1,87,2,7,4,96,0,4,0,85,1,9,5,3,0,21,76,79,0,13,8,3,1,39,57,61,0,6,33,94,1,2,3,94,0,4,2,0,96,0,4,0,11,1,28,60,6,1,1,87,5,99,0,0,1,99,0,0,0,1,7,1,46,23,8,15,11,10,33,22,24,100,11,8,55,11,15,11,7,50,13,19,11,9,16,12,52,11,4,66,8,11,85,0,10,5,85,0,10,5,85,0,10,5,85,0,12,3,85,0,10,5,85,0,14,1,85,0,13,2,85,0,11,4,85,0,13,2,0,92,0,5,3,92,0,7,1,92,0,5,3,92,0,7,1,92,0,5,3,92,0,5,3,92,0,8,0,92,0,7,1,92,0,7,1,0,78,0,12,10,78,0,17,5,78,0,22,0,78,0,22,0,78,0,7,15,78,0,13,9,78,0,17,5,78,0,20,2,78,0,22,0,0,99,1,0,99,0,1,99,1,99,1,99,1,0,99,1,0,99,1,0,99,1,99,1,0,0,92,0,8,0,92,0,6,2,92,0,5,3,92,0,4,4,92,0,6,2,92,0,3,5,92,0,7,1,12,2,43,20,11,12,14,1,78,7,14,1,79,6,14,1,82,3,14,1,81,4,14,1,74,11,14,1,78,7,14,1,82,3,14,1,79,6,14,1,81,4,14,1,25,60,90,1,0,9,40,0,7,53,0,0,0,72,6,12,10,72,8,5,15,72,8,6,14,72,8,11,9,72,7,7,14,72,9,1,18,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,3,50,31,16,6,49,29,16,6,55,23,16,7,49,28,16,8,36,40,16,6,47,31,19,0,48,33,52,0,22,16,3,7,20,0,0,13,27,40,20,0,79,1,24,0,16,60,24,0,39,18,13,5,0,1,24,0,17,13,28,18,24,0,16,38,17,5,100,25,0,5,65,5,28,1,0,67,4,53,1,40,6,53,2,35,10,48,2,34,16,53,2,19,26,66,1,22,11,55,1,36,8,28,1,3,1,8,10,49,28,1,1,4,6,17,43,32,2,23,25,7,11,32,2,7,15,9,35,32,3,12,12,11,30,76,0,21,3,76,3,10,11,76,3,12,9,32,2,47,19,81,0,7,12,96,1,1,0,0,0,0,0,2,49,0,1,1,5,12,0,0,7,2,0,2,10,2,0,3,6,37,5,53,5,0,0,37,2,4,27,18,8,3,0,1,38,2,40,16,4,38,2,20,18,11,7,4,3.4411764705882355,3.066842977183918,2.7058823529411766,1.403776419268438,13.660714285714286,6.60654437443877,3.016949152542373,2.055199675035618
ET,ETH,Ethiopia,2021-02-09,2021-02-09,102,2,292248.605153406,2,292248.605153406,57,94,41487139.24840753,57,6,2,94,5,10,87,6,4,92,7,9,86,7,10,85,5,9,88,6,6,90,8,8,86,7,6,89,6,6,90,6,6,90,7,7,88,7,7,88,7,15,80,100,0,2,0,92,0,6,4,98,2,2,0,93,1,4,4,92,2,5,3,93,0,5,4,96,0,3,3,94,1,4,3,96,1,3,2,96,1,1,4,96,0,2,4,95,1,2,4,95,1,5,1,87,2,8,5,7,1,28,66,75,0,14,13,8,1,45,48,57,0,14,31,88,2,11,1,88,0,5,9,0,97,2,3,0,24,0,25,53,12,0,2,80,8,100,1,0,1,100,0,0,1,1,15,1,40,22,9,15,23,10,29,25,15,102,23,4,42,18,15,23,6,37,19,17,23,9,13,14,43,23,6,53,8,12,88,0,7,7,88,0,10,4,88,0,11,3,88,0,14,0,88,0,12,2,88,0,13,1,88,0,14,0,88,0,8,6,88,0,9,5,0,93,1,4,4,93,1,6,2,93,1,7,1,93,1,7,1,93,1,4,4,93,1,6,2,93,1,8,0,93,1,6,2,93,1,8,0,0,81,0,9,12,81,0,13,8,81,0,17,4,81,0,19,2,81,0,11,10,81,0,13,8,81,0,17,4,81,0,18,3,81,0,18,3,0,101,1,0,101,1,0,101,1,101,1,101,0,1,101,1,0,101,1,0,101,1,101,1,0,0,95,0,6,1,95,0,5,2,95,0,4,3,95,0,5,2,95,0,6,1,95,0,6,1,95,0,4,3,22,2,32,18,16,12,23,2,71,6,23,2,70,7,23,2,72,5,23,2,66,11,23,2,64,13,23,2,68,9,23,2,71,6,23,2,71,6,23,2,67,10,23,2,26,51,90,0,0,12,45,0,8,49,0,0,0,77,7,9,9,77,10,6,9,77,11,8,6,77,11,3,11,77,10,7,8,77,9,4,12,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,102,0,0,0,24,3,43,32,24,5,47,26,24,5,53,20,24,5,40,33,24,5,36,37,24,5,35,38,28,1,33,40,69,0,19,9,2,3,30,1,0,16,30,25,30,1,67,4,30,1,15,56,30,0,38,18,7,7,2,0,30,2,23,14,20,13,31,0,17,24,23,7,102,31,0,6,61,4,31,1,5,61,4,61,2,32,7,58,2,33,9,52,3,36,11,65,3,23,11,69,1,26,6,70,3,26,3,33,0,2,2,12,16,37,33,2,1,3,15,15,33,38,3,14,20,13,14,38,0,6,11,18,29,38,0,14,15,10,25,73,2,23,4,73,5,15,9,73,3,15,11,40,1,42,19,83,0,4,15,98,0,1,2,0,0,0,0,1,56,0,0,3,6,4,0,1,10,3,0,1,8,5,1,0,4,44,2,45,11,0,0,44,1,8,19,20,7,3,0,0,45,1,42,9,5,45,0,17,20,13,4,3,3.264705882352941,2.5973042380154148,2.076923076923077,1.1635489477654792,14.727272727272727,5.6320989622465545,3.056603773584906,1.7366534389188197
ET,ETH,Ethiopia,2021-02-10,2021-02-10,100,2,492140.93447836774,1,89784.53988136571,79,96,38113026.321853034,60,6,6,88,5,7,88,5,4,91,7,8,85,6,6,88,6,11,83,5,6,89,5,7,88,6,3,91,6,3,91,5,12,83,5,19,76,9,5,86,6,13,81,94,0,3,3,93,1,2,4,96,1,1,2,92,0,2,6,94,0,4,2,89,0,7,4,94,0,4,2,93,0,5,2,97,0,1,2,97,0,1,2,88,1,4,7,81,1,10,8,95,0,3,2,87,0,7,6,4,0,31,65,70,1,20,9,5,0,29,66,71,0,8,21,92,0,6,2,92,0,1,6,1,99,1,0,0,13,1,37,49,6,0,1,92,1,99,0,0,1,99,0,0,0,1,7,0,50,17,9,17,11,8,37,17,27,100,11,5,52,14,18,11,7,47,16,19,11,10,14,11,54,11,7,58,9,15,83,0,12,5,83,0,15,2,83,0,11,6,83,0,13,4,83,0,14,3,83,0,13,4,83,0,15,2,83,0,12,5,83,0,15,2,0,91,0,3,6,91,0,8,1,91,0,8,1,91,0,9,0,91,0,5,4,91,0,7,2,91,0,9,0,91,0,9,0,91,0,9,0,0,84,0,9,7,84,0,11,5,84,0,14,2,84,0,16,0,84,0,12,4,84,0,12,4,84,0,14,2,84,0,16,0,84,0,15,1,0,99,1,0,99,1,0,99,1,99,1,99,0,1,99,0,1,99,0,1,99,1,99,1,0,0,91,0,8,1,91,0,7,2,91,0,4,5,91,0,5,4,91,0,8,1,91,0,6,3,91,0,9,0,11,0,29,22,23,15,14,5,74,7,14,5,75,6,14,5,80,1,14,5,77,4,14,5,78,3,14,5,78,3,14,5,78,3,14,5,78,3,14,5,78,3,14,5,16,65,89,1,1,9,39,2,3,56,0,0,0,64,7,18,11,64,11,7,18,64,9,8,19,64,9,11,16,64,10,9,17,64,12,8,16,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,18,11,47,24,18,10,51,21,18,7,61,14,18,8,43,31,18,7,36,39,18,6,38,38,18,1,49,32,51,0,21,13,8,7,22,0,2,11,36,29,22,0,74,4,24,0,17,59,24,0,31,25,12,2,6,0,24,0,13,10,32,21,24,0,15,26,28,7,100,25,0,1,70,4,26,0,1,71,2,53,2,36,9,49,3,36,12,39,3,40,18,57,2,28,13,64,3,24,9,62,0,33,5,27,0,0,6,11,15,41,27,1,0,5,9,22,36,28,4,20,24,12,12,28,1,8,13,18,32,28,0,16,18,12,26,67,2,24,7,67,11,13,9,67,9,16,8,30,2,41,27,73,0,10,17,92,1,3,0,0,1,0,1,2,52,0,1,2,1,10,0,3,6,4,0,1,4,6,1,2,7,36,2,52,10,0,0,36,1,7,31,18,6,1,0,0,38,1,37,20,4,38,2,32,13,9,4,2,3.8,3.4196663063899706,2.7777777777777777,2.006400016357911,13.983333333333334,5.936076620943965,2.9491525423728815,1.8701256532886372
ET,ETH,Ethiopia,2021-02-11,2021-02-10,100,0,0,0,0,57,95,45935607.79798207,59,7,0,93,7,9,84,7,0,93,5,13,82,7,15,78,7,11,82,6,13,81,7,3,90,7,2,91,7,5,88,5,7,88,7,14,79,6,6,88,4,15,81,100,0,0,0,91,0,4,5,100,0,0,0,87,2,4,7,85,1,4,10,89,1,4,6,87,2,6,5,97,0,2,1,98,0,1,1,95,1,3,1,93,1,4,2,86,1,2,11,94,2,2,2,85,2,8,5,5,0,28,67,74,0,16,10,7,0,28,65,72,0,7,21,93,1,5,1,93,0,2,5,0,98,0,2,0,14,2,41,43,8,0,0,85,7,100,0,0,0,100,0,0,0,0,8,0,45,26,9,12,14,11,30,21,24,100,14,9,48,17,12,14,8,42,17,19,14,9,14,12,51,14,7,58,11,10,88,0,7,5,88,0,9,3,88,0,11,1,88,0,9,3,88,0,10,2,88,0,11,1,88,0,12,0,88,0,10,2,88,0,8,4,0,91,0,6,3,91,0,5,4,91,0,8,1,91,0,8,1,91,0,4,5,91,0,8,1,91,0,9,0,91,0,7,2,91,0,9,0,0,75,0,12,13,75,0,17,8,75,0,25,0,75,0,24,1,75,0,17,8,75,0,17,8,75,0,20,5,75,0,25,0,75,0,22,3,0,100,0,0,100,0,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,98,0,2,0,98,0,2,0,98,0,1,1,98,0,2,0,98,0,2,0,98,0,2,0,98,0,1,1,16,0,29,24,20,11,20,1,69,10,20,1,75,4,20,1,75,4,20,1,74,5,20,1,76,3,20,1,73,6,20,1,75,4,20,1,76,3,20,1,74,5,20,1,24,55,88,0,0,12,41,0,2,57,0,0,0,59,13,21,7,59,16,6,19,59,16,10,15,59,11,11,19,59,16,6,19,59,15,2,24,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,22,3,51,24,22,4,47,27,22,4,51,23,22,3,42,33,22,4,33,41,22,4,47,27,22,0,44,34,56,0,28,11,3,2,23,0,2,11,41,23,23,2,72,3,28,1,16,55,28,0,37,20,9,2,3,1,28,0,12,13,28,19,28,0,14,28,25,5,100,29,1,3,57,10,30,1,5,62,2,49,1,41,9,53,1,38,8,49,1,39,11,58,1,32,9,67,1,24,8,53,1,40,6,31,2,1,5,14,13,34,31,0,2,7,10,9,41,35,1,20,24,10,10,35,2,3,12,17,31,35,1,5,23,15,21,73,2,20,5,73,8,6,13,73,7,12,8,37,0,36,27,73,0,8,19,93,0,1,1,0,0,0,2,3,58,0,1,1,1,8,0,3,11,4,0,1,2,2,1,1,6,41,0,47,12,0,0,41,0,5,30,16,6,1,0,1,41,2,35,19,3,41,0,25,12,8,5,9,3.3333333333333335,3.40587727318528,2.526315789473684,1.7754004572562585,14.666666666666666,5.759323859686544,3.036363636363636,1.5511481573533221
ET,ETH,Ethiopia,2021-02-12,2021-02-12,113,3,946624.0196791992,0,0,69,107,35155373.067986414,81,6,4,103,5,10,98,8,4,101,8,8,97,6,11,96,8,13,92,7,10,96,6,3,104,5,7,101,5,8,100,7,12,94,7,18,88,8,8,97,6,18,89,109,0,2,2,103,0,3,7,109,1,1,2,105,1,4,3,102,0,7,4,100,1,7,5,103,1,8,1,110,1,1,1,106,0,3,4,105,1,7,0,101,1,8,3,95,1,8,9,105,1,6,1,95,1,13,4,6,0,30,77,83,0,22,8,6,1,40,66,73,1,10,29,103,0,8,2,103,0,3,6,1,110,2,1,0,19,1,34,59,9,2,1,95,6,112,0,0,1,112,0,0,0,1,10,1,51,21,16,14,16,12,38,17,30,113,16,6,52,18,21,16,9,42,26,20,16,11,14,13,59,16,8,65,12,12,100,0,10,3,100,0,11,2,100,0,11,2,100,0,13,0,100,0,11,2,100,0,12,1,100,0,11,2,100,0,10,3,100,0,9,4,0,97,0,7,9,97,0,12,4,97,0,15,1,97,0,16,0,97,0,11,5,97,0,12,4,97,0,16,0,97,0,14,2,97,0,16,0,0,95,0,10,8,95,0,16,2,95,0,17,1,95,0,18,0,95,0,13,5,95,0,7,11,95,0,14,4,95,0,18,0,95,0,18,0,0,112,1,0,112,1,0,112,1,112,1,112,0,1,112,1,0,112,1,0,112,1,112,1,0,0,109,0,3,1,109,0,3,1,109,0,3,1,109,0,3,1,109,0,2,2,109,0,2,2,109,0,2,2,16,1,38,22,24,12,19,1,91,2,19,1,90,3,19,1,91,2,19,1,88,5,19,1,83,10,19,1,89,4,19,1,92,1,19,1,92,1,19,1,88,5,19,1,25,68,99,0,0,14,30,0,7,76,0,0,0,80,8,17,8,80,15,6,12,80,12,10,11,80,15,6,12,80,12,8,13,80,15,7,11,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,113,0,0,0,21,8,51,33,21,8,64,20,21,8,66,18,21,6,58,28,21,11,38,43,21,11,47,34,23,0,54,36,59,0,23,12,8,11,23,2,1,10,46,31,23,2,85,3,23,2,25,63,23,0,37,30,11,3,9,0,23,0,15,16,32,27,24,0,11,38,26,14,113,24,0,2,80,7,24,0,0,85,4,62,5,38,8,49,4,48,12,47,8,46,12,55,4,32,22,75,4,26,8,66,5,36,6,25,1,0,3,14,18,52,25,2,0,4,17,18,47,27,2,31,24,11,18,27,0,9,10,25,42,27,0,12,24,19,31,77,4,27,5,77,8,14,14,77,8,13,15,27,1,62,23,90,0,7,16,106,0,3,0,0,0,0,0,4,44,0,1,4,2,11,0,8,11,2,0,1,11,2,0,2,14,29,4,70,10,0,0,29,1,7,40,24,6,4,2,0,30,2,61,16,4,30,0,37,21,15,6,4,3.2972972972972974,2.8661323616879097,2.392857142857143,1.196887497862553,13.575,6.099958497472428,2.6538461538461537,1.63426716629478
