ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5a_10..77,V5a_10.0,V5a_10.1,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5b_10..77,V5b_10.0,V5b_10.1,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5c_10..77,V5c_10.0,V5c_10.1,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4.0,V5d_4.1,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8.0,V5d_8.1,V5d_9..99,V5d_9.0,V5d_9.1,V5d_10..99,V5d_10.0,V5d_10.1,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V13..77,V13.1,V13.2,V13.3,V13.4,V15..99,V15..77,V15.1,V15.2,V16..99,V16..77,V16.1,V16.2,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BJ,BEN,Benin,2021-03-06,2021-03-02,100,2,141775.50853873108,2,141775.50853873108,11,93,9452539.990912572,44,4,4,92,4,10,86,4,2,94,4,32,64,4,13,83,4,15,81,3,7,90,4,4,92,4,4,92,4,3,93,3,5,92,3,18,79,3,3,94,3,12,85,96,1,2,1,90,1,3,6,98,1,0,1,68,1,13,18,87,0,8,5,85,1,4,10,93,1,3,3,96,0,3,1,96,1,2,1,97,1,2,0,95,0,2,3,82,1,3,14,97,0,1,2,88,0,4,8,7,0,9,84,92,1,4,3,11,1,37,51,63,0,13,24,87,0,3,10,0,87,1,1,11,0,99,1,0,27,0,34,39,13,3,2,77,5,98,0,0,1,1,99,1,0,0,0,16,1,23,25,18,17,25,14,15,25,21,25,14,28,19,14,25,12,20,22,21,25,12,12,10,41,25,12,32,16,15,84,0,9,7,84,0,11,5,84,0,8,8,84,0,14,2,84,0,8,8,84,0,14,2,84,0,16,0,84,0,16,0,84,0,15,1,84,0,11,5,83,0,6,11,83,0,10,7,83,0,13,4,83,0,15,2,83,0,8,9,83,0,12,5,83,0,17,0,83,0,16,1,83,0,16,1,83,0,8,9,75,0,13,12,75,0,16,9,75,0,24,1,75,0,21,4,75,0,9,16,75,0,15,10,75,0,14,11,75,0,23,2,75,0,23,2,75,0,20,5,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,88,0,12,0,88,0,7,5,88,0,8,4,88,0,6,6,88,0,9,3,88,0,9,3,88,0,9,3,26,3,40,13,11,7,27,3,65,5,27,3,67,3,27,3,70,0,27,3,69,1,27,3,65,5,27,3,67,3,27,3,69,1,27,3,70,0,27,3,65,5,27,3,18,52,89,0,0,11,56,0,4,40,35,1,18,7,14,25,52,0,0,48,52,2,0,46,66,22,4,8,66,14,16,4,66,12,19,3,66,17,6,11,66,18,9,7,66,19,6,9,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,28,6,49,17,28,9,33,30,28,6,27,39,28,6,38,28,28,9,21,42,28,10,14,48,30,0,35,35,65,2,14,7,2,10,32,0,4,15,17,32,32,2,59,7,34,0,14,52,34,0,40,13,8,3,0,2,34,2,33,8,9,14,37,0,20,20,19,4,37,1,1,55,6,38,1,5,47,9,51,1,45,3,67,1,26,6,73,1,19,7,62,1,25,12,79,3,15,3,86,1,11,2,42,0,1,3,7,17,30,42,0,1,3,6,10,38,44,2,20,13,12,9,44,0,19,8,12,17,44,0,27,11,7,11,63,3,33,1,63,14,7,16,63,12,15,10,46,1,27,26,74,0,17,9,83,0,3,1,0,4,2,0,7,56,0,0,5,3,4,2,1,5,2,0,3,1,3,0,2,13,54,0,34,9,0,3,54,0,12,19,8,5,1,1,0,56,1,25,15,3,56,0,15,12,11,2,4,4.0574468085106385,4.018259664432453,1.5,0.5773502691896257,9.973684210526315,6.377692720578683,3.3095238095238093,2.1125420502450187
BJ,BEN,Benin,2021-03-07,2021-03-02,100,3,206207.84849292948,3,206207.84849292948,13,92,10212446.202316366,40,4,6,90,4,11,85,5,4,91,4,32,64,4,13,83,4,19,77,4,10,86,4,7,89,5,3,92,4,5,91,4,6,90,3,23,74,3,3,94,4,15,81,94,1,3,2,89,1,6,4,96,2,0,2,68,2,14,16,87,1,5,7,81,2,7,10,90,1,6,3,93,0,6,1,97,1,0,2,95,2,3,0,94,0,2,4,77,2,8,13,97,0,2,1,85,1,6,8,8,0,11,81,90,1,7,2,13,1,36,50,64,0,15,21,85,0,6,9,0,85,1,4,10,0,96,3,1,30,0,30,40,14,2,2,77,5,98,0,0,1,1,99,1,0,0,0,17,1,20,27,17,18,26,15,12,25,22,26,18,23,22,11,26,14,15,23,22,26,15,9,16,34,26,14,27,18,15,83,0,9,8,83,0,10,7,83,0,7,10,83,0,15,2,83,0,10,7,83,0,14,3,83,0,17,0,83,0,16,1,83,0,16,1,83,0,10,7,83,0,7,10,83,0,9,8,83,0,14,3,83,0,15,2,83,0,8,9,83,0,12,5,83,0,17,0,83,0,16,1,83,0,16,1,83,0,8,9,74,0,15,11,74,0,15,11,74,0,24,2,74,0,23,3,74,0,10,16,74,0,14,12,74,0,14,12,74,0,24,2,74,0,24,2,74,0,21,5,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,85,0,15,0,85,0,10,5,85,0,11,4,85,0,6,9,85,0,13,2,85,0,8,7,85,0,11,4,27,3,41,14,9,6,28,5,63,4,28,5,64,3,28,5,67,0,28,5,66,1,28,5,64,3,28,5,64,3,28,5,66,1,28,5,67,0,28,5,63,4,28,5,15,52,89,0,0,11,60,0,4,36,37,1,16,9,13,24,54,0,1,45,54,2,2,42,70,19,2,9,70,12,16,2,70,11,16,3,70,15,6,9,70,16,7,7,70,18,4,8,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,30,6,45,19,30,10,34,26,30,7,26,37,30,7,35,28,30,10,19,41,30,11,12,47,32,0,30,38,70,2,11,7,2,8,34,0,3,15,19,29,34,2,59,5,36,1,11,52,36,0,41,11,6,2,0,4,36,1,31,9,12,11,39,1,22,17,19,2,39,1,1,54,5,40,1,3,46,10,55,1,40,4,66,1,27,6,74,1,20,5,65,1,25,9,81,3,14,2,88,1,9,2,47,0,1,3,6,16,27,47,0,1,3,6,10,33,48,2,20,11,11,8,48,0,19,7,10,16,48,0,24,9,8,11,68,2,30,0,68,11,9,12,68,9,15,8,49,1,27,23,77,0,15,8,85,0,3,1,0,4,1,0,6,58,0,0,4,3,3,2,1,4,2,0,3,1,3,0,2,14,58,0,29,10,0,3,58,0,11,18,6,5,1,1,0,60,1,23,14,2,60,0,14,14,9,0,3,4.526666666666666,4.372974855965798,1.4,0.5477225575051661,10.088235294117647,5.9664092397091135,3,1.785830112073707
BJ,BEN,Benin,2021-03-08,2021-03-03,100,3,206207.84849292948,3,206207.84849292948,13,90,10851817.619520387,41,4,7,89,5,13,82,6,4,90,4,32,64,4,11,85,4,24,72,5,10,85,4,10,86,6,3,91,4,6,90,4,7,89,4,23,73,3,3,94,5,16,79,93,1,3,3,87,1,8,4,96,2,0,2,68,2,12,18,89,1,7,3,76,2,9,13,90,1,6,3,90,0,7,3,97,1,0,2,94,2,4,0,93,0,4,3,77,2,10,11,97,0,2,1,84,1,7,8,10,0,11,79,89,0,9,2,14,1,36,49,64,1,15,20,85,0,6,7,2,85,0,4,10,1,96,3,1,31,0,29,40,14,2,2,76,6,98,0,0,1,1,99,1,0,0,0,16,0,25,22,15,22,24,14,16,25,21,24,17,24,24,11,24,12,16,23,25,24,16,7,19,34,24,13,28,21,14,79,0,10,11,79,0,12,9,79,0,11,10,79,0,18,3,79,0,12,9,79,0,17,4,79,0,21,0,79,0,19,2,79,0,20,1,79,0,13,8,85,0,6,9,85,0,6,9,85,0,12,3,85,0,14,1,85,0,7,8,85,0,8,7,85,0,15,0,85,0,14,1,85,0,14,1,85,0,7,8,79,0,9,12,79,0,10,11,79,0,19,2,79,0,20,1,79,0,7,14,79,0,11,10,79,0,12,9,79,0,19,2,79,0,19,2,79,0,17,4,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,85,0,15,0,85,0,11,4,85,0,10,5,85,0,5,10,85,0,14,1,85,0,7,8,85,0,10,5,25,2,42,12,10,9,25,5,67,3,25,5,66,4,25,5,70,0,25,5,69,1,25,5,66,4,25,5,66,4,25,5,70,0,25,5,68,2,25,5,66,4,25,5,16,54,89,0,0,11,59,0,5,36,39,0,19,6,15,21,54,0,1,45,54,2,2,42,71,16,2,11,71,10,17,2,71,8,19,2,71,14,5,10,71,13,10,6,71,15,4,10,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,27,8,45,20,27,8,39,26,27,6,30,37,27,6,37,30,27,9,19,45,27,9,16,48,30,0,27,43,73,1,11,6,4,5,31,0,1,13,24,31,31,2,63,4,34,2,10,54,34,0,44,11,5,2,0,4,34,1,33,10,13,9,36,1,25,16,20,2,36,1,1,55,7,37,2,4,48,9,55,0,41,4,61,1,32,6,70,1,26,3,63,1,26,10,81,3,15,1,84,1,13,2,44,0,1,2,5,18,30,44,0,1,3,5,13,34,47,2,22,12,11,6,47,1,17,10,7,18,47,1,22,12,6,12,68,3,28,1,68,10,8,14,68,7,15,10,49,2,28,21,79,0,12,9,88,0,3,0,0,1,2,0,6,60,0,0,3,4,3,2,1,3,2,0,4,2,2,0,1,13,57,1,30,9,0,3,57,0,7,24,5,4,1,2,0,59,3,22,15,1,59,0,13,16,9,0,3,4.946511627906977,4.640317560828975,1.4,0.5477225575051661,8.529411764705882,5.940285138129452,3.3243243243243246,1.9868184233712571
BJ,BEN,Benin,2021-03-09,2021-03-05,100,2,109602.80628333779,2,109602.80628333779,11,90,10375725.25371521,44,7,7,86,7,11,82,8,4,88,6,30,64,6,15,79,5,27,68,9,7,84,7,10,83,9,3,88,6,5,89,8,5,87,7,24,69,7,1,92,9,16,75,93,0,3,4,89,0,8,3,96,1,2,1,70,1,8,21,85,1,9,5,73,1,11,15,93,0,4,3,90,0,7,3,97,0,1,2,95,2,3,0,95,0,3,2,76,1,11,12,99,0,1,0,84,1,9,6,10,0,10,80,90,1,7,2,15,1,33,51,68,1,14,17,86,0,4,8,2,86,0,4,9,1,96,2,2,32,0,31,37,17,2,1,75,5,99,0,0,0,1,99,1,0,0,0,18,0,24,25,17,16,25,12,20,26,17,25,15,25,26,9,25,10,16,26,23,25,15,9,20,31,25,12,25,27,11,85,0,6,9,85,0,7,8,85,0,10,5,85,0,13,2,85,0,8,7,85,0,12,3,85,0,15,0,85,0,13,2,85,0,13,2,85,0,8,7,83,0,8,9,83,0,9,8,83,0,14,3,83,0,15,2,83,0,6,11,83,0,10,7,83,0,17,0,83,0,16,1,83,0,16,1,83,0,10,7,76,0,10,14,76,0,15,9,76,0,20,4,76,0,22,2,76,0,10,14,76,0,13,11,76,0,16,8,76,0,23,1,76,0,23,1,76,0,20,4,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,88,0,12,0,88,0,9,3,88,0,8,4,88,0,5,7,88,0,9,3,88,0,4,8,88,0,8,4,26,0,40,12,14,8,27,4,64,5,27,4,66,3,27,4,69,0,27,4,66,3,27,4,65,4,27,4,65,4,27,4,69,0,27,4,67,2,27,4,67,2,27,4,20,49,90,1,0,9,56,1,5,38,35,0,21,6,17,21,52,0,2,46,52,2,4,42,69,17,3,11,69,12,17,2,69,8,19,4,69,15,6,10,69,13,9,9,69,18,1,12,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,28,7,48,17,28,7,38,27,28,9,31,32,28,8,34,30,28,9,16,47,28,7,18,47,30,0,30,40,70,0,16,5,4,5,30,0,3,11,24,32,30,0,66,4,32,2,12,54,32,0,42,13,6,4,0,3,32,0,35,10,15,8,32,1,23,21,17,6,32,2,2,58,6,33,2,2,52,11,52,0,43,5,62,0,31,7,69,0,27,4,66,0,23,11,84,2,14,0,82,1,15,2,40,0,1,2,5,17,35,40,0,1,2,8,13,36,43,2,23,11,12,9,43,1,18,9,7,22,43,1,22,13,9,12,66,2,30,2,66,11,10,13,66,9,15,10,45,2,35,18,82,0,10,8,90,0,4,0,0,0,1,0,5,55,0,1,6,4,3,1,1,2,3,0,3,1,2,0,1,17,52,1,36,8,0,3,52,0,9,29,5,2,1,2,0,56,3,26,13,2,56,0,11,22,8,0,3,5.136363636363637,4.572877111184574,1,0.7071067811865476,8.108108108108109,5.724138866743693,3.3414634146341466,1.8386102917361387
BJ,BEN,Benin,2021-03-10,2021-03-06,100,2,109602.80628333779,2,109602.80628333779,18,90,9992972.726216601,36,9,7,84,9,12,79,9,5,86,8,30,62,7,17,76,7,26,67,11,4,85,9,9,82,11,4,85,8,7,85,11,7,82,9,26,65,9,1,90,11,20,69,93,0,3,4,88,0,8,4,95,1,2,2,70,1,10,19,83,1,10,6,74,1,12,13,96,0,4,0,91,0,6,3,96,0,1,3,93,2,4,1,93,0,3,4,74,1,12,13,99,0,1,0,80,1,11,8,10,0,13,77,87,1,8,4,12,0,33,55,68,1,14,17,86,0,5,7,2,86,0,4,8,2,96,2,2,28,1,32,39,18,2,0,75,5,100,0,0,0,0,100,0,0,0,0,18,0,27,24,14,17,27,11,23,26,13,27,14,26,20,13,27,9,17,25,22,27,15,11,22,25,27,12,29,24,8,83,0,7,10,83,0,8,9,83,0,10,7,83,0,14,3,83,0,10,7,83,0,13,4,83,0,17,0,83,0,15,2,83,0,14,3,83,0,9,8,86,0,7,7,86,0,7,7,86,0,12,2,86,0,13,1,86,0,3,11,86,0,9,5,86,0,14,0,86,0,13,1,86,0,14,0,86,0,9,5,78,0,8,14,78,0,14,8,78,0,19,3,78,0,21,1,78,0,10,12,78,0,12,10,78,0,15,7,78,0,22,0,78,0,21,1,78,0,19,3,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,89,0,11,0,89,0,9,2,89,0,8,3,89,0,5,6,89,0,8,3,89,0,4,7,89,0,7,4,29,0,36,9,17,9,31,5,59,5,31,5,62,2,31,5,64,0,31,5,62,2,31,5,61,3,31,5,60,4,31,5,64,0,31,5,62,2,31,5,61,3,31,5,18,46,92,1,1,6,64,1,4,31,38,0,19,7,12,24,52,0,3,45,52,2,4,42,71,15,3,11,71,12,14,3,71,7,17,5,71,13,7,9,71,12,11,6,71,16,3,10,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,32,6,42,20,32,5,34,29,32,7,30,31,32,6,35,27,32,7,15,46,32,6,14,48,36,0,30,34,70,0,18,5,2,5,36,0,3,12,20,29,36,0,62,2,39,3,10,48,39,0,39,11,6,2,0,3,39,0,28,11,16,6,39,1,22,21,12,5,39,1,3,53,4,40,2,2,47,9,58,0,38,4,66,0,30,4,70,0,28,2,65,0,23,12,85,1,12,2,86,1,13,0,46,0,1,1,4,15,33,46,0,1,1,9,9,34,50,0,17,10,13,10,50,1,16,6,5,22,50,1,17,12,9,11,72,2,22,4,72,10,7,11,72,7,12,9,52,1,28,19,81,0,8,11,92,0,3,1,1,0,1,1,1,64,0,1,6,1,3,0,1,2,3,0,1,1,1,0,2,14,60,1,31,6,0,2,60,0,6,25,4,2,1,2,0,64,2,25,7,2,64,0,7,18,6,1,4,5.108695652173913,5.22909918254278,1.4444444444444444,1.130388330520878,7.206896551724137,5.307537163215747,3.1176470588235294,1.8383903677905373
BJ,BEN,Benin,2021-03-11,2021-03-07,100,1,45170.4663291394,1,45170.4663291394,23,93,10590067.645090789,41,9,3,88,9,10,81,8,4,88,8,29,63,7,14,79,7,20,73,10,3,87,9,8,83,10,4,86,8,5,87,10,6,84,9,21,70,9,1,90,9,16,75,97,0,1,2,90,0,5,5,96,0,3,1,71,0,8,21,86,0,7,7,80,0,7,13,97,0,3,0,92,0,4,4,96,0,1,3,95,1,3,1,94,0,3,3,79,0,7,14,99,0,1,0,84,0,9,7,7,0,13,80,88,1,6,5,9,0,34,57,67,1,14,18,86,0,3,9,2,86,0,2,10,2,98,0,2,25,1,31,43,15,2,1,78,4,99,0,0,0,1,99,0,0,0,1,16,0,26,24,16,18,25,11,25,22,17,25,11,25,22,17,25,9,17,23,26,25,13,13,17,32,25,9,28,27,11,82,0,7,11,82,0,10,8,82,0,13,5,82,0,15,3,82,0,9,9,82,0,14,4,82,0,16,2,82,0,17,1,82,0,12,6,82,0,11,7,84,0,7,9,84,0,9,7,84,0,14,2,84,0,13,3,84,0,3,13,84,0,13,3,84,0,16,0,84,0,16,0,84,0,14,2,84,0,10,6,78,0,4,18,78,0,13,9,78,0,20,2,78,0,21,1,78,0,12,10,78,0,15,7,78,0,15,7,78,0,22,0,78,0,20,2,78,0,19,3,99,1,0,99,0,1,99,1,0,99,1,0,99,1,0,99,1,0,99,1,0,99,1,0,99,1,0,99,1,0,92,0,8,0,92,0,7,1,92,0,6,2,92,0,3,5,92,0,6,2,92,0,5,3,92,0,4,4,28,0,39,6,17,10,29,2,64,5,29,2,67,2,29,2,69,0,29,2,67,2,29,2,64,5,29,2,65,4,29,2,68,1,29,2,67,2,29,2,67,2,29,2,20,49,89,2,1,8,59,2,4,35,38,0,18,7,16,21,53,0,2,45,53,2,2,43,72,13,3,12,72,10,12,6,72,3,20,5,72,11,6,11,72,10,10,8,72,13,3,12,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,29,5,44,22,29,6,36,29,29,9,27,35,29,6,36,29,29,8,19,44,29,7,17,47,34,0,34,32,66,0,20,4,2,8,36,0,2,13,20,29,36,0,62,2,38,2,11,49,38,0,40,16,4,2,0,0,38,0,27,12,18,5,38,0,20,28,8,6,38,1,5,52,4,38,1,3,51,7,58,1,38,3,64,1,33,2,73,1,24,2,66,1,22,11,83,0,14,3,83,1,15,1,38,1,1,0,5,17,38,38,1,0,3,8,11,39,43,1,17,11,17,11,43,2,14,8,5,28,43,2,19,12,10,14,70,1,23,6,70,10,5,15,70,7,12,11,45,2,29,24,76,0,10,14,90,1,3,1,1,0,1,1,2,61,0,2,10,1,3,0,0,2,2,0,1,2,3,0,3,10,56,2,33,7,0,2,56,0,7,24,6,2,3,2,0,59,3,26,9,3,59,2,9,15,7,2,6,5.0212765957446805,4.993427687871884,1.9,1.5238839267549948,7.870967741935483,5.925886349927584,3.432432432432433,2.021283153243401
