ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BG,BGR,Bulgaria,2020-12-21,2020-12-21,388,3,23622.25985353853,1,5117.279813197511,208,362,4152082.334568234,292,8,8,372,7,43,338,8,9,371,6,72,310,6,59,323,6,42,340,7,30,351,8,16,364,8,16,364,7,22,359,7,27,354,6,48,334,8,17,363,4,66,318,380,1,6,1,346,3,20,19,380,1,3,4,319,4,26,39,330,3,17,38,348,3,20,17,359,3,14,12,373,2,6,7,374,1,7,6,368,0,17,3,362,1,11,14,341,4,15,28,371,2,9,6,324,5,26,33,26,0,92,270,299,0,18,71,34,3,111,240,277,2,37,72,351,18,19,0,351,20,17,0,368,0,10,10,0,77,5,17,289,388,0,0,0,0,0,39,0,80,79,85,105,345,4,16,13,10,345,6,16,10,11,345,6,12,9,16,345,5,15,6,17,345,7,4,9,23,0,371,5,3,9,371,5,2,10,371,2,9,6,371,4,7,6,371,5,3,9,371,5,3,9,388,0,0,0,388,0,0,0,388,0,0,0,388,0,0,0,388,0,0,0,388,0,0,0,388,0,0,0,388,0,0,0,388,0,0,0,388,0,0,0,388,0,0,0,388,0,0,0,49,4,100,235,49,2,262,75,49,6,35,298,49,4,137,198,49,6,30,303,49,4,71,264,50,0,155,183,233,0,96,29,14,16,54,2,2,15,85,230,54,2,330,2,59,2,40,287,59,0,187,69,17,23,10,23,59,1,134,75,71,48,63,6,78,146,55,40,64,0,26,288,10,71,5,25,273,14,288,3,77,20,126,5,249,8,353,1,27,7,251,4,63,70,358,3,15,12,317,4,62,5,75,2,7,10,34,83,177,75,3,5,12,27,72,194,78,0,108,141,40,21,78,1,17,38,86,168,78,1,48,83,86,92,257,8,103,20,257,46,41,44,257,43,53,35,78,6,148,156,232,1,54,101,335,4,10,3,0,9,8,3,16,188,0,4,21,12,18,5,9,13,25,0,5,18,11,3,10,46,85,3,141,156,0,3,85,0,40,52,63,63,49,30,6,93,11,189,66,29,93,6,87,122,61,13,6,9.863945578231293,12.217010068372563,2.6911764705882355,1.729958613439704,13.148905109489053,5.047925868451357,2.2426470588235294,1.030861951018534
BG,BGR,Bulgaria,2020-12-22,2020-12-22,340,3,31145.415207253413,2,21610.11784316532,128,317,3959156.751728955,247,6,4,330,6,36,298,6,8,326,7,53,280,6,58,276,7,30,303,7,20,313,6,14,320,8,8,324,5,17,318,6,15,319,5,33,302,8,12,320,8,52,280,336,1,1,2,304,2,18,16,332,0,2,6,287,2,17,34,282,2,14,42,310,3,14,13,320,0,8,12,326,0,6,8,332,0,4,4,323,0,16,1,325,2,8,5,307,1,12,20,328,3,4,5,288,1,19,32,19,4,54,263,288,0,14,38,24,2,114,200,227,1,30,82,310,5,23,2,310,18,12,0,322,0,8,7,3,58,2,9,271,340,0,0,0,0,0,28,1,68,72,85,86,34,26,75,105,100,34,25,92,99,90,34,30,65,88,123,34,30,68,80,128,34,35,14,57,200,0,331,4,0,5,331,3,2,4,331,0,5,4,331,4,2,3,331,4,0,5,331,4,1,4,340,0,0,0,340,0,0,0,340,0,0,0,340,0,0,0,340,0,0,0,340,0,0,0,340,0,0,0,340,0,0,0,340,0,0,0,340,0,0,0,340,0,0,0,340,0,0,0,40,5,107,188,40,2,250,48,40,11,17,272,40,8,103,189,40,10,26,264,40,8,60,232,44,1,128,167,212,1,77,33,8,9,48,7,2,19,79,185,48,4,288,0,55,4,40,241,55,1,167,59,26,12,7,13,55,2,126,52,62,43,56,5,62,116,51,50,58,1,24,243,14,63,5,20,242,10,233,3,85,19,91,4,238,7,323,1,14,2,237,3,45,55,314,2,17,7,280,1,57,2,64,6,3,9,26,84,148,64,6,4,6,29,78,153,69,4,65,127,51,24,69,1,11,38,71,150,69,1,46,71,71,82,224,16,83,17,224,48,28,40,224,39,35,42,73,2,104,161,179,0,49,112,292,3,17,4,4,2,2,2,14,188,1,6,15,11,13,5,5,9,15,1,10,17,7,7,4,26,82,4,123,126,1,4,82,1,29,41,52,64,41,26,4,89,7,172,51,21,89,6,55,113,56,11,10,11.49579831932773,14.258434286343055,3.0857142857142863,1.8530011995080173,13.14977973568282,5.10829946289334,2.317180616740088,1.1034198560555593
BG,BGR,Bulgaria,2020-12-23,2020-12-23,339,1,6473.8643050474,1,6473.8643050474,144,328,4055363.2427886943,261,4,4,331,4,31,304,4,9,326,2,53,284,3,42,294,5,28,306,4,12,323,4,12,323,5,8,326,4,9,326,3,13,323,4,43,292,4,12,323,4,43,292,335,1,1,2,308,1,11,19,330,1,7,1,286,3,15,35,297,3,12,27,311,3,7,18,327,2,4,6,327,1,6,5,331,1,1,6,330,2,4,3,326,1,8,4,296,2,12,29,327,2,4,6,296,2,19,22,9,2,57,271,283,0,12,44,14,6,105,214,235,0,27,77,312,9,18,0,312,14,13,0,325,0,4,10,0,50,4,21,264,339,0,0,0,0,0,21,1,78,69,67,103,26,24,80,96,113,26,27,101,77,108,26,30,94,73,116,26,34,82,69,128,26,41,21,55,196,0,320,7,1,11,320,5,3,11,320,3,9,7,320,5,6,8,320,5,7,7,320,4,3,12,339,0,0,0,339,0,0,0,339,0,0,0,339,0,0,0,339,0,0,0,339,0,0,0,339,0,0,0,339,0,0,0,339,0,0,0,339,0,0,0,339,0,0,0,339,0,0,0,28,9,99,203,28,5,262,44,28,11,33,267,28,8,137,166,28,9,34,268,28,10,55,246,35,0,148,156,191,0,98,28,8,14,37,0,4,19,104,175,37,1,299,2,43,4,37,255,43,1,165,53,27,28,8,14,43,2,120,56,66,52,45,5,60,130,49,50,47,1,24,253,14,47,4,24,253,11,242,1,75,21,81,2,247,9,306,1,23,9,203,2,58,76,306,3,19,11,284,1,48,6,50,5,7,12,31,78,156,50,4,7,12,26,77,163,53,2,75,126,49,34,53,1,11,39,75,160,53,1,44,85,71,85,213,17,93,16,213,51,33,42,213,42,55,29,57,1,116,165,174,1,58,106,285,6,11,1,2,9,2,6,17,169,1,6,24,14,16,4,8,4,15,0,12,13,2,12,4,35,69,4,131,129,2,4,69,2,24,42,57,61,53,27,4,74,12,162,55,36,74,10,64,112,57,12,10,9.347826086956522,11.586473873081239,2.9772727272727266,1.982348106895789,13.470954356846473,4.892084031242856,2.1411290322580645,1.0533549329937262
BG,BGR,Bulgaria,2020-12-24,2020-12-24,332,2,22625.0162219667,2,22625.0162219667,144,315,4220376.8714797,240,5,4,323,3,32,297,4,16,312,7,50,275,4,45,283,4,30,298,4,21,307,5,12,315,4,5,323,3,10,319,3,17,312,3,27,302,4,10,318,5,39,288,328,2,2,0,300,2,10,20,316,2,7,7,282,5,19,26,287,1,11,33,302,3,13,14,311,0,6,15,320,1,6,5,327,0,3,2,322,0,7,3,315,0,11,6,305,0,12,15,322,0,8,2,293,2,20,17,16,1,54,261,280,0,11,41,20,8,98,206,234,1,22,75,310,4,17,1,310,13,9,0,319,0,1,10,2,51,7,17,257,332,0,0,0,0,0,25,1,79,73,55,99,30,22,78,100,102,30,31,114,78,79,30,33,82,84,103,30,41,82,80,99,30,44,26,56,176,0,315,8,2,7,315,8,2,7,315,5,10,2,315,9,2,6,315,5,6,6,315,8,4,5,332,0,0,0,332,0,0,0,332,0,0,0,332,0,0,0,332,0,0,0,332,0,0,0,332,0,0,0,332,0,0,0,332,0,0,0,332,0,0,0,332,0,0,0,332,0,0,0,38,2,78,214,38,0,244,50,38,4,29,261,38,3,120,171,38,3,26,265,38,2,52,240,42,1,129,160,203,0,90,24,8,7,45,3,0,17,82,185,45,3,283,1,51,2,38,241,51,0,171,58,19,16,3,14,51,3,119,56,64,39,54,4,64,126,46,38,55,1,28,241,7,66,2,30,222,12,255,1,65,11,89,2,236,5,303,2,21,6,212,0,58,62,306,0,19,7,280,1,46,5,71,3,2,13,32,84,127,71,3,6,14,30,69,139,72,3,78,114,37,28,72,0,13,31,64,152,72,0,37,55,77,91,242,17,64,9,242,30,27,33,242,21,39,30,75,3,113,141,191,1,49,91,285,2,10,3,4,4,0,5,19,173,0,4,10,10,9,3,7,8,18,1,6,20,8,6,6,43,86,5,113,128,0,0,86,0,23,38,47,53,49,36,0,90,12,161,44,25,90,13,51,104,52,15,7,10.884615384615385,14.426296722834953,2.9777777777777774,1.6023971941053714,13.49780701754386,4.655653047833436,2.4070796460176993,1.0425368047142864
BG,BGR,Bulgaria,2020-12-25,2020-12-25,268,1,3914.36682557925,0,0,126,258,4153780.1456236145,199,4,4,260,4,16,248,4,4,260,5,46,217,4,33,231,3,18,247,3,10,255,3,9,256,6,5,257,4,10,254,4,16,248,5,29,234,5,6,257,4,40,224,264,0,3,1,252,1,8,7,264,0,3,1,222,1,17,28,235,1,11,21,250,1,4,13,258,0,3,7,259,0,4,5,263,0,3,2,258,1,8,1,252,0,7,9,239,0,13,16,262,0,6,0,228,3,14,23,10,0,49,209,222,0,9,37,16,2,102,148,166,1,31,70,237,9,21,1,237,16,15,0,252,0,6,10,0,51,3,11,203,268,0,0,0,0,0,20,0,54,72,45,77,23,23,60,84,78,23,19,91,66,69,23,24,69,64,88,23,27,61,72,85,23,30,21,57,137,0,257,4,2,5,257,5,2,4,257,4,4,3,257,2,6,3,257,5,1,5,257,5,0,6,268,0,0,0,268,0,0,0,268,0,0,0,268,0,0,0,268,0,0,0,268,0,0,0,268,0,0,0,268,0,0,0,268,0,0,0,268,0,0,0,268,0,0,0,268,0,0,0,28,3,43,194,28,1,168,71,28,4,19,217,28,2,107,131,28,4,19,217,28,5,32,203,30,2,114,122,154,0,82,24,4,4,34,2,0,13,67,152,34,3,231,0,42,1,28,197,42,0,132,54,14,10,5,11,42,0,95,58,50,23,42,3,55,97,43,28,45,0,17,200,6,47,4,15,198,4,225,0,35,8,100,1,159,8,249,0,15,4,161,0,40,67,249,0,9,10,236,1,31,0,48,5,2,7,21,64,121,48,2,3,13,22,49,131,51,2,60,108,27,20,51,2,6,20,57,132,51,0,29,43,69,76,196,6,52,14,196,25,17,30,196,23,28,21,53,7,96,112,156,1,49,62,223,4,8,4,3,3,2,5,16,127,0,5,15,9,10,2,5,11,12,0,5,19,8,3,3,34,62,4,87,111,1,3,62,0,17,41,34,51,36,24,3,68,7,129,37,27,68,7,44,80,56,10,3,7.845238095238095,9.63114181775515,3.054054054054054,1.8995020684663937,14.36111111111111,4.599931853865995,2.387292817679558,1.0553060995661216
BG,BGR,Bulgaria,2020-12-26,2020-12-26,353,2,20833.60475924481,1,9816.28442056191,179,340,4052158.273107284,267,9,2,342,8,38,307,6,7,340,8,55,290,10,66,277,7,30,316,8,18,327,12,7,334,8,9,336,9,5,339,10,19,324,8,39,306,7,12,334,8,59,286,351,0,1,1,315,0,17,21,346,0,5,2,298,3,11,41,287,0,19,47,323,2,7,21,335,0,10,8,346,1,3,3,344,0,5,4,348,0,3,2,334,2,11,6,314,2,19,18,341,1,6,5,294,4,28,27,10,3,72,268,282,0,13,58,14,7,120,212,233,0,42,78,311,8,34,0,311,27,14,1,326,0,7,20,0,64,5,14,270,353,0,0,0,0,0,18,1,77,69,81,107,24,29,81,105,114,24,32,102,97,98,24,37,84,83,125,24,38,82,90,119,24,44,28,53,204,0,339,8,0,6,339,7,2,5,339,4,5,5,339,5,5,4,339,7,3,4,339,5,4,5,353,0,0,0,353,0,0,0,353,0,0,0,353,0,0,0,353,0,0,0,353,0,0,0,353,0,0,0,353,0,0,0,353,0,0,0,353,0,0,0,353,0,0,0,353,0,0,0,30,13,55,255,30,5,225,93,30,11,18,294,30,8,147,168,30,11,16,296,30,9,42,272,36,1,143,173,210,0,102,29,7,5,38,4,3,11,104,193,38,1,312,2,42,4,34,273,42,0,168,67,27,18,7,24,42,1,130,67,73,40,44,6,74,130,57,42,45,3,28,266,11,50,3,28,255,17,298,0,40,15,129,4,214,6,335,0,13,5,207,1,57,88,337,0,7,9,311,2,36,4,55,3,3,12,32,87,161,55,3,2,16,28,58,191,61,3,72,145,40,32,61,3,5,38,72,174,61,2,29,90,75,96,235,24,80,14,235,47,39,32,235,35,56,27,64,3,135,151,202,0,68,83,291,1,17,7,5,5,6,3,18,156,0,7,18,9,17,4,12,10,22,1,3,17,15,7,11,44,78,6,110,158,0,1,78,1,23,53,47,61,47,35,8,83,10,178,45,37,83,6,58,111,61,25,9,12.133333333333333,16.298881461489138,2.925925925925926,2.0080202570940537,13.492031872509958,5.431568489394208,2.23046875,1.0799461565191073
BG,BGR,Bulgaria,2020-12-27,2020-12-27,361,2,24546.7149263358,1,10605.462463289101,137,349,4129890.4617588227,275,10,2,349,9,33,319,10,7,344,11,47,303,9,49,303,7,39,315,10,15,336,10,10,341,9,3,349,7,10,344,11,15,335,10,43,308,11,3,347,11,45,305,359,1,1,0,328,1,12,20,354,0,2,5,314,3,9,35,312,1,13,35,322,2,12,25,346,0,3,12,351,1,5,4,358,1,2,0,351,0,8,2,346,2,5,8,318,1,10,32,358,1,1,1,316,0,17,28,11,1,59,290,303,1,14,43,12,5,120,224,242,1,28,90,333,2,26,0,333,20,8,0,341,0,9,10,1,47,7,16,291,361,0,0,0,0,0,15,2,83,93,60,108,26,29,86,117,103,26,26,122,93,94,26,34,110,73,118,26,30,105,80,120,26,39,32,65,199,0,345,7,2,7,345,8,1,7,345,1,11,4,345,8,4,4,345,7,4,5,345,8,2,6,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,361,0,0,0,32,8,46,275,32,4,232,93,32,9,24,296,32,9,131,189,32,10,24,295,32,8,41,280,35,0,150,176,211,0,115,22,5,8,38,4,1,15,110,193,38,4,319,0,46,3,33,279,46,0,188,71,25,15,4,12,46,0,109,86,89,31,47,4,85,127,60,38,49,1,27,268,16,58,2,22,265,14,315,1,40,5,130,1,225,5,337,0,20,4,231,1,48,81,337,1,14,9,320,0,41,0,58,4,4,15,38,77,165,58,1,6,12,29,73,182,62,3,89,120,57,30,62,0,17,34,74,174,62,0,40,89,82,88,233,13,90,25,233,43,35,50,233,37,48,43,65,7,117,172,189,1,58,113,308,4,17,0,2,4,3,4,19,193,0,4,19,9,14,5,8,12,15,0,5,13,6,8,10,40,79,6,122,150,1,3,79,0,29,41,67,60,45,33,7,83,11,195,43,29,83,11,58,110,73,20,6,11.345736434108527,15.017630304453505,3,1.986798535597566,13.164,5.0936120321571945,2.3253968253968256,1.0699023679579336
BG,BGR,Bulgaria,2020-12-28,2020-12-27,100,0,0,0,0,40,95,1148482.8296713629,56,4,0,96,3,8,89,5,0,95,4,15,81,3,18,79,3,11,86,4,5,91,4,2,94,3,0,97,3,4,93,4,8,88,2,17,81,4,0,96,3,13,84,100,0,0,0,92,0,4,4,100,0,0,0,85,3,5,7,82,1,6,11,89,1,6,4,95,0,2,3,98,0,1,1,100,0,0,0,96,0,3,1,92,2,3,3,83,1,6,10,100,0,0,0,87,1,7,5,5,0,17,78,83,0,6,11,5,4,30,61,71,0,6,23,94,0,6,0,94,4,2,0,96,0,2,2,0,16,3,5,76,100,0,0,0,0,0,7,1,19,21,17,35,15,6,25,24,30,15,4,33,24,24,15,7,23,20,35,15,4,27,18,36,15,7,7,17,54,0,95,3,1,1,95,3,0,2,95,0,5,0,95,3,1,1,95,2,2,1,95,3,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,17,1,16,66,17,1,57,25,17,1,8,74,17,2,35,46,17,2,8,73,17,1,14,68,18,0,41,41,59,0,28,6,2,5,18,2,1,3,29,47,18,1,81,0,24,1,10,65,24,0,41,21,6,3,1,4,24,0,23,20,25,8,24,0,16,33,16,11,26,0,10,60,4,33,0,7,56,4,84,0,14,2,43,0,55,2,92,0,7,1,65,0,13,22,92,0,4,4,86,0,14,0,33,1,1,2,8,22,33,33,0,0,1,5,14,47,34,1,23,22,14,6,34,0,3,7,19,37,34,0,8,19,15,24,74,1,21,4,74,9,7,10,74,11,7,8,36,1,27,36,64,1,14,21,88,2,5,0,0,0,0,1,4,61,0,1,5,1,4,2,2,6,4,0,1,0,2,2,1,8,42,2,25,30,0,1,42,0,6,7,16,13,8,7,1,44,2,40,12,2,44,3,8,28,13,4,0,13.750000000000002,17.496734389185722,2.9166666666666665,1.6764862244009229,13.4,5.579725202313581,2.4285714285714284,1.0206207261596576
BG,BGR,Bulgaria,2020-12-30,2020-12-30,357,0,0,0,0,124,336,4489637.1821114,274,9,2,346,6,35,316,9,9,339,5,59,293,6,48,303,10,33,314,8,15,334,7,12,338,7,9,341,5,11,341,8,17,332,6,44,307,8,8,341,6,57,294,355,1,1,0,322,0,16,19,348,0,4,5,298,4,22,33,309,0,14,34,324,1,16,16,342,0,6,9,345,0,8,4,348,0,4,5,346,0,8,3,340,1,5,11,313,2,13,29,349,1,5,2,300,1,21,35,20,1,52,284,308,0,9,40,24,4,121,208,238,3,27,89,330,5,22,0,330,16,11,0,341,0,1,15,0,61,4,19,273,357,0,0,0,0,0,32,2,86,79,64,94,39,31,88,102,97,39,28,119,82,89,39,33,101,82,102,39,30,101,82,105,39,44,32,66,176,0,339,6,2,10,339,5,5,8,339,5,6,7,339,6,6,6,339,6,5,7,339,6,5,7,357,0,0,0,357,0,0,0,357,0,0,0,357,0,0,0,357,0,0,0,357,0,0,0,357,0,0,0,357,0,0,0,357,0,0,0,357,0,0,0,357,0,0,0,357,0,0,0,39,5,87,226,39,2,254,62,39,6,28,284,39,6,135,177,39,6,24,288,39,6,44,268,44,1,153,159,204,0,104,25,8,16,45,1,1,13,95,202,45,2,309,1,48,2,38,269,48,0,182,70,25,14,5,13,48,2,112,61,88,46,48,8,72,130,63,36,48,2,25,271,11,57,2,26,263,9,270,2,71,14,104,6,243,4,329,1,21,6,223,4,60,70,334,0,13,10,313,1,39,4,61,7,2,12,26,72,177,61,5,1,13,23,70,184,62,4,80,134,51,26,62,2,7,24,75,187,62,1,23,81,83,107,254,14,70,19,254,34,29,40,254,23,41,39,65,3,116,173,184,0,66,107,299,1,11,3,9,2,4,4,24,183,0,3,23,12,14,3,3,13,17,0,11,17,11,8,5,34,79,5,126,145,0,2,79,2,19,41,52,71,57,33,3,81,12,182,49,33,81,11,64,115,63,14,9,9.5,13.844556898839011,2.7142857142857144,1.5970355813455201,13.674509803921568,5.268381511890038,2.2450592885375493,1.096180823251607
BG,BGR,Bulgaria,2020-12-31,2020-12-31,342,0,0,0,0,115,326,4517411.02427264,253,3,3,336,4,24,314,4,5,333,3,55,284,3,40,299,3,34,305,4,17,321,6,8,328,3,6,333,2,11,329,5,18,319,3,44,295,4,10,328,3,57,282,339,0,2,1,318,0,11,13,337,1,2,2,287,2,19,34,302,0,11,29,308,1,13,20,325,0,6,11,334,1,4,3,336,0,1,5,331,1,10,0,324,1,8,9,298,1,11,32,332,1,4,5,285,2,26,29,16,0,53,273,291,0,12,39,19,6,120,197,222,1,24,95,318,5,19,0,318,14,10,0,328,0,6,8,0,51,5,12,274,342,0,0,0,0,0,25,0,73,80,59,105,29,26,64,107,116,29,25,108,85,95,29,34,87,83,109,29,29,83,91,110,29,38,27,55,193,0,331,4,3,4,331,5,0,6,331,3,5,3,331,4,3,4,331,5,2,4,331,3,3,5,335,0,0,7,335,0,0,7,335,0,1,6,335,0,0,7,335,0,0,7,335,0,0,7,335,0,0,7,341,0,0,1,341,0,0,1,341,0,0,1,341,0,0,1,341,0,0,1,36,6,77,223,36,2,258,46,36,5,29,272,36,4,129,173,36,6,34,266,36,5,52,249,42,0,151,149,191,0,106,24,6,15,43,2,4,20,83,190,43,3,295,1,46,0,34,262,46,0,178,55,30,16,8,9,46,2,110,64,80,40,49,4,67,107,62,53,52,2,33,248,7,64,4,32,232,10,266,2,53,21,86,0,247,9,313,2,17,10,214,1,63,64,308,0,24,10,290,0,45,7,67,4,6,11,27,78,149,67,3,5,11,24,67,165,70,6,61,122,52,31,70,1,10,31,62,168,70,1,29,93,74,75,221,16,84,21,221,49,33,39,221,44,42,35,74,4,109,155,187,1,67,87,278,7,16,1,4,10,7,3,16,169,1,7,21,19,13,4,9,10,13,1,5,10,6,8,4,42,83,7,128,123,0,1,83,2,25,40,50,63,40,35,4,88,9,161,54,30,88,8,77,96,52,13,8,10.946969696969697,13.922530695824445,2.6756756756756763,1.4917188827742394,13.382096069868995,5.068745213892851,2.232365145228216,1.0547265677795752
