ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B10..99,B10..77,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V2a..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V5a_1..99,V5a_2..99,V5a_3..99,V5a_4..99,V5a_5..99,V5a_6..99,V5a_7..99,V5a_8..99,V5a_9..99,V5b_1..99,V5b_2..99,V5b_3..99,V5b_4..99,V5b_5..99,V5b_6..99,V5b_7..99,V5b_8..99,V5b_9..99,V5c_1..99,V5c_2..99,V5c_3..99,V5c_4..99,V5c_5..99,V5c_6..99,V5c_7..99,V5c_8..99,V5c_9..99,V5d_1..99,V5d_2..99,V5d_3..99,V5d_4..99,V5d_5..99,V5d_6..99,V5d_7..99,V5d_8..99,V5d_9..99,V6_1..99,V6_2..99,V6_3..99,V6_4..99,V6_5..99,V6_6..99,V6_7..99,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_2..99,V10_3..99,V10_4..99,V10_5..99,V10_6..99,V10_7..99,V10_8..99,V10_9..99,V10_10..99,V11..99,V12..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.2,B13_2..99,B13_2..77,B13_2.2,B13_3..99,B13_3..77,B13_3.2,B13_4..99,B13_4..77,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1.1,B14_1.2,B14_2..99,B14_2.1,B14_2.2,B14_3..99,B14_3.1,B14_3.2,B14_4..99,B14_4.1,B14_4.2,B14_5..99,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C9a..99,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BF,BFA,Burkina Faso,2021-01-16,2021-01-14,100,2,99235.5467560137,1,35212.0266913062,13,85,4576355.846067262,40,7,5,88,7,16,77,7,4,89,8,34,58,5,18,77,7,19,74,6,7,87,6,10,84,8,7,85,6,5,89,6,8,86,5,22,73,10,3,87,7,18,75,95,1,1,3,84,1,8,7,96,1,3,0,66,3,15,16,82,2,8,8,81,3,7,9,93,2,1,4,90,1,7,2,93,1,3,3,95,2,1,2,92,3,4,1,78,4,8,10,97,0,1,2,82,2,8,8,15,0,6,79,95,0,2,3,16,1,16,67,84,0,7,9,93,0,6,1,93,2,5,98,0,1,1,26,4,24,46,100,100,0,20,0,26,18,16,20,26,9,29,17,19,26,9,32,18,15,26,7,33,18,16,26,12,32,14,16,26,12,21,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,30,10,18,13,0,0,0,0,0,0,0,0,0,0,0,0,78,11,5,6,78,9,8,5,78,12,7,3,78,12,3,7,78,12,5,5,78,9,5,8,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,28,2,49,21,28,6,31,35,28,6,38,28,28,5,35,32,28,7,30,35,28,6,12,54,31,0,38,31,62,1,15,6,2,14,31,0,5,8,29,27,31,5,59,5,34,2,20,44,34,1,24,21,9,6,4,1,34,0,20,10,20,16,36,4,17,23,15,5,37,1,1,56,5,0,42,0,0,52,6,52,4,38,6,70,2,22,6,63,3,23,11,66,2,19,13,71,3,21,5,88,3,6,3,43,1,0,2,6,16,32,43,0,1,2,4,15,35,44,2,24,15,10,5,44,1,19,14,7,15,44,1,25,9,9,12,66,6,25,3,66,14,10,10,66,8,21,5,45,0,36,19,81,0,10,9,90,0,2,0,1,0,1,0,6,54,0,2,4,1,8,2,2,6,1,2,1,4,4,0,1,8,60,0,33,7,0,0,60,6,15,9,4,4,2,0,60,0,33,6,1,60,0,9,11,9,7,4,4.071428571428571,3.6384991353837304,2.5,2.0816659994661326,8.625,6.847415335306714,3.5945945945945947,2.3974460886008986
BF,BFA,Burkina Faso,2021-01-17,2021-01-15,100,1,97509.83294047779,1,97509.83294047779,16,84,4916439.341070389,35,5,4,91,6,14,80,6,4,90,7,33,60,4,17,79,6,20,74,5,6,89,7,8,85,6,8,86,5,6,89,6,7,87,4,22,74,9,2,89,6,20,74,96,1,0,3,86,1,7,6,96,1,2,1,67,3,12,18,83,2,5,10,80,3,7,10,94,2,0,4,92,1,5,2,92,1,3,4,94,2,3,1,93,3,2,2,78,4,7,11,98,0,1,1,80,2,8,10,16,0,9,75,91,0,4,5,16,1,17,66,83,0,10,7,90,0,9,1,90,3,7,97,0,1,2,29,3,18,50,100,100,0,20,0,28,19,16,17,26,10,27,15,22,26,8,32,16,18,26,6,38,13,17,26,8,35,9,22,26,11,22,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,29,9,21,13,0,0,0,0,0,0,0,0,0,0,0,0,84,9,2,5,84,6,7,3,84,9,5,2,84,10,0,6,84,9,3,4,84,6,4,6,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,28,3,47,22,28,5,33,34,28,6,35,31,28,5,37,30,28,5,35,32,28,4,12,56,30,1,37,32,63,1,15,9,1,11,30,0,2,10,36,22,30,5,63,2,33,3,18,46,33,1,31,16,9,6,3,1,33,0,24,11,15,17,34,4,20,24,15,3,35,1,1,55,8,0,40,0,1,54,5,54,5,37,4,68,4,22,6,66,4,21,9,64,4,21,11,66,3,25,6,88,3,8,1,43,0,0,1,6,23,27,43,0,0,2,6,19,30,45,0,27,14,9,5,45,1,18,12,10,14,45,0,24,10,12,9,66,5,27,2,66,10,14,10,66,6,22,6,45,0,37,18,82,0,9,9,91,0,0,0,0,1,1,0,7,54,0,3,4,2,14,2,1,4,1,2,1,3,2,0,0,7,64,0,31,5,0,0,64,3,13,9,6,3,2,0,65,0,27,6,2,65,0,8,9,9,5,4,4.45945945945946,3.3299532412015322,2.2,1.9235384061671346,10.233333333333333,7.7712260308775285,4.333333333333333,2.8795254238618324
BF,BFA,Burkina Faso,2021-01-18,2021-01-16,100,2,124502.90374494599,2,124502.90374494599,25,86,5474642.748712065,36,5,3,92,7,14,79,6,4,90,8,24,68,4,20,76,7,15,78,7,5,88,8,4,88,7,6,87,6,7,87,6,11,83,5,17,78,8,5,87,8,12,80,97,1,1,1,86,2,6,6,96,1,1,2,76,3,5,16,80,3,6,11,85,3,5,7,95,2,1,2,96,1,1,2,94,1,2,3,93,2,4,1,89,3,4,4,83,4,6,7,95,1,3,1,88,2,4,6,13,1,12,74,88,0,7,5,13,2,21,64,79,0,13,8,87,2,11,0,87,1,12,99,0,0,1,30,2,13,55,100,100,0,16,2,24,19,18,21,22,12,24,16,26,22,13,28,16,21,22,11,34,11,22,22,11,31,12,24,22,18,20,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,33,12,19,10,0,0,0,0,0,0,0,0,0,0,0,0,88,5,3,4,88,2,7,3,88,4,7,1,88,5,1,6,88,4,2,6,88,5,1,6,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,25,5,46,24,25,5,39,31,25,5,32,38,25,4,38,33,25,4,31,40,25,5,10,60,27,1,40,32,60,1,15,8,5,11,27,0,2,11,29,31,27,2,69,2,29,2,16,53,29,0,35,16,11,5,3,1,29,0,30,14,16,11,32,1,20,25,20,2,32,0,0,63,5,0,37,1,3,57,2,55,6,34,5,62,5,28,5,69,5,20,6,63,5,19,13,70,4,20,6,90,3,7,0,40,1,1,1,6,27,24,40,1,0,2,8,21,28,43,0,34,10,8,5,43,2,16,13,9,17,43,0,21,13,11,12,67,5,23,5,67,11,11,11,67,8,18,7,44,0,36,20,80,0,9,11,92,0,1,0,0,1,1,0,5,57,0,2,5,2,11,1,1,2,1,1,2,2,4,0,1,8,62,0,33,5,0,0,62,4,12,9,9,2,2,0,64,1,28,4,3,64,0,7,8,10,7,4,5.542857142857143,4.44801910400347,2.857142857142857,1.7728105208558367,9.3,7.456309524432172,4.32258064516129,3.1025483802211533
BF,BFA,Burkina Faso,2021-01-19,2021-01-17,100,3,181964.3000948968,3,181964.3000948968,26,87,5845560.17134493,39,5,5,90,4,16,80,5,3,92,6,26,68,4,17,79,4,14,82,6,4,90,5,5,90,6,5,89,6,3,91,5,6,89,6,19,75,5,6,89,5,10,85,95,1,3,1,84,1,7,8,97,1,1,1,74,2,10,14,83,2,7,8,86,2,7,5,96,0,3,1,95,0,2,3,95,0,3,2,97,0,3,0,94,0,4,2,81,1,13,5,94,2,3,1,90,1,6,3,12,1,14,73,87,0,9,4,15,1,21,63,79,0,9,12,91,2,7,0,91,1,8,99,0,1,0,25,5,18,52,100,100,0,15,2,15,29,17,22,23,8,23,18,28,23,9,23,23,22,23,8,29,18,22,23,9,28,21,19,23,13,11,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,33,12,20,9,0,0,0,0,0,0,0,0,0,0,0,0,82,7,4,7,82,4,9,5,82,4,12,2,82,5,4,9,82,5,5,8,82,6,4,8,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,27,3,55,15,27,3,48,22,27,2,36,35,27,2,44,27,27,2,28,43,27,4,9,60,30,1,45,24,55,0,13,9,7,16,31,0,1,12,27,29,31,1,66,2,31,0,21,48,31,0,29,15,17,4,2,2,31,1,23,10,23,12,33,0,21,22,21,3,33,1,1,61,4,0,40,1,2,55,2,47,4,44,5,54,3,37,6,66,3,23,8,58,3,25,14,72,2,21,5,91,1,8,0,41,1,1,1,6,23,27,41,1,0,1,5,21,31,44,1,27,8,14,6,44,1,13,10,12,20,44,0,18,14,12,12,69,8,20,3,69,14,7,10,69,11,13,7,46,0,32,22,78,0,10,12,91,0,3,0,0,1,1,0,4,60,0,2,4,2,5,0,2,2,0,0,3,2,5,0,2,11,58,1,36,5,0,0,58,3,17,12,7,2,1,0,61,2,33,3,1,61,0,5,11,15,4,4,5.722222222222222,4.814330459968216,2.2,1.3165611772087666,8.088235294117647,6.515099697178172,4.242424242424242,2.772975647097165
BF,BFA,Burkina Faso,2021-01-20,2021-01-18,100,3,181964.3000948968,3,181964.3000948968,21,87,5543302.47126878,38,3,6,91,2,15,83,3,3,94,4,26,70,3,18,79,2,16,82,4,4,92,3,5,92,4,4,92,4,3,93,3,6,91,4,18,78,3,3,94,3,13,84,94,1,3,2,85,1,5,9,97,1,1,1,74,2,12,12,82,2,9,7,84,2,8,6,96,0,2,2,95,0,3,2,96,0,3,1,97,0,3,0,94,0,3,3,82,1,13,4,97,2,1,0,87,1,8,4,13,0,14,73,88,0,8,4,17,0,19,64,81,0,5,14,95,1,4,0,95,2,3,98,0,2,0,22,5,21,52,100,100,0,18,1,16,29,12,24,26,6,20,17,31,26,7,24,21,22,26,8,28,20,18,26,5,28,20,21,26,10,10,15,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,35,11,18,8,0,0,0,0,0,0,0,0,0,0,0,0,80,9,3,8,80,6,8,6,80,6,12,2,80,6,3,11,80,7,4,9,80,8,4,8,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,30,1,54,15,30,2,40,28,30,2,36,32,30,2,42,26,30,2,28,40,30,3,10,57,34,0,38,28,62,0,9,9,7,13,37,0,1,9,33,20,37,2,58,3,39,0,23,38,39,0,24,13,17,4,1,2,39,1,16,13,21,10,39,0,23,16,19,3,41,1,1,52,5,0,49,1,1,47,2,48,3,44,5,62,2,30,6,66,2,24,8,60,2,25,13,72,1,21,6,90,2,8,0,50,1,0,1,8,10,30,50,0,0,0,6,14,30,52,2,19,9,14,4,52,0,15,7,11,15,52,0,15,13,11,9,72,8,17,3,72,12,6,10,72,8,13,7,53,0,24,23,77,0,12,11,89,0,4,0,0,1,0,0,6,66,0,2,3,1,7,0,2,3,0,0,4,1,2,0,2,7,60,1,35,4,0,0,60,3,13,14,8,2,0,0,62,2,32,3,1,62,0,6,13,12,4,3,4.783783783783784,4.714841432087587,1.7777777777777777,0.6666666666666666,9.088235294117647,6.449654193496446,3.878787878787879,2.5465365665641806
BF,BFA,Burkina Faso,2021-01-21,2021-01-19,100,3,187498.4455674722,2,157167.1060624334,25,84,5709523.412950428,39,2,5,93,1,11,88,2,6,92,3,33,64,1,17,82,2,17,81,2,3,95,2,7,91,3,5,92,3,4,93,3,6,91,2,20,78,4,3,93,4,21,75,95,2,1,2,89,0,5,6,94,2,3,1,67,3,13,17,83,2,8,7,83,2,9,6,97,0,2,1,93,0,4,3,95,0,4,1,96,1,2,1,94,1,3,2,80,2,10,8,97,1,2,0,79,1,12,8,15,1,14,70,88,0,7,5,19,0,18,63,82,0,5,13,95,0,4,1,95,2,3,98,0,2,0,25,2,22,51,100,100,0,21,0,20,26,13,20,25,5,24,18,28,25,6,28,18,23,25,5,33,15,22,25,4,33,18,20,25,10,14,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,35,8,19,11,0,0,0,0,0,0,0,0,0,0,0,0,79,7,4,10,79,5,7,9,79,7,11,3,79,5,4,12,79,6,5,10,79,7,3,11,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,29,0,55,16,29,3,31,37,29,3,32,36,29,3,38,30,29,3,30,38,29,3,12,56,33,0,34,33,66,0,10,6,10,8,36,0,1,10,31,22,36,2,59,3,40,0,21,39,40,1,24,14,13,5,1,2,40,1,16,18,16,9,41,0,25,14,15,5,44,1,0,51,4,0,48,2,0,46,4,47,2,45,6,71,1,25,3,70,1,21,8,64,2,27,7,70,1,24,5,88,4,8,0,49,2,1,0,3,11,34,49,1,2,0,4,12,32,52,2,22,11,6,7,52,0,17,7,7,17,52,0,17,12,10,9,71,8,15,6,71,10,9,10,71,9,14,6,53,0,25,22,78,0,11,11,89,0,1,0,0,1,0,0,9,64,0,4,1,2,6,0,1,4,1,0,5,1,3,0,1,7,61,1,33,5,0,0,61,2,8,17,9,2,0,1,61,2,31,5,1,61,1,9,11,11,6,1,3.9210526315789473,4.0428888450427705,2.1,0.5676462121975467,9.15625,6.320011101460238,3.289473684210526,2.2649848724134416
BF,BFA,Burkina Faso,2021-01-22,2021-01-20,100,4,200680.4129739403,2,113677.8031196337,18,84,5960536.724449647,40,1,7,92,1,8,91,1,5,94,1,23,76,0,16,84,1,17,82,1,5,94,1,5,94,1,3,96,1,5,94,1,5,94,0,13,87,2,4,94,2,17,81,93,2,2,3,92,0,4,4,95,1,3,1,77,2,6,15,84,1,6,9,83,1,6,10,95,0,2,3,95,0,3,2,97,0,2,1,95,1,3,1,95,1,3,1,87,1,2,10,96,0,3,1,83,1,8,8,14,2,9,75,91,0,4,5,16,0,20,64,80,0,10,10,90,0,9,1,90,2,8,98,1,1,0,28,0,18,54,100,100,0,21,0,17,18,19,25,24,7,17,19,33,24,8,25,15,28,24,4,33,10,29,24,6,29,14,27,24,10,11,9,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,44,9,9,11,0,0,0,0,0,0,0,0,0,0,0,0,84,5,2,9,84,5,5,6,84,5,9,2,84,5,2,9,84,5,5,6,84,5,3,8,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,26,0,61,13,26,3,29,42,26,3,32,39,26,3,38,33,26,3,22,49,26,3,14,57,28,0,31,41,69,0,14,4,9,4,31,0,3,14,27,25,31,1,65,3,34,0,19,47,34,1,21,22,10,6,3,3,34,1,20,21,14,10,35,1,20,22,15,7,38,2,0,56,4,0,44,2,1,48,5,39,5,51,5,71,2,24,3,68,5,18,9,62,4,26,8,78,1,18,3,86,5,8,1,44,3,2,0,3,11,37,44,2,3,0,4,14,33,47,1,24,11,7,10,47,0,16,7,11,19,47,0,19,11,11,12,71,6,17,6,71,6,10,13,71,5,15,9,49,0,34,17,83,0,10,7,91,1,0,1,0,1,0,0,6,57,0,3,2,2,4,3,2,8,2,1,4,2,5,0,1,4,59,1,32,6,1,1,59,4,12,16,7,1,0,1,60,2,33,4,1,60,1,9,11,7,11,1,3.15,3.4976182372199136,2.125,0.6408699444616557,8.35483870967742,6.529667613269832,3.3846153846153846,2.952388726147592
BF,BFA,Burkina Faso,2021-01-23,2021-01-21,100,3,131459.8433005441,2,74788.57295127629,17,87,6385783.405457459,35,4,7,89,3,10,87,3,3,94,4,21,75,2,15,83,3,18,79,4,6,90,3,8,89,3,2,95,2,3,95,4,5,91,2,16,82,4,3,93,3,18,79,93,1,2,4,90,1,5,4,97,0,3,0,79,2,6,13,85,1,5,9,82,0,7,11,94,0,4,2,92,2,2,4,98,1,0,1,97,0,3,0,95,1,2,2,84,3,4,9,97,0,2,1,82,2,8,8,10,3,9,78,91,0,4,5,11,0,20,69,80,0,9,11,91,0,9,0,91,1,8,99,1,0,0,23,1,18,58,100,100,0,17,0,20,21,16,26,22,14,17,17,30,22,11,27,19,21,22,5,33,13,27,22,12,25,16,25,22,14,9,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,45,10,8,13,0,0,0,0,0,0,0,0,0,0,0,0,84,9,2,5,84,8,6,2,84,8,6,2,84,10,1,5,84,10,3,3,84,8,4,4,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,23,0,68,9,23,1,41,35,23,3,41,33,23,2,44,31,23,1,25,51,23,2,18,57,28,0,37,35,63,0,16,5,11,5,29,0,2,12,24,33,29,2,68,1,33,1,17,49,33,1,22,24,9,7,3,1,33,2,20,15,16,14,34,1,14,32,13,6,35,2,1,59,3,0,38,1,2,54,5,33,5,57,5,60,2,34,4,60,6,24,10,57,4,24,15,76,1,20,3,83,4,11,2,40,3,2,1,5,16,33,40,4,2,0,5,16,33,46,0,31,8,6,9,46,0,16,6,13,19,46,0,22,9,11,12,70,7,17,6,70,8,11,11,70,3,20,7,49,0,35,16,84,0,6,10,95,1,0,1,0,1,0,0,2,61,0,1,2,0,5,4,2,6,3,2,3,1,6,0,0,4,63,0,28,6,1,2,63,5,9,19,2,1,0,1,65,2,32,1,0,65,1,6,14,6,7,1,4.488888888888889,4.530814808429366,1.8888888888888888,0.7817359599705717,7.964285714285714,6.321521985379803,3.735294117647059,3.058112148184471
BF,BFA,Burkina Faso,2021-01-24,2021-01-22,100,1,40792.2612488617,1,40792.2612488617,17,86,7237036.370560034,34,5,4,91,4,12,84,4,3,93,4,23,73,3,15,82,4,17,79,5,9,86,4,6,90,4,4,92,3,2,95,5,8,87,3,16,81,4,1,95,3,18,79,96,1,1,2,88,1,7,4,97,0,2,1,77,2,9,12,85,1,4,10,83,0,6,11,91,0,6,3,94,2,2,2,96,1,1,2,98,0,1,1,92,1,4,3,84,3,6,7,99,0,0,1,82,2,6,10,11,3,9,77,91,0,5,4,11,0,22,67,78,0,11,11,89,0,11,0,89,2,9,98,1,0,1,23,1,16,60,100,100,0,15,1,20,24,15,25,21,12,16,23,28,21,7,27,24,21,21,6,30,14,29,21,8,25,21,25,21,9,12,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,34,18,13,11,0,0,0,0,0,0,0,0,0,0,0,0,86,7,2,5,86,7,4,3,86,7,5,2,86,9,1,4,86,10,1,3,86,7,4,3,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,23,0,58,19,23,1,47,29,23,4,43,30,23,2,42,33,23,1,25,51,23,2,16,59,29,0,41,30,59,0,15,6,9,11,29,1,1,6,28,35,29,2,69,0,32,1,19,48,32,0,30,23,9,6,0,0,32,1,18,17,19,13,33,1,21,29,14,2,34,2,1,60,3,0,37,2,1,52,8,45,4,47,4,56,3,36,5,59,6,25,10,60,3,22,15,76,2,19,3,85,2,12,1,39,3,0,2,7,21,28,39,4,0,0,9,13,35,47,0,32,8,8,5,47,0,16,4,13,20,47,0,21,5,13,14,74,6,16,4,74,11,6,9,74,4,18,4,48,0,35,17,83,0,7,10,95,1,0,1,0,0,0,0,3,61,0,1,0,0,7,2,1,5,2,3,3,2,8,0,1,4,63,0,27,8,0,2,63,4,13,16,2,2,0,0,66,1,32,1,0,66,0,10,11,6,3,4,4.238095238095238,3.9000282913890905,1.8888888888888888,1.0540925533894598,9.64,6.428322746512757,3.1176470588235294,2.184861217177059
