ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
FR,FRA,France,2020-12-21,2020-12-21,3542,11,126676.79072112308,8,96363.34169506666,314,3344,37054177.095846064,2368,25,26,3491,23,302,3217,27,79,3436,21,740,2781,20,599,2923,22,279,3241,27,202,3313,24,89,3429,24,99,3419,24,31,3487,25,139,3378,28,463,3051,28,115,3399,26,588,2928,3520,2,11,9,3247,7,111,177,3468,6,28,40,2815,18,234,475,2952,15,186,389,3272,15,107,148,3346,6,72,118,3457,4,40,41,3446,6,44,46,3516,3,14,9,3405,10,53,74,3090,12,149,291,3432,5,59,46,2963,19,218,342,191,7,192,3152,3356,0,84,102,213,34,1464,1831,2083,12,397,1050,3145,0,16,359,22,3145,0,17,378,2,3525,5,12,0,666,35,383,2458,3542,0,0,0,0,0,264,10,587,960,904,817,3041,19,72,278,132,3041,14,187,219,81,3041,16,141,228,116,3041,16,133,232,120,3041,24,24,183,270,0,3168,69,15,290,3168,53,69,252,3168,67,35,272,3168,47,122,205,3168,63,29,282,3168,66,28,280,3542,0,0,0,3542,0,0,0,3542,0,0,0,3542,0,0,0,3542,0,0,0,3542,0,0,0,3542,0,0,0,3542,0,0,0,3542,0,0,0,3542,0,0,0,3542,0,0,0,3542,0,0,0,398,52,1044,2048,398,23,1684,1437,398,45,881,2218,398,25,1507,1612,398,38,140,2966,398,33,322,2789,436,8,1313,1785,2229,1,941,226,64,81,460,18,30,235,1020,1779,460,12,3055,15,506,27,409,2600,506,3,2354,510,85,34,6,44,506,16,1151,888,653,328,521,35,869,1600,361,156,536,5,811,2135,55,586,30,766,2108,52,2502,9,939,92,1866,11,1635,30,2665,10,842,25,2043,10,726,763,3403,1,92,46,3224,5,305,8,616,26,42,137,527,708,1486,616,14,39,204,608,677,1384,662,24,1042,1150,472,192,662,11,195,308,558,1808,662,7,450,605,734,1084,2496,47,715,284,2496,201,139,706,2496,170,270,606,697,13,1338,1494,2048,2,420,1072,3148,9,60,1,45,23,36,11,209,1816,1,46,159,63,171,35,82,243,123,2,78,103,143,43,78,356,1080,42,1015,1370,6,29,1080,11,250,428,434,457,470,323,89,1147,86,924,668,717,1147,49,596,661,669,305,115,9.708108108108108,13.790373209217698,1.7193939393939395,1.0640979788062894,3.944384707287933,2.2273838068419582,2.530389156099694,1.3755835401613559
FR,FRA,France,2020-12-22,2020-12-22,3472,4,60984.755644593126,3,36890.16055101822,343,3291,36772335.51028378,2366,13,18,3441,8,265,3199,6,54,3412,8,715,2749,7,505,2960,10,273,3189,7,192,3273,7,89,3376,9,95,3368,10,22,3440,11,124,3337,9,410,3053,12,86,3374,9,636,2827,3454,2,9,7,3207,9,95,161,3418,3,23,28,2757,5,239,471,2967,11,150,344,3199,6,112,155,3280,3,76,113,3383,1,48,40,3377,2,40,53,3450,2,11,9,3348,1,59,64,3062,12,147,251,3386,6,37,43,2836,14,234,388,175,6,201,3090,3283,0,72,117,206,30,1455,1781,2020,13,416,1023,3056,0,17,377,22,3056,0,9,401,6,3463,2,7,0,670,40,379,2383,3472,0,0,0,0,0,249,9,616,936,875,787,337,141,511,1642,841,337,122,1290,1124,599,337,160,913,1283,779,337,158,891,1296,790,337,197,242,1126,1570,0,3108,65,24,275,3108,60,86,218,3108,70,34,260,3108,46,143,175,3108,68,33,263,3108,63,45,256,3472,0,0,0,3472,0,0,0,3472,0,0,0,3472,0,0,0,3472,0,0,0,3472,0,0,0,3472,0,0,0,3472,0,0,0,3472,0,0,0,3472,0,0,0,3472,0,0,0,3472,0,0,0,387,36,1113,1936,387,15,1806,1264,387,34,950,2101,387,23,1353,1709,387,41,117,2927,387,34,295,2756,417,7,1209,1839,2263,2,894,164,71,78,444,18,25,202,1061,1722,444,20,2997,11,485,19,406,2562,485,3,2310,497,80,33,11,53,485,9,1189,815,636,338,504,33,831,1571,352,181,528,3,763,2115,63,589,24,689,2119,51,2363,15,987,107,1672,13,1757,30,2526,11,904,31,2124,15,686,647,3357,5,74,36,3181,6,277,8,624,32,33,152,527,640,1464,624,11,50,191,593,641,1362,663,31,956,1179,464,179,663,6,165,290,560,1788,663,6,405,576,741,1081,2496,43,658,275,2496,171,140,665,2496,149,236,591,686,10,1404,1372,2100,7,360,1005,3137,8,36,5,46,32,28,11,169,1747,3,35,170,57,161,25,103,244,157,1,59,115,155,43,62,335,1027,42,984,1386,8,25,1027,8,233,399,438,503,460,325,79,1086,72,888,668,758,1086,38,558,648,717,292,133,10.434862236628849,13.968676249418001,1.8554216867469882,1.1508366402829482,3.78280385078219,2.1165039008290956,2.5524813350900306,1.4012576701653277
FR,FRA,France,2020-12-23,2020-12-23,3318,6,118007.37345488157,3,51940.602226405594,292,3120,37749552.48270093,2176,21,14,3283,18,219,3081,17,48,3253,18,678,2622,19,515,2784,19,266,3033,14,179,3125,19,62,3237,21,88,3209,18,37,3263,20,106,3192,18,394,2906,25,73,3220,23,590,2705,3304,4,5,5,3099,9,74,136,3270,4,23,21,2640,16,223,439,2803,14,173,328,3052,10,106,150,3139,9,70,100,3256,5,27,30,3230,2,37,49,3281,4,22,11,3212,5,48,53,2924,5,132,257,3245,4,32,37,2728,14,233,343,190,8,173,2947,3155,0,73,90,221,37,1408,1652,1913,21,456,928,2862,0,23,404,29,2862,0,21,431,4,3297,3,17,1,740,44,305,2229,3318,0,0,0,0,0,269,11,571,883,869,715,350,137,499,1586,746,350,111,1176,1124,557,350,145,809,1266,748,350,149,809,1246,764,350,186,216,1032,1534,0,3024,42,19,233,3024,34,57,203,3024,43,18,233,3024,27,107,160,3024,45,17,232,3024,43,27,224,3318,0,0,0,3318,0,0,0,3318,0,0,0,3318,0,0,0,3318,0,0,0,3318,0,0,0,3318,0,0,0,3318,0,0,0,3318,0,0,0,3318,0,0,0,3318,0,0,0,3318,0,0,0,390,32,1027,1869,390,16,1858,1054,390,37,975,1916,390,22,1318,1588,390,35,106,2787,390,30,307,2591,428,5,1177,1708,2141,2,879,167,49,80,456,15,17,190,961,1679,456,23,2832,7,492,18,384,2424,492,2,2201,454,84,34,7,44,492,8,1136,753,611,318,517,17,796,1498,325,165,534,4,684,2053,43,592,19,653,2010,44,2297,12,912,97,1469,18,1805,26,2346,10,932,30,2006,10,665,637,3213,5,72,28,3012,2,294,10,623,24,38,133,525,585,1390,623,14,47,182,523,597,1332,669,18,848,1148,450,185,669,2,187,279,477,1704,669,3,402,554,672,1018,2372,39,656,251,2372,162,121,663,2372,133,256,557,700,7,1280,1331,1987,2,389,940,2959,9,53,9,44,31,29,10,174,1688,5,36,124,50,149,20,98,228,148,1,66,125,150,48,55,327,1060,38,907,1282,8,23,1060,5,197,362,426,484,424,293,67,1118,75,822,595,708,1118,41,519,595,633,297,115,10.582465277777779,14.831874644571894,1.8297872340425532,1.1949742783155906,3.8092917478882393,2.204333881144426,2.6460513796384397,1.4089302159368355
FR,FRA,France,2020-12-24,2020-12-24,2673,1,15707.9275260926,1,15707.9275260926,259,2554,37598354.48174525,1762,16,11,2646,17,190,2466,21,42,2610,19,506,2148,17,446,2210,16,186,2471,20,123,2530,23,60,2590,16,64,2593,18,30,2625,22,86,2565,24,294,2355,25,71,2577,22,471,2180,2662,0,7,4,2483,9,66,115,2631,3,14,25,2167,10,159,337,2227,8,164,274,2487,10,67,109,2550,3,42,78,2613,4,36,20,2609,1,33,30,2643,3,20,7,2587,7,32,47,2379,6,99,189,2602,5,35,31,2202,9,201,261,106,13,158,2396,2525,1,66,81,133,33,1227,1280,1450,21,421,781,2252,1,25,384,11,2252,0,19,399,3,2654,2,17,0,614,33,234,1792,2673,0,0,0,0,0,179,17,492,730,665,590,257,117,373,1316,610,257,93,913,969,441,257,135,646,1057,578,257,125,635,1066,590,257,162,179,898,1177,0,2452,43,22,156,2452,38,47,136,2452,42,21,158,2452,33,76,112,2452,46,13,162,2452,43,19,159,2673,0,0,0,2673,0,0,0,2673,0,0,0,2673,0,0,0,2673,0,0,0,2673,0,0,0,2673,0,0,0,2673,0,0,0,2673,0,0,0,2673,0,0,0,2673,0,0,0,2673,0,0,0,296,28,731,1618,296,20,1529,828,296,34,786,1557,296,20,1113,1244,296,31,97,2249,296,24,232,2121,322,8,964,1379,1709,4,679,176,49,56,337,16,26,151,786,1357,337,11,2315,10,373,16,315,1969,373,3,1791,359,61,33,11,42,373,6,936,625,487,246,394,23,646,1211,265,134,410,5,616,1603,39,458,18,562,1603,32,1948,6,645,74,1155,10,1485,23,1896,6,743,28,1570,6,594,503,2579,0,75,19,2443,2,220,8,484,28,23,115,392,531,1100,484,9,34,123,453,488,1082,507,22,697,910,383,154,507,7,110,235,380,1434,507,2,304,450,524,886,1926,43,499,205,1926,126,122,499,1926,110,209,428,536,13,1050,1074,1599,2,291,781,2404,7,39,8,35,22,20,7,131,1363,4,30,121,46,112,16,58,167,122,0,45,94,123,53,46,273,831,37,833,941,2,29,831,9,184,310,314,385,337,246,57,889,47,697,511,529,889,32,410,462,520,242,118,11.205787781350482,14.494800338463122,1.788888888888889,1.245614529280851,3.744714173844949,2.1862309253221617,2.645443925233645,1.5151262381735338
FR,FRA,France,2020-12-25,2020-12-25,2742,5,53424.651819506114,5,53424.651819506114,242,2599,37332920.22542636,1803,17,19,2706,15,224,2503,15,61,2666,13,550,2179,9,461,2272,16,194,2532,14,148,2580,13,52,2677,12,86,2644,13,27,2702,16,91,2635,13,305,2424,15,89,2638,14,439,2289,2723,2,9,8,2518,6,94,124,2681,9,26,26,2192,16,155,379,2281,9,171,281,2548,8,79,107,2594,4,70,74,2690,4,27,21,2656,5,48,33,2715,1,18,8,2651,4,39,48,2437,12,115,178,2653,3,44,42,2303,11,171,257,140,3,146,2453,2605,0,59,78,166,23,1249,1304,1495,15,453,779,2289,1,19,430,3,2289,0,20,429,4,2722,6,14,0,662,26,244,1810,2742,0,0,0,0,0,202,9,529,719,685,598,278,115,387,1360,602,278,96,963,947,458,278,128,677,1060,599,278,133,672,1062,597,278,158,172,895,1239,0,2508,43,34,157,2508,44,49,141,2508,54,22,158,2508,43,89,102,2508,52,15,167,2508,52,13,169,2742,0,0,0,2742,0,0,0,2742,0,0,0,2742,0,0,0,2742,0,0,0,2742,0,0,0,2742,0,0,0,2742,0,0,0,2742,0,0,0,2742,0,0,0,2742,0,0,0,2742,0,0,0,313,36,652,1741,313,12,1389,1028,313,33,641,1755,313,18,1541,870,313,29,159,2241,313,26,246,2157,352,8,1316,1066,1426,1,812,370,84,49,371,10,20,173,800,1368,371,12,2350,9,405,22,287,2028,405,3,1757,447,67,26,6,31,405,8,707,798,557,267,419,33,623,1227,303,137,437,3,648,1621,33,484,22,582,1618,36,2094,6,574,68,1363,15,1344,20,2106,8,604,24,1210,15,659,858,2585,2,103,52,2498,4,227,13,507,23,30,96,344,543,1199,507,14,32,113,389,557,1130,548,32,683,913,409,157,548,5,125,203,396,1465,548,5,296,436,550,907,2013,30,487,212,2013,132,96,501,2013,117,185,427,577,19,1033,1113,1629,4,347,762,2424,11,25,12,38,28,26,6,172,1401,5,32,129,47,122,16,61,200,123,0,43,86,121,37,63,256,877,30,818,988,8,21,877,7,176,272,305,409,357,281,58,919,59,734,499,531,919,38,349,499,578,256,103,9.200207468879668,13.439312459177213,1.7398373983739834,1.1723410680776192,3.8820206022187,2.235636352993617,2.824501424501424,1.633100184817966
FR,FRA,France,2020-12-26,2020-12-26,3571,6,90308.83522526611,6,90308.83522526611,322,3389,38183755.8239494,2393,18,17,3536,17,287,3267,17,63,3491,16,721,2834,11,612,2948,16,260,3295,19,214,3338,15,83,3473,14,106,3451,17,27,3527,16,122,3433,18,403,3150,19,110,3442,19,529,3023,3554,1,8,8,3284,6,125,156,3508,2,25,36,2850,12,214,495,2959,10,209,393,3311,8,106,146,3357,2,94,118,3488,1,34,48,3465,1,46,59,3544,3,18,6,3449,4,54,64,3168,7,157,239,3461,5,43,62,3042,12,217,300,175,7,184,3205,3395,0,82,94,208,41,1619,1703,1953,12,530,1076,3041,1,16,506,7,3041,0,16,509,5,3555,3,13,0,795,40,308,2428,3571,0,0,0,0,0,260,9,669,974,877,782,340,158,549,1745,779,340,131,1260,1257,583,340,180,868,1413,770,340,184,857,1417,773,340,220,249,1170,1592,0,3277,49,27,218,3277,40,55,199,3277,53,23,218,3277,43,111,140,3277,54,18,222,3277,56,20,218,3571,0,0,0,3571,0,0,0,3571,0,0,0,3571,0,0,0,3571,0,0,0,3571,0,0,0,3571,0,0,0,3571,0,0,0,3571,0,0,0,3571,0,0,0,3571,0,0,0,3571,0,0,0,394,44,659,2474,394,24,1495,1658,394,39,744,2394,394,23,2064,1090,394,34,173,2970,394,29,257,2891,437,4,1759,1371,1812,0,1019,567,138,35,465,18,44,249,1042,1753,465,13,3085,8,515,18,313,2725,515,3,2283,579,85,41,6,59,515,10,837,1090,834,285,532,27,793,1694,371,154,566,3,804,2163,35,614,33,728,2150,46,2917,8,570,76,2085,12,1445,29,2834,8,695,34,1521,16,912,1122,3401,7,79,84,3316,5,243,7,640,21,31,121,471,694,1593,640,8,42,140,524,661,1556,678,34,925,1211,516,207,678,10,166,299,517,1901,678,7,427,613,720,1126,2540,57,680,294,2540,192,136,703,2540,166,261,604,724,25,1337,1485,2086,1,450,1034,3167,7,49,6,53,35,28,11,215,1840,1,38,162,66,154,30,92,227,152,0,73,108,168,46,65,349,1091,46,1084,1319,7,24,1091,14,231,406,440,455,499,358,77,1147,91,922,689,722,1147,62,490,606,797,342,127,9.312109375,13.43337197602875,1.8774193548387097,1.1528366137768682,3.734990903577926,2.1552587280858,2.767917939764295,1.6049720737306667
FR,FRA,France,2020-12-27,2020-12-27,4075,3,24521.52460434099,2,14046.410872576787,332,3868,38309488.11912463,2792,18,17,4040,21,313,3741,14,75,3986,12,862,3201,14,844,3217,13,285,3777,16,269,3790,18,90,3967,15,131,3929,17,34,4024,19,133,3923,15,487,3573,18,142,3915,15,658,3402,4058,1,7,9,3762,5,120,188,4000,3,32,40,3213,11,266,585,3231,12,273,559,3790,6,103,176,3806,8,115,146,3985,5,32,53,3944,3,62,66,4041,2,18,14,3942,2,57,74,3588,10,177,300,3933,8,63,71,3417,8,291,359,197,10,205,3663,3878,1,92,104,230,52,1801,1992,2276,15,584,1200,3491,0,23,552,9,3491,0,20,557,7,4055,2,17,1,888,51,375,2761,4075,0,0,0,0,0,294,13,798,1076,1010,884,393,175,638,1982,887,393,135,1449,1457,641,393,174,1007,1611,890,393,173,971,1628,910,393,227,279,1332,1844,0,3715,59,34,267,3715,60,76,224,3715,67,38,255,3715,46,139,175,3715,66,28,266,3715,64,36,260,4075,0,0,0,4075,0,0,0,4075,0,0,0,4075,0,0,0,4075,0,0,0,4075,0,0,0,4075,0,0,0,4075,0,0,0,4075,0,0,0,4075,0,0,0,4075,0,0,0,4075,0,0,0,437,32,669,2937,437,20,1769,1849,437,39,913,2686,437,25,2188,1425,437,30,189,3419,437,24,273,3341,492,5,1821,1757,2254,2,1180,484,111,44,528,23,44,269,1282,1929,528,12,3524,11,570,30,343,3132,570,3,2601,659,119,44,10,69,570,6,816,1214,1097,372,588,35,921,1919,431,181,616,5,904,2515,35,683,32,842,2463,55,3412,7,579,77,2320,16,1710,29,3170,8,868,29,1903,12,970,1190,3890,3,100,82,3807,8,251,9,720,46,33,132,561,750,1833,720,13,46,172,639,796,1689,757,36,1048,1395,609,230,757,8,188,337,585,2200,757,4,455,695,821,1343,2942,57,764,312,2942,191,136,806,2942,162,282,689,803,11,1587,1674,2401,5,575,1094,3551,11,66,13,52,36,30,10,306,1974,3,45,181,56,187,27,107,300,183,1,91,145,215,68,84,408,1187,38,1199,1611,11,29,1187,7,251,522,512,592,538,371,95,1250,99,1058,830,838,1250,61,597,734,865,400,168,9.88536903984324,13.9714960125168,1.727810650887574,1.2234788659237534,3.8310559006211182,2.1683802571021373,2.7589914720059325,1.578479207530708
FR,FRA,France,2020-12-28,2020-12-28,119,1,16201.7771003458,1,16201.7771003458,4,105,1133241.678606055,48,0,2,117,0,7,112,0,2,117,0,23,96,0,30,89,1,12,106,0,7,112,1,3,115,0,3,116,0,0,119,0,2,117,0,12,107,0,3,116,0,24,95,117,0,2,0,112,0,3,4,117,0,1,1,96,0,11,12,89,1,10,19,107,0,6,6,112,0,3,4,116,0,1,2,116,0,1,2,119,0,0,0,117,0,1,1,107,0,1,11,116,0,2,1,95,0,14,10,13,1,3,102,116,0,1,2,13,1,46,59,73,1,18,27,101,0,1,17,0,101,0,0,17,1,119,0,0,0,33,1,7,78,119,0,0,0,0,0,20,0,26,27,24,22,27,6,16,47,23,27,4,36,35,17,27,4,27,44,17,27,4,27,43,18,27,7,8,33,44,0,115,0,1,3,115,1,1,2,115,1,1,2,115,1,0,3,115,1,0,3,115,1,0,3,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,119,0,0,0,29,2,19,69,29,1,43,46,29,2,23,65,29,1,51,38,29,2,5,83,29,2,11,77,30,0,45,44,74,0,27,12,2,4,32,1,0,4,33,49,32,1,85,1,35,1,6,77,35,0,62,14,5,2,0,1,35,0,23,25,25,11,38,2,19,42,13,5,40,0,26,53,0,41,0,24,53,1,100,0,15,4,76,0,43,0,96,0,22,1,68,0,22,29,114,0,2,3,108,0,10,1,42,1,1,1,9,19,46,42,1,1,2,15,12,46,44,1,21,31,14,8,44,0,7,3,7,58,44,1,12,14,20,28,94,1,19,5,94,6,7,12,94,7,6,12,48,0,27,44,75,0,8,36,111,0,1,0,1,1,1,0,4,84,0,2,5,1,2,2,2,3,6,0,1,3,0,1,0,7,65,1,24,28,0,1,65,0,1,4,6,12,12,15,4,70,4,16,10,19,70,3,9,10,21,6,0,10.657894736842104,13.02238471080423,1,1.4142135623730951,3.916666666666667,2.406835503904898,2.2222222222222223,1.3632996217214537
FR,FRA,France,2020-12-30,2020-12-30,4014,9,109443.06374968863,5,53342.95331503328,360,3815,41150441.54609511,2732,21,23,3970,24,327,3663,24,73,3917,18,783,3213,23,777,3214,19,299,3696,21,258,3735,20,88,3906,24,119,3871,21,42,3951,19,158,3837,17,525,3472,23,159,3832,19,791,3204,3991,3,9,11,3687,7,102,218,3941,3,35,35,3231,12,255,516,3237,15,257,505,3715,7,123,169,3756,8,91,159,3926,5,39,44,3895,4,52,63,3972,3,29,10,3856,1,67,90,3489,11,179,335,3855,9,70,80,3223,22,305,464,194,5,210,3605,3816,0,96,102,231,47,1788,1948,2232,26,633,1123,3381,0,28,591,14,3381,1,29,601,2,3985,5,24,0,954,36,354,2670,4014,0,0,0,0,0,287,13,938,1105,882,789,384,176,666,1972,816,384,136,1530,1356,608,384,179,1096,1536,819,384,179,1058,1557,836,384,224,313,1340,1753,0,3664,80,28,242,3664,65,73,212,3664,79,27,244,3664,57,106,187,3664,78,22,250,3664,78,37,235,4014,0,0,0,4014,0,0,0,4014,0,0,0,4014,0,0,0,4014,0,0,0,4014,0,0,0,4014,0,0,0,4014,0,0,0,4014,0,0,0,4014,0,0,0,4014,0,0,0,4014,0,0,0,434,65,943,2572,434,24,2161,1395,434,62,1120,2398,434,40,1698,1842,434,53,116,3411,434,55,348,3177,467,10,1475,2062,2539,1,1099,248,61,66,500,9,41,245,1238,1981,500,16,3481,17,546,16,376,3076,546,3,2634,616,85,47,11,72,546,12,1045,1059,980,372,570,36,919,1869,423,197,592,10,950,2418,44,645,29,854,2433,53,3079,10,822,103,1863,14,2108,29,2897,11,1075,31,2324,11,854,825,3899,5,71,39,3669,6,322,17,677,36,31,168,545,738,1819,677,14,50,198,694,722,1659,727,40,1064,1401,564,218,727,8,229,376,585,2089,727,8,512,703,803,1261,2808,58,823,325,2808,206,175,825,2808,177,306,723,775,9,1454,1776,2238,3,603,1170,3464,23,54,11,58,28,49,6,321,2021,5,44,182,74,173,15,126,274,168,2,85,125,164,64,80,412,1174,60,1152,1598,4,26,1174,11,248,455,528,596,557,363,82,1252,89,1097,755,821,1252,52,612,753,822,380,143,8.526938239159001,53.59817989989329,1.8342857142857143,1.2780064524918633,3.8289748953974896,2.2493763064629517,2.5733132303053146,1.426292456760454
