ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1.-77,B1_1.1,B1_1.2,B1_2.-77,B1_2.1,B1_2.2,B1_3.-77,B1_3.1,B1_3.2,B1_4.-77,B1_4.1,B1_4.2,B1_5.-77,B1_5.1,B1_5.2,B1_6.-77,B1_6.1,B1_6.2,B1_7.-77,B1_7.1,B1_7.2,B1_8.-77,B1_8.1,B1_8.2,B1_9.-77,B1_9.1,B1_9.2,B1_10.-77,B1_10.1,B1_10.2,B1_11.-77,B1_11.1,B1_11.2,B1_12.-77,B1_12.1,B1_12.2,B1_13.-77,B1_13.1,B1_13.2,B1_14.-77,B1_14.1,B1_14.2,B1b_x1.-99,B1b_x1.-77,B1b_x1.1,B1b_x1.2,B1b_x2.-99,B1b_x2.-77,B1b_x2.1,B1b_x2.2,B1b_x3.-99,B1b_x3.-77,B1b_x3.1,B1b_x3.2,B1b_x4.-99,B1b_x4.-77,B1b_x4.1,B1b_x4.2,B1b_x5.-99,B1b_x5.-77,B1b_x5.1,B1b_x5.2,B1b_x6.-99,B1b_x6.-77,B1b_x6.1,B1b_x6.2,B1b_x7.-99,B1b_x7.-77,B1b_x7.1,B1b_x7.2,B1b_x8.-99,B1b_x8.-77,B1b_x8.1,B1b_x8.2,B1b_x9.-99,B1b_x9.-77,B1b_x9.1,B1b_x9.2,B1b_x10.-99,B1b_x10.-77,B1b_x10.1,B1b_x10.2,B1b_x11.-99,B1b_x11.-77,B1b_x11.1,B1b_x11.2,B1b_x12.-99,B1b_x12.-77,B1b_x12.1,B1b_x12.2,B1b_x13.-99,B1b_x13.-77,B1b_x13.1,B1b_x13.2,B1b_x14.-99,B1b_x14.-77,B1b_x14.1,B1b_x14.2,B3.-99,B3.-77,B3.1,B3.2,B5.-99,B5.1,B5.2,B6.-99,B6.-77,B6.1,B6.2,B7.-99,B7.-77,B7.1,B7.2,B8.-99,B8.1,B8.2,B8.3,B9.-99,B9.1,B9.2,B9.3,B10.-99,B10.1,B10.2,B11.-99,B11.-77,B11.1,B11.2,V1.-99,V2.-99,V2a.-99,V3.-99,V3.-77,V3.1,V3.2,V3.3,V3.4,V4_1.-99,V4_1.-77,V4_1.1,V4_1.2,V4_1.3,V4_2.-99,V4_2.-77,V4_2.1,V4_2.2,V4_2.3,V4_3.-99,V4_3.-77,V4_3.1,V4_3.2,V4_3.3,V4_4.-99,V4_4.-77,V4_4.1,V4_4.2,V4_4.3,V4_5.-99,V4_5.-77,V4_5.1,V4_5.2,V4_5.3,V4_6.-99,V5a_1.-99,V5a_2.-99,V5a_3.-99,V5a_4.-99,V5a_5.-99,V5a_6.-99,V5a_7.-99,V5a_8.-99,V5a_9.-99,V5b_1.-99,V5b_2.-99,V5b_3.-99,V5b_4.-99,V5b_5.-99,V5b_6.-99,V5b_7.-99,V5b_8.-99,V5b_9.-99,V5c_1.-99,V5c_2.-99,V5c_3.-99,V5c_4.-99,V5c_5.-99,V5c_6.-99,V5c_7.-99,V5c_8.-99,V5c_9.-99,V5d_1.-99,V5d_2.-99,V5d_3.-99,V5d_4.-99,V5d_5.-99,V5d_6.-99,V5d_7.-99,V5d_8.-99,V5d_9.-99,V6_1.-99,V6_2.-99,V6_3.-99,V6_4.-99,V6_5.-99,V6_6.-99,V6_7.-99,V9.-99,V9.-77,V9.1,V9.2,V9.3,V9.4,V10_1.-99,V10_2.-99,V10_3.-99,V10_4.-99,V10_5.-99,V10_6.-99,V10_7.-99,V10_8.-99,V10_9.-99,V10_10.-99,V11.-99,V12.-99,B12_1.-99,B12_1.-77,B12_1.1,B12_1.2,B12_2.-99,B12_2.-77,B12_2.1,B12_2.2,B12_3.-99,B12_3.-77,B12_3.1,B12_3.2,B12_4.-99,B12_4.-77,B12_4.1,B12_4.2,B12_5.-99,B12_5.-77,B12_5.1,B12_5.2,B12_6.-99,B12_6.-77,B12_6.1,B12_6.2,B13_1.-99,B13_1.-77,B13_1.1,B13_1.2,B13_2.-99,B13_2.-77,B13_2.2,B13_3.-99,B13_3.-77,B13_3.1,B13_3.2,B13_4.-99,B13_4.-77,B13_4.1,B13_4.2,B13_5.-99,B13_5.-77,B13_5.1,B13_5.2,B13_6.-99,B13_6.-77,B13_6.1,B13_6.2,B13_7.-99,B13_7.-77,B13_7.1,B13_7.2,B14_1.-99,B14_1.-77,B14_1.1,B14_1.2,B14_2.-99,B14_2.-77,B14_2.1,B14_2.2,B14_3.-99,B14_3.-77,B14_3.1,B14_3.2,B14_4.-99,B14_4.1,B14_4.2,B14_5.-99,B14_5.-77,B14_5.1,B14_5.2,C0_1.-99,C0_1.-77,C0_1.1,C0_1.2,C0_2.-99,C0_2.-77,C0_2.1,C0_2.2,C0_3.-99,C0_3.-77,C0_3.1,C0_3.2,C0_4.-99,C0_4.-77,C0_4.1,C0_4.2,C0_5.-99,C0_5.-77,C0_5.1,C0_5.2,C0_6.-99,C0_6.-77,C0_6.1,C0_6.2,C1_m.-99,C1_m.-77,C1_m.1,C1_m.2,C2.-99,C2.-77,C2.1,C2.2,C2.3,C2.4,C7.-99,C7.-77,C7.1,C7.2,C7.3,C7.4,C8.-99,C8.-77,C8.1,C8.2,C3.-99,C3.-77,C3.1,C3.2,C5.-99,C5.-77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6.-99,C6.-77,C6.1,C6.2,C6.3,C6.4,C14.-99,C14.-77,C14.1,C14.2,C14.3,C14.4,C9.-99,C9.-77,C9.1,C9.2,C9.3,C9a.-99,C12.-99,C12.-77,C12.1,C12.2,C12.3,C13_1.-99,C13_1.-77,C13_1.1,C13_1.2,C13_2.-99,C13_2.-77,C13_2.1,C13_2.2,C13_3.-99,C13_3.-77,C13_3.1,C13_3.2,C13_4.-99,C13_4.-77,C13_4.1,C13_4.2,C13_5.-99,C13_5.-77,C13_5.1,C13_5.2,C13_6.-99,C13_6.-77,C13_6.1,C13_6.2,D1.-99,D1.-77,D1.1,D1.2,D1.3,D1.4,D1.5,D2.-99,D2.-77,D2.1,D2.2,D2.3,D2.4,D2.5,D3.-99,D3.-77,D3.1,D3.2,D3.3,D3.4,D4.-99,D4.-77,D4.1,D4.2,D4.3,D4.4,D5.-99,D5.-77,D5.1,D5.2,D5.3,D5.4,D6_1.-99,D6_1.-77,D6_1.1,D6_1.2,D6_2.-99,D6_2.-77,D6_2.1,D6_2.2,D6_3.-99,D6_3.-77,D6_3.1,D6_3.2,D7.-99,D7.-77,D7.1,D7.2,D8.-99,D8.1,D8.2,D9.-99,D9.-77,D9.1,D9.3,D9.4,D9.5,D9.6,D9.7,D10.-99,D10.-77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3.-99,E3.-77,E3.1,E3.2,E3.3,E3.4,E4.-99,E4.-77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2.-99,E2.-77,E2.1,E2.2,E2.3,E7.-99,E7.-77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AND,Andorra,2021-01-17,2021-01-14,100,6,470773.76884676534,2,184802.6477307477,330,84,2624596.962703903,37,9,10,81,10,19,71,9,14,77,12,24,64,12,28,60,11,14,75,10,21,69,12,14,74,7,14,79,9,10,81,11,17,72,10,23,67,13,16,71,14,26,60,90,0,7,3,81,3,9,7,86,2,7,5,76,3,14,7,72,3,15,10,86,2,10,2,79,4,9,8,86,1,8,5,86,2,8,4,90,3,6,1,83,5,9,3,77,4,13,6,84,3,9,4,74,6,14,6,15,1,20,64,81,9,10,19,4,30,47,70,1,16,13,84,3,13,0,84,4,12,0,96,4,0,40,3,8,49,100,100,0,22,1,26,21,14,16,27,14,22,19,18,27,11,31,17,14,27,13,29,17,14,27,12,31,15,15,27,16,12,11,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,31,8,13,16,0,0,0,0,0,0,0,0,0,0,0,0,92,1,3,4,92,2,2,4,92,3,2,3,92,2,2,4,92,2,0,6,92,1,3,4,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,31,7,32,30,31,6,36,27,31,10,16,43,31,8,20,41,31,8,8,53,31,7,20,42,35,1,22,42,78,1,11,4,1,5,35,1,10,5,24,25,35,3,56,6,38,6,12,44,38,3,40,4,4,4,3,4,38,4,24,16,7,11,40,2,23,19,9,7,43,1,13,31,12,0,49,4,10,27,10,69,1,28,2,65,1,33,1,84,0,14,2,80,1,12,7,92,1,6,1,80,1,17,2,50,0,5,2,10,9,24,50,4,6,4,6,8,22,55,1,17,11,4,12,55,1,7,7,10,20,55,1,14,6,11,13,80,2,15,3,80,3,9,8,80,3,8,9,56,2,13,29,71,10,19,91,1,3,1,1,0,1,2,79,0,3,1,2,1,2,1,1,1,0,2,0,0,0,2,5,60,1,18,17,1,3,60,1,9,6,9,4,5,1,5,62,2,23,10,3,62,1,10,12,11,0,4,5.846153846153846,10.481910386190561,20.375,48.016490222977914,9.212121212121213,5.572014759927372,2.4193548387096775,1.5657627225176254
AND,Andorra,2021-01-18,2021-01-15,100,13,617631.1767898825,5,205575.39428518017,217,86,2517609.109800601,32,13,17,70,13,20,67,14,15,71,16,23,61,11,29,60,13,22,65,14,23,63,15,14,71,10,17,73,12,16,72,13,21,66,12,28,60,16,20,64,16,27,57,83,1,11,5,80,3,9,8,85,2,9,4,77,2,12,9,71,3,17,9,78,3,15,4,77,4,11,8,86,1,9,4,83,2,11,4,84,4,11,1,79,5,12,4,72,3,17,8,80,3,13,4,73,4,16,7,14,0,26,60,76,14,10,21,5,32,42,68,2,15,15,85,4,11,0,85,5,10,0,95,5,0,44,3,9,44,100,100,0,25,0,25,21,14,15,32,9,23,20,16,32,7,28,21,12,32,9,27,20,12,32,8,26,19,15,32,10,12,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,35,10,7,14,0,0,0,0,0,0,0,0,0,0,0,0,91,2,2,5,91,1,4,4,91,3,3,3,91,2,4,3,91,2,1,6,91,1,2,6,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,38,4,23,35,38,3,32,27,38,6,15,41,38,4,20,38,38,4,7,51,38,4,15,43,40,0,19,41,81,1,10,4,1,3,40,0,10,5,24,21,40,2,54,4,42,5,11,42,42,1,37,5,4,3,4,4,42,3,24,15,7,9,43,2,26,16,6,7,48,1,16,26,9,0,52,3,12,22,11,78,1,21,0,69,1,29,1,85,0,15,0,80,2,11,7,93,1,6,0,85,1,14,0,52,0,6,3,9,9,21,52,4,6,3,9,8,18,57,1,16,12,4,10,57,1,5,4,13,20,57,1,11,6,12,13,84,2,12,2,84,3,9,4,84,2,10,4,60,1,14,25,75,6,19,95,1,0,0,3,0,0,1,82,0,4,0,1,2,2,1,0,0,0,1,0,0,0,3,4,67,1,16,12,1,3,67,1,7,3,9,5,2,1,5,67,1,21,7,4,67,0,10,9,9,1,4,7.609756097560975,13.555216797935191,10.095238095238095,12.968827093861501,10.692307692307692,7.640781272981085,2.2222222222222223,1.5525000516123695
AND,Andorra,2021-01-19,2021-01-16,100,13,335980.9817972524,5,87336.84774821806,138,89,2800959.463563886,33,9,15,76,8,22,70,10,16,74,12,22,66,8,24,68,8,24,68,8,21,71,9,17,74,7,13,80,9,16,75,10,17,73,9,24,67,12,17,71,12,24,64,85,2,8,5,78,2,12,8,84,3,9,4,78,2,11,9,76,2,13,9,76,4,12,8,79,3,8,10,83,3,10,4,87,2,6,5,84,4,8,4,83,3,10,4,76,2,14,8,83,4,9,4,76,4,10,10,11,0,24,65,77,12,11,16,4,20,60,80,1,6,13,94,2,4,0,94,3,2,1,97,2,1,28,2,9,61,100,100,0,18,0,31,19,13,19,26,11,21,23,19,26,9,26,22,17,26,11,26,22,15,26,11,22,19,22,26,11,8,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,32,14,14,13,0,0,0,0,0,0,0,0,0,0,0,0,91,1,4,4,91,0,5,4,91,1,6,2,91,1,5,3,91,1,4,4,91,1,3,5,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,33,3,20,44,33,4,36,27,33,8,14,45,33,7,17,43,33,7,5,55,33,7,12,48,38,0,14,48,86,0,9,2,1,2,40,0,9,5,25,21,40,1,55,4,43,2,13,42,43,1,36,6,3,2,5,4,43,2,26,18,5,6,44,2,21,21,4,8,49,1,17,25,8,0,52,1,16,20,11,82,1,17,0,66,1,32,1,87,0,13,0,83,1,10,6,95,0,5,0,88,0,12,0,52,0,5,2,11,4,26,52,3,6,3,7,9,20,56,1,15,12,4,12,56,1,4,5,11,23,56,1,9,6,12,16,86,1,12,1,86,2,10,2,86,3,8,3,59,1,16,24,76,5,19,96,0,0,0,2,0,0,2,81,0,4,0,1,2,1,0,0,2,0,0,1,0,0,3,5,66,0,19,13,0,2,66,0,7,4,7,7,1,1,7,66,0,22,8,4,66,0,14,9,6,1,4,8.902439024390244,13.997865690970142,6.7,8.411145488044577,10.076923076923077,7.358929688062399,2.1379310344827585,1.5288683473881328
AND,Andorra,2021-01-20,2021-01-17,100,12,290842.2643965889,4,36237.93756226836,133,87,2808287.2191367224,36,6,13,81,5,22,73,7,12,81,8,24,68,5,21,74,4,25,71,7,17,76,6,15,79,5,10,85,7,15,78,7,14,79,4,25,71,7,16,77,7,26,67,87,3,6,4,78,2,11,9,88,1,8,3,76,1,12,11,79,1,11,9,75,4,12,9,83,1,7,9,85,3,9,3,90,1,4,5,85,3,9,3,86,2,8,4,75,1,16,8,84,3,9,4,74,2,13,11,12,1,20,67,81,9,10,17,4,20,59,80,1,6,13,94,2,4,0,94,3,2,1,97,2,1,29,2,9,60,100,100,0,19,0,29,22,10,20,26,9,22,23,20,26,9,27,22,16,26,10,28,21,15,26,11,23,19,21,26,9,7,22,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,33,18,15,8,0,0,0,0,0,0,0,0,0,0,0,0,91,1,4,4,91,0,4,5,91,1,5,3,91,1,4,4,91,1,4,4,91,1,3,5,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,33,1,22,44,33,3,44,20,33,4,20,43,33,4,25,38,33,4,8,55,33,4,14,49,37,1,20,42,80,0,14,3,1,2,39,1,7,5,23,25,39,2,57,2,40,1,14,45,40,0,41,8,1,1,5,4,40,1,28,14,10,7,41,1,18,25,7,8,46,0,19,30,5,0,49,1,19,25,6,79,2,17,2,57,2,38,3,81,1,16,2,75,2,11,12,92,0,7,1,86,0,12,2,49,0,2,1,8,9,31,49,2,3,1,9,9,27,53,1,17,12,4,13,53,1,6,6,8,26,53,1,9,11,10,16,82,0,13,5,82,3,7,8,82,4,9,5,57,0,17,26,74,7,19,94,0,1,0,3,0,0,2,77,0,3,1,2,1,0,0,0,3,0,0,4,0,1,4,4,62,0,20,17,0,1,62,0,7,6,9,9,3,1,3,64,1,18,9,8,64,0,14,8,8,1,5,9.069767441860465,14.070224130677031,7.588235294117647,9.533223638474892,12,6.169819014093255,2.2857142857142856,1.4667175952451381
AND,Andorra,2021-01-21,2021-01-18,100,6,117389.68630485421,3,46951.483027153525,86,86,2588317.8919348787,40,6,8,86,7,19,74,8,9,83,6,25,69,9,20,71,7,20,73,8,17,75,6,13,81,7,6,87,8,13,79,9,10,81,7,20,73,8,13,79,8,24,68,92,3,3,2,81,2,9,8,91,2,5,2,75,3,12,10,80,2,10,8,80,2,9,9,83,4,6,7,87,5,6,2,94,1,1,4,87,2,8,3,90,3,3,4,80,2,11,7,87,3,5,5,76,3,13,8,13,1,23,63,79,9,12,17,3,25,55,75,2,13,10,87,6,7,0,87,5,7,1,95,3,2,36,1,6,57,100,100,0,20,2,32,18,11,17,24,12,20,23,21,24,10,33,16,17,24,11,34,15,16,24,12,28,17,19,24,13,7,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,29,21,18,8,0,0,0,0,0,0,0,0,0,0,0,0,95,0,4,1,95,0,1,4,95,0,4,1,95,0,2,3,95,0,3,2,95,0,2,3,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,31,4,23,42,31,3,48,18,31,6,19,44,31,6,19,44,31,6,10,53,31,6,14,49,36,1,23,40,77,0,14,4,0,5,38,2,4,8,23,25,38,1,57,4,40,0,12,48,40,0,37,8,1,0,6,8,40,0,31,13,8,8,40,3,14,26,10,7,42,0,17,38,3,0,45,3,17,31,4,78,3,15,4,53,2,40,5,82,2,13,3,81,2,6,11,90,1,6,3,86,1,11,2,45,1,0,0,7,15,32,45,2,2,1,7,16,27,49,2,15,17,6,11,49,1,6,8,9,27,49,1,9,15,8,18,77,0,19,4,77,5,6,12,77,6,10,7,52,1,21,26,74,7,19,95,0,1,1,1,0,1,1,74,0,2,3,2,0,0,1,0,3,0,0,4,0,2,4,5,57,0,23,18,0,2,57,0,5,8,11,9,6,1,3,60,1,16,16,7,60,0,16,9,9,3,3,7.615384615384616,10.764501564267874,4.875,4.759201613716317,9.945945945945946,6.27581754721135,2.526315789473684,1.4839108683304938
AND,Andorra,2021-01-22,2021-01-19,100,6,124681.9931229983,3,54243.7898452976,89,82,2674203.1357806297,35,7,10,83,8,16,76,10,7,83,8,25,67,10,24,66,9,23,68,10,17,73,7,12,81,9,5,86,9,14,77,9,12,79,9,19,72,10,13,77,10,24,66,90,5,3,2,84,3,7,6,93,2,3,2,75,4,12,9,76,2,13,9,77,3,10,10,83,5,7,5,88,6,3,3,95,1,1,3,86,4,7,3,88,5,4,3,81,3,9,7,87,4,5,4,76,5,12,7,16,2,23,59,80,8,12,21,3,23,53,77,2,12,9,88,6,6,0,88,3,8,1,97,2,1,38,1,6,55,100,100,0,23,3,25,20,10,19,29,13,19,22,17,29,11,32,14,14,29,12,30,14,15,29,13,25,18,15,29,14,7,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,25,15,19,10,0,0,0,0,0,0,0,0,0,0,0,0,95,0,4,1,95,0,1,4,95,0,4,1,95,0,2,3,95,0,3,2,95,0,2,3,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,34,5,26,35,34,4,44,18,34,7,18,41,34,7,18,41,34,7,12,47,34,7,14,45,40,2,24,34,76,0,14,4,0,6,42,4,2,10,20,22,42,2,53,3,44,1,11,44,44,1,35,5,3,0,5,7,44,1,26,12,9,8,44,4,11,24,10,7,46,1,13,37,3,0,49,4,13,30,4,75,4,16,5,57,3,34,6,83,2,11,4,82,3,5,10,88,2,5,5,86,1,9,4,49,2,1,0,7,17,24,49,3,2,1,7,15,23,54,3,12,17,6,8,54,2,6,9,7,22,54,2,7,17,6,14,77,0,19,4,77,6,4,13,77,6,11,6,58,2,19,21,79,6,15,96,0,1,1,1,0,1,0,77,0,2,4,2,0,1,1,0,3,0,0,3,0,2,2,3,62,1,17,18,0,2,62,1,5,7,11,7,6,1,0,65,2,9,16,8,65,1,12,8,7,3,4,7.7,10.898600239456771,5.333333333333333,4.879500364742666,10.666666666666666,6.401497220702877,2.696969696969697,1.8453463171727496
AND,Andorra,2021-01-23,2021-01-20,100,5,60636.99515545262,3,44626.855335851644,85,80,2025457.03089386,39,8,9,83,9,14,77,11,6,83,6,26,68,12,27,61,10,21,69,10,16,74,8,11,81,10,6,84,9,12,79,8,16,76,10,20,70,11,12,77,10,26,64,91,4,4,1,86,2,6,6,94,1,3,2,74,5,14,7,73,1,16,10,79,2,13,6,84,4,9,3,89,4,4,3,94,0,5,1,88,3,8,1,84,5,8,3,80,3,10,7,88,3,4,5,74,4,13,9,18,2,20,60,83,8,9,22,2,28,48,73,2,15,10,85,6,9,0,85,3,12,0,97,2,1,42,0,4,54,100,100,0,24,3,21,18,12,22,28,10,22,22,18,28,9,29,18,16,28,8,30,15,19,28,10,25,20,17,28,11,8,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,28,14,17,11,0,0,0,0,0,0,0,0,0,0,0,0,97,0,2,1,97,0,0,3,97,0,2,1,97,0,1,2,97,0,1,2,97,0,0,3,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,34,4,26,36,34,2,45,19,34,3,20,43,34,3,22,41,34,3,13,50,34,3,17,46,36,3,28,33,72,0,16,5,0,7,36,5,4,10,23,22,36,2,57,5,39,1,13,47,39,1,37,6,5,0,4,8,39,1,27,9,10,14,40,3,12,22,11,12,40,1,12,44,3,0,43,4,12,38,3,74,3,18,5,55,2,38,5,80,2,14,4,78,3,7,12,87,2,6,5,83,1,12,4,43,2,1,0,10,18,26,43,3,2,0,9,16,27,48,3,16,15,9,9,48,2,8,13,9,20,48,2,10,21,8,11,70,0,26,4,70,8,6,16,70,8,12,10,52,2,20,26,74,10,16,92,1,2,2,1,0,1,1,72,0,2,5,3,0,1,1,0,3,0,1,2,0,3,4,3,56,1,18,22,1,2,56,1,5,9,17,5,6,1,0,61,2,9,17,11,61,1,12,8,11,3,4,8.144186046511628,12.698280767125643,5.923076923076923,5.155281086121597,10.307692307692308,6.005058596295233,3.0277777777777777,2.104228546944884
AND,Andorra,2021-01-24,2021-01-20,100,7,80436.21076010627,4,60416.384507174844,200,85,1988982.4908935244,33,9,11,80,10,17,73,11,10,79,6,25,69,12,25,63,11,21,68,11,17,72,9,10,81,11,6,83,10,12,78,8,14,78,11,18,71,11,12,77,10,21,69,89,3,6,2,83,2,8,7,90,1,6,3,75,4,14,7,75,1,15,9,79,1,14,6,83,4,10,3,90,3,4,3,94,0,6,0,88,2,9,1,86,4,8,2,82,2,9,7,88,2,4,6,79,3,11,7,14,1,22,63,82,10,8,19,1,30,50,71,3,16,10,84,6,9,1,84,3,13,0,97,2,1,40,2,5,53,100,100,0,21,3,22,17,13,24,27,9,21,23,20,27,10,27,17,19,27,7,28,16,22,27,10,23,18,22,27,10,11,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,26,13,18,13,0,0,0,0,0,0,0,0,0,0,0,0,96,1,3,0,96,1,2,1,96,2,2,0,96,2,1,1,96,2,2,0,96,2,1,1,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,34,5,26,35,34,4,39,23,34,6,18,42,34,6,22,38,34,6,14,46,34,6,16,44,36,2,27,35,73,0,13,5,0,9,37,4,4,10,24,21,37,1,56,6,42,2,12,44,42,1,32,8,7,0,3,7,42,1,27,10,7,13,44,3,8,23,10,12,45,1,11,40,3,0,49,4,7,34,6,74,2,20,4,61,2,32,5,82,2,12,4,78,3,7,12,86,2,5,7,84,1,12,3,50,2,2,0,11,14,21,50,2,1,0,9,14,24,55,3,14,14,10,4,55,2,6,11,11,15,55,2,11,17,7,8,72,1,26,1,72,8,7,13,72,8,10,10,58,2,16,24,76,8,16,94,1,1,2,0,0,1,1,79,0,2,4,1,0,1,1,0,2,0,2,0,0,2,3,3,63,1,16,17,1,2,63,1,3,8,14,5,4,2,0,66,2,7,19,6,66,1,9,8,8,5,3,7.254545454545455,12.065508297881939,14.615384615384617,24.367117397353553,9.424242424242424,6.164567619824925,3.3000000000000003,2.1359000364055527
AND,Andorra,2021-01-25,2021-01-21,100,8,199290.5308793054,5,182334.26166901886,178,86,2193777.9052653615,33,5,12,83,6,17,77,7,13,80,3,20,77,8,23,69,7,22,71,8,16,76,5,10,85,8,10,82,9,10,81,4,17,79,7,17,76,7,12,81,6,23,71,88,4,7,1,83,2,9,6,87,2,8,3,80,5,11,4,77,2,16,5,78,2,12,8,84,3,9,4,90,4,3,3,90,1,8,1,90,2,6,2,83,5,10,2,83,2,8,7,88,3,5,4,77,4,12,7,13,1,17,69,86,8,6,17,1,26,56,75,2,13,10,87,3,9,1,87,3,10,0,97,1,2,34,3,9,54,100,100,0,20,2,21,16,12,29,28,10,19,20,23,28,11,24,16,21,28,6,23,19,24,28,7,17,21,27,28,10,7,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,28,9,15,15,0,0,0,0,0,0,0,0,0,0,0,0,92,3,5,0,92,2,3,3,92,4,3,1,92,5,1,2,92,4,3,1,92,4,2,2,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,36,5,27,32,36,4,40,20,36,5,19,40,36,5,27,32,36,5,13,46,36,5,16,43,39,3,28,30,72,0,16,5,0,7,40,3,4,10,23,20,40,1,53,6,45,2,11,42,45,1,34,9,7,0,2,2,45,1,21,13,7,13,47,2,8,19,11,13,48,1,9,37,5,0,51,2,6,34,7,73,2,22,3,60,3,33,4,81,2,13,4,73,4,12,11,87,2,4,7,84,1,12,3,53,2,3,0,12,11,19,53,3,1,0,12,8,23,57,3,18,11,7,4,57,1,9,9,10,14,57,1,11,12,11,8,77,1,21,1,77,6,8,9,77,6,8,9,60,1,14,25,75,7,18,94,1,1,2,0,0,1,1,81,0,1,2,1,0,1,1,1,2,0,2,1,0,2,3,2,63,2,11,20,1,3,63,1,5,10,11,4,4,1,1,66,2,8,16,8,66,1,10,7,10,4,2,6.105,10.086293060005133,15.545454545454545,26.613393757142802,10.709677419354838,5.675641217149517,3.0344827586206895,2.2277913248758554
