ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GBR,United Kingdom,2021-01-01,2021-01-01,3141,16,221136.22046947127,10,139144.85817765814,887,3023,43491710.63724485,2457,18,28,3095,11,351,2779,12,86,3043,12,639,2490,12,992,2137,15,607,2519,15,284,2842,16,96,3029,17,179,2945,15,61,3065,15,171,2955,14,692,2435,19,153,2969,10,422,2709,3113,6,18,4,2790,21,147,183,3055,9,36,41,2502,24,193,422,2149,24,334,634,2534,26,190,391,2857,14,144,126,3045,6,48,42,2962,11,91,77,3080,3,48,10,2970,9,79,83,2449,26,209,457,2988,9,82,62,2719,19,165,238,113,5,380,2643,2773,1,87,280,132,27,1252,1730,1890,16,337,898,2804,35,275,27,2804,0,9,328,0,3132,1,7,1,521,32,123,2465,3141,0,0,0,0,0,171,8,1925,658,248,131,232,38,1008,1726,137,232,53,1430,1297,129,232,55,1339,1303,212,232,50,1082,1480,297,232,65,437,1608,799,0,3022,34,24,61,3022,33,31,55,3022,43,17,59,3022,41,16,62,3022,41,18,60,3022,43,15,61,323,112,17,2689,323,113,9,2696,323,109,169,2540,323,112,92,2614,323,104,265,2449,323,106,266,2446,323,111,164,2543,2556,30,13,542,2556,34,14,537,2556,33,10,542,2556,32,47,506,2556,23,135,427,332,13,546,2250,332,10,1557,1242,332,14,188,2607,332,11,772,2026,332,12,35,2762,332,12,160,2637,356,6,645,2134,2496,1,544,54,22,24,379,5,24,163,899,1671,379,12,2743,7,423,24,261,2433,423,1,1681,539,218,50,50,179,423,4,1145,828,586,155,435,14,1195,1215,211,71,451,2,1125,1524,39,477,18,934,1660,52,2595,3,444,99,1590,5,1504,42,2954,4,161,22,2372,7,297,465,3106,2,16,17,2981,4,144,12,489,20,31,94,327,480,1700,489,5,53,160,421,689,1324,507,23,679,1158,568,206,507,1,40,129,511,1953,507,2,162,457,788,1225,2531,18,459,133,2531,106,29,475,2531,98,54,458,532,8,1124,1477,1664,6,709,762,2496,8,106,38,142,11,23,21,296,1378,3,17,103,75,206,18,116,267,100,2,56,141,74,48,70,467,637,40,904,1531,9,20,637,6,271,511,454,508,439,253,62,668,90,538,1128,717,668,34,517,736,781,295,110,4.4542821934688845,4.401911347745737,2.5226586102719035,1.7654770669733921,14.34841758241758,4.487101582125136,2.8137147665124105,1.3407861309361184
GBR,United Kingdom,2021-01-02,2021-01-01,100,1,9699.473800759191,0,0,32,95,1391869.7290928445,81,2,1,97,1,12,87,1,3,96,0,27,73,1,36,63,1,27,72,2,13,85,1,3,96,1,12,87,1,2,97,2,4,94,1,29,70,2,7,91,1,17,82,99,0,0,1,88,0,4,8,97,0,2,1,73,1,9,17,64,1,11,24,73,2,9,16,87,1,4,8,97,0,3,0,88,0,7,5,98,0,2,0,96,0,1,3,71,2,6,21,93,1,4,2,83,2,5,10,5,0,18,77,82,0,9,9,5,1,37,57,63,1,8,28,92,3,4,1,92,0,1,7,0,99,0,1,0,15,3,7,75,100,0,0,0,0,0,6,0,58,23,10,3,8,2,36,50,4,8,3,43,44,2,8,2,36,49,5,8,2,29,49,12,8,4,13,52,23,0,93,0,2,5,93,0,1,6,93,0,0,7,93,0,1,6,93,0,0,7,93,0,3,4,90,1,0,9,90,1,0,9,90,1,0,9,90,1,1,8,90,1,0,9,90,1,1,8,90,1,0,9,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,11,0,13,76,11,0,24,65,11,0,1,88,11,1,12,76,11,1,0,88,11,2,2,85,13,1,15,71,85,0,14,1,0,0,13,0,2,6,22,57,13,0,87,0,13,1,5,81,13,0,58,15,3,3,0,8,13,0,51,19,16,1,13,1,48,33,4,1,14,0,36,50,0,14,0,31,54,1,87,0,12,1,76,0,24,0,99,0,1,0,88,0,7,5,100,0,0,0,98,0,2,0,14,1,0,6,13,22,44,14,1,0,10,14,24,37,14,1,33,37,11,4,14,0,2,5,17,62,14,0,4,20,29,33,76,0,15,9,76,5,0,19,76,5,0,19,15,0,37,48,52,0,23,25,78,0,3,2,3,1,1,2,10,42,0,1,4,1,11,0,5,6,4,0,1,6,1,1,2,15,19,1,28,51,0,1,19,0,2,13,22,21,14,9,0,19,3,15,36,27,19,0,17,27,28,8,1,5.185185185185185,5.390677046685617,1.8235294117647058,1.1850788010532811,14.91875,5.244779010234576,2.7435897435897436,1.1445624972116246
GBR,United Kingdom,2021-01-03,2021-01-03,3828,16,168636.2817073764,11,140948.26686095307,1157,3691,44817348.91478223,3092,12,45,3771,11,520,3297,16,149,3663,13,914,2901,14,1229,2585,11,815,3002,12,394,3422,18,160,3650,15,274,3539,13,78,3737,10,235,3583,13,890,2925,19,200,3609,19,692,3117,3783,6,27,12,3308,15,202,303,3679,7,70,72,2914,24,286,604,2599,31,442,756,3013,26,275,514,3434,15,203,176,3668,9,91,60,3554,12,136,126,3750,4,56,18,3593,13,126,96,2938,19,304,567,3628,15,116,69,3136,25,294,373,134,3,487,3204,3358,1,112,357,163,38,1617,2010,2213,16,438,1161,3390,57,346,35,3390,2,13,421,2,3815,2,11,0,661,37,201,2929,3828,0,0,0,0,0,202,12,2288,776,342,208,286,50,1223,2053,216,286,86,1672,1589,195,286,74,1623,1554,291,286,75,1274,1762,431,286,100,506,1840,1096,0,3637,39,47,105,3637,48,34,109,3637,54,21,116,3637,56,22,113,3637,54,31,106,3637,55,15,121,3828,0,0,0,3828,0,0,0,3828,0,0,0,3828,0,0,0,3828,0,0,0,3828,0,0,0,3828,0,0,0,3828,0,0,0,3828,0,0,0,3828,0,0,0,3828,0,0,0,3828,0,0,0,313,15,545,2955,313,12,1771,1732,313,22,192,3301,313,14,816,2685,313,19,53,3443,313,22,175,3318,336,11,687,2794,3141,1,592,46,19,29,357,10,21,233,1147,2060,357,15,3447,9,410,35,286,3097,410,2,2140,623,248,72,80,253,410,8,1702,883,650,175,426,18,1556,1485,239,104,441,5,1371,1973,38,473,27,1196,2057,75,3285,4,431,108,2061,6,1694,67,3640,5,161,22,3015,6,298,509,3777,2,35,14,3656,2,157,13,496,28,49,135,463,624,2033,496,7,68,239,566,870,1582,517,30,906,1537,586,252,517,6,67,211,662,2365,517,3,292,642,930,1444,2902,18,708,200,2902,139,73,714,2902,130,116,680,546,9,1382,1891,1937,2,991,898,2915,23,144,43,210,17,40,29,407,1542,7,26,137,82,251,38,134,350,116,1,72,183,92,61,82,654,674,55,1102,1971,11,15,674,14,361,697,630,623,491,272,66,717,78,728,1438,867,717,37,667,973,950,354,130,4.621865671641791,4.532809593502166,2.505643340857788,1.6260992743009346,14.272785613540199,4.6674554130740855,2.789054726368159,1.330545488114675
GBR,United Kingdom,2021-01-04,2021-01-03,100,0,0,0,0,19,97,1111830.724021347,81,0,0,100,0,10,90,0,5,95,0,20,80,1,24,75,1,18,81,0,10,90,0,5,95,0,4,96,0,3,97,0,5,95,0,21,79,0,1,99,0,18,82,100,0,0,0,90,1,1,8,95,1,0,4,80,1,2,17,76,1,7,16,82,1,3,14,90,0,3,7,95,1,1,3,96,0,1,3,97,0,3,0,95,1,3,1,79,1,5,15,99,0,0,1,82,1,5,12,3,0,9,88,91,0,4,5,3,1,43,53,57,0,8,35,92,1,7,0,92,0,0,8,0,100,0,0,0,12,2,3,83,100,0,0,0,0,0,4,0,67,20,4,5,6,0,33,60,1,6,4,44,44,2,6,2,44,43,5,6,3,36,50,5,6,2,18,50,24,0,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,0,19,74,7,0,33,60,7,0,2,91,7,0,18,75,7,0,0,93,7,0,7,86,8,0,11,81,89,0,7,1,1,2,8,1,1,6,24,60,8,0,90,2,9,2,7,82,9,0,52,20,9,3,0,7,9,0,53,17,16,5,10,0,37,43,7,3,10,1,35,53,1,11,0,30,57,2,82,0,17,1,68,0,32,0,98,0,2,0,83,0,4,13,100,0,0,0,94,0,5,1,11,1,2,3,14,18,51,11,1,3,5,15,22,43,12,2,30,37,13,6,12,1,4,2,16,65,12,0,9,11,27,41,80,0,15,5,80,2,2,16,80,3,2,15,12,0,38,50,50,0,28,22,76,0,3,1,4,1,3,2,10,38,0,1,2,1,9,1,5,11,1,0,1,7,2,1,3,17,18,0,29,53,0,0,18,0,5,15,25,15,14,4,4,19,1,21,36,23,19,0,22,20,31,5,3,3.77962962962963,4.010805199807594,2.111111111111111,1.6158932858054431,14.342105263157896,5.320532884536905,2.75,1.316881625352056
GBR,United Kingdom,2021-01-13,2021-01-13,3332,25,313748.01946795627,18,237857.33117242754,1191,3215,44948640.40458977,2734,17,42,3273,13,394,2925,14,122,3196,13,868,2451,14,971,2347,14,721,2597,15,310,3007,15,127,3190,15,208,3109,15,63,3254,14,229,3089,11,799,2522,16,152,3164,14,619,2699,3290,2,27,13,2938,10,159,225,3210,3,71,48,2464,14,285,569,2361,18,333,620,2611,12,242,467,3022,6,164,140,3205,3,70,54,3124,2,117,89,3269,3,49,11,3103,6,128,95,2533,12,269,518,3180,3,86,63,2713,14,275,330,115,2,485,2730,2862,1,95,374,141,27,1481,1683,1857,21,481,973,2851,65,387,29,2851,0,15,466,0,3317,3,12,0,680,32,143,2477,164,8,165,2978,17,0,350,9,2057,567,215,134,418,50,1029,1691,144,418,63,1378,1336,137,418,64,1290,1370,190,418,65,1080,1488,281,418,88,479,1603,744,0,3197,33,31,71,3197,39,26,70,3197,45,18,72,3197,37,25,73,3197,39,19,77,3197,45,11,79,3332,0,0,0,3332,0,0,0,3332,0,0,0,3332,0,0,0,3332,0,0,0,3332,0,0,0,3332,0,0,0,3332,0,0,0,3332,0,0,0,3332,0,0,0,3332,0,0,0,3332,0,0,0,275,14,919,2124,275,6,1430,1621,275,21,107,2929,275,17,543,2497,275,17,25,3015,275,18,174,2865,297,5,586,2444,2746,0,444,51,47,44,314,4,25,177,874,1938,314,10,3002,6,353,29,398,2552,353,2,1860,541,183,65,55,273,353,4,1687,531,497,260,370,19,1657,1066,150,70,384,3,1177,1733,35,413,22,980,1833,84,2416,7,787,122,1905,8,1384,35,3225,5,90,12,2791,5,281,255,3307,3,10,12,3159,3,158,12,432,16,48,118,462,611,1645,432,4,67,244,547,750,1288,445,25,930,1261,484,187,445,1,73,234,622,1957,445,1,291,576,836,1183,2470,20,679,163,2470,144,72,646,2470,138,87,637,469,10,1491,1362,1970,6,539,817,2813,2,114,9,150,11,49,22,162,1331,0,21,133,95,226,34,117,321,105,0,64,161,69,45,78,532,541,55,959,1753,7,17,541,7,300,610,558,561,419,273,63,572,84,638,1267,771,572,38,640,808,884,284,106,4.637601784718349,4.464479483417295,2.5977272727272727,1.653186146718201,14.220865038045655,4.613679098976484,2.7183151560737118,1.313244744011811
GBR,United Kingdom,2021-01-14,2021-01-13,100,1,10249.7918310684,0,0,26,94,1444761.1855409234,74,1,1,98,1,10,89,1,6,93,0,24,76,1,20,79,1,17,82,1,9,90,1,3,96,1,6,93,1,4,95,1,8,91,0,19,81,1,4,95,1,19,80,99,1,0,0,90,1,5,4,94,1,4,1,76,1,7,16,80,2,5,13,83,1,5,11,91,1,6,2,97,1,2,0,94,2,4,0,96,1,2,1,92,2,5,1,81,3,9,7,96,1,1,2,81,2,8,9,5,1,11,83,89,0,1,10,5,2,45,48,55,0,16,29,84,0,14,2,84,0,1,15,0,99,0,1,0,23,1,3,73,5,1,7,86,1,7,13,0,54,21,8,4,16,2,26,41,15,16,5,35,38,6,16,4,34,38,8,16,4,25,42,13,16,5,9,48,22,7,97,0,1,2,97,0,1,2,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,11,0,29,60,11,0,41,48,11,1,4,84,11,1,16,72,11,1,0,88,11,0,3,86,13,0,20,67,80,0,13,3,2,2,13,2,2,7,28,48,13,1,86,0,15,0,14,71,15,0,58,13,4,2,3,5,15,0,43,14,18,10,15,0,47,30,5,3,15,0,39,46,0,17,0,35,47,1,72,0,26,2,60,1,39,0,96,0,3,1,84,0,6,10,100,0,0,0,97,0,3,0,19,0,2,4,16,16,43,19,0,1,8,14,28,30,19,0,32,36,7,6,19,0,1,4,22,54,19,0,12,11,22,36,77,1,20,2,77,6,1,16,77,6,1,16,20,0,44,36,64,0,14,22,86,0,5,0,4,0,1,0,4,42,0,1,1,0,8,0,5,11,2,0,2,6,1,1,1,19,23,0,26,50,1,0,23,0,3,15,22,18,13,4,2,25,2,20,33,20,25,1,18,15,32,8,1,5.285714285714286,4.55521678957215,2.5,1.509230856356236,14.95774647887324,4.294303934011425,2.808219178082192,1.1625825448182086
