ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..99,B1_1..77,B1_1.1,B1_1.2,B1_2..99,B1_2..77,B1_2.1,B1_2.2,B1_3..99,B1_3..77,B1_3.1,B1_3.2,B1_4..99,B1_4..77,B1_4.1,B1_4.2,B1_5..99,B1_5..77,B1_5.1,B1_5.2,B1_6..99,B1_6..77,B1_6.1,B1_6.2,B1_7..99,B1_7..77,B1_7.1,B1_7.2,B1_8..99,B1_8..77,B1_8.1,B1_8.2,B1_9..99,B1_9..77,B1_9.1,B1_9.2,B1_10..99,B1_10..77,B1_10.1,B1_10.2,B1_11..99,B1_11..77,B1_11.1,B1_11.2,B1_12..99,B1_12..77,B1_12.1,B1_12.2,B1_13..99,B1_13..77,B1_13.1,B1_13.2,B1_14..99,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5a_10..77,V5a_10.0,V5a_10.1,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5b_10..77,V5b_10.0,V5b_10.1,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5c_10..77,V5c_10.0,V5c_10.1,V5d_1..99,V5d_1..77,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2..77,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3..77,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4..77,V5d_4.0,V5d_4.1,V5d_5..99,V5d_5..77,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6..77,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7..77,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8..77,V5d_8.0,V5d_9..99,V5d_9..77,V5d_9.0,V5d_9.1,V5d_10..99,V5d_10..77,V5d_10.0,V5d_10.1,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V13..77,V13.1,V13.2,V13.3,V13.4,V15..99,V15..77,V15.1,V15.2,V16..99,V16..77,V16.1,V16.2,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
FR,FRA,France,2021-03-02,2021-03-02,3179,15,134714.22364058503,11,96771.58988725109,306,3028,40411230.160499185,2236,0,18,36,3125,0,19,258,2902,0,18,79,3082,0,14,732,2433,0,12,581,2586,0,17,330,2832,0,20,174,2985,0,17,74,3088,0,23,87,3069,0,17,38,3124,0,15,141,3023,0,14,393,2772,0,21,109,3049,0,13,631,2535,3143,1,26,9,2921,7,101,150,3100,9,34,36,2447,15,248,469,2598,17,207,357,2849,13,141,176,3005,7,74,93,3105,3,39,32,3092,2,42,43,3141,5,19,14,3038,4,64,73,2786,8,137,248,3070,8,63,38,2548,24,252,355,146,5,188,2840,3001,1,75,102,179,29,1660,1311,1523,20,374,1262,2805,0,30,335,9,2805,0,20,351,3,3159,1,3,16,0,611,29,187,2352,207,19,230,2720,3,2949,4,90,135,1,3086,2,7,80,4,445,8,1084,752,496,394,547,166,606,1397,463,547,136,863,1172,461,547,144,633,1195,660,547,180,200,976,1276,547,58,1425,906,243,2792,1,152,234,2792,1,214,172,2792,1,274,112,2792,1,327,59,2792,1,218,168,2792,1,301,85,2792,1,378,8,2792,1,381,5,2792,1,351,35,2792,1,193,193,2692,0,198,289,2692,0,286,201,2692,0,410,77,2692,0,445,42,2692,0,184,303,2692,0,257,230,2692,0,484,3,2692,0,487,0,2692,0,457,30,2692,0,371,116,2433,10,345,391,2433,10,499,237,2433,10,692,44,2433,10,689,47,2433,10,445,291,2433,10,330,406,2433,10,713,23,2433,10,736,0,2433,10,682,54,2433,10,640,96,3175,0,3,1,3175,0,4,0,3175,0,4,0,3175,0,4,0,3175,0,3,1,3175,0,4,0,3175,0,4,0,3175,0,4,3175,0,2,2,3175,0,4,0,2948,2,192,37,2948,2,162,67,2948,2,131,98,2948,2,164,65,2948,2,180,49,2948,2,173,56,2948,2,185,44,557,26,628,751,674,543,340,147,2353,339,340,147,2551,141,340,147,2549,143,340,147,2494,198,340,147,2296,396,340,147,2649,43,340,147,2604,88,340,147,2517,175,340,147,2355,337,340,147,1201,1491,1846,13,52,1268,943,14,620,1602,881,6,687,780,512,313,1354,8,98,1719,1384,30,278,1487,3001,42,11,125,3001,37,37,104,3001,42,15,121,3001,29,56,93,3001,43,15,120,3001,40,17,121,3179,0,0,0,3179,0,0,0,3179,0,0,0,3179,0,0,0,3179,0,0,0,3179,0,0,0,3179,0,0,0,3179,0,0,0,3179,0,0,0,3179,0,0,0,3179,0,0,0,3179,0,0,0,373,58,1213,1535,373,41,1604,1161,373,100,566,2140,373,63,1363,1380,373,91,146,2569,373,76,345,2385,397,9,1280,1493,1899,3,909,201,77,90,413,17,26,193,949,1581,413,13,2744,9,447,21,447,2264,447,0,1975,574,85,44,15,39,447,6,900,796,689,341,460,25,607,1419,451,217,484,9,722,1932,32,499,5,692,1927,56,1975,5,1084,115,1586,9,1563,21,2618,6,531,24,1826,5,657,691,3035,1,89,54,2839,4,332,4,522,1,37,119,468,577,1455,522,2,42,189,586,564,1274,575,34,804,1122,450,194,575,3,173,292,472,1664,575,4,380,555,607,1058,2248,47,625,259,2248,138,121,672,2248,111,252,568,597,16,1270,1296,1883,3,355,938,2849,13,36,3,41,27,29,9,172,1587,2,41,168,60,125,19,85,232,121,0,68,102,148,44,55,322,875,49,926,1304,3,22,875,10,217,429,337,452,459,319,81,926,110,883,600,660,926,62,582,645,680,202,82,10.512376237623762,14.121995141793365,1.7647058823529411,1.0308702626674282,5.319266625233064,4.523897486327702,2.2417218543046356,1.0682972134770925
FR,FRA,France,2021-03-03,2021-03-03,3384,15,173639.12600901496,13,150386.08917401868,336,3199,37298009.677440174,2261,0,26,28,3330,0,24,271,3089,0,22,83,3279,0,18,805,2561,0,18,643,2723,0,20,329,3035,0,19,179,3186,0,21,74,3289,0,25,93,3266,0,21,36,3327,0,21,134,3229,0,19,441,2924,0,25,114,3245,0,25,664,2695,3356,0,18,10,3113,6,104,161,3301,2,30,51,2579,14,292,499,2741,12,223,408,3055,6,145,178,3205,5,83,91,3310,1,44,29,3291,2,42,49,3348,1,26,9,3250,4,64,66,2943,7,183,251,3270,5,51,58,2720,15,267,382,181,4,194,3005,3197,0,83,104,208,34,1762,1380,1624,18,373,1369,3011,1,31,337,4,3011,1,27,341,4,3357,0,4,22,1,643,40,189,2512,240,15,308,2813,8,3078,2,123,179,2,3257,2,14,109,2,564,7,1164,766,466,417,660,170,627,1425,502,660,166,878,1194,486,660,170,666,1232,656,660,202,200,1001,1321,660,64,1433,959,268,2970,0,155,259,2970,0,199,215,2970,0,295,119,2970,0,344,70,2970,0,216,198,2970,0,313,101,2970,0,397,17,2970,0,408,6,2970,0,368,46,2970,0,214,200,2920,1,187,276,2920,1,256,207,2920,1,390,73,2920,1,419,44,2920,1,158,305,2920,1,258,205,2920,1,452,11,2920,1,463,0,2920,1,439,24,2920,1,348,115,2633,7,373,371,2633,7,534,210,2633,7,702,42,2633,7,699,45,2633,7,437,307,2633,7,305,439,2633,7,730,14,2633,7,744,0,2633,7,698,46,2633,7,660,84,3383,0,1,0,3383,0,1,0,3383,0,1,0,3383,0,1,0,3383,0,1,0,3383,0,1,0,3383,0,1,0,3383,0,1,3383,0,1,0,3383,0,0,1,3153,1,199,31,3153,1,166,64,3153,1,125,105,3153,1,157,73,3153,1,164,66,3153,1,163,67,3153,1,185,45,684,30,617,747,682,624,406,150,2518,310,406,150,2687,141,406,150,2683,145,406,150,2611,217,406,150,2396,432,406,150,2778,50,406,150,2732,96,406,150,2651,177,406,150,2492,336,406,150,1197,1631,2087,13,41,1243,1123,17,603,1641,1023,3,730,775,516,337,1478,10,122,1774,1491,44,342,1507,3207,34,22,121,3207,35,40,102,3207,42,14,121,3207,26,58,93,3207,40,13,124,3207,39,16,122,3384,0,0,0,3384,0,0,0,3384,0,0,0,3384,0,0,0,3384,0,0,0,3384,0,0,0,3384,0,0,0,3384,0,0,0,3384,0,0,0,3384,0,0,0,3384,0,0,0,3384,0,0,0,440,55,1228,1661,440,41,1710,1193,440,77,573,2294,440,44,1448,1452,440,71,152,2721,440,58,401,2485,476,7,1298,1603,2086,0,918,201,92,87,487,20,32,196,962,1687,487,19,2865,13,533,26,430,2395,533,2,2090,551,102,43,16,47,533,9,982,792,698,370,554,37,684,1395,460,254,571,17,802,1970,24,586,6,717,2017,58,2163,13,1081,127,1685,21,1655,23,2815,16,528,25,1945,20,742,677,3234,6,95,49,2986,9,380,9,621,6,40,130,474,619,1494,621,4,54,188,575,573,1369,663,31,864,1097,526,203,663,3,146,271,486,1815,663,3,382,543,627,1166,2470,40,613,261,2470,126,153,635,2470,100,273,541,701,21,1272,1390,1994,5,402,983,3010,7,46,5,33,37,36,11,199,1752,1,40,153,58,119,27,74,272,124,1,57,104,141,54,57,350,1045,36,994,1291,5,13,1045,4,205,418,327,468,467,347,103,1103,85,891,641,664,1103,67,624,636,647,226,81,10.627435697583788,13.82568982414446,1.875776397515528,1.1872118807059846,5.233493397358943,4.4558677492105705,2.192886836027714,1.0662895521817135
FR,FRA,France,2021-03-04,2021-03-04,3312,16,170307.94562362987,12,101578.05426295026,349,3144,37764137.53933231,2279,0,14,30,3268,0,16,253,3043,0,16,82,3214,0,11,776,2525,0,15,554,2743,0,10,334,2968,0,16,171,3125,0,14,86,3212,0,18,86,3208,0,14,28,3270,0,15,138,3159,0,13,463,2836,0,17,104,3191,0,15,613,2684,3282,0,18,12,3059,12,90,151,3230,4,41,37,2536,18,271,487,2758,19,171,364,2978,8,140,186,3141,7,71,93,3226,6,44,36,3226,4,42,40,3284,3,15,10,3174,6,75,57,2849,11,185,267,3208,2,46,56,2699,16,266,331,162,6,194,2950,3124,1,77,110,190,33,1719,1370,1598,16,355,1343,2957,0,23,329,3,2957,0,12,341,2,3301,0,2,9,0,604,33,166,2509,218,22,328,2739,5,2987,4,136,183,2,3171,1,14,124,2,553,4,1129,736,471,419,644,192,623,1380,473,644,170,814,1223,461,644,184,605,1228,651,644,208,187,996,1277,644,71,1388,951,258,2897,0,181,234,2897,0,248,167,2897,0,303,112,2897,0,343,72,2897,0,243,172,2897,0,316,99,2897,0,408,7,2897,0,412,3,2897,0,367,48,2897,0,237,178,2846,0,201,265,2846,0,291,175,2846,0,369,97,2846,0,421,45,2846,0,174,292,2846,0,273,193,2846,0,457,9,2846,0,466,0,2846,0,440,26,2846,0,369,97,2586,9,361,356,2586,9,515,202,2586,9,667,50,2586,9,674,43,2586,9,406,311,2586,9,323,394,2586,9,707,10,2586,9,717,0,2586,9,675,42,2586,9,630,87,3312,0,0,0,3312,0,0,0,3312,0,0,0,3312,0,0,0,3312,0,0,0,3312,0,0,0,3312,0,0,0,3312,0,0,3312,0,0,0,3312,0,0,0,3054,3,221,34,3054,3,187,68,3054,3,134,121,3054,3,175,80,3054,3,197,58,3054,3,200,55,3054,3,198,57,657,34,622,747,654,598,359,170,2507,276,359,170,2646,137,359,170,2628,155,359,170,2580,203,359,170,2293,490,359,170,2734,49,359,170,2680,103,359,170,2631,152,359,170,2416,367,359,170,1207,1576,1925,17,46,1324,1033,15,613,1651,1009,3,736,709,503,352,1462,5,132,1713,1480,30,349,1453,3149,28,14,121,3149,27,32,104,3149,30,18,115,3149,27,41,95,3149,30,16,117,3149,32,10,121,3312,0,0,0,3312,0,0,0,3312,0,0,0,3312,0,0,0,3312,0,0,0,3312,0,0,0,3312,0,0,0,3312,0,0,0,3312,0,0,0,3312,0,0,0,3312,0,0,0,3312,0,0,0,386,73,1223,1630,386,58,1700,1168,386,107,606,2213,386,71,1443,1412,386,108,140,2678,386,89,340,2497,401,4,1270,1637,2042,2,888,207,87,86,424,22,27,188,969,1682,424,21,2857,10,460,25,463,2364,460,2,2114,546,89,38,16,47,460,7,1024,775,658,388,475,21,669,1448,440,259,494,8,830,1951,29,511,4,756,1975,66,2090,7,1088,127,1615,9,1660,28,2707,9,561,35,1870,8,781,653,3172,4,98,38,2972,2,324,14,536,3,55,132,503,580,1503,536,2,57,203,613,579,1322,571,38,826,1093,547,237,571,5,187,293,501,1755,571,5,406,560,642,1128,2357,40,651,264,2357,153,120,682,2357,131,233,591,608,17,1274,1413,1899,4,386,1023,2948,10,48,3,50,19,30,7,197,1682,1,40,149,48,142,20,64,273,122,3,68,98,173,59,49,321,946,55,926,1358,4,23,946,7,201,407,365,452,494,351,89,1013,100,894,622,683,1013,55,580,686,669,218,91,10.738976052848885,13.634939329564823,1.8720930232558137,1.3094037893994848,5.371966019417476,4.483998727046122,2.1990825688073397,1.0515833393352687
FR,FRA,France,2021-03-05,2021-03-05,3653,18,159522.9416678133,14,113106.02234430969,347,3463,37437412.50512768,2467,0,18,39,3596,0,20,271,3362,0,20,94,3539,0,20,820,2813,0,15,691,2947,0,16,375,3262,0,20,188,3445,0,21,92,3540,0,23,116,3514,0,20,38,3595,0,22,159,3472,0,15,545,3093,0,20,145,3488,0,15,673,2965,3614,2,22,15,3382,6,104,161,3559,5,39,50,2833,13,283,524,2962,14,260,417,3278,10,159,206,3465,8,74,106,3561,3,48,41,3537,2,54,60,3615,2,28,8,3494,2,73,84,3108,12,178,355,3508,4,78,63,2980,18,275,380,183,7,210,3253,3456,0,87,110,215,35,1922,1481,1735,24,430,1464,3223,1,23,398,8,3223,1,19,408,2,3634,1,3,15,0,716,35,200,2702,243,13,380,3007,10,3273,5,194,181,0,3455,3,14,178,3,633,5,1226,791,522,476,745,203,674,1503,528,745,187,883,1305,533,745,181,685,1320,722,745,210,236,1062,1400,745,73,1545,981,309,3181,1,208,263,3181,1,269,202,3181,1,333,138,3181,1,407,64,3181,1,273,198,3181,1,363,108,3181,1,457,14,3181,1,466,5,3181,1,421,50,3181,1,230,241,3134,0,212,307,3134,0,320,199,3134,0,427,92,3134,0,479,40,3134,0,232,287,3134,0,286,233,3134,0,512,7,3134,0,518,1,3134,0,477,42,3134,0,411,108,2874,11,394,374,2874,11,554,214,2874,11,713,55,2874,11,731,37,2874,11,471,297,2874,11,355,413,2874,11,752,16,2874,11,766,2,2874,11,702,66,2874,11,661,107,3650,0,1,2,3650,0,2,1,3650,0,3,0,3650,0,3,0,3650,0,2,1,3650,0,3,0,3650,0,3,0,3650,0,3,3650,0,2,1,3650,0,2,1,3372,5,238,38,3372,5,204,72,3372,5,160,116,3372,5,177,99,3372,5,198,78,3372,5,193,83,3372,5,218,58,759,30,669,867,707,621,406,163,2747,337,406,163,2939,145,406,163,2925,159,406,163,2839,245,406,163,2590,494,406,163,3022,62,406,163,2968,116,406,163,2898,186,406,163,2672,412,406,163,1368,1716,2176,33,54,1390,1186,30,624,1813,1151,6,847,837,519,293,1655,4,148,1846,1674,43,413,1523,3462,48,18,125,3462,45,35,111,3462,50,21,120,3462,40,59,92,3462,54,19,118,3462,52,21,118,3653,0,0,0,3653,0,0,0,3653,0,0,0,3653,0,0,0,3653,0,0,0,3653,0,0,0,3653,0,0,0,3653,0,0,0,3653,0,0,0,3653,0,0,0,3653,0,0,0,3653,0,0,0,438,95,1347,1773,438,50,1945,1220,438,108,696,2411,438,67,1559,1589,438,109,155,2951,438,87,367,2761,469,9,1414,1761,2239,3,965,253,89,104,490,15,32,224,1032,1860,490,22,3133,8,530,27,531,2565,530,1,2324,580,110,46,12,50,530,14,1133,801,710,465,545,39,736,1573,487,273,569,11,898,2162,13,584,5,796,2206,62,2312,14,1196,131,1714,15,1895,29,2961,10,653,29,2099,17,861,676,3500,2,102,49,3288,4,349,12,611,4,43,149,557,610,1679,611,6,48,220,610,636,1522,654,38,931,1202,562,266,654,11,193,279,595,1921,654,8,432,609,718,1232,2627,55,720,251,2627,166,142,718,2627,130,281,615,698,16,1387,1552,2101,4,438,1110,3253,12,44,7,35,24,31,11,236,1883,4,37,168,64,162,24,79,283,145,0,79,98,151,58,73,345,1088,57,1029,1441,9,29,1088,12,195,398,383,534,566,377,100,1166,107,927,698,755,1166,66,655,725,725,214,102,10.328380386329867,13.658578628942522,1.792899408284024,1.0739099658821853,5.225950782997763,4.410187872388699,2.19816474605207,1.0818039517848708
FR,FRA,France,2021-03-06,2021-03-06,3708,16,156535.65935994894,11,128298.97927514973,377,3507,36328376.67164166,2479,0,14,40,3654,0,14,294,3400,0,11,68,3629,0,16,838,2854,0,16,691,3001,0,13,350,3345,0,16,214,3478,0,15,65,3628,0,17,99,3592,0,16,41,3651,0,14,166,3528,0,15,458,3235,0,17,138,3553,0,17,670,3021,3668,3,25,12,3414,11,123,160,3640,4,30,34,2870,19,287,532,3017,11,262,418,3358,13,142,195,3494,8,108,98,3643,4,34,27,3609,7,45,47,3667,2,23,16,3542,6,79,81,3250,10,165,283,3570,6,68,64,3038,14,276,380,192,9,218,3289,3502,0,101,105,231,35,1976,1466,1739,32,432,1505,3276,0,30,395,7,3276,0,22,408,2,3687,0,3,18,0,744,42,204,2718,260,27,452,2961,8,3257,8,229,213,1,3470,1,19,218,0,726,4,1246,778,490,464,847,179,654,1524,504,847,167,890,1292,512,847,164,700,1323,674,847,204,225,1097,1335,847,85,1488,1027,261,3251,1,177,279,3251,1,243,213,3251,1,332,124,3251,1,385,71,3251,1,260,196,3251,1,346,110,3251,1,435,21,3251,1,451,5,3251,1,409,47,3251,1,223,233,3224,1,209,274,3224,1,297,186,3224,1,400,83,3224,1,447,36,3224,1,195,288,3224,1,263,220,3224,1,469,14,3224,1,483,0,3224,1,446,37,3224,1,368,115,2938,11,367,392,2938,11,540,219,2938,11,715,44,2938,11,708,51,2938,11,454,305,2938,11,324,435,2938,11,748,11,2938,11,759,0,2938,11,715,44,2938,11,656,103,3708,0,0,0,3708,0,0,0,3708,0,0,0,3708,0,0,0,3708,0,0,0,3708,0,0,0,3708,0,0,0,3708,0,0,3708,0,0,0,3708,0,0,0,3459,3,212,34,3459,3,177,69,3459,3,145,101,3459,3,155,91,3459,3,187,59,3459,3,180,66,3459,3,194,52,869,37,687,820,727,568,442,187,2731,348,442,187,2943,136,442,187,2924,155,442,187,2827,252,442,187,2573,506,442,187,3023,56,442,187,2973,106,442,187,2896,183,442,187,2686,393,442,187,1366,1713,2207,22,46,1433,1229,24,670,1785,1231,5,892,759,506,315,1700,12,152,1844,1717,38,413,1540,3510,36,18,144,3510,28,35,135,3510,43,14,141,3510,33,60,105,3510,42,15,141,3510,40,14,144,3708,0,0,0,3708,0,0,0,3708,0,0,0,3708,0,0,0,3708,0,0,0,3708,0,0,0,3708,0,0,0,3708,0,0,0,3708,0,0,0,3708,0,0,0,3708,0,0,0,3708,0,0,0,486,79,1367,1776,486,48,2067,1107,486,108,740,2374,486,70,1665,1487,486,99,167,2956,486,96,331,2795,531,11,1458,1708,2250,5,1014,238,88,113,552,20,35,214,1050,1837,552,16,3125,15,601,27,499,2581,601,5,2357,542,96,50,14,43,601,18,1107,840,632,510,614,40,770,1552,446,286,638,16,927,2105,22,651,7,866,2139,45,2353,7,1229,119,1654,20,2014,20,2973,10,698,27,2054,15,827,812,3543,0,114,51,3380,6,312,10,683,7,46,126,498,645,1703,683,4,46,182,607,636,1550,724,34,927,1197,559,267,724,6,192,271,522,1993,724,7,415,567,714,1281,2743,55,626,284,2743,158,118,689,2743,124,246,595,772,19,1444,1473,2235,4,388,1081,3350,5,34,3,46,18,45,5,202,1923,2,37,165,64,148,28,76,300,151,1,66,106,164,57,70,350,1132,62,1012,1472,5,25,1132,8,175,372,437,584,518,374,108,1208,117,956,717,710,1208,75,628,730,697,263,107,10.373467916366257,13.598514041649008,1.8478260869565215,1.2539318063808162,5.313608815426997,4.543099609141005,2.2186649659863944,1.0949073187157372
