ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..99,B1_1..77,B1_1.1,B1_1.2,B1_2..99,B1_2..77,B1_2.1,B1_2.2,B1_3..99,B1_3..77,B1_3.1,B1_3.2,B1_4..99,B1_4..77,B1_4.1,B1_4.2,B1_5..99,B1_5..77,B1_5.1,B1_5.2,B1_6..99,B1_6..77,B1_6.1,B1_6.2,B1_7..99,B1_7..77,B1_7.1,B1_7.2,B1_8..99,B1_8..77,B1_8.1,B1_8.2,B1_9..99,B1_9..77,B1_9.1,B1_9.2,B1_10..99,B1_10..77,B1_10.1,B1_10.2,B1_11..99,B1_11..77,B1_11.1,B1_11.2,B1_12..99,B1_12..77,B1_12.1,B1_12.2,B1_13..99,B1_13..77,B1_13.1,B1_13.2,B1_14..99,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1..77,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2..77,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3..77,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4..77,V5d_4.0,V5d_4.1,V5d_5..99,V5d_5..77,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6..77,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7..77,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8..77,V5d_8.0,V5d_8.1,V5d_9..99,V5d_9..77,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BRA,Brazil,2021-02-06,2021-02-06,8203,81,1302943.3319955706,42,561924.1137529314,3817,7741,120510502.35367225,5638,0,96,154,7953,0,92,918,7193,0,94,344,7765,0,92,1131,6980,0,75,1528,6600,0,87,1553,6563,0,88,705,7410,0,97,410,7696,0,98,498,7607,0,93,256,7854,0,90,602,7511,0,68,2015,6120,0,97,535,7571,0,91,1626,6486,8049,16,94,44,7285,43,423,452,7859,23,168,153,7072,50,489,592,6675,66,571,891,6650,67,558,928,7498,44,323,338,7793,32,237,141,7705,28,279,191,7947,21,173,62,7601,39,330,233,6188,76,623,1316,7668,31,302,202,6577,68,799,759,445,17,1697,6044,6575,7,543,1078,572,44,2588,4999,5618,19,490,2076,7713,1,175,287,27,7713,0,166,318,6,8037,1,56,107,2,1150,60,1093,5900,663,49,411,7066,14,7793,6,382,17,5,7812,1,12,376,2,1108,7,4837,1262,608,381,1359,483,2629,2124,1608,8203,1359,334,4877,916,717,1359,466,3543,1686,1149,1359,520,844,1326,4154,1359,347,5211,862,424,7832,3,185,183,7832,3,259,109,7832,3,312,56,7832,3,331,37,7832,3,191,177,7832,3,274,94,7832,3,355,13,7832,3,350,18,7832,3,318,50,0,7610,3,292,298,7610,3,407,183,7610,3,549,41,7610,3,557,33,7610,3,210,380,7610,3,414,176,7610,3,574,16,7610,3,583,7,7610,3,554,36,0,6960,12,655,576,6960,12,985,246,6960,12,1199,32,6960,12,1174,57,6960,12,656,575,6960,12,637,594,6960,12,1155,76,6960,12,1225,6,6960,12,1115,116,0,8201,0,1,1,8201,0,2,0,8201,0,2,0,8201,0,2,0,8201,0,0,2,8201,0,2,0,8201,0,2,0,8201,0,2,0,8201,0,1,1,0,8077,1,96,29,8077,1,97,28,8077,1,65,60,8077,1,90,35,8077,1,94,31,8077,1,103,22,8077,1,98,27,1004,36,1199,1153,2098,2713,1098,147,6397,561,1098,147,6636,322,1098,147,6853,105,1098,147,6482,476,1098,147,5651,1307,1098,147,6794,164,1098,147,6594,364,1098,147,6691,267,1098,147,5888,1070,1098,147,2809,4149,4875,22,103,3203,2479,14,809,4901,0,0,0,7144,262,308,489,7144,318,212,529,7144,201,583,275,7144,322,162,575,7144,337,120,602,7144,305,299,455,8203,0,0,0,8203,0,0,0,8203,0,0,0,8203,0,0,0,8203,0,0,0,8203,0,0,0,8203,0,0,0,8203,0,0,0,8203,0,0,0,8203,0,0,0,8203,0,0,0,8203,0,0,0,1176,237,3433,3357,1176,149,5112,1766,1176,377,1644,5006,1176,215,4150,2662,1176,358,902,5767,1176,317,1268,5442,1257,12,3989,2945,4214,8,2306,773,382,520,1316,56,100,630,1923,4178,1316,64,6778,45,1438,42,1492,5231,1438,8,4242,1654,356,255,58,192,1438,21,1666,1529,1628,1921,1486,47,1793,3149,1185,543,8203,8203,8203,4787,58,3154,204,3117,74,4912,100,6568,46,1498,91,4071,75,2823,1234,7308,32,681,182,6946,30,1180,47,1616,15,144,404,728,1605,3691,1616,12,210,461,722,1672,3510,1749,37,3958,1756,486,217,1749,13,1360,1242,1409,2430,1749,7,2278,1734,1256,1179,4227,199,3102,675,4227,827,1093,2056,4227,674,1657,1645,1844,26,3644,2689,5514,2,1244,1443,7035,24,212,25,173,80,68,72,514,3433,15,131,545,153,572,58,162,509,285,14,244,232,274,56,159,1361,2326,78,2451,3315,11,22,2326,10,792,1453,1545,1037,745,261,34,2439,124,5260,132,248,2439,57,1423,2478,1459,265,82,3.271947229551451,2.611332997456804,2.483321504613201,1.6328173103144474,14.04963181148748,5.473374952964226,2.6522991590624443,1.3830140280139096
BRA,Brazil,2021-02-07,2021-02-07,8094,68,1103263.7739400812,29,457673.5830757667,3781,7634,119716192.72285691,5495,0,78,138,7878,0,72,919,7103,0,84,322,7688,0,88,1060,6946,0,82,1609,6403,0,66,1480,6548,0,79,686,7329,0,80,388,7626,0,82,494,7518,0,82,246,7766,0,79,664,7351,0,68,1955,6071,0,87,588,7419,0,77,1631,6386,7956,15,93,30,7175,41,425,453,7772,30,171,121,7034,54,479,527,6485,60,590,959,6614,56,576,848,7408,38,357,291,7706,22,223,143,7600,28,264,202,7848,20,166,60,7430,32,371,261,6139,80,666,1209,7506,34,344,210,6463,67,820,744,440,20,1662,5972,6499,6,561,1028,573,46,2584,4891,5513,18,522,2041,7572,0,198,294,30,7572,0,183,335,4,7911,0,63,117,3,1191,57,1131,5715,664,66,413,6929,22,7684,7,385,16,2,7703,0,20,370,1,1118,12,4713,1318,550,383,1390,486,2641,2081,1496,8094,1390,336,4780,873,715,1390,441,3491,1680,1092,1390,508,861,1318,4017,1390,364,5097,822,421,7723,7,189,175,7723,7,248,116,7723,7,307,57,7723,7,332,32,7723,7,173,191,7723,7,277,87,7723,7,351,13,7723,7,351,13,7723,7,317,47,0,7551,1,265,277,7551,1,396,146,7551,1,499,43,7551,1,517,25,7551,1,191,351,7551,1,352,190,7551,1,532,10,7551,1,530,12,7551,1,507,35,0,6809,5,678,602,6809,5,1002,278,6809,5,1245,35,6809,5,1238,42,6809,5,671,609,6809,5,695,585,6809,5,1205,75,6809,5,1274,6,6809,5,1161,119,0,8093,0,1,0,8093,0,1,0,8093,0,1,0,8093,0,1,0,8093,0,1,0,8093,0,1,0,8093,0,1,0,8093,0,1,0,8093,0,0,1,0,7963,2,110,19,7963,2,93,36,7963,2,72,57,7963,2,88,41,7963,2,92,37,7963,2,93,36,7963,2,94,35,1048,29,1204,1129,2041,2643,1137,178,6248,531,1137,178,6424,355,1137,178,6684,95,1137,178,6298,481,1137,178,5473,1306,1137,178,6585,194,1137,178,6416,363,1137,178,6524,255,1137,178,5712,1067,1137,178,2859,3920,4752,9,105,3228,2506,14,758,4816,0,0,0,6998,285,308,503,6998,345,248,503,6998,215,581,300,6998,350,165,581,6998,364,115,617,6998,323,295,478,8094,0,0,0,8094,0,0,0,8094,0,0,0,8094,0,0,0,8094,0,0,0,8094,0,0,0,8094,0,0,0,8094,0,0,0,8094,0,0,0,8094,0,0,0,8094,0,0,0,8094,0,0,0,1217,250,2939,3688,1217,155,4991,1731,1217,392,1695,4790,1217,228,4072,2577,1217,354,1134,5389,1217,331,1122,5424,1304,12,3933,2845,4161,9,2299,786,376,463,1396,53,96,638,1987,3924,1396,73,6588,37,1532,26,1421,5115,1532,5,4033,1692,363,268,56,145,1532,20,1437,1592,1623,1890,1573,38,1697,3074,1190,522,8094,8094,8094,5170,74,2631,219,3127,83,4771,113,6410,36,1520,128,4042,74,2522,1456,6968,35,809,282,6979,37,1031,47,1693,7,124,379,727,1603,3561,1693,13,187,417,701,1643,3440,1815,45,3823,1669,486,256,1815,17,1310,1169,1379,2404,1815,7,2140,1811,1212,1109,4185,210,2994,705,4185,817,1077,2015,4185,635,1667,1607,1913,20,3625,2536,5558,6,1174,1356,6989,40,195,38,149,92,67,76,448,3406,19,129,554,196,526,56,182,522,304,18,225,218,224,48,157,1310,2361,78,2306,3310,16,23,2361,16,803,1452,1445,1019,746,222,30,2478,107,5133,136,240,2478,57,1370,2432,1412,280,65,3.2482479784366576,2.597796711045134,2.5136887608069163,1.6223786273957812,14.027098976109215,5.489342490798742,2.6727740986019133,1.4047567086854236
BRA,Brazil,2021-02-08,2021-02-08,8402,97,1504294.785617205,48,748266.5265243582,3701.232,7951,119702768.0270664,5735,0,99,163,8140,0,98,944,7360,0,96,356,7950,0,89,1183,7130,0,95,1703,6604,0,90,1605,6707,0,93,710,7599,0,104,426,7872,0,107,544,7751,0,107,245,8050,0,90,685,7627,0,91,2091,6220,0,111,606,7685,0,102,1686,6614,8239,17,101,45,7458,44,416,484,8046,28,175,153,7219,65,515,603,6699,67,595,1041,6797,75,552,978,7692,40,339,331,7976,37,248,141,7858,32,300,212,8157,26,157,62,7717,39,369,277,6311,92,676,1323,7796,39,346,221,6716,83,843,760,435,16,1616,6335,6831,5,519,1047,556,56,2550,5240,5854,15,456,2077,7946,1,168,267,20,7946,1,150,300,5,8252,1,51,94,4,1110,64,1175,6053,658,57,395,7281,11,8009,2,363,24,4,8034,1,14,352,1,1089,7,4936,1362,623,385,1355,485,2793,2173,1596,8402,1355,350,4968,1000,729,1355,453,3669,1771,1154,1355,521,920,1376,4230,1355,346,5387,912,402,8025,4,197,176,8025,4,267,106,8025,4,297,76,8025,4,345,28,8025,4,193,180,8025,4,278,95,8025,4,363,10,8025,4,362,11,8025,4,331,42,0,7785,0,284,333,7785,0,454,163,7785,0,565,52,7785,0,587,30,7785,0,194,423,7785,0,395,222,7785,0,607,10,7785,0,606,11,7785,0,587,30,0,7069,6,695,632,7069,6,1061,266,7069,6,1292,35,7069,6,1271,56,7069,6,673,654,7069,6,703,624,7069,6,1241,86,7069,6,1322,5,7069,6,1220,107,0,8402,0,0,0,8402,0,0,0,8402,0,0,0,8402,0,0,0,8402,0,0,0,8402,0,0,0,8402,0,0,0,8402,0,0,0,8402,0,0,0,0,8239,1,133,29,8239,1,109,53,8239,1,79,83,8239,1,112,50,8239,1,114,48,8239,1,136,26,8239,1,122,40,1033,24,1235,1283,2110,2717,1115,180,6536,571,1115,180,6786,321,1115,180,7007,100,1115,180,6627,480,1115,180,5739,1368,1115,180,6940,167,1115,180,6705,402,1115,180,6821,286,1115,180,6022,1085,1115,180,2915,4192,4986,19,102,3295,2581,18,867,4936,0,0,0,7262,268,341,531,7262,346,219,575,7262,220,602,318,7262,343,161,636,7262,349,132,659,7262,316,322,502,8402,0,0,0,8402,0,0,0,8402,0,0,0,8402,0,0,0,8402,0,0,0,8402,0,0,0,8402,0,0,0,8402,0,0,0,8402,0,0,0,8402,0,0,0,8402,0,0,0,8402,0,0,0,1188,254,3284,3676,1188,171,5042,2001,1188,394,1700,5120,1188,220,4384,2610,1188,344,1270,5600,1188,314,1243,5657,1291,15,4271,2825,4131,10,2501,897,393,470,1355,71,104,688,2161,4023,1355,75,6919,53,1486,46,1424,5446,1486,7,4174,1809,404,290,66,166,1486,19,1632,1890,1918,1457,1542,45,1723,3288,1243,561,8402,8402,8402,5148,65,2961,228,3392,84,4797,129,6718,43,1497,144,4049,82,2714,1557,7146,43,863,350,7172,35,1150,45,1677,12,130,408,704,1627,3844,1677,16,208,504,718,1698,3581,1818,53,3978,1808,515,230,1818,18,1454,1288,1450,2374,1818,13,2397,1802,1277,1095,4258,196,3299,649,4258,881,1085,2178,4258,721,1729,1694,1944,22,3602,2834,5568,4,1420,1410,7059,31,267,30,215,113,48,94,545,3504,15,122,590,167,507,55,167,502,264,14,263,266,271,55,164,1476,2432,65,2464,3405,11,25,2432,10,841,1591,1479,1053,738,230,28,2542,104,5359,115,282,2542,39,1500,2480,1483,291,67,3.2858166922683045,2.6135681745478516,2.4977816341287062,1.6858990005278578,13.99314692982456,5.45764323479281,2.6697772320645505,1.4066884477247374
BRA,Brazil,2021-02-09,2021-02-09,8287,84,1437017.270867024,34,479905.2413448386,3766,7785,121162158.21329123,5631,0,110,166,8011,0,87,967,7233,0,97,361,7829,0,96,1210,6981,0,92,1765,6430,0,92,1652,6543,0,91,775,7421,0,100,458,7729,0,98,556,7633,0,106,244,7937,0,96,677,7514,0,84,2139,6064,0,103,644,7540,0,86,1786,6415,8121,21,94,51,7320,50,435,482,7926,20,194,147,7077,67,481,662,6522,74,586,1105,6635,79,597,976,7512,42,387,346,7829,37,257,164,7731,37,284,235,8043,19,167,58,7610,42,365,270,6148,89,730,1320,7643,54,375,215,6501,84,906,796,490,12,1637,6148,6718,3,562,1004,612,41,2521,5113,5772,22,480,2013,7807,1,163,289,27,7807,1,183,294,2,8104,0,63,118,2,1189,39,1118,5941,712,47,400,7109,19,7889,4,373,21,0,7912,2,12,358,3,1143,5,4861,1339,589,350,1399,454,2728,2171,1535,8287,1399,358,4944,889,697,1399,450,3577,1762,1099,1399,502,887,1355,4144,1399,331,5289,880,388,7943,3,140,201,7943,3,233,108,7943,3,299,42,7943,3,319,22,7943,3,159,182,7943,3,255,86,7943,3,332,9,7943,3,328,13,7943,3,295,46,0,7705,0,292,290,7705,0,433,149,7705,0,527,55,7705,0,555,27,7705,0,200,382,7705,0,391,191,7705,0,568,14,7705,0,572,10,7705,0,540,42,0,6975,5,659,648,6975,5,1023,284,6975,5,1275,32,6975,5,1259,48,6975,5,667,640,6975,5,705,602,6975,5,1219,88,6975,5,1301,6,6975,5,1188,119,0,8285,1,0,1,8285,1,0,1,8285,1,0,1,8285,1,0,1,8285,1,0,1,8285,1,0,1,8285,1,0,1,8285,1,0,1,8285,1,1,0,0,8160,0,104,23,8160,0,91,36,8160,0,44,83,8160,0,82,45,8160,0,93,34,8160,0,106,21,8160,0,103,24,1054,36,1218,1194,2067,2718,1136,173,6447,531,1136,173,6640,338,1136,173,6894,84,1136,173,6489,489,1136,173,5711,1267,1136,173,6798,180,1136,173,6611,367,1136,173,6716,262,1136,173,5855,1123,1136,173,2829,4149,4925,13,105,3244,2573,8,855,4851,0,0,0,7209,281,336,461,7209,324,249,505,7209,199,626,253,7209,341,156,581,7209,353,131,594,7209,313,307,458,8287,0,0,0,8287,0,0,0,8287,0,0,0,8287,0,0,0,8287,0,0,0,8287,0,0,0,8287,0,0,0,8287,0,0,0,8287,0,0,0,8287,0,0,0,8287,0,0,0,8287,0,0,0,1202,216,3462,3407,1202,141,4952,1992,1202,373,1598,5114,1202,202,4215,2668,1202,291,1044,5750,1202,268,1288,5529,1307,14,3935,3031,4352,6,2227,812,413,477,1368,58,108,620,2046,4087,1368,72,6789,58,1490,47,1461,5289,1490,4,4107,1780,393,295,69,149,1490,21,1479,1783,1960,1554,1532,30,1632,3254,1259,580,8287,8287,8287,4857,71,3110,249,3375,77,4716,119,6708,41,1437,101,4107,70,2810,1300,7258,31,743,255,7013,36,1197,41,1667,11,119,407,758,1676,3649,1667,13,197,457,711,1737,3505,1807,44,3928,1817,470,221,1807,13,1431,1356,1424,2256,1807,13,2366,1869,1196,1036,4102,195,3273,717,4102,795,1112,2278,4102,675,1779,1731,1922,20,3587,2758,5529,5,1353,1400,7017,42,232,36,197,102,47,102,512,3456,9,151,607,181,476,51,161,492,250,19,227,250,271,49,139,1498,2408,72,2414,3359,13,21,2408,12,846,1554,1529,1048,655,195,40,2542,121,5238,119,267,2542,47,1483,2435,1466,234,80,3.2102875557759054,2.5509488842149186,2.5245310245310244,1.662425253099061,14.016105146242134,5.534504028055543,2.641512815916831,1.3734579756998624
BRA,Brazil,2021-02-10,2021-02-10,7957,75,1330895.1321258978,42,721464.6005135356,3565,7539,120271668.93868576,5470,0,101,148,7708,0,79,974,6904,0,89,369,7499,0,91,1184,6682,0,88,1693,6176,0,78,1603,6276,0,89,704,7164,0,96,424,7437,0,91,527,7339,0,93,225,7639,0,93,661,7203,0,79,2062,5816,0,96,601,7260,0,82,1745,6130,7809,21,77,50,6983,59,418,497,7588,24,189,156,6773,70,542,572,6264,83,579,1031,6354,83,559,961,7253,53,334,317,7533,28,222,174,7430,37,283,207,7732,21,145,59,7296,53,353,255,5895,92,633,1337,7356,53,345,203,6212,111,808,826,405,13,1568,5971,6455,8,543,951,534,43,2492,4888,5475,15,454,2013,7503,1,155,273,25,7503,1,177,274,2,7782,0,57,116,2,1080,53,1053,5771,630,58,435,6822,12,7524,4,392,32,5,7558,2,13,382,2,1105,8,4713,1265,514,352,1359,466,2498,2134,1500,7957,1359,336,4655,935,672,1359,460,3403,1689,1046,1359,511,783,1329,3975,1359,355,4982,890,371,7617,5,173,162,7617,5,235,100,7617,5,285,50,7617,5,313,22,7617,5,177,158,7617,5,257,78,7617,5,325,10,7617,5,320,15,7617,5,287,48,0,7453,1,251,252,7453,1,369,134,7453,1,455,48,7453,1,470,33,7453,1,177,326,7453,1,356,147,7453,1,493,10,7453,1,496,7,7453,1,455,48,0,6721,8,613,615,6721,8,970,258,6721,8,1199,29,6721,8,1169,59,6721,8,642,586,6721,8,653,575,6721,8,1157,71,6721,8,1221,7,6721,8,1109,119,0,7955,0,1,1,7955,0,2,0,7955,0,2,0,7955,0,2,0,7955,0,2,0,7955,0,2,0,7955,0,2,0,7955,0,2,0,7955,0,1,1,0,7832,1,101,23,7832,1,96,28,7832,1,54,70,7832,1,87,37,7832,1,95,29,7832,1,103,21,7832,1,97,27,968,28,1218,1153,1937,2653,1037,172,6230,518,1037,172,6411,337,1037,172,6650,98,1037,172,6231,517,1037,172,5495,1253,1037,172,6573,175,1037,172,6400,348,1037,172,6484,264,1037,172,5646,1102,1037,172,2818,3930,4576,18,113,3250,2400,13,804,4740,0,0,0,6932,247,318,460,6932,317,230,478,6932,184,600,241,6932,317,140,568,6932,341,103,581,6932,305,286,434,7957,0,0,0,7957,0,0,0,7957,0,0,0,7957,0,0,0,7957,0,0,0,7957,0,0,0,7957,0,0,0,7957,0,0,0,7957,0,0,0,7957,0,0,0,7957,0,0,0,7957,0,0,0,1101,208,3296,3352,1101,151,4722,1983,1101,347,1470,5039,1101,201,3949,2706,1101,295,918,5643,1101,262,1290,5304,1185,10,3697,3065,4260,8,2128,724,360,477,1247,45,89,567,1927,4082,1247,68,6579,63,1376,27,1500,5054,1376,1,4140,1575,363,264,69,169,1376,21,1584,1637,1797,1542,1427,42,1738,3082,1178,490,7957,7957,7957,4686,60,3012,199,3267,72,4501,117,6502,38,1340,77,4035,69,2783,1070,7050,34,666,207,6676,32,1200,49,1547,18,136,389,685,1568,3614,1547,14,220,457,740,1649,3330,1683,40,3865,1725,432,212,1683,17,1362,1268,1347,2280,1683,12,2317,1718,1217,1010,3965,211,3117,664,3965,829,1043,2120,3965,684,1647,1661,1792,28,3388,2749,5208,3,1331,1415,6697,38,212,35,185,87,58,81,564,3353,16,112,547,167,492,59,154,494,246,7,236,217,254,42,152,1409,2247,68,2236,3374,12,20,2247,10,829,1478,1433,1003,675,240,42,2379,97,5107,135,239,2379,36,1519,2363,1327,260,73,3.287964148527528,2.5874913040847773,2.4973584905660378,1.631274952863747,13.874725523486134,5.5143021954686455,2.628357933579336,1.380298687532386
