ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.2,B13_2..99,B13_2..77,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.2,B14_2..99,B14_2.1,B14_2.2,B14_3..99,B14_3.2,B14_4..99,B14_4.2,B14_5..99,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CD,COD,Democratic Republic of the Congo,2020-12-24,2020-12-21,100,4,663733.5999137049,1,112796.942816142,34,90,17943742.822134502,43,3,9,88,2,13,85,2,5,93,2,27,71,2,16,82,2,15,83,3,10,87,3,9,88,1,4,95,2,7,91,3,12,85,2,24,74,5,11,84,4,16,80,91,0,1,8,87,2,6,5,95,1,3,1,73,3,14,10,84,2,10,4,85,1,5,9,90,1,7,2,91,1,5,3,96,1,3,0,93,0,5,2,88,2,6,4,76,1,12,11,89,1,0,10,84,0,8,8,10,0,19,71,83,12,5,15,1,26,58,74,0,15,11,85,0,0,15,85,0,3,12,0,97,3,0,31,1,24,44,100,16,1,14,18,15,36,23,3,26,13,35,23,8,16,16,37,23,5,17,13,42,23,6,14,19,38,23,8,9,8,52,77,11,5,7,77,10,9,4,77,3,18,2,77,11,2,10,77,9,9,5,77,11,4,8,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,100,0,100,0,22,4,48,26,22,4,38,36,22,3,34,41,22,3,40,35,22,4,30,44,22,4,41,33,25,0,39,36,61,0,14,6,7,12,27,1,2,9,30,31,27,0,68,5,29,2,21,48,29,0,24,24,12,6,0,5,29,2,22,16,13,18,29,0,27,22,20,2,100,100,54,1,42,3,64,0,30,6,68,1,24,7,61,0,25,14,70,0,22,8,60,1,35,4,32,1,2,2,11,21,31,32,1,0,4,10,17,36,36,1,32,16,9,6,36,0,20,14,15,15,36,0,34,14,6,10,55,3,35,7,55,10,16,19,55,7,27,11,39,33,28,72,17,11,83,6,0,2,1,0,0,8,50,0,4,6,0,4,1,2,7,1,3,4,3,5,0,1,9,54,1,41,3,1,54,1,2,21,11,3,5,3,0,56,1,25,15,3,56,1,7,4,17,11,4,5.083333333333333,3.5897806092705773,2.1538461538461537,1.1435437497937313,7.605263157894737,5.6402964925144525,4.2926829268292686,3.4368874177009663
CD,COD,Democratic Republic of the Congo,2020-12-25,2020-12-23,100,6,1201787.5213405848,3,650850.8642430219,42,88,19110180.691301394,49,4,12,84,4,13,83,3,5,92,2,29,69,3,17,80,3,18,79,4,10,86,4,10,86,2,7,91,3,7,90,3,12,85,3,23,74,6,10,84,5,15,80,88,0,1,11,87,3,5,5,95,1,3,1,71,3,15,11,83,2,11,4,82,2,8,8,90,1,5,4,90,1,4,5,93,1,4,2,93,0,6,1,88,2,6,4,77,1,9,13,90,1,1,8,85,0,8,7,12,0,20,68,82,11,7,17,1,25,57,75,0,13,12,87,0,0,13,87,0,2,11,0,98,2,0,32,0,24,44,100,20,1,13,18,15,33,23,5,20,12,40,23,11,13,15,38,23,9,16,9,43,23,7,17,13,40,23,10,9,6,52,78,10,6,6,78,11,7,4,78,3,16,3,78,11,3,8,78,10,8,4,78,11,3,8,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,100,0,100,0,25,4,49,22,25,3,38,34,25,2,38,35,25,2,40,33,25,3,27,45,25,3,41,31,29,0,40,31,60,0,15,10,6,9,29,0,2,7,28,34,29,0,64,7,30,2,19,49,30,0,22,23,12,10,1,2,30,1,18,19,13,19,30,0,28,18,21,3,100,100,54,3,37,6,64,0,28,8,64,2,25,9,61,1,22,16,73,1,17,9,61,1,32,6,32,0,1,2,10,23,32,32,0,1,3,11,17,36,35,1,27,18,11,8,35,0,20,16,12,17,35,0,31,12,10,12,59,2,31,8,59,9,12,20,59,6,31,4,37,36,27,73,17,10,83,6,1,2,1,0,1,6,47,0,4,7,0,4,1,2,8,1,2,5,5,5,0,2,7,49,1,47,2,1,49,1,3,23,13,5,5,1,0,50,1,28,18,3,50,0,8,6,18,12,6,5.040816326530612,3.8942221285379395,2.5714285714285716,1.4525460784051258,7.715909090909092,5.482952149217892,3.8936170212765955,3.218384975440129
CD,COD,Democratic Republic of the Congo,2020-12-26,2020-12-24,100,8,1788867.237527391,2,538053.9214268799,39,88,20021442.98922703,47,3,13,84,4,13,83,2,3,95,1,27,72,4,17,79,3,14,83,3,6,91,2,7,91,2,9,89,4,7,89,2,9,89,2,21,77,3,6,91,4,15,81,87,0,5,8,87,2,4,7,97,0,2,1,73,2,16,9,83,1,10,6,86,1,9,4,94,1,1,4,93,1,1,5,91,0,5,4,93,0,6,1,91,0,5,4,79,1,8,12,94,1,3,2,85,0,9,6,12,0,15,73,86,10,4,16,1,23,60,77,0,10,13,90,1,0,9,90,1,1,8,0,99,0,1,28,1,28,43,100,22,2,22,11,16,27,26,6,24,12,32,26,12,15,13,34,26,8,22,5,39,26,9,21,14,30,26,11,12,6,45,76,9,6,9,76,10,6,8,76,4,15,5,76,11,6,7,76,10,3,11,76,11,1,12,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,100,0,100,0,27,3,48,22,27,4,42,27,27,3,34,36,27,3,43,27,27,4,28,41,27,4,38,31,31,0,40,29,60,0,15,11,3,11,32,0,2,12,22,32,32,1,63,4,33,0,20,47,33,0,22,19,11,11,2,2,33,0,15,10,18,24,34,1,24,20,17,4,100,100,55,2,34,9,60,0,33,7,68,2,24,6,58,1,28,13,72,1,23,4,64,1,28,7,35,0,0,1,12,18,34,35,0,1,2,11,11,40,39,0,31,15,8,7,39,1,18,20,8,14,39,0,31,13,9,8,56,2,37,5,56,10,9,25,56,8,23,13,40,35,25,75,17,8,84,4,2,2,0,0,1,7,49,0,3,6,0,3,0,4,11,1,1,4,6,2,0,2,8,50,3,44,2,1,50,2,1,22,11,6,7,1,0,52,2,27,16,3,52,0,8,6,16,10,8,5,5.0990195135927845,2.8461538461538463,2.192645048267573,7.420454545454545,5.331938848262118,3.954545454545454,3.1471991642222434
CD,COD,Democratic Republic of the Congo,2020-12-27,2020-12-25,100,5,1096649.846944059,2,396773.18794111104,36,89,17624841.04541432,55,4,11,85,4,12,84,4,1,95,0,29,71,6,15,79,2,16,82,3,6,91,2,5,93,2,9,89,3,8,89,2,8,90,2,24,74,3,6,91,4,14,82,89,3,6,2,88,1,6,5,99,0,1,0,71,2,13,14,85,0,7,8,84,2,7,7,94,1,2,3,95,0,1,4,91,0,5,4,92,2,6,0,92,2,4,2,76,0,10,14,94,1,4,1,86,0,11,3,11,0,16,73,84,11,5,12,1,33,54,68,0,18,14,82,1,2,15,82,1,8,8,1,92,2,6,32,1,30,37,100,17,1,26,11,21,24,21,8,24,12,35,21,14,24,11,30,21,10,29,12,28,21,16,24,13,26,21,16,11,8,44,72,8,9,11,72,9,10,9,72,9,13,6,72,10,9,9,72,10,6,12,72,10,5,13,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,100,0,100,0,22,3,45,30,22,4,49,25,22,4,34,40,22,4,45,29,22,5,35,38,22,5,34,39,23,0,36,41,64,0,17,7,3,9,25,0,2,12,28,33,25,1,70,4,26,0,21,53,26,0,31,21,10,8,2,2,26,0,21,15,17,21,27,2,26,27,15,3,100,100,55,3,34,8,51,1,41,7,66,3,28,3,55,2,32,11,65,2,31,2,66,1,27,6,28,1,0,1,10,23,37,28,0,0,3,10,15,44,31,1,44,12,7,5,31,2,25,14,11,17,31,1,34,13,11,10,53,5,36,6,53,8,10,29,53,7,25,15,32,41,27,73,14,13,87,3,2,2,0,0,1,5,46,0,5,4,3,5,1,4,12,1,1,1,4,2,1,2,8,42,2,49,6,1,42,1,0,24,16,7,8,2,0,44,3,30,18,5,44,1,7,8,20,11,9,5.823529411764706,6.323625170273586,2.4285714285714284,2.027286390693261,7.395833333333333,5.229782076470863,4.163265306122449,3.0093392047058423
CD,COD,Democratic Republic of the Congo,2020-12-28,2020-12-25,100,4,850546.654853791,1,150669.995850843,34,89,17518042.461631324,54,4,10,86,4,11,85,4,1,95,0,29,71,6,14,80,2,16,82,3,6,91,2,5,93,2,8,90,3,8,89,2,9,89,2,25,73,3,6,91,4,14,82,90,3,6,1,89,1,6,4,99,0,1,0,71,2,13,14,86,0,7,7,84,2,7,7,94,1,2,3,95,0,1,4,92,0,5,3,92,2,6,0,91,2,4,3,75,0,10,15,94,1,4,1,86,0,11,3,11,0,15,74,85,10,5,12,1,32,55,69,0,18,13,82,1,2,15,82,1,8,8,1,92,2,6,32,1,30,37,100,18,1,25,11,21,24,22,8,24,12,34,22,14,23,11,30,22,10,28,12,28,22,16,23,13,26,22,16,11,8,43,72,8,9,11,72,9,10,9,72,9,13,6,72,10,9,9,72,10,6,12,72,10,5,13,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,100,0,100,0,23,3,45,29,23,4,48,25,23,4,34,39,23,4,44,29,23,5,35,37,23,5,34,38,24,0,35,41,65,0,16,7,3,9,26,0,2,12,27,33,26,1,69,4,27,0,21,52,27,0,31,20,10,8,2,2,27,0,21,15,16,21,28,2,26,26,15,3,100,100,55,3,34,8,52,1,41,6,66,3,28,3,56,2,32,10,65,2,31,2,66,1,27,6,29,1,0,1,10,22,37,29,0,0,3,10,14,44,32,1,44,11,7,5,32,2,24,14,11,17,32,1,33,13,11,10,54,5,35,6,54,8,10,28,54,7,24,15,33,41,26,74,14,12,87,3,2,2,0,0,1,5,46,0,5,4,3,5,1,4,12,1,1,1,4,2,1,2,8,43,2,48,6,1,43,1,0,23,16,7,8,2,0,45,3,30,17,5,45,1,7,7,20,11,9,5.764705882352941,6.35480364856104,2.4615384615384617,2.1061570302086774,7.425531914893617,5.282228946732471,4.041666666666667,2.9169959287299236
CD,COD,Democratic Republic of the Congo,2020-12-30,2020-12-26,100,2,338031.03745118796,2,338031.03745118796,34,90,17905002.988315154,56,3,10,87,3,12,85,4,0,96,2,25,73,5,13,82,2,18,80,3,4,93,2,3,95,3,5,92,2,5,93,2,8,90,2,29,69,2,5,93,2,14,84,90,3,5,2,88,1,7,4,100,0,0,0,75,2,9,14,87,0,7,6,82,2,7,9,96,1,2,1,97,0,1,2,95,0,3,2,95,2,3,0,92,2,4,2,71,0,15,14,95,1,3,1,86,0,12,2,10,0,19,71,82,11,7,11,1,38,50,63,0,21,16,79,0,3,18,79,0,14,6,1,87,6,7,34,1,30,35,100,15,0,23,19,19,24,17,11,25,15,32,17,18,29,12,24,17,16,29,11,27,17,21,25,10,27,17,23,9,9,42,70,7,10,13,70,7,9,14,70,8,13,9,70,8,9,13,70,8,7,15,70,8,5,17,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,100,0,100,0,20,2,45,33,20,2,48,30,20,3,31,46,20,3,45,32,20,3,32,45,20,2,35,43,23,0,34,43,66,0,19,6,5,4,24,0,3,13,24,36,24,0,72,4,24,2,19,55,24,1,29,24,9,8,2,3,24,1,20,18,22,15,24,3,27,24,18,4,100,100,57,1,32,10,54,1,37,8,71,2,22,5,57,1,30,12,69,1,26,4,67,0,26,7,25,2,2,3,9,24,35,25,0,2,4,7,17,45,28,2,40,15,8,7,28,3,22,10,15,22,28,2,26,20,10,14,55,4,35,6,55,9,13,23,55,8,21,16,30,41,29,71,15,14,86,4,0,2,1,0,1,6,45,0,4,4,4,3,1,2,7,1,1,4,7,3,1,4,9,44,0,50,6,0,44,0,0,24,15,6,8,3,0,44,2,29,17,8,44,1,6,10,20,10,9,6.2,6.426983930972567,1.9375,1.1236102527122116,7.555555555555555,4.906190688375969,4.326923076923077,3.2703130140176326
CD,COD,Democratic Republic of the Congo,2020-12-31,2020-12-27,100,3,576889.152278867,3,576889.152278867,38,88,18439439.624656565,51,4,9,87,3,13,84,4,0,96,2,25,73,5,11,84,3,17,80,4,6,90,3,3,94,4,5,91,3,6,91,3,9,88,3,30,67,3,6,91,3,19,78,91,3,4,2,87,1,9,3,100,0,0,0,75,2,7,16,89,0,6,5,83,2,7,8,94,1,4,1,97,0,2,1,95,0,3,2,94,2,4,0,91,2,4,3,70,0,14,16,94,1,4,1,81,0,16,3,12,0,20,68,81,11,8,14,2,40,44,61,0,20,19,80,0,3,17,80,0,15,4,1,86,6,8,37,1,23,39,100,18,1,22,16,19,24,20,12,25,13,30,20,18,31,9,22,20,19,27,12,22,20,21,26,8,25,20,24,11,7,38,77,7,8,8,77,6,7,10,77,7,8,8,77,6,5,12,77,7,7,9,77,7,2,14,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,100,0,100,0,23,3,44,30,23,3,46,28,23,4,30,43,23,4,44,29,23,3,29,45,23,2,35,40,27,0,30,43,70,0,15,8,4,3,27,1,2,10,24,36,27,0,68,5,27,2,19,52,27,1,28,22,13,6,1,2,27,1,21,18,22,11,28,2,25,25,17,3,100,100,58,2,32,8,56,2,34,8,72,2,19,7,58,2,27,13,72,1,22,5,67,0,26,7,29,2,2,2,6,22,37,29,0,2,3,5,17,44,31,2,36,14,9,8,31,2,23,9,12,23,31,2,24,19,5,19,58,4,31,7,58,9,11,22,58,8,21,13,32,43,25,75,12,13,88,3,0,2,1,0,0,6,45,0,4,4,4,4,1,2,6,1,0,4,5,4,1,3,12,48,0,46,6,0,48,0,0,18,14,6,9,3,2,49,2,29,12,8,49,1,7,10,15,9,9,5.5,6.010176554995886,2.125,1.2583057392117916,7.476190476190476,5.032761426154633,4.354166666666667,3.3165579653593653
CD,COD,Democratic Republic of the Congo,2021-01-01,2020-12-27,100,4,808560.237241554,3,653129.4486831509,37,87,18278290.251277275,46,6,9,85,5,14,81,6,0,94,5,23,72,6,13,81,6,17,77,6,5,89,6,3,91,6,5,89,7,3,90,6,8,86,6,28,66,7,5,88,5,16,79,91,1,4,4,86,0,9,5,100,0,0,0,77,1,6,16,87,0,6,7,83,1,5,11,95,0,3,2,97,0,2,1,95,0,3,2,97,0,3,0,92,1,4,3,72,0,12,16,95,1,2,2,84,0,13,3,13,0,19,68,82,10,8,15,1,37,47,64,0,18,18,82,0,2,16,82,0,15,3,0,86,7,7,35,1,26,38,100,19,1,25,17,16,22,20,12,29,13,26,20,21,29,10,20,20,21,26,10,23,20,24,25,9,22,20,26,13,7,34,74,11,7,8,74,10,6,10,74,9,9,8,74,10,6,10,74,11,5,10,74,10,1,15,87,5,8,87,5,8,87,4,1,8,87,4,0,9,87,3,1,9,87,4,1,8,87,4,1,8,98,1,1,98,1,1,98,2,98,2,98,2,25,3,42,30,25,2,44,29,25,3,29,43,25,3,41,31,25,3,22,50,25,1,36,38,29,0,32,39,68,0,14,9,4,5,29,1,3,12,21,34,29,1,63,7,30,3,16,51,30,1,27,20,14,6,0,2,30,1,22,13,21,13,31,2,24,24,17,2,100,100,60,2,31,7,58,2,30,10,73,2,18,7,61,2,24,13,79,1,16,4,66,0,27,7,32,1,3,2,5,24,33,32,0,2,4,3,17,42,35,2,32,14,7,10,35,2,17,10,11,25,35,2,20,20,5,18,61,4,28,7,61,9,11,19,61,8,18,13,38,40,22,78,12,10,88,3,0,1,1,0,0,7,48,1,4,3,3,4,1,1,4,1,0,5,5,3,1,4,12,53,1,39,5,2,53,0,0,18,7,7,9,4,2,54,1,28,10,7,54,0,9,10,12,5,10,5.476190476190476,5.831947736550655,2.125,1.2583057392117916,8.368421052631579,6.077966643592731,4.155555555555556,3.3908671159424397
CD,COD,Democratic Republic of the Congo,2021-01-02,2020-12-27,100,4,808560.237241554,3,653129.4486831509,37,87,18273097.70033283,46,6,9,85,5,14,81,6,0,94,5,23,72,6,13,81,6,17,77,6,5,89,6,3,91,6,5,89,7,3,90,6,8,86,6,28,66,7,5,88,5,16,79,91,1,4,4,86,0,9,5,100,0,0,0,77,1,6,16,87,0,6,7,83,1,5,11,95,0,3,2,97,0,2,1,95,0,3,2,97,0,3,0,92,1,4,3,72,0,12,16,95,1,2,2,84,0,13,3,13,0,19,68,82,10,8,15,1,37,47,64,0,18,18,82,0,2,16,82,0,15,3,0,86,7,7,35,1,26,38,100,19,1,25,16,16,23,20,12,29,13,26,20,20,29,11,20,20,20,26,10,24,20,23,25,9,23,20,25,13,7,35,74,11,7,8,74,10,6,10,74,9,9,8,74,10,6,10,74,11,5,10,74,10,1,15,87,5,8,87,5,8,87,4,1,8,87,4,0,9,87,3,1,9,87,4,1,8,87,4,1,8,98,1,1,98,1,1,98,2,98,2,98,2,25,3,42,30,25,2,44,29,25,3,29,43,25,3,41,31,25,3,22,50,25,1,36,38,29,0,32,39,68,0,14,9,4,5,29,1,3,12,22,33,29,1,63,7,30,3,16,51,30,1,28,20,14,6,0,1,30,1,21,13,21,14,31,2,24,23,17,3,100,100,60,2,31,7,58,2,30,10,73,2,18,7,61,2,24,13,79,1,16,4,66,0,27,7,32,1,3,2,5,23,34,32,0,2,4,3,16,43,35,2,31,14,7,11,35,2,16,10,11,26,35,2,20,20,5,18,61,4,28,7,61,9,11,19,61,8,18,13,38,41,21,79,12,9,88,3,0,1,1,0,0,7,47,1,4,3,3,4,1,1,4,2,0,5,5,3,1,4,12,53,1,39,5,2,53,0,0,18,7,8,8,4,2,54,1,28,11,6,54,0,9,10,11,6,10,5.476190476190476,5.831947736550655,2.125,1.2583057392117916,8.461538461538462,6.02558647002035,4.173913043478261,3.3552900045290794
CD,COD,Democratic Republic of the Congo,2021-01-03,2020-12-30,100,5,1008687.031426605,4,853256.242868202,31,85,17586643.33591275,43,7,11,82,8,13,79,8,1,91,7,22,71,8,9,83,8,17,75,5,5,90,7,4,89,8,4,88,9,5,86,8,8,84,9,24,67,9,9,82,8,16,76,89,0,9,2,87,0,6,7,99,0,0,1,78,1,7,14,91,0,5,4,83,1,8,8,95,0,3,2,96,0,3,1,96,0,3,1,95,0,3,2,92,0,4,4,76,0,11,13,91,0,6,3,84,1,9,6,14,1,18,67,85,9,6,18,1,29,52,71,0,11,18,89,0,1,10,89,0,9,2,0,92,4,4,30,2,22,46,100,20,1,23,21,13,22,21,8,30,14,27,21,19,26,8,26,21,19,22,12,26,21,16,29,9,25,21,21,10,9,39,78,13,3,6,78,10,4,8,78,7,8,7,78,12,2,8,78,13,1,8,78,11,2,9,87,5,8,87,5,8,87,4,1,8,87,4,0,9,87,3,1,9,87,4,1,8,87,4,1,8,98,1,1,98,1,1,98,2,98,2,98,2,24,3,41,32,24,4,43,29,24,5,23,48,24,2,37,37,24,4,21,51,24,3,40,33,26,0,32,42,68,0,11,12,3,6,27,1,2,11,23,36,27,2,64,7,29,1,15,55,29,0,27,21,15,5,3,0,29,0,23,16,22,10,30,0,27,25,13,5,100,100,59,2,29,10,57,2,31,10,77,1,16,6,63,2,21,14,79,0,14,7,60,1,32,7,32,2,1,2,6,24,33,32,2,0,3,4,17,42,35,1,27,13,8,16,35,1,17,10,9,28,35,1,23,14,10,17,64,3,26,7,64,8,10,18,64,9,16,11,38,37,25,75,12,13,89,5,0,0,0,2,0,4,52,2,2,3,0,5,1,1,4,1,0,5,6,4,0,3,11,56,2,34,5,3,56,0,1,14,8,11,5,2,3,57,1,25,13,4,57,0,10,9,13,6,5,4.45945945945946,4.664252915018144,2,1.4142135623730951,7.973684210526316,5.744500740921413,4.238095238095238,3.0668131056285155
