ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V2a..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V5a_1..99,V5a_2..99,V5a_3..99,V5a_4..99,V5a_5..99,V5a_6..99,V5a_7..99,V5a_8..99,V5a_9..99,V5b_1..99,V5b_2..99,V5b_3..99,V5b_4..99,V5b_5..99,V5b_6..99,V5b_7..99,V5b_8..99,V5b_9..99,V5c_1..99,V5c_2..99,V5c_3..99,V5c_4..99,V5c_5..99,V5c_6..99,V5c_7..99,V5c_8..99,V5c_9..99,V5d_1..99,V5d_2..99,V5d_3..99,V5d_4..99,V5d_5..99,V5d_6..99,V5d_7..99,V5d_8..99,V5d_9..99,V6_1..99,V6_2..99,V6_3..99,V6_4..99,V6_5..99,V6_6..99,V6_7..99,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_2..99,V10_3..99,V10_4..99,V10_5..99,V10_6..99,V10_7..99,V10_8..99,V10_9..99,V10_10..99,V11..99,V12..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C9a..99,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BY,BLR,Belarus,2021-01-14,2021-01-14,245,6,102435.1327126175,3,58710.697407107305,261,233,6112778.758386477,187,10,14,221,10,40,195,11,24,210,8,86,151,8,64,173,8,44,193,8,24,213,11,15,219,13,5,227,10,12,223,11,17,217,12,47,186,10,21,214,7,66,172,231,0,10,4,205,6,19,15,221,0,16,8,159,6,36,44,181,6,27,31,201,3,24,17,221,3,11,10,230,3,11,1,240,1,2,2,233,0,10,2,228,1,13,3,198,4,23,20,224,0,12,9,179,4,40,22,10,2,102,131,149,0,28,68,17,0,109,119,136,1,26,82,219,0,11,12,3,219,0,7,19,0,238,5,2,0,44,2,64,135,245,245,0,24,0,27,67,43,84,27,31,44,60,83,27,31,34,56,97,27,22,73,56,67,27,31,26,47,114,27,33,4,18,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,86,88,29,14,0,0,0,0,0,0,0,0,0,0,0,0,185,35,11,14,185,38,6,16,185,34,13,13,185,31,17,12,185,35,10,15,185,38,8,14,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,0,245,0,0,245,0,0,0,32,8,94,111,32,3,162,48,32,15,50,148,32,11,110,92,32,18,31,164,32,12,80,121,32,2,131,80,114,0,82,25,17,7,33,1,0,21,90,100,33,1,211,0,34,0,54,157,34,0,138,46,3,13,2,9,34,1,71,38,58,43,35,3,49,78,50,30,37,2,29,175,2,0,40,4,27,171,3,151,3,82,9,83,5,150,7,195,2,38,10,135,4,76,30,214,1,25,5,165,1,70,9,43,3,1,7,44,50,97,43,3,0,10,38,63,88,44,3,70,105,15,8,44,3,6,33,41,118,44,2,33,88,45,33,124,19,88,14,124,52,32,37,124,45,43,33,46,2,125,72,173,0,36,36,213,4,3,0,4,4,5,3,9,90,1,2,19,11,17,2,6,12,19,2,8,11,3,1,13,28,55,3,77,110,0,0,55,0,4,25,60,51,37,11,2,57,4,113,61,10,57,2,52,80,40,11,3,7.888000000000001,8.567771570100323,3.5483870967741935,1.9642494862977415,13.236686390532544,5.4611902071292695,2.401129943502825,1.034956559286261
BY,BLR,Belarus,2021-01-15,2021-01-15,216,8,228706.3977100668,6,189573.3000960883,264,200,5894152.1776223695,161,11,13,192,8,37,171,11,21,184,8,87,121,8,72,136,12,30,174,12,27,177,12,22,182,12,9,195,12,16,188,11,19,186,10,42,164,11,19,186,6,81,129,203,4,5,4,179,4,17,16,195,0,16,5,129,9,36,42,144,8,24,40,186,5,17,8,189,3,9,15,194,3,14,5,207,2,5,2,200,3,12,1,197,1,15,3,174,6,16,20,197,4,14,1,135,7,39,35,14,2,98,102,122,0,31,63,18,2,106,90,110,3,27,76,189,0,17,8,2,189,0,8,19,0,208,4,4,0,50,3,61,102,216,216,0,20,0,27,57,41,71,20,19,33,72,72,20,18,37,61,80,20,16,71,59,50,20,21,25,42,108,20,23,5,20,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,101,60,18,16,0,0,0,0,0,0,0,0,0,0,0,0,157,29,14,16,157,32,12,15,157,29,20,10,157,32,13,14,157,35,6,18,157,34,15,10,216,0,0,0,216,0,0,0,216,0,0,0,216,0,0,0,216,0,0,0,216,0,0,0,216,0,0,0,216,0,0,0,216,0,0,0,216,0,0,0,216,0,0,216,0,0,0,25,11,108,72,25,12,142,37,25,23,58,110,25,12,101,78,25,26,36,129,25,14,68,109,26,1,124,65,92,0,74,22,12,16,28,3,0,21,66,98,28,2,186,0,30,1,47,138,30,1,124,37,7,7,1,9,30,4,70,19,36,57,30,4,28,73,64,17,32,1,20,161,2,0,34,3,20,156,3,108,4,96,8,74,5,132,5,158,6,45,7,115,4,69,28,180,3,27,6,148,3,62,3,36,3,0,14,36,43,84,36,2,0,14,42,54,68,37,2,74,85,14,4,37,1,6,33,54,85,37,1,32,90,35,21,95,19,81,21,95,51,35,35,95,44,43,34,41,2,123,50,166,0,20,30,199,0,2,1,1,1,4,1,7,76,0,4,24,9,15,0,7,12,13,0,7,7,3,3,9,27,46,6,64,100,0,0,46,2,6,27,69,36,22,8,0,51,7,102,40,16,51,5,43,72,39,4,2,7.825396825396824,8.408642568290665,3.3055555555555554,1.8737541505193307,12.903459119496855,5.781841170929019,2.3398692810457518,1.165080744281217
BY,BLR,Belarus,2021-01-16,2021-01-16,222,10,201663.7193647632,9,172755.5634681952,203,199,6310578.8624960855,151,8,15,199,7,56,159,9,22,191,3,84,135,8,69,145,9,42,171,9,23,190,6,28,188,8,13,201,7,20,195,9,24,189,8,54,160,9,18,195,4,75,143,207,3,9,3,166,11,31,14,200,2,14,6,138,8,40,36,153,8,24,37,180,8,19,15,199,4,11,8,194,4,17,7,209,4,7,2,202,3,16,1,198,4,9,11,168,6,16,32,204,7,8,3,147,10,36,29,22,1,85,114,141,0,32,49,27,4,98,93,124,4,22,72,200,0,15,7,0,200,0,4,18,0,218,2,1,1,58,0,52,112,222,222,0,33,0,24,45,36,84,33,13,26,65,85,33,14,32,55,88,33,13,53,54,69,33,16,18,44,111,33,18,4,21,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,88,63,19,17,0,0,0,0,0,0,0,0,0,0,0,0,173,22,10,17,173,29,5,15,173,24,11,14,173,20,14,15,173,29,4,16,173,24,12,13,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,222,0,0,0,38,7,82,95,38,5,132,47,38,13,44,127,38,6,92,86,38,11,27,146,38,8,65,111,41,1,97,83,125,0,63,27,1,6,44,2,2,17,75,82,44,4,174,0,47,2,45,128,47,0,119,31,10,6,2,7,47,0,53,23,40,59,47,1,33,76,49,16,50,0,24,146,2,0,55,1,21,143,2,141,1,67,13,91,3,124,4,178,1,37,6,131,1,62,28,195,1,22,4,158,3,60,1,57,3,1,12,31,40,78,57,3,1,7,39,36,79,60,0,60,82,12,8,60,0,7,27,39,89,60,0,30,69,32,31,125,10,70,17,125,31,26,40,125,29,35,33,63,4,101,54,168,0,24,30,201,1,1,0,0,1,4,0,14,101,0,0,15,9,11,2,8,9,10,0,6,6,4,0,10,31,68,7,58,89,0,0,68,2,4,32,46,46,22,2,0,69,8,91,46,8,69,7,46,58,36,4,2,9.217391304347826,9.11311240446506,2.903225806451613,1.6566772731947013,12.125714285714286,5.545331453121112,2.160839160839161,1.172756171302828
BY,BLR,Belarus,2021-01-17,2021-01-17,269,10,170630.72464236311,7,109133.9410872472,224,251,6333947.535988747,200,6,12,251,5,35,229,6,23,240,4,81,184,6,66,197,5,41,223,5,25,239,5,17,247,6,12,251,7,20,242,5,33,231,6,53,210,7,18,244,5,66,198,257,1,9,2,234,1,14,20,246,4,13,6,188,5,37,39,203,6,29,31,228,6,21,14,244,3,11,11,252,2,12,3,257,1,6,5,249,2,16,2,236,1,19,13,216,6,20,27,251,4,7,7,203,3,30,33,18,0,100,151,170,1,37,61,19,3,112,135,157,3,27,82,242,0,18,8,1,242,1,7,19,0,262,2,5,0,53,3,66,147,269,269,0,20,1,23,63,54,108,25,20,43,70,111,25,25,34,77,108,25,19,74,81,70,25,27,21,55,141,25,26,7,22,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,115,87,25,11,0,0,0,0,0,0,0,0,0,0,0,0,203,35,11,20,203,35,15,16,203,32,17,17,203,32,18,16,203,33,12,21,203,35,16,15,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,269,0,0,0,33,9,99,128,33,8,160,68,33,17,69,150,33,17,114,105,33,19,34,183,33,14,81,141,34,1,140,94,129,0,91,26,12,11,39,3,6,27,81,113,39,5,225,0,43,1,52,173,43,0,158,37,13,9,2,7,43,1,64,32,49,80,44,1,43,88,73,20,48,0,37,182,2,0,51,3,37,171,7,170,4,82,13,109,4,147,9,200,6,55,8,155,3,75,36,235,1,26,7,188,4,72,5,55,2,4,11,50,55,92,55,1,1,14,47,62,89,56,1,78,113,15,6,56,0,11,29,55,118,56,0,34,94,57,28,141,18,89,21,141,54,33,41,141,46,50,32,59,1,141,68,201,0,32,36,241,2,2,0,1,2,7,2,12,103,0,2,25,14,17,7,6,11,21,0,3,7,4,2,6,41,67,7,65,129,0,1,67,1,6,40,65,51,30,8,1,68,7,117,60,17,68,2,47,96,47,7,2,8.60948905109489,9.21724632870742,2.8636363636363638,1.7964611677608642,12.713068181818182,5.214682536937312,2.324468085106383,1.1544090017671464
BY,BLR,Belarus,2021-01-18,2021-01-18,232,8,147701.7581485353,7,129374.2567603664,182,215,5751301.8302914305,160,6,16,210,2,47,183,2,16,214,2,73,157,3,61,168,3,40,189,4,30,198,3,16,213,4,6,222,3,20,209,4,19,209,4,43,185,4,20,208,1,70,161,216,3,8,5,185,4,19,24,216,1,11,4,159,6,33,34,171,2,27,32,192,6,24,10,202,2,15,13,216,1,11,4,226,0,3,3,212,1,16,3,213,2,10,7,189,4,17,22,212,3,10,7,162,4,33,33,16,1,87,128,150,0,30,52,21,0,106,105,126,1,23,82,209,0,14,9,0,209,0,6,17,0,226,3,2,1,48,5,60,119,232,232,0,26,0,24,53,38,91,29,17,37,58,91,29,20,27,60,96,29,14,62,59,68,29,22,14,48,119,29,23,3,22,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,96,65,20,19,0,0,0,0,0,0,0,0,0,0,0,0,173,20,11,28,173,22,7,30,173,20,11,28,173,18,18,23,173,20,12,27,173,20,14,25,232,0,0,0,232,0,0,0,232,0,0,0,232,0,0,0,232,0,0,0,232,0,0,0,232,0,0,0,232,0,0,0,232,0,0,0,232,0,0,0,232,0,0,232,0,0,0,35,9,79,109,35,3,144,50,35,15,46,136,35,12,98,87,35,14,27,156,35,9,64,124,38,0,98,96,134,0,56,26,11,5,42,0,2,19,72,97,42,0,190,0,45,1,35,151,45,0,134,33,4,7,7,2,45,1,64,40,40,42,45,1,32,82,57,15,47,0,27,156,2,0,52,0,29,148,3,155,2,68,7,91,2,129,10,189,0,37,6,137,0,71,24,207,0,19,6,169,1,59,3,56,1,2,3,44,36,90,56,1,0,14,30,39,92,57,0,66,88,17,4,57,0,8,26,53,88,57,0,34,73,40,28,125,9,78,20,125,48,19,40,125,38,34,35,60,2,111,59,173,1,19,39,215,1,0,0,1,1,2,2,10,106,0,0,17,13,9,4,3,4,19,1,5,11,2,1,6,31,67,0,67,97,0,1,67,0,6,34,62,41,17,3,2,71,3,95,52,11,71,3,38,75,39,5,1,7.384,7.71026128171141,2.792452830188679,1.9151068514680616,12.836666666666666,5.630840492612435,2.3684210526315788,1.0337625646557593
BY,BLR,Belarus,2021-01-19,2021-01-19,269,5,139659.552368481,3,97100.5127061434,235,251,6669109.070886544,192,8,14,247,8,53,208,12,23,234,7,89,173,7,75,187,12,51,206,9,38,222,10,22,237,11,11,247,11,17,241,11,34,224,9,61,199,11,22,236,11,67,191,255,3,9,2,216,5,28,20,246,3,13,7,180,11,32,46,194,10,34,31,218,8,22,21,231,6,20,12,247,4,15,3,258,2,7,2,252,2,13,2,235,6,14,14,208,6,26,29,247,4,10,8,202,7,35,25,17,1,95,156,175,0,46,48,20,3,108,138,161,3,24,81,245,0,14,9,1,245,0,10,13,1,259,3,7,0,50,6,64,149,269,269,0,22,1,32,56,55,103,31,24,38,70,106,31,24,46,68,100,31,16,78,69,75,31,22,33,49,134,31,25,2,22,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,102,82,24,27,0,0,0,0,0,0,0,0,0,0,0,0,205,30,14,20,205,32,11,21,205,27,20,17,205,32,16,16,205,36,10,18,205,32,17,15,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,0,269,0,0,269,0,0,0,37,17,122,93,37,13,160,59,37,23,56,153,37,22,116,94,37,19,52,161,37,18,90,124,39,3,138,89,131,0,70,40,11,17,42,3,5,30,88,101,42,2,225,0,49,0,52,168,49,0,150,41,10,6,4,9,49,0,68,37,56,59,50,0,42,82,65,30,51,1,39,172,6,0,53,2,42,166,6,148,3,106,12,110,2,153,4,214,3,44,8,154,2,83,30,218,2,45,4,180,0,86,3,55,2,4,11,45,46,106,55,1,4,10,39,65,95,62,4,74,97,15,17,62,0,13,26,54,114,62,0,37,82,55,33,151,8,90,20,151,56,17,45,151,52,34,32,67,2,121,79,190,0,31,48,239,1,3,0,1,2,5,2,16,120,1,5,20,11,15,3,4,11,27,0,5,7,4,5,6,25,73,3,72,118,1,2,73,0,10,26,71,39,38,10,2,76,5,108,56,24,76,6,38,92,47,5,5,7.7034722222222225,8.3043624325899,3.0939393939393938,1.9777904367386885,12.777777777777779,5.137838613747519,2.363128491620112,1.1836827126793845
BY,BLR,Belarus,2021-01-20,2021-01-20,230,6,137275.2207165158,4,81033.6080765158,161,209,5774895.29963625,162,10,9,211,7,51,172,9,16,205,7,91,132,9,68,153,9,26,195,9,23,198,10,16,204,10,8,212,10,13,207,11,19,200,9,52,169,12,16,202,8,67,155,221,0,8,1,179,4,25,22,214,0,9,7,139,7,36,48,162,1,28,39,204,1,13,12,207,1,12,10,214,2,12,2,222,0,4,4,217,0,13,0,211,1,14,4,178,4,20,28,214,0,12,4,163,3,36,28,21,0,76,133,156,0,24,50,24,2,101,103,129,4,14,83,216,0,9,4,1,216,0,5,9,0,225,1,4,0,46,4,45,135,230,230,0,30,0,23,51,47,79,36,15,27,67,85,36,15,30,57,92,36,7,62,56,69,36,15,21,44,114,36,15,4,15,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5,79,70,27,13,0,0,0,0,0,0,0,0,0,0,0,0,187,21,5,17,187,16,12,15,187,20,8,15,187,17,14,12,187,21,10,12,187,17,15,11,230,0,0,0,230,0,0,0,230,0,0,0,230,0,0,0,230,0,0,0,230,0,0,0,230,0,0,0,230,0,0,0,230,0,0,0,230,0,0,0,230,0,0,230,0,0,0,39,8,99,84,39,9,135,47,39,19,53,119,39,13,106,72,39,18,38,135,39,15,77,99,40,0,112,78,118,1,62,24,9,16,42,0,3,26,71,88,42,1,186,1,48,2,45,135,48,0,122,33,14,5,4,4,48,0,58,24,48,52,48,2,28,73,51,28,48,2,19,157,4,0,51,4,27,146,2,132,4,81,13,96,3,123,8,178,2,43,7,125,5,69,31,193,3,22,12,154,3,62,11,53,5,4,6,45,37,80,53,3,3,8,46,42,75,56,2,56,87,20,9,56,0,9,30,48,87,56,0,32,65,46,31,134,13,70,13,134,43,21,32,134,35,31,30,61,0,114,55,175,0,22,33,210,3,2,0,0,2,3,0,10,98,1,3,18,4,11,4,8,10,17,1,6,4,4,3,10,28,66,5,62,95,1,1,66,2,4,37,56,32,24,8,1,68,7,89,49,17,68,4,40,73,35,10,0,7.3515625,7.661736243422864,2.6346153846153846,1.521465317355455,13.005405405405405,5.551144807881148,2.331081081081081,1.0587408354486203
BY,BLR,Belarus,2021-01-21,2021-01-21,241,10,276327.3858820515,8,232951.77979053961,213,220,6546138.742330989,162,6,16,219,6,42,193,7,27,207,7,102,132,7,77,157,6,44,191,7,30,204,7,22,212,6,9,226,6,22,213,6,30,205,7,59,175,7,22,212,4,68,169,225,5,7,4,199,6,21,15,214,3,17,7,139,8,43,51,164,5,31,41,197,7,22,15,211,4,15,11,219,3,14,5,232,1,3,5,219,3,17,2,211,2,16,12,182,4,23,32,219,4,14,4,173,5,37,26,21,0,84,136,164,0,33,44,30,1,93,117,148,1,27,65,214,0,21,5,1,214,0,8,19,0,233,2,6,0,59,1,62,119,241,241,0,30,0,18,60,34,99,31,17,30,77,86,31,19,26,71,94,31,18,61,59,72,31,18,23,54,115,31,22,3,23,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,102,66,17,16,0,0,0,0,0,0,0,0,0,0,0,0,179,30,6,26,179,27,11,24,179,28,13,21,179,23,17,22,179,29,5,28,179,26,16,20,241,0,0,0,241,0,0,0,241,0,0,0,241,0,0,0,241,0,0,0,241,0,0,0,241,0,0,0,241,0,0,0,241,0,0,0,241,0,0,0,241,0,0,241,0,0,0,37,13,108,83,37,9,149,46,37,18,60,126,37,13,98,93,37,15,41,148,37,11,80,113,42,0,115,84,126,1,67,17,13,17,45,0,3,19,87,87,45,1,195,0,46,0,39,156,46,0,132,36,7,7,5,8,46,0,66,38,39,52,48,2,35,73,54,29,52,0,22,161,6,0,58,1,16,165,1,133,6,91,11,93,7,130,11,181,2,49,9,143,4,68,26,200,3,28,10,163,3,67,8,59,6,1,5,52,36,82,59,4,2,10,44,54,68,65,2,52,90,23,9,65,0,8,31,54,83,65,0,34,69,37,36,138,13,76,14,138,42,30,31,138,35,41,27,68,1,110,62,179,0,25,37,217,1,0,1,3,0,2,1,16,107,1,2,18,9,17,1,5,7,17,0,6,8,2,2,9,30,74,3,63,99,0,2,74,0,9,35,54,40,25,3,1,76,8,93,46,18,76,5,53,62,37,7,1,8.679389312977099,9.111503443933278,3.4339622641509435,1.7376977913127578,12.260135135135135,5.224051388222012,2.2467532467532467,1.1451043181733243
BY,BLR,Belarus,2021-01-22,2021-01-22,184,8,183520.3845695553,7,152490.0645976612,124,171,5494621.924056894,125,4,10,170,3,31,150,3,16,165,3,72,109,3,56,125,4,34,146,4,23,157,3,18,163,6,6,172,4,6,174,6,17,161,6,39,139,4,16,164,4,55,125,174,2,6,2,153,3,15,13,168,3,9,4,112,6,27,39,128,6,21,29,150,5,17,12,161,3,4,16,166,2,11,5,178,1,4,1,178,1,4,1,167,1,10,6,145,2,16,21,168,4,8,4,129,6,27,22,12,1,56,115,131,0,22,31,15,1,88,80,96,2,17,69,167,0,8,8,1,167,0,5,12,0,179,1,4,0,36,2,45,101,184,184,0,17,1,18,49,31,68,23,13,23,44,81,23,11,32,49,69,23,7,53,44,57,23,12,19,31,99,23,16,4,18,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,67,65,16,10,0,0,0,0,0,0,0,0,0,0,0,0,139,20,9,16,139,21,12,12,139,16,15,14,139,21,8,16,139,25,9,11,139,20,13,12,184,0,0,0,184,0,0,0,184,0,0,0,184,0,0,0,184,0,0,0,184,0,0,0,184,0,0,0,184,0,0,0,184,0,0,0,184,0,0,0,184,0,0,184,0,0,0,27,3,90,64,27,4,110,43,27,7,42,108,27,8,88,61,27,8,30,119,27,5,56,96,35,0,89,60,95,0,41,20,15,13,37,0,1,15,47,84,37,1,146,0,40,0,35,109,40,0,89,31,7,5,7,5,40,0,42,18,31,53,41,1,35,51,38,18,41,0,28,111,4,0,45,0,24,114,1,94,3,77,10,75,2,103,4,142,2,34,6,97,3,55,29,154,3,22,5,128,1,52,3,46,1,1,5,28,35,68,46,0,0,6,23,39,70,47,1,42,73,15,6,47,0,6,12,35,84,47,0,14,45,47,31,126,8,40,10,126,30,8,20,126,24,22,12,49,0,90,45,139,0,10,35,174,2,0,0,3,0,1,1,3,85,1,6,15,5,8,2,3,13,15,0,1,5,5,1,2,17,51,4,44,83,0,2,51,1,11,23,40,35,18,5,0,57,4,77,32,14,57,4,28,52,36,5,2,6.4411764705882355,7.848281049624583,2.789473684210526,1.6790907246039224,12.855371900826446,5.4830944792945635,2.425,1.0097216523012915
