ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
PRT,Portugal,2021-01-01,2021-01-01,1413,0,0,0,0,176,1339,7204379.908595448,881,10,1,1402,10,107,1296,12,25,1376,14,110,1289,9,205,1199,13,82,1318,10,57,1346,9,25,1379,10,30,1373,9,16,1388,8,47,1358,10,161,1242,12,47,1354,14,134,1265,1412,0,0,1,1306,2,20,85,1388,0,9,16,1303,5,29,76,1208,4,36,165,1331,1,14,67,1356,2,15,40,1388,1,6,18,1383,0,7,23,1397,1,9,6,1366,1,14,32,1252,3,27,131,1366,1,12,34,1279,4,36,94,65,9,98,1241,1320,0,34,59,80,22,474,837,939,7,120,347,1293,15,101,4,1293,27,92,1,1386,1,26,0,233,24,77,1079,1413,0,0,0,0,0,104,0,719,402,139,49,139,74,554,545,101,139,77,799,353,45,139,94,773,346,61,139,100,688,397,89,139,119,333,485,337,0,1339,18,14,42,1339,23,9,42,1339,13,23,38,1339,23,2,49,1339,23,3,48,1339,23,5,46,182,49,8,1174,182,53,17,1161,182,53,55,1123,182,46,100,1085,182,46,109,1076,182,53,116,1062,182,49,40,1142,1162,16,23,212,1162,17,28,206,1162,17,17,217,1162,15,46,190,1162,14,78,159,194,22,291,906,194,10,858,351,194,16,530,673,194,11,630,578,194,16,36,1167,194,18,85,1116,204,5,558,646,855,1,383,120,36,18,211,3,4,63,371,761,211,3,1193,6,226,8,185,994,226,0,997,139,11,10,1,29,226,1,220,235,421,310,236,15,409,596,130,27,250,5,236,900,22,273,16,219,884,21,1122,2,276,13,557,4,847,5,884,5,518,6,786,5,464,158,1378,1,26,8,1328,1,81,3,282,14,9,34,154,272,648,282,10,10,43,155,279,634,291,12,539,435,105,31,291,2,106,169,312,533,291,0,162,278,369,313,978,39,313,83,978,120,84,231,978,106,143,186,305,8,558,542,871,1,211,330,1232,23,27,3,14,9,8,7,90,677,3,14,58,42,82,15,41,76,21,0,18,68,59,27,25,187,507,18,412,472,0,4,507,7,65,125,238,206,154,90,21,526,38,492,189,168,526,33,47,248,409,111,39,2.6420323325635104,2.143851572233255,2.0547945205479454,1.1412762222727302,9.920567375886526,3.5948099766936816,2.8315412186379927,1.3968724943044897
PRT,Portugal,2021-01-02,2021-01-01,100,0,0,0,0,16,90,582021.4320815539,21,1,0,99,1,8,91,1,1,98,2,8,90,0,17,83,2,8,90,1,2,97,2,2,96,1,2,97,1,0,99,1,5,94,2,13,85,1,7,92,2,14,84,100,0,0,0,92,0,1,7,99,0,0,1,92,0,3,5,83,0,3,14,92,0,2,6,98,0,1,1,98,0,0,2,98,0,1,1,100,0,0,0,95,0,2,3,87,0,6,7,93,0,5,2,86,2,5,7,10,0,8,82,93,0,3,4,13,3,34,50,66,1,11,22,89,1,10,0,89,3,8,0,97,0,3,0,28,1,6,65,100,0,0,0,0,0,16,0,47,20,14,3,21,4,32,40,3,21,5,51,20,3,21,7,48,23,1,21,7,45,22,5,21,8,25,27,19,0,94,3,3,0,94,4,2,0,94,2,1,3,94,3,0,3,94,3,1,2,94,4,2,0,36,3,0,61,36,2,1,61,36,3,6,55,36,1,6,57,36,2,8,54,36,2,10,52,36,2,3,59,83,3,0,14,83,3,2,12,83,3,1,13,83,2,6,9,83,3,3,11,29,1,14,56,29,1,46,24,29,1,27,43,29,1,39,31,29,1,4,66,29,1,6,64,30,0,33,37,67,0,26,4,3,0,30,0,1,2,20,47,30,0,70,0,34,2,13,51,34,0,54,10,0,0,0,2,34,0,11,12,27,16,36,1,22,32,9,0,37,1,17,43,2,41,1,11,47,0,86,0,13,1,55,1,44,0,74,1,24,1,62,0,27,11,96,1,2,1,94,0,5,1,41,2,0,1,6,14,36,41,1,1,1,11,10,35,41,1,22,31,5,0,41,0,5,9,16,29,41,0,8,14,18,19,78,4,14,4,78,5,1,16,78,5,7,10,43,0,31,26,74,0,10,16,91,0,4,1,1,0,0,0,3,60,0,0,3,4,4,3,3,4,1,0,0,2,4,1,0,11,76,0,16,8,0,0,76,0,1,6,9,3,3,2,0,79,0,13,5,3,79,0,0,6,13,0,2,2.875,2.21285768418007,3,1.4142135623730951,10.666666666666666,3.2539568672798427,3.25,1.164157703189193
PRT,Portugal,2021-01-03,2021-01-03,1796,4,36563.40644430267,2,25640.326578964272,313,1732,7719436.570109679,1161,11,13,1772,9,141,1646,9,30,1757,7,177,1612,11,250,1535,8,128,1660,13,71,1712,10,40,1746,11,49,1736,11,23,1762,11,78,1707,7,219,1570,13,73,1710,14,236,1546,1783,3,4,6,1655,4,22,115,1766,2,11,17,1619,10,50,117,1546,10,44,196,1668,6,30,92,1725,3,24,44,1756,0,18,22,1747,4,20,25,1773,1,12,10,1718,5,29,44,1577,10,42,167,1723,3,26,44,1560,5,72,159,60,4,149,1583,1657,0,47,92,78,26,653,1039,1144,5,152,495,1644,19,128,5,1644,43,108,1,1754,1,39,2,264,26,111,1395,1796,0,0,0,0,0,95,6,853,559,213,70,140,99,710,715,132,140,101,1000,483,72,140,108,958,491,99,140,134,796,574,152,140,158,354,635,509,0,1686,31,15,64,1686,27,17,66,1686,18,41,51,1686,30,10,70,1686,31,9,70,1686,28,11,71,1796,0,0,0,1796,0,0,0,1796,0,0,0,1796,0,0,0,1796,0,0,0,1796,0,0,0,1796,0,0,0,1796,0,0,0,1796,0,0,0,1796,0,0,0,1796,0,0,0,1796,0,0,0,152,29,269,1346,152,10,926,708,152,29,482,1133,152,25,593,1026,152,30,48,1566,152,30,81,1533,164,3,567,1062,1229,1,437,92,20,17,172,8,6,115,603,892,172,9,1614,1,195,12,216,1373,195,0,1311,202,23,10,6,49,195,0,314,372,636,279,203,16,545,850,150,32,212,2,339,1217,26,246,22,313,1174,41,1527,8,247,14,874,11,905,6,1314,10,464,8,1205,10,377,204,1749,2,32,13,1715,2,71,8,255,19,12,31,230,399,850,255,11,14,45,244,407,820,271,16,715,639,107,48,271,4,137,272,481,631,271,0,229,436,485,375,1135,67,477,117,1135,192,130,339,1135,155,254,252,291,12,694,799,997,4,360,435,1478,37,44,11,29,20,19,9,149,793,8,22,102,37,107,14,45,96,17,1,31,86,72,60,38,267,586,18,504,680,1,7,586,5,117,209,268,295,193,93,30,616,43,627,280,230,616,25,67,380,489,156,63,2.7707275803722506,2.1746550816087704,2.373913043478261,1.7037670829881617,10.161904761904761,3.535800351442995,2.656474820143885,1.3107508725728405
PRT,Portugal,2021-01-04,2021-01-03,100,0,0,0,0,33,97,474944.4688896935,41,0,1,99,1,10,89,0,4,96,0,13,87,0,15,85,0,8,92,0,3,97,0,3,97,0,5,95,0,0,100,0,4,96,0,16,84,2,6,92,2,22,76,99,0,0,1,90,0,2,8,96,0,3,1,87,0,4,9,85,0,3,12,92,0,1,7,97,0,0,3,97,0,3,0,95,0,3,2,100,0,0,0,96,0,2,2,84,0,3,13,94,0,1,5,78,0,9,13,2,1,14,83,86,0,5,9,3,3,33,61,67,1,8,24,92,1,7,0,92,1,7,0,99,0,0,1,15,3,3,79,100,0,0,0,0,0,5,0,51,26,14,4,12,7,30,46,5,12,5,51,29,3,12,6,45,32,5,12,8,35,38,7,12,10,17,31,30,0,97,0,1,2,97,0,0,3,97,0,1,2,97,0,0,3,97,0,1,2,97,0,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,13,0,13,74,13,0,43,44,13,0,28,59,13,0,28,59,13,0,4,83,13,0,10,77,14,0,24,62,76,0,19,3,0,2,15,0,0,5,30,50,15,1,84,0,17,0,13,70,17,0,67,10,1,2,0,3,17,0,15,17,34,17,17,1,36,38,7,1,17,1,16,66,0,20,2,18,59,1,87,2,10,1,57,3,40,0,72,2,26,0,72,1,18,9,96,0,3,1,90,1,8,1,22,1,2,1,10,23,41,22,1,0,2,15,22,38,23,1,37,30,7,2,23,0,5,12,28,32,23,0,11,25,20,21,66,5,23,6,66,15,4,15,66,12,11,11,29,2,32,37,63,0,15,22,88,1,2,0,0,2,0,2,5,58,0,0,6,1,2,0,1,7,1,0,0,4,4,4,1,11,54,1,13,31,0,1,54,1,6,9,10,10,6,3,1,57,0,28,7,8,57,0,3,16,16,5,3,2.6739130434782608,1.8385301837921986,2.5,1.8829377433825436,9.228571428571428,3.5816995167896803,2.6904761904761907,1.489607825915612
PRT,Portugal,2021-01-13,2021-01-13,1700,3,12763.29017692425,1,6269.991579129101,360,1634,7205173.28466154,1070,9,7,1684,11,138,1551,10,25,1665,11,167,1522,13,272,1415,12,111,1577,12,82,1606,13,33,1654,12,40,1648,12,28,1660,13,61,1626,13,228,1459,16,101,1583,14,227,1459,1693,1,3,3,1562,5,29,104,1675,2,6,17,1533,6,39,122,1428,9,59,204,1589,4,32,75,1618,4,24,54,1667,1,13,19,1660,1,16,23,1672,1,20,7,1639,2,22,37,1472,5,46,177,1599,7,30,64,1473,6,78,143,56,10,188,1446,1517,2,59,122,74,17,647,962,1055,7,155,483,1545,33,113,9,1545,29,124,2,1671,5,24,0,257,24,137,1282,93,7,26,1570,4,0,131,4,801,488,188,88,178,74,679,623,146,178,80,950,407,85,178,76,928,409,109,178,92,763,525,142,178,108,365,589,460,0,1569,35,15,81,1569,34,17,80,1569,23,40,68,1569,34,16,81,1569,38,12,81,1569,36,15,80,1700,0,0,0,1700,0,0,0,1700,0,0,0,1700,0,0,0,1700,0,0,0,1700,0,0,0,1700,0,0,0,1700,0,0,0,1700,0,0,0,1700,0,0,0,1700,0,0,0,1700,0,0,0,171,33,586,910,171,17,1051,461,171,28,645,856,171,29,571,929,171,39,44,1446,171,28,170,1331,181,3,602,914,1098,0,393,99,51,59,190,7,7,93,443,960,190,9,1494,7,209,16,263,1212,209,1,1234,181,23,5,1,46,209,6,372,281,379,453,229,28,592,682,136,33,240,2,285,1151,22,267,27,238,1132,36,1115,7,565,13,652,12,1031,5,1057,9,623,11,1130,5,458,107,1656,3,33,8,1531,5,159,5,285,11,14,48,241,389,712,285,8,17,54,228,408,700,302,13,750,495,106,34,302,2,178,291,455,472,302,1,324,450,382,241,930,51,607,112,930,211,165,394,930,156,321,293,320,20,646,714,986,1,308,405,1435,23,40,2,35,25,16,8,116,792,4,22,95,38,65,19,54,89,28,2,31,80,57,60,28,236,587,13,462,632,3,3,587,3,129,239,244,234,168,83,13,613,39,607,222,219,613,22,97,311,475,137,45,3.021594684385382,2.403795968201907,2.111842105263158,1.374070870210522,10.31221198156682,3.4724804667111067,2.570873786407767,1.2907408219236762
PRT,Portugal,2021-01-14,2021-01-13,100,0,0,0,0,19,94,428096.72529647656,42,0,0,100,1,9,90,0,2,98,0,13,87,1,10,89,0,8,92,1,3,96,1,1,98,1,1,98,1,4,95,1,1,98,0,16,84,1,7,92,1,9,90,100,0,0,0,91,0,2,7,98,0,0,2,87,0,2,11,90,1,2,7,92,0,1,7,97,0,1,2,99,0,0,1,99,0,1,0,96,0,3,1,99,0,0,1,84,0,3,13,93,0,3,4,91,0,5,4,5,1,10,84,91,1,3,5,7,4,42,47,58,2,7,33,93,2,4,1,93,3,4,0,97,0,3,0,20,0,12,68,10,0,1,89,0,1,12,0,48,21,8,11,16,4,39,31,10,16,5,51,23,5,16,8,50,19,7,16,8,37,31,8,16,9,21,21,33,1,89,3,0,8,89,3,2,6,89,2,1,8,89,2,2,7,89,3,1,7,89,2,1,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,16,3,33,48,16,0,60,24,16,3,29,52,16,2,33,49,16,4,2,78,16,3,8,73,18,0,36,46,64,0,21,10,0,5,21,0,0,9,22,48,21,0,79,0,25,1,14,60,25,0,59,10,2,1,0,3,25,0,19,14,15,27,26,2,32,29,8,3,27,0,16,56,1,29,1,12,56,2,67,2,31,0,41,2,57,0,72,2,25,1,67,2,25,6,98,1,0,1,93,1,6,0,30,0,0,0,8,21,41,30,0,0,0,9,21,40,31,1,33,26,6,3,31,0,6,13,22,28,31,0,11,22,20,16,69,3,24,4,69,10,5,16,69,6,8,17,34,1,34,31,69,0,14,17,88,2,2,0,0,2,0,0,6,54,0,3,6,1,3,0,2,1,2,1,3,5,2,1,3,13,54,0,25,21,0,0,54,0,5,10,11,10,4,6,0,57,1,27,7,8,57,1,7,6,23,3,3,2.7777777777777777,2.2245714078711765,2,1.6035674514745464,9.294117647058824,3.8417910261712636,2.5609756097560976,1.3425494495139625
