ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V2a..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V5a_1..99,V5a_2..99,V5a_3..99,V5a_4..99,V5a_5..99,V5a_6..99,V5a_7..99,V5a_8..99,V5a_9..99,V5b_1..99,V5b_2..99,V5b_3..99,V5b_4..99,V5b_5..99,V5b_6..99,V5b_7..99,V5b_8..99,V5b_9..99,V5c_1..99,V5c_2..99,V5c_3..99,V5c_4..99,V5c_5..99,V5c_6..99,V5c_7..99,V5c_8..99,V5c_9..99,V5d_1..99,V5d_2..99,V5d_3..99,V5d_4..99,V5d_5..99,V5d_6..99,V5d_7..99,V5d_8..99,V5d_9..99,V6_1..99,V6_2..99,V6_3..99,V6_4..99,V6_5..99,V6_6..99,V6_7..99,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_2..99,V10_3..99,V10_4..99,V10_5..99,V10_6..99,V10_7..99,V10_8..99,V10_9..99,V10_10..99,V11..99,V12..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5.1,B13_6..99,B13_6..77,B13_6.1,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1.1,B14_1.2,B14_2..99,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9.1,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AS,ASM,American Samoa,2021-01-18,2021-01-14,100,4,120612.2154598069,3,107199.46583594251,93,81,2788085.5279548103,40,8,11,81,12,8,80,12,7,81,10,16,74,8,20,72,6,17,77,10,10,80,11,12,77,8,7,85,10,7,83,11,9,80,11,19,70,13,7,80,11,18,71,89,3,5,3,92,1,4,3,93,1,3,3,84,2,9,5,80,2,13,5,83,2,6,9,90,2,4,4,88,2,6,4,93,1,4,2,93,2,5,0,91,1,8,0,81,1,13,5,93,0,5,2,82,2,11,5,17,2,18,63,84,0,9,7,21,7,24,48,76,2,8,14,92,0,2,4,2,92,1,5,2,99,1,0,0,39,6,8,47,100,100,0,24,0,24,15,13,24,30,5,29,15,21,30,9,28,16,17,30,5,27,18,20,30,8,25,18,19,30,6,16,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,23,11,10,23,0,0,0,0,0,0,0,0,0,0,0,0,92,2,2,4,92,3,2,3,92,4,1,3,92,4,2,2,92,4,1,3,92,4,3,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,100,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,34,11,20,35,34,6,35,25,34,9,17,40,34,9,23,34,34,10,13,43,34,8,18,40,37,0,24,39,76,0,15,7,0,2,38,2,5,8,22,25,38,3,56,3,41,1,13,45,41,0,38,9,2,2,3,5,41,2,26,7,12,12,41,1,21,8,13,16,100,0,100,81,0,16,3,66,1,29,4,84,0,11,5,78,1,15,6,87,0,9,4,82,1,16,1,47,0,3,2,6,10,32,47,0,4,2,8,6,33,50,2,14,12,8,14,50,0,8,10,11,21,50,0,15,18,6,11,67,1,26,6,67,6,11,16,67,5,13,15,51,1,15,33,67,0,7,26,93,2,0,0,0,1,4,78,0,1,1,1,1,0,0,3,1,0,0,2,1,1,1,9,58,1,17,16,3,5,58,0,4,10,7,9,5,4,3,60,2,13,19,6,60,3,5,14,8,5,5,7.607142857142857,17.395911153708646,7.727272727272727,17.647044563274097,15.705882352941176,8.419059948116665,2.8857142857142857,2.586974482825433
AS,ASM,American Samoa,2021-01-19,2021-01-15,100,9,745772.0351744839,7,702582.2800161906,170,76,3329734.6173240473,33,8,16,76,11,16,73,11,12,77,9,22,69,10,22,68,7,23,70,10,15,75,11,17,72,8,12,80,11,9,80,11,15,74,13,25,62,14,13,73,11,24,65,84,2,8,6,84,0,12,4,88,1,7,4,78,3,13,6,78,2,14,6,77,4,12,7,85,2,10,3,83,2,8,7,88,2,7,3,91,1,8,0,85,1,13,1,75,1,17,7,87,1,10,2,76,3,17,4,24,0,21,55,81,0,11,8,29,6,23,42,78,2,9,11,91,0,4,4,1,91,1,7,1,99,0,1,0,49,6,8,37,100,100,0,33,0,23,14,9,21,40,6,22,14,18,40,7,24,12,17,40,5,24,13,18,40,7,25,12,16,40,3,16,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,22,9,7,19,0,0,0,0,0,0,0,0,0,0,0,0,93,2,2,3,93,2,2,3,93,3,1,3,93,3,2,2,93,3,1,3,93,3,3,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,100,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,44,8,22,26,44,4,31,21,44,7,17,32,44,7,19,30,44,8,15,33,44,6,17,33,47,0,22,31,78,0,15,5,0,2,49,0,5,6,14,26,49,2,47,2,51,1,13,35,51,0,31,8,2,3,3,2,51,2,18,7,11,11,51,1,20,10,6,12,100,0,100,80,0,17,3,71,1,26,2,85,0,10,5,83,1,13,3,86,0,9,5,84,1,13,2,55,1,3,2,5,10,24,55,0,4,4,7,5,25,60,0,15,9,7,9,60,0,7,10,9,14,60,0,12,12,8,8,76,0,21,3,76,5,10,9,76,6,10,8,60,1,17,22,78,0,4,18,97,1,0,0,0,1,1,80,0,1,1,1,1,0,0,2,2,0,1,1,1,0,1,8,64,1,15,13,3,4,64,0,2,8,7,8,5,3,3,66,2,12,15,5,66,3,6,6,9,6,4,7.187499999999999,11.56032564559745,11.642857142857142,16.722196869187616,15.580645161290322,9.24039751507256,2.933333333333333,2.0499509385774854
AS,ASM,American Samoa,2021-01-20,2021-01-16,100,11,871192.5925219483,8,773760.2852368768,180,78,3342909.538182949,29,9,19,72,13,17,70,12,12,76,10,24,66,9,23,68,9,22,69,10,18,72,12,18,70,8,16,76,12,9,79,11,18,71,13,24,63,18,16,66,15,25,60,81,2,10,7,83,0,13,4,88,2,6,4,76,2,16,6,77,2,15,6,78,5,12,5,82,2,12,4,82,2,10,6,84,3,10,3,91,1,7,1,82,3,14,1,76,1,17,6,84,1,13,2,75,2,17,6,22,0,22,56,81,0,12,7,29,8,21,42,80,1,10,9,90,0,4,5,1,90,1,8,1,99,0,1,0,51,4,8,37,100,100,0,35,0,24,13,9,19,43,6,19,14,18,43,7,24,10,16,43,4,23,12,18,43,7,25,10,15,43,3,15,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,23,8,6,18,0,0,0,0,0,0,0,0,0,0,0,0,93,2,2,3,93,2,2,3,93,3,1,3,93,3,1,3,93,3,1,3,93,3,2,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,100,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,46,7,25,22,46,3,29,22,46,6,19,29,46,6,21,27,46,7,16,31,46,5,17,32,50,0,23,27,77,0,12,6,2,3,53,0,5,8,12,22,53,2,42,3,55,1,15,29,55,0,27,7,2,4,3,2,55,1,14,8,8,14,55,0,18,8,6,13,100,0,100,77,0,19,4,74,1,21,4,84,0,10,6,81,1,14,4,86,0,10,4,84,1,13,2,58,1,3,3,4,10,21,58,0,4,4,9,4,21,64,0,13,6,9,8,64,0,5,9,8,14,64,0,8,11,10,7,81,0,15,4,81,4,8,7,81,4,8,7,64,0,17,19,81,0,3,16,98,0,0,0,0,1,1,81,0,1,2,1,1,1,0,2,1,0,1,1,1,1,1,5,68,1,17,8,3,3,68,0,3,7,6,8,4,1,3,70,2,13,11,4,70,3,7,5,6,5,4,8.030303030303031,11.96997506389646,12.285714285714286,16.45239553017489,15.10344827586207,9.072504881651275,3.7037037037037033,2.6137920406774584
AS,ASM,American Samoa,2021-01-21,2021-01-17,100,12,1043306.7393915791,8,805031.5535148337,324,76,3645891.5422151717,27,8,20,72,13,22,65,10,16,74,8,26,66,10,22,68,10,21,69,9,20,71,10,17,73,12,14,74,10,15,75,10,19,71,13,25,62,16,16,68,16,21,63,80,3,9,8,78,3,14,5,84,3,8,5,74,6,15,5,78,4,13,5,79,4,13,4,80,3,12,5,83,2,6,9,86,4,9,1,85,4,9,2,81,6,11,2,75,5,14,6,84,4,10,2,79,3,11,7,24,0,22,54,80,0,11,9,28,9,22,41,79,1,12,8,88,0,3,8,1,88,4,8,0,96,2,2,0,55,3,7,35,100,100,0,36,0,21,17,11,15,46,6,18,18,12,46,7,19,11,17,46,6,24,14,10,46,7,20,12,15,46,6,15,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,25,8,5,15,0,0,0,0,0,0,0,0,0,0,0,0,94,1,3,2,94,3,1,2,94,2,1,3,94,3,1,2,94,3,1,2,94,3,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,100,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,51,7,21,21,51,3,24,22,51,7,19,23,51,6,17,26,51,7,10,32,51,6,16,27,54,1,17,28,83,0,7,6,2,2,58,0,2,8,10,22,58,1,38,3,60,0,14,26,60,0,23,6,3,4,2,2,60,0,15,7,6,12,60,1,16,8,4,11,100,0,100,81,1,17,1,79,0,17,4,84,1,10,5,85,0,11,4,92,0,6,2,85,0,13,2,61,1,4,4,2,7,21,61,0,3,4,8,2,22,66,0,13,5,6,10,66,0,7,9,6,12,66,0,10,9,10,5,82,0,15,3,82,6,6,6,82,6,7,5,67,0,16,17,83,1,5,11,96,1,0,1,0,0,2,80,0,2,2,1,1,1,0,1,1,0,1,1,2,1,1,5,68,1,18,7,3,3,68,0,4,8,7,8,3,0,2,70,1,17,7,5,70,2,9,5,6,2,6,9.25,12.1389801346603,22.571428571428573,38.753092751446275,13.178571428571429,8.18333252513493,4,2.5612496949731396
AS,ASM,American Samoa,2021-01-22,2021-01-18,100,15,1205471.8779321385,12,980609.4416792574,590,74,4461831.6889731325,24,8,22,70,13,25,62,12,17,71,9,30,61,10,23,67,11,24,65,9,24,67,9,21,70,13,18,69,10,18,72,9,26,65,13,29,58,17,18,65,17,24,59,78,4,10,8,75,6,16,3,83,4,9,4,70,7,17,6,77,7,11,5,76,5,14,5,76,5,14,5,79,3,9,9,82,5,11,2,82,6,9,3,74,9,13,4,71,8,15,6,82,5,11,2,76,3,15,6,23,3,24,50,78,0,14,8,27,9,26,38,75,2,16,7,84,0,5,9,2,84,7,8,1,93,4,3,0,58,3,6,33,100,100,0,36,1,21,14,11,17,46,6,18,17,13,46,6,19,12,17,46,6,25,12,11,46,7,18,12,17,46,6,17,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,28,5,4,15,0,0,0,0,0,0,0,0,0,0,0,0,95,1,2,2,95,2,1,2,95,1,1,3,95,2,1,2,95,2,1,2,95,2,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,100,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,51,6,23,20,51,3,25,21,51,6,20,23,51,5,17,27,51,6,12,31,51,5,16,28,55,1,18,26,82,0,6,7,2,3,59,0,3,7,10,21,59,0,38,3,63,0,15,22,63,0,22,5,3,3,2,2,63,0,13,6,5,13,63,1,15,7,4,10,100,0,100,79,1,19,1,78,0,19,3,83,1,12,4,85,0,11,4,90,0,8,2,85,0,14,1,64,1,4,4,1,6,20,64,0,3,4,6,2,21,68,0,14,4,3,11,68,0,7,8,5,12,68,0,12,6,9,5,83,0,14,3,83,4,8,5,83,4,8,5,69,0,15,16,84,1,5,10,96,2,0,1,0,0,1,82,0,1,2,1,1,1,0,1,1,0,1,1,2,2,1,3,71,1,16,7,3,2,71,0,4,8,7,6,2,0,2,73,1,17,5,4,73,1,9,3,7,2,5,11.205882352941176,14.216463805646425,36.375,56.72962189191816,12.461538461538462,6.964083682614787,3.833333333333334,2.3343683004870592
AS,ASM,American Samoa,2021-01-23,2021-01-19,100,15,994511.120200772,12,769648.683947891,527,71,5404916.373812794,22,12,22,66,12,28,60,15,16,69,9,34,57,13,24,63,14,24,62,13,25,62,12,20,68,14,19,67,14,19,67,11,28,61,14,32,54,19,18,63,19,25,56,78,4,10,8,72,6,18,4,84,3,9,4,66,9,17,8,76,7,12,5,76,5,14,5,75,5,15,5,80,3,10,7,81,6,11,2,81,5,10,4,72,8,15,5,68,8,18,6,82,5,11,2,75,3,16,6,25,4,24,47,78,1,12,9,30,8,25,37,76,2,15,7,85,0,4,8,3,85,9,5,1,91,4,3,2,59,1,4,36,100,100,0,39,1,21,15,10,14,51,5,17,16,11,51,7,16,13,13,51,7,23,12,7,51,7,16,13,13,51,8,14,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,22,5,6,14,0,0,0,0,0,0,0,0,0,0,0,0,97,1,1,1,97,2,0,1,97,1,0,2,97,2,0,1,97,2,0,1,97,2,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,100,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,57,4,23,16,57,5,22,16,57,7,17,19,57,6,15,22,57,7,12,24,57,6,15,22,59,1,18,22,82,0,8,6,2,2,62,1,2,10,9,16,62,1,34,3,66,2,14,18,66,0,19,4,4,3,2,2,66,0,13,7,4,10,66,1,13,7,5,8,100,0,100,77,1,20,2,79,1,17,3,84,1,11,4,85,0,11,4,89,0,9,2,85,0,14,1,67,0,3,3,4,5,18,67,0,2,4,6,3,18,70,0,10,4,4,12,70,0,7,7,4,12,70,0,10,6,7,7,85,1,11,3,85,4,7,4,85,5,6,4,71,0,13,16,84,1,6,9,95,2,0,1,1,0,1,83,1,1,2,0,1,2,1,0,1,0,2,1,1,2,0,2,74,2,17,5,1,1,74,0,4,10,7,5,0,0,0,76,1,16,2,5,76,0,7,5,6,0,6,9.38888888888889,13.154635853737817,32.4375,57.11738643647251,10.652173913043478,6.0348133634782615,4.142857142857143,2.7255405754769875
AS,ASM,American Samoa,2021-01-24,2021-01-19,100,16,1253344.6576608424,12,513108.14400748676,486,78,6153545.328258368,27,11,21,68,10,27,63,15,16,69,8,37,55,11,24,65,12,23,65,10,26,64,12,18,70,14,20,66,14,19,67,11,28,61,11,32,57,18,18,64,19,23,58,79,6,9,6,73,7,17,3,84,3,9,4,63,9,20,8,76,7,13,4,77,4,15,4,74,6,14,6,82,3,9,6,80,6,11,3,81,5,10,4,72,8,15,5,68,8,19,5,82,4,10,4,77,2,16,5,18,4,23,55,80,1,10,9,24,8,26,42,75,2,17,6,83,0,4,10,3,83,11,5,1,89,5,3,3,55,1,3,41,100,100,0,32,1,23,17,10,17,46,6,18,16,14,46,8,15,15,16,46,8,21,14,11,46,7,15,16,16,46,9,10,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,20,6,10,16,0,0,0,0,0,0,0,0,0,0,0,0,97,1,1,1,97,2,0,1,97,1,0,2,97,2,0,1,97,2,0,1,97,2,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,100,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,51,4,25,20,51,5,23,21,51,6,20,23,51,5,20,24,51,6,12,31,51,5,15,29,53,2,19,26,81,0,7,6,3,3,55,1,3,9,16,16,55,1,40,4,59,2,17,22,59,0,23,6,3,5,2,2,59,0,17,8,4,12,59,2,16,8,8,7,100,0,100,75,1,20,4,78,1,17,4,81,1,13,5,80,0,13,7,89,0,9,2,85,0,13,2,60,0,3,5,7,6,19,60,0,2,4,9,3,22,63,1,13,4,6,13,63,1,7,8,5,16,63,1,13,6,6,11,82,1,14,3,82,3,9,6,82,4,8,6,64,0,16,20,80,1,8,11,93,2,0,2,1,0,2,78,1,3,5,0,1,2,1,1,0,0,1,1,1,3,0,2,68,2,18,9,2,1,68,0,6,12,7,5,1,0,1,70,2,18,3,7,70,1,8,6,8,1,6,7.6923076923076925,10.84618255947042,36.61538461538461,62.93189236724951,10.6,6.512807894193308,4.043478260869565,2.915136997709545
AS,ASM,American Samoa,2021-01-25,2021-01-20,100,17,1210333.8615461662,13,509395.97697239276,446,76,7430534.061526599,25,13,21,66,12,25,63,18,14,68,10,35,55,14,21,65,13,22,65,12,24,64,15,17,68,17,16,67,15,21,64,12,25,63,13,27,60,18,16,66,19,21,60,79,6,9,6,75,8,14,3,86,2,9,3,65,9,17,9,79,6,12,3,78,4,13,5,76,7,12,5,83,4,7,6,84,7,6,3,79,6,12,3,75,9,10,6,73,8,13,6,84,5,8,3,79,3,12,6,19,5,21,55,82,1,8,9,26,8,26,40,75,2,17,6,83,0,3,10,4,83,12,4,1,88,6,3,3,57,1,2,40,100,100,0,32,2,21,16,13,16,45,7,17,14,17,45,12,15,13,15,45,10,22,13,10,45,9,12,18,16,45,12,11,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,18,8,12,14,0,0,0,0,0,0,0,0,0,0,0,0,98,1,1,0,98,2,0,0,98,1,0,1,98,2,0,0,98,2,0,0,98,2,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,100,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,51,4,22,23,51,5,23,21,51,6,16,27,51,5,17,27,51,6,9,34,51,5,12,32,53,2,16,29,84,0,7,5,2,2,55,1,4,9,16,15,55,1,41,3,61,2,14,23,61,0,24,4,4,3,2,2,61,0,20,7,3,9,61,2,18,7,8,4,100,0,100,78,1,16,5,77,1,18,4,84,1,11,4,83,0,9,8,91,0,7,2,88,0,10,2,63,0,3,4,7,3,20,63,0,2,1,8,2,24,65,1,10,4,6,14,65,1,7,6,5,16,65,1,11,7,5,11,83,1,15,1,83,3,7,7,83,4,6,7,67,0,13,20,80,1,9,10,91,2,0,2,1,0,4,79,1,3,5,0,1,2,1,1,0,0,1,1,1,2,0,2,71,2,14,8,2,3,71,0,5,12,6,4,1,0,1,72,2,16,4,6,72,1,7,6,6,1,7,8.714285714285714,14.801771413408257,39.63636363636363,68.3173078030344,11.863636363636363,7.343902261938161,3.9047619047619047,3.315188711140919
AS,ASM,American Samoa,2021-01-26,2021-01-21,100,18,1095277.0425881431,12,474082.6361813046,448,77,7373865.024781578,25,12,20,68,11,26,63,16,15,69,9,33,58,13,21,66,13,23,64,13,22,65,15,18,67,16,17,67,13,22,65,11,27,62,11,29,60,18,16,66,18,21,61,80,7,9,4,74,9,13,4,85,2,9,4,67,9,15,9,79,6,13,2,77,3,15,5,78,5,12,5,82,4,9,5,83,7,7,3,78,6,13,3,73,9,11,7,71,8,14,7,84,3,9,4,79,4,12,5,18,5,20,57,82,1,8,9,23,9,25,43,76,2,16,6,84,0,3,9,4,84,12,3,1,89,5,3,3,54,1,5,40,100,100,0,30,2,19,16,14,19,42,9,16,16,17,42,13,14,14,17,42,12,19,14,13,42,11,9,19,19,42,14,10,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,21,8,14,12,0,0,0,0,0,0,0,0,0,0,0,0,95,3,2,0,95,4,0,1,95,2,2,1,95,4,1,0,95,4,1,0,95,3,2,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,100,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,49,8,20,23,49,11,20,20,49,11,14,26,49,11,16,24,49,12,9,30,49,10,11,30,51,3,18,28,82,1,8,6,1,2,53,3,4,6,16,18,53,3,41,3,61,4,13,22,61,1,23,4,4,3,1,3,61,2,20,7,2,8,62,2,19,6,8,3,100,0,100,80,1,15,4,80,1,17,2,86,1,10,3,84,0,9,7,91,0,7,2,89,0,9,2,64,0,3,2,8,3,20,64,1,2,1,7,2,23,65,1,11,5,5,13,65,2,8,7,4,14,65,2,13,6,4,10,82,1,16,1,82,5,7,6,82,6,6,6,67,0,12,21,79,1,10,10,90,2,0,2,1,1,4,79,1,4,4,1,1,1,1,1,0,0,1,1,1,2,0,2,71,2,13,9,2,3,71,1,6,11,6,3,1,0,1,72,3,14,5,6,72,1,7,7,6,1,6,9.11111111111111,14.866602605029602,36.666666666666664,65.94534008395043,10.857142857142858,7.505236267338386,4.428571428571429,4.456135417280635
