ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
IN,IND,India,2020-12-21,2020-12-21,4015,28,2259025.74067168,11,861909.429353828,778,3770,331300563.8320343,2213,86,59,3870,88,319,3608,75,65,3875,99,206,3710,90,385,3540,96,360,3559,97,183,3735,91,79,3845,106,77,3832,87,76,3852,90,185,3740,90,351,3574,101,187,3727,96,341,3578,3966,6,23,20,3709,12,109,185,3964,5,22,24,3822,11,50,132,3647,15,116,237,3673,10,136,196,3842,9,59,105,3949,7,38,21,3949,4,23,39,3952,7,34,22,3839,9,66,101,3681,11,109,214,3835,16,51,113,3684,17,161,153,233,12,329,3441,3715,1,86,213,294,51,1163,2507,2855,13,291,856,3724,0,33,241,17,3724,0,74,209,8,3943,0,22,45,5,688,56,147,3124,4015,0,0,0,0,0,454,41,1402,981,612,525,3110,30,469,227,179,3110,53,486,200,166,3110,48,561,168,128,3110,42,540,199,124,3110,50,198,180,477,0,3884,48,24,59,3884,45,32,54,3884,41,41,49,3884,38,33,60,3884,45,32,54,3884,47,32,52,4015,0,0,0,4015,0,0,0,4015,0,0,0,4015,0,0,0,4015,0,0,0,4015,0,0,0,4015,0,0,0,4015,0,0,0,4015,0,0,0,4015,0,0,0,4015,0,0,0,4015,0,0,0,863,55,1339,1758,863,58,1886,1208,863,68,1036,2048,863,61,1077,2014,863,61,729,2362,863,69,566,2517,928,26,892,2169,3123,1,541,168,80,102,982,17,51,345,1245,1375,982,34,2902,97,1094,29,428,2464,1094,16,1882,616,143,62,48,154,1094,23,1580,551,465,302,1120,30,986,1287,434,158,1172,35,138,2297,373,1323,77,175,2078,362,2703,53,1148,111,2156,64,1654,141,3000,55,846,114,2959,55,797,204,3308,48,553,106,3466,40,456,53,1437,38,47,61,274,408,1750,1437,32,44,94,320,462,1626,1550,45,571,765,497,587,1550,40,164,315,624,1322,1550,36,474,600,527,828,2958,61,841,155,2958,260,354,443,2958,243,411,403,1604,30,1324,1057,2958,3,433,621,3618,9,123,23,30,25,9,28,150,2314,5,161,147,67,200,15,115,139,109,4,52,251,42,22,45,327,1732,32,1901,329,5,16,1732,6,493,950,511,179,86,41,17,1774,40,1218,443,540,1774,24,482,763,598,227,147,3.1494352736750653,3.3281797000146294,3.009009009009009,2.451319694422244,15.205871733966745,5.121518989626666,2.696437054631829,1.6927803638461958
IN,IND,India,2020-12-22,2020-12-22,4746,28,2383537.782651808,9,690335.848008004,822,4522,384164842.62574875,2477,110,72,4564,110,355,4281,114,67,4565,120,222,4404,114,486,4146,110,370,4266,115,226,4405,118,92,4536,121,85,4540,113,87,4546,112,213,4421,111,395,4240,125,221,4400,114,406,4226,4674,18,18,36,4391,24,117,214,4679,11,24,32,4524,21,76,125,4260,27,156,303,4376,24,137,209,4520,18,79,129,4654,6,46,40,4661,17,24,44,4659,16,41,30,4533,20,76,117,4351,26,138,231,4525,14,64,143,4340,28,198,180,214,10,378,4144,4396,4,126,220,300,85,1385,2976,3376,14,328,1028,4418,0,36,278,14,4418,0,90,230,8,4657,2,30,55,2,768,77,174,3727,4746,0,0,0,0,0,502,47,1736,1185,660,616,887,142,1922,988,807,887,293,1994,896,676,887,271,2287,746,555,887,258,2246,832,523,887,311,806,704,2038,0,4590,53,29,74,4590,54,31,71,4590,47,46,63,4590,53,30,73,4590,54,33,69,4590,54,30,72,4746,0,0,0,4746,0,0,0,4746,0,0,0,4746,0,0,0,4746,0,0,0,4746,0,0,0,4746,0,0,0,4746,0,0,0,4746,0,0,0,4746,0,0,0,4746,0,0,0,4746,0,0,0,1057,66,1590,2033,1057,79,2202,1408,1057,89,1210,2390,1057,92,1264,2333,1057,89,872,2728,1057,87,714,2888,1176,31,989,2550,3757,7,606,184,62,130,1258,21,42,423,1477,1525,1258,65,3323,100,1366,50,474,2856,1366,21,2212,693,149,78,56,171,1366,31,1800,610,554,385,1411,25,1101,1596,427,186,1473,29,151,2721,372,1679,73,185,2421,388,3196,67,1318,165,2585,70,1909,182,3563,59,998,126,3515,56,943,232,3897,52,659,138,4057,50,574,65,1776,27,49,63,327,490,2014,1776,34,47,112,403,551,1823,1931,46,714,872,596,587,1931,41,221,378,751,1424,1931,35,573,648,671,888,3543,76,961,166,3543,292,427,484,3543,278,479,446,1998,23,1596,1129,3617,8,459,662,4344,10,121,20,27,22,6,33,163,2769,5,180,161,84,231,29,157,121,110,17,60,309,53,39,52,369,2173,33,2079,436,0,25,2173,4,574,1108,499,210,121,50,7,2237,40,1434,496,539,2237,17,576,872,651,238,155,3.313612950699043,3.5546354395091613,2.6759541984732826,2.273366123276502,15.245146496815286,4.94058167113274,2.7105802047781573,1.6391780430498357
IN,IND,India,2020-12-23,2020-12-23,4634,28,2824102.5034311363,8,949473.6804898912,737.5,4385,388714160.8900195,2322,120,80,4434,115,366,4153,133,68,4433,144,212,4278,126,421,4087,125,352,4157,126,199,4309,125,86,4423,138,91,4405,134,70,4430,132,168,4334,125,348,4161,140,215,4279,128,370,4136,4554,17,25,38,4268,21,113,232,4566,8,25,35,4422,14,61,137,4213,27,143,251,4282,24,131,197,4435,22,67,110,4548,10,44,32,4543,11,22,58,4564,14,29,27,4466,13,76,79,4286,20,131,197,4419,20,62,133,4264,24,175,171,234,15,367,4018,4306,1,109,218,322,74,1393,2845,3261,25,339,1009,4295,1,53,276,9,4295,3,105,226,5,4530,0,31,61,12,817,72,208,3537,4634,0,0,0,0,0,573,43,1630,1113,658,617,937,175,1825,938,759,937,300,1872,837,688,937,276,2164,723,534,937,266,2134,776,521,937,294,785,657,1961,0,4445,62,55,72,4445,65,50,74,4445,66,62,61,4445,68,54,67,4445,74,42,73,4445,68,49,72,4634,0,0,0,4634,0,0,0,4634,0,0,0,4634,0,0,0,4634,0,0,0,4634,0,0,0,4634,0,0,0,4634,0,0,0,4634,0,0,0,4634,0,0,0,4634,0,0,0,4634,0,0,0,1108,65,1530,1931,1108,83,2147,1296,1108,100,1118,2308,1108,97,1185,2244,1108,100,785,2641,1108,100,679,2747,1198,20,986,2430,3648,4,586,199,78,119,1284,17,58,387,1406,1482,1284,67,3163,120,1422,41,472,2699,1422,24,2101,648,150,61,64,164,1422,32,1698,545,508,429,1454,34,1047,1501,423,175,1519,45,168,2495,407,1703,81,216,2209,425,3130,59,1302,143,2518,70,1893,153,3535,52,930,117,3470,48,883,233,3862,41,593,138,3968,36,571,59,1811,42,47,74,326,470,1864,1811,39,63,113,379,527,1702,1967,45,695,830,528,569,1967,34,201,356,711,1365,1967,34,525,645,635,828,3482,68,907,177,3482,274,430,448,3482,278,445,429,2034,23,1490,1087,3547,5,442,640,4243,5,113,19,34,27,4,32,157,2777,4,140,158,80,248,19,127,138,121,4,49,312,39,29,30,359,2219,29,1993,371,1,21,2219,7,516,1075,479,170,107,45,16,2283,45,1326,464,516,2283,24,529,841,578,215,164,3.079133226324238,3.238664192861625,2.4958847736625516,2.083480762052192,15.399186991869918,5.138413819680143,2.613449222323879,1.5718293199077287
IN,IND,India,2020-12-24,2020-12-24,4249,24,2147481.9699146044,4,159053.8953453121,649,4021,386541699.94390124,2131,104,71,4074,101,331,3817,109,86,4054,114,194,3941,115,369,3765,104,347,3798,118,173,3958,113,84,4052,114,83,4052,114,71,4064,103,154,3992,103,361,3785,120,151,3978,108,381,3760,4178,13,19,39,3918,23,102,206,4163,12,33,41,4055,15,61,118,3880,16,120,233,3902,22,139,186,4076,14,67,92,4165,10,36,38,4166,12,28,43,4178,11,36,24,4095,14,69,71,3888,21,103,237,4098,14,52,85,3868,22,166,193,210,18,324,3697,3944,3,100,202,272,73,1362,2542,2896,20,356,977,3893,0,42,290,24,3893,2,102,244,8,4151,1,38,51,8,763,55,184,3247,4249,0,0,0,0,0,454,40,1532,1043,656,524,823,110,1685,896,735,823,244,1776,787,619,823,228,1974,698,526,823,217,1975,737,497,823,253,724,629,1820,0,4080,59,31,79,4080,57,37,75,4080,59,46,64,4080,57,37,75,4080,64,27,78,4080,63,32,74,4249,0,0,0,4249,0,0,0,4249,0,0,0,4249,0,0,0,4249,0,0,0,4249,0,0,0,4249,0,0,0,4249,0,0,0,4249,0,0,0,4249,0,0,0,4249,0,0,0,4249,0,0,0,984,68,1392,1805,984,76,1953,1236,984,105,1029,2131,984,100,1075,2090,984,90,740,2435,984,92,590,2583,1070,24,863,2292,3386,3,527,154,66,113,1127,22,46,382,1293,1379,1127,52,2964,106,1254,39,427,2529,1254,14,1934,629,146,54,51,167,1254,24,1644,501,463,363,1279,36,980,1375,396,183,1345,28,149,2325,402,1538,75,204,2040,392,2886,64,1165,134,2329,80,1695,145,3248,52,823,126,3194,53,796,206,3532,40,573,104,3678,39,481,51,1658,26,47,62,309,402,1745,1658,35,52,95,334,461,1614,1804,34,643,713,527,528,1804,33,205,349,613,1245,1804,29,502,575,553,786,3186,78,831,154,3186,262,398,403,3186,249,430,384,1863,22,1351,1013,3236,6,404,603,3892,9,116,7,31,25,5,26,138,2560,4,135,143,72,227,21,107,120,92,8,60,274,41,30,43,312,2027,32,1811,362,2,15,2027,11,462,948,478,169,96,48,10,2094,31,1218,412,494,2094,19,483,704,568,212,169,3.231602112676056,3.2819188923548266,2.3755458515283845,2.062300555767331,15.483587223587222,5.12311609201523,2.719724545007378,1.646569304726743
IN,IND,India,2020-12-25,2020-12-25,4149,23,1936544.1073263013,5,338783.6324564671,784,3937,367320917.51878023,2110,92,54,4003,89,302,3758,91,65,3993,99,215,3835,91,384,3674,93,371,3685,97,162,3890,93,79,3977,104,69,3976,95,66,3988,96,175,3878,90,329,3730,98,184,3867,97,354,3698,4095,10,20,24,3847,16,104,182,4084,11,32,22,3934,13,78,124,3765,10,126,248,3778,15,145,211,3987,6,55,101,4070,7,42,30,4080,5,21,43,4083,7,40,19,3974,11,68,96,3820,17,120,192,3965,18,58,108,3795,13,174,167,202,10,358,3579,3814,2,114,219,274,69,1255,2551,2907,16,303,923,3846,2,25,258,18,3846,1,81,214,7,4072,1,24,49,3,712,62,185,3190,4149,0,0,0,0,0,447,50,1445,1020,583,604,819,143,1619,818,750,819,269,1720,710,631,819,239,1915,621,555,819,235,1903,676,516,819,270,708,598,1754,0,3983,49,40,77,3983,44,51,71,3983,42,53,71,3983,42,43,81,3983,45,48,73,3983,48,37,81,4149,0,0,0,4149,0,0,0,4149,0,0,0,4149,0,0,0,4149,0,0,0,4149,0,0,0,4149,0,0,0,4149,0,0,0,4149,0,0,0,4149,0,0,0,4149,0,0,0,4149,0,0,0,971,75,1318,1785,971,76,1996,1106,971,101,1106,1971,971,90,1122,1966,971,92,821,2265,971,88,618,2472,1055,28,894,2172,3255,5,535,179,69,106,1120,18,54,307,1306,1344,1120,57,2876,96,1232,34,429,2454,1232,20,1886,602,141,45,65,158,1232,39,1566,510,448,354,1263,37,972,1331,372,174,1324,45,138,2299,343,1490,77,147,2089,346,2847,62,1099,141,2178,73,1751,147,3059,58,930,102,3047,53,830,219,3339,51,634,125,3549,34,511,55,1598,30,43,62,266,434,1716,1598,35,52,97,311,493,1563,1753,31,557,726,491,591,1753,27,186,281,614,1288,1753,19,453,539,546,839,3170,57,779,143,3170,239,358,382,3170,229,388,362,1805,26,1328,990,3159,2,408,580,3780,8,114,19,29,24,3,34,138,2470,4,144,140,79,184,29,130,117,100,6,52,269,40,24,38,323,1953,29,1872,277,2,16,1953,7,467,903,464,184,118,44,9,2012,30,1153,447,507,2012,18,482,723,552,211,151,3.1262644188110027,3.223680499365931,2.7872340425531914,2.2506995134159626,15.325966386554622,5.224251771362169,2.7661816357250375,1.6645127611562915
IN,IND,India,2020-12-26,2020-12-26,4080,33,3212087.0027728,5,559561.9556958555,683.2,3856,350372723.6668507,2097,127,60,3893,116,304,3660,132,73,3875,142,203,3735,121,368,3591,137,309,3634,133,202,3745,124,83,3873,130,84,3866,124,65,3891,129,161,3790,129,328,3623,143,141,3796,134,325,3621,4020,11,27,22,3776,18,86,200,4007,12,36,25,3877,11,64,128,3712,21,126,221,3771,20,105,184,3878,15,76,111,3997,19,36,28,3996,13,31,40,4015,14,24,27,3919,26,63,72,3752,26,104,198,3939,19,54,68,3755,22,147,156,205,19,331,3525,3771,5,82,222,274,65,1243,2498,2847,21,308,904,3772,0,38,256,14,3772,1,98,202,7,3985,1,34,56,4,712,68,162,3138,4080,0,0,0,0,0,440,55,1448,1015,595,527,828,145,1591,818,698,828,271,1683,736,562,828,238,1893,633,488,828,234,1848,687,483,828,268,685,633,1666,0,3937,53,31,59,3937,54,26,63,3937,51,36,56,3937,53,26,64,3937,55,28,60,3937,55,18,70,4080,0,0,0,4080,0,0,0,4080,0,0,0,4080,0,0,0,4080,0,0,0,4080,0,0,0,4080,0,0,0,4080,0,0,0,4080,0,0,0,4080,0,0,0,4080,0,0,0,4080,0,0,0,976,57,1292,1755,976,70,1915,1119,976,79,1114,1911,976,81,1131,1892,976,76,761,2267,976,80,596,2428,1049,31,874,2126,3206,4,547,162,60,101,1097,22,58,331,1222,1350,1097,62,2821,100,1191,25,435,2429,1191,10,1944,565,125,52,52,141,1191,15,1517,531,496,330,1222,36,981,1288,387,166,1289,33,133,2264,361,1455,89,169,2016,351,2820,43,1103,114,2197,56,1697,130,2997,46,936,101,2974,44,854,208,3343,41,585,111,3501,29,494,56,1562,33,40,74,276,421,1674,1562,40,59,108,339,447,1525,1711,45,583,720,458,563,1711,32,177,307,582,1271,1711,26,447,552,551,793,3105,61,772,142,3105,223,354,398,3105,233,368,374,1772,14,1326,968,3112,7,393,568,3728,12,100,18,35,16,8,14,149,2419,6,137,122,74,207,27,142,131,100,7,47,263,36,25,48,289,1914,25,1798,326,3,14,1914,8,465,894,459,175,117,43,5,1957,36,1204,419,464,1957,24,415,703,606,224,151,3.17099725526075,3.295322277561957,2.5434977578475335,2.2125441632981024,15.49956434651978,5.087214637306231,2.792998477929985,1.7068900950103327
IN,IND,India,2020-12-27,2020-12-27,4120,21,1626029.542862185,6,396905.7318591782,685,3908,331508009.20974416,2096,103,53,3964,101,290,3729,108,54,3958,103,207,3810,99,375,3646,105,330,3685,104,165,3851,99,68,3953,115,71,3934,106,57,3957,97,169,3854,102,314,3704,115,161,3844,112,346,3662,4067,7,20,26,3830,15,111,164,4066,9,16,29,3913,17,61,129,3745,12,126,237,3790,20,130,180,3955,13,50,102,4052,9,26,33,4049,7,17,47,4063,3,30,24,3951,13,64,92,3806,17,111,186,3959,12,51,98,3774,17,170,159,191,21,331,3577,3812,3,112,193,256,64,1289,2511,2840,18,301,961,3819,3,45,249,4,3819,4,80,210,7,4040,1,30,42,7,681,51,197,3191,4120,0,0,0,0,0,434,58,1509,996,600,523,790,127,1638,816,749,790,258,1697,766,609,790,217,1935,658,520,790,218,1924,708,480,790,241,754,641,1694,0,3939,56,33,92,3939,61,32,88,3939,58,41,82,3939,62,33,86,3939,63,30,88,3939,64,36,81,4120,0,0,0,4120,0,0,0,4120,0,0,0,4120,0,0,0,4120,0,0,0,4120,0,0,0,4120,0,0,0,4120,0,0,0,4120,0,0,0,4120,0,0,0,4120,0,0,0,4120,0,0,0,928,78,1258,1856,928,71,1973,1148,928,97,1185,1910,928,95,1176,1921,928,93,832,2267,928,92,593,2507,1014,22,890,2194,3230,1,549,167,58,115,1075,17,54,336,1275,1363,1075,41,2877,127,1197,38,395,2490,1197,19,1923,623,111,54,51,142,1197,30,1532,536,480,345,1232,30,972,1319,390,177,1283,37,149,2281,370,1458,77,168,2026,391,2886,48,1062,124,2176,64,1743,137,2963,50,988,119,2969,44,870,237,3304,37,640,139,3543,30,487,60,1559,34,44,77,279,429,1698,1559,41,59,98,307,496,1560,1735,33,608,709,464,571,1735,25,170,317,600,1273,1735,24,459,508,563,831,3170,46,754,150,3170,233,328,389,3170,218,379,353,1790,13,1351,966,3154,2,391,573,3772,4,107,14,32,24,5,18,144,2441,2,143,131,77,212,25,129,113,132,7,47,264,34,25,30,308,1947,22,1841,289,4,17,1947,5,442,926,486,177,91,43,3,1993,36,1166,423,502,1993,17,449,737,566,204,154,3.1376114081996436,3.345844720598492,2.5972222222222228,2.1262023502264613,15.56059880239521,4.927411710165527,2.6724448897795594,1.6520185069596771
IN,IND,India,2020-12-28,2020-12-28,374,4,276100.09172484925,0,0,51,321,30408769.2947445,25,20,11,343,22,36,316,23,9,342,21,19,334,23,46,305,25,33,316,22,22,330,24,13,337,24,14,336,22,8,344,23,22,329,22,33,319,25,14,335,25,28,321,363,3,4,4,338,3,10,23,365,3,2,4,355,3,5,11,328,3,10,33,341,2,11,20,352,3,7,12,361,2,3,8,360,3,3,8,366,3,2,3,352,2,10,10,341,6,11,16,360,1,0,13,346,1,17,10,46,7,31,290,348,1,10,15,60,9,101,204,273,1,25,75,349,0,4,20,1,349,0,5,20,0,370,1,2,1,0,101,10,20,243,374,0,0,0,0,0,92,11,102,65,55,49,158,16,98,62,40,158,30,97,53,36,158,25,106,50,35,158,26,109,51,30,158,28,42,43,103,0,358,9,4,3,358,9,3,4,358,8,4,4,358,9,3,4,358,10,1,5,358,9,4,3,374,0,0,0,374,0,0,0,374,0,0,0,374,0,0,0,374,0,0,0,374,0,0,0,374,0,0,0,374,0,0,0,374,0,0,0,374,0,0,0,374,0,0,0,374,0,0,0,175,4,87,108,175,7,118,74,175,7,76,116,175,7,79,113,175,6,55,138,175,7,38,154,189,5,51,129,323,1,36,5,2,7,202,1,6,23,71,71,202,3,159,10,220,1,17,136,220,0,92,36,14,3,3,6,220,0,92,26,23,13,230,3,46,66,23,6,241,1,11,104,17,271,7,7,76,13,289,13,64,8,259,13,89,13,301,9,58,6,298,10,52,14,320,7,41,6,340,4,26,4,287,1,4,0,8,14,60,287,3,2,2,10,19,51,306,1,11,24,10,22,306,1,5,14,9,39,306,1,10,21,7,29,345,3,19,7,345,10,8,11,345,10,10,9,311,1,36,26,348,0,10,16,369,0,0,0,1,0,0,2,2,337,0,6,3,1,3,1,2,4,1,0,2,5,1,0,1,7,330,2,40,2,0,0,330,0,14,15,7,5,2,1,0,340,0,22,4,8,340,0,7,11,12,2,2,2.913978494623656,2.925361047871195,2.4615384615384617,1.941450686788302,13.894736842105262,5.612676163173859,2.774193548387097,1.4767007690423686
IN,IND,India,2020-12-30,2020-12-30,3859,21,1754429.73088728,5,527198.8774461669,702,3697,343034528.21892136,2177,71,66,3722,74,273,3512,85,70,3704,72,220,3567,75,402,3382,82,330,3447,81,192,3586,76,70,3713,91,64,3704,72,85,3702,73,151,3635,74,343,3442,83,133,3643,81,301,3477,3793,11,31,24,3586,16,76,181,3789,10,28,32,3639,17,62,141,3457,16,129,257,3529,16,131,183,3667,17,58,117,3789,9,35,26,3795,10,21,33,3774,14,42,29,3708,14,69,68,3516,19,108,216,3726,12,50,71,3558,16,136,149,156,6,362,3335,3522,2,115,220,221,50,1210,2378,2662,15,275,907,3584,3,25,234,13,3584,3,82,187,3,3779,0,28,51,1,607,66,175,3011,3859,0,0,0,0,0,378,36,1450,941,558,496,681,112,1612,773,681,681,225,1688,694,571,681,200,1858,592,528,681,191,1831,675,481,681,216,655,605,1702,0,3701,55,41,62,3701,59,33,66,3701,55,43,60,3701,52,43,63,3701,57,32,69,3701,57,30,71,3859,0,0,0,3859,0,0,0,3859,0,0,0,3859,0,0,0,3859,0,0,0,3859,0,0,0,3859,0,0,0,3859,0,0,0,3859,0,0,0,3859,0,0,0,3859,0,0,0,3859,0,0,0,814,46,1302,1697,814,51,1853,1141,814,67,991,1987,814,64,1044,1937,814,68,673,2304,814,61,560,2424,887,20,830,2122,3029,1,505,144,70,110,935,16,42,356,1241,1269,935,39,2801,84,1036,28,425,2370,1036,20,1818,611,141,58,40,135,1036,31,1458,495,486,353,1059,32,945,1283,368,172,1111,28,144,2278,298,1238,76,172,2031,342,2578,41,1120,120,2031,46,1656,126,2884,38,825,112,2829,34,776,220,3201,23,546,89,3313,19,478,49,1337,32,31,60,258,426,1715,1337,37,49,102,315,417,1602,1458,33,588,776,486,518,1458,26,165,300,637,1273,1458,18,458,555,582,788,2864,54,801,140,2864,239,362,394,2864,220,407,368,1509,23,1332,995,2864,6,420,569,3477,6,125,15,18,20,10,33,155,2170,2,132,146,62,201,29,118,127,123,6,57,296,28,23,37,302,1625,34,1838,335,2,25,1625,7,470,936,503,180,89,42,7,1665,49,1243,383,519,1665,28,465,750,571,223,157,3.062467830882353,3.2161044849074543,2.2641509433962264,1.8043607047614856,15.57035960591133,5.064329076814514,2.74252084355076,1.6253365987712436
