ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1.-77,B1_1.1,B1_1.2,B1_2.-77,B1_2.1,B1_2.2,B1_3.-77,B1_3.1,B1_3.2,B1_4.-77,B1_4.1,B1_4.2,B1_5.-77,B1_5.1,B1_5.2,B1_6.-77,B1_6.1,B1_6.2,B1_7.-77,B1_7.1,B1_7.2,B1_8.-77,B1_8.1,B1_8.2,B1_9.-77,B1_9.1,B1_9.2,B1_10.-77,B1_10.1,B1_10.2,B1_11.-77,B1_11.1,B1_11.2,B1_12.-77,B1_12.1,B1_12.2,B1_13.-77,B1_13.1,B1_13.2,B1_14.-77,B1_14.1,B1_14.2,B1b_x1.-99,B1b_x1.-77,B1b_x1.1,B1b_x1.2,B1b_x2.-99,B1b_x2.-77,B1b_x2.1,B1b_x2.2,B1b_x3.-99,B1b_x3.-77,B1b_x3.1,B1b_x3.2,B1b_x4.-99,B1b_x4.-77,B1b_x4.1,B1b_x4.2,B1b_x5.-99,B1b_x5.-77,B1b_x5.1,B1b_x5.2,B1b_x6.-99,B1b_x6.-77,B1b_x6.1,B1b_x6.2,B1b_x7.-99,B1b_x7.-77,B1b_x7.1,B1b_x7.2,B1b_x8.-99,B1b_x8.-77,B1b_x8.1,B1b_x8.2,B1b_x9.-99,B1b_x9.-77,B1b_x9.1,B1b_x9.2,B1b_x10.-99,B1b_x10.-77,B1b_x10.1,B1b_x10.2,B1b_x11.-99,B1b_x11.-77,B1b_x11.1,B1b_x11.2,B1b_x12.-99,B1b_x12.-77,B1b_x12.1,B1b_x12.2,B1b_x13.-99,B1b_x13.-77,B1b_x13.1,B1b_x13.2,B1b_x14.-99,B1b_x14.-77,B1b_x14.1,B1b_x14.2,B3.-99,B3.-77,B3.1,B3.2,B5.-99,B5.1,B5.2,B6.-99,B6.-77,B6.1,B6.2,B7.-99,B7.-77,B7.1,B7.2,B8.-99,B8.1,B8.2,B8.3,B9.-99,B9.-77,B9.1,B9.2,B9.3,B10.-99,B10.1,B10.2,B11.-99,B11.-77,B11.1,B11.2,V1.-99,V3.-99,V3.-77,V3.1,V3.2,V3.3,V3.4,V4_1.-99,V4_1.-77,V4_1.1,V4_1.2,V4_1.3,V4_2.-99,V4_2.-77,V4_2.1,V4_2.2,V4_2.3,V4_3.-99,V4_3.-77,V4_3.1,V4_3.2,V4_3.3,V4_4.-99,V4_4.-77,V4_4.1,V4_4.2,V4_4.3,V4_5.-99,V4_5.-77,V4_5.1,V4_5.2,V4_5.3,B12_1.-99,B12_1.-77,B12_1.1,B12_1.2,B12_2.-99,B12_2.-77,B12_2.1,B12_2.2,B12_3.-99,B12_3.-77,B12_3.1,B12_3.2,B12_4.-99,B12_4.-77,B12_4.1,B12_4.2,B12_5.-99,B12_5.-77,B12_5.1,B12_5.2,B12_6.-99,B12_6.-77,B12_6.1,B12_6.2,B13_1.-99,B13_1.-77,B13_1.1,B13_1.2,B13_2.-99,B13_2.-77,B13_2.1,B13_2.2,B13_3.-99,B13_3.-77,B13_3.1,B13_3.2,B13_4.-99,B13_4.-77,B13_4.1,B13_4.2,B13_5.-99,B13_5.-77,B13_5.1,B13_5.2,B13_6.-99,B13_6.-77,B13_6.1,B13_6.2,B13_7.-99,B13_7.-77,B13_7.1,B13_7.2,B14_1.-99,B14_1.-77,B14_1.1,B14_1.2,B14_2.-99,B14_2.-77,B14_2.1,B14_2.2,B14_3.-99,B14_3.-77,B14_3.1,B14_3.2,B14_4.-99,B14_4.-77,B14_4.1,B14_4.2,B14_5.-99,B14_5.-77,B14_5.1,B14_5.2,C0_1.-99,C0_1.-77,C0_1.1,C0_1.2,C0_2.-99,C0_2.-77,C0_2.1,C0_2.2,C0_3.-99,C0_3.-77,C0_3.1,C0_3.2,C0_4.-99,C0_4.-77,C0_4.1,C0_4.2,C0_5.-99,C0_5.-77,C0_5.1,C0_5.2,C0_6.-99,C0_6.-77,C0_6.1,C0_6.2,C1_m.-99,C1_m.-77,C1_m.1,C1_m.2,C2.-99,C2.1,C2.2,C2.3,C2.4,C7.-99,C7.-77,C7.1,C7.2,C7.3,C7.4,C8.-99,C8.-77,C8.1,C8.2,C3.-99,C3.-77,C3.1,C3.2,C5.-99,C5.-77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6.-99,C6.-77,C6.1,C6.2,C6.3,C6.4,C14.-99,C14.-77,C14.1,C14.2,C14.3,C14.4,C9.-99,C9.-77,C9.1,C9.2,C9.3,C12.-99,C12.-77,C12.1,C12.2,C12.3,C13_1.-99,C13_1.-77,C13_1.1,C13_1.2,C13_2.-99,C13_2.-77,C13_2.1,C13_2.2,C13_3.-99,C13_3.-77,C13_3.1,C13_3.2,C13_4.-99,C13_4.-77,C13_4.1,C13_4.2,C13_5.-99,C13_5.-77,C13_5.1,C13_5.2,C13_6.-99,C13_6.-77,C13_6.1,C13_6.2,D1.-99,D1.-77,D1.1,D1.2,D1.3,D1.4,D1.5,D2.-99,D2.-77,D2.1,D2.2,D2.3,D2.4,D2.5,D3.-99,D3.-77,D3.1,D3.2,D3.3,D3.4,D4.-99,D4.-77,D4.1,D4.2,D4.3,D4.4,D5.-99,D5.-77,D5.1,D5.2,D5.3,D5.4,D6_1.-99,D6_1.-77,D6_1.1,D6_1.2,D6_2.-99,D6_2.-77,D6_2.1,D6_2.2,D6_3.-99,D6_3.-77,D6_3.1,D6_3.2,D7.-99,D7.-77,D7.1,D7.2,D8.-99,D8.-77,D8.1,D8.2,D9.-99,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10.-99,D10.-77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.10,D10.11,D10.12,D10.13,D10.15,E3.-99,E3.-77,E3.1,E3.2,E3.4,E4.-99,E4.-77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2.-99,E2.-77,E2.1,E2.2,E2.3,E7.-99,E7.-77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
ALB,Albania,2021-01-03,2021-01-03,103,1,18129.990011466398,1,18129.990011466398,82,94,2327203.253668204,64,6,3,94,5,21,77,5,8,90,6,16,81,5,16,82,6,21,76,6,11,86,4,10,89,6,4,93,6,4,93,6,8,89,5,20,78,4,4,95,5,23,75,100,1,2,0,82,4,7,10,95,2,3,3,87,3,7,6,87,3,9,4,82,2,6,13,92,2,5,4,93,2,3,5,99,0,3,1,99,0,3,1,95,1,5,2,83,4,7,9,99,0,3,1,80,1,12,10,9,0,39,55,66,10,27,12,2,28,61,75,0,7,21,96,3,4,0,96,0,3,4,0,100,0,3,21,0,14,68,103,15,1,36,25,13,13,20,5,34,26,18,20,12,29,27,15,20,13,28,28,14,20,14,25,29,15,20,14,12,15,42,91,2,5,5,91,3,3,6,91,3,2,7,91,3,2,7,91,4,2,6,91,3,5,4,103,0,0,0,103,0,0,0,103,0,0,0,103,0,0,0,103,0,0,0,103,0,0,0,103,0,0,0,103,0,0,0,103,0,0,0,103,0,0,0,103,0,0,0,103,0,0,0,23,4,16,60,23,4,61,15,23,3,48,29,23,3,46,31,23,2,14,64,23,3,13,64,25,1,46,31,57,27,13,2,4,27,1,1,8,28,38,27,1,73,2,28,1,14,60,28,1,36,17,8,8,3,2,28,1,18,19,24,13,29,1,25,27,18,3,30,1,10,58,4,30,2,7,61,3,87,0,9,7,44,0,53,6,57,0,32,14,59,1,23,20,90,0,9,4,91,0,10,2,30,1,1,2,9,24,36,30,1,2,1,11,19,39,30,1,22,26,14,10,30,1,5,8,19,40,30,1,13,20,15,24,70,5,19,9,70,10,13,10,70,10,11,12,31,3,28,41,62,0,15,26,89,3,1,0,2,1,1,6,61,0,2,4,4,4,1,3,3,0,2,4,2,1,12,35,2,41,25,0,35,1,7,15,22,14,4,5,0,36,2,51,7,7,36,2,11,30,21,2,1,6.851063829787234,9.292303321436313,2.68,1.4352700094407325,15.015384615384615,3.7143821310393763,2.8923076923076922,1.6967162856076303
ALB,Albania,2021-01-13,2021-01-03,100,4,258264.7648701223,1,59143.612925839014,89,86,2795929.7260341416,55,6,8,86,6,15,79,8,7,85,8,14,78,8,16,76,6,16,78,7,9,84,6,9,85,4,9,87,8,9,83,6,9,85,6,20,74,8,5,87,7,20,73,92,1,7,0,85,2,4,9,93,2,3,2,86,2,8,4,84,3,8,5,84,3,5,8,91,2,4,3,91,2,4,3,91,4,3,2,91,2,6,1,91,1,6,2,80,2,4,14,95,1,3,1,80,2,12,6,14,0,36,50,64,13,23,16,2,29,53,71,0,12,17,88,8,4,0,88,1,6,4,1,94,3,3,31,1,8,60,100,19,0,28,26,12,15,25,8,30,13,24,25,10,33,11,21,25,14,32,11,18,25,12,29,16,18,25,13,9,16,37,93,2,3,2,93,3,3,1,93,3,2,2,93,4,2,1,93,4,1,2,93,4,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,25,3,25,47,25,4,49,22,25,3,36,36,25,4,33,38,25,3,13,59,25,5,10,60,27,0,39,34,61,24,5,3,7,27,1,3,6,21,42,27,1,70,2,30,0,12,58,30,0,36,17,3,6,2,6,30,2,26,8,20,14,32,0,24,21,19,4,32,0,7,58,3,36,2,6,54,2,75,2,20,3,53,2,42,3,66,1,24,9,69,1,22,8,88,1,8,3,91,1,7,1,38,0,2,3,11,13,33,38,0,2,7,5,17,31,38,0,28,18,9,7,38,1,8,9,12,32,38,1,17,15,14,15,68,3,25,4,68,8,13,11,68,6,16,10,38,3,27,32,68,0,10,22,91,1,0,1,1,0,1,5,65,1,0,7,3,7,2,2,1,0,0,3,3,0,6,40,0,33,24,3,40,0,5,18,19,8,5,5,0,43,2,44,6,5,43,3,10,27,14,3,0,6.5588235294117645,7.703565394419408,2.7857142857142856,1.5240575195022408,15.807692307692308,3.4925043632039308,2.826923076923077,1.6175647860608469
ALB,Albania,2021-01-14,2021-01-03,100,4,258264.7648701223,1,59143.612925839014,89,86,2910189.429997645,55,6,8,86,6,15,79,8,7,85,8,14,78,8,16,76,6,17,77,7,9,84,6,9,85,4,8,88,8,9,83,6,9,85,6,20,74,8,5,87,7,20,73,92,1,7,0,85,2,4,9,93,2,3,2,86,2,8,4,84,3,8,5,83,3,6,8,91,2,4,3,91,2,4,3,92,4,2,2,91,2,6,1,91,1,6,2,80,2,4,14,95,1,3,1,80,2,12,6,14,0,36,50,64,13,23,16,2,29,53,71,0,12,17,88,8,4,0,88,1,6,4,1,94,3,3,31,1,8,60,100,19,0,28,26,12,15,25,8,30,13,24,25,10,33,11,21,25,14,32,11,18,25,12,29,16,18,25,13,9,16,37,93,2,3,2,93,3,3,1,93,3,2,2,93,4,2,1,93,4,1,2,93,4,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,25,3,25,47,25,4,49,22,25,3,36,36,25,4,33,38,25,3,13,59,25,5,10,60,27,0,39,34,61,24,5,3,7,27,1,3,6,21,42,27,1,70,2,30,0,12,58,30,0,36,17,3,6,2,6,30,2,26,8,20,14,32,0,24,21,19,4,32,0,7,58,3,36,2,6,54,2,75,2,20,3,53,2,42,3,66,1,24,9,69,1,22,8,88,1,8,3,91,1,7,1,38,0,2,3,11,13,33,38,0,2,7,5,17,31,38,0,28,18,9,7,38,1,8,9,12,32,38,1,17,15,14,15,68,3,25,4,68,8,13,11,68,6,16,10,38,3,27,32,68,0,10,22,91,1,0,1,1,0,1,5,65,1,0,7,3,7,2,2,1,0,0,3,3,0,6,40,0,33,24,3,40,0,5,18,19,8,5,5,0,43,2,44,6,5,43,3,10,27,14,3,0,6.5588235294117645,7.703565394419408,2.7857142857142856,1.5240575195022408,15.807692307692308,3.4925043632039308,2.826923076923077,1.6175647860608469
