ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BGD,Bangladesh,2021-01-01,2021-01-01,438,15,1481135.669278146,8,973815.2994047519,263,396,39401745.68171213,217,27,20,391,24,92,322,25,31,382,28,54,356,19,91,328,25,83,330,31,38,369,26,36,376,30,26,382,28,24,386,30,44,364,31,84,323,33,46,359,28,102,308,418,6,8,6,346,8,35,49,407,6,16,9,384,7,21,26,347,11,37,43,355,11,36,36,400,5,15,18,402,6,16,14,412,5,11,10,414,6,8,10,394,7,22,15,354,10,25,49,392,3,19,24,336,10,50,42,40,2,91,305,356,0,47,35,53,5,89,291,352,3,22,61,416,7,15,0,416,0,15,7,0,423,1,9,4,1,88,5,19,326,438,0,0,0,0,0,67,5,203,87,34,42,100,19,197,72,50,100,35,175,77,51,100,34,218,52,34,100,37,175,76,50,100,43,66,55,174,0,421,6,4,7,421,6,3,8,421,4,10,3,421,7,1,9,421,6,3,8,421,5,6,6,145,33,38,222,145,36,33,224,145,39,39,215,145,41,41,211,145,39,66,188,145,34,115,144,145,39,57,197,320,10,23,85,320,12,38,68,320,11,25,82,320,11,46,61,320,13,43,62,146,13,184,95,146,15,201,76,146,18,134,140,146,19,127,146,146,17,142,133,146,17,116,159,153,2,135,148,303,0,61,28,19,27,160,2,10,46,105,115,160,3,258,17,167,6,49,216,167,1,134,80,23,18,6,9,167,4,105,44,67,51,170,3,56,109,64,36,174,4,18,211,31,185,9,12,205,27,259,3,156,20,242,3,169,24,309,2,113,14,315,2,100,21,299,6,117,16,325,2,100,11,190,3,7,10,54,69,105,190,4,9,23,59,67,86,195,9,73,80,38,43,195,5,22,54,71,91,195,8,63,64,56,52,313,8,98,19,313,26,43,56,313,20,65,40,199,4,135,100,338,38,62,403,0,14,2,2,4,1,0,12,271,1,5,27,8,36,0,10,14,8,8,13,0,1,4,32,215,4,196,21,0,2,215,1,71,85,42,21,1,2,0,218,2,134,44,40,218,4,71,55,59,23,8,6.080487804878048,7.467223133769837,4.185185185185185,4.605468751157648,14.61576354679803,6.466987590700058,2.6435643564356437,1.6636838487446952
BGD,Bangladesh,2021-01-02,2021-01-01,100,2,93485.99268129471,0,0,77,91,8915786.052456262,49,7,4,89,7,20,73,6,6,88,6,9,85,5,20,75,7,14,79,6,8,86,7,7,86,7,7,86,9,7,84,7,7,86,7,17,76,8,11,81,8,23,69,96,1,2,1,80,1,8,11,94,0,1,5,91,1,4,4,80,1,8,11,86,1,6,7,92,1,2,5,93,1,3,3,93,1,4,2,93,1,2,4,93,0,4,3,83,0,9,8,89,1,2,8,77,1,11,11,9,0,21,70,81,0,8,11,11,2,21,66,79,0,5,16,95,1,3,1,95,1,1,3,0,99,0,1,0,0,18,1,4,77,100,0,0,0,0,0,14,0,48,21,9,8,23,3,42,17,15,23,5,38,20,14,23,6,46,14,11,23,5,39,19,14,23,4,15,18,40,0,96,3,1,0,96,3,0,1,96,2,1,1,96,3,1,0,96,3,0,1,96,2,1,1,46,9,9,36,46,9,8,37,46,10,8,36,46,10,11,33,46,10,13,31,46,9,22,23,46,9,11,34,75,2,7,16,75,3,10,12,75,1,7,17,75,3,12,10,75,3,10,12,33,2,47,18,33,3,45,19,33,4,27,36,33,4,32,31,33,4,37,26,33,4,29,34,36,0,30,34,70,0,13,7,4,6,37,1,3,5,26,28,37,1,57,5,39,0,10,51,39,0,30,14,8,6,1,2,39,1,23,10,13,14,39,0,8,25,21,7,39,0,0,53,8,42,2,1,48,7,53,1,38,8,57,1,33,9,75,0,19,6,69,0,27,4,64,1,30,5,72,0,25,3,44,0,1,3,8,17,27,44,0,1,5,10,16,24,45,0,11,17,14,13,45,0,4,11,17,23,45,0,13,14,14,14,74,3,18,5,74,2,12,12,74,3,14,9,47,0,28,25,75,6,19,94,0,3,1,0,1,0,0,1,66,0,1,4,2,6,0,4,3,2,2,2,0,0,2,6,51,0,45,4,0,0,51,0,18,16,8,7,0,0,0,51,1,26,9,13,51,0,15,16,14,2,2,7.12,8.024554155076475,5.666666666666667,7.03670032864492,14.659090909090908,6.4301006604229185,2.847826086956522,1.8734091479836412
BGD,Bangladesh,2021-01-03,2021-01-03,458,17,1147571.633754985,4,428565.8945062794,316,414,31946116.381836627,258,34,32,392,29,76,353,27,33,398,30,52,376,31,93,334,32,73,353,34,36,388,28,30,400,29,34,395,32,27,399,29,50,379,29,105,324,33,39,386,34,105,319,426,6,12,14,382,9,23,44,425,4,18,11,406,5,21,26,365,3,43,47,385,5,29,39,422,3,14,19,428,5,16,9,424,7,16,11,431,3,14,10,408,3,25,22,353,6,47,52,419,3,19,17,353,5,56,44,43,1,99,315,363,2,42,51,50,4,90,314,369,2,26,61,432,8,16,2,432,1,15,9,1,443,0,8,5,2,84,10,30,334,458,0,0,0,0,0,64,3,194,113,50,34,96,15,213,83,51,96,34,186,86,56,96,27,246,62,27,96,28,207,69,58,96,34,70,65,193,0,429,10,12,7,429,11,6,12,429,11,11,7,429,10,12,7,429,13,5,11,429,12,9,8,458,0,0,0,458,0,0,0,458,0,0,0,458,0,0,0,458,0,0,0,458,0,0,0,458,0,0,0,458,0,0,0,458,0,0,0,458,0,0,0,458,0,0,0,458,0,0,0,106,9,230,113,106,7,224,121,106,8,161,183,106,6,190,156,106,8,147,197,106,8,136,208,113,0,162,183,296,1,79,43,16,23,119,0,6,48,136,149,119,4,324,11,127,3,50,278,127,3,160,105,28,16,6,13,127,6,107,71,82,65,131,2,71,140,77,37,136,2,34,251,35,154,5,25,240,34,229,6,191,32,236,8,190,24,299,7,129,23,269,4,132,53,312,8,108,30,323,6,114,15,162,2,9,15,64,53,153,162,5,4,29,70,63,125,173,7,104,69,48,57,173,5,22,61,88,109,173,1,75,73,65,71,312,10,118,18,312,37,68,41,312,32,77,37,177,1,160,120,338,46,74,414,0,17,4,2,1,3,4,13,257,0,5,33,6,42,1,18,14,12,10,17,6,0,3,34,191,2,233,32,0,0,191,0,87,104,57,11,3,4,1,195,2,159,56,46,195,0,61,64,91,32,15,5.951541850220265,7.903305839166299,4,4.516635916254486,14.875999999999998,6.154358497362355,2.9596774193548385,1.8059693800265033
BGD,Bangladesh,2021-01-04,2021-01-03,100,2,136731.2483980733,1,116380.789834265,67,86,7393456.174269774,45,12,5,83,8,17,75,11,10,79,10,12,78,11,22,67,10,13,77,12,6,82,10,9,81,10,4,86,11,14,75,9,9,82,9,21,70,13,12,75,11,15,74,95,0,4,1,83,1,4,12,90,1,4,5,88,2,4,6,78,0,8,14,87,1,8,4,94,1,0,5,91,0,6,3,96,1,3,0,86,1,7,6,91,1,4,4,79,1,9,11,88,0,7,5,85,0,11,4,14,0,23,63,80,1,4,15,17,1,15,67,85,1,4,10,96,1,2,1,96,0,2,1,1,98,0,1,1,0,24,3,12,61,100,0,0,0,0,0,23,0,39,19,11,8,29,5,38,18,10,29,11,31,18,11,29,8,45,16,2,29,8,33,22,8,29,9,14,15,33,0,90,2,4,4,90,3,3,4,90,3,3,4,90,3,2,5,90,3,6,1,90,4,3,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,32,2,41,25,32,2,39,27,32,4,30,34,32,2,28,38,32,3,24,41,32,3,26,39,34,0,26,40,74,0,14,7,3,2,34,0,2,9,26,29,34,1,64,1,36,1,10,53,36,0,36,17,6,2,1,2,36,0,26,14,10,14,39,0,12,25,18,6,39,0,7,49,5,43,1,4,48,4,60,0,38,2,62,1,34,3,71,2,22,5,73,0,20,7,77,1,18,4,75,1,22,2,46,0,1,3,12,6,32,46,1,0,7,12,4,30,50,1,16,13,12,8,50,0,5,10,16,19,50,1,13,11,15,10,76,0,22,2,76,3,17,4,76,4,18,2,51,0,26,23,77,9,14,92,0,3,0,0,0,1,1,3,66,0,1,7,0,10,0,2,3,3,3,3,0,0,0,2,53,1,39,7,0,0,53,0,16,17,12,1,0,1,0,55,0,26,8,11,55,0,12,11,15,4,3,6.853658536585367,9.33156196895717,4.071428571428571,4.859000937424288,15.024390243902438,5.93080013521805,2.8181818181818183,1.8711111892275218
BGD,Bangladesh,2021-01-13,2021-01-13,494,14,1063791.3286444726,7,332765.20251825696,392,453,35426423.14023645,281,38,21,435,32,91,371,32,43,419,41,64,389,37,75,382,31,72,391,34,39,421,36,39,419,37,30,427,34,27,433,38,46,410,28,90,376,42,53,399,37,111,346,473,7,7,7,403,5,39,47,451,7,23,13,430,3,23,38,419,8,27,40,422,7,33,32,455,7,17,15,455,6,19,14,464,5,12,13,467,5,11,11,448,5,22,19,404,7,32,51,441,4,23,26,383,9,60,42,41,0,110,343,390,2,50,52,51,5,95,343,402,1,24,67,470,7,16,1,470,0,15,9,0,480,0,8,6,0,85,6,34,369,61,1,16,362,54,0,87,4,192,109,64,38,114,17,222,76,65,114,34,199,91,56,114,30,254,63,33,114,33,196,87,64,114,41,73,71,195,0,462,9,11,12,462,12,6,14,462,7,13,12,462,10,7,15,462,12,5,15,462,11,17,4,494,0,0,0,494,0,0,0,494,0,0,0,494,0,0,0,494,0,0,0,494,0,0,0,494,0,0,0,494,0,0,0,494,0,0,0,494,0,0,0,494,0,0,0,494,0,0,0,116,14,241,123,116,20,255,103,116,22,179,177,116,21,180,177,116,19,167,192,116,19,167,192,124,2,174,194,320,1,83,29,21,40,127,2,9,63,162,131,127,5,344,18,137,6,74,277,137,2,192,108,26,10,13,6,137,6,122,58,88,83,142,4,74,145,102,27,147,4,29,277,37,158,6,21,273,36,256,14,209,15,241,15,224,14,318,12,141,23,317,14,126,37,329,12,133,20,329,13,140,12,169,5,11,22,63,70,154,169,6,12,39,71,78,119,187,4,88,84,59,72,187,4,24,59,91,129,187,6,73,80,70,78,342,8,133,11,342,35,71,46,342,31,93,28,189,1,173,131,363,60,71,437,2,26,3,1,6,3,2,14,264,0,9,22,5,50,3,12,17,19,16,17,8,2,4,46,204,2,253,34,1,0,204,0,89,124,50,20,2,2,3,210,4,160,59,61,210,1,70,75,88,38,12,6.1965065502183405,7.560909744424549,4.439024390243903,4.240013862589759,14.732600732600732,6.673994706596337,2.895910780669145,1.809062491039992
BGD,Bangladesh,2021-01-14,2021-01-13,100,3,320381.6343073095,1,111959.231461665,78,79,7768656.306085801,28,13,7,80,14,13,73,15,5,80,13,15,72,14,15,71,12,14,74,10,10,80,14,5,81,13,4,83,16,2,82,11,12,77,15,12,73,18,10,72,17,22,61,93,2,3,2,87,1,7,5,95,0,4,1,85,1,6,8,85,2,3,10,86,2,7,5,90,3,2,5,95,1,2,2,96,1,1,2,98,0,2,0,88,2,5,5,88,2,5,5,90,0,7,3,78,0,14,8,21,0,23,56,80,0,10,10,25,3,14,58,87,0,6,7,94,3,3,0,94,1,3,2,0,98,0,0,2,0,35,2,12,51,29,0,7,58,6,2,39,0,28,16,13,4,47,3,33,11,6,47,5,24,14,10,47,4,36,8,5,47,5,27,10,11,47,6,13,10,24,2,90,3,4,3,90,3,0,7,90,2,3,5,90,1,1,8,90,3,1,6,90,3,5,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,42,8,32,18,42,9,38,11,42,10,23,25,42,9,23,26,42,7,24,27,42,9,27,22,44,1,17,38,83,0,9,3,3,2,45,2,2,13,24,14,45,3,47,5,45,3,9,43,45,1,26,19,3,3,1,2,45,2,24,11,7,11,47,2,13,19,12,7,48,2,6,36,8,53,2,4,33,8,69,4,23,4,63,4,29,4,77,3,18,2,78,4,14,4,76,5,13,6,73,4,22,1,59,1,2,4,7,11,16,59,2,1,6,9,11,12,62,3,10,8,7,10,62,2,4,5,11,16,62,2,14,6,6,10,80,2,16,2,80,5,9,6,80,4,11,5,64,0,19,17,83,8,9,93,0,5,0,0,0,0,0,2,74,0,2,4,0,2,2,0,1,1,3,2,4,1,1,3,68,0,29,3,0,0,68,0,12,12,6,1,1,0,0,72,0,18,5,5,72,0,9,7,8,1,3,6.842105263157896,7.695299779171888,6,5.347896782848375,15.766666666666667,7.449523628988003,2.259259259259259,1.8100699644912284
