ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5a_10..77,V5a_10.0,V5a_10.1,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5b_10..77,V5b_10.0,V5b_10.1,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5c_10..77,V5c_10.0,V5c_10.1,V5d_1..99,V5d_1..77,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2..77,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3..77,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4..77,V5d_4.0,V5d_4.1,V5d_5..99,V5d_5..77,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6..77,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7..77,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8..77,V5d_8.0,V5d_8.1,V5d_9..99,V5d_9..77,V5d_9.0,V5d_9.1,V5d_10..99,V5d_10..77,V5d_10.0,V5d_10.1,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V13..77,V13.1,V13.2,V13.3,V13.4,V15..99,V15..77,V15.1,V15.2,V16..99,V16..77,V16.1,V16.2,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9a..99,C9a.1,C12..99,C12.1,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BRA,Brazil,2021-03-02,2021-03-02,12882,132,1260682.9790116833,68,621250.7051757671,8656,12248,131476026.41497342,8795,150,255,12477,132,1535,11215,151,514,12217,137,1834,10911,133,2555,10194,144,2518,10220,146,1144,11592,147,660,12075,156,866,11860,150,365,12367,141,1068,11673,100,3309,9473,154,935,11793,146,2686,10050,12627,28,164,63,11347,72,762,701,12368,35,286,193,11048,101,799,934,10327,95,936,1524,10364,112,928,1478,11738,51,612,481,12222,40,410,210,12016,49,483,334,12517,33,255,77,11814,59,556,453,9573,134,1110,2065,11947,51,595,289,10196,105,1313,1268,615,19,3330,8918,9642,12,1112,2116,803,74,4111,7894,8781,34,737,3330,12145,0,277,408,52,12145,0,269,463,5,12617,1,85,173,6,1709,81,1751,9341,959,82,771,11051,19,12113,10,392,366,1,12483,1,23,372,3,1771,18,7851,1972,777,493,2416,745,4391,3376,1954,2416,593,7186,1555,1132,2416,675,5413,2840,1538,2416,819,1489,2186,5972,2416,586,7894,1422,564,12402,6,255,219,12402,6,323,151,12402,6,401,73,12402,6,427,47,12402,6,266,208,12402,6,364,110,12402,6,459,15,12402,6,460,14,12402,6,403,71,12402,6,368,106,12121,1,371,389,12121,1,529,231,12121,1,707,53,12121,1,716,44,12121,1,283,477,12121,1,512,248,12121,1,744,16,12121,1,744,16,12121,1,703,57,12121,1,656,104,10957,15,963,947,10957,15,1420,490,10957,15,1867,43,10957,15,1831,79,10957,15,1033,877,10957,15,1043,867,10957,15,1821,89,10957,15,1902,8,10957,15,1756,154,10957,15,1733,177,12879,0,1,2,12879,0,3,0,12879,0,3,0,12879,0,3,0,12879,0,1,2,12879,0,2,1,12879,0,3,0,12879,0,3,0,12879,0,2,1,12879,0,1,2,12719,3,115,45,12719,3,111,49,12719,3,72,88,12719,3,100,60,12719,3,120,40,12719,3,128,32,12719,3,131,29,2516,49,1984,1810,2842,3681,1902,283,9802,895,1902,283,10160,537,1902,283,10562,135,1902,283,9972,725,1902,283,8762,1935,1902,283,10414,283,1902,283,10130,567,1902,283,10257,440,1902,283,9059,1638,1902,283,4336,6361,7626,34,174,5048,4087,29,1304,7462,2476,6,4011,3078,1855,1456,3149,28,115,9590,3197,226,690,8769,11188,423,520,751,11188,494,340,860,11188,313,921,460,11188,508,265,921,11188,533,187,974,11188,459,451,784,12882,0,0,0,12882,0,0,0,12882,0,0,0,12882,0,0,0,12882,0,0,0,12882,0,0,0,12882,0,0,0,12882,0,0,0,12882,0,0,0,12882,0,0,0,12882,0,0,0,12882,0,0,0,2012,317,5195,5358,2012,230,7173,3467,2012,591,1712,8567,2012,346,6046,4478,2012,507,1166,9197,2012,429,1842,8599,2144,12,5628,5098,7254,9,3345,1019,558,697,2253,87,137,907,3204,6294,2253,95,10452,82,2479,70,2263,8070,2479,8,6476,2647,570,366,83,253,2479,25,2607,2624,2841,2306,2547,53,2850,5160,1637,635,12881,1,12881,1,7725,99,4718,340,5756,111,6839,176,11183,50,1535,114,6880,110,4182,1710,11726,40,859,257,11063,58,1696,65,2723,23,234,687,1227,2607,5381,2723,23,330,774,1184,2814,5034,2938,69,6798,2193,575,309,2938,18,2568,2182,2157,3019,2938,7,4110,2764,1712,1351,6100,293,5438,1051,6100,1259,2085,3438,6100,1096,2810,2876,3150,31,5552,4149,8732,8,2046,2096,10946,42,371,45,309,139,82,120,828,5452,27,210,916,265,764,89,249,795,389,27,369,365,383,86,244,2252,3850,125,3620,5228,25,34,3850,19,1337,2480,2225,1543,1060,308,60,4038,191,8044,188,421,4038,75,2275,3831,2189,385,89,3.2316680096696215,2.56766291579438,2.8400763358778627,2.1575164401665794,13.936979418886196,5.561710152931481,2.6254693877551016,1.3786721216280229
BRA,Brazil,2021-03-03,2021-03-03,13471,136,1494261.3530610353,70,726720.1895214941,9468,12811,122064583.11546186,9113,146,249,13076,139,1611,11721,130,592,12749,136,1916,11419,127,2747,10597,118,2593,10760,124,1238,12109,141,731,12599,143,823,12505,135,370,12966,129,1135,12207,104,3549,9818,143,1008,12320,124,2868,10479,13222,28,161,60,11860,81,777,753,12879,49,313,230,11555,102,877,937,10724,119,986,1642,10878,108,1020,1465,12233,59,649,530,12740,55,427,249,12648,45,437,341,13101,38,263,69,12336,60,627,448,9922,135,1199,2215,12463,63,612,333,10603,127,1471,1270,640,20,3530,9281,10065,18,1198,2190,853,71,4167,8380,9324,29,800,3318,12671,1,290,475,34,12671,1,309,488,2,13164,1,109,195,2,1810,90,1863,9708,991,75,757,11624,24,12715,9,365,377,5,13097,2,20,346,6,1797,16,8243,2129,820,466,2471,769,4613,3501,2117,2471,611,7683,1588,1118,2471,736,5672,2942,1650,2471,880,1568,2347,6205,2471,561,8370,1446,623,13020,6,242,203,13020,6,308,137,13020,6,374,71,13020,6,410,35,13020,6,250,195,13020,6,343,102,13020,6,428,17,13020,6,430,15,13020,6,385,60,13020,6,350,95,12666,1,375,429,12666,1,536,268,12666,1,749,55,12666,1,775,29,12666,1,300,504,12666,1,531,273,12666,1,785,19,12666,1,791,13,12666,1,736,68,12666,1,672,132,11397,14,1070,990,11397,14,1531,529,11397,14,2018,42,11397,14,1966,94,11397,14,1124,936,11397,14,1117,943,11397,14,1920,140,11397,14,2050,10,11397,14,1874,186,11397,14,1841,219,13465,1,3,2,13465,1,4,1,13465,1,5,0,13465,1,5,0,13465,1,4,1,13465,1,4,1,13465,1,5,0,13465,1,5,0,13465,1,3,2,13465,1,5,0,13307,3,131,30,13307,3,111,50,13307,3,73,88,13307,3,98,63,13307,3,124,37,13307,3,132,29,13307,3,127,34,2589,42,2133,1937,2906,3864,2001,294,10313,863,2001,294,10580,596,2001,294,11017,159,2001,294,10440,736,2001,294,9272,1904,2001,294,10882,294,2001,294,10597,579,2001,294,10726,450,2001,294,9479,1697,2001,294,4409,6767,7881,31,192,5367,4358,35,1386,7692,2505,8,4256,3246,2002,1454,3194,38,97,10142,3241,240,737,9253,11665,471,480,855,11665,563,324,919,11665,335,1023,448,11665,559,265,982,11665,590,199,1017,11665,520,512,774,13471,0,0,0,13471,0,0,0,13471,0,0,0,13471,0,0,0,13471,0,0,0,13471,0,0,0,13471,0,0,0,13471,0,0,0,13471,0,0,0,13471,0,0,0,13471,0,0,0,13471,0,0,0,2122,342,5487,5520,2122,235,7659,3455,2122,629,1737,8983,2122,355,6241,4753,2122,556,1124,9669,2122,454,1947,8948,2265,29,5882,5295,7589,12,3506,1067,540,757,2382,82,120,977,3223,6687,2382,106,10902,81,2623,81,2343,8424,2623,6,6929,2641,527,394,80,271,2623,35,2742,2720,2873,2478,2713,44,3171,5281,1646,616,13471,0,13471,0,8018,96,5043,314,5841,103,7380,147,11746,43,1588,94,7260,106,4442,1663,12356,47,862,206,11534,51,1824,62,2916,24,241,792,1289,2749,5460,2916,19,382,849,1300,2845,5160,3147,83,7109,2257,569,306,3147,26,2775,2273,2205,3045,3147,11,4322,2886,1753,1352,6348,332,5700,1091,6348,1446,2155,3522,6348,1214,2895,3014,3340,33,5677,4421,9050,7,2223,2191,11382,35,396,46,332,168,99,142,871,5771,16,254,928,290,767,79,282,762,454,16,411,398,363,87,271,2322,4126,123,3600,5568,19,35,4126,13,1352,2579,2389,1596,1013,354,49,4313,177,8330,223,428,4313,75,2414,3928,2218,423,100,3.241308623298034,2.5769200352298873,2.9653910149750415,2.3168175077104705,13.879775110696803,5.667912723599858,2.6094486413349873,1.3577285169500202
BRA,Brazil,2021-03-04,2021-03-04,13391,152,1526596.9695668684,79,817286.9588375291,9301,12700,123282029.49155141,9059,168,269,12954,146,1578,11667,159,552,12680,157,1893,11341,143,2670,10578,145,2464,10782,155,1252,11984,166,684,12541,159,868,12364,173,390,12828,170,1073,12148,128,3502,9761,171,947,12273,139,2888,10364,13122,32,163,74,11813,87,764,727,12839,39,308,205,11498,109,819,965,10721,113,961,1596,10927,108,935,1421,12139,79,627,546,12707,37,398,249,12523,48,457,363,13001,39,266,85,12318,64,585,424,9889,138,1152,2212,12444,58,563,326,10503,126,1397,1365,676,15,3552,9148,9949,15,1147,2280,871,66,4161,8293,9245,21,805,3320,12586,0,287,472,46,12586,1,310,487,7,13082,1,110,187,11,1821,77,1839,9654,1038,90,744,11495,24,12648,13,375,349,6,12998,0,28,362,3,1827,9,8235,2059,785,476,2525,787,4517,3445,2117,2525,588,7552,1585,1141,2525,730,5626,2882,1628,2525,859,1559,2372,6076,2525,556,8320,1374,616,12932,2,229,228,12932,2,311,146,12932,2,389,68,12932,2,424,33,12932,2,255,202,12932,2,359,98,12932,2,443,14,12932,2,442,15,12932,2,391,66,12932,2,351,106,12617,1,370,403,12617,1,521,252,12617,1,704,69,12617,1,728,45,12617,1,300,473,12617,1,515,258,12617,1,757,16,12617,1,751,22,12617,1,705,68,12617,1,625,148,11380,19,1065,927,11380,19,1511,481,11380,19,1953,39,11380,19,1905,87,11380,19,1120,872,11380,19,1071,921,11380,19,1888,104,11380,19,1986,6,11380,19,1814,178,11380,19,1777,215,13388,0,2,1,13388,0,3,0,13388,0,1,2,13388,0,3,0,13388,0,1,2,13388,0,3,0,13388,0,3,0,13388,0,3,0,13388,0,3,0,13388,0,3,0,13215,1,136,39,13215,1,131,44,13215,1,73,102,13215,1,113,62,13215,1,130,45,13215,1,129,46,13215,1,136,39,2629,46,2080,1810,2974,3852,2049,290,10208,844,2049,290,10494,558,2049,290,10896,156,2049,290,10296,756,2049,290,9120,1932,2049,290,10761,291,2049,290,10478,574,2049,290,10647,405,2049,290,9418,1634,2049,290,4290,6762,7962,25,185,5219,4332,31,1391,7637,2518,9,4240,3128,1979,1517,3178,25,106,10082,3227,229,789,9146,11613,518,472,788,11613,588,366,824,11613,345,1000,433,11613,613,230,935,11613,641,195,942,11613,570,519,689,13391,0,0,0,13391,0,0,0,13391,0,0,0,13391,0,0,0,13391,0,0,0,13391,0,0,0,13391,0,0,0,13391,0,0,0,13391,0,0,0,13391,0,0,0,13391,0,0,0,13391,0,0,0,2170,361,5391,5469,2170,233,7515,3473,2170,632,1674,8915,2170,363,6086,4772,2170,573,1020,9628,2170,469,1805,8947,2311,25,5725,5330,7666,24,3409,1080,489,723,2423,83,125,897,3263,6600,2423,95,10790,83,2653,61,2329,8348,2653,9,6869,2575,520,359,69,337,2653,28,2761,2630,2754,2565,2750,58,3175,5205,1583,620,13391,0,13391,0,8037,100,4942,312,5916,106,7239,130,11733,47,1513,98,7341,99,4293,1658,12380,39,768,204,11605,35,1678,73,2932,29,275,752,1307,2676,5420,2932,24,344,850,1289,2907,5045,3146,90,7218,2113,535,289,3146,29,2790,2302,2205,2919,3146,21,4397,2813,1700,1314,6257,295,5731,1108,6257,1415,2167,3552,6257,1250,2880,3004,3323,39,5699,4330,9061,3,2210,2117,11304,55,417,48,339,151,123,115,839,5664,23,200,914,304,777,75,265,768,425,19,390,433,384,83,239,2428,4102,127,3715,5397,25,25,4102,17,1376,2616,2325,1600,981,318,56,4289,177,8326,210,389,4289,65,2440,3962,2152,376,107,3.2774070105617623,2.589992199801674,2.885450954575379,2.19723364046498,13.784552142940555,5.598330973516056,2.5918300283286118,1.3688354329677035
BRA,Brazil,2021-03-05,2021-03-05,12529,153,1690403.894805161,79,834803.4814172906,9123,11862,122673473.42220281,8421,138,265,12126,127,1504,10898,150,531,11848,132,1725,10672,126,2456,9947,137,2271,10121,128,1176,11225,131,667,11731,145,742,11642,144,373,12012,142,969,11418,103,3241,9185,141,921,11467,131,2646,9752,12264,35,158,72,11025,73,745,686,11998,41,279,211,10804,92,776,857,10073,110,886,1460,10258,103,850,1318,11353,57,628,491,11862,44,399,224,11787,47,404,291,12156,32,248,93,11560,56,511,402,9288,138,1109,1994,11608,61,548,312,9883,122,1323,1201,642,25,3393,8469,9237,11,1086,2195,832,77,3901,7719,8637,26,772,3094,11757,0,290,437,45,11757,1,294,472,5,12235,0,91,199,4,1766,76,1783,8904,973,79,673,10761,43,11860,8,310,346,5,12207,1,20,299,2,1693,9,7801,1884,696,446,2320,732,4299,3272,1906,2320,574,7072,1491,1072,2320,681,5329,2665,1534,2320,806,1488,2267,5648,2320,547,7850,1223,589,12096,1,228,204,12096,1,288,144,12096,1,356,76,12096,1,387,45,12096,1,243,189,12096,1,328,104,12096,1,421,11,12096,1,415,17,12096,1,374,58,12096,1,328,104,11843,1,334,351,11843,1,474,211,11843,1,633,52,11843,1,655,30,11843,1,251,434,11843,1,456,229,11843,1,668,17,11843,1,677,8,11843,1,626,59,11843,1,575,110,10692,16,991,830,10692,16,1396,425,10692,16,1776,45,10692,16,1746,75,10692,16,1023,798,10692,16,977,844,10692,16,1716,105,10692,16,1815,6,10692,16,1647,174,10692,16,1629,192,12527,0,1,1,12527,0,1,1,12527,0,1,1,12527,0,2,0,12527,0,2,0,12527,0,2,0,12527,0,2,0,12527,0,2,0,12527,0,1,1,12527,0,1,1,12359,3,139,28,12359,3,122,45,12359,3,76,91,12359,3,102,65,12359,3,122,45,12359,3,127,40,12359,3,133,34,2415,34,1902,1792,2754,3632,1908,297,9468,856,1908,297,9786,538,1908,297,10179,145,1908,297,9634,690,1908,297,8477,1847,1908,297,10043,281,1908,297,9780,544,1908,297,9918,406,1908,297,8710,1614,1908,297,4128,6196,7458,38,173,4860,4108,36,1205,7180,2338,7,4026,2889,1795,1474,2930,32,107,9460,2970,227,727,8605,10791,441,509,788,10791,551,351,836,10791,337,912,489,10791,567,262,909,10791,591,200,947,10791,520,488,730,12529,0,0,0,12529,0,0,0,12529,0,0,0,12529,0,0,0,12529,0,0,0,12529,0,0,0,12529,0,0,0,12529,0,0,0,12529,0,0,0,12529,0,0,0,12529,0,0,0,12529,0,0,0,2038,313,4903,5275,2038,207,7115,3169,2038,560,1574,8357,2038,310,5698,4483,2038,494,955,9042,2038,396,1695,8400,2171,17,5272,5069,7257,6,3163,960,488,655,2268,80,108,859,2942,6272,2268,93,10087,81,2467,68,2178,7816,2467,7,6540,2400,426,301,87,301,2467,24,2710,2322,2538,2468,2561,58,3097,4771,1507,535,12529,0,12529,0,7654,96,4529,250,5452,109,6843,125,10964,45,1431,89,6854,113,4045,1517,11580,35,739,175,10843,46,1592,48,2740,15,238,733,1230,2527,5046,2740,17,315,739,1270,2681,4767,2956,65,6695,2042,499,272,2956,27,2606,2088,2025,2827,2956,18,4048,2561,1641,1305,6010,298,5220,1001,6010,1253,2092,3174,6010,1082,2662,2775,3161,41,5254,4073,8456,6,2013,2054,10614,41,369,54,323,142,74,132,780,5405,18,204,872,247,738,74,251,683,415,18,357,371,396,72,206,2202,3867,123,3438,5043,22,36,3867,14,1260,2306,2248,1531,955,292,56,4044,186,7679,208,412,4044,71,2242,3643,2051,370,108,3.251572930354797,2.518009388263951,2.9840125391849526,2.2739316651916304,14.019657628389352,5.5364343404790874,2.6041849148418486,1.370586681828826
