ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
NGA,Nigeria,2021-01-01,2021-01-01,516,19,1537250.9367160497,2,37897.8281184129,70,471,33117198.352391314,258,18,50,448,19,66,431,17,19,480,15,79,422,16,73,427,18,67,431,22,35,459,18,31,467,19,22,475,20,33,463,19,31,466,14,89,413,19,14,483,18,82,416,466,5,22,23,450,3,25,38,497,0,10,9,437,2,33,44,443,2,17,54,449,6,27,34,481,0,15,20,485,1,17,13,494,0,5,17,483,1,21,11,485,1,14,16,427,6,34,49,502,2,7,5,434,5,46,31,45,0,46,425,472,0,25,19,51,5,80,380,437,0,25,54,491,3,21,1,491,6,19,0,510,4,2,0,85,7,61,363,516,0,74,2,147,132,68,93,86,21,200,63,146,86,43,177,70,140,86,38,235,47,110,86,37,188,65,140,86,43,51,31,305,0,459,13,28,16,459,17,18,22,459,18,23,16,459,23,4,30,459,19,19,19,459,20,11,26,113,33,30,340,113,35,29,339,113,39,41,323,113,34,59,310,113,39,81,283,113,37,102,264,113,37,64,302,361,13,27,115,361,15,65,75,361,12,52,91,361,13,54,88,361,14,54,87,136,4,154,222,136,7,233,140,136,10,175,195,136,8,192,180,136,7,170,203,136,6,144,230,142,4,188,182,328,0,90,40,20,38,151,4,20,69,147,125,151,5,339,21,164,3,57,292,164,1,132,97,44,32,26,20,164,2,122,76,108,44,166,5,86,134,102,23,178,2,11,293,32,196,2,10,274,34,362,3,127,24,285,5,174,52,343,3,126,44,326,2,115,73,347,2,120,47,374,1,102,39,207,7,10,10,30,33,219,207,5,8,13,41,47,195,226,4,67,43,73,103,226,1,64,52,75,98,226,1,107,57,71,54,353,8,140,15,353,46,44,73,353,39,63,61,228,0,169,119,397,0,75,44,445,3,34,2,5,1,0,2,24,277,1,15,35,14,35,1,15,17,7,1,15,14,17,3,9,40,250,3,213,47,1,2,250,0,17,89,92,38,24,5,1,256,2,137,99,22,256,1,54,78,66,33,28,2.825892857142857,2.0511506356611076,1.6081081081081081,0.9062677977956192,13.321428571428571,6.126477148724361,3.141732283464567,1.9325561497452242
NGA,Nigeria,2021-01-02,2021-01-01,100,5,228560.5631769619,2,37897.8281184129,10,89,6230593.162261983,35,5,12,83,6,11,83,4,3,93,5,16,79,5,14,81,4,13,83,6,7,87,6,13,81,4,8,88,6,5,89,6,8,86,4,14,82,5,1,94,5,12,83,88,1,3,8,89,0,4,7,97,0,2,1,84,0,6,10,86,0,5,9,87,1,5,7,93,1,2,4,87,0,5,8,92,0,2,6,95,0,3,2,92,0,3,5,86,1,3,10,99,1,0,0,88,1,9,2,11,0,7,82,93,0,3,4,13,3,9,75,91,0,3,6,97,0,3,0,97,1,2,0,99,0,1,0,20,1,12,67,100,0,18,1,31,23,8,19,20,10,36,8,26,20,17,30,11,22,20,6,50,8,16,20,11,37,12,20,20,11,7,4,58,0,88,6,5,1,88,4,6,2,88,5,5,2,88,6,1,5,88,3,6,3,88,5,2,5,41,6,2,51,41,6,2,51,41,7,3,49,41,8,7,44,41,8,10,41,41,7,15,37,41,8,7,44,77,2,2,19,77,2,8,13,77,1,3,19,77,2,5,16,77,4,4,15,27,2,30,41,27,3,47,23,27,4,32,37,27,5,40,28,27,5,31,37,27,4,26,43,32,0,39,29,61,0,20,11,5,3,34,0,3,14,26,23,34,2,60,4,37,0,9,54,37,0,24,18,9,3,8,1,37,0,19,16,21,7,37,1,17,25,16,4,43,1,3,50,3,46,0,3,45,6,71,1,21,7,54,0,36,10,68,0,23,9,61,0,27,12,70,0,21,9,74,0,20,6,51,0,0,1,6,4,38,51,0,1,2,5,7,34,55,1,7,3,14,20,55,0,9,11,9,16,55,0,16,11,9,9,75,3,20,2,75,10,8,7,75,12,8,5,58,0,29,13,87,0,9,4,91,0,6,0,1,0,0,0,2,62,0,1,5,2,7,0,1,3,1,0,5,0,4,0,3,6,62,0,32,5,1,0,62,0,1,11,13,9,3,1,0,64,2,23,9,2,64,2,7,9,13,3,2,2.0833333333333335,1.3965509693273204,1.2142857142857142,0.9940297973880049,13.027027027027028,6.693639130159677,3,2
NGA,Nigeria,2021-01-03,2021-01-03,539,23,1598234.783546375,10,616951.8727608686,121,484,32478152.677239347,290,20,56,463,17,77,445,26,17,496,22,90,427,27,85,427,25,98,416,23,43,473,22,34,483,29,22,488,25,34,480,24,46,469,23,108,408,30,24,485,23,86,430,483,6,19,31,462,5,30,42,522,2,5,10,449,6,30,54,454,7,23,55,441,5,26,67,496,6,15,22,505,2,17,15,517,0,10,12,505,3,19,12,493,1,20,25,431,9,34,65,515,2,9,13,453,6,35,45,54,1,63,421,478,1,33,27,59,9,79,392,460,1,21,57,518,1,20,0,518,6,15,0,533,3,3,0,90,11,88,350,539,0,75,5,157,136,77,89,97,28,202,61,151,97,52,161,77,152,97,40,225,58,119,97,45,180,66,151,97,51,48,33,310,0,457,24,32,26,457,21,33,28,457,22,33,27,457,28,9,45,457,24,29,29,457,26,19,37,539,0,0,0,539,0,0,0,539,0,0,0,539,0,0,0,539,0,0,0,539,0,0,0,539,0,0,0,539,0,0,0,539,0,0,0,539,0,0,0,539,0,0,0,539,0,0,0,106,11,163,259,106,12,260,161,106,14,181,238,106,12,228,193,106,15,196,222,106,13,164,256,119,5,228,187,311,2,120,46,25,35,129,9,27,81,151,142,129,9,379,22,147,12,60,320,147,3,136,106,80,31,25,11,147,2,111,103,129,47,157,8,91,169,95,19,165,2,12,332,28,184,15,10,295,35,380,8,113,38,283,13,189,54,362,11,113,53,316,10,118,95,346,8,127,58,379,6,107,47,193,9,8,15,36,42,236,193,7,11,21,43,55,209,203,10,81,44,96,105,203,6,81,61,79,109,203,5,141,69,59,62,332,12,173,22,332,51,65,91,332,54,92,61,210,7,193,129,410,0,90,39,458,4,34,8,7,6,0,0,22,267,1,20,36,17,35,2,12,20,12,5,18,24,15,0,14,41,238,3,241,49,4,4,238,3,26,112,92,43,24,1,0,245,7,150,109,28,245,4,77,90,63,28,32,2.6982758620689653,1.8101198333305366,2.056603773584906,1.3504286262520027,13.470790378006873,6.26553289645795,3.049645390070922,1.8876871730051406
NGA,Nigeria,2021-01-04,2021-01-03,100,4,407146.4125566107,2,177014.5911692212,8,88,5680414.753721976,52,3,11,86,2,16,82,4,3,93,4,23,73,6,13,81,6,18,76,5,7,88,4,7,89,5,5,90,6,8,86,5,5,90,5,19,76,4,8,88,5,14,81,89,2,3,6,84,1,5,10,97,0,1,2,77,1,6,16,87,0,4,9,82,0,4,14,93,0,3,4,93,0,3,4,95,0,2,3,92,0,6,2,95,0,2,3,81,1,3,15,92,0,2,6,86,1,4,9,12,0,6,82,96,0,2,2,14,1,14,71,87,1,2,10,98,0,2,0,98,0,2,0,100,0,0,0,20,2,11,67,100,0,18,2,26,25,16,13,23,4,37,10,26,23,9,29,15,24,23,5,42,8,22,23,6,31,13,27,23,7,13,4,53,0,90,4,6,0,90,2,6,2,90,3,5,2,90,4,0,6,90,2,5,3,90,3,4,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,25,2,24,49,25,4,29,42,25,3,25,47,25,4,32,39,25,4,27,44,25,3,20,52,26,0,33,41,67,0,23,6,4,0,26,2,2,19,32,19,26,1,72,1,28,2,13,57,28,0,18,26,17,7,3,1,28,0,18,32,19,3,30,0,17,36,14,3,31,0,4,58,7,35,3,3,53,6,77,0,16,7,72,1,19,8,76,1,17,6,69,1,16,14,74,0,17,9,80,1,17,2,37,1,0,3,5,5,49,37,2,2,3,4,7,45,40,2,5,12,18,23,40,2,11,11,15,21,40,1,21,13,17,8,67,2,27,4,67,8,9,16,67,7,16,10,41,1,39,19,81,0,13,6,88,2,4,1,0,1,0,0,4,51,1,3,4,4,5,1,3,6,2,0,6,2,6,0,4,2,45,1,45,6,1,2,45,1,1,23,17,7,6,0,0,48,1,31,12,8,48,0,11,15,16,4,6,3.2093023255813953,1.982760696062842,1.5,0.5773502691896257,14.211538461538462,5.5601401395145365,2.979591836734694,1.7617438793986597
NGA,Nigeria,2021-01-13,2021-01-13,694,25,1685596.051935778,8,485732.6750129137,125,649,42153433.863344446,382,22,69,603,18,102,574,24,19,651,25,97,572,25,96,573,23,111,560,19,45,630,24,35,635,25,30,639,24,38,632,26,49,619,20,142,532,26,20,648,22,104,568,625,6,29,34,592,8,40,54,675,0,8,11,597,5,39,53,598,2,35,59,583,7,48,56,649,7,15,23,659,3,15,17,664,3,14,13,656,2,23,13,645,2,17,30,552,7,52,83,674,3,11,6,590,5,47,52,43,2,81,568,616,0,37,41,51,13,91,539,605,0,38,51,656,2,29,7,656,14,23,1,681,5,6,2,110,21,102,461,694,0,75,7,223,164,116,109,114,27,275,87,191,114,63,249,91,177,114,50,293,83,154,114,56,249,98,177,114,65,75,50,390,0,595,24,43,32,595,31,35,33,595,22,47,30,595,37,13,49,595,32,38,29,595,36,20,43,694,0,0,0,694,0,0,0,694,0,0,0,694,0,0,0,694,0,0,0,694,0,0,0,694,0,0,0,694,0,0,0,694,0,0,0,694,0,0,0,694,0,0,0,694,0,0,0,130,12,294,258,130,14,309,241,130,23,230,311,130,19,267,278,130,18,169,377,130,16,218,330,152,3,246,293,448,2,127,66,19,32,161,7,28,96,215,187,161,8,497,28,177,8,97,412,177,1,194,163,73,43,22,21,177,6,175,136,129,71,183,5,137,224,110,35,197,6,16,417,58,231,10,22,389,42,409,9,245,31,395,10,238,51,470,14,169,41,437,10,154,93,531,10,115,38,486,7,174,27,245,4,9,21,45,63,307,245,4,11,20,50,78,286,267,10,98,84,112,123,267,4,117,80,104,122,267,3,181,91,80,72,428,13,215,38,428,77,72,117,428,64,111,91,275,0,277,142,552,1,87,54,613,2,45,1,2,4,1,1,25,339,1,34,34,15,47,5,23,21,15,2,33,29,26,3,13,54,300,4,289,100,1,0,300,1,36,132,117,80,25,2,1,307,9,201,136,41,307,6,85,131,90,38,37,2.478395061728395,1.7933906567665048,1.6406249999999998,1.01367142699435,13.26176,6.416508462656065,3.192204301075269,1.9881775862540043
NGA,Nigeria,2021-01-14,2021-01-13,100,4,69205.12728771409,3,60938.55488332199,34,88,5345386.120779587,44,2,9,89,1,15,84,3,4,93,2,20,78,1,13,86,3,21,76,1,5,94,3,3,94,3,1,96,1,5,94,2,7,91,1,23,76,3,3,94,3,11,86,91,0,5,4,85,0,4,11,96,0,1,3,80,1,11,8,87,1,3,9,79,0,11,10,95,0,1,4,97,1,1,1,99,0,0,1,95,0,3,2,93,0,4,3,77,0,8,15,97,0,2,1,89,0,5,6,10,2,13,75,87,0,8,5,11,3,15,71,85,0,7,8,93,0,6,1,93,2,3,2,98,1,1,0,21,0,10,69,100,3,17,0,24,23,21,15,24,1,34,12,29,24,4,29,15,28,24,1,37,12,26,24,2,32,13,29,24,3,10,3,60,3,91,2,2,5,91,2,5,2,91,3,5,1,91,3,0,6,91,2,4,3,91,3,2,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,24,1,36,39,24,0,46,30,24,1,36,39,24,1,39,36,24,1,22,53,24,1,34,41,28,1,41,30,59,1,18,10,5,7,30,1,1,13,31,24,30,1,68,1,35,2,14,49,35,0,23,21,16,3,2,0,35,0,15,19,17,14,37,0,14,33,13,3,40,0,2,53,5,43,0,1,52,4,66,3,23,8,56,2,36,6,65,3,27,5,63,3,19,15,79,2,13,6,68,1,25,6,46,2,0,2,4,10,36,46,1,0,1,8,13,31,50,1,10,8,10,21,50,0,12,12,11,15,50,0,19,11,10,10,70,2,24,4,70,5,7,18,70,3,17,10,52,0,33,15,85,0,12,3,89,0,8,0,0,2,0,1,0,56,0,3,8,4,3,1,4,1,1,1,6,3,1,1,3,4,56,1,35,7,0,1,56,0,2,16,12,11,2,1,0,56,3,19,18,4,56,2,8,16,11,5,2,2.765957446808511,1.8203292339269266,2.6153846153846154,1.8946618668626836,11.720930232558139,6.411765901154462,2.8780487804878048,1.9518596510919979
