ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1.-77,B1_1.1,B1_1.2,B1_2.-77,B1_2.1,B1_2.2,B1_3.-77,B1_3.1,B1_3.2,B1_4.-77,B1_4.1,B1_4.2,B1_5.-77,B1_5.1,B1_5.2,B1_6.-77,B1_6.1,B1_6.2,B1_7.-77,B1_7.1,B1_7.2,B1_8.-77,B1_8.1,B1_8.2,B1_9.-77,B1_9.1,B1_9.2,B1_10.-77,B1_10.1,B1_10.2,B1_11.-77,B1_11.1,B1_11.2,B1_12.-77,B1_12.1,B1_12.2,B1_13.-77,B1_13.1,B1_13.2,B1_14.-77,B1_14.1,B1_14.2,B1b_x1.-99,B1b_x1.-77,B1b_x1.1,B1b_x1.2,B1b_x2.-99,B1b_x2.-77,B1b_x2.1,B1b_x2.2,B1b_x3.-99,B1b_x3.-77,B1b_x3.1,B1b_x3.2,B1b_x4.-99,B1b_x4.-77,B1b_x4.1,B1b_x4.2,B1b_x5.-99,B1b_x5.-77,B1b_x5.1,B1b_x5.2,B1b_x6.-99,B1b_x6.-77,B1b_x6.1,B1b_x6.2,B1b_x7.-99,B1b_x7.-77,B1b_x7.1,B1b_x7.2,B1b_x8.-99,B1b_x8.-77,B1b_x8.1,B1b_x8.2,B1b_x9.-99,B1b_x9.-77,B1b_x9.1,B1b_x9.2,B1b_x10.-99,B1b_x10.-77,B1b_x10.1,B1b_x10.2,B1b_x11.-99,B1b_x11.-77,B1b_x11.1,B1b_x11.2,B1b_x12.-99,B1b_x12.-77,B1b_x12.1,B1b_x12.2,B1b_x13.-99,B1b_x13.-77,B1b_x13.1,B1b_x13.2,B1b_x14.-99,B1b_x14.-77,B1b_x14.1,B1b_x14.2,B3.-99,B3.-77,B3.1,B3.2,B5.-99,B5.-77,B5.1,B5.2,B6.-99,B6.-77,B6.1,B6.2,B7.-99,B7.-77,B7.1,B7.2,B8.-99,B8.-77,B8.1,B8.2,B8.3,B9.-99,B9.-77,B9.1,B9.2,B9.3,B10.-99,B10.1,B10.2,B10.3,B11.-99,B11.-77,B11.1,B11.2,V1.-99,V3.-99,V3.-77,V3.1,V3.2,V3.3,V3.4,V4_1.-99,V4_1.-77,V4_1.1,V4_1.2,V4_1.3,V4_2.-99,V4_2.-77,V4_2.1,V4_2.2,V4_2.3,V4_3.-99,V4_3.-77,V4_3.1,V4_3.2,V4_3.3,V4_4.-99,V4_4.-77,V4_4.1,V4_4.2,V4_4.3,V4_5.-99,V4_5.-77,V4_5.1,V4_5.2,V4_5.3,B12_1.-99,B12_1.-77,B12_1.1,B12_1.2,B12_2.-99,B12_2.-77,B12_2.1,B12_2.2,B12_3.-99,B12_3.-77,B12_3.1,B12_3.2,B12_4.-99,B12_4.-77,B12_4.1,B12_4.2,B12_5.-99,B12_5.-77,B12_5.1,B12_5.2,B12_6.-99,B12_6.-77,B12_6.1,B12_6.2,B13_1.-99,B13_1.-77,B13_1.1,B13_1.2,B13_2.-99,B13_2.-77,B13_2.1,B13_2.2,B13_3.-99,B13_3.-77,B13_3.1,B13_3.2,B13_4.-99,B13_4.-77,B13_4.1,B13_4.2,B13_5.-99,B13_5.-77,B13_5.1,B13_5.2,B13_6.-99,B13_6.-77,B13_6.1,B13_6.2,B13_7.-99,B13_7.-77,B13_7.1,B13_7.2,B14_1.-99,B14_1.-77,B14_1.1,B14_1.2,B14_2.-99,B14_2.-77,B14_2.1,B14_2.2,B14_3.-99,B14_3.-77,B14_3.1,B14_3.2,B14_4.-99,B14_4.-77,B14_4.1,B14_4.2,B14_5.-99,B14_5.-77,B14_5.1,B14_5.2,C0_1.-99,C0_1.-77,C0_1.1,C0_1.2,C0_2.-99,C0_2.-77,C0_2.1,C0_2.2,C0_3.-99,C0_3.-77,C0_3.1,C0_3.2,C0_4.-99,C0_4.-77,C0_4.1,C0_4.2,C0_5.-99,C0_5.-77,C0_5.1,C0_5.2,C0_6.-99,C0_6.-77,C0_6.1,C0_6.2,C1_m.-99,C1_m.-77,C1_m.1,C1_m.2,C2.-99,C2.-77,C2.1,C2.2,C2.3,C2.4,C7.-99,C7.-77,C7.1,C7.2,C7.3,C7.4,C8.-99,C8.-77,C8.1,C8.2,C3.-99,C3.-77,C3.1,C3.2,C5.-99,C5.-77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6.-99,C6.-77,C6.1,C6.2,C6.3,C6.4,C14.-99,C14.-77,C14.1,C14.2,C14.3,C14.4,C9.-99,C9.-77,C9.1,C9.2,C9.3,C12.-99,C12.-77,C12.1,C12.2,C12.3,C13_1.-99,C13_1.-77,C13_1.1,C13_1.2,C13_2.-99,C13_2.-77,C13_2.1,C13_2.2,C13_3.-99,C13_3.-77,C13_3.1,C13_3.2,C13_4.-99,C13_4.-77,C13_4.1,C13_4.2,C13_5.-99,C13_5.-77,C13_5.1,C13_5.2,C13_6.-99,C13_6.-77,C13_6.1,C13_6.2,D1.-99,D1.-77,D1.1,D1.2,D1.3,D1.4,D1.5,D2.-99,D2.-77,D2.1,D2.2,D2.3,D2.4,D2.5,D3.-99,D3.-77,D3.1,D3.2,D3.3,D3.4,D4.-99,D4.-77,D4.1,D4.2,D4.3,D4.4,D5.-99,D5.-77,D5.1,D5.2,D5.3,D5.4,D6_1.-99,D6_1.-77,D6_1.1,D6_1.2,D6_2.-99,D6_2.-77,D6_2.1,D6_2.2,D6_3.-99,D6_3.-77,D6_3.1,D6_3.2,D7.-99,D7.-77,D7.1,D7.2,D8.-99,D8.-77,D8.1,D8.2,D9.-99,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10.-99,D10.-77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3.-99,E3.-77,E3.1,E3.2,E3.3,E3.4,E4.-99,E4.-77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2.-99,E2.-77,E2.1,E2.2,E2.3,E7.-99,E7.-77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AFG,Afghanistan,2021-01-01,2021-01-01,117,8,253420.2592740415,4,71749.0971916614,579,94,7115997.105812575,51,21,15,81,24,22,71,25,18,74,24,21,72,18,31,68,23,26,68,25,18,74,24,17,76,25,9,83,22,12,83,29,14,74,22,25,70,26,16,75,24,18,75,102,3,9,3,95,4,11,7,99,3,9,6,96,3,13,5,86,5,18,8,91,2,16,8,99,4,8,6,100,3,9,5,108,2,5,2,105,1,10,1,103,1,6,7,92,3,15,7,101,2,6,8,99,0,14,4,22,1,30,64,90,1,19,7,26,4,24,63,94,1,11,11,106,0,3,5,3,106,0,5,5,1,112,4,1,0,43,2,6,66,117,30,2,41,17,10,17,36,10,39,16,16,36,17,31,17,16,36,17,39,11,14,36,23,34,10,14,36,24,10,10,37,111,2,3,1,111,3,3,0,111,2,2,2,111,2,2,2,111,3,2,1,111,3,0,3,66,9,5,37,66,9,6,36,66,9,10,32,66,10,7,34,66,11,8,32,66,11,13,27,66,11,11,29,95,2,9,11,95,3,10,9,95,3,7,12,95,5,10,7,95,4,10,8,44,5,31,37,44,5,46,22,44,9,25,39,44,8,35,30,44,6,26,41,44,7,21,45,48,2,34,33,83,0,12,14,3,5,49,4,7,16,21,20,49,2,57,9,50,4,8,55,50,2,21,17,7,5,12,3,50,2,36,5,12,12,51,3,21,16,14,12,53,2,7,46,9,56,5,12,35,9,88,1,17,11,72,2,30,13,93,2,11,11,84,3,11,19,93,2,8,14,97,2,11,7,58,3,3,2,7,11,33,58,3,2,5,11,10,28,61,2,21,13,5,15,61,3,8,15,10,20,61,2,19,13,9,13,86,3,25,3,86,7,16,8,86,9,15,7,62,2,33,20,97,1,11,8,106,2,2,0,1,1,0,5,73,0,3,2,3,5,6,1,0,4,0,3,3,2,0,3,9,65,1,43,7,0,1,65,0,7,28,12,2,3,0,0,65,2,33,9,8,65,3,18,12,10,4,5,8.842105263157896,17.368076206758055,33.294117647058826,120.30677698382286,13.24,4.740446891875688,3.3333333333333335,1.9928951818080545
AFG,Afghanistan,2021-01-02,2021-01-01,100,6,191948.66912695422,2,10277.50704457411,569,78,6246309.514735986,31,18,12,70,22,21,57,24,15,61,21,20,59,16,24,60,22,22,56,22,17,61,22,15,63,23,9,68,19,12,69,27,13,60,19,18,63,24,11,65,23,17,60,88,3,8,1,79,4,11,6,85,2,8,5,80,3,11,6,76,5,14,5,78,1,13,8,83,4,7,6,85,2,9,4,91,2,4,3,88,2,9,1,87,1,5,7,82,3,11,4,89,2,4,5,83,0,13,4,22,0,28,50,75,1,19,5,26,2,20,52,81,1,10,8,90,0,3,4,3,90,0,5,4,1,95,4,1,0,40,2,3,55,100,29,3,31,15,8,14,37,8,30,15,10,37,13,25,13,12,37,14,29,10,10,37,17,27,8,11,37,19,7,7,30,97,2,0,1,97,2,1,0,97,2,0,1,97,1,2,0,97,2,1,0,97,2,0,1,66,8,5,21,66,8,5,21,66,8,7,19,66,9,5,20,66,10,6,18,66,10,9,15,66,10,7,17,85,2,8,5,85,3,7,5,85,3,4,8,85,5,5,5,85,4,7,4,47,3,22,28,47,4,31,18,47,7,19,27,47,6,24,23,47,4,22,27,47,4,20,29,52,1,23,24,77,0,7,10,2,4,52,0,7,13,12,16,52,1,41,6,54,2,5,39,54,1,18,9,4,3,8,3,54,1,26,5,6,8,54,2,15,10,9,10,56,1,4,31,8,59,4,8,23,6,81,1,8,10,71,2,16,11,83,2,6,9,79,3,6,12,81,2,4,13,82,2,7,9,61,1,2,2,3,7,24,61,2,1,4,8,5,19,63,2,14,9,4,8,63,3,4,10,7,13,63,2,11,7,8,9,83,3,12,2,83,3,8,6,83,4,8,5,64,2,22,12,88,1,6,5,94,1,2,0,0,1,0,2,72,0,3,2,1,2,2,0,0,4,0,1,1,1,0,3,8,68,0,26,5,0,1,68,0,6,17,5,1,3,0,0,68,2,18,6,6,68,3,12,8,4,3,2,11.37037037037037,20.057893416784534,34.8125,124.08073648502682,13.100000000000001,4.436136871741852,3.5357142857142856,1.914508792182453
AFG,Afghanistan,2021-01-03,2021-01-03,139,24,675815.8946654219,12,318297.64542327257,354,108,5009333.866576283,62,25,29,85,21,47,71,22,22,95,22,44,73,25,44,70,20,41,78,22,40,77,24,23,92,24,24,91,21,25,93,26,29,84,24,46,69,25,24,90,27,38,74,110,10,15,4,92,12,20,15,117,11,7,4,95,11,21,12,95,11,21,12,98,14,22,5,99,13,17,10,116,10,12,1,115,9,11,4,114,11,12,2,110,7,16,6,93,13,22,11,115,7,15,2,101,10,17,11,31,0,39,69,103,2,25,9,36,4,19,80,120,2,7,10,132,1,4,2,0,132,1,4,1,1,135,2,1,1,49,2,11,77,139,38,2,40,19,16,24,41,5,51,20,22,41,19,39,23,17,41,17,45,21,15,41,23,30,26,19,41,24,18,17,39,128,7,2,2,128,8,2,1,128,6,3,2,128,6,3,2,128,7,2,2,128,7,2,2,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,139,0,0,0,46,6,64,23,46,5,66,22,46,7,51,35,46,8,55,30,46,7,49,37,46,6,52,35,53,2,59,25,80,1,23,13,5,17,54,3,7,24,33,18,54,8,68,9,57,4,25,53,57,3,26,12,11,13,16,1,57,4,12,18,26,22,59,2,13,30,18,17,62,2,10,56,9,63,5,12,51,8,79,6,33,21,77,7,32,23,91,6,22,20,88,6,20,25,94,6,18,21,90,5,29,15,65,2,4,7,18,16,27,65,3,5,8,15,20,23,69,5,13,17,18,17,69,2,12,18,15,23,69,4,17,19,14,16,103,3,30,3,103,13,16,7,103,11,17,8,70,2,41,26,113,0,10,16,129,3,0,1,0,0,2,4,88,0,5,6,2,2,3,0,8,0,1,4,1,3,1,2,13,73,2,54,8,0,2,73,1,16,28,14,4,2,0,1,76,2,38,12,11,76,1,20,16,14,6,6,8.142857142857142,11.270438071659955,13.6,35.22191552617962,13.258620689655173,5.038658777358529,3.892857142857143,2.3173540666307058
AFG,Afghanistan,2021-01-04,2021-01-03,100,16,519222.66996514413,9,297003.0917342273,157,69,3847174.8205972444,27,24,19,57,23,35,42,22,18,60,24,31,45,23,35,42,21,28,51,24,24,52,25,19,56,24,18,58,22,22,56,27,23,50,23,32,45,26,15,59,28,27,45,81,7,8,4,65,8,19,8,82,11,5,2,69,7,15,9,65,10,18,7,72,9,15,4,76,8,12,4,81,9,9,1,82,7,9,2,78,9,11,2,77,6,13,4,68,11,16,5,85,3,11,1,73,7,14,6,31,0,27,42,75,2,19,4,34,2,13,51,87,2,6,5,94,1,3,1,1,94,1,4,0,1,96,1,1,2,44,3,9,44,100,36,1,22,12,8,21,37,4,33,16,10,37,12,25,14,12,37,13,26,16,8,37,19,17,18,9,37,18,12,12,21,91,6,2,1,91,6,0,3,91,4,4,1,91,5,2,2,91,5,2,2,91,5,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,43,6,39,12,43,5,37,15,43,7,25,25,43,9,27,21,43,7,33,17,43,6,29,22,48,2,34,16,66,2,15,6,4,7,50,4,3,12,20,11,50,8,33,9,54,5,15,26,54,3,15,8,8,6,5,1,54,5,6,13,11,11,56,2,9,17,9,7,59,3,8,29,1,60,4,8,23,5,65,4,25,6,67,4,23,6,78,4,12,6,77,3,11,9,71,4,15,10,74,4,17,5,61,2,3,2,8,9,15,61,3,3,2,9,10,12,65,3,8,11,5,8,65,1,7,11,6,10,65,3,10,11,4,7,79,2,17,2,79,6,13,2,79,4,13,4,67,2,20,11,89,0,3,8,97,1,0,0,0,0,2,0,77,0,2,2,1,0,3,0,4,0,0,1,0,0,1,2,7,69,1,25,4,0,1,69,1,7,11,8,3,1,0,0,72,1,18,3,6,72,1,7,9,7,2,2,7.095238095238095,10.21192398156893,8.647058823529411,7.070547861292187,12.821428571428573,5.5714455297530545,3.653846153846154,2.3313911330758326
AFG,Afghanistan,2021-01-13,2021-01-13,134,13,602631.8825604653,6,210371.4191406658,364,111,6758933.810668809,62,23,17,94,23,31,80,23,20,91,25,29,80,20,30,84,24,32,78,21,26,87,24,18,92,24,12,98,22,21,91,25,21,88,26,27,81,30,14,90,29,28,77,117,6,7,4,103,7,16,8,114,4,10,6,105,6,14,9,104,10,12,8,102,6,14,12,108,7,11,8,116,6,9,3,122,2,9,1,113,5,9,7,113,4,10,7,107,6,9,12,120,0,8,6,106,2,17,9,23,0,32,79,105,1,19,9,28,5,25,76,110,0,10,14,124,1,2,7,0,124,1,3,5,1,131,1,1,1,45,1,12,76,134,36,2,53,16,10,17,42,7,39,19,27,42,15,36,18,23,42,15,47,13,17,42,22,33,17,20,42,24,18,12,38,123,4,4,3,123,4,6,1,123,2,6,3,123,4,4,3,123,5,3,3,123,5,2,4,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,134,0,0,0,45,6,55,28,45,7,57,25,45,10,31,48,45,8,43,38,45,9,37,43,45,7,39,43,47,1,46,40,88,2,17,8,6,13,50,0,16,15,26,27,50,2,71,11,51,3,13,67,51,1,30,9,10,10,19,4,51,2,22,18,18,23,52,0,16,18,27,21,53,2,7,59,13,55,2,9,59,9,81,5,29,19,78,6,33,17,104,4,14,12,92,6,15,21,98,5,19,12,97,6,21,10,58,2,7,7,13,19,28,58,1,7,10,16,13,29,58,2,24,17,13,20,58,2,14,19,10,31,58,2,31,14,11,18,90,4,33,7,90,10,22,12,90,8,23,13,60,0,37,37,97,0,17,20,117,9,0,2,1,0,2,3,81,1,1,7,3,5,0,1,5,1,0,6,1,5,0,3,14,68,2,54,9,0,1,68,1,15,29,11,5,3,1,1,70,1,41,11,11,70,1,26,17,9,4,7,9.488372093023257,15.100255584439395,23.066666666666666,50.56038351271063,12.241379310344827,4.739939835385382,3.824561403508772,2.4284239967043284
AFG,Afghanistan,2021-01-14,2021-01-13,100,11,612803.1860338195,7,243737.06823346822,349,78,5175213.730720783,34,19,15,66,20,23,57,21,18,61,22,23,55,18,24,58,21,26,53,21,20,59,20,15,65,22,8,70,18,18,64,20,17,63,20,27,53,27,8,65,26,19,55,85,4,8,3,77,5,12,6,82,4,7,7,77,6,8,9,76,10,9,5,74,4,10,12,80,6,8,6,85,5,7,3,92,1,6,1,82,5,7,6,83,3,7,7,73,7,9,11,92,0,3,5,81,3,8,8,22,0,26,52,76,1,17,6,27,4,19,50,84,0,9,7,91,1,1,7,0,91,1,2,5,1,98,0,1,1,43,2,8,47,100,35,1,35,12,6,11,40,5,25,11,19,40,14,23,12,11,40,12,29,11,8,40,19,18,12,11,40,21,8,9,22,92,3,3,2,92,3,5,0,92,2,5,1,92,3,3,2,92,4,3,1,92,4,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,42,5,35,18,42,6,39,13,42,7,15,36,42,6,25,27,42,6,24,28,42,4,24,30,43,1,31,25,69,2,14,4,4,7,46,1,10,10,15,18,46,3,47,4,46,3,8,43,46,0,20,8,5,4,15,2,46,1,16,11,12,14,46,1,9,16,15,13,46,2,7,38,7,49,2,8,35,6,66,4,20,10,61,5,25,9,85,2,8,5,75,5,9,11,76,4,14,6,77,5,13,5,52,1,4,5,9,10,19,52,0,5,6,9,8,20,53,1,15,11,5,15,53,1,8,10,6,22,53,1,19,8,5,14,74,3,18,5,74,6,12,8,74,5,13,8,57,0,19,24,76,0,14,10,86,7,0,2,1,0,1,3,68,1,0,6,2,3,0,1,2,0,0,3,1,1,0,2,10,64,2,31,3,0,0,64,1,8,18,5,2,1,1,0,65,1,19,6,9,65,1,14,11,5,0,4,6.67741935483871,10.9981425606757,25.769230769230774,54.06809571604103,12.161290322580646,4.947031259206868,3.6774193548387095,2.166211697475473
