ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
EC,ECU,Ecuador,2020-12-21,2020-12-21,1043,13,106311.67688092335,5,45835.16333064349,330,956,9423147.30399147,736,19,29,995,24,132,887,18,61,964,22,191,830,18,235,790,19,173,851,21,164,858,24,74,945,22,82,939,23,26,994,20,129,894,18,279,746,24,33,986,18,277,748,1015,1,20,7,913,6,66,58,983,5,35,20,854,14,82,93,812,13,113,105,874,14,84,71,882,13,86,62,971,3,42,27,962,5,48,28,1017,3,12,11,915,11,64,53,766,14,134,129,1011,3,17,12,769,15,151,108,84,3,144,812,904,2,54,83,99,9,372,563,671,9,93,270,950,15,77,1,950,57,36,0,986,0,27,28,2,213,13,193,624,1043,0,0,0,0,113,4,361,330,142,93,691,21,155,97,79,691,26,160,102,64,691,21,170,89,72,691,23,129,112,88,691,29,33,61,229,855,58,48,82,855,50,45,93,855,29,112,47,855,47,61,80,855,53,43,92,855,51,54,83,1043,0,0,0,1043,0,0,0,1043,0,0,0,1043,0,0,0,1043,0,0,0,1043,0,0,0,1043,0,0,0,1043,0,0,0,1043,0,0,0,1043,0,0,0,1043,0,0,0,1043,0,0,0,152,25,348,518,152,21,637,233,152,41,386,464,152,31,459,401,152,38,172,681,152,31,287,573,171,3,508,361,535,2,318,113,48,27,184,9,14,135,356,345,184,10,839,10,199,11,132,701,199,1,708,77,15,9,1,33,199,4,177,303,234,126,210,2,300,370,146,15,1043,1043,699,10,321,13,410,13,607,13,660,5,367,11,586,11,302,144,873,3,132,35,759,9,265,10,225,0,7,34,119,233,425,225,1,19,58,126,233,381,238,7,442,253,63,40,238,1,220,237,196,151,238,0,363,254,129,59,436,33,516,58,436,104,305,198,436,93,362,152,256,5,390,392,651,0,176,216,873,7,38,5,34,29,5,6,46,488,2,33,45,33,65,7,13,40,15,6,47,35,17,13,22,162,283,10,348,397,0,5,283,1,208,203,174,79,65,25,5,297,15,565,100,66,297,7,115,213,259,108,44,2.7228360957642725,1.7951024148298342,2.4761904761904763,1.5834862081586223,12.1994301994302,6.228882128498436,3.3375174337517435,1.702906150961746
EC,ECU,Ecuador,2020-12-22,2020-12-22,1042,13,123301.02527152715,5,46657.70082180409,356,983,9099600.397036852,744,16,24,1002,19,126,897,19,40,983,17,183,842,19,182,841,16,162,864,18,158,866,22,65,955,18,69,955,18,27,997,17,110,915,18,236,788,21,36,985,20,234,788,1018,2,13,9,916,6,74,46,1002,3,24,13,859,7,107,69,860,3,78,101,880,6,82,74,884,8,89,61,977,3,49,13,973,5,39,25,1015,2,20,5,932,4,66,40,806,9,123,104,1006,3,24,9,808,9,149,76,55,4,155,828,890,1,54,97,63,17,394,568,650,4,94,294,948,11,80,3,948,57,37,0,985,0,36,21,0,182,14,193,653,1042,0,0,0,0,83,8,349,350,143,109,117,41,420,256,208,117,70,458,253,144,117,62,484,214,165,117,71,374,269,211,117,83,98,138,606,854,61,43,84,854,62,63,63,854,31,110,47,854,61,73,54,854,67,42,79,854,65,44,79,1042,0,0,0,1042,0,0,0,1042,0,0,0,1042,0,0,0,1042,0,0,0,1042,0,0,0,1042,0,0,0,1042,0,0,0,1042,0,0,0,1042,0,0,0,1042,0,0,0,1042,0,0,0,132,32,345,533,132,23,661,226,132,41,351,518,132,33,415,462,132,44,142,724,132,22,314,574,147,4,513,378,529,1,339,114,35,24,156,11,13,148,322,392,156,10,866,10,167,10,137,728,167,3,738,78,12,10,3,31,167,6,209,271,261,128,178,6,292,412,128,26,1042,1042,699,7,327,9,387,9,635,11,694,4,324,20,630,4,306,102,901,2,123,16,731,6,295,10,190,5,9,34,125,200,479,190,2,18,43,135,222,432,206,10,416,295,77,38,206,4,234,258,202,138,206,1,399,260,120,56,387,31,564,60,387,101,331,223,387,83,360,212,216,5,440,381,661,0,189,192,866,7,34,2,33,26,11,8,55,434,4,40,51,28,63,11,17,43,26,0,43,34,24,14,24,186,271,8,405,353,1,4,271,2,194,231,162,88,70,23,1,292,12,562,93,83,292,6,120,224,262,109,29,2.771214953271028,1.8840930373945848,2.4813432835820897,1.4847681731121802,12.245714285714286,6.197020044261611,3.3623789764868603,1.7228530371101993
EC,ECU,Ecuador,2020-12-23,2020-12-23,879,14,176145.4879841745,5,56599.61449230758,313,826,8678655.509465013,640,16,28,835,13,113,753,11,51,817,11,154,714,11,195,673,16,123,740,15,132,732,14,57,808,12,75,792,14,27,838,14,102,763,15,233,631,16,41,822,11,213,655,851,1,20,7,766,4,69,40,828,2,27,22,725,4,87,63,684,5,91,99,756,4,62,57,747,4,70,58,822,1,38,18,804,1,48,26,852,2,16,9,777,3,60,39,646,4,128,101,838,5,23,13,666,5,131,77,52,1,134,692,747,2,48,82,55,8,327,489,553,7,84,235,795,5,76,3,795,48,35,1,831,0,25,22,1,156,5,144,574,879,0,0,0,0,73,4,295,295,134,78,92,40,347,255,145,92,64,395,213,115,92,42,407,206,132,92,53,304,244,186,92,58,79,155,495,739,53,38,49,739,56,33,51,739,25,83,32,739,49,34,57,739,58,28,54,739,56,35,49,879,0,0,0,879,0,0,0,879,0,0,0,879,0,0,0,879,0,0,0,879,0,0,0,879,0,0,0,879,0,0,0,879,0,0,0,879,0,0,0,879,0,0,0,879,0,0,0,107,22,295,455,107,21,543,208,107,33,299,440,107,24,370,378,107,29,104,639,107,17,260,495,124,2,426,327,453,0,281,90,26,29,136,7,6,107,280,343,136,9,729,5,142,10,122,605,142,1,618,57,9,14,4,34,142,3,163,232,228,111,149,8,248,345,103,26,879,879,587,9,277,6,340,10,519,10,583,9,274,13,513,8,256,102,778,5,82,14,621,10,244,4,160,3,8,24,95,164,425,160,2,14,38,119,173,373,168,7,349,263,49,43,168,2,159,228,173,149,168,0,310,230,104,67,345,25,456,53,345,83,279,172,345,76,308,150,182,4,343,350,529,1,168,181,717,11,34,1,30,25,5,6,50,378,3,29,39,25,65,1,15,29,21,3,29,35,22,11,11,163,220,9,305,341,0,4,220,0,152,207,139,88,46,24,3,233,14,498,72,62,233,2,121,181,217,82,43,2.822269807280514,1.9202156944765114,2.435483870967742,1.5939006481460831,12.366129032258064,6.417097606844016,3.3072,1.793425314579439
EC,ECU,Ecuador,2020-12-24,2020-12-24,742,15,256114.71357565533,5,106375.70745536724,207,685,9671430.568416996,492,11,35,696,11,113,618,11,28,703,14,135,593,10,167,565,8,115,619,10,118,614,13,53,676,13,61,668,12,24,706,11,89,642,11,189,542,12,36,694,10,177,555,707,4,18,13,629,1,66,46,714,0,22,6,607,4,65,66,575,2,82,83,627,3,65,47,624,3,57,58,689,3,39,11,681,3,41,17,718,2,15,7,653,4,56,29,553,7,91,91,706,3,26,7,565,9,105,63,57,0,98,587,649,0,35,58,69,11,272,390,473,3,60,206,682,5,52,3,682,39,21,0,703,0,21,17,1,147,12,106,477,742,0,0,0,0,86,0,244,220,114,78,110,32,287,195,118,110,46,295,178,113,110,35,310,175,112,110,43,235,204,150,110,49,53,126,404,642,35,15,50,642,34,30,36,642,17,56,27,642,28,38,34,642,36,17,47,642,36,21,43,742,0,0,0,742,0,0,0,742,0,0,0,742,0,0,0,742,0,0,0,742,0,0,0,742,0,0,0,742,0,0,0,742,0,0,0,742,0,0,0,742,0,0,0,742,0,0,0,120,17,244,361,120,15,444,163,120,22,252,348,120,20,294,308,120,22,86,514,120,17,196,409,133,2,341,266,401,0,217,77,24,23,139,6,4,82,249,262,139,6,590,7,153,5,93,491,153,0,503,41,6,5,2,32,153,0,125,187,165,112,156,3,211,280,80,12,742,742,500,12,226,4,300,13,422,7,491,9,232,10,449,7,224,62,656,5,72,9,547,11,183,1,170,3,7,17,85,128,332,170,0,14,26,93,150,289,184,3,252,207,65,31,184,2,128,172,158,98,184,1,232,179,100,46,339,14,336,53,339,67,190,146,339,57,222,124,201,2,260,279,463,0,123,156,627,6,23,1,20,10,3,3,49,374,1,20,32,19,37,7,11,25,18,1,23,21,11,11,21,110,231,9,265,234,1,2,231,2,164,127,92,61,42,19,4,244,10,356,58,74,244,5,68,167,173,63,22,2.7346938775510203,1.7681525920897854,2.4342105263157894,1.4173734047247581,12.357692307692307,6.401566040280905,3.350104821802935,1.8302617797098362
EC,ECU,Ecuador,2020-12-25,2020-12-25,726,12,178358.4346786768,4,36829.36494353076,207,666,9231320.939284524,514,8,20,698,12,86,628,7,33,686,10,113,603,8,162,556,11,103,612,9,115,602,9,44,673,8,49,669,9,20,697,7,74,645,11,161,554,11,27,688,9,145,572,706,3,13,4,640,4,49,33,693,4,19,10,613,4,74,35,564,8,83,71,623,3,57,43,611,5,64,46,682,0,34,10,677,0,26,23,706,2,11,7,652,2,48,24,565,5,78,78,699,0,15,12,581,5,88,52,58,2,95,571,634,1,33,58,64,8,259,395,467,3,59,197,667,4,55,0,667,41,18,0,685,0,22,19,0,136,8,121,461,726,0,0,0,0,78,4,230,209,132,73,93,35,268,180,150,93,52,295,179,107,93,44,326,140,123,93,47,262,178,146,93,52,77,101,403,607,42,36,41,607,46,39,34,607,15,74,30,607,42,36,41,607,45,30,44,607,46,28,45,726,0,0,0,726,0,0,0,726,0,0,0,726,0,0,0,726,0,0,0,726,0,0,0,726,0,0,0,726,0,0,0,726,0,0,0,726,0,0,0,726,0,0,0,726,0,0,0,111,14,231,370,111,7,448,160,111,10,258,347,111,10,354,251,111,15,99,501,111,10,200,405,123,1,375,227,351,0,224,85,36,30,129,2,6,80,245,264,129,3,590,4,136,8,106,476,136,0,498,46,5,6,1,34,136,0,134,186,167,103,139,6,218,264,84,15,726,726,497,10,213,6,283,14,424,5,471,12,238,5,375,11,241,99,629,3,76,18,529,6,186,5,151,2,8,18,63,136,348,151,1,8,36,64,174,292,157,6,261,201,64,37,157,4,114,179,156,116,157,3,216,204,95,51,310,24,343,49,310,68,202,146,310,58,232,126,165,4,301,256,470,0,121,135,608,2,27,2,16,23,7,3,38,312,0,36,31,25,28,4,15,50,15,2,20,29,16,4,17,122,195,5,267,252,5,2,195,1,115,157,109,72,52,23,2,207,7,393,51,68,207,5,66,144,216,64,24,2.620178041543027,1.7452169237845507,2.382716049382716,1.5294435363439205,12.932377049180326,6.344777224941264,3.589641434262948,1.8309090133826318
EC,ECU,Ecuador,2020-12-26,2020-12-26,878,16,178816.68722245263,11,116610.34946018933,322,811,9217721.68424286,617,18,32,828,15,134,729,20,35,823,18,161,699,20,167,691,19,137,722,18,147,713,18,53,807,21,59,798,19,18,841,19,100,759,18,215,645,22,44,812,15,195,668,846,2,19,11,744,4,75,55,843,3,21,11,717,8,96,57,711,4,91,72,741,2,75,60,731,3,89,55,825,5,36,12,819,2,35,22,860,0,14,4,778,3,56,41,663,6,126,83,834,2,30,12,683,9,113,73,65,2,133,678,753,0,49,76,80,12,342,444,536,7,86,249,792,12,70,4,792,45,40,1,833,0,26,19,0,187,13,145,533,878,0,0,0,0,97,3,291,278,114,95,124,41,357,207,149,124,72,366,200,116,124,55,390,184,125,124,69,307,213,165,124,79,101,116,458,740,48,37,53,740,50,37,51,740,22,79,37,740,53,30,55,740,57,22,59,740,50,37,51,878,0,0,0,878,0,0,0,878,0,0,0,878,0,0,0,878,0,0,0,878,0,0,0,878,0,0,0,878,0,0,0,878,0,0,0,878,0,0,0,878,0,0,0,878,0,0,0,142,32,246,458,142,25,493,218,142,40,277,419,142,28,402,306,142,39,106,591,142,26,239,471,150,1,443,284,435,3,245,118,49,28,157,5,5,108,306,297,157,7,706,8,169,7,96,606,169,2,589,64,9,5,3,37,169,5,131,225,232,116,177,7,234,325,114,21,878,878,633,7,231,7,388,10,473,7,602,2,260,14,478,10,260,130,772,2,85,19,642,6,228,2,187,2,9,14,80,176,410,187,2,12,36,84,179,378,198,3,316,247,72,42,198,2,152,186,182,158,198,2,258,225,123,72,398,25,416,39,398,90,217,173,398,82,272,126,204,4,323,347,531,0,152,195,734,6,27,3,32,22,6,9,39,416,3,27,33,29,41,5,9,28,16,5,35,30,21,8,22,150,238,8,314,310,2,6,238,3,140,175,133,97,61,29,2,253,14,451,78,82,253,5,85,175,235,82,43,2.827944572748268,1.9193410512451357,2.7181818181818183,1.7247886092084963,12.37979094076655,6.303785058551759,3.6517412935323383,1.9430708611622973
EC,ECU,Ecuador,2020-12-27,2020-12-27,990,9,103348.69922215896,2,22894.65825105949,318,929,9722957.136424886,732,26,31,933,21,122,847,21,40,929,20,166,804,19,208,763,18,122,850,22,147,821,21,50,919,18,79,893,19,37,934,18,102,870,14,222,754,18,47,925,17,235,738,959,4,14,13,868,8,74,40,950,5,24,11,824,9,90,67,782,9,93,106,868,8,63,51,843,8,78,61,940,3,30,17,911,2,48,29,953,6,22,9,888,7,51,44,768,8,111,103,943,8,29,10,755,13,133,89,59,2,139,790,858,1,51,80,72,14,395,509,596,6,110,278,880,22,86,2,880,69,41,0,921,0,39,28,2,204,17,168,601,990,0,0,0,0,85,5,314,312,159,115,106,45,392,256,191,106,75,444,224,141,106,56,445,208,175,106,68,346,262,208,106,82,87,143,572,824,49,51,66,824,54,42,70,824,28,92,46,824,52,43,71,824,59,34,73,824,57,41,68,990,0,0,0,990,0,0,0,990,0,0,0,990,0,0,0,990,0,0,0,990,0,0,0,990,0,0,0,990,0,0,0,990,0,0,0,990,0,0,0,990,0,0,0,990,0,0,0,126,22,294,548,126,17,593,254,126,26,390,448,126,21,470,373,126,26,143,695,126,21,254,589,138,3,534,315,456,0,333,127,52,22,152,5,13,124,350,346,152,9,821,8,159,11,142,678,159,1,719,51,11,10,0,39,159,3,140,288,279,121,163,8,264,408,131,16,990,990,697,6,275,12,402,9,573,6,605,8,365,12,524,8,328,130,851,2,104,33,737,3,246,4,174,3,7,32,104,229,441,174,2,12,48,124,213,417,192,4,404,262,76,52,192,0,165,236,220,177,192,1,310,263,153,71,423,18,476,73,423,95,283,189,423,85,326,156,204,5,391,390,600,0,171,219,823,13,23,5,23,21,7,8,67,436,3,40,44,31,54,14,13,48,19,5,34,34,24,8,19,164,235,6,363,382,0,4,235,0,189,206,162,110,64,20,4,254,15,548,98,75,254,9,102,220,262,108,35,2.7693836978131214,1.918274721271063,2.5945945945945947,1.8555978129010724,12.25933908045977,6.226358370296606,3.5134751773049646,1.880719302152257
EC,ECU,Ecuador,2020-12-28,2020-12-27,100,2,17310.68431045641,0,0,26,87,1151587.8053699157,44,3,4,93,4,14,82,3,3,94,4,17,79,3,13,84,4,13,83,2,20,78,2,6,92,3,6,91,4,4,92,2,17,81,2,29,69,4,3,93,3,27,70,96,2,2,0,86,0,10,4,97,1,2,0,83,2,7,8,87,2,3,8,87,2,4,7,80,2,10,8,94,1,2,3,94,1,3,2,96,1,1,2,83,3,7,7,71,1,15,13,97,2,0,1,73,4,15,8,13,0,12,75,89,0,3,8,15,3,23,59,77,0,9,14,91,2,6,1,91,5,4,0,95,0,3,1,1,27,4,17,52,100,0,0,0,0,17,1,27,32,10,13,21,6,34,25,14,21,9,33,26,11,21,11,36,17,15,21,8,31,25,15,21,10,7,11,51,83,1,8,8,83,1,7,9,83,0,10,7,83,1,7,9,83,1,5,11,83,1,5,11,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,24,1,29,46,24,1,49,26,24,3,38,35,24,1,40,35,24,1,18,57,24,1,27,48,27,0,45,28,55,0,28,9,6,2,27,1,2,11,33,26,27,0,73,0,30,1,12,57,30,0,61,4,1,1,0,3,30,1,13,28,18,10,31,0,20,33,13,3,100,100,71,1,27,1,53,0,47,0,64,1,35,0,62,1,28,9,84,0,15,1,74,1,25,0,34,0,1,2,8,14,41,34,0,0,6,2,20,38,40,1,29,21,4,5,40,0,15,18,9,18,40,0,29,20,5,6,55,0,40,5,55,6,18,21,55,5,20,20,46,0,31,23,77,0,12,11,89,2,1,1,0,3,0,0,4,58,1,5,2,3,4,2,0,2,2,0,3,3,0,0,1,14,54,1,22,23,0,0,54,0,16,13,9,6,2,0,0,56,1,33,5,5,56,0,5,13,17,7,2,2.9,1.8210783977117089,2.5555555555555554,2.351122663277647,13.046511627906977,5.402616158034184,3.609756097560976,2.528616704647897
EC,ECU,Ecuador,2020-12-30,2020-12-30,868,9,104970.34649825352,5,58083.16645777945,317,811,9914961.173215786,650,18,20,830,14,103,751,17,34,817,17,158,693,15,153,700,15,117,736,12,135,721,14,47,807,13,56,799,13,16,839,16,92,760,14,218,636,14,38,816,13,211,644,848,2,14,4,765,6,58,39,834,2,18,14,710,4,86,68,715,6,79,68,751,5,61,51,733,4,73,58,821,4,30,13,812,2,35,19,852,0,10,6,776,3,61,28,650,7,114,97,830,2,22,14,657,5,133,73,53,4,130,681,739,0,54,75,57,12,329,470,540,6,90,232,778,13,75,2,778,57,33,0,811,0,34,23,0,166,10,148,544,868,0,0,0,0,72,4,274,275,148,95,94,46,339,241,148,94,70,389,203,112,94,60,393,183,138,94,61,301,232,180,94,83,79,135,477,723,45,44,56,723,53,40,52,723,26,82,37,723,47,45,53,723,53,32,60,723,54,32,59,868,0,0,0,868,0,0,0,868,0,0,0,868,0,0,0,868,0,0,0,868,0,0,0,868,0,0,0,868,0,0,0,868,0,0,0,868,0,0,0,868,0,0,0,868,0,0,0,106,22,290,450,106,12,542,208,106,23,319,420,106,22,395,345,106,30,98,634,106,19,248,495,117,2,423,326,445,1,300,77,25,20,128,8,10,105,308,309,128,7,730,3,138,10,123,597,138,0,643,46,5,3,3,30,138,3,159,247,225,96,143,6,241,363,93,22,868,868,580,9,274,5,328,11,520,9,550,8,297,13,475,9,291,93,771,6,74,17,622,9,229,8,152,3,11,29,98,182,393,152,1,17,40,113,187,358,158,2,344,245,74,45,158,2,147,207,217,137,158,1,270,239,133,67,365,26,434,43,365,103,208,192,365,82,277,144,166,4,345,353,515,0,165,188,711,8,33,3,31,27,7,4,44,370,4,30,37,31,60,10,12,31,15,3,40,27,21,12,23,142,201,4,311,349,0,3,201,1,155,170,154,101,55,26,5,211,18,475,68,96,211,8,97,194,242,83,33,2.8486238532110093,1.9321890238032038,2.6052631578947367,1.9398860519981171,12.491987179487179,5.890379012010375,3.4206349206349205,1.737792647190443
EC,ECU,Ecuador,2020-12-31,2020-12-31,678,7,94540.46744687423,0,0,234,637,9857683.048603047,481,13,18,647,15,76,587,15,34,629,14,115,549,16,160,502,10,101,567,12,107,559,16,35,627,11,43,624,15,22,641,14,70,594,13,172,493,14,28,636,15,173,490,660,1,10,7,602,1,33,42,644,0,21,13,563,5,64,46,518,3,81,76,577,5,50,46,571,2,67,38,643,0,25,10,635,2,24,17,656,2,14,6,608,3,43,24,506,7,93,72,650,2,17,9,505,5,102,66,40,1,112,525,570,0,44,64,48,14,237,379,441,2,66,169,612,18,47,1,612,42,24,0,636,0,19,21,2,132,10,128,408,678,0,0,0,0,62,5,234,205,96,76,83,31,259,176,129,83,48,294,159,94,83,44,299,132,120,83,36,253,161,145,83,49,66,100,380,553,45,32,48,553,46,33,46,553,22,69,34,553,44,33,48,553,50,21,54,553,44,33,48,676,0,0,2,676,0,0,2,676,0,0,2,676,0,0,2,676,0,0,2,676,0,0,2,676,0,0,2,678,0,0,0,678,0,0,0,678,0,0,0,678,0,0,0,678,0,0,0,96,14,194,374,96,6,413,163,96,14,239,329,96,12,280,290,96,14,82,486,96,9,208,365,108,5,302,263,376,0,208,63,16,15,109,3,4,89,235,238,109,5,563,1,123,9,84,462,123,0,472,52,2,5,1,23,123,1,133,165,171,85,126,5,201,262,71,13,678,678,484,4,185,5,268,10,394,6,440,3,227,8,401,9,201,67,598,2,57,21,472,7,196,3,134,0,7,24,71,134,308,134,1,12,22,82,131,296,142,4,251,183,65,33,142,3,115,148,151,119,142,0,209,173,93,61,299,21,318,40,299,64,179,136,299,56,214,109,150,3,262,263,415,1,106,156,579,6,20,3,15,14,3,6,32,322,4,31,28,14,42,7,4,23,15,2,23,26,16,9,11,101,181,9,242,243,0,3,181,1,135,114,96,74,58,17,2,193,10,360,57,58,193,2,57,128,185,80,33,2.8061797752808983,1.7341852042153358,2.2222222222222223,1.522320701251979,12.291028446389497,6.294716040971962,3.5095948827292114,1.7597146858795756
