ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V2a..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V5a_1..99,V5a_2..99,V5a_3..99,V5a_4..99,V5a_5..99,V5a_6..99,V5a_7..99,V5a_8..99,V5a_9..99,V5b_1..99,V5b_2..99,V5b_3..99,V5b_4..99,V5b_5..99,V5b_6..99,V5b_7..99,V5b_8..99,V5b_9..99,V5c_1..99,V5c_2..99,V5c_3..99,V5c_4..99,V5c_5..99,V5c_6..99,V5c_7..99,V5c_8..99,V5c_9..99,V5d_1..99,V5d_2..99,V5d_3..99,V5d_4..99,V5d_5..99,V5d_6..99,V5d_7..99,V5d_8..99,V5d_9..99,V6_1..99,V6_2..99,V6_3..99,V6_4..99,V6_5..99,V6_6..99,V6_7..99,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_2..99,V10_3..99,V10_4..99,V10_5..99,V10_6..99,V10_7..99,V10_8..99,V10_9..99,V10_10..99,V11..99,V12..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C9a..99,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GH,GHA,Ghana,2021-01-14,2021-01-14,163,8,652585.8158973475,3,367441.4364675633,35,155,12598060.313747277,88,6,14,143,5,19,139,7,6,150,7,30,126,6,26,131,6,31,126,8,7,148,6,8,149,7,6,150,7,9,147,5,10,148,6,33,124,8,8,147,10,19,134,149,1,7,6,144,1,10,8,157,2,2,2,133,2,10,18,137,2,7,17,132,1,14,16,156,0,2,5,155,1,2,5,157,2,1,3,154,1,4,4,153,1,3,6,130,1,12,20,155,2,3,3,144,1,6,12,8,0,21,134,142,1,10,10,11,3,33,116,130,0,15,18,148,3,12,0,148,0,7,8,156,0,3,3,1,29,3,34,97,163,163,0,16,1,47,46,31,22,23,4,50,26,60,23,8,40,35,57,23,4,66,22,48,23,5,58,26,51,23,8,13,13,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,94,14,19,10,0,0,0,0,0,0,0,0,0,0,0,0,130,10,9,14,130,7,15,11,130,4,23,6,130,11,2,20,130,7,16,10,130,9,11,13,163,0,0,0,163,0,0,0,163,0,0,0,163,0,0,0,163,0,0,0,163,0,0,0,163,0,0,0,163,0,0,0,163,0,0,0,163,0,0,0,163,0,0,0,163,0,0,0,33,1,70,59,33,3,79,48,33,6,40,84,33,4,67,59,33,4,48,78,33,3,64,63,37,0,58,68,105,0,36,13,3,6,42,1,7,26,47,40,42,1,110,10,47,3,25,88,47,2,47,41,15,3,4,4,47,2,33,33,31,17,47,2,34,55,19,6,51,1,4,100,7,0,55,1,5,95,7,94,2,62,5,86,6,64,7,124,2,33,4,97,2,41,23,115,4,36,8,101,3,53,6,61,1,2,1,11,18,69,61,0,2,3,14,21,62,67,3,31,18,25,19,67,0,21,14,21,40,67,0,34,21,22,19,109,4,43,7,109,14,24,16,109,12,26,16,70,0,50,43,120,0,34,9,130,0,14,0,4,3,1,2,9,80,1,2,7,5,18,1,1,13,4,1,5,5,3,2,5,10,74,0,67,21,0,1,74,0,9,46,20,6,3,5,0,75,1,39,37,11,75,0,20,20,10,20,18,2.7466666666666666,1.8823025960410995,1.8235294117647058,1.3800042625680118,12.407407407407405,6.916967864927843,2.8505747126436782,1.6532472319803801
GH,GHA,Ghana,2021-01-15,2021-01-15,171,6,330918.3907824801,2,91839.0815369325,30,159,12471980.39020473,86,7,14,150,7,25,139,8,6,157,6,30,135,7,26,138,7,30,134,6,13,152,7,9,155,6,6,159,7,12,152,6,11,154,5,32,134,6,9,156,7,23,141,157,2,4,8,146,2,11,12,165,1,2,3,141,2,9,19,145,2,8,16,141,2,11,17,158,1,6,6,162,2,3,4,165,2,2,2,159,1,5,6,160,1,5,5,139,2,12,18,162,1,1,7,148,1,11,11,11,1,16,143,155,0,11,5,12,5,36,118,135,2,11,23,160,1,10,0,160,0,4,7,167,0,3,1,0,31,3,35,102,171,171,0,15,1,44,60,22,29,22,8,57,20,64,22,5,52,31,61,22,5,79,21,44,22,8,68,25,48,22,12,12,16,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,101,20,14,10,0,0,0,0,0,0,0,0,0,0,0,0,138,13,8,12,138,10,16,7,138,7,20,6,138,14,3,16,138,12,9,12,138,12,7,14,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,171,0,0,0,30,3,83,55,30,4,71,66,30,7,56,78,30,3,76,62,30,5,63,73,30,5,66,70,32,0,65,74,106,0,31,11,9,14,40,1,5,18,57,50,40,2,124,5,43,4,24,100,43,1,55,36,23,8,2,3,43,1,34,24,48,21,44,0,27,61,31,8,49,1,7,105,9,0,59,4,5,96,7,88,3,66,14,100,2,64,5,115,3,46,7,95,3,42,31,108,2,53,8,105,2,53,11,67,2,0,4,14,15,69,67,1,2,2,7,24,68,73,2,32,18,29,17,73,2,15,16,27,38,73,2,36,21,19,20,115,4,43,9,115,13,22,21,115,7,29,20,76,0,57,38,133,1,23,14,148,2,11,0,1,3,0,2,4,91,0,2,14,7,15,2,2,8,3,1,2,7,0,3,3,11,78,2,63,25,1,2,78,1,11,38,25,12,2,4,0,83,5,39,35,9,83,2,20,19,15,11,21,2.5657894736842106,1.9067286212483725,1.9333333333333333,1.3870146083619754,13.804597701149426,6.948044865467752,3.0843373493975905,2.007333015726846
GH,GHA,Ghana,2021-01-16,2021-01-16,182,8,677650.548425465,3,329222.3308686482,20,167,12718619.916253196,91,6,14,162,6,29,147,5,8,169,4,43,135,6,29,147,5,31,146,6,17,159,6,15,161,6,9,167,4,17,161,5,17,160,5,44,133,5,9,168,6,29,147,168,2,6,6,153,0,11,18,174,0,5,3,139,3,16,24,153,1,9,19,151,1,18,12,165,0,7,10,167,0,10,5,173,0,4,5,165,2,12,3,165,1,8,8,138,1,19,24,173,0,7,2,153,0,19,10,15,0,14,153,169,0,10,3,19,1,33,129,150,0,12,20,170,1,10,1,170,1,6,5,176,0,2,4,0,36,2,40,104,182,182,0,26,0,52,39,28,37,35,9,47,30,61,35,10,51,28,58,35,7,71,26,43,35,8,66,28,45,35,12,20,14,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,102,23,9,7,0,0,0,0,0,0,0,0,0,0,0,0,144,14,9,15,144,11,13,14,144,8,20,10,144,13,5,20,144,11,9,18,144,13,9,16,182,0,0,0,182,0,0,0,182,0,0,0,182,0,0,0,182,0,0,0,182,0,0,0,182,0,0,0,182,0,0,0,182,0,0,0,182,0,0,0,182,0,0,0,182,0,0,0,44,5,64,69,44,3,74,61,44,6,51,81,44,3,72,63,44,4,54,80,44,2,64,72,48,0,56,78,126,0,29,15,3,9,50,0,7,29,57,39,50,0,127,5,52,0,24,106,52,0,41,43,25,9,5,7,52,1,40,31,34,24,52,1,30,56,36,7,54,0,8,107,13,0,63,3,7,97,12,118,0,56,8,109,2,57,14,131,1,37,13,110,1,45,26,128,2,39,13,118,0,52,12,68,2,4,8,16,15,69,68,1,2,10,14,18,69,75,0,44,20,26,17,75,0,30,14,26,37,75,0,48,21,21,17,114,9,53,6,114,21,22,25,114,12,38,18,77,1,55,49,133,0,32,17,152,0,14,1,2,3,2,0,8,98,0,7,10,3,17,1,8,7,2,0,7,2,0,0,4,16,89,2,73,17,0,1,89,0,12,41,27,9,2,2,0,89,1,40,39,13,89,0,26,25,16,11,15,2.6666666666666665,1.8842934478877775,1.6,0.699205898780101,12.860465116279071,6.909776178715579,2.7888888888888888,1.6386788625236786
GH,GHA,Ghana,2021-01-17,2021-01-17,157,6,561084.7206750171,2,309805.4840893852,30,145,11447274.245093653,82,3,11,143,4,17,136,3,6,148,4,25,128,3,26,128,1,24,132,4,12,141,3,7,147,4,7,146,5,6,146,3,13,141,3,35,119,4,3,150,4,22,131,146,0,5,6,140,2,4,11,151,0,3,3,132,1,5,19,131,1,6,19,133,2,5,17,145,0,5,7,150,0,2,5,150,0,2,5,151,1,4,1,144,2,4,7,122,3,14,18,154,0,1,2,135,3,8,11,12,0,19,126,138,0,8,11,13,4,27,113,130,0,9,18,148,1,7,1,148,0,4,5,153,0,1,3,0,27,5,28,97,157,157,0,21,0,39,36,30,31,29,7,34,27,60,29,9,38,30,51,29,4,59,25,40,29,6,53,25,44,29,9,12,12,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,88,18,9,10,0,0,0,0,0,0,0,0,0,0,0,0,131,3,7,16,131,5,9,12,131,2,17,7,131,6,3,17,131,4,7,15,131,5,6,15,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,33,6,60,58,33,6,66,52,33,8,49,67,33,7,76,41,33,5,61,58,33,7,44,73,39,0,49,69,108,0,26,10,7,6,39,0,5,24,57,32,39,2,108,8,45,1,27,84,45,0,34,37,23,8,5,5,45,0,23,27,38,24,48,0,23,53,25,8,50,1,5,93,8,0,56,1,3,92,5,100,0,49,8,94,1,48,14,110,1,40,6,85,1,48,23,98,1,52,6,117,1,31,8,59,2,4,5,13,13,61,59,3,3,2,13,15,62,62,1,38,21,19,16,62,2,17,16,31,29,62,1,33,21,21,19,103,5,41,8,103,11,20,23,103,9,28,17,64,0,57,36,121,0,29,7,130,1,14,1,2,2,0,2,5,74,0,3,11,6,22,1,5,8,2,0,5,6,2,1,1,10,73,1,67,14,0,2,73,0,10,39,21,7,6,1,0,74,0,44,32,7,74,0,22,22,22,9,8,2.746031746031746,1.7224162882252583,1.6666666666666667,1.2344267996967353,14.038461538461538,6.787004977413569,2.7777777777777777,1.981161275615895
GH,GHA,Ghana,2021-01-18,2021-01-18,275,12,645033.7729349514,7,361953.2685098282,30,254,15606964.22404017,145,5,31,239,6,39,230,9,7,259,8,56,211,9,46,220,8,67,200,7,22,246,8,15,252,8,17,250,6,19,250,9,20,246,7,75,193,8,15,252,10,36,229,244,3,12,16,236,3,22,14,268,0,5,2,219,1,20,35,229,2,18,26,208,1,30,36,253,1,11,10,260,2,7,6,258,1,7,9,256,2,10,7,255,3,11,6,200,3,26,46,260,1,7,7,239,2,18,16,21,0,22,232,255,0,12,8,26,5,40,204,236,0,14,25,261,3,11,0,261,0,7,7,268,0,3,4,0,48,5,52,170,275,275,0,36,1,58,80,43,57,46,17,83,38,91,46,21,81,41,86,46,14,115,30,70,46,18,96,34,81,46,18,27,23,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,158,31,21,15,0,0,0,0,0,0,0,0,0,0,0,0,226,13,13,23,226,10,20,19,226,7,30,12,226,10,12,27,226,12,21,16,226,12,13,24,275,0,0,0,275,0,0,0,275,0,0,0,275,0,0,0,275,0,0,0,275,0,0,0,275,0,0,0,275,0,0,0,275,0,0,0,275,0,0,0,275,0,0,0,275,0,0,0,60,4,126,85,60,4,121,90,60,6,66,143,60,8,107,100,60,6,97,112,60,6,103,106,67,0,90,118,185,0,41,26,7,16,70,2,6,40,86,71,70,3,186,16,80,4,41,150,80,0,79,51,36,11,9,9,80,1,54,57,62,21,83,3,48,85,46,10,88,0,3,159,25,0,95,2,5,154,19,151,6,101,17,154,9,93,19,210,5,50,10,169,7,65,34,180,6,72,17,174,6,83,12,102,2,6,8,15,22,120,102,3,5,7,21,26,111,108,5,71,27,37,27,108,0,37,21,47,62,108,1,73,25,35,33,178,6,76,15,178,22,36,39,178,19,51,27,111,0,85,79,196,0,51,28,229,2,17,2,3,2,0,2,18,146,0,8,26,6,12,3,3,13,4,4,12,5,6,1,3,23,123,2,106,40,1,3,123,0,21,69,37,13,6,5,1,129,3,55,77,11,129,3,34,40,22,23,24,2.6,1.849752073606879,1.2941176470588236,1.3117119482928095,14.292857142857143,7.225550616116651,2.879259259259259,2.0173166859438574
GH,GHA,Ghana,2021-01-19,2021-01-19,222,5,389529.1884458087,0,0,34,208,13621795.563314052,121,5,12,205,5,31,186,5,8,209,7,38,177,5,31,186,7,34,181,7,17,198,6,20,196,6,13,203,5,9,208,6,18,198,7,51,164,6,5,211,6,26,190,210,0,4,8,191,1,11,19,214,0,4,4,184,2,11,25,191,2,8,21,188,1,14,19,205,3,5,9,202,2,13,5,209,3,2,8,213,1,5,3,204,1,8,9,171,2,21,28,217,1,4,0,196,2,8,16,14,0,21,187,202,1,10,9,17,5,47,153,175,2,8,37,214,0,7,1,214,0,2,6,220,0,1,1,0,33,4,42,143,222,222,0,21,2,42,63,50,44,28,12,48,51,83,28,12,61,43,78,28,11,93,39,51,28,15,72,43,64,28,18,15,25,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,132,21,18,16,0,0,0,0,0,0,0,0,0,0,0,0,182,12,8,20,182,14,13,13,182,9,23,8,182,13,9,18,182,11,13,16,182,15,11,14,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,222,0,0,0,39,4,109,70,39,2,96,85,39,7,57,119,39,3,94,86,39,4,77,102,39,5,100,78,45,0,101,76,121,1,51,18,10,21,51,4,7,32,66,62,51,6,157,8,57,3,34,128,57,0,75,50,25,11,2,2,57,0,46,36,52,31,61,3,41,71,38,8,66,0,7,133,16,0,70,3,4,130,15,117,4,94,7,130,5,77,10,167,3,47,5,131,3,68,20,147,5,61,9,126,3,88,5,75,1,1,7,17,29,92,75,0,2,6,22,24,93,78,2,50,32,27,33,78,0,25,22,38,59,78,1,48,41,31,23,134,12,62,14,134,26,33,29,134,20,45,23,81,2,86,53,169,0,33,20,193,1,9,2,2,2,0,2,11,110,0,10,18,5,14,3,5,13,2,2,8,5,8,1,2,16,95,4,87,36,0,0,95,1,15,58,37,9,6,0,1,101,4,52,50,15,101,1,33,39,15,16,17,2.6666666666666665,1.863316182165408,1.7222222222222223,1.127493605332358,11.957627118644067,6.829290946659842,2.8034188034188032,1.9174305554988493
GH,GHA,Ghana,2021-01-20,2021-01-20,240,4,194161.5646285419,2,81639.55282912351,37,220,13152748.912176175,130,5,16,219,7,31,202,8,5,227,5,38,197,7,34,199,8,40,192,5,19,216,6,9,225,6,10,224,7,13,220,5,25,210,6,58,176,8,4,228,9,31,200,224,0,7,9,209,1,8,22,235,1,2,2,202,2,11,25,206,0,13,21,200,1,15,24,221,0,6,13,231,0,6,3,230,3,3,4,227,1,9,3,215,2,12,11,182,2,18,38,236,0,1,3,209,0,15,16,19,1,20,200,221,0,10,9,22,3,38,177,202,0,8,30,232,0,7,1,232,0,1,7,239,0,1,0,0,35,4,48,153,240,240,0,25,1,70,59,38,47,32,8,73,35,92,32,10,75,33,90,32,7,99,27,75,32,6,93,34,75,32,7,20,22,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,137,23,19,24,0,0,0,0,0,0,0,0,0,0,0,0,192,18,8,22,192,12,22,14,192,9,26,13,192,19,7,22,192,17,18,13,192,19,9,20,240,0,0,0,240,0,0,0,240,0,0,0,240,0,0,0,240,0,0,0,240,0,0,0,240,0,0,0,240,0,0,0,240,0,0,0,240,0,0,0,240,0,0,0,240,0,0,0,42,2,118,78,42,3,104,91,42,8,58,132,42,5,110,83,42,5,81,112,42,4,101,93,47,0,85,108,155,1,42,15,7,20,50,2,12,33,71,72,50,4,177,9,53,4,42,141,53,1,97,51,17,12,7,2,53,2,56,50,56,23,56,0,57,75,40,12,62,1,5,151,21,0,76,1,4,140,19,122,4,104,10,136,6,86,12,182,1,53,4,130,3,87,20,159,3,69,9,139,5,88,8,81,4,6,5,17,21,106,81,3,4,5,17,23,107,89,3,70,18,32,28,89,1,37,20,39,54,89,0,64,32,33,22,146,11,69,14,146,26,30,38,146,19,51,24,94,0,93,53,187,0,36,17,205,0,13,0,1,0,0,8,13,112,0,10,19,8,17,1,8,17,1,1,7,5,8,1,9,16,100,5,98,36,0,1,100,0,27,57,36,11,7,1,1,107,5,67,52,9,107,0,37,32,18,19,27,2.54,1.7271719100939384,1.9444444444444444,1.055641551364534,13.524615384615384,6.936624087183423,2.6578125,1.8778698509655443
GH,GHA,Ghana,2021-01-21,2021-01-21,236,5,228981.70559427497,4,190170.6827801545,39,221,14194811.100875707,120,6,16,214,9,32,195,9,8,219,9,42,185,6,36,194,8,40,188,7,10,219,7,12,217,10,12,214,9,12,215,9,23,204,8,58,170,8,5,223,7,44,185,220,1,8,7,204,0,13,19,228,1,4,3,194,2,18,22,200,4,15,17,196,2,16,22,226,1,4,5,224,1,7,4,224,2,4,6,224,1,6,5,213,1,7,15,178,3,18,37,231,0,3,2,192,3,22,19,15,0,24,197,213,0,13,10,16,3,51,166,185,1,14,36,222,3,10,1,222,1,9,4,228,0,2,6,0,34,4,47,151,236,236,0,25,0,67,60,44,40,34,18,71,35,78,34,22,70,36,74,34,21,94,33,54,34,16,79,38,69,34,19,26,16,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,130,24,30,16,0,0,0,0,0,0,0,0,0,0,0,0,191,7,16,22,191,4,25,16,191,5,29,11,191,7,9,29,191,6,21,18,191,7,16,22,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,236,0,0,0,41,6,115,74,41,1,109,85,41,7,62,126,41,7,101,87,41,6,74,115,41,4,88,103,44,3,79,110,157,0,40,12,10,17,54,4,8,33,67,70,54,5,167,10,64,2,33,137,64,0,78,54,26,1,5,8,64,2,55,34,42,39,64,0,44,77,46,5,68,2,6,132,28,0,83,2,8,127,16,122,5,97,12,129,6,87,14,174,3,53,6,136,3,75,22,163,3,60,10,150,6,70,10,87,0,5,9,15,20,100,87,1,3,8,9,24,104,94,1,63,27,24,27,94,1,35,16,41,49,94,0,59,23,31,29,155,5,70,6,155,17,39,25,155,17,49,15,97,1,79,59,177,0,34,25,203,1,15,1,1,1,1,2,11,124,0,5,17,6,19,1,3,14,4,4,11,2,3,2,3,18,113,4,92,27,0,0,113,0,25,64,27,5,2,0,0,113,2,52,45,24,113,0,34,34,20,11,24,2.8974358974358974,2.065248650741581,1.8333333333333333,1.2485285456935955,12.621621621621621,6.994873517673892,2.5982905982905984,1.7910689789169014
GH,GHA,Ghana,2021-01-22,2021-01-22,256,5,322822.0535317464,2,97057.1245218372,25,238,14164876.505610682,142,6,15,235,6,33,217,5,3,248,4,36,216,6,24,226,6,43,207,3,13,240,4,9,243,6,20,230,5,13,238,5,21,230,6,48,202,8,13,235,6,40,210,241,1,4,10,223,1,9,23,253,1,1,1,220,2,19,15,232,1,12,11,213,2,16,25,243,1,1,11,247,2,7,0,236,1,8,11,243,4,6,3,235,2,10,9,208,3,17,28,243,1,6,6,216,4,21,15,17,1,19,219,237,0,12,7,19,1,43,193,213,0,9,34,247,2,7,0,247,0,5,4,251,0,3,2,0,31,4,61,160,256,256,0,27,3,65,71,34,56,41,14,77,44,80,41,14,85,35,81,41,9,101,34,71,41,12,89,40,74,41,13,23,21,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,151,16,14,25,0,0,0,0,0,0,0,0,0,0,0,0,195,19,17,25,195,16,26,19,195,11,39,11,195,16,9,36,195,17,17,27,195,18,18,25,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,55,6,110,85,55,7,104,90,55,9,65,127,55,6,108,87,55,6,71,124,55,5,98,98,58,0,97,101,159,0,58,10,9,20,59,0,9,33,68,87,59,0,181,16,66,2,50,138,66,0,111,43,21,6,4,5,66,1,52,48,55,34,67,2,49,93,38,7,69,1,4,151,31,0,77,3,9,150,17,146,2,101,7,152,3,88,13,191,2,56,7,149,1,81,25,185,0,59,12,158,2,86,10,79,2,12,10,18,28,107,79,0,3,13,23,22,116,86,3,66,33,35,33,86,0,36,28,53,53,86,0,75,27,45,23,161,10,79,6,161,27,47,21,161,25,45,25,97,0,101,58,198,0,42,16,215,4,10,1,5,4,0,0,17,118,1,5,19,8,23,5,5,14,4,3,5,4,9,1,9,23,109,2,108,36,0,1,109,1,19,72,41,7,3,2,2,113,3,70,56,14,113,1,39,31,30,24,18,2.7203389830508473,1.9431474741590204,1.3125,0.873212459828649,12.01526717557252,6.9115118382020135,2.746268656716418,1.8503670319276655
