ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GH,GHA,Ghana,2020-12-21,2020-12-21,172,2,83778.3598974259,1,42374.9137558146,9,156,11843864.575507881,91,9,9,154,9,23,140,10,3,159,10,21,141,10,17,145,9,30,133,10,14,148,10,16,146,7,12,153,9,12,151,9,17,146,8,40,124,11,5,156,9,29,134,163,0,3,6,150,2,8,12,169,1,1,1,151,1,9,11,155,1,2,14,143,1,9,19,160,1,6,5,157,0,8,7,160,1,6,5,160,1,7,4,155,3,9,5,134,2,14,22,168,1,1,2,144,2,11,15,15,1,8,148,164,0,4,4,16,3,26,127,146,1,10,15,162,0,10,0,162,0,2,8,0,170,1,1,0,31,1,34,106,172,0,22,1,55,45,29,20,126,5,16,5,20,126,5,19,3,19,126,5,22,3,16,126,3,20,6,17,126,5,9,3,29,0,139,14,10,9,139,11,14,8,139,6,18,9,139,13,3,17,139,13,11,9,139,16,6,11,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,172,0,0,0,33,2,68,69,33,1,84,54,33,2,48,89,33,2,69,68,33,3,74,62,33,3,70,66,38,0,56,78,116,0,28,10,11,7,40,2,4,25,54,47,40,1,126,5,44,1,33,94,44,0,51,36,27,5,5,4,44,2,33,41,36,16,45,1,34,45,38,9,47,0,4,113,8,53,3,5,103,8,105,4,55,8,90,5,67,10,126,2,36,8,104,4,43,21,100,5,58,9,103,4,59,6,57,1,1,3,12,16,82,57,2,2,4,22,21,64,66,1,36,16,22,31,66,1,24,21,22,38,66,0,49,23,17,17,102,2,63,5,102,16,25,29,102,14,41,15,68,0,59,45,127,32,13,142,0,11,1,3,3,2,0,10,83,0,6,13,5,14,0,4,14,1,1,8,2,3,2,3,13,79,1,70,22,0,79,0,15,47,21,2,6,1,1,81,4,36,36,15,81,1,17,26,17,12,18,2.8421052631578947,1.9802533950916308,1.2,0.44721359549995793,12.36046511627907,6.900831647575571,2.9176470588235293,1.9347189084985863
GH,GHA,Ghana,2020-12-22,2020-12-22,184,1,110859.564808157,1,110859.564808157,16,162,11005942.555335147,104,5,11,168,5,15,164,4,4,176,5,31,148,6,23,155,5,30,149,5,6,173,5,10,169,4,9,171,5,10,169,4,20,160,7,36,141,6,2,176,7,20,157,173,0,4,7,169,0,5,10,180,0,2,2,153,1,11,19,161,0,8,15,154,1,19,10,178,0,2,4,174,1,3,6,175,0,5,4,174,0,5,5,164,2,4,14,148,2,14,20,182,0,2,0,164,1,9,10,20,2,13,149,171,0,10,3,21,3,29,131,155,0,8,21,176,0,7,1,176,0,1,7,0,183,1,0,0,32,8,38,106,184,0,27,1,60,45,26,25,34,1,69,28,52,34,13,70,28,39,34,7,87,22,34,34,8,74,29,39,34,9,31,22,88,0,147,10,13,14,147,9,13,15,147,3,24,10,147,11,5,21,147,10,16,11,147,11,8,18,184,0,0,0,184,0,0,0,184,0,0,0,184,0,0,0,184,0,0,0,184,0,0,0,184,0,0,0,184,0,0,0,184,0,0,0,184,0,0,0,184,0,0,0,184,0,0,0,38,3,69,74,38,3,75,68,38,4,54,88,38,4,74,68,38,4,55,87,38,3,70,73,44,0,66,74,118,0,30,11,9,16,48,0,4,26,64,42,48,3,128,5,52,2,24,106,52,1,50,31,29,6,6,9,52,1,42,30,37,22,53,0,31,57,31,12,54,1,1,113,15,65,4,4,95,16,118,3,54,9,111,4,55,14,132,4,40,8,112,4,44,24,130,2,40,12,116,3,53,12,71,1,8,2,11,14,77,71,1,3,7,15,18,69,73,1,34,28,23,25,73,1,17,13,39,41,73,1,38,26,26,20,120,0,56,8,120,13,22,29,120,13,36,15,73,0,70,41,143,24,17,161,0,9,2,5,1,0,1,5,93,0,7,5,10,19,2,4,14,4,2,3,7,1,1,4,8,79,1,90,14,0,79,0,12,60,20,7,3,3,0,79,3,49,40,13,79,1,28,23,18,13,22,2.525,1.935510922636597,1.3333333333333333,1,13.372549019607842,7.12535782478583,2.8823529411764706,2.059963075931019
GH,GHA,Ghana,2020-12-23,2020-12-23,164,3,155888.5313523572,3,155888.5313523572,28,149,11814548.549393049,98,4,9,151,6,20,138,5,4,155,5,31,128,4,25,135,4,33,127,5,12,147,3,10,151,4,18,142,4,10,150,4,11,149,3,40,121,5,8,151,5,42,117,155,1,3,5,144,0,11,9,160,0,2,2,133,1,16,14,139,1,9,15,131,1,13,19,152,1,5,6,154,1,7,2,146,1,7,10,154,1,6,3,153,0,3,8,124,1,15,24,156,1,5,2,122,2,20,20,15,0,18,131,147,0,9,8,18,0,32,114,132,1,8,23,156,0,7,1,156,0,0,8,0,164,0,0,0,29,2,35,98,164,0,23,1,49,40,31,20,26,5,62,22,49,26,9,57,31,41,26,11,72,24,31,26,14,57,31,36,26,14,20,19,85,0,131,6,11,16,131,8,13,12,131,5,20,8,131,10,5,18,131,9,13,11,131,9,7,17,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,164,0,0,0,29,2,72,61,29,3,79,53,29,4,51,80,29,2,64,69,29,3,59,73,29,3,61,71,33,0,60,71,104,1,28,14,6,11,35,0,5,27,43,54,35,1,119,9,37,2,29,96,37,1,44,41,27,5,3,6,37,0,32,31,48,16,39,0,28,59,29,9,42,0,5,107,10,48,2,2,102,10,94,3,58,9,87,3,63,11,114,2,40,8,101,2,41,20,105,1,45,13,103,2,51,8,52,1,3,4,13,12,79,52,0,3,3,19,18,69,56,3,37,23,26,19,56,1,18,14,30,45,56,1,40,22,24,21,102,3,54,5,102,17,23,22,102,14,33,15,58,1,75,30,134,22,8,144,0,5,0,0,3,0,1,11,69,0,7,9,5,19,0,7,9,4,2,3,5,4,0,5,16,64,1,81,17,1,64,0,14,42,27,5,8,4,0,65,4,44,41,10,65,0,28,27,16,14,14,2.6785714285714284,1.7777792718486742,1.6923076923076923,0.8548504142651103,12.50842105263158,7.3660616683326605,2.623655913978495,1.9721648803029919
GH,GHA,Ghana,2020-12-24,2020-12-24,136,6,564403.6591732728,1,26144.5079153529,15,132,11425744.744625418,77,2,12,122,2,19,115,3,4,129,3,19,114,2,16,118,2,19,115,3,7,126,3,7,126,4,6,126,5,5,126,3,14,119,3,31,102,3,4,129,2,19,115,124,2,7,3,117,1,7,11,132,0,1,3,117,0,5,14,120,2,5,9,117,2,11,6,129,0,1,6,129,0,5,2,130,1,3,2,131,1,2,2,122,2,4,8,105,2,10,19,132,0,3,1,117,2,10,7,4,0,8,124,129,0,5,2,7,1,20,108,116,0,4,16,132,1,3,0,132,0,3,1,0,134,1,1,0,13,2,29,92,136,0,12,1,43,39,17,24,17,1,51,20,47,17,11,54,19,35,17,7,69,22,21,17,5,60,20,34,17,9,18,7,85,0,109,11,8,8,109,9,10,8,109,7,11,9,109,9,4,14,109,8,9,10,109,10,6,11,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,136,0,0,0,22,1,60,53,22,2,68,44,22,4,48,62,22,1,61,52,22,2,45,67,22,2,56,56,27,0,55,54,81,0,30,10,5,10,28,0,5,36,38,29,28,1,100,7,30,0,22,84,30,0,32,28,19,13,10,4,30,1,31,23,28,23,33,2,22,44,23,12,37,0,3,84,12,41,0,5,80,10,78,0,46,12,71,0,51,14,90,0,33,13,78,0,36,22,94,0,27,15,82,0,36,18,42,0,1,5,3,17,68,42,2,1,7,8,11,65,45,1,32,11,29,18,45,0,15,12,29,35,45,0,35,16,18,22,88,2,37,9,88,13,14,21,88,11,22,15,52,1,52,31,105,18,13,119,1,9,2,2,1,0,0,2,67,0,4,6,1,15,3,6,5,4,2,5,3,0,0,4,11,59,1,60,15,1,59,0,12,37,17,6,4,0,1,59,1,32,35,9,59,0,28,19,10,10,10,2.7096774193548385,1.7869022263031074,2,1.5275252316519468,12.68918918918919,6.484809807364418,2.5616438356164384,1.9999048683615417
GH,GHA,Ghana,2020-12-25,2020-12-25,146,4,203094.85307918943,2,90425.8739289563,25,136,10898485.438170003,82,2,9,135,1,20,125,5,2,139,4,21,121,3,17,126,3,27,116,2,9,135,4,11,131,4,8,134,2,10,134,3,12,131,4,28,114,3,6,137,4,22,120,137,1,3,5,126,1,9,10,144,0,0,2,125,0,7,14,129,1,9,7,119,2,11,14,137,0,4,5,135,1,5,5,138,0,4,4,136,1,5,4,134,0,5,7,118,0,14,14,140,1,3,2,124,0,10,12,10,0,15,121,132,0,7,7,17,2,23,104,123,1,7,15,139,0,6,1,139,1,2,4,0,144,0,2,0,27,5,26,88,146,0,18,0,46,30,26,26,30,2,53,21,40,30,7,58,18,33,30,4,66,10,36,30,3,63,17,33,30,5,26,14,71,0,120,7,5,14,120,5,9,12,120,2,17,7,120,7,6,13,120,7,9,10,120,7,6,13,146,0,0,0,146,0,0,0,146,0,0,0,146,0,0,0,146,0,0,0,146,0,0,0,146,0,0,0,146,0,0,0,146,0,0,0,146,0,0,0,146,0,0,0,146,0,0,0,33,6,51,56,33,6,68,39,33,5,43,65,33,2,66,45,33,3,59,51,33,5,50,58,35,0,58,53,88,1,31,13,7,6,37,0,4,35,36,34,37,1,101,7,41,0,31,74,41,1,24,41,17,12,6,4,41,2,30,25,34,14,42,1,24,42,31,6,42,1,6,83,14,46,5,5,73,17,95,3,41,7,78,3,51,14,103,3,30,10,80,4,40,22,87,3,48,8,96,2,37,11,49,0,3,6,18,8,62,49,1,3,2,16,15,60,52,1,31,13,25,24,52,1,17,15,19,42,52,4,37,16,16,21,93,4,42,7,93,14,19,20,93,17,24,12,55,1,55,35,111,22,13,126,1,10,1,1,1,0,0,6,71,0,8,9,6,14,1,4,6,3,0,4,4,2,0,4,10,63,1,68,12,2,63,1,14,35,23,6,2,1,1,64,1,33,38,10,64,1,24,23,10,10,14,2.1884057971014492,1.8651238905297212,2.25,1.6690459207925603,12.620263157894735,6.940144469905356,2.966666666666667,1.9496031342179312
GH,GHA,Ghana,2020-12-26,2020-12-26,158,4,186770.95432521618,0,0,16,147,11900875.021526633,84,4,8,146,5,23,130,4,5,149,4,24,130,3,20,135,3,27,128,4,12,142,5,6,147,6,9,143,5,6,147,5,10,143,3,31,124,3,4,151,4,20,134,150,1,3,4,135,2,9,12,153,0,2,3,134,0,14,10,138,1,5,14,131,2,11,14,146,1,3,8,152,0,4,2,149,0,4,5,152,1,3,2,148,0,3,7,127,1,16,14,154,1,0,3,138,1,7,12,10,1,11,136,148,0,8,2,14,0,25,119,133,2,10,13,148,0,10,0,148,0,1,8,1,157,0,1,0,27,3,34,94,158,0,19,0,46,39,30,24,27,7,48,21,55,27,10,56,23,42,27,9,70,20,32,27,10,65,23,33,27,11,26,11,83,0,124,9,8,17,124,7,16,11,124,7,19,8,124,10,4,20,124,8,13,13,124,10,7,17,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,32,3,65,58,32,3,73,50,32,5,61,60,32,4,67,55,32,6,62,58,32,7,54,65,37,0,57,64,101,0,32,13,4,8,42,3,6,29,41,37,42,0,110,6,47,0,21,90,47,0,29,40,24,10,4,4,47,0,35,36,27,13,48,0,28,46,28,8,49,2,3,92,12,54,0,4,89,11,97,1,50,10,87,2,61,8,99,2,47,10,93,2,36,27,99,1,50,8,107,1,41,9,57,1,4,4,8,16,68,57,1,6,2,18,20,54,60,3,26,18,25,26,60,1,14,19,32,32,60,0,42,20,17,19,97,1,49,11,97,18,21,22,97,17,28,16,62,1,52,43,115,22,21,139,4,4,0,2,1,0,0,8,89,0,3,13,2,15,2,3,5,2,3,3,2,3,1,2,10,72,2,71,13,0,72,1,16,35,22,7,4,1,0,73,5,38,32,10,73,2,20,30,9,11,13,2.486111111111111,1.7761570761932697,1.7142857142857142,0.7559289460184544,12.938271604938272,6.792175054819232,2.987012987012987,2.04227367162903
GH,GHA,Ghana,2020-12-27,2020-12-27,157,3,147382.6034366863,2,109149.2660418769,8,148,10131801.402559638,87,2,7,148,4,13,140,2,1,154,2,24,131,2,18,137,2,22,133,3,6,148,2,11,144,3,4,150,1,6,150,1,11,145,2,27,128,2,2,153,2,17,138,150,0,5,2,144,0,6,7,156,0,1,0,133,1,10,13,139,1,8,9,135,1,7,14,151,0,2,4,146,0,5,6,153,0,0,4,151,1,3,2,146,1,6,4,130,1,9,17,155,0,2,0,140,0,11,6,9,0,6,142,151,1,3,2,10,4,26,117,131,0,3,23,154,0,3,0,154,0,1,2,0,156,1,0,0,19,3,34,101,157,0,17,1,46,45,19,29,26,11,47,22,51,26,13,57,22,39,26,7,73,22,29,26,13,59,20,39,26,13,25,15,78,0,125,10,9,13,125,7,17,8,125,6,20,6,125,13,6,13,125,8,15,9,125,11,11,10,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,32,2,58,65,32,3,74,48,32,5,51,69,32,5,72,48,32,3,78,44,32,3,67,55,35,0,66,56,91,0,26,14,7,19,38,0,8,26,45,40,38,1,111,7,40,0,28,89,40,0,41,31,28,9,6,2,40,0,28,30,40,19,42,2,26,40,34,13,45,1,5,93,13,49,4,9,86,9,99,3,45,10,83,3,51,20,106,3,35,13,85,3,42,27,79,4,60,14,90,3,50,14,53,1,5,2,9,20,67,53,1,4,4,9,24,62,59,2,22,18,28,28,59,2,19,17,29,31,59,1,41,20,19,17,96,5,52,4,96,16,25,20,96,10,34,17,59,2,53,43,114,30,13,131,0,10,1,1,3,0,0,11,78,0,7,15,2,17,1,2,11,1,1,3,4,1,2,6,6,66,1,75,15,0,66,1,13,38,32,5,1,1,0,69,3,44,30,11,69,0,28,24,14,6,16,2.828125,2.00439744736021,1.6666666666666667,0.5773502691896257,13.137931034482758,8.052404543080346,3.285714285714286,1.8404519388102933
GH,GHA,Ghana,2020-12-28,2020-12-27,100,2,100318.31407977821,1,62084.9766849688,7,92,6491456.149877414,51,2,5,93,4,8,88,2,1,97,2,13,85,1,13,86,2,15,83,3,3,94,2,7,91,3,5,92,1,6,93,1,9,90,1,20,79,2,4,94,2,12,86,95,0,3,2,92,0,4,4,99,0,1,0,87,1,5,7,87,2,4,7,85,1,7,7,97,0,1,2,93,0,5,2,95,0,1,4,94,2,2,2,91,1,5,3,80,1,7,12,96,0,3,1,88,0,7,5,8,0,5,87,95,1,2,2,8,1,15,76,85,0,2,13,98,0,2,0,98,0,1,1,0,99,1,0,0,12,2,19,67,100,0,13,1,28,26,13,19,16,5,26,15,38,16,9,30,14,31,16,3,41,15,25,16,8,31,15,30,16,9,13,10,52,0,82,5,5,8,82,3,10,5,82,3,11,4,82,7,2,9,82,5,9,4,82,6,6,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,19,3,41,37,19,3,45,33,19,4,34,43,19,3,48,30,19,3,59,19,19,3,49,29,22,1,44,33,56,0,16,10,4,14,27,2,5,16,24,26,27,2,68,3,29,0,12,59,29,0,19,23,18,6,3,2,29,0,17,15,28,11,32,0,16,20,24,8,33,1,3,54,9,35,3,6,52,4,59,2,29,10,55,2,30,13,66,2,23,9,52,2,28,18,41,2,46,11,51,2,35,12,38,0,3,0,7,13,39,38,0,2,2,8,15,35,43,1,18,9,14,15,43,2,12,10,17,16,43,0,23,13,11,10,64,3,31,2,64,12,16,8,64,9,19,8,43,1,32,24,76,17,7,84,0,7,1,1,3,0,0,4,52,0,5,9,0,11,1,1,6,1,1,3,1,0,1,5,3,46,1,45,8,0,46,1,7,19,22,3,1,1,0,48,1,30,14,7,48,0,18,13,8,3,10,3.090909090909091,2.077769172870121,1.6666666666666667,0.5773502691896257,13.423076923076923,7.887309623186225,3.2745098039215685,1.697980345852672
GH,GHA,Ghana,2020-12-30,2020-12-30,176,2,91824.4270689517,2,91824.4270689517,22,165,12060731.543118479,98,6,12,158,5,16,155,7,8,161,5,36,135,7,22,147,3,28,145,9,12,155,6,12,158,5,14,157,7,12,157,5,9,162,3,38,135,7,3,166,6,21,149,164,1,3,8,160,2,7,7,168,2,3,3,140,1,11,24,154,3,6,13,148,3,8,17,164,1,5,6,164,3,4,5,162,0,4,10,164,1,8,3,167,2,3,4,138,2,20,16,173,1,0,2,155,3,9,9,10,1,16,149,160,0,5,11,11,3,24,138,153,1,9,13,167,0,9,0,167,0,2,7,0,174,0,2,0,26,3,34,113,176,0,17,0,45,53,29,32,26,4,71,22,53,26,11,61,30,48,26,9,79,22,40,26,10,71,26,43,26,8,24,13,105,0,143,13,11,9,143,10,16,7,143,7,22,4,143,16,1,16,143,12,14,7,143,15,7,11,176,0,0,0,176,0,0,0,176,0,0,0,176,0,0,0,176,0,0,0,176,0,0,0,176,0,0,0,176,0,0,0,176,0,0,0,176,0,0,0,176,0,0,0,176,0,0,0,32,5,68,71,32,5,89,50,32,6,59,79,32,5,80,59,32,5,64,75,32,5,64,75,33,2,68,73,108,1,39,11,6,11,38,3,11,26,54,44,38,3,118,17,45,6,18,107,45,1,40,38,32,10,5,5,45,1,32,38,47,13,48,2,30,59,31,6,49,1,6,104,16,57,3,7,91,18,108,4,49,15,87,5,69,15,117,2,42,15,96,3,50,27,112,4,49,11,112,2,50,12,63,2,9,3,9,17,73,63,2,7,9,8,25,62,70,2,28,25,21,30,70,0,32,11,29,34,70,1,45,22,18,20,109,7,56,4,109,18,16,33,109,14,35,18,70,0,65,41,135,26,15,151,0,12,1,5,0,0,1,6,86,0,4,11,10,18,2,5,4,3,1,5,5,2,1,4,15,75,0,78,22,1,75,0,17,54,17,7,4,2,0,78,3,45,41,9,78,2,29,23,17,12,15,2.728395061728395,1.82354288185809,1.5,0.9045340337332909,13.75257731958763,6.525640019433362,2.956989247311828,1.811280945333054
GH,GHA,Ghana,2020-12-31,2020-12-31,162,0,0,0,0,17,153,13534079.221997008,79,6,4,152,4,20,138,4,4,154,4,28,130,5,17,140,5,25,132,5,8,149,5,8,149,4,8,150,5,8,149,4,15,143,5,32,125,6,7,149,5,20,137,158,1,0,3,142,0,8,12,158,0,2,2,134,0,10,18,145,0,6,11,137,0,11,14,154,0,0,8,154,0,1,7,154,0,6,2,154,0,4,4,147,0,9,6,130,2,11,19,155,1,3,3,142,1,10,9,9,0,9,144,153,0,3,6,11,0,24,127,138,1,8,15,154,0,8,0,154,0,3,5,0,159,1,2,0,21,2,32,107,162,0,14,1,44,44,26,33,31,6,47,17,61,31,13,47,25,46,31,8,66,18,39,31,11,49,27,44,31,12,15,14,90,0,130,13,6,13,130,9,10,13,130,9,13,10,130,12,3,17,130,10,9,13,130,14,4,14,159,0,0,3,159,0,0,3,159,0,0,3,159,0,0,3,159,0,0,3,159,0,0,3,159,0,0,3,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,37,1,61,63,37,2,82,41,37,3,59,63,37,3,65,57,37,3,51,71,37,2,57,66,42,0,62,58,100,0,29,12,9,12,45,0,3,25,43,46,45,2,107,8,51,2,17,92,51,1,40,37,21,8,1,3,51,0,37,30,28,16,52,2,27,43,29,9,57,0,2,89,14,63,2,4,80,13,101,4,43,14,80,4,61,17,103,3,43,13,97,5,35,25,111,3,38,10,105,2,45,10,69,3,1,4,8,13,64,69,4,1,5,11,12,60,73,1,35,12,21,20,73,0,15,11,22,41,73,1,33,15,21,19,114,6,39,3,114,16,19,13,114,15,28,5,75,1,43,43,119,28,15,136,0,15,0,1,2,0,3,5,93,0,3,12,2,16,1,3,4,0,3,1,3,3,0,1,17,79,1,65,17,0,79,0,16,38,21,5,2,0,1,83,4,33,30,12,83,2,21,21,14,10,11,2.7534246575342465,2.1133229621052574,2.142857142857143,1.0690449676496976,12.27775,7.197570612471891,3,2.0275875100994063
