ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a.1,V2a.2,V2a.3,V3..99,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5a_10..77,V5a_10.0,V5a_10.1,V5b_1..99,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9.0,V5b_9.1,V5b_10..99,V5b_10.0,V5b_10.1,V5c_1..99,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8.0,V5c_9..99,V5c_9.0,V5c_9.1,V5c_10..99,V5c_10.0,V5d_1..99,V5d_2..99,V5d_3..99,V5d_4..99,V5d_5..99,V5d_6..99,V5d_7..99,V5d_8..99,V5d_9..99,V5d_10..99,V6_1..99,V6_1.0,V6_1.1,V6_2..99,V6_2.0,V6_2.1,V6_3..99,V6_3.0,V6_3.1,V6_4..99,V6_4.0,V6_4.1,V6_5..99,V6_5.0,V6_5.1,V6_6..99,V6_6.0,V6_6.1,V6_7..99,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11.2,V12..99,V12.1,V12.2,V13..99,V13.1,V13.2,V13.3,V13.4,V15..99,V15.1,V15.2,V16..99,V16..77,V16.1,V16.2,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_2..99,B13_2..77,B13_3..99,B13_3..77,B13_4..99,B13_4..77,B13_5..99,B13_5.1,B13_6..99,B13_6..77,B13_7..99,B13_7..77,B14_1..99,B14_1..77,B14_2..99,B14_2.1,B14_3..99,B14_3..77,B14_4..99,B14_4..77,B14_5..99,B14_5..77,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m.1,C1_m.2,C2..99,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9a..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9.1,D10..99,D10.1,D10.2,D10.4,D10.7,D10.10,D10.12,D10.13,D10.15,E3..99,E3..77,E3.1,E3.2,E3.4,E4..99,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
BI,BDI,Burundi,2021-05-15,2021-03-03,100,6,292250.34760298947,4,256295.1841622691,477,87,14537327.946175069,30,10,12,78,9,17,74,6,17,77,6,23,71,10,20,70,7,21,72,12,14,74,6,19,75,11,13,76,11,12,77,8,17,75,7,24,69,10,14,76,11,24,65,88,2,9,1,83,2,9,6,83,2,8,7,77,4,12,7,80,6,8,6,79,4,12,5,86,2,8,4,81,6,9,4,87,2,5,6,88,2,7,3,83,5,9,3,76,6,13,5,86,4,6,4,76,5,10,9,12,1,18,69,82,9,9,15,2,32,51,68,2,16,14,84,1,14,1,84,10,6,91,5,4,36,4,15,45,20,2,10,64,4,90,3,5,1,1,91,4,4,1,33,21,15,12,19,42,10,15,16,17,42,7,15,13,23,42,8,14,16,20,42,4,14,14,26,42,7,19,15,17,83,1,11,5,83,1,12,4,83,1,11,5,83,1,15,1,83,1,13,3,83,1,15,1,83,1,16,83,1,14,2,83,1,11,5,83,1,11,5,89,6,5,89,7,4,89,9,2,89,6,5,89,7,4,89,8,3,89,8,3,89,10,1,89,8,3,89,8,3,85,7,8,85,10,5,85,14,1,85,14,1,85,11,4,85,11,4,85,14,1,85,15,85,14,1,85,15,100,100,100,100,100,100,100,100,100,100,92,7,1,92,6,2,92,6,2,92,5,3,92,6,2,92,5,3,92,6,2,45,3,19,4,13,16,39,4,51,6,39,4,55,2,39,4,55,2,39,4,54,3,39,4,46,11,39,4,55,2,39,4,55,2,39,4,55,2,39,4,51,6,39,4,18,39,90,10,70,13,17,55,12,9,12,12,64,1,35,65,2,5,28,87,5,3,5,87,3,6,4,87,3,6,4,87,4,2,7,87,4,5,4,87,4,3,6,99,1,99,1,99,1,99,1,99,1,99,1,99,1,99,1,99,1,99,1,99,1,99,1,42,8,22,28,42,6,32,20,42,9,23,26,42,8,24,26,42,11,16,31,42,8,21,29,46,22,32,78,11,1,4,6,50,1,6,10,5,28,50,1,43,6,52,3,14,31,52,28,3,6,4,6,1,52,1,17,8,7,15,54,1,15,11,11,8,100,100,80,1,12,7,70,1,21,8,79,1,13,7,77,2,11,10,86,9,5,81,2,11,6,57,4,1,4,9,25,57,1,7,3,7,25,61,1,13,7,6,12,61,1,11,3,9,15,61,1,13,6,7,12,82,2,12,4,82,6,8,4,82,4,12,2,63,1,20,16,84,1,15,99,1,80,2,3,3,2,0,1,1,8,68,1,20,9,2,68,7,8,10,5,1,1,70,2,12,10,6,70,8,13,5,2,2,4.619047619047619,5.839112783226412,39.25,104.44147991709389,13.344827586206897,6.078509345396203,4.038461538461538,2.972955017900799
BI,BDI,Burundi,2021-05-16,2021-03-05,100,6,292250.34760298947,4,256295.1841622691,477,87,13959565.43593886,31,10,12,78,9,17,74,6,17,77,6,22,72,10,20,70,7,21,72,12,14,74,6,19,75,11,13,76,11,12,77,8,17,75,7,24,69,10,14,76,11,24,65,88,2,9,1,83,2,9,6,83,2,8,7,78,4,12,6,80,6,8,6,79,4,12,5,86,2,8,4,81,6,9,4,87,2,5,6,88,2,7,3,83,5,9,3,76,6,13,5,86,4,6,4,76,5,10,9,12,1,18,69,82,9,9,15,2,33,50,67,2,16,15,84,1,14,1,84,10,6,91,5,4,36,4,15,45,20,2,10,64,4,90,3,5,1,1,91,4,4,1,33,21,15,12,19,42,10,16,15,17,42,7,15,13,23,42,8,14,16,20,42,4,14,14,26,42,7,20,14,17,83,1,11,5,83,1,12,4,83,1,11,5,83,1,15,1,83,1,13,3,83,1,15,1,83,1,16,83,1,14,2,83,1,11,5,83,1,11,5,89,6,5,89,7,4,89,9,2,89,6,5,89,7,4,89,8,3,89,8,3,89,10,1,89,8,3,89,8,3,85,7,8,85,10,5,85,14,1,85,14,1,85,11,4,85,11,4,85,14,1,85,15,85,14,1,85,15,100,100,100,100,100,100,100,100,100,100,92,7,1,92,6,2,92,6,2,92,5,3,92,6,2,92,5,3,92,6,2,45,3,19,4,13,16,39,4,51,6,39,4,55,2,39,4,55,2,39,4,54,3,39,4,46,11,39,4,55,2,39,4,55,2,39,4,55,2,39,4,51,6,39,4,18,39,90,10,69,13,18,55,13,9,12,11,64,1,35,65,2,5,28,87,5,3,5,87,3,6,4,87,3,6,4,87,4,2,7,87,4,5,4,87,4,3,6,99,1,99,1,99,1,99,1,99,1,99,1,99,1,99,1,99,1,99,1,99,1,99,1,42,8,21,29,42,6,31,21,42,9,23,26,42,8,25,25,42,11,15,32,42,8,20,30,45,22,33,78,11,1,4,6,49,1,6,10,5,29,49,1,44,6,51,3,14,32,51,28,4,6,4,6,1,51,1,17,8,7,16,53,1,16,11,11,8,100,100,80,1,12,7,70,1,21,8,78,1,13,8,76,2,12,10,86,9,5,81,2,11,6,56,4,1,4,9,26,56,1,7,3,7,26,60,1,14,7,6,12,60,1,11,3,9,16,60,1,13,6,7,13,82,2,12,4,82,6,8,4,82,4,12,2,62,1,21,16,84,1,15,99,1,79,2,3,3,2,0,2,1,8,67,1,21,9,2,67,7,8,10,5,2,1,69,2,13,10,6,69,9,13,5,2,2,4.682926829268292,5.896774645474609,39.25,104.44147991709389,13.433333333333334,5.992428172477235,3.9259259259259256,2.97329040634376
BI,BDI,Burundi,2021-05-17,2021-03-06,100,5,278305.70555847464,3,242350.54211775432,477,89,13956433.67179427,32,10,11,79,9,17,74,6,16,78,6,20,74,10,18,72,7,19,74,12,13,75,6,18,76,10,13,77,10,13,77,7,17,76,7,23,70,10,13,77,11,24,65,89,1,9,1,83,1,9,7,84,1,8,7,80,3,11,6,82,5,8,5,81,3,12,4,87,1,8,4,82,5,9,4,87,2,5,6,87,2,7,4,83,5,9,3,77,5,12,6,87,3,6,4,76,4,11,9,10,1,18,71,82,9,9,13,2,34,51,67,2,16,15,84,1,14,1,84,10,6,91,5,4,35,4,15,46,19,2,11,64,4,89,3,5,2,1,91,4,4,1,33,21,15,12,19,42,10,16,15,17,42,7,15,13,23,42,8,14,16,20,42,4,14,14,26,42,7,20,14,17,83,1,11,5,83,1,12,4,83,1,11,5,83,1,15,1,83,1,13,3,83,1,15,1,83,1,16,83,1,14,2,83,1,11,5,83,1,11,5,89,6,5,89,7,4,89,9,2,89,6,5,89,7,4,89,8,3,89,8,3,89,10,1,89,8,3,89,8,3,85,7,8,85,10,5,85,14,1,85,14,1,85,11,4,85,11,4,85,14,1,85,15,85,14,1,85,15,100,100,100,100,100,100,100,100,100,100,92,7,1,92,6,2,92,6,2,92,5,3,92,6,2,92,5,3,92,6,2,45,3,19,4,13,16,38,4,52,6,38,4,56,2,38,4,56,2,38,4,55,3,38,4,47,11,38,4,56,2,38,4,56,2,38,4,56,2,38,4,52,6,38,4,18,40,90,10,68,13,19,55,13,9,12,11,64,1,35,65,2,5,28,87,5,3,5,87,3,6,4,87,3,6,4,87,4,2,7,87,4,5,4,87,4,3,6,99,1,99,1,99,1,99,1,99,1,99,1,99,1,99,1,99,1,99,1,99,1,99,1,41,8,21,30,41,6,31,22,41,9,23,27,41,8,26,25,41,11,16,32,41,8,20,31,44,23,33,77,11,2,4,6,48,1,6,10,6,29,48,1,45,6,50,3,14,33,50,28,4,6,4,7,1,50,1,17,8,8,16,52,1,16,11,11,9,100,100,80,1,12,7,70,1,21,8,78,1,13,8,75,2,13,10,85,10,5,81,2,11,6,55,4,1,4,9,27,55,1,7,3,7,27,59,1,14,7,6,13,59,1,11,3,9,17,59,1,13,6,7,14,82,2,12,4,82,6,8,4,82,4,12,2,61,1,22,16,84,1,15,99,1,78,2,3,3,2,1,2,1,8,66,1,22,9,2,66,7,9,10,5,2,1,68,2,13,11,6,68,9,14,5,2,2,4.518604651162791,5.803785948842174,39.25,104.44147991709389,13.064516129032258,6.239313444447595,3.8928571428571432,2.922952410432095
