ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..99,B1_1..77,B1_1.1,B1_1.2,B1_2..99,B1_2..77,B1_2.1,B1_2.2,B1_3..99,B1_3..77,B1_3.1,B1_3.2,B1_4..99,B1_4..77,B1_4.1,B1_4.2,B1_5..99,B1_5..77,B1_5.1,B1_5.2,B1_6..99,B1_6..77,B1_6.1,B1_6.2,B1_7..99,B1_7..77,B1_7.1,B1_7.2,B1_8..99,B1_8..77,B1_8.1,B1_8.2,B1_9..99,B1_9..77,B1_9.1,B1_9.2,B1_10..99,B1_10..77,B1_10.1,B1_10.2,B1_11..99,B1_11..77,B1_11.1,B1_11.2,B1_12..99,B1_12..77,B1_12.1,B1_12.2,B1_13..99,B1_13..77,B1_13.1,B1_13.2,B1_14..99,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
EG,EGY,Egypt,2020-12-21,2020-12-21,1534,40,1026200.7615815819,28,695789.8037890292,1783,1400,42345432.91111601,1007,0,55,64,1415,0,42,315,1177,0,47,130,1357,0,46,550,938,0,44,459,1031,0,45,405,1084,0,52,266,1216,0,46,195,1293,0,56,133,1345,0,51,101,1382,0,48,242,1244,0,43,531,960,0,54,123,1357,0,45,441,1048,1474,9,32,19,1227,21,141,145,1412,5,70,47,997,28,205,304,1086,23,179,246,1139,27,197,171,1275,18,121,120,1346,8,109,71,1404,10,62,58,1441,8,67,18,1297,13,134,90,1016,27,207,284,1417,9,61,47,1103,24,224,183,130,4,556,844,998,5,241,290,157,25,271,1081,1264,2,78,190,1456,0,14,62,2,1456,1,48,27,2,1486,2,20,25,1,269,26,175,1064,1534,0,0,0,0,0,183,5,395,402,275,274,1170,17,115,125,107,1170,29,143,109,83,1170,28,182,95,59,1170,32,122,111,99,1170,35,63,95,171,0,1359,60,61,54,1359,68,39,68,1359,33,119,23,1359,70,36,69,1359,66,46,63,1359,66,55,54,1534,0,0,0,1534,0,0,0,1534,0,0,0,1534,0,0,0,1534,0,0,0,1534,0,0,0,1534,0,0,0,1534,0,0,0,1534,0,0,0,1534,0,0,0,1534,0,0,0,1534,0,0,0,288,37,645,564,288,44,863,339,288,61,519,666,288,49,741,456,288,60,310,876,288,37,609,600,301,9,831,393,703,6,400,203,79,143,317,14,26,238,508,431,317,8,1172,37,338,14,334,848,338,4,338,391,180,142,78,63,338,10,282,234,355,315,352,12,214,534,323,99,361,6,119,959,89,390,16,93,941,94,893,15,490,136,675,24,599,236,1018,21,312,183,798,25,358,353,1226,16,180,112,927,16,464,127,412,10,24,105,267,279,437,412,13,59,136,263,298,353,439,19,386,441,137,112,439,4,75,177,281,558,439,5,240,333,234,283,964,70,382,118,964,132,306,132,964,124,332,114,454,8,561,511,1023,1,188,322,1356,5,46,10,20,18,4,5,70,798,2,22,146,41,74,22,28,75,52,7,31,44,12,33,21,126,497,10,696,314,2,15,497,3,237,381,251,107,47,10,1,516,26,653,97,242,516,21,94,447,358,72,26,3.4665972944849117,2.7372693535165675,3.6703056768558953,2.7031127843169886,15.428719008264462,3.38453835974014,3.4941798941798936,1.8657875346307427
EG,EGY,Egypt,2020-12-22,2020-12-22,1610,35,1089477.0584846486,23,849104.6027635563,1841,1482,44157287.398746856,1043,0,44,53,1513,0,40,316,1254,0,41,135,1434,0,31,555,1024,0,33,471,1106,0,36,422,1152,0,43,258,1309,0,41,215,1354,0,42,120,1448,0,44,97,1469,0,41,237,1332,0,37,485,1088,0,44,117,1449,0,41,431,1138,1557,8,22,23,1294,21,147,148,1475,14,65,56,1055,40,220,295,1139,33,183,255,1188,24,187,211,1352,17,112,129,1395,16,124,75,1490,15,66,39,1513,7,73,17,1373,12,126,99,1125,29,183,273,1493,10,67,40,1179,25,199,207,119,9,623,859,1014,3,262,331,155,29,248,1178,1363,6,85,156,1525,1,23,57,4,1525,1,49,32,3,1561,0,26,19,4,282,30,185,1113,1610,0,0,0,0,0,185,7,444,409,273,292,247,72,463,436,392,247,114,560,372,317,247,108,686,343,226,247,107,467,340,449,247,119,276,300,668,0,1431,58,57,64,1431,62,58,59,1431,24,120,35,1431,61,50,68,1431,68,48,63,1431,58,59,62,1610,0,0,0,1610,0,0,0,1610,0,0,0,1610,0,0,0,1610,0,0,0,1610,0,0,0,1610,0,0,0,1610,0,0,0,1610,0,0,0,1610,0,0,0,1610,0,0,0,1610,0,0,0,276,36,669,629,276,34,926,374,276,64,547,723,276,46,766,522,276,61,324,949,276,38,631,665,317,5,845,443,765,2,401,208,92,142,333,18,33,253,516,457,333,14,1229,34,358,15,368,869,358,4,361,355,212,163,86,71,358,9,282,215,413,333,364,12,247,531,343,113,375,6,113,1024,92,411,26,77,1001,95,951,14,493,152,694,28,585,303,1069,15,298,228,853,23,353,381,1291,14,176,129,987,14,449,160,440,10,30,116,238,306,470,440,6,49,170,224,305,416,468,16,413,458,129,126,468,9,94,155,268,616,468,6,267,338,221,310,1008,69,411,122,1008,143,359,100,1008,135,357,110,482,6,615,507,1103,4,183,320,1431,1,55,10,23,18,10,9,53,822,3,23,162,47,84,27,16,74,53,7,18,46,15,30,39,144,527,8,738,316,2,19,527,5,264,370,266,115,49,11,3,551,22,649,118,270,551,11,115,464,382,56,31,3.659939148073023,2.759913850702293,3.4979423868312756,2.5173615472475297,15.167151162790697,3.2876066289432773,3.5890132248219735,1.8225676653932337
EG,EGY,Egypt,2020-12-23,2020-12-23,1711,40,1189839.8497430615,27,716629.2629812867,2008,1584,45601804.529740244,1124,1,55,73,1582,1,40,352,1318,1,50,156,1504,1,38,585,1087,1,43,524,1143,1,41,441,1228,1,47,286,1377,1,49,215,1446,1,57,118,1535,1,46,115,1549,1,48,247,1415,1,47,553,1110,1,58,128,1524,1,43,447,1220,1638,11,37,25,1359,23,154,175,1555,16,99,41,1126,43,227,315,1187,32,209,283,1270,35,228,178,1425,22,150,114,1496,20,121,74,1593,10,60,48,1596,11,86,18,1464,15,138,94,1158,33,219,301,1583,13,78,37,1264,22,229,196,114,13,659,925,1073,5,306,327,143,36,260,1272,1455,3,88,165,1623,0,23,59,6,1623,0,57,26,5,1655,2,29,21,4,279,34,196,1202,1711,0,0,0,0,0,172,12,468,434,314,311,264,78,480,471,418,264,124,541,458,324,264,121,716,348,262,264,123,496,408,420,264,133,290,338,686,0,1519,65,68,59,1519,73,63,56,1519,36,125,31,1519,73,46,73,1519,72,49,71,1519,73,60,59,1711,0,0,0,1711,0,0,0,1711,0,0,0,1711,0,0,0,1711,0,0,0,1711,0,0,0,1711,0,0,0,1711,0,0,0,1711,0,0,0,1711,0,0,0,1711,0,0,0,1711,0,0,0,299,35,711,666,299,35,961,416,299,44,584,784,299,44,792,576,299,51,339,1022,299,29,643,740,320,6,896,489,815,1,427,216,98,154,339,14,37,252,556,513,339,14,1329,29,363,28,336,984,363,7,411,366,207,148,103,106,363,11,347,250,384,356,376,17,289,557,346,126,388,11,120,1078,114,423,19,105,1037,127,1004,11,542,154,756,13,641,301,1129,10,353,219,920,15,381,395,1373,6,209,123,1074,9,502,126,448,17,39,97,232,346,532,448,14,67,165,253,321,443,490,22,452,456,166,125,490,8,79,181,268,685,490,8,251,379,272,311,1085,68,432,126,1085,150,358,118,1085,146,353,127,506,7,653,545,1166,6,189,350,1528,5,38,4,13,23,11,8,81,879,2,24,138,68,104,30,18,92,72,5,17,44,23,19,36,140,543,14,784,354,0,16,543,4,306,362,295,123,57,19,2,577,31,693,118,292,577,18,120,503,405,60,28,3.5172744721689058,2.6292138876759146,3.576628352490422,2.6415529610201,15.16636529680365,3.6137334700020745,3.6361031518624642,1.8277537700779154
EG,EGY,Egypt,2020-12-24,2020-12-24,1667,34,613410.0460892782,25,437718.9671826543,1933,1518,46641109.540078945,1022,0,63,63,1541,0,59,321,1287,0,64,155,1448,0,53,572,1042,0,48,523,1096,0,54,399,1214,0,57,291,1319,0,61,220,1386,0,63,146,1458,0,64,115,1488,0,65,218,1384,0,45,529,1093,0,63,151,1453,0,58,448,1161,1604,9,36,18,1346,27,132,162,1512,14,79,62,1095,40,234,298,1144,36,208,279,1268,28,181,190,1376,23,155,113,1447,26,110,84,1521,11,86,49,1552,11,84,20,1449,17,132,69,1138,33,196,300,1516,13,93,45,1219,37,229,182,140,9,640,878,1053,2,299,313,174,39,242,1212,1426,1,79,161,1588,1,21,49,8,1588,1,54,24,0,1613,0,29,22,3,307,23,206,1131,1667,0,0,0,0,0,214,5,452,424,266,306,298,73,448,481,367,298,122,547,412,288,298,118,661,369,221,298,126,459,421,363,298,146,266,346,611,0,1469,70,63,65,1469,72,53,73,1469,28,133,37,1469,67,51,80,1469,66,61,71,1469,65,72,61,1667,0,0,0,1667,0,0,0,1667,0,0,0,1667,0,0,0,1667,0,0,0,1667,0,0,0,1667,0,0,0,1667,0,0,0,1667,0,0,0,1667,0,0,0,1667,0,0,0,1667,0,0,0,332,52,677,606,332,53,898,384,332,72,518,745,332,71,730,534,332,84,315,936,332,52,625,658,357,10,842,458,825,1,441,191,74,135,370,12,37,286,490,472,370,14,1250,33,403,16,338,910,403,5,362,398,185,138,88,88,403,10,317,245,376,316,414,13,260,531,348,101,427,5,124,1012,99,466,27,99,962,113,998,19,514,136,778,23,616,250,1155,18,314,180,943,13,366,345,1356,7,192,112,1048,13,475,131,490,14,36,113,222,337,455,490,11,67,156,213,295,435,530,15,400,449,157,116,530,5,73,172,271,616,530,4,255,351,222,305,1068,80,414,105,1068,148,349,102,1068,143,335,121,548,4,579,536,1131,4,208,324,1469,4,48,9,18,28,9,7,75,897,2,27,128,41,90,21,26,70,65,3,26,45,17,20,28,161,612,12,725,308,0,10,612,4,256,341,286,113,41,11,3,632,32,615,111,277,632,15,104,463,358,72,23,3.4305418719211818,2.6015571884362987,3.5136718749999996,2.4717204039164677,15.03967446592065,3.3806314104059787,3.5752855659397715,1.924589703410946
EG,EGY,Egypt,2020-12-25,2020-12-25,1820,46,1139018.4455667797,30,975402.6418991749,2290,1672,47341140.804758385,1174,0,57,79,1684,0,49,367,1404,0,50,155,1615,0,43,653,1124,0,51,540,1229,0,39,494,1287,0,54,290,1476,0,53,245,1522,0,54,161,1605,0,51,126,1643,0,55,248,1517,0,49,594,1177,0,60,158,1602,0,51,495,1274,1741,11,40,28,1453,34,167,166,1665,15,88,52,1167,39,289,325,1280,35,213,292,1326,39,246,209,1530,18,149,123,1575,28,140,77,1659,16,91,54,1694,9,96,21,1572,20,139,89,1226,41,253,300,1662,16,87,55,1325,33,256,206,141,7,696,976,1147,3,304,366,176,32,272,1340,1549,5,75,191,1745,0,17,54,4,1745,0,49,25,1,1771,1,25,21,2,293,28,207,1292,1820,0,0,0,0,0,213,7,489,455,326,330,305,80,510,525,400,305,130,584,450,351,305,121,742,389,263,305,125,525,408,457,305,148,334,324,709,0,1619,86,57,58,1619,87,47,67,1619,39,132,30,1619,84,46,71,1619,86,47,68,1619,84,61,56,1820,0,0,0,1820,0,0,0,1820,0,0,0,1820,0,0,0,1820,0,0,0,1820,0,0,0,1820,0,0,0,1820,0,0,0,1820,0,0,0,1820,0,0,0,1820,0,0,0,1820,0,0,0,339,50,724,707,339,39,1015,427,339,63,604,814,339,45,852,584,339,68,387,1026,339,36,608,837,361,6,932,521,888,4,467,232,86,143,374,15,48,296,542,545,374,10,1396,40,410,18,350,1042,410,4,457,417,209,143,86,94,410,7,346,256,414,387,420,17,271,652,355,105,434,9,121,1147,109,469,23,109,1103,116,1100,21,553,146,810,23,704,283,1219,24,368,209,971,28,440,381,1433,13,245,129,1216,14,474,116,486,14,43,125,281,343,528,486,10,70,180,249,336,489,527,19,502,507,148,117,527,14,98,172,302,707,527,11,266,394,286,336,1164,88,437,131,1164,155,385,116,1164,147,378,131,551,14,692,563,1257,3,203,357,1629,5,49,8,15,17,9,13,75,946,3,25,173,69,106,23,27,80,66,3,19,52,22,25,36,145,606,13,825,355,0,21,606,5,301,375,322,133,60,15,3,634,28,732,140,286,634,21,118,521,424,75,27,3.4925634295713035,2.7249394326647347,3.782837127845884,2.5938766638200694,15.310846560846558,3.3616492121703336,3.6747095621090264,1.74788251156838
EG,EGY,Egypt,2020-12-26,2020-12-26,1848,44,1097036.3855634786,25,812057.3790002157,2283,1700,47826458.78325825,1149,0,65,71,1712,0,52,337,1459,0,56,179,1613,0,46,577,1225,0,55,560,1233,0,50,462,1336,0,58,281,1509,0,54,226,1568,0,60,136,1652,0,55,130,1663,0,54,266,1528,0,40,565,1243,0,62,139,1647,0,49,497,1302,1777,9,42,20,1511,30,146,161,1669,13,97,69,1271,54,231,292,1288,32,221,307,1386,38,212,212,1567,24,141,116,1622,18,130,78,1712,8,83,45,1718,14,94,22,1582,23,143,100,1283,40,205,320,1709,17,81,41,1351,42,241,214,136,12,708,992,1166,3,289,390,173,25,258,1392,1592,4,91,161,1757,0,26,63,2,1757,0,66,24,1,1782,1,40,22,3,301,32,231,1284,1848,0,0,0,0,0,214,9,504,472,309,340,322,91,532,504,399,322,139,586,422,379,322,134,752,385,255,322,144,519,414,449,322,170,320,348,688,0,1627,86,70,65,1627,88,63,70,1627,45,148,28,1627,93,49,79,1627,93,56,72,1627,86,76,59,1848,0,0,0,1848,0,0,0,1848,0,0,0,1848,0,0,0,1848,0,0,0,1848,0,0,0,1848,0,0,0,1848,0,0,0,1848,0,0,0,1848,0,0,0,1848,0,0,0,1848,0,0,0,350,45,687,766,350,46,979,473,350,77,582,839,350,59,861,578,350,64,379,1055,350,49,641,808,377,11,958,502,890,2,473,236,90,157,398,11,48,270,581,540,398,16,1389,45,434,18,348,1048,434,8,430,421,228,147,78,102,434,13,333,308,431,329,442,16,293,595,400,102,455,10,132,1126,125,498,33,98,1096,123,1167,19,523,139,881,26,678,263,1274,18,337,219,992,17,423,416,1475,12,238,123,1215,17,478,138,536,15,43,104,257,372,521,536,17,72,155,282,350,436,577,17,482,486,166,120,577,7,116,198,290,660,577,7,320,362,276,306,1173,88,470,117,1173,164,393,118,1173,162,376,137,602,9,658,579,1269,3,220,356,1634,3,57,8,25,20,7,11,83,979,2,30,163,62,99,29,34,60,85,5,20,45,19,29,33,154,661,14,817,344,1,11,661,6,288,386,323,127,38,18,1,687,30,707,122,302,687,17,125,537,394,61,27,3.4458110516934046,2.6760652062967987,3.7369337979094075,2.77588625644111,15.306787330316743,3.2351246945009353,3.7154850746268657,1.8552227607057106
EG,EGY,Egypt,2020-12-27,2020-12-27,1739,44,1479170.9521827062,33,1202343.580885954,2275,1585,42922732.214994185,1070,0,72,74,1593,0,60,372,1307,0,65,155,1519,0,55,611,1073,0,49,545,1145,0,63,454,1222,0,61,300,1378,0,71,221,1447,0,72,144,1523,0,58,117,1564,0,64,259,1416,0,58,550,1131,0,70,138,1531,0,56,452,1231,1665,5,44,25,1367,28,165,179,1584,19,95,41,1128,45,212,354,1194,34,218,293,1285,33,222,199,1439,22,147,131,1518,20,125,76,1595,13,69,62,1622,13,83,21,1480,15,149,95,1189,39,224,287,1601,17,78,43,1287,33,234,185,147,7,683,902,1085,3,299,352,187,30,242,1280,1498,4,92,145,1647,0,30,51,11,1647,0,57,35,0,1682,0,35,22,0,317,31,189,1202,1739,0,0,0,0,0,210,4,483,453,313,276,313,56,508,492,370,313,118,555,433,320,313,121,721,350,234,313,122,495,373,436,313,135,273,331,687,0,1554,69,59,57,1554,70,59,56,1554,29,129,27,1554,78,33,74,1554,73,60,52,1554,68,66,51,1739,0,0,0,1739,0,0,0,1739,0,0,0,1739,0,0,0,1739,0,0,0,1739,0,0,0,1739,0,0,0,1739,0,0,0,1739,0,0,0,1739,0,0,0,1739,0,0,0,1739,0,0,0,350,46,683,660,350,43,918,428,350,73,562,754,350,52,802,535,350,71,359,959,350,47,620,722,378,2,887,472,852,3,464,216,82,122,395,22,38,266,510,508,395,13,1292,39,425,29,278,1007,425,6,425,392,179,141,71,100,425,12,315,276,408,303,436,11,277,562,353,100,451,6,106,1075,101,489,24,88,1026,112,1065,17,541,116,831,22,651,235,1187,19,343,190,948,13,403,375,1387,10,202,140,1130,17,474,118,514,13,33,108,254,320,497,514,13,69,168,243,311,421,556,13,474,446,139,111,556,5,88,177,315,598,556,4,276,347,240,316,1122,73,417,127,1122,149,371,97,1122,150,343,124,575,7,608,549,1190,1,208,340,1542,5,39,12,21,25,6,9,80,941,2,27,150,61,98,21,22,66,65,7,15,46,18,27,36,137,632,12,752,328,0,15,632,5,284,358,297,109,44,8,2,654,24,699,118,244,654,18,98,487,362,89,31,3.452270620945319,2.691857428708342,3.7971781305114645,2.7574747387137664,15.211409395973154,3.3139665808847036,3.6220472440944875,1.786888795703064
EG,EGY,Egypt,2020-12-28,2020-12-27,100,1,54795.613249409296,1,54795.613249409296,123,87,2834283.438325311,49,0,8,4,88,0,6,18,76,0,6,9,85,0,6,29,65,0,6,34,60,0,6,21,73,0,8,19,73,0,5,11,84,0,4,10,86,0,6,4,90,0,5,16,79,0,5,30,65,0,8,6,86,0,8,25,67,96,0,2,2,82,1,7,10,91,1,6,2,71,0,16,13,66,2,13,19,79,2,12,7,81,0,10,9,89,1,7,3,90,3,3,4,96,0,4,0,84,1,11,4,70,1,16,13,94,0,6,0,75,0,16,9,12,1,36,51,65,0,15,20,13,1,18,68,83,0,5,12,95,0,2,3,0,95,0,2,3,0,98,0,0,2,0,21,4,9,66,100,0,0,0,0,0,15,2,35,17,16,15,22,7,33,20,18,22,8,27,23,20,22,10,40,14,14,22,9,27,16,26,22,13,20,11,34,0,91,4,4,1,91,4,2,3,91,1,6,2,91,3,1,5,91,4,4,1,91,4,2,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,22,5,35,38,22,7,51,20,22,8,31,39,22,6,45,27,22,9,20,49,22,8,35,35,25,1,50,24,50,2,24,9,6,9,27,3,2,16,35,17,27,2,69,2,31,1,25,43,31,1,20,20,5,15,4,4,31,1,12,17,16,23,31,2,20,27,16,4,31,1,7,55,6,32,3,4,54,7,67,0,25,8,51,4,28,17,71,3,16,10,57,3,20,20,80,2,10,8,66,4,21,9,38,1,0,4,9,21,27,38,1,1,5,10,18,27,42,0,21,25,6,6,42,0,4,4,13,37,42,0,10,16,10,22,75,4,16,5,75,7,14,4,75,6,16,3,44,2,36,18,82,0,8,10,94,0,2,2,1,0,0,0,1,58,0,0,8,0,4,5,0,7,2,0,0,3,1,0,2,10,48,0,39,13,0,0,48,0,8,11,16,8,8,1,0,49,1,29,3,18,49,1,2,24,18,5,1,3.3389830508474576,2.886413891818044,4.107142857142857,3.3148295941262553,14.294117647058824,4.090447983519941,3.816326530612245,1.7756861278080076
EG,EGY,Egypt,2020-12-30,2020-12-30,1435,29,753572.6977304751,17,538190.8228312233,1835,1322,43490378.22258023,933,0,59,52,1324,0,55,288,1092,0,49,137,1249,0,55,510,870,0,47,418,970,0,51,386,998,0,53,249,1133,0,44,209,1182,0,56,113,1266,0,52,100,1283,0,58,221,1156,0,48,486,901,0,61,118,1256,0,47,390,998,1383,3,31,18,1147,12,110,166,1298,18,69,50,925,33,193,284,1017,23,169,226,1049,24,175,187,1186,18,130,101,1226,17,123,69,1322,6,69,38,1335,10,75,15,1214,10,118,93,949,27,200,259,1317,5,72,41,1045,25,214,151,107,6,574,748,882,1,243,309,135,17,214,1069,1222,6,74,133,1361,0,20,50,4,1361,0,57,14,3,1378,0,26,29,2,238,35,164,998,1435,0,0,0,0,0,159,7,403,381,247,238,231,61,396,426,321,231,109,481,350,264,231,97,612,300,195,231,102,411,325,366,231,114,256,261,573,0,1276,59,46,54,1276,59,50,50,1276,27,110,22,1276,64,33,62,1276,58,50,51,1276,58,46,55,1435,0,0,0,1435,0,0,0,1435,0,0,0,1435,0,0,0,1435,0,0,0,1435,0,0,0,1435,0,0,0,1435,0,0,0,1435,0,0,0,1435,0,0,0,1435,0,0,0,1435,0,0,0,261,24,558,592,261,26,805,343,261,42,452,680,261,33,631,510,261,45,235,894,261,24,539,611,281,5,696,453,739,2,363,171,55,105,299,15,28,194,444,455,299,9,1108,19,322,13,293,807,322,2,377,360,158,89,49,78,322,7,260,252,345,249,325,16,247,525,251,71,334,5,97,900,99,360,17,94,853,111,883,8,461,83,639,9,610,177,990,8,319,118,809,9,359,258,1204,6,154,71,904,9,433,89,381,11,28,99,218,273,425,381,7,57,147,214,274,355,415,15,418,394,106,87,415,6,88,152,238,536,415,4,244,327,203,242,872,60,395,108,872,126,331,106,872,122,319,122,437,8,529,461,974,2,177,282,1266,4,48,10,20,13,6,7,61,741,1,22,133,46,88,19,23,61,44,4,17,31,14,28,32,131,484,6,648,286,2,9,484,2,237,316,245,99,39,11,2,496,21,562,102,254,496,9,101,411,325,64,29,3.4065934065934065,2.663273509441922,3.70752688172043,2.7402742028328406,15.315022421524665,3.418766899789624,3.6404109589041096,1.8712041812861102
