ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4.0,V5d_4.1,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8.0,V5d_8.1,V5d_9..99,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CM,CMR,Cameroon,2021-02-07,2021-02-06,100,2,207516.43647474656,1,17258.9920303026,11,89,16648405.065389272,35,7,7,86,3,17,80,8,4,88,8,23,69,5,17,78,7,12,81,5,10,85,8,5,87,8,4,88,5,4,91,7,6,87,6,26,68,8,5,87,9,23,68,93,1,2,4,83,2,8,7,96,1,1,2,77,1,7,15,83,2,4,11,88,0,5,7,90,1,0,9,95,1,2,2,96,0,1,3,96,1,2,1,94,1,3,2,74,2,10,14,95,1,1,3,77,1,12,10,10,1,6,83,94,0,5,1,10,1,34,55,66,0,15,19,85,0,0,15,0,85,0,2,12,1,98,0,2,0,27,1,18,54,12,0,3,82,3,97,0,1,1,1,98,0,1,0,1,16,1,20,13,23,27,23,14,22,22,19,100,23,18,21,13,25,23,16,12,20,29,23,16,8,15,38,23,12,18,24,23,74,0,9,17,74,0,16,10,74,0,14,12,74,0,24,2,74,0,11,15,74,0,21,5,74,0,26,0,74,0,26,0,74,0,22,4,0,78,0,6,16,78,0,17,5,78,0,19,3,78,0,19,3,78,0,9,13,78,0,15,7,78,0,21,1,78,0,22,0,78,0,19,3,0,87,1,6,6,87,1,10,2,87,1,12,0,87,1,12,0,87,1,4,8,87,1,9,3,87,1,11,1,87,1,12,0,87,1,12,0,0,99,1,0,99,1,0,99,0,1,99,1,0,99,1,0,99,1,0,99,1,0,99,1,0,99,1,0,0,84,0,15,1,84,0,9,7,84,0,11,5,84,0,3,13,84,0,14,2,84,0,10,6,84,0,13,3,24,1,42,14,9,10,27,2,71,0,27,2,71,0,27,2,70,1,27,2,68,3,27,2,67,4,27,2,70,1,27,2,71,0,27,2,70,1,27,2,69,2,27,2,9,62,85,0,0,15,64,0,2,34,0,0,0,83,8,4,5,83,7,5,5,83,5,9,3,83,10,5,2,83,8,5,4,83,10,1,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,29,7,42,22,29,5,45,21,29,9,29,33,29,6,42,23,29,9,36,26,29,7,36,28,33,0,44,23,56,0,13,10,8,13,34,0,4,18,24,20,34,1,63,2,36,3,15,46,36,0,10,16,15,7,14,2,36,0,17,14,18,15,38,0,7,30,19,6,100,40,0,6,53,1,43,0,4,48,5,60,0,27,13,57,0,24,19,72,1,14,13,60,0,16,24,65,0,19,16,66,0,19,15,45,0,2,2,8,15,28,45,1,0,3,10,10,31,49,0,22,16,7,6,49,1,17,11,10,12,49,1,27,5,14,4,68,6,24,2,68,13,8,11,68,8,21,3,50,0,30,20,80,0,13,7,87,0,3,0,2,2,0,0,6,57,0,5,10,2,6,0,0,3,2,0,7,1,1,0,0,6,63,2,22,11,0,2,63,0,10,9,12,3,2,1,0,64,0,21,11,4,64,1,6,11,11,5,2,4.297872340425532,3.209462189926241,1.6666666666666667,1.2110601416389966,9.612903225806452,6.6667204298907405,4.529411764705882,2.6768965988751825
CM,CMR,Cameroon,2021-02-08,2021-02-07,100,5,730590.3090555649,3,415453.4034705239,23,89,15165080.811871102,34,5,8,87,4,18,78,4,4,92,4,33,63,3,18,79,3,19,78,4,6,90,6,5,89,5,6,89,4,6,90,5,8,87,3,30,67,6,7,87,4,19,77,92,0,5,3,82,1,10,7,96,0,3,1,67,0,10,23,82,1,9,8,81,0,8,11,94,0,3,3,95,0,2,3,94,0,2,4,94,1,4,1,92,0,5,3,70,1,19,10,93,0,4,3,81,1,12,6,11,0,10,79,90,0,7,3,11,0,41,48,59,0,14,27,86,0,0,14,0,86,0,1,13,0,99,0,1,0,26,0,22,52,13,1,1,80,5,99,0,1,0,0,99,0,1,0,0,17,1,16,17,18,31,24,13,22,20,21,100,24,15,26,15,20,24,12,21,17,26,24,16,9,12,39,24,10,30,18,18,70,0,14,16,70,0,22,8,70,0,17,13,70,0,27,3,70,0,11,19,70,0,23,7,70,0,28,2,70,0,28,2,70,0,25,5,0,82,1,7,10,82,1,10,7,82,1,12,5,82,1,14,3,82,1,3,14,82,1,12,5,82,1,15,2,82,1,17,0,82,1,14,3,0,83,1,12,4,83,1,13,3,83,1,16,0,83,1,15,1,83,1,7,9,83,1,10,6,83,1,12,4,83,1,16,0,83,1,15,1,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,82,0,18,0,82,0,8,10,82,0,9,9,82,0,2,16,82,0,13,5,82,0,10,8,82,0,14,4,27,2,46,6,10,9,28,4,62,6,28,4,65,3,28,4,66,2,28,4,62,6,28,4,61,7,28,4,68,0,28,4,65,3,28,4,66,2,28,4,64,4,28,4,18,50,91,1,0,8,66,0,5,29,0,0,0,78,9,7,6,78,7,10,5,78,8,10,4,78,7,6,9,78,8,9,5,78,9,5,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,31,8,38,23,31,12,28,29,31,6,38,25,31,8,39,22,31,6,37,26,31,5,33,31,34,0,45,21,55,0,13,12,5,15,36,1,6,19,24,14,36,1,59,4,39,0,12,49,39,0,8,19,17,4,12,1,39,0,13,16,23,9,41,0,5,24,23,7,100,42,0,3,52,3,44,0,1,51,4,63,0,24,13,72,0,12,16,62,1,20,17,61,0,15,24,63,0,20,17,67,0,20,13,46,0,1,4,4,21,24,46,0,0,4,7,15,28,48,1,23,15,7,6,48,1,23,9,5,14,48,1,27,9,9,6,65,4,28,3,65,12,11,12,65,9,21,5,51,0,27,22,78,1,7,14,94,0,2,0,0,2,0,1,1,68,0,3,4,1,8,1,0,1,1,0,4,0,1,0,1,7,65,1,25,7,0,2,65,0,9,8,8,7,1,2,0,65,0,26,6,3,65,0,11,10,9,4,1,4.8,3.2826072265931585,2.3333333333333335,1.8708286933869709,8.10344827586207,6.69405294478511,3.0285714285714285,2.3575375274377524
CM,CMR,Cameroon,2021-02-09,2021-02-08,100,2,264382.384281949,2,264382.384281949,14,81,15243573.171500629,36,6,7,87,5,15,80,6,3,91,5,32,63,4,11,85,4,19,77,6,8,86,8,3,89,6,6,88,5,3,92,6,9,85,4,18,78,7,8,85,6,15,79,93,1,2,4,85,3,4,8,97,1,0,2,68,3,11,18,89,1,4,6,81,2,7,10,92,1,5,2,97,0,2,1,94,1,3,2,97,0,0,3,91,0,2,7,82,1,9,8,92,0,5,3,85,1,7,7,19,0,8,73,94,0,3,3,21,1,31,47,70,1,10,19,90,0,0,10,0,90,0,3,7,0,97,2,1,0,34,0,18,48,24,1,1,70,4,99,0,1,0,0,99,0,1,0,0,26,0,13,19,13,29,34,11,15,15,25,100,34,11,21,15,19,34,9,25,8,24,34,12,5,10,39,34,8,28,10,20,72,0,12,16,72,0,20,8,72,0,15,13,72,0,26,2,72,0,16,12,72,0,20,8,72,0,25,3,72,0,25,3,72,0,25,3,0,87,0,4,9,87,0,9,4,87,0,7,6,87,0,8,5,87,0,4,9,87,0,8,5,87,0,10,3,87,0,13,0,87,0,11,2,0,81,0,13,6,81,0,12,7,81,0,18,1,81,0,18,1,81,0,8,11,81,0,13,6,81,0,13,6,81,0,19,0,81,0,17,2,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,80,0,20,0,80,0,13,7,80,0,11,9,80,0,7,13,80,0,15,5,80,0,16,4,80,0,18,2,34,0,44,3,13,6,34,5,59,2,34,5,59,2,34,5,60,1,34,5,59,2,34,5,59,2,34,5,61,0,34,5,60,1,34,5,60,1,34,5,61,0,34,5,9,52,92,0,0,8,63,0,7,30,0,0,0,82,6,3,9,82,3,11,4,82,2,14,2,82,4,7,7,82,4,12,2,82,5,4,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,35,8,40,17,35,9,37,19,35,9,38,18,35,8,45,12,35,8,30,27,35,4,33,28,38,0,40,22,60,0,17,12,2,9,41,1,6,14,22,16,41,1,54,4,47,1,6,46,47,0,7,20,10,5,10,1,47,1,11,11,16,14,47,0,7,25,17,4,100,47,1,2,50,0,48,0,2,45,5,62,0,26,12,65,1,16,18,64,0,21,15,57,0,19,24,72,1,13,14,69,0,19,12,49,0,2,4,4,14,27,49,0,0,4,8,12,27,53,1,18,14,6,8,53,0,20,8,9,10,53,0,27,9,5,6,65,6,24,5,65,12,12,11,65,13,15,7,56,0,25,19,81,1,9,9,91,1,2,0,0,2,0,1,3,66,0,1,8,4,4,0,0,1,0,0,4,1,1,1,2,7,62,0,30,6,0,2,62,0,8,16,5,7,1,1,0,63,1,20,13,3,63,0,10,9,8,5,5,3.85,3.570175604386127,2.2,2.16794833886788,7.906249999999999,6.774522361451503,3.75,2.5787593916455256
CM,CMR,Cameroon,2021-02-10,2021-02-09,100,3,565126.631866124,2,408864.58320787,16,79,16715056.519534385,38,2,11,87,2,17,81,3,4,93,3,29,68,2,12,86,2,24,74,3,13,84,3,6,91,4,6,90,3,3,94,3,12,85,2,23,75,3,4,93,3,15,82,89,2,5,4,83,4,5,8,96,1,1,2,71,4,13,12,88,2,5,5,76,3,11,10,87,2,5,6,94,1,4,1,94,1,2,3,97,0,0,3,88,1,4,7,77,3,4,16,96,1,1,2,85,2,8,5,21,0,9,70,93,0,6,1,23,0,27,50,74,1,8,17,92,0,1,7,0,92,0,2,6,0,98,1,1,0,33,0,17,50,25,1,0,71,3,100,0,0,0,0,100,0,0,0,0,25,0,13,16,16,30,36,9,17,14,24,100,36,11,14,16,23,36,11,16,10,27,36,13,6,4,41,36,10,19,10,25,71,0,16,13,71,0,22,7,71,0,13,16,71,0,28,1,71,0,18,11,71,0,24,5,71,0,27,2,71,0,27,2,71,0,24,5,0,85,0,7,8,85,0,9,6,85,0,12,3,85,0,12,3,85,0,6,9,85,0,9,6,85,0,12,3,85,0,15,0,85,0,15,0,0,84,0,8,8,84,0,11,5,84,0,16,0,84,0,16,0,84,0,8,8,84,0,10,6,84,0,14,2,84,0,16,0,84,0,15,1,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,83,0,17,0,83,0,13,4,83,0,11,6,83,0,10,7,83,0,10,7,83,0,11,6,83,0,13,4,37,1,39,6,12,5,37,5,54,4,37,5,57,1,37,5,58,0,37,5,57,1,37,5,56,2,37,5,58,0,37,5,58,0,37,5,58,0,37,5,56,2,37,5,10,48,87,0,2,11,61,0,6,33,0,0,0,83,8,2,7,83,6,6,5,83,5,8,4,83,7,7,3,83,6,7,4,83,8,4,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,37,4,43,16,37,8,43,12,37,10,31,22,37,8,36,19,37,9,28,26,37,5,39,19,41,0,39,20,61,0,15,9,4,11,43,2,5,15,19,16,43,3,49,5,46,1,10,43,46,0,10,16,10,7,10,1,46,0,14,13,7,20,46,0,5,19,20,10,100,46,1,1,51,1,46,0,2,47,5,60,2,19,19,60,1,16,23,72,2,13,13,67,1,11,21,75,3,9,13,64,3,19,14,47,0,3,3,8,16,23,47,0,0,4,6,16,27,49,2,18,11,7,13,49,1,13,11,13,13,49,1,21,9,13,7,70,2,22,6,70,13,8,9,70,12,10,8,50,1,29,20,80,0,13,7,88,0,4,0,0,3,0,0,5,60,0,2,5,2,4,0,0,5,1,0,4,1,2,3,1,10,60,0,27,10,1,2,60,0,6,18,10,3,1,2,0,61,2,19,12,6,61,0,7,20,9,0,3,3.844444444444445,4.072945971761581,2.1666666666666665,1.9407902170679516,8.972222222222221,6.652544566280576,3.3783783783783785,2.384572537413401
CM,CMR,Cameroon,2021-02-11,2021-02-10,100,3,620221.560852323,3,620221.560852323,17,84,17018099.621863723,38,4,9,87,2,16,82,4,1,95,4,28,68,4,20,76,3,19,78,4,5,91,3,5,92,3,8,89,3,3,94,2,9,89,3,24,73,2,6,92,3,17,80,91,0,6,3,84,1,6,9,99,0,1,0,72,0,14,14,80,1,11,8,81,0,7,12,95,1,2,2,95,0,2,3,92,0,2,6,97,0,1,2,91,0,5,4,76,1,4,19,94,1,4,1,83,1,9,7,16,0,13,71,88,0,8,4,17,1,34,48,66,3,12,19,88,0,2,10,0,88,0,2,10,0,98,1,1,0,34,0,23,43,20,1,1,75,3,99,0,0,0,1,99,0,0,0,1,22,0,15,13,18,32,28,13,20,16,23,100,28,12,18,20,22,28,12,16,19,25,28,14,11,9,38,28,13,24,14,21,68,0,22,10,68,0,25,7,68,0,12,20,68,0,29,3,68,0,19,13,68,0,26,6,68,0,31,1,68,0,29,3,68,0,22,10,0,83,0,13,4,83,0,10,7,83,0,15,2,83,0,16,1,83,0,6,11,83,0,11,6,83,0,15,2,83,0,16,1,83,0,17,0,0,87,0,3,10,87,0,9,4,87,0,13,0,87,0,13,0,87,0,7,6,87,0,8,5,87,0,9,4,87,0,13,0,87,0,12,1,0,99,0,1,99,1,0,99,0,1,99,0,1,99,0,1,99,0,1,99,0,1,99,1,0,99,0,1,0,79,0,21,0,79,0,15,6,79,0,14,7,79,0,11,10,79,0,12,9,79,0,13,8,79,0,11,10,29,1,40,7,14,9,29,3,64,4,29,3,67,1,29,3,67,1,29,3,66,2,29,3,62,6,29,3,67,1,29,3,66,2,29,3,64,4,29,3,61,7,29,3,14,54,87,0,1,12,62,0,4,34,0,0,0,77,10,2,11,77,5,7,11,77,7,8,8,77,8,6,9,77,8,5,10,77,10,2,11,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,31,2,40,27,31,5,43,21,31,8,31,30,31,6,38,25,31,8,32,29,31,4,34,31,35,0,36,29,64,0,14,6,6,10,37,2,3,19,16,23,37,3,58,2,38,1,12,49,38,0,16,14,10,9,11,2,38,0,15,19,12,16,38,0,10,25,17,10,100,40,0,2,57,1,41,1,3,50,5,62,1,23,14,58,0,25,17,70,1,15,14,63,1,15,21,70,1,17,12,68,2,16,14,42,0,0,4,5,17,32,42,0,0,4,5,17,32,44,1,23,11,9,12,44,1,16,13,12,14,44,1,26,12,11,6,63,1,32,4,63,14,8,15,63,14,16,7,45,1,29,25,75,0,14,11,87,1,6,0,0,1,1,0,4,59,0,2,4,2,5,1,1,7,1,0,2,2,2,3,2,7,61,0,26,11,1,1,61,0,5,20,8,2,2,2,0,62,2,21,8,7,62,0,10,13,9,4,2,4.093023255813954,3.300894204161251,1.2727272727272727,0.7862453931068966,8.352941176470589,6.024607885850591,3.8,2.4590768234297626
CM,CMR,Cameroon,2021-02-12,2021-02-11,100,2,377638.040671219,1,180641.991994494,27,89,12430928.130878383,36,8,9,83,9,20,71,11,4,85,9,32,59,9,20,71,9,17,74,7,6,87,7,5,88,8,4,88,7,12,81,8,9,83,8,21,71,8,5,87,8,22,70,91,1,4,4,80,2,7,11,96,1,2,1,68,2,13,17,80,2,10,8,83,1,10,6,94,2,4,0,95,0,3,2,96,1,1,2,88,0,8,4,91,1,5,3,79,2,10,9,95,0,4,1,78,2,11,9,9,2,15,74,85,0,10,5,9,1,28,62,72,1,10,17,90,0,1,9,0,90,0,0,10,0,100,0,0,0,21,1,23,55,11,4,0,84,1,100,0,0,0,0,100,0,0,0,0,12,1,14,14,19,40,19,19,19,16,27,100,19,18,21,16,26,19,17,14,16,34,19,19,7,11,44,19,14,19,20,28,60,1,20,19,60,1,32,7,60,1,28,11,60,1,33,6,60,1,26,13,60,1,32,7,60,1,38,1,60,1,38,1,60,1,33,6,0,81,0,10,9,81,0,14,5,81,0,15,4,81,0,16,3,81,0,9,10,81,0,12,7,81,0,19,0,81,0,17,2,81,0,19,0,0,87,0,6,7,87,0,11,2,87,0,10,3,87,0,12,1,87,0,7,6,87,0,10,3,87,0,10,3,87,0,13,0,87,0,10,3,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,82,0,17,1,82,0,8,10,82,0,12,6,82,0,7,11,82,0,15,3,82,0,14,4,82,0,13,5,19,1,47,10,13,10,22,1,72,5,22,1,75,2,22,1,76,1,22,1,71,6,22,1,73,4,22,1,76,1,22,1,74,3,22,1,74,3,22,1,69,8,22,1,21,56,86,1,1,12,63,1,3,33,0,0,0,78,11,8,3,78,8,10,4,78,10,9,3,78,11,4,7,78,10,8,4,78,12,4,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,23,8,42,27,23,11,34,32,23,12,27,38,23,12,36,29,23,12,25,40,23,7,36,34,27,0,45,28,55,1,19,9,6,10,28,2,4,20,19,27,28,4,62,6,31,3,9,57,31,2,12,17,14,17,6,1,31,4,12,20,17,16,34,0,15,21,18,12,100,34,3,2,57,4,37,1,2,55,5,59,0,26,15,66,2,22,10,73,1,16,10,64,2,18,16,76,2,12,10,65,2,23,10,41,0,2,4,5,15,33,41,0,3,6,6,12,32,42,1,22,19,6,10,42,0,19,15,6,18,42,0,31,15,5,7,56,1,39,4,56,20,9,15,56,17,15,12,45,0,35,20,80,0,10,10,90,2,5,0,2,0,0,0,1,55,0,5,9,3,8,1,1,2,2,0,2,2,3,0,2,5,61,0,25,9,1,4,61,0,6,14,11,5,2,1,0,63,0,24,6,7,63,0,7,7,12,5,6,4.433962264150943,3.754532819254123,2,1.5491933384829668,8.516129032258064,6.60237819648817,4.0285714285714285,2.8541581048349367
