ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
ECU,Ecuador,2021-01-01,2021-01-01,708,6,91724.56285898526,3,38728.1337914896,246,667,9538673.573420836,475,18,15,675,17,80,611,18,22,668,20,116,572,16,148,544,18,102,588,16,97,595,17,34,657,20,47,641,16,20,672,17,75,616,19,165,524,20,20,668,17,160,531,693,0,9,6,628,5,39,36,686,1,10,11,592,5,48,63,560,3,66,79,606,3,53,46,611,5,49,43,674,4,17,13,661,2,30,15,688,0,15,5,633,4,39,32,543,5,86,74,688,0,16,4,548,5,76,79,40,1,117,550,596,0,42,70,48,9,287,364,422,4,73,209,635,12,60,1,635,52,20,1,657,0,27,24,0,136,11,115,446,708,0,0,0,0,61,3,236,227,101,80,81,39,270,186,132,81,50,319,161,97,81,37,330,135,125,81,43,244,192,148,81,51,52,112,412,597,41,26,44,597,45,31,35,597,22,60,29,597,40,32,39,597,48,16,47,597,46,18,47,106,38,20,544,106,35,23,544,106,33,49,520,106,36,65,501,106,44,146,412,106,36,221,345,106,36,56,510,429,27,45,207,429,25,68,186,429,28,52,199,429,23,126,130,429,27,81,171,126,16,195,371,126,15,432,135,126,21,272,289,126,17,338,227,126,19,90,473,126,12,175,395,134,3,358,213,350,1,215,81,36,25,142,5,9,65,217,270,142,7,555,4,153,12,93,450,153,0,488,31,8,3,0,25,153,0,122,170,175,88,157,5,197,243,80,26,708,708,516,3,172,17,280,4,416,8,438,3,257,10,373,5,235,95,620,4,70,14,535,4,163,6,170,2,5,20,65,127,319,170,1,8,29,77,142,281,178,4,261,173,64,28,178,2,90,142,160,136,178,0,186,168,122,54,358,21,298,31,358,55,136,159,358,48,178,124,186,1,263,258,450,0,100,158,616,3,11,6,14,14,4,7,33,354,3,22,33,15,53,3,11,23,16,1,16,25,21,7,14,91,221,9,260,215,1,2,221,4,99,129,107,69,52,22,5,226,12,374,51,45,226,5,66,146,160,72,33,2.6426666666666665,1.8428335927651973,2.2254901960784315,1.4065396253659948,12.594713656387665,6.1352359282876225,3.5280172413793105,1.7448695396175744
ECU,Ecuador,2021-01-02,2021-01-01,100,0,0,0,0,39,91,1466069.954528006,38,5,2,93,6,5,89,6,3,91,6,19,75,7,24,69,5,16,79,3,18,79,6,8,86,5,9,86,4,3,93,6,16,78,3,27,70,5,1,94,3,23,74,98,0,2,0,95,0,4,1,97,0,3,0,81,1,6,12,76,1,12,11,84,1,11,4,82,1,12,5,92,1,3,4,91,0,5,4,97,0,2,1,84,2,8,6,73,0,15,12,99,0,1,0,77,0,16,7,9,0,18,73,84,0,7,9,12,1,45,42,55,1,15,29,85,1,14,0,85,8,7,0,92,0,7,1,0,30,0,16,54,100,0,0,0,0,17,0,32,34,7,10,23,6,31,19,21,23,5,44,17,11,23,6,40,18,13,23,8,29,27,13,23,6,10,16,45,84,4,6,6,84,5,5,6,84,5,4,7,84,5,4,7,84,6,3,7,84,6,2,8,32,3,1,64,32,2,2,64,32,3,5,60,32,2,7,59,32,5,15,48,32,3,29,36,32,2,7,59,69,1,10,20,69,1,9,21,69,0,10,21,69,1,16,14,69,1,13,17,31,2,23,44,31,3,52,14,31,3,36,30,31,2,43,24,31,4,11,54,31,4,18,47,34,0,43,23,57,0,25,11,3,4,35,1,0,5,24,35,35,1,63,1,38,1,15,46,38,0,57,3,1,0,0,1,38,0,10,18,18,16,38,3,20,30,8,1,100,100,77,1,17,5,48,1,50,1,64,1,34,1,57,2,30,11,89,1,9,1,82,0,17,1,42,1,1,3,7,14,32,42,0,0,7,5,15,31,46,0,25,19,9,1,46,0,8,18,11,17,46,0,19,19,12,4,65,2,25,8,65,3,13,19,65,2,15,18,49,0,22,29,71,0,8,21,93,0,1,0,0,2,0,1,3,71,0,1,7,0,4,1,0,0,1,0,0,3,2,3,1,6,56,1,19,23,0,1,56,1,13,13,9,4,3,1,0,58,2,34,4,2,58,0,4,18,16,3,1,2.6470588235294117,2.008218408557841,2.25,1.4375905768565218,12.342105263157896,5.313299559109802,3.897435897435898,1.7136429615675766
ECU,Ecuador,2021-01-03,2021-01-03,1053,18,119773.20585967183,6,54887.86572256346,381,987,9843277.832700392,759,14,37,1002,11,144,898,12,44,997,16,176,861,15,227,811,12,161,880,14,178,861,20,67,966,15,80,958,13,42,998,14,116,923,11,249,793,13,49,991,15,245,793,1016,4,26,7,909,10,81,53,1009,4,26,14,877,9,85,82,826,11,117,99,892,8,85,68,875,10,101,67,986,5,43,19,973,3,54,23,1011,2,33,7,937,4,60,52,804,11,140,98,1004,4,26,19,808,11,142,92,64,2,168,819,893,0,57,103,77,15,401,560,653,6,100,294,953,13,81,6,953,63,37,0,990,0,37,25,1,199,15,173,666,1053,0,0,0,0,93,4,335,324,178,119,122,56,404,269,202,122,73,461,250,147,122,55,490,211,175,122,72,343,276,240,122,85,81,145,620,885,58,36,74,885,57,43,68,885,27,93,48,885,57,47,64,885,63,25,80,885,61,37,70,1053,0,0,0,1053,0,0,0,1053,0,0,0,1053,0,0,0,1053,0,0,0,1053,0,0,0,1053,0,0,0,1053,0,0,0,1053,0,0,0,1053,0,0,0,1053,0,0,0,1053,0,0,0,133,24,276,620,133,17,612,291,133,30,365,525,133,28,477,415,133,31,149,740,133,17,285,618,147,3,521,382,532,1,330,119,43,28,159,9,13,133,381,358,159,9,879,6,172,10,140,731,172,1,737,81,10,6,3,43,172,2,179,289,316,95,179,7,305,409,118,35,1053,1053,778,8,253,14,447,11,585,10,692,13,340,8,580,15,317,141,905,5,114,29,770,12,264,7,196,7,13,26,103,218,490,196,3,16,38,106,239,455,209,11,400,291,86,56,209,3,163,267,226,185,209,2,316,290,154,82,451,24,515,63,451,96,279,227,451,90,323,189,221,3,415,414,639,2,174,238,890,8,41,0,27,25,5,3,54,477,3,34,52,29,53,8,10,45,22,2,45,38,25,19,16,175,262,7,407,370,1,6,262,2,198,202,185,93,68,33,10,286,11,582,87,87,286,8,108,201,300,106,44,2.763059701492537,1.891895445773228,2.498581560283688,1.6644169213100612,12.047106325706595,6.706732273460077,3.550744248985115,1.7733525469124858
ECU,Ecuador,2021-01-04,2021-01-03,100,3,25506.306029182502,1,4334.02380074397,40,89,1059427.276059445,30,2,8,90,3,16,81,1,3,96,3,16,81,2,21,77,1,16,83,2,19,79,3,5,92,4,9,87,2,7,91,3,7,90,2,25,73,3,5,92,4,22,74,92,1,4,3,84,0,8,8,97,0,2,1,84,0,10,6,79,1,12,8,84,0,10,6,81,0,13,6,95,0,4,1,91,0,6,3,93,1,5,1,93,0,3,4,75,0,11,14,95,0,4,1,78,0,9,13,11,0,17,72,85,1,4,10,14,3,36,47,64,0,9,27,91,1,7,1,91,4,5,0,96,0,3,1,0,27,3,17,53,100,0,0,0,0,18,0,25,25,19,13,18,2,34,26,20,18,6,39,20,17,18,8,37,18,19,18,10,29,20,23,18,13,5,13,51,84,4,4,8,84,5,4,7,84,0,11,5,84,6,6,4,84,5,1,10,84,5,5,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,22,1,22,55,22,0,46,32,22,3,28,47,22,2,41,35,22,1,13,64,22,1,25,52,27,1,39,33,61,0,22,11,4,2,31,0,3,7,35,24,31,0,69,0,33,1,10,56,33,0,48,10,2,1,0,6,33,0,14,21,22,10,36,1,20,33,6,4,100,100,79,1,20,0,56,1,38,5,73,2,22,3,62,2,25,11,89,0,10,1,76,3,20,1,42,1,1,4,5,13,34,42,1,1,0,9,14,33,47,1,25,15,7,5,47,0,9,13,22,9,47,0,14,27,7,5,59,2,36,3,59,6,21,14,59,5,24,12,51,0,17,32,68,0,18,14,87,0,2,0,4,2,1,0,4,70,0,1,3,2,1,0,1,4,2,0,1,1,3,2,1,8,60,0,23,17,0,0,60,0,8,7,13,2,9,1,0,69,1,24,2,4,69,1,5,4,14,5,2,2.9318181818181817,2.2965872281291473,2.769230769230769,1.739436985245808,14.23076923076923,7.091364423911138,3.5666666666666664,1.832340378960147
ECU,Ecuador,2021-01-13,2021-01-13,1041,15,152917.74388458184,7,65893.19847078319,426,969,9901041.854804825,738,18,38,985,18,148,875,21,57,963,20,198,823,17,225,799,15,177,849,18,183,840,18,73,950,20,81,940,18,39,984,15,135,891,15,270,756,24,56,961,22,266,753,1003,2,21,15,893,7,81,60,984,3,30,24,843,8,112,78,816,9,118,98,864,6,100,71,858,8,101,74,968,6,44,23,960,2,54,25,1002,4,27,8,906,7,86,42,771,9,147,114,985,2,36,18,775,8,156,102,66,6,189,780,859,0,66,116,78,14,394,555,648,6,104,283,937,20,78,6,937,72,32,0,969,1,46,24,1,205,18,187,631,93,8,7,923,10,106,1,322,315,177,120,137,45,396,289,174,137,66,441,236,161,137,52,443,222,187,137,65,344,273,222,137,78,90,124,612,860,67,47,67,860,73,39,69,860,26,114,41,860,71,40,70,860,76,30,75,860,73,45,63,1041,0,0,0,1041,0,0,0,1041,0,0,0,1041,0,0,0,1041,0,0,0,1041,0,0,0,1041,0,0,0,1041,0,0,0,1041,0,0,0,1041,0,0,0,1041,0,0,0,1041,0,0,0,150,31,338,522,150,22,546,323,150,33,283,575,150,28,392,471,150,34,79,778,150,21,275,595,166,2,416,457,625,3,289,82,25,17,176,3,15,148,348,351,176,12,848,5,191,13,136,701,191,0,694,69,9,11,3,64,191,1,212,281,227,129,194,4,292,394,128,29,1041,1041,707,7,319,8,499,11,515,16,761,7,263,10,652,10,273,106,964,4,58,15,769,7,260,5,208,7,13,22,114,208,469,208,3,8,46,131,232,413,220,7,436,268,72,38,220,1,204,273,201,142,220,1,361,271,108,80,416,31,529,65,416,115,315,195,416,95,339,191,234,2,398,407,634,1,175,231,875,12,26,5,29,23,7,13,51,482,5,29,32,26,67,7,20,30,23,4,36,30,16,16,25,193,277,7,361,390,1,5,277,1,200,230,147,104,53,23,6,292,12,542,105,90,292,4,135,206,271,90,43,2.8886238532110093,1.9961955856012945,2.475,1.549802178490155,11.773962804005722,6.171647683826821,3.321282401091405,1.6432458194518977
ECU,Ecuador,2021-01-14,2021-01-13,100,2,20916.09170226038,1,18809.6100836425,31,78,1135499.8403354036,24,5,7,88,3,14,83,5,4,91,6,21,73,4,20,76,3,21,76,4,20,76,5,7,88,4,11,85,5,6,89,5,14,81,4,23,73,6,8,86,5,29,66,93,1,4,2,86,0,7,7,96,0,3,1,79,1,12,8,80,2,9,9,79,1,9,11,80,0,12,8,93,1,4,2,89,2,5,4,94,1,4,1,86,1,11,2,77,1,13,9,92,1,4,3,71,1,19,9,21,1,15,63,87,0,5,8,24,0,28,48,72,0,9,19,91,2,7,0,91,8,1,0,92,0,4,4,0,33,1,26,40,26,0,1,73,0,29,0,23,20,18,10,35,3,25,21,16,35,4,29,13,19,35,4,23,19,19,35,6,24,15,20,35,5,8,8,44,75,8,7,10,75,11,3,11,75,4,17,4,75,9,3,13,75,11,4,10,75,12,6,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,40,2,28,30,40,2,39,19,40,3,19,38,40,2,29,29,40,1,5,54,40,2,19,39,43,0,28,29,72,0,22,2,1,3,45,1,0,8,18,28,45,1,53,1,50,1,10,39,50,0,43,3,1,1,0,2,50,0,9,18,14,9,52,0,14,22,6,6,100,100,72,1,27,0,61,1,37,1,81,0,17,2,71,1,19,9,95,0,3,2,81,1,18,0,53,0,1,2,9,11,24,53,0,0,4,5,17,21,57,0,16,20,6,1,57,0,11,16,6,10,57,0,22,12,4,5,68,1,26,5,68,7,16,9,68,9,15,8,59,0,19,22,78,0,10,12,91,4,0,0,1,2,0,1,1,73,2,2,1,1,2,0,0,4,2,0,1,0,0,1,1,10,69,0,13,17,0,1,69,0,8,7,8,4,3,1,0,75,0,21,3,1,75,0,4,7,8,5,1,2.8636363636363638,1.7730660488348018,2.6,1.2649110640673518,11.517241379310345,5.487783117689513,3.6799999999999997,1.725301905947671
