ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1.-77,B1_1.1,B1_1.2,B1_2.-77,B1_2.1,B1_2.2,B1_3.-77,B1_3.1,B1_3.2,B1_4.-77,B1_4.1,B1_4.2,B1_5.-77,B1_5.1,B1_5.2,B1_6.-77,B1_6.1,B1_6.2,B1_7.-77,B1_7.1,B1_7.2,B1_8.-77,B1_8.1,B1_8.2,B1_9.-77,B1_9.1,B1_9.2,B1_10.-77,B1_10.1,B1_10.2,B1_11.-77,B1_11.1,B1_11.2,B1_12.-77,B1_12.1,B1_12.2,B1_13.-77,B1_13.1,B1_13.2,B1_14.-77,B1_14.1,B1_14.2,B1b_x1.-99,B1b_x1.1,B1b_x1.2,B1b_x2.-99,B1b_x2.1,B1b_x2.2,B1b_x3.-99,B1b_x3.1,B1b_x3.2,B1b_x4.-99,B1b_x4.-77,B1b_x4.1,B1b_x4.2,B1b_x5.-99,B1b_x5.1,B1b_x5.2,B1b_x6.-99,B1b_x6.-77,B1b_x6.1,B1b_x6.2,B1b_x7.-99,B1b_x7.-77,B1b_x7.1,B1b_x7.2,B1b_x8.-99,B1b_x8.1,B1b_x8.2,B1b_x9.-99,B1b_x9.1,B1b_x9.2,B1b_x10.-99,B1b_x10.1,B1b_x10.2,B1b_x11.-99,B1b_x11.-77,B1b_x11.1,B1b_x11.2,B1b_x12.-99,B1b_x12.-77,B1b_x12.1,B1b_x12.2,B1b_x13.-99,B1b_x13.-77,B1b_x13.1,B1b_x13.2,B1b_x14.-99,B1b_x14.-77,B1b_x14.1,B1b_x14.2,B3.-99,B3.-77,B3.1,B3.2,B5.-99,B5.1,B5.2,B6.-99,B6.-77,B6.1,B6.2,B7.-99,B7.-77,B7.1,B7.2,B8.-99,B8.1,B8.2,B8.3,B9.-99,B9.1,B9.2,B10.-99,B10.1,B10.2,B10.3,B11.-99,B11.-77,B11.1,B11.2,V1.-99,V2.-99,V3.-99,V3.-77,V3.1,V3.2,V3.3,V3.4,V4_1.-99,V4_1.-77,V4_1.1,V4_1.2,V4_1.3,V4_2.-99,V4_2.-77,V4_2.1,V4_2.2,V4_2.3,V4_3.-99,V4_3.-77,V4_3.1,V4_3.2,V4_3.3,V4_4.-99,V4_4.-77,V4_4.1,V4_4.2,V4_4.3,V4_5.-99,V4_5.-77,V4_5.1,V4_5.2,V4_5.3,V9.-99,B12_1.-99,B12_1.-77,B12_1.1,B12_1.2,B12_2.-99,B12_2.-77,B12_2.1,B12_2.2,B12_3.-99,B12_3.-77,B12_3.1,B12_3.2,B12_4.-99,B12_4.-77,B12_4.1,B12_4.2,B12_5.-99,B12_5.-77,B12_5.1,B12_5.2,B12_6.-99,B12_6.-77,B12_6.1,B12_6.2,B13_1.-99,B13_1.-77,B13_1.1,B13_1.2,B13_2.-99,B13_2.-77,B13_2.1,B13_2.2,B13_3.-99,B13_3.-77,B13_3.1,B13_3.2,B13_4.-99,B13_4.-77,B13_4.1,B13_4.2,B13_5.-99,B13_5.-77,B13_5.1,B13_5.2,B13_6.-99,B13_6.-77,B13_6.1,B13_6.2,B13_7.-99,B13_7.-77,B13_7.1,B13_7.2,B14_1.-99,B14_1.-77,B14_1.1,B14_1.2,B14_2.-99,B14_2.-77,B14_2.1,B14_2.2,B14_3.-99,B14_3.-77,B14_3.1,B14_3.2,B14_4.-99,B14_4.-77,B14_4.1,B14_4.2,B14_5.-99,B14_5.-77,B14_5.1,B14_5.2,C0_1.-99,C0_1.-77,C0_1.1,C0_1.2,C0_2.-99,C0_2.-77,C0_2.1,C0_2.2,C0_3.-99,C0_3.-77,C0_3.1,C0_3.2,C0_4.-99,C0_4.-77,C0_4.1,C0_4.2,C0_5.-99,C0_5.-77,C0_5.1,C0_5.2,C0_6.-99,C0_6.-77,C0_6.1,C0_6.2,C1_m.-99,C1_m.-77,C1_m.1,C1_m.2,C2.-99,C2.1,C2.2,C2.3,C2.4,C7.-99,C7.-77,C7.1,C7.2,C7.3,C7.4,C8.-99,C8.-77,C8.1,C8.2,C3.-99,C3.-77,C3.1,C3.2,C5.-99,C5.-77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6.-99,C6.-77,C6.1,C6.2,C6.3,C6.4,C14.-99,C14.1,C14.2,C14.3,C14.4,C9.-99,C12.-99,C13_1.-99,C13_1.-77,C13_1.1,C13_1.2,C13_2.-99,C13_2.-77,C13_2.1,C13_2.2,C13_3.-99,C13_3.-77,C13_3.1,C13_3.2,C13_4.-99,C13_4.-77,C13_4.1,C13_4.2,C13_5.-99,C13_5.-77,C13_5.1,C13_5.2,C13_6.-99,C13_6.-77,C13_6.1,C13_6.2,D1.-99,D1.-77,D1.1,D1.2,D1.3,D1.4,D1.5,D2.-99,D2.-77,D2.1,D2.2,D2.3,D2.4,D2.5,D3.-99,D3.-77,D3.1,D3.2,D3.3,D3.4,D4.-99,D4.-77,D4.1,D4.2,D4.3,D4.4,D5.-99,D5.-77,D5.1,D5.2,D5.3,D5.4,D6_1.-99,D6_1.-77,D6_1.1,D6_1.2,D6_2.-99,D6_2.-77,D6_2.1,D6_2.2,D6_3.-99,D6_3.-77,D6_3.1,D6_3.2,D7.-99,D7.-77,D7.1,D7.2,D8.-99,D8.1,D8.2,D9.-99,D9.-77,D9.1,D9.3,D9.4,D9.5,D9.7,D10.-99,D10.-77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3.-99,E3.-77,E3.1,E3.2,E3.4,E4.-99,E4.-77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2.-99,E2.-77,E2.1,E2.2,E2.3,E7.-99,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AGO,Angola,2021-01-03,2021-01-01,100,1,8762.769027004499,0,0,14,88,9986767.377409462,37,4,2,94,3,10,87,6,5,89,3,14,83,5,7,88,3,13,84,5,6,89,4,5,91,5,3,92,4,4,92,5,6,89,3,15,82,3,4,93,3,12,85,98,0,2,90,4,6,95,3,2,86,1,3,10,93,4,3,87,0,4,9,94,1,1,4,95,3,2,97,1,2,96,2,2,94,0,4,2,85,1,4,10,96,1,2,1,88,1,8,3,11,1,9,79,91,6,3,11,2,28,59,72,1,13,14,87,0,13,0,87,6,7,94,3,2,1,27,2,16,55,100,0,14,1,33,36,8,8,20,10,37,21,12,20,16,39,15,10,20,9,50,14,7,20,16,31,21,12,20,17,19,14,30,0,84,7,5,4,84,8,4,4,84,6,6,4,84,11,2,3,84,9,3,4,84,11,0,5,75,1,3,21,75,2,2,21,75,2,4,19,75,3,6,16,75,3,10,12,75,1,18,6,75,3,7,15,82,5,3,10,82,2,8,8,82,7,1,10,82,5,4,9,82,6,3,9,24,7,28,41,24,8,37,31,24,10,29,37,24,5,35,36,24,7,19,50,24,5,21,50,26,0,38,36,62,23,10,2,3,31,0,4,13,17,35,31,1,67,1,32,0,17,51,32,0,51,9,2,1,3,2,32,0,15,13,25,15,34,24,32,6,4,100,100,72,0,25,3,63,0,34,3,71,1,24,4,65,2,23,10,81,1,13,5,79,1,17,3,34,0,2,2,4,19,39,34,0,1,3,7,14,41,37,0,44,4,7,8,37,1,26,10,12,14,37,0,34,11,10,8,56,6,27,11,56,10,12,22,56,7,22,15,40,1,37,22,78,13,9,87,1,3,0,1,1,7,50,1,0,6,2,4,5,0,4,0,2,1,3,5,1,2,14,56,2,34,6,2,56,2,4,14,10,8,4,2,0,63,1,24,11,1,63,9,6,11,7,4,4.107142857142857,4.112665943645456,1.714285714285714,1.1126972805283737,12.71875,5.697958745986824,3.3428571428571434,2.2873418575082396
AGO,Angola,2021-01-04,2021-01-01,100,1,8762.769027004499,0,0,16,87,9637131.58550279,33,5,2,93,4,10,86,7,5,88,4,14,82,6,5,89,4,14,82,7,5,88,5,6,89,6,3,91,5,4,91,7,7,86,4,15,81,4,5,91,4,11,85,98,0,2,90,5,5,95,2,3,86,1,3,10,95,2,3,86,0,5,9,95,1,0,4,94,3,3,97,1,2,96,1,3,93,0,5,2,85,1,3,11,95,1,3,1,89,1,8,2,12,1,10,77,90,7,3,12,2,28,58,72,1,12,15,88,0,12,0,88,6,6,94,3,2,1,27,2,16,55,100,0,15,1,34,35,7,8,21,10,40,18,11,21,18,37,13,11,21,9,50,14,6,21,16,31,20,12,21,17,21,12,29,0,84,7,6,3,84,9,3,4,84,7,5,4,84,11,1,4,84,10,2,4,84,11,0,5,81,1,2,16,81,2,1,16,81,2,3,14,81,2,6,11,81,2,8,9,81,1,14,4,81,2,7,10,86,4,3,7,86,2,6,6,86,6,1,7,86,4,4,6,86,6,1,7,25,7,29,39,25,8,36,31,25,11,28,36,25,5,33,37,25,8,18,49,25,5,21,49,27,0,35,38,65,20,10,2,3,32,0,4,10,19,35,32,1,66,1,33,0,18,49,33,0,50,9,1,1,3,3,33,0,16,14,21,16,36,23,33,5,3,100,100,71,0,26,3,64,0,33,3,72,1,22,5,67,2,21,10,82,1,11,6,79,1,17,3,36,0,3,2,4,17,38,36,0,2,3,6,13,40,39,0,41,3,9,8,39,1,25,10,12,13,39,0,33,8,11,9,60,6,26,8,60,9,14,17,60,6,22,12,42,1,36,21,79,12,9,88,1,3,0,1,1,6,52,1,0,5,1,4,4,0,4,0,2,1,3,6,1,2,14,61,2,29,6,2,61,2,2,14,9,7,3,2,0,67,1,20,12,0,67,8,5,10,7,3,4.153846153846154,4.220827479936205,1.7500000000000002,1.0350983390135313,12.5,5.6796673044866965,3.1612903225806446,2.29632712817009
AGO,Angola,2021-01-13,2021-01-03,100,0,0,0,0,8,87,9996759.083346346,44,4,0,96,4,6,90,4,4,92,4,14,82,4,4,92,4,10,86,6,3,91,4,4,92,3,4,93,4,2,94,5,8,87,3,17,80,4,3,93,4,9,87,100,0,0,94,3,3,96,0,4,86,0,3,11,96,2,2,90,1,6,3,97,0,1,2,96,2,2,96,2,2,98,1,1,92,0,3,5,83,0,10,7,97,0,2,1,91,0,6,3,12,1,6,81,94,5,1,12,2,27,59,73,0,10,17,90,0,10,0,90,6,4,94,2,4,0,24,0,18,58,100,0,14,1,29,25,16,15,18,6,41,16,19,18,16,30,19,17,18,9,39,19,15,18,11,33,16,22,18,14,17,12,39,0,82,7,9,2,82,12,0,6,82,8,6,4,82,12,0,6,82,11,1,6,82,12,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,21,6,29,44,21,9,36,34,21,12,22,45,21,8,34,37,21,11,17,51,21,8,23,48,21,1,36,42,64,20,7,4,5,26,2,2,11,22,37,26,2,68,4,27,2,10,61,27,1,54,8,3,1,2,4,27,1,18,15,18,21,31,26,30,12,1,100,100,71,0,26,3,64,0,33,3,78,0,17,5,66,1,22,11,83,0,12,5,77,0,20,3,33,1,4,1,6,12,43,33,1,4,1,6,10,45,36,1,40,10,10,3,36,0,22,8,20,14,36,0,28,12,17,7,62,1,30,7,62,3,14,21,62,3,24,11,39,0,36,25,75,12,13,89,3,2,0,3,0,3,53,1,0,8,3,7,2,1,2,1,1,2,4,3,1,1,10,55,1,31,11,2,55,1,5,19,11,5,1,2,1,56,2,22,17,3,56,8,10,13,10,3,3.2344827586206897,3.6870696709745925,1.3333333333333333,0.5163977794943222,10.027027027027026,5.717839949989305,2.3658536585365852,1.8675665658949834
AGO,Angola,2021-01-14,2021-01-03,100,0,0,0,0,8,87,10085754.730456937,44,5,0,95,5,5,90,4,4,92,5,14,81,5,3,92,4,10,86,7,3,90,5,4,91,4,4,92,5,2,93,5,9,86,3,18,79,5,2,93,5,9,86,100,0,0,95,3,2,96,0,4,86,0,3,11,97,2,1,90,1,6,3,97,0,1,2,96,2,2,96,2,2,98,1,1,91,1,3,5,82,1,10,7,98,0,1,1,91,0,6,3,12,1,6,81,94,5,1,12,3,26,59,74,0,8,18,92,0,8,0,92,5,3,95,1,4,0,23,0,19,58,100,1,15,2,28,25,16,14,19,6,41,16,18,19,15,31,19,16,19,7,40,19,15,19,10,33,16,22,19,12,17,13,39,1,81,8,9,2,81,13,0,6,81,8,7,4,81,13,0,6,81,12,1,6,81,13,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,22,6,31,41,22,10,35,33,22,13,21,44,22,9,33,36,22,12,16,50,22,9,22,47,22,1,35,42,65,20,6,4,5,26,2,2,11,23,36,26,3,67,4,27,2,10,61,27,1,54,8,3,1,2,4,27,1,19,15,18,20,31,25,31,12,1,100,100,69,0,28,3,65,0,32,3,79,0,16,5,67,1,21,11,84,0,11,5,78,0,19,3,33,1,4,1,6,12,43,33,1,4,1,6,10,45,36,1,39,10,10,4,36,0,21,8,20,15,36,0,27,12,18,7,63,1,30,6,63,3,15,19,63,3,24,10,39,0,35,26,74,13,13,88,4,2,0,3,0,3,53,2,0,7,3,6,2,1,2,1,1,2,4,3,1,1,11,56,1,30,11,2,56,1,5,19,10,5,1,2,1,56,1,23,17,3,56,8,10,13,10,3,3.268965517241379,3.670062616075008,1.3333333333333333,0.5163977794943222,9.944444444444445,5.776526115950136,2.4047619047619047,1.8618051011346268
