ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
FRA,France,2021-01-01,2021-01-01,3139,6,77944.52667479178,4,50793.48638558037,254,2988,37730333.97655094,1970,16,16,3107,14,245,2880,16,55,3068,16,557,2566,11,577,2551,13,187,2939,16,178,2945,15,58,3066,19,87,3033,14,24,3101,13,85,3041,11,347,2781,17,97,3025,14,444,2681,3123,0,8,8,2894,8,77,160,3084,1,21,33,2582,9,162,386,2562,11,174,392,2952,6,75,106,2961,4,73,101,3081,0,22,36,3052,2,35,50,3115,0,14,10,3054,1,38,46,2792,7,112,228,3042,5,41,51,2695,14,177,253,143,8,146,2842,3003,1,64,71,177,39,1358,1565,1785,17,454,883,2685,22,428,4,2685,10,442,2,3129,1,9,695,36,238,2170,3139,0,0,0,0,0,229,9,778,831,739,553,321,158,507,1543,610,321,101,1183,1091,443,321,153,840,1240,585,321,141,840,1247,590,321,187,248,1106,1277,0,2910,41,18,170,2910,34,57,138,2910,44,24,161,2910,36,81,112,2910,42,20,167,2910,44,26,159,489,131,16,2503,489,138,23,2489,489,129,171,2350,489,132,67,2451,489,131,375,2144,489,128,455,2067,489,132,235,2283,2462,17,21,639,2462,22,19,636,2462,20,15,642,2462,16,45,616,2462,19,74,584,465,38,699,1937,465,18,1630,1026,465,34,772,1868,465,23,1495,1156,465,30,109,2535,465,33,261,2380,510,9,1305,1315,1834,1,901,271,74,58,530,13,22,191,939,1444,530,9,2589,11,563,21,235,2320,563,0,1929,451,94,36,9,57,563,9,793,830,615,329,573,28,663,1419,312,144,594,9,711,1793,32,641,22,645,1788,43,2451,5,597,86,1526,5,1574,34,2376,10,725,28,1661,7,646,825,3034,5,55,45,2886,3,234,16,668,20,23,83,392,517,1436,668,4,30,118,465,534,1320,710,21,781,999,447,181,710,2,130,217,423,1657,710,1,312,474,632,1010,2361,32,523,223,2361,140,87,551,2361,115,190,473,742,13,1088,1296,1843,2,469,825,2733,7,39,10,40,12,15,6,277,1663,1,39,144,61,127,20,79,184,132,0,57,108,144,37,69,274,1092,42,874,1105,6,20,1092,6,155,309,354,473,397,287,66,1149,72,775,561,582,1149,40,414,534,611,274,117,9.796093023255814,13.594857568914998,1.8524590163934427,1.2575203933252044,3.9143064633260716,2.266395073646513,2.646750524109015,1.6065397701790654
FRA,France,2021-01-02,2021-01-02,119,1,7871.1783200609,1,7871.1783200609,11,104,1593794.480701661,49,1,1,117,1,13,105,1,2,116,1,26,92,1,24,94,1,14,104,0,10,109,1,5,113,1,5,113,0,2,117,1,7,111,0,16,103,1,3,115,1,24,94,118,0,1,0,106,1,6,6,117,0,2,0,93,2,8,16,95,2,8,14,105,1,7,6,109,2,5,3,114,1,3,1,114,0,1,4,117,0,1,1,112,0,4,3,103,1,6,9,116,0,2,1,95,2,5,17,15,0,5,99,114,0,4,1,15,1,47,56,72,2,17,28,102,1,16,0,102,1,16,0,118,0,1,35,2,6,76,119,0,0,0,0,0,20,1,31,23,28,16,25,5,15,57,17,25,1,42,37,14,25,3,25,47,19,25,3,26,44,21,25,4,7,47,36,0,113,3,0,3,113,2,1,3,113,3,0,3,113,2,2,2,113,3,0,3,113,1,2,3,99,0,0,20,99,0,0,20,99,0,1,19,99,0,1,19,99,0,4,16,99,0,4,16,99,0,2,18,112,1,0,6,112,1,1,5,112,1,0,6,112,1,3,3,112,1,1,5,26,1,22,70,26,1,39,53,26,2,23,68,26,1,50,42,26,2,5,86,26,0,8,85,27,0,42,50,77,0,22,17,0,3,29,0,1,6,28,55,29,2,88,0,31,0,11,77,31,0,66,16,2,1,0,3,31,0,28,27,21,12,33,3,19,44,16,4,33,0,28,57,1,35,2,22,60,0,97,0,18,4,80,0,35,4,96,2,19,2,69,0,22,28,114,0,2,3,111,0,3,5,37,0,2,4,10,17,49,37,0,3,3,13,16,47,39,0,26,33,13,8,39,0,5,9,14,52,39,0,10,21,17,32,88,3,18,10,88,8,1,22,88,7,8,16,39,2,32,46,73,1,16,29,109,0,1,0,1,0,2,0,6,77,0,0,4,0,5,2,2,11,2,0,1,2,5,1,1,6,61,1,22,33,0,2,61,0,2,6,7,18,11,13,1,68,1,13,16,21,68,0,9,15,20,4,3,11.142857142857142,15.062893357603013,2.2,2.16794833886788,4.121212121212121,2.117746086018927,2.6666666666666665,1.506487154309419
FRA,France,2021-01-03,2021-01-03,4568,14,144131.59959254946,8,88186.1099463231,398,4360,41391433.43203182,3141,23,49,4496,17,393,4158,23,93,4452,15,916,3637,17,918,3633,20,361,4187,23,301,4244,17,119,4432,21,148,4399,23,42,4503,17,174,4377,22,556,3990,25,146,4397,23,825,3720,4519,1,23,25,4175,7,148,238,4475,4,35,54,3652,16,311,589,3650,16,308,594,4207,11,153,197,4267,10,124,167,4449,7,61,51,4420,5,71,72,4526,1,21,20,4394,5,81,88,4012,14,196,346,4422,6,67,73,3743,20,311,494,200,8,217,4143,4364,0,98,106,252,36,2102,2178,2470,27,700,1371,3868,17,677,6,3868,26,673,1,4542,3,23,1028,47,333,3160,4568,0,0,0,0,0,300,17,1133,1183,1064,871,414,179,739,2329,907,414,152,1749,1592,661,414,211,1236,1749,958,414,202,1206,1778,968,414,262,356,1552,1984,0,4247,64,28,229,4247,56,67,198,4247,65,31,225,4247,41,127,153,4247,65,24,232,4247,59,36,226,4568,0,0,0,4568,0,0,0,4568,0,0,0,4568,0,0,0,4568,0,0,0,4568,0,0,0,4568,0,0,0,4568,0,0,0,4568,0,0,0,4568,0,0,0,4568,0,0,0,4568,0,0,0,464,55,772,3277,464,25,2058,2021,464,59,1011,3034,464,40,2189,1875,464,49,200,3855,464,47,367,3690,519,10,1794,2245,2774,5,1312,341,78,58,551,16,50,317,1474,2160,551,13,3992,12,602,18,368,3580,602,4,2928,740,139,55,11,89,602,12,1099,1271,1141,443,625,44,943,2134,581,241,643,6,977,2870,72,712,31,875,2873,77,3804,10,657,97,2520,17,2000,31,3566,12,964,26,2394,13,909,1252,4372,6,93,97,4206,7,346,9,755,45,46,162,590,855,2115,755,13,53,189,750,824,1984,797,42,1163,1581,693,292,797,9,251,372,715,2424,797,9,562,801,879,1520,3217,58,933,360,3217,218,177,956,3217,174,345,832,849,15,1602,2102,2466,3,792,1307,3863,31,74,16,76,50,27,13,418,2273,5,61,205,67,221,29,135,307,193,0,103,142,207,79,86,455,1324,46,1327,1830,6,35,1324,4,295,602,612,702,563,390,76,1390,113,1231,932,902,1390,59,701,880,960,411,167,9.84020918070889,13.784197590430573,1.9619565217391304,1.3197401956035366,3.8666666666666667,2.2225501001707815,2.5605271828665574,1.4047043050913102
FRA,France,2021-01-04,2021-01-04,157,1,2734.99463131518,1,2734.99463131518,7,146,1549998.2066464256,53,1,2,154,2,13,142,2,4,151,2,25,130,1,30,126,2,7,148,2,5,150,2,4,151,2,4,151,2,2,153,2,4,151,1,14,142,2,4,151,2,36,119,155,0,2,0,144,1,6,6,153,0,1,3,132,0,8,17,127,0,15,15,150,1,5,1,152,1,2,2,153,0,3,1,153,0,1,3,155,0,2,0,153,1,2,1,143,0,8,6,153,0,2,2,121,1,17,18,11,0,6,140,154,0,2,1,18,4,70,65,88,1,26,42,131,1,25,0,131,2,24,0,155,1,1,50,2,10,95,157,0,0,0,0,0,26,0,39,33,30,29,31,7,20,67,32,31,6,49,47,24,31,6,33,54,33,31,9,32,51,34,31,8,15,55,48,0,148,1,1,7,148,2,3,4,148,2,1,6,148,1,4,4,148,2,1,6,148,2,2,5,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,157,0,0,0,35,2,31,89,35,1,54,67,35,1,23,98,35,1,67,54,35,1,6,115,35,1,12,109,38,1,47,71,110,0,39,6,0,2,41,4,0,14,42,56,41,5,111,0,48,0,13,96,48,0,84,17,4,1,1,2,48,0,37,36,25,11,50,4,27,62,12,2,54,1,33,66,3,59,1,21,73,3,126,1,26,4,103,1,52,1,134,1,22,0,90,2,30,35,151,1,2,3,145,0,12,0,59,2,1,4,16,17,58,59,0,3,4,17,16,58,63,2,36,31,17,8,63,0,8,7,19,60,63,0,20,14,15,45,124,2,27,4,124,2,6,25,124,1,12,20,65,0,33,59,98,0,19,40,140,0,1,0,3,1,2,1,9,108,0,3,7,2,3,0,1,7,5,0,3,6,1,1,3,7,98,2,27,30,0,0,98,0,5,8,7,15,9,15,0,103,3,20,16,15,103,3,7,14,13,10,7,8.264150943396226,10.661128067380375,1.5,0.7071067811865476,3.7500000000000004,2.2043081361221617,2.76,1.4922931265372108
FRA,France,2021-01-13,2021-01-13,4363,17,180239.9844650357,13,133816.11991017932,449,4110,41136820.54969532,2966,21,38,4304,21,379,3963,26,99,4238,19,1018,3326,22,852,3489,19,389,3955,24,267,4072,23,94,4246,27,130,4206,25,53,4285,26,170,4167,22,578,3763,27,176,4160,23,846,3494,4325,10,16,12,3984,15,148,216,4264,5,45,49,3345,20,358,640,3511,20,305,527,3974,9,168,212,4096,8,111,148,4269,1,46,47,4233,7,62,61,4310,6,38,9,4193,4,83,83,3785,14,188,376,4187,13,82,81,3517,19,346,481,244,9,241,3869,4130,0,102,131,281,40,1996,2046,2370,25,465,1503,3898,35,422,8,3898,14,447,4,4349,4,10,821,59,329,3154,311,22,48,3970,12,0,385,18,1388,1129,848,595,493,228,844,2123,675,493,170,1809,1364,527,493,247,1309,1589,725,493,226,1288,1626,730,493,308,382,1466,1714,0,4044,49,23,247,4044,41,90,188,4044,55,31,233,4044,38,105,176,4044,55,25,239,4044,53,36,230,4363,0,0,0,4363,0,0,0,4363,0,0,0,4363,0,0,0,4363,0,0,0,4363,0,0,0,4363,0,0,0,4363,0,0,0,4363,0,0,0,4363,0,0,0,4363,0,0,0,4363,0,0,0,498,51,1807,2007,498,18,2116,1731,498,49,923,2893,498,31,1709,2125,498,42,152,3671,498,43,402,3420,536,12,1586,2229,2777,1,1080,230,109,166,560,10,39,239,1332,2183,560,15,3777,11,607,22,551,3183,607,1,2907,636,81,45,10,76,607,9,1435,1010,801,501,626,42,974,1998,479,244,648,5,1001,2664,45,720,47,899,2635,62,2563,6,1656,138,2257,8,2074,24,3443,10,885,25,2663,16,946,738,4213,2,107,41,3962,1,388,12,754,31,39,169,638,890,1842,754,15,55,231,747,820,1741,818,31,1214,1488,595,217,818,11,244,383,783,2124,818,9,519,814,898,1305,3043,77,897,346,3043,236,153,931,3043,193,339,788,870,28,1764,1701,2662,10,416,1275,3973,7,61,3,44,31,35,4,205,2223,0,48,219,71,212,34,104,305,197,1,87,146,174,62,87,393,1306,45,1182,1795,6,29,1306,7,255,506,556,625,595,417,96,1364,119,1120,843,917,1364,61,699,832,930,339,138,10.622686025408349,14.22785989315518,1.9951219512195122,1.3339369747863115,3.757594936708861,2.1656347683354533,2.445118549511855,1.2954754322786899
FRA,France,2021-01-14,2021-01-14,143,1,17288.7897815238,0,0,18,128,1421911.9686788968,45,3,1,139,0,14,129,3,2,138,3,31,109,0,30,113,1,8,134,2,6,135,1,1,141,3,5,135,2,1,140,1,8,134,1,14,128,1,1,141,1,23,119,142,0,0,1,129,0,7,7,141,0,1,1,112,0,10,21,113,0,15,15,135,1,3,4,137,0,2,4,142,0,1,0,138,0,2,3,142,0,0,1,135,0,3,5,129,0,4,10,142,0,1,0,120,0,10,13,15,0,11,117,133,0,2,8,20,3,64,56,79,1,14,49,129,0,14,0,129,1,13,0,142,0,1,38,1,9,95,20,1,0,120,2,7,22,0,42,35,21,23,33,5,22,56,27,33,8,47,38,17,33,12,32,39,27,33,11,32,39,28,33,14,13,31,52,7,134,2,2,5,134,3,1,5,134,3,1,5,134,3,2,4,134,3,1,5,134,3,1,5,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,143,0,0,0,36,6,47,54,36,1,58,48,36,5,25,77,36,4,46,57,36,5,5,97,36,6,12,89,38,1,34,70,109,0,24,5,3,2,40,0,2,9,39,53,40,0,103,0,41,2,15,85,41,0,66,24,6,1,1,4,41,0,40,32,18,12,42,1,27,53,14,6,46,1,31,63,2,53,1,25,60,4,97,0,40,6,86,0,55,2,118,0,25,0,97,0,25,21,138,0,3,2,131,0,11,1,56,0,1,2,14,20,50,56,0,2,2,17,28,38,60,2,38,27,10,6,60,0,9,11,16,47,60,0,12,20,24,27,111,1,26,5,111,7,4,21,111,8,7,17,60,0,39,44,99,0,13,31,133,0,2,2,0,1,0,1,4,94,0,3,6,3,6,1,4,5,2,0,4,2,3,0,3,7,93,1,21,28,0,0,93,1,10,7,6,6,11,7,2,97,3,17,12,14,97,1,15,14,11,4,1,9.466666666666667,13.248670602263184,1.7777777777777777,1.092906420717,3.7647058823529407,1.8758242395118223,2.372093023255814,1.1343816401133953
