ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1..77,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2..77,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3..77,V5d_3.0,V5d_4..99,V5d_4..77,V5d_4.0,V5d_4.1,V5d_5..99,V5d_5..77,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6..77,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7..77,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8..77,V5d_8.0,V5d_8.1,V5d_9..99,V5d_9..77,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1.2,B13_2..99,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4.1,B13_4.2,B13_5..99,B13_5.1,B13_5.2,B13_6..99,B13_6.1,B13_6.2,B13_7..99,B13_7.2,B14_1..99,B14_1.1,B14_1.2,B14_2..99,B14_2.1,B14_2.2,B14_3..99,B14_3.1,B14_3.2,B14_4..99,B14_4.1,B14_4.2,B14_5..99,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
PRT,Portugal,2021-02-06,2021-02-06,1269,1,5272.69395873541,0,0,314,1231,5920921.198094965,858,5,4,1260,3,80,1186,4,19,1246,2,124,1143,5,136,1128,3,99,1167,5,45,1219,3,24,1242,4,28,1237,5,21,1243,4,49,1216,2,172,1095,4,36,1229,3,225,1041,1265,1,1,2,1189,0,16,64,1250,2,6,11,1145,4,32,88,1133,3,27,106,1170,4,36,59,1224,4,11,30,1245,3,10,11,1241,0,10,18,1248,0,13,8,1220,4,14,31,1097,5,39,128,1233,2,10,24,1044,4,85,136,33,5,146,1085,1128,1,37,103,49,7,577,636,693,9,153,414,1116,0,17,131,5,1116,0,27,126,0,1242,3,24,0,220,10,81,958,56,5,56,1151,1,1213,1,24,31,0,1244,0,2,23,0,116,2,678,323,91,59,151,97,335,557,129,1269,151,66,637,353,62,151,88,480,435,115,151,104,150,455,409,151,61,776,243,38,1210,0,33,26,1210,0,42,17,1210,0,58,1,1210,0,56,3,1210,0,37,22,1210,0,41,18,1210,0,59,0,1210,0,59,0,1210,0,49,10,0,1180,0,53,36,1180,0,72,17,1180,0,85,4,1180,0,84,5,1180,0,45,44,1180,0,39,50,1180,0,88,1,1180,0,89,0,1180,0,83,6,0,951,4,176,138,951,4,255,59,951,4,306,8,951,4,301,13,951,4,213,101,951,4,94,220,951,4,310,4,951,4,314,0,951,4,297,17,0,1269,0,0,0,1269,0,0,0,1269,0,0,1269,0,0,0,1269,0,0,0,1269,0,0,0,1269,0,0,0,1269,0,0,0,1269,0,0,0,0,1258,0,11,0,1258,0,9,2,1258,0,3,8,1258,0,4,7,1258,0,9,2,1258,0,10,1,1258,0,9,2,99,11,208,505,309,137,105,37,1015,112,105,37,1070,57,105,37,1080,47,105,37,1041,86,105,37,875,252,105,37,1113,14,105,37,1063,64,105,37,1073,54,105,37,956,171,105,37,558,569,771,6,24,468,406,4,264,595,0,0,0,1190,24,10,45,1190,27,9,43,1190,22,25,32,1190,27,10,42,1190,30,6,43,1190,28,6,45,1269,0,1269,0,1269,0,0,0,1269,0,0,1269,0,0,1269,0,0,1269,0,1269,0,0,1269,0,0,1269,0,0,1269,0,0,1269,0,0,112,44,351,762,112,19,743,395,112,63,75,1019,112,54,297,806,112,64,11,1082,112,56,55,1046,126,1,354,788,915,0,262,48,20,24,136,4,8,71,362,688,136,4,1126,3,143,9,210,907,143,1,993,58,4,4,2,64,143,1,358,272,233,262,148,11,584,460,47,19,1269,157,6,240,857,9,163,1,213,866,26,919,1,339,10,531,4,725,9,1194,0,74,1,973,2,234,60,1258,0,9,2,1214,1,54,0,169,0,7,56,207,266,564,169,1,11,65,186,318,519,177,8,599,388,71,26,177,1,115,196,302,478,177,1,195,327,310,259,751,35,413,70,751,141,122,255,751,108,210,200,187,6,535,541,728,1,255,285,1028,7,66,2,29,9,19,9,100,497,1,13,88,33,65,12,38,82,24,2,25,75,65,33,26,190,379,7,377,501,1,4,379,0,69,142,222,237,149,56,15,400,30,486,186,167,400,19,76,281,345,113,35,3.6612903225806455,3.471829780731286,2.4864864864864864,1.6396499896173233,10.32510885341074,3.470217056585908,2.4432367149758454,1.0954076533280233
PRT,Portugal,2021-02-07,2021-02-07,1334,0,0,0,0,274,1285,5981250.217480274,895,5,5,1324,6,92,1236,6,21,1307,6,140,1188,6,148,1180,7,92,1235,6,61,1267,6,26,1302,7,33,1294,6,14,1314,6,64,1264,6,172,1156,8,38,1288,8,221,1105,1329,0,1,4,1242,4,28,60,1313,0,5,16,1194,5,37,98,1186,5,33,110,1242,4,24,64,1273,5,21,35,1308,3,11,12,1301,1,17,15,1320,1,8,5,1270,3,22,39,1162,6,36,130,1296,1,14,23,1113,10,74,137,47,2,115,1170,1221,0,29,84,57,11,612,654,722,8,154,450,1180,0,25,129,0,1180,0,30,124,0,1304,4,25,1,230,13,88,1003,65,2,72,1193,2,1262,0,43,29,0,1292,0,0,41,1,140,4,690,336,121,43,159,116,330,566,163,1334,159,94,665,351,65,159,100,480,468,127,159,134,130,446,465,159,66,812,275,22,1292,0,25,17,1292,0,33,9,1292,0,35,7,1292,0,39,3,1292,0,29,13,1292,0,23,19,1292,0,41,1,1292,0,42,0,1292,0,38,4,0,1214,0,72,48,1214,0,91,29,1214,0,117,3,1214,0,114,6,1214,0,58,62,1214,0,46,74,1214,0,118,2,1214,0,120,0,1214,0,117,3,0,1002,3,184,145,1002,3,273,56,1002,3,325,4,1002,3,315,14,1002,3,221,108,1002,3,105,224,1002,3,319,10,1002,3,329,0,1002,3,311,18,0,1333,0,0,1,1333,0,1,0,1333,0,1,1333,0,1,0,1333,0,1,0,1333,0,1,0,1333,0,1,0,1333,0,1,0,1333,0,1,0,0,1320,0,13,1,1320,0,10,4,1320,0,4,10,1320,0,6,8,1320,0,10,4,1320,0,10,4,1320,0,13,1,96,14,238,532,340,114,104,51,1060,119,104,51,1134,45,104,51,1122,57,104,51,1089,90,104,51,913,266,104,51,1150,29,104,51,1128,51,104,51,1102,77,104,51,1001,178,104,51,589,590,812,6,21,495,428,5,262,639,0,0,0,1250,27,11,46,1250,22,20,42,1250,18,34,32,1250,28,7,49,1250,26,6,52,1250,26,12,46,1334,0,1334,0,1334,0,0,0,1334,0,0,1334,0,0,1334,0,0,1334,0,1334,0,0,1334,0,0,1334,0,0,1334,0,0,1334,0,0,107,45,277,905,107,19,761,447,107,58,62,1107,107,51,299,877,107,55,10,1162,107,51,56,1120,115,4,323,892,1011,1,263,34,11,14,125,3,9,85,400,712,125,8,1199,2,138,9,211,976,138,1,1045,63,6,3,2,76,138,2,385,276,240,293,152,12,688,415,49,18,1334,162,6,255,892,19,168,2,225,905,34,1060,5,263,6,577,4,751,2,1273,1,57,3,1038,5,209,82,1325,1,6,2,1280,3,47,4,175,3,12,54,227,304,559,175,2,11,67,224,319,536,188,12,649,388,63,34,188,3,112,206,357,468,188,1,228,318,344,255,792,35,421,86,792,151,101,290,792,121,200,221,200,6,558,570,764,0,262,308,1094,17,56,8,34,14,18,8,85,543,2,12,62,37,72,10,52,93,27,1,24,71,55,39,22,212,401,18,392,515,2,6,401,6,83,142,216,253,145,73,15,424,26,529,185,170,424,22,82,284,390,110,22,3.4384787472035794,3.366299003512544,2.6526315789473682,1.9061402521048363,10.325208913649025,3.533326830603004,2.3582263710618436,1.0985464611025566
PRT,Portugal,2021-02-08,2021-02-08,1234,3,22314.302916003886,2,6435.813329097389,211,1188,6003964.034276793,807,6,6,1222,7,78,1149,6,24,1204,5,130,1099,6,129,1099,3,106,1125,7,37,1190,8,33,1193,5,23,1206,6,20,1208,7,50,1177,5,150,1079,6,41,1187,6,228,1000,1228,0,4,2,1156,3,16,59,1210,2,8,14,1104,5,44,81,1105,3,26,100,1128,5,25,76,1197,1,8,28,1201,2,11,20,1211,1,10,12,1214,1,13,6,1184,3,15,32,1084,5,26,119,1193,3,14,24,1006,7,84,137,45,1,106,1082,1128,0,31,75,50,15,547,622,688,2,156,388,1078,0,32,120,4,1078,0,28,126,2,1206,1,26,1,225,14,78,917,58,7,36,1133,0,1198,0,21,15,0,1213,1,1,19,0,99,1,664,317,116,37,135,115,304,530,150,1234,135,96,618,337,48,135,103,453,430,113,135,121,127,432,419,135,73,761,243,22,1197,0,18,19,1197,0,26,11,1197,0,32,5,1197,0,34,3,1197,0,22,15,1197,0,19,18,1197,0,34,3,1197,0,37,0,1197,0,31,6,0,1119,0,70,45,1119,0,87,28,1119,0,107,8,1119,0,102,13,1119,0,62,53,1119,0,41,74,1119,0,115,0,1119,0,115,0,1119,0,101,14,0,920,2,183,129,920,2,251,61,920,2,308,4,920,2,292,20,920,2,216,96,920,2,99,213,920,2,302,10,920,2,311,1,920,2,293,19,0,1234,0,0,0,1234,0,0,0,1234,0,0,1234,0,0,0,1234,0,0,0,1234,0,0,0,1234,0,0,0,1234,0,0,0,1234,0,0,0,0,1217,0,16,1,1217,0,10,7,1217,0,7,10,1217,0,9,8,1217,0,14,3,1217,0,15,2,1217,0,14,3,102,7,206,516,287,116,108,40,990,96,108,40,1032,54,108,40,1039,47,108,40,1007,79,108,40,820,266,108,40,1062,24,108,40,1018,68,108,40,1023,63,108,40,916,170,108,40,540,546,770,4,27,433,419,3,253,559,0,0,0,1159,26,9,40,1159,28,9,38,1159,16,30,29,1159,29,6,40,1159,27,8,40,1159,25,11,39,1234,0,1234,0,1234,0,0,0,1234,0,0,1234,0,0,1234,0,0,1234,0,1234,0,0,1234,0,0,1234,0,0,1234,0,0,1234,0,0,114,42,250,828,114,20,657,443,114,50,58,1012,114,39,262,819,114,49,5,1066,114,50,45,1025,121,3,300,810,934,0,222,45,16,17,127,2,6,89,356,654,127,10,1093,4,140,6,185,903,140,1,935,64,9,10,3,72,140,1,372,275,256,190,145,15,572,440,48,14,1234,150,7,227,841,9,154,2,186,863,29,984,2,243,5,579,1,650,4,1176,3,53,2,973,3,191,67,1229,0,4,1,1189,0,43,2,163,3,9,44,211,286,518,163,2,11,52,220,285,501,170,8,571,404,60,21,170,2,116,178,329,439,170,4,206,330,313,211,703,31,434,66,703,140,107,284,703,107,213,211,186,4,432,612,622,3,285,324,974,10,82,8,34,9,16,8,93,544,1,6,81,39,63,9,30,71,17,0,25,57,48,30,18,195,391,13,362,466,0,2,391,3,72,137,192,202,132,89,16,410,31,468,182,143,410,21,65,268,341,94,35,3.6950354609929077,3.546461949120481,2.2093023255813953,1.439904237581893,10.078173374613003,3.7080056372062806,2.345136186770428,1.0664720700675998
PRT,Portugal,2021-02-09,2021-02-09,1305,2,10381.68456882667,0,0,247,1260,6129506.549311842,888,12,6,1287,12,101,1192,12,22,1271,9,137,1159,9,146,1150,11,86,1208,11,45,1249,13,29,1263,12,28,1265,14,17,1274,12,52,1241,9,169,1127,11,50,1244,11,246,1048,1299,0,2,4,1204,4,28,69,1283,3,5,14,1168,5,37,95,1159,8,25,113,1219,4,28,54,1260,5,14,26,1276,2,18,9,1277,1,12,15,1288,0,12,5,1253,1,23,28,1136,8,40,121,1255,3,22,25,1059,9,95,142,43,2,129,1131,1181,0,32,92,56,16,596,637,710,6,152,437,1153,0,29,121,2,1153,0,29,123,0,1276,2,27,0,232,15,96,962,63,4,63,1174,1,1242,2,29,32,0,1274,0,1,29,1,131,2,684,321,116,51,161,124,334,533,153,1305,161,86,670,332,56,161,104,471,449,120,161,122,142,441,439,161,68,796,254,26,1254,1,27,23,1254,1,40,10,1254,1,44,6,1254,1,47,3,1254,1,37,13,1254,1,27,23,1254,1,49,1,1254,1,50,0,1254,1,40,10,0,1190,0,65,50,1190,0,93,22,1190,0,109,6,1190,0,106,9,1190,0,62,53,1190,0,51,64,1190,0,115,0,1190,0,115,0,1190,0,103,12,0,989,3,190,123,989,3,240,73,989,3,309,4,989,3,298,15,989,3,221,92,989,3,96,217,989,3,298,15,989,3,313,0,989,3,296,17,0,1304,0,0,1,1304,0,0,1,1304,0,1,1304,0,1,0,1304,0,1,0,1304,0,1,0,1304,0,1,0,1304,0,1,0,1304,0,1,0,0,1289,0,15,1,1289,0,14,2,1289,0,8,8,1289,0,7,9,1289,0,15,1,1289,0,16,0,1289,0,10,6,112,11,219,487,345,131,118,52,1005,130,118,52,1092,43,118,52,1092,43,118,52,1044,91,118,52,896,239,118,52,1107,28,118,52,1077,58,118,52,1088,47,118,52,981,154,118,52,550,585,764,6,22,513,410,4,252,639,0,0,0,1210,27,13,55,1210,27,13,55,1210,24,21,50,1210,30,11,54,1210,33,5,57,1210,26,13,56,1305,0,1305,0,1305,0,0,0,1305,0,0,1305,0,0,1305,0,0,1305,0,1305,0,0,1305,0,0,1305,0,0,1305,0,0,1305,0,0,129,58,301,817,129,27,692,457,129,76,60,1040,129,70,264,842,129,78,5,1093,129,68,69,1039,133,4,349,819,956,1,269,37,21,21,138,8,8,71,385,695,138,10,1155,2,155,6,212,932,155,0,1021,59,4,5,3,58,155,3,349,298,269,231,167,15,601,460,44,18,1305,172,3,241,880,9,185,1,206,881,32,1004,1,290,10,614,4,682,5,1245,3,57,0,1042,3,181,79,1300,2,3,0,1236,3,66,0,194,2,11,32,222,278,566,194,3,14,58,209,315,512,210,1,588,404,72,30,210,5,111,210,353,416,210,0,213,364,310,208,729,33,453,90,729,154,102,320,729,128,192,256,218,6,505,576,729,0,260,316,1058,9,58,10,24,11,21,11,103,554,1,17,74,19,82,14,36,82,9,1,25,73,58,36,16,208,376,11,368,544,2,4,376,5,97,169,197,209,161,74,17,406,30,520,190,159,406,20,82,297,370,104,26,3.98962472406181,3.743088390562579,2.216494845360825,1.4377847842812403,10.264255910987483,3.4584262640848578,2.310507674144038,1.0626567367080781
PRT,Portugal,2021-02-10,2021-02-10,1189,2,7807.685500020611,0,0,257,1148,5899390.742294518,799,3,3,1183,4,73,1112,4,24,1161,5,125,1059,3,109,1077,2,78,1109,3,42,1144,4,17,1168,4,27,1158,4,11,1174,4,41,1144,4,158,1027,5,42,1142,5,217,967,1186,1,2,0,1116,5,19,49,1165,4,7,13,1064,6,35,84,1080,3,20,86,1111,6,24,48,1147,2,15,25,1172,0,9,8,1162,1,12,14,1178,2,6,3,1148,1,15,25,1031,6,41,111,1147,2,16,24,972,8,84,125,38,3,121,1027,1071,1,32,85,43,16,554,576,636,6,129,418,1060,0,21,107,1,1060,0,23,106,0,1167,6,16,0,195,9,81,904,53,3,37,1093,3,1153,0,19,17,0,1170,0,0,19,0,92,1,649,307,100,40,126,107,338,492,126,1189,126,89,609,300,65,126,102,459,377,125,126,124,144,387,408,126,59,733,243,28,1149,0,18,22,1149,0,26,14,1149,0,32,8,1149,0,36,4,1149,0,25,15,1149,0,24,16,1149,0,39,1,1149,0,38,2,1149,0,36,4,0,1090,0,57,42,1090,0,71,28,1090,0,90,9,1090,0,96,3,1090,0,50,49,1090,0,34,65,1090,0,97,2,1090,0,99,0,1090,0,93,6,0,884,1,170,134,884,1,243,61,884,1,302,2,884,1,292,12,884,1,209,95,884,1,98,206,884,1,295,9,884,1,304,0,884,1,287,17,0,1189,0,0,0,1189,0,0,0,1189,0,0,1189,0,0,0,1189,0,0,0,1189,0,0,0,1189,0,0,0,1189,0,0,0,1189,0,0,0,0,1171,0,17,1,1171,0,13,5,1171,0,13,5,1171,0,10,8,1171,0,15,3,1171,0,17,1,1171,0,11,7,93,7,197,473,289,130,96,44,949,100,96,44,995,54,96,44,1003,46,96,44,971,78,96,44,782,267,96,44,1015,34,96,44,991,58,96,44,980,69,96,44,910,139,96,44,526,523,717,4,16,452,385,4,234,566,0,0,0,1110,19,15,45,1110,19,12,48,1110,16,23,40,1110,21,4,54,1110,21,8,50,1110,21,10,48,1189,0,1189,0,1189,0,0,0,1189,0,0,1189,0,0,1189,0,0,1189,0,1189,0,0,1189,0,0,1189,0,0,1189,0,0,1189,0,0,103,42,294,750,103,18,674,394,103,58,66,962,103,49,261,776,103,55,5,1026,103,49,65,972,109,0,329,751,860,0,260,36,18,15,114,5,4,67,376,623,114,10,1063,2,126,12,199,852,126,0,949,52,8,6,1,47,126,0,362,271,241,189,131,17,554,428,40,19,1189,140,7,254,778,10,147,3,212,798,29,896,1,281,11,517,1,668,3,1123,1,61,4,928,2,196,63,1184,0,2,3,1124,0,62,3,154,3,8,34,178,250,562,154,1,5,58,195,250,526,163,15,534,379,63,35,163,2,114,184,307,419,163,1,203,302,276,244,688,29,410,62,688,142,99,260,688,106,189,206,173,4,432,580,609,0,273,307,936,11,52,3,29,17,16,12,113,506,0,20,51,27,57,14,27,57,14,1,21,71,48,39,20,216,350,13,350,473,2,1,350,2,70,154,190,178,131,87,27,378,35,442,191,143,378,24,77,270,323,90,27,3.641581632653061,3.2980239838307193,2.377551020408163,1.569787602170046,10.23690440060698,3.413861624754953,2.292046936114733,1.1163287732155827
