ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1.-77,B1_1.1,B1_1.2,B1_2.-77,B1_2.1,B1_2.2,B1_3.-77,B1_3.1,B1_3.2,B1_4.-77,B1_4.1,B1_4.2,B1_5.-77,B1_5.1,B1_5.2,B1_6.-77,B1_6.1,B1_6.2,B1_7.-77,B1_7.1,B1_7.2,B1_8.-77,B1_8.1,B1_8.2,B1_9.-77,B1_9.1,B1_9.2,B1_10.-77,B1_10.1,B1_10.2,B1_11.-77,B1_11.1,B1_11.2,B1_12.-77,B1_12.1,B1_12.2,B1_13.-77,B1_13.1,B1_13.2,B1_14.-77,B1_14.1,B1_14.2,B1b_x1.-99,B1b_x1.-77,B1b_x1.1,B1b_x1.2,B1b_x2.-99,B1b_x2.-77,B1b_x2.1,B1b_x2.2,B1b_x3.-99,B1b_x3.-77,B1b_x3.1,B1b_x3.2,B1b_x4.-99,B1b_x4.-77,B1b_x4.1,B1b_x4.2,B1b_x5.-99,B1b_x5.-77,B1b_x5.1,B1b_x5.2,B1b_x6.-99,B1b_x6.-77,B1b_x6.1,B1b_x6.2,B1b_x7.-99,B1b_x7.-77,B1b_x7.1,B1b_x7.2,B1b_x8.-99,B1b_x8.-77,B1b_x8.1,B1b_x8.2,B1b_x9.-99,B1b_x9.-77,B1b_x9.1,B1b_x9.2,B1b_x10.-99,B1b_x10.-77,B1b_x10.1,B1b_x10.2,B1b_x11.-99,B1b_x11.-77,B1b_x11.1,B1b_x11.2,B1b_x12.-99,B1b_x12.-77,B1b_x12.1,B1b_x12.2,B1b_x13.-99,B1b_x13.-77,B1b_x13.1,B1b_x13.2,B1b_x14.-99,B1b_x14.-77,B1b_x14.1,B1b_x14.2,B3.-99,B3.-77,B3.1,B3.2,B5.-99,B5.-77,B5.1,B5.2,B6.-99,B6.-77,B6.1,B6.2,B7.-99,B7.-77,B7.1,B7.2,B8.-99,B8.-77,B8.1,B8.2,B8.3,B9.-99,B9.-77,B9.1,B9.2,B9.3,B10.-99,B10.1,B10.2,B10.3,B11.-99,B11.-77,B11.1,B11.2,V1.-99,V1.-77,V1.1,V1.2,V1.3,V2.-99,V2.-77,V2.1,V2.2,V2.3,V2a.-99,V2a.-77,V2a.1,V2a.2,V2a.3,V3.-99,V3.-77,V3.1,V3.2,V3.3,V3.4,V4_1.-99,V4_1.-77,V4_1.1,V4_1.2,V4_1.3,V4_3.-99,V4_3.-77,V4_3.1,V4_3.2,V4_3.3,V4_4.-99,V4_4.-77,V4_4.1,V4_4.2,V4_4.3,V4_5.-99,V4_5.-77,V4_5.1,V4_5.2,V4_5.3,V4_6.-99,V4_6.-77,V4_6.1,V4_6.2,V4_6.3,V5a_1.-99,V5a_1.-77,V5a_1.0,V5a_1.1,V5a_2.-99,V5a_2.-77,V5a_2.0,V5a_2.1,V5a_3.-99,V5a_3.-77,V5a_3.0,V5a_3.1,V5a_4.-99,V5a_4.-77,V5a_4.0,V5a_4.1,V5a_5.-99,V5a_5.-77,V5a_5.0,V5a_5.1,V5a_6.-99,V5a_6.-77,V5a_6.0,V5a_6.1,V5a_7.-99,V5a_7.-77,V5a_7.0,V5a_7.1,V5a_8.-99,V5a_8.-77,V5a_8.0,V5a_8.1,V5a_9.-99,V5a_9.-77,V5a_9.0,V5a_9.1,V5a_10.-99,V5a_10.-77,V5a_10.0,V5a_10.1,V5b_1.-99,V5b_1.-77,V5b_1.0,V5b_1.1,V5b_2.-99,V5b_2.-77,V5b_2.0,V5b_2.1,V5b_3.-99,V5b_3.-77,V5b_3.0,V5b_3.1,V5b_4.-99,V5b_4.-77,V5b_4.0,V5b_4.1,V5b_5.-99,V5b_5.-77,V5b_5.0,V5b_5.1,V5b_6.-99,V5b_6.-77,V5b_6.0,V5b_6.1,V5b_7.-99,V5b_7.-77,V5b_7.0,V5b_7.1,V5b_8.-99,V5b_8.-77,V5b_8.0,V5b_8.1,V5b_9.-99,V5b_9.-77,V5b_9.0,V5b_9.1,V5b_10.-99,V5b_10.-77,V5b_10.0,V5b_10.1,V5c_1.-99,V5c_1.-77,V5c_1.0,V5c_1.1,V5c_2.-99,V5c_2.-77,V5c_2.0,V5c_2.1,V5c_3.-99,V5c_3.-77,V5c_3.0,V5c_3.1,V5c_4.-99,V5c_4.-77,V5c_4.0,V5c_4.1,V5c_5.-99,V5c_5.-77,V5c_5.0,V5c_5.1,V5c_6.-99,V5c_6.-77,V5c_6.0,V5c_6.1,V5c_7.-99,V5c_7.-77,V5c_7.0,V5c_7.1,V5c_8.-99,V5c_8.-77,V5c_8.0,V5c_8.1,V5c_9.-99,V5c_9.-77,V5c_9.0,V5c_9.1,V5c_10.-99,V5c_10.-77,V5c_10.0,V5c_10.1,V5d_1.-99,V5d_1.-77,V5d_1.0,V5d_1.1,V5d_2.-99,V5d_2.-77,V5d_2.0,V5d_2.1,V5d_3.-99,V5d_3.-77,V5d_3.0,V5d_3.1,V5d_4.-99,V5d_4.-77,V5d_4.0,V5d_4.1,V5d_5.-99,V5d_5.-77,V5d_5.0,V5d_5.1,V5d_6.-99,V5d_6.-77,V5d_6.0,V5d_6.1,V5d_7.-99,V5d_7.-77,V5d_7.0,V5d_7.1,V5d_8.-99,V5d_8.-77,V5d_8.0,V5d_8.1,V5d_9.-99,V5d_9.-77,V5d_9.0,V5d_9.1,V5d_10.-99,V5d_10.-77,V5d_10.0,V5d_10.1,V6_1.-99,V6_1.-77,V6_1.0,V6_1.1,V6_2.-99,V6_2.-77,V6_2.0,V6_2.1,V6_3.-99,V6_3.-77,V6_3.0,V6_3.1,V6_4.-99,V6_4.-77,V6_4.0,V6_4.1,V6_5.-99,V6_5.-77,V6_5.0,V6_5.1,V6_6.-99,V6_6.-77,V6_6.0,V6_6.1,V6_7.-99,V6_7.-77,V6_7.0,V6_7.1,V9.-99,V9.-77,V9.1,V9.2,V9.3,V9.4,V10_1.-99,V10_1.-77,V10_1.0,V10_1.1,V10_2.-99,V10_2.-77,V10_2.0,V10_2.1,V10_3.-99,V10_3.-77,V10_3.0,V10_3.1,V10_4.-99,V10_4.-77,V10_4.0,V10_4.1,V10_5.-99,V10_5.-77,V10_5.0,V10_5.1,V10_6.-99,V10_6.-77,V10_6.0,V10_6.1,V10_7.-99,V10_7.-77,V10_7.0,V10_7.1,V10_8.-99,V10_8.-77,V10_8.0,V10_8.1,V10_9.-99,V10_9.-77,V10_9.0,V10_9.1,V10_10.-99,V10_10.-77,V10_10.0,V10_10.1,V11.-99,V11.-77,V11.1,V11.2,V12.-99,V12.-77,V12.1,V12.2,V13.-99,V13.-77,V13.1,V13.2,V13.3,V13.4,V15.-99,V15.-77,V15.1,V15.2,V16.-99,V16.-77,V16.1,V16.2,B12_1.-99,B12_1.-77,B12_1.1,B12_1.2,B12_2.-99,B12_2.-77,B12_2.1,B12_2.2,B12_3.-99,B12_3.-77,B12_3.1,B12_3.2,B12_4.-99,B12_4.-77,B12_4.1,B12_4.2,B12_5.-99,B12_5.-77,B12_5.1,B12_5.2,B12_6.-99,B12_6.-77,B12_6.1,B12_6.2,B13_1.-99,B13_1.-77,B13_1.1,B13_1.2,B13_2.-99,B13_2.-77,B13_2.2,B13_3.-99,B13_3.-77,B13_3.1,B13_3.2,B13_4.-99,B13_4.-77,B13_4.1,B13_4.2,B13_5.-99,B13_5.-77,B13_5.1,B13_5.2,B13_6.-99,B13_6.-77,B13_6.1,B13_6.2,B13_7.-99,B13_7.-77,B13_7.1,B13_7.2,B14_1.-99,B14_1.1,B14_1.2,B14_2.-99,B14_2.1,B14_2.2,B14_3.-99,B14_3.1,B14_3.2,B14_4.-99,B14_4.1,B14_4.2,B14_5.-99,B14_5.1,B14_5.2,C0_1.-99,C0_1.-77,C0_1.1,C0_1.2,C0_2.-99,C0_2.-77,C0_2.1,C0_2.2,C0_3.-99,C0_3.-77,C0_3.1,C0_3.2,C0_4.-99,C0_4.-77,C0_4.1,C0_4.2,C0_5.-99,C0_5.-77,C0_5.1,C0_5.2,C0_6.-99,C0_6.-77,C0_6.1,C0_6.2,C1_m.-99,C1_m.-77,C1_m.1,C1_m.2,C2.-99,C2.-77,C2.1,C2.2,C2.3,C2.4,C7.-99,C7.-77,C7.1,C7.2,C7.3,C7.4,C8.-99,C8.-77,C8.1,C8.2,C3.-99,C3.-77,C3.1,C3.2,C5.-99,C5.-77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6.-99,C6.-77,C6.1,C6.2,C6.3,C6.4,C14.-99,C14.-77,C14.1,C14.2,C14.3,C14.4,C9a.-99,C9a.-77,C9a.1,C9a.2,C9a.3,C12.-99,C12.-77,C12.1,C12.2,C12.3,C13_1.-99,C13_1.-77,C13_1.1,C13_1.2,C13_2.-99,C13_2.-77,C13_2.1,C13_2.2,C13_3.-99,C13_3.-77,C13_3.1,C13_3.2,C13_4.-99,C13_4.-77,C13_4.1,C13_4.2,C13_5.-99,C13_5.-77,C13_5.1,C13_5.2,C13_6.-99,C13_6.-77,C13_6.1,C13_6.2,D1.-99,D1.-77,D1.1,D1.2,D1.3,D1.4,D1.5,D2.-99,D2.-77,D2.1,D2.2,D2.3,D2.4,D2.5,D3.-99,D3.-77,D3.1,D3.2,D3.3,D3.4,D4.-99,D4.-77,D4.1,D4.2,D4.3,D4.4,D5.-99,D5.-77,D5.1,D5.2,D5.3,D5.4,D6_1.-99,D6_1.-77,D6_1.1,D6_1.2,D6_2.-99,D6_2.-77,D6_2.1,D6_2.2,D6_3.-99,D6_3.-77,D6_3.1,D6_3.2,D7.-99,D7.-77,D7.1,D7.2,D8.-99,D8.-77,D8.1,D8.2,D9.-99,D9.-77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10.-99,D10.-77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3.-99,E3.-77,E3.1,E3.2,E3.3,E3.4,E4.-99,E4.-77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2.-99,E2.-77,E2.1,E2.2,E2.3,E7.-99,E7.-77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AND,Andorra,2021-03-08,2021-03-02,100,9,359731.8538618043,7,225752.77065563106,80,86,4886668.089114693,41,7,14,79,8,19,73,10,15,75,8,25,67,7,27,66,8,17,75,7,19,74,9,16,75,8,14,78,7,15,78,8,11,81,8,25,67,9,7,84,10,21,69,86,3,7,4,81,2,11,6,85,2,9,4,75,6,10,9,73,6,11,10,83,5,9,3,81,4,10,5,84,3,9,4,86,4,8,2,85,5,8,2,89,3,5,3,75,6,12,7,93,1,5,1,79,4,12,5,12,2,17,69,83,1,7,9,14,2,37,47,65,1,18,16,82,0,1,16,1,82,0,8,6,4,92,6,2,0,37,0,6,57,18,2,15,58,7,85,2,1,12,0,97,0,1,1,1,33,2,22,17,5,21,42,8,19,14,17,42,8,21,12,17,42,7,13,14,24,42,9,11,12,26,42,6,28,12,12,81,0,11,8,81,0,13,6,81,0,13,6,81,0,17,2,81,0,17,2,81,0,14,5,81,0,17,2,81,0,17,2,81,0,13,6,81,0,10,9,95,0,3,2,95,0,4,1,95,0,4,1,95,0,3,2,95,0,3,2,95,0,2,3,95,0,4,1,95,0,4,1,95,0,4,1,95,0,4,1,84,0,8,8,84,0,10,6,84,0,15,1,84,0,14,2,84,0,10,6,84,0,11,5,84,0,15,1,84,0,16,0,84,0,15,1,84,0,13,3,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,0,1,92,0,7,1,92,0,6,2,92,0,5,3,92,0,5,3,92,0,3,5,92,0,4,4,92,0,4,4,44,3,19,15,11,8,31,7,52,10,31,7,60,2,31,7,58,4,31,7,59,3,31,7,54,8,31,7,57,5,31,7,56,6,31,7,58,4,31,7,53,9,31,7,23,39,72,0,1,27,59,0,15,26,56,2,10,9,10,13,62,1,1,36,63,1,7,29,95,3,0,2,95,1,3,1,95,3,2,0,95,2,1,2,95,3,0,2,95,3,1,1,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,33,8,31,28,33,6,36,25,33,7,28,32,33,8,25,34,33,9,15,43,33,8,15,44,34,3,24,39,76,1,12,3,2,6,39,1,6,15,18,21,39,3,55,3,43,2,18,37,43,2,39,7,0,3,5,1,43,2,20,11,11,13,43,2,18,17,11,9,43,2,14,37,4,43,1,13,38,5,70,1,22,7,65,0,31,4,73,1,19,7,76,0,15,9,86,1,7,6,86,2,8,4,45,0,3,4,6,11,31,45,1,1,3,13,6,31,46,2,17,15,8,12,46,1,7,4,15,27,46,1,10,10,15,18,81,0,17,2,81,4,3,12,81,3,10,6,50,1,24,25,75,0,8,17,93,0,2,0,1,2,0,0,2,70,0,1,4,0,0,0,1,4,3,1,0,2,1,0,1,12,54,1,16,22,3,4,54,0,8,13,9,9,3,3,1,57,2,18,17,6,57,2,9,13,10,3,6,6.8157894736842115,9.616582702467635,5.2,5.8943071809040575,10.555555555555555,7.169157928015353,2.7948717948717947,2.041406728336939
AND,Andorra,2021-03-09,2021-03-02,100,9,359731.8538618043,7,225752.77065563106,63,87,4784107.823023338,39,8,14,78,9,21,70,13,12,75,9,24,67,8,27,65,10,19,71,8,18,74,10,15,75,9,13,78,8,15,77,10,10,80,9,24,67,10,7,83,11,22,67,86,3,7,4,79,2,12,7,88,2,7,3,76,6,9,9,73,6,11,10,81,5,10,4,82,4,9,5,85,3,8,4,87,4,7,2,85,5,8,2,90,3,4,3,76,6,11,7,93,2,4,1,78,5,12,5,11,2,17,70,83,2,6,9,13,3,36,48,66,1,18,15,82,0,2,15,1,82,0,8,6,4,92,6,2,0,37,0,6,57,17,2,13,59,9,87,2,1,10,0,97,0,1,1,1,30,2,22,14,7,25,40,10,16,14,20,40,10,20,10,20,40,9,13,11,27,40,10,12,9,29,40,6,27,13,14,77,0,14,9,77,0,16,7,77,0,16,7,77,0,20,3,77,0,21,2,77,0,19,4,77,0,21,2,77,0,21,2,77,0,16,7,77,0,11,12,93,0,4,3,93,0,5,2,93,0,5,2,93,0,5,2,93,0,4,3,93,0,2,5,93,0,6,1,93,0,6,1,93,0,6,1,93,0,6,1,87,0,7,6,87,0,8,5,87,0,12,1,87,0,11,2,87,0,7,6,87,0,9,4,87,0,12,1,87,0,13,0,87,0,12,1,87,0,9,4,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,0,1,90,0,9,1,90,0,7,3,90,0,6,4,90,0,7,3,90,0,4,6,90,0,6,4,90,0,6,4,42,3,25,13,8,9,33,6,52,9,33,6,59,2,33,6,58,3,33,6,58,3,33,6,52,9,33,6,56,5,33,6,56,5,33,6,58,3,33,6,51,10,33,6,21,40,74,0,1,25,61,0,15,24,57,2,11,9,8,13,65,1,1,33,66,1,6,27,95,3,0,2,95,1,3,1,95,3,2,0,95,2,1,2,95,3,0,2,95,3,1,1,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,35,8,32,25,35,6,38,21,35,7,29,29,35,8,23,34,35,9,14,42,35,8,14,43,35,3,26,36,74,1,14,3,2,6,39,1,6,14,19,21,39,3,55,3,43,2,19,36,43,2,39,6,1,2,6,1,43,2,20,11,12,12,43,2,16,17,12,10,43,2,12,39,4,43,2,11,39,5,68,2,22,8,62,1,31,6,71,2,20,7,77,0,14,9,86,2,6,6,86,2,8,4,46,0,3,4,7,11,29,46,1,1,3,13,6,30,47,3,17,13,7,13,47,1,6,5,16,25,47,1,11,11,15,15,80,0,17,3,80,5,1,14,80,4,8,8,52,1,20,27,73,0,9,18,92,0,3,0,1,2,0,0,2,73,0,1,4,0,0,0,1,4,2,1,0,1,1,0,1,11,55,1,17,20,3,4,55,0,8,13,8,10,3,3,0,59,2,17,17,5,59,2,9,11,11,3,5,7.307692307692308,9.77147795251661,4.285714285714286,3.6674990730127597,9.657142857142857,7.518380837664987,2.9444444444444446,2.1104426677757098
AND,Andorra,2021-03-10,2021-03-03,100,6,332403.85899420537,4,198424.77578803213,44,84,5447757.326774833,37,12,11,77,12,20,68,15,12,73,11,25,64,10,26,64,14,20,66,11,16,73,13,15,72,13,12,75,12,12,76,14,10,76,13,22,65,13,7,80,15,21,64,89,3,4,4,80,3,9,8,88,2,7,3,75,8,7,10,74,8,8,10,80,5,10,5,84,4,6,6,85,3,8,4,88,4,5,3,88,4,7,1,90,3,3,4,78,6,9,7,93,2,4,1,79,5,12,4,13,3,17,67,83,3,6,8,15,5,34,46,68,0,18,14,82,0,3,14,1,82,0,7,7,4,93,5,2,0,40,0,5,55,20,2,12,58,8,88,2,2,8,0,96,0,2,1,1,32,2,20,16,7,23,41,11,15,14,19,41,11,19,10,19,41,10,12,11,26,41,10,13,8,28,41,7,26,13,13,80,0,13,7,80,0,14,6,80,0,14,6,80,0,18,2,80,0,19,1,80,0,17,3,80,0,20,0,80,0,19,1,80,0,15,5,80,0,9,11,93,0,4,3,93,0,5,2,93,0,5,2,93,0,5,2,93,0,4,3,93,0,2,5,93,0,6,1,93,0,6,1,93,0,6,1,93,0,6,1,85,0,9,6,85,0,10,5,85,0,14,1,85,0,13,2,85,0,9,6,85,0,11,4,85,0,14,1,85,0,15,0,85,0,14,1,85,0,11,4,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,0,1,91,0,8,1,91,0,6,3,91,0,5,4,91,0,6,3,91,0,4,5,91,0,6,3,91,0,6,3,43,3,25,13,7,9,35,6,49,10,35,6,57,2,35,6,56,3,35,6,56,3,35,6,50,9,35,6,54,5,35,6,54,5,35,6,56,3,35,6,50,9,35,6,21,38,75,0,2,23,63,0,14,23,57,2,12,10,8,11,65,1,1,33,66,1,6,27,96,3,0,1,96,1,2,1,96,3,1,0,96,2,1,1,96,3,0,1,96,3,1,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,37,8,33,22,37,7,40,16,37,9,29,25,37,10,22,31,37,11,15,37,37,10,14,39,37,3,25,35,75,2,12,3,2,6,41,1,7,14,17,20,41,4,52,3,45,2,20,33,45,3,35,7,1,2,6,1,45,3,19,10,11,12,45,2,16,16,11,10,45,2,12,36,5,45,2,10,37,6,67,3,22,8,60,1,32,7,71,2,20,7,78,0,14,8,85,2,6,7,86,2,8,4,49,0,3,4,6,11,27,49,2,1,2,13,5,28,50,3,16,11,7,13,50,1,6,5,13,25,50,2,11,12,10,15,79,0,18,3,79,5,2,14,79,4,9,8,55,1,20,24,76,0,7,17,94,0,2,0,1,2,0,0,1,75,0,2,4,0,0,0,1,4,2,1,0,1,0,0,1,9,58,1,15,19,3,4,58,0,5,14,7,10,2,3,1,63,3,14,16,4,63,2,8,9,11,3,4,6.947368421052631,9.850085384239756,3.076923076923077,1.5525000516123695,10.5625,7.619743031819888,3.5000000000000004,2.9729967503210215
AND,Andorra,2021-03-11,2021-03-03,100,5,326440.80428019655,3,192461.7210740233,43,83,5578701.907601368,38,14,11,75,15,19,66,18,10,72,14,20,66,13,25,62,17,15,68,13,17,70,16,12,72,16,11,73,14,12,74,17,9,74,16,17,67,15,8,77,17,17,66,89,3,4,4,81,3,9,7,90,2,5,3,80,7,5,8,75,8,9,8,85,4,8,3,83,4,6,7,88,3,5,4,89,4,4,3,88,5,6,1,91,3,3,3,83,5,6,6,92,2,5,1,83,5,10,2,12,5,16,67,84,3,5,8,15,6,32,47,70,0,16,14,84,0,3,13,0,84,0,5,7,4,95,3,2,0,39,0,4,57,20,3,12,57,8,88,2,2,8,0,96,0,2,1,1,32,3,20,15,9,21,42,12,15,14,17,42,12,21,7,18,42,11,12,10,25,42,11,14,6,27,42,9,25,13,11,82,0,11,7,82,0,13,5,82,0,13,5,82,0,15,3,82,0,16,2,82,0,15,3,82,0,18,0,82,0,18,0,82,0,14,4,82,0,9,9,91,0,6,3,91,0,8,1,91,0,8,1,91,0,8,1,91,0,6,3,91,0,5,4,91,0,9,0,91,0,9,0,91,0,8,1,91,0,9,0,86,0,9,5,86,0,10,4,86,0,13,1,86,0,13,1,86,0,10,4,86,0,11,3,86,0,13,1,86,0,14,0,86,0,12,2,86,0,10,4,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,0,1,93,0,7,0,93,0,5,2,93,0,4,3,93,0,5,2,93,0,4,3,93,0,4,3,93,0,5,2,44,4,27,12,6,7,36,6,50,8,36,6,57,1,36,6,56,2,36,6,56,2,36,6,51,7,36,6,55,3,36,6,54,4,36,6,56,2,36,6,50,8,36,6,18,40,73,1,2,24,62,1,12,25,55,4,12,10,9,10,66,2,1,31,67,1,6,26,97,3,0,0,97,1,2,0,97,3,0,0,97,2,1,0,97,3,0,0,97,3,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,37,11,28,24,37,8,37,18,37,13,25,25,37,14,18,31,37,14,12,37,37,13,11,39,37,4,21,38,79,2,11,3,2,3,41,2,6,13,17,21,41,5,51,3,44,3,22,31,44,4,36,7,2,2,4,1,44,4,18,14,10,10,44,3,16,18,9,10,44,3,13,35,5,44,3,11,35,7,72,3,20,5,63,1,31,5,75,2,19,4,82,0,13,5,88,2,6,4,89,2,7,2,48,0,3,5,6,10,28,48,2,0,2,12,8,28,49,4,15,12,8,12,49,2,6,5,14,24,49,3,11,14,10,13,77,0,19,4,77,5,2,16,77,5,8,10,54,2,19,25,75,0,7,18,94,0,3,0,1,1,0,1,0,76,0,1,5,0,0,0,1,5,2,1,0,1,0,0,1,7,58,1,13,19,4,5,58,0,7,12,7,10,2,3,1,62,2,16,15,5,62,2,7,13,10,3,3,7.470588235294118,10.35794320906818,3.076923076923077,1.5525000516123695,10.40625,7.529980400951232,3.212121212121212,2.836784885191065
AND,Andorra,2021-03-12,2021-03-04,100,5,295561.47196723195,2,146324.4277720524,44,85,4794708.737116469,38,14,10,76,14,19,67,17,10,73,13,20,67,11,26,63,14,18,68,11,18,71,14,13,73,15,10,75,14,11,75,15,10,75,15,18,67,15,7,78,17,16,67,90,3,3,4,81,2,10,7,90,1,6,3,80,7,5,8,74,10,8,8,82,6,9,3,82,4,6,8,87,4,5,4,90,3,4,3,89,5,5,1,90,4,3,3,82,5,7,6,93,1,5,1,84,4,10,2,10,5,18,67,82,3,6,9,13,6,35,46,67,0,17,16,83,0,4,13,0,83,1,5,7,4,95,3,2,0,38,0,4,58,18,3,11,60,8,89,2,2,7,0,96,0,2,1,1,29,3,22,16,8,22,39,12,17,15,17,39,11,22,9,19,39,11,12,12,26,39,12,13,7,29,39,10,26,13,12,81,0,11,8,81,0,14,5,81,0,14,5,81,0,16,3,81,0,16,3,81,0,16,3,81,0,19,0,81,0,19,0,81,0,15,4,81,0,9,10,92,0,5,3,92,0,7,1,92,0,7,1,92,0,7,1,92,0,5,3,92,0,5,3,92,0,8,0,92,0,8,0,92,0,7,1,92,0,8,0,85,0,9,6,85,0,11,4,85,0,14,1,85,0,14,1,85,0,11,4,85,0,12,3,85,0,14,1,85,0,15,0,85,0,13,2,85,0,11,4,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,0,1,93,0,7,0,93,0,5,2,93,0,4,3,93,0,5,2,93,0,4,3,93,0,4,3,93,0,5,2,41,4,30,12,5,8,34,5,52,9,34,5,59,2,34,5,57,4,34,5,56,5,34,5,54,7,34,5,56,5,34,5,56,5,34,5,58,3,34,5,54,7,34,5,20,41,76,1,2,21,62,1,12,25,53,4,14,8,10,11,63,2,1,34,64,1,8,27,97,3,0,0,97,1,2,0,97,3,0,0,97,2,1,0,97,3,0,0,97,3,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,35,12,27,26,35,8,38,19,35,14,25,26,35,15,17,33,35,16,11,38,35,15,11,39,35,4,23,38,77,1,14,3,2,3,39,2,7,13,18,21,39,4,54,3,43,3,20,34,43,4,35,7,3,2,4,2,43,4,18,16,9,10,43,3,16,18,9,11,43,3,11,38,5,43,3,11,38,5,73,3,19,5,62,1,31,6,75,2,19,4,83,0,12,5,89,2,5,4,89,2,7,2,47,0,3,5,6,10,29,47,2,0,2,13,10,26,49,2,14,15,8,12,49,1,6,4,16,24,49,2,11,15,10,13,75,1,20,4,75,7,3,15,75,7,8,10,52,1,19,28,72,0,8,20,93,0,4,0,1,1,0,1,0,75,0,1,4,2,0,0,1,4,2,1,0,1,0,0,1,8,58,0,16,17,4,5,58,0,7,12,7,10,2,2,2,62,2,18,13,5,62,2,8,11,10,4,3,7.194444444444445,10.124424341856097,3,1.58113883008419,10.121212121212121,7.372913161352742,3.1818181818181817,2.811300249156801
