ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AU,AUS,Australia,2020-12-21,2020-12-21,1520,3,26406.65930152871,3,26406.65930152871,86,1481,15006865.856715057,1242,1,12,1507,1,125,1394,1,23,1496,1,267,1252,1,183,1336,2,217,1301,2,85,1433,1,20,1499,2,64,1454,1,7,1512,1,54,1465,2,223,1295,1,12,1507,1,139,1380,1508,0,5,7,1395,4,43,78,1498,2,7,13,1253,6,48,213,1338,7,51,124,1303,4,54,159,1435,4,46,35,1502,1,9,8,1456,1,33,30,1513,1,3,3,1467,2,24,27,1299,4,57,160,1508,0,10,2,1381,3,39,97,37,2,62,1419,1463,0,39,18,46,16,540,918,981,2,71,466,1449,0,62,9,1449,0,70,1,1520,0,0,0,139,15,44,1322,1520,0,0,0,0,0,62,2,608,509,228,111,870,18,187,384,61,870,26,307,287,30,870,28,286,267,69,870,24,286,284,56,870,32,88,331,199,0,1478,9,4,29,1478,6,7,29,1478,9,3,30,1478,8,17,17,1478,9,5,28,1478,9,7,26,1520,0,0,0,1520,0,0,0,1520,0,0,0,1520,0,0,0,1520,0,0,0,1520,0,0,0,1520,0,0,0,1520,0,0,0,1520,0,0,0,1520,0,0,0,1520,0,0,0,1520,0,0,0,106,6,546,862,106,2,1024,388,106,6,902,506,106,5,870,539,106,6,338,1070,106,9,188,1217,128,3,823,566,697,0,443,164,101,115,137,5,7,84,425,862,137,4,1374,5,152,21,307,1040,152,0,153,174,162,149,682,48,152,3,237,288,494,346,159,8,196,434,453,270,1520,1520,979,5,161,375,504,13,376,627,625,14,265,616,657,13,160,690,1187,4,78,251,1333,2,85,100,174,5,12,30,146,214,939,174,2,21,48,141,247,887,193,12,172,438,436,269,193,3,23,58,229,1014,193,1,81,229,341,675,1213,13,204,90,1213,30,52,225,1213,22,106,179,199,7,836,478,1042,2,146,330,1384,0,15,4,16,10,2,8,81,556,1,26,63,47,115,8,40,160,33,21,31,100,45,23,34,217,250,19,483,756,5,7,250,1,127,266,215,242,218,150,51,272,27,619,403,199,272,13,272,306,356,232,69,5.108420138888889,7.453885087053758,1.4230769230769231,0.8710181971974927,13.770391517128875,4.100782922965209,2.8684210526315788,1.4552155012502634
AU,AUS,Australia,2020-12-22,2020-12-22,1502,5,163452.58071384285,4,29461.52489067885,97,1458,15713724.821729923,1194,5,9,1488,4,110,1388,5,30,1467,5,283,1214,4,188,1310,2,212,1288,4,65,1433,5,31,1466,6,58,1438,5,12,1485,6,54,1442,4,214,1284,5,6,1491,5,136,1361,1493,1,5,3,1392,3,32,75,1472,1,11,18,1219,2,49,232,1314,3,49,136,1290,3,50,159,1437,1,31,33,1471,2,12,17,1444,0,21,37,1490,1,6,5,1448,0,20,34,1288,2,41,171,1496,1,2,3,1366,3,44,89,40,4,61,1397,1443,1,44,14,50,30,562,860,945,6,82,469,1420,0,78,4,1420,4,78,0,1498,2,2,0,178,17,36,1271,1502,0,0,0,0,0,76,2,640,468,226,90,110,24,417,838,113,110,25,742,548,77,110,21,679,540,152,110,19,664,561,148,110,31,212,713,436,0,1469,7,7,19,1469,10,2,21,1469,9,1,23,1469,6,12,15,1469,8,3,22,1469,10,1,22,1502,0,0,0,1502,0,0,0,1502,0,0,0,1502,0,0,0,1502,0,0,0,1502,0,0,0,1502,0,0,0,1502,0,0,0,1502,0,0,0,1502,0,0,0,1502,0,0,0,1502,0,0,0,138,6,525,833,138,4,1039,321,138,5,857,502,138,2,824,538,138,3,283,1078,138,4,184,1176,161,2,775,564,727,0,449,147,77,102,171,7,15,95,393,821,171,4,1321,6,193,12,289,1008,193,1,164,175,149,129,648,43,193,3,258,259,494,295,201,8,174,415,438,266,1502,1502,986,6,159,351,472,9,399,622,652,8,257,585,686,7,131,678,1224,3,53,222,1320,4,86,92,213,1,14,41,113,206,914,213,0,20,45,138,248,838,234,7,169,391,415,286,234,1,25,64,215,963,234,0,79,210,332,647,1215,10,193,84,1215,26,52,209,1215,24,97,166,242,3,762,495,1007,0,157,338,1354,2,23,7,20,8,8,10,70,601,1,17,54,40,109,12,59,137,32,15,33,95,45,26,37,189,279,22,482,707,2,10,279,4,142,256,212,202,234,126,47,295,29,626,371,181,295,10,258,345,335,196,63,5.299474605954466,7.779842356493984,1.5862068965517242,1.0435177140809473,13.649913344887347,4.144355819860115,2.860325621251071,1.4221456852729917
AU,AUS,Australia,2020-12-23,2020-12-23,1366,5,67489.57022810784,3,40015.87051722045,80,1318,15431085.170950793,1085,4,12,1350,4,124,1238,4,33,1329,4,269,1093,2,199,1165,3,201,1162,7,84,1275,3,26,1337,4,51,1311,3,12,1351,3,75,1288,6,219,1141,6,13,1347,6,117,1243,1354,0,6,6,1242,2,58,64,1333,2,7,24,1097,2,55,212,1167,3,52,144,1165,3,44,154,1282,2,34,48,1340,0,13,13,1315,0,19,32,1354,2,5,5,1291,0,34,41,1147,3,52,164,1353,1,5,7,1249,2,40,75,47,1,50,1268,1318,0,33,15,58,21,466,821,901,9,60,396,1306,1,55,4,1306,1,58,1,1365,1,0,0,151,13,35,1167,1366,0,0,0,0,0,71,4,619,405,181,86,102,21,370,757,116,102,27,646,512,79,102,31,569,541,123,102,32,552,559,121,102,43,156,681,384,0,1332,9,4,21,1332,9,7,18,1332,10,5,19,1332,6,10,18,1332,8,8,18,1332,5,10,19,1366,0,0,0,1366,0,0,0,1366,0,0,0,1366,0,0,0,1366,0,0,0,1366,0,0,0,1366,0,0,0,1366,0,0,0,1366,0,0,0,1366,0,0,0,1366,0,0,0,1366,0,0,0,120,6,463,777,120,1,983,262,120,4,839,403,120,7,764,475,120,7,270,969,120,7,157,1082,141,3,727,495,639,0,414,162,65,86,151,2,8,82,340,783,151,5,1206,4,177,19,248,922,177,1,158,145,169,92,587,37,177,4,214,255,424,292,181,11,166,401,403,204,1366,1366,904,8,128,326,389,13,384,580,532,12,272,550,605,9,142,610,1098,5,54,209,1212,1,76,77,188,5,10,39,105,179,840,188,1,22,54,112,242,747,206,10,132,357,392,269,206,1,23,42,170,924,206,0,73,186,311,590,1107,11,169,79,1107,37,34,188,1107,23,92,144,216,6,685,459,907,1,150,308,1228,3,29,3,15,3,2,12,71,547,2,19,44,45,100,12,39,128,32,14,41,98,44,20,27,154,249,25,451,632,7,2,249,2,120,221,191,216,191,137,39,264,28,566,341,167,264,10,247,297,319,179,50,5.358108108108108,7.64783758323115,1.6590909090909092,1.0102539818394234,14.014664143803216,3.9227293550009565,2.7822429906542054,1.3808331891914796
AU,AUS,Australia,2020-12-24,2020-12-24,1086,0,0,0,0,48,1059,14956752.3913205,856,3,2,1081,4,100,982,4,23,1059,4,215,867,4,161,921,4,155,927,4,61,1021,5,17,1064,4,42,1040,4,7,1075,4,37,1045,5,179,902,5,5,1076,5,87,994,1084,0,1,1,986,5,36,59,1063,1,4,18,871,5,48,162,925,4,40,117,931,4,30,121,1025,3,27,31,1069,1,8,8,1044,3,12,27,1079,0,5,2,1049,1,15,21,907,2,49,128,1081,1,2,2,999,3,28,56,25,2,28,1031,1058,0,19,9,32,11,412,631,675,6,56,349,1030,0,56,0,1030,1,55,0,1085,0,1,0,106,12,30,938,1086,0,0,0,0,0,47,1,535,299,137,67,74,19,327,576,90,74,15,524,409,64,74,27,468,401,116,74,19,473,418,102,74,30,173,496,313,0,1056,7,5,18,1056,8,6,16,1056,8,2,20,1056,6,13,11,1056,7,5,18,1056,8,2,20,1086,0,0,0,1086,0,0,0,1086,0,0,0,1086,0,0,0,1086,0,0,0,1086,0,0,0,1086,0,0,0,1086,0,0,0,1086,0,0,0,1086,0,0,0,1086,0,0,0,1086,0,0,0,92,4,377,613,92,1,805,188,92,7,676,311,92,6,679,309,92,5,244,745,92,9,139,846,102,5,652,327,434,0,320,169,81,82,112,6,11,49,288,620,112,3,966,5,132,11,183,760,132,2,137,109,125,90,466,25,132,2,170,188,314,280,139,9,128,344,294,172,1086,1086,709,9,112,256,283,9,292,502,412,7,192,475,409,6,117,554,843,2,55,186,948,2,71,65,154,5,9,20,92,147,659,154,1,13,30,93,192,603,172,9,88,316,298,203,172,0,12,32,136,734,172,0,38,130,261,485,924,7,107,48,924,12,28,122,924,7,56,99,185,2,570,329,757,1,113,215,981,2,16,9,10,5,3,8,52,414,1,22,37,35,73,13,31,94,29,12,27,74,32,13,29,150,209,9,388,470,5,5,209,1,90,181,168,166,130,109,32,221,20,458,260,127,221,9,158,243,263,142,50,5.609447004608295,8.031699791517665,1.6785714285714286,1.1564175661505611,14.065947242206235,4.221631953706458,2.919856459330143,1.4334040480618657
AU,AUS,Australia,2020-12-25,2020-12-25,1186,2,24897.9574193695,1,11874.9831143819,74,1148,15062548.229313456,920,6,3,1177,7,101,1078,7,29,1150,4,217,965,7,163,1016,8,158,1020,3,62,1121,5,24,1157,6,43,1137,5,13,1168,7,47,1132,3,180,1003,8,11,1167,7,95,1084,1183,0,2,1,1085,0,38,63,1157,0,11,18,969,0,49,168,1023,0,44,119,1028,0,31,127,1124,0,31,31,1162,0,10,14,1143,0,16,27,1173,0,4,9,1139,0,16,31,1006,0,45,135,1175,0,5,6,1091,0,34,61,37,1,39,1109,1148,0,27,11,43,20,434,689,753,3,66,364,1120,1,64,1,1120,2,64,0,1184,1,1,0,134,12,23,1017,1186,0,0,0,0,0,59,3,517,368,152,87,88,18,322,657,101,88,26,546,452,74,88,27,488,440,143,88,30,491,459,118,88,36,166,566,330,0,1164,3,5,14,1164,3,4,15,1164,5,0,17,1164,4,4,14,1164,5,0,17,1164,4,4,14,1186,0,0,0,1186,0,0,0,1186,0,0,0,1186,0,0,0,1186,0,0,0,1186,0,0,0,1186,0,0,0,1186,0,0,0,1186,0,0,0,1186,0,0,0,1186,0,0,0,1186,0,0,0,108,6,272,800,108,7,658,413,108,10,529,539,108,5,810,263,108,6,236,836,108,5,117,956,129,6,774,277,412,0,298,224,163,89,140,7,10,62,292,675,140,11,1030,5,159,15,183,829,159,6,151,141,108,88,498,35,159,8,148,261,372,238,162,10,131,342,331,210,1186,1186,920,2,70,194,537,3,254,392,664,5,153,364,385,5,129,667,952,3,46,185,1072,1,64,49,175,7,10,21,92,148,733,175,6,5,38,94,183,685,193,16,120,291,333,233,193,6,14,46,128,799,193,4,56,145,242,546,988,6,127,65,988,25,24,149,988,20,51,127,200,10,594,382,804,0,141,241,1056,5,24,6,14,4,7,3,67,468,2,19,41,27,79,11,39,110,28,18,26,75,42,22,25,154,242,16,377,539,3,9,242,5,80,170,169,181,181,117,41,260,21,483,282,140,260,8,176,234,289,169,50,5.476190476190475,8.039927220297136,2.0294117647058822,1.4456893944799978,13.79010989010989,3.956989747863716,2.9988876529477198,1.547682687495259
AU,AUS,Australia,2020-12-26,2020-12-26,1466,1,5237.72529238552,0,0,96,1422,14768196.487931348,1153,3,6,1457,2,105,1359,3,26,1437,3,262,1201,4,204,1258,4,195,1267,2,75,1389,3,24,1439,5,74,1387,2,13,1451,5,47,1414,4,228,1234,4,12,1450,4,125,1337,1460,0,3,3,1361,2,33,70,1440,2,2,22,1204,7,53,202,1262,6,51,147,1271,4,29,162,1391,2,32,41,1442,1,8,15,1392,1,29,44,1453,2,5,6,1419,0,16,31,1238,5,39,184,1454,0,2,10,1341,5,36,84,43,1,54,1368,1413,0,37,16,53,19,534,860,933,3,78,452,1388,0,78,0,1388,3,75,0,1463,1,2,0,156,23,29,1258,1466,0,0,0,0,0,76,2,671,441,182,94,99,20,425,797,125,99,28,730,524,85,99,31,664,521,151,99,23,661,541,142,99,29,215,717,406,0,1438,4,5,19,1438,5,6,17,1438,7,2,19,1438,5,13,10,1438,7,3,18,1438,7,1,20,1466,0,0,0,1466,0,0,0,1466,0,0,0,1466,0,0,0,1466,0,0,0,1466,0,0,0,1466,0,0,0,1466,0,0,0,1466,0,0,0,1466,0,0,0,1466,0,0,0,1466,0,0,0,126,7,347,986,126,6,868,466,126,7,736,597,126,4,953,383,126,7,312,1021,126,6,139,1195,155,2,873,436,593,0,396,233,153,91,164,1,13,80,391,817,164,4,1293,5,190,12,223,1041,190,0,168,158,146,106,659,39,190,1,166,323,528,258,195,7,154,425,455,230,1466,1466,1124,8,101,233,607,12,291,556,739,8,216,503,523,12,144,787,1156,3,54,253,1332,3,64,67,213,6,15,22,114,177,919,213,1,15,38,113,238,848,233,10,128,413,410,272,233,1,15,63,177,977,233,2,64,204,334,629,1198,10,176,82,1198,30,38,200,1198,24,98,146,241,5,727,493,973,1,203,289,1280,6,34,6,16,11,5,9,99,560,1,22,59,42,97,11,33,164,28,15,38,78,47,29,29,213,286,13,424,732,2,9,286,0,147,242,214,196,201,152,28,304,37,570,383,172,304,10,241,301,337,212,61,4.87622144112478,7.103579355411184,1.7692307692307694,1.0957204562525868,13.917259786476869,3.924862545606877,2.960502692998205,1.523774489831014
AU,AUS,Australia,2020-12-27,2020-12-27,1627,2,32471.974522753102,2,32471.974522753102,93,1579,15293666.440614438,1293,6,7,1614,5,130,1492,7,39,1581,5,320,1302,5,240,1382,6,224,1397,7,97,1523,8,34,1585,5,66,1556,7,14,1606,7,61,1559,6,251,1370,7,14,1606,6,131,1490,1620,0,5,2,1497,1,53,76,1588,3,9,27,1307,3,64,253,1387,2,61,177,1403,2,45,177,1530,1,43,53,1593,2,18,14,1561,0,22,44,1613,3,4,7,1566,1,24,36,1376,3,51,197,1613,1,7,6,1496,2,41,88,47,1,58,1521,1570,1,42,14,55,17,556,999,1071,2,78,476,1549,1,76,1,1549,1,75,2,1626,0,1,0,155,14,29,1429,1627,0,0,0,0,0,79,0,704,517,224,103,113,29,465,873,147,113,37,810,563,104,113,39,694,614,167,113,32,696,635,151,113,47,206,810,451,0,1599,5,3,20,1599,5,4,19,1599,6,4,18,1599,6,7,15,1599,7,2,19,1599,7,3,18,1627,0,0,0,1627,0,0,0,1627,0,0,0,1627,0,0,0,1627,0,0,0,1627,0,0,0,1627,0,0,0,1627,0,0,0,1627,0,0,0,1627,0,0,0,1627,0,0,0,1627,0,0,0,141,10,364,1112,141,10,971,505,141,8,839,639,141,7,940,539,141,8,315,1163,141,10,145,1331,158,3,906,560,721,0,472,217,118,99,173,9,15,97,451,882,173,9,1438,7,199,15,216,1197,199,1,192,195,151,117,717,55,199,2,212,330,592,292,206,7,163,490,497,264,1627,1627,1267,4,106,250,663,10,360,594,793,9,257,568,694,8,113,812,1318,2,57,250,1483,4,67,73,215,6,8,36,109,192,1061,215,1,16,60,120,270,945,232,11,142,449,481,312,232,2,27,65,186,1115,232,1,80,210,397,707,1341,12,192,82,1341,34,32,220,1341,28,88,170,251,6,752,618,1009,3,255,360,1391,4,35,13,27,10,7,11,129,644,1,36,59,42,113,18,57,167,34,17,39,84,53,24,33,206,297,16,495,801,7,11,297,4,139,276,215,226,253,162,55,316,35,653,397,226,316,14,271,351,394,214,67,5.583333333333333,8.114627413530048,1.641509433962264,1.0018125807877807,13.725870253164555,3.9644864540812144,2.9054373522458627,1.4935857817997082
AU,AUS,Australia,2020-12-28,2020-12-27,100,0,0,0,0,3,85,1077676.7138770216,41,1,0,99,0,9,91,1,1,98,1,17,82,0,10,90,1,12,87,1,5,94,1,0,99,1,2,97,1,1,98,1,4,95,1,13,86,1,2,97,1,9,90,100,0,0,0,91,0,3,6,99,0,1,0,83,0,6,11,90,0,2,8,88,0,3,9,95,0,1,4,100,0,0,0,98,0,2,0,99,0,0,1,96,0,2,2,87,0,5,8,98,0,1,1,91,0,6,3,14,1,2,83,98,0,1,1,16,3,30,51,70,2,5,23,95,1,4,0,95,0,5,0,100,0,0,0,27,2,2,69,100,0,0,0,0,0,19,2,39,28,5,7,23,3,28,39,7,23,5,38,30,4,23,7,31,30,9,23,3,34,29,11,23,5,15,35,22,0,98,0,1,1,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,29,1,16,54,29,0,51,20,29,1,43,27,29,0,43,28,29,1,14,56,29,1,11,59,33,0,38,29,62,0,23,9,2,4,34,0,1,1,21,43,34,0,66,0,39,0,8,53,39,0,12,6,5,9,24,5,39,0,6,14,30,11,39,0,8,24,20,9,100,100,85,1,4,10,51,2,21,26,59,1,19,21,59,1,5,35,87,0,1,12,90,1,5,4,41,1,0,1,3,11,43,41,1,1,3,4,13,37,42,4,6,17,18,13,42,1,1,6,13,37,42,1,6,10,14,27,84,0,10,6,84,0,2,14,84,0,6,10,44,0,26,30,70,0,9,21,94,0,3,0,0,0,0,0,3,69,0,1,2,1,5,0,1,4,4,0,1,2,2,0,1,7,55,0,23,20,1,1,55,0,7,8,7,7,10,6,0,59,1,21,13,6,59,0,7,12,11,10,1,4.428571428571429,6.396923863907943,1.5,0.7071067811865476,12.897727272727275,4.697326732889461,2.975,1.5768761719102935
AU,AUS,Australia,2020-12-30,2020-12-30,1658,4,88763.41334598704,2,19662.51379184353,90,1617,16449973.058719298,1363,6,9,1643,2,139,1517,7,40,1611,3,276,1379,3,250,1405,8,227,1423,5,79,1574,6,25,1627,6,59,1593,5,10,1643,7,68,1583,4,249,1405,4,9,1645,5,147,1506,1649,1,6,2,1519,3,46,90,1618,1,12,27,1382,7,60,209,1408,3,68,179,1431,5,46,176,1579,4,43,32,1633,1,7,17,1599,3,26,30,1648,0,4,6,1590,3,33,32,1409,6,52,191,1649,0,5,4,1511,4,33,110,40,1,58,1559,1602,0,38,18,56,22,626,954,1033,8,85,532,1573,0,83,2,1573,2,83,0,1656,1,1,0,177,23,32,1426,1658,0,0,0,0,0,78,4,741,507,214,114,112,22,471,902,151,112,28,783,624,111,112,36,718,605,187,112,37,703,638,168,112,42,203,808,493,0,1627,7,5,19,1627,5,6,20,1627,6,4,21,1627,4,11,16,1627,7,5,19,1627,7,2,22,1658,0,0,0,1658,0,0,0,1658,0,0,0,1658,0,0,0,1658,0,0,0,1658,0,0,0,1658,0,0,0,1658,0,0,0,1658,0,0,0,1658,0,0,0,1658,0,0,0,1658,0,0,0,131,10,466,1051,131,8,1151,368,131,7,995,525,131,8,903,616,131,12,321,1194,131,11,184,1332,142,1,869,646,789,1,518,168,91,91,154,2,23,91,426,962,154,7,1490,7,179,15,235,1229,179,1,210,202,166,123,730,47,179,2,270,337,558,312,185,15,176,540,461,281,1658,1658,1195,5,146,312,512,9,427,710,668,8,293,689,757,6,145,750,1338,5,58,257,1477,0,79,102,195,2,12,32,134,207,1076,195,2,15,57,153,249,987,212,13,180,457,511,285,212,3,29,71,204,1139,212,2,97,239,370,738,1327,10,236,85,1327,32,56,243,1327,26,131,174,225,8,748,677,981,1,295,381,1384,8,38,16,24,9,6,14,159,642,1,24,71,46,115,11,60,159,35,21,48,93,47,25,43,217,273,16,531,822,5,11,273,3,144,285,260,241,239,163,50,287,47,654,480,190,287,7,278,391,375,256,64,5.331987075928917,7.311385218419998,1.6153846153846154,0.7959171834405434,13.959786747905559,3.8835288457731707,2.8713096139288417,1.4470771571563015
AU,AUS,Australia,2020-12-31,2020-12-31,1516,5,46091.23432832814,4,33632.156910011734,74,1461,16738348.496181546,1149,0,12,1504,4,119,1393,3,26,1487,4,270,1242,5,211,1300,1,189,1326,3,75,1438,1,30,1485,4,53,1459,3,13,1500,2,48,1466,4,228,1284,3,13,1500,2,127,1387,1504,0,6,6,1397,6,37,76,1490,2,13,11,1246,4,55,211,1305,7,45,159,1327,6,35,148,1441,1,31,43,1486,1,15,14,1463,1,11,41,1503,0,7,6,1468,4,13,31,1288,3,52,173,1503,2,2,9,1389,3,41,83,52,3,42,1419,1476,0,27,13,57,16,551,892,967,10,70,469,1446,0,68,2,1446,1,69,0,1515,0,1,0,163,18,28,1307,1516,0,0,0,0,0,90,1,699,449,188,89,124,29,438,804,121,124,37,707,563,85,124,45,630,562,155,124,42,631,575,144,124,50,208,732,402,0,1491,9,3,13,1491,8,3,14,1491,9,2,14,1491,6,7,12,1491,9,3,13,1491,9,1,15,1481,0,0,35,1481,1,0,34,1481,1,1,33,1481,1,0,34,1481,2,2,31,1481,1,5,29,1481,1,1,33,1511,0,0,5,1511,0,0,5,1511,0,0,5,1511,0,1,4,1511,0,0,5,147,11,417,941,147,5,1017,347,147,7,846,516,147,7,863,499,147,7,347,1015,147,9,155,1205,180,0,816,520,700,0,429,193,104,90,192,0,13,85,370,856,192,3,1316,5,216,7,199,1094,216,2,176,160,136,118,665,43,216,4,237,310,486,263,225,17,155,449,430,240,1516,1516,1110,6,112,288,516,8,344,648,685,6,219,606,667,6,124,719,1178,4,62,272,1370,5,66,75,246,5,13,27,113,171,941,246,2,16,47,116,208,881,261,6,150,434,405,260,261,3,15,62,169,1006,261,1,85,178,303,688,1256,17,172,71,1256,23,51,186,1256,17,94,149,274,6,622,614,902,2,275,337,1272,4,36,13,21,8,3,9,150,653,0,28,44,43,92,13,35,141,32,20,37,75,53,19,27,204,331,18,461,692,8,6,331,2,117,214,194,221,226,150,61,352,19,585,339,221,352,11,248,305,378,178,44,5.50091407678245,7.802360582847018,1.8157894736842106,1.2048385146452982,14.07845744680851,4.015697516593035,2.7497812773403325,1.405654531935846
