ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1..77,V5d_1.0,V5d_2..99,V5d_2..77,V5d_2.0,V5d_3..99,V5d_3..77,V5d_3.0,V5d_4..99,V5d_4..77,V5d_4.0,V5d_5..99,V5d_5..77,V5d_5.0,V5d_6..99,V5d_6..77,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7..77,V5d_7.0,V5d_8..99,V5d_8..77,V5d_8.0,V5d_9..99,V5d_9..77,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.2,B14_1..99,B14_1.2,B14_2..99,B14_2.2,B14_3..99,B14_3.1,B14_3.2,B14_4..99,B14_4.2,B14_5..99,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CH,CHE,Switzerland,2021-02-06,2021-02-06,556,2,14629.377172246008,2,14629.377172246008,79,545,5449993.319524984,477,1,2,553,1,47,508,1,13,542,1,137,418,0,78,478,1,53,502,1,32,523,1,16,539,2,17,537,1,8,547,1,22,533,1,67,488,1,9,546,1,64,491,554,0,2,0,509,2,19,26,543,0,6,7,419,1,47,89,478,3,17,58,503,1,17,35,524,2,14,16,540,0,8,8,539,1,5,11,548,0,4,4,534,0,12,10,489,2,24,41,547,0,2,7,492,1,29,34,10,1,45,500,512,0,20,24,12,6,242,296,314,1,51,190,505,6,43,2,505,11,33,7,545,2,9,0,71,10,16,459,15,0,46,493,2,510,0,37,9,0,519,0,1,36,0,61,0,207,123,95,70,72,22,113,272,77,556,72,20,153,218,93,72,24,164,223,73,72,21,44,216,203,72,13,230,191,50,487,0,28,41,487,0,46,23,487,0,45,24,487,0,57,12,487,0,41,28,487,0,52,17,487,0,66,3,487,0,68,1,487,0,58,11,0,461,0,47,48,461,0,66,29,461,0,75,20,461,0,85,10,461,0,40,55,461,0,41,54,461,0,94,1,461,0,94,1,461,0,89,6,0,435,2,63,56,435,2,88,31,435,2,107,12,435,2,112,7,435,2,73,46,435,2,47,72,435,2,113,6,435,2,118,1,435,2,112,7,0,556,0,0,556,0,0,556,0,0,556,0,0,556,0,0,556,0,0,0,556,0,0,556,0,0,556,0,0,0,0,502,1,40,13,502,1,40,13,502,1,19,34,502,1,41,12,502,1,39,14,502,1,37,16,502,1,48,5,28,4,86,125,200,113,30,23,441,62,30,23,485,18,30,23,478,25,30,23,465,38,30,23,399,104,30,23,491,12,30,23,476,27,30,23,471,32,30,23,435,68,30,23,236,267,303,0,5,248,78,0,132,346,0,0,0,541,1,5,9,541,1,2,12,541,2,0,13,541,2,2,11,541,2,1,12,541,2,2,11,556,0,0,556,0,0,0,556,0,0,556,0,0,0,556,0,0,0,556,0,0,0,556,0,0,556,0,556,0,556,0,0,556,0,556,0,0,32,13,194,317,32,5,372,147,32,17,94,413,32,11,279,234,32,12,19,493,32,10,144,370,36,0,245,275,311,4,186,30,11,14,39,2,2,34,205,274,39,4,511,2,43,5,88,420,43,0,315,145,26,15,3,9,43,1,125,122,163,102,44,3,119,271,79,40,556,47,1,139,369,0,48,1,117,386,4,363,1,167,25,185,3,365,3,462,1,93,0,279,3,130,144,537,1,13,5,412,0,142,2,49,2,3,13,63,88,338,49,1,7,19,83,113,284,55,9,96,221,130,45,55,1,10,18,64,408,55,0,38,87,121,255,431,7,92,26,431,25,31,69,431,27,49,49,57,2,301,196,360,0,42,154,514,0,5,2,6,0,2,1,26,213,0,4,33,18,32,3,27,60,16,0,14,26,27,10,14,59,69,4,228,252,2,1,69,1,18,76,95,109,110,62,16,78,7,147,131,193,78,2,156,133,117,38,32,6.355102040816327,7.523217103328023,1.894736842105263,1.2474725514872391,12.600961538461538,5.3104261203071115,2.3036876355748372,1.3541271302300422
CH,CHE,Switzerland,2021-02-07,2021-02-07,598,0,0,0,0,86,574,5330696.934681489,491,5,2,591,4,36,558,3,17,578,3,132,463,3,85,510,4,62,532,5,24,569,4,16,578,5,13,580,2,7,589,4,11,583,4,90,504,5,7,586,6,58,534,596,0,2,0,562,1,10,25,581,1,6,10,466,3,44,85,513,3,17,65,536,1,23,38,574,2,10,12,582,1,5,10,585,1,7,5,591,0,4,3,587,1,5,5,508,2,28,60,591,0,2,5,540,4,24,30,22,2,45,529,555,0,14,29,24,7,246,321,352,3,39,204,559,7,30,2,559,5,30,4,593,0,4,1,74,9,21,494,27,3,44,523,1,555,1,32,10,0,565,0,3,30,0,73,0,237,121,90,77,82,17,126,299,74,598,82,10,153,248,105,82,16,169,247,84,82,22,46,249,199,82,9,248,205,54,521,0,39,38,521,0,44,33,521,0,48,29,521,0,57,20,521,0,57,20,521,0,57,20,521,0,75,2,521,0,75,2,521,0,60,17,0,508,0,53,37,508,0,68,22,508,0,76,14,508,0,81,9,508,0,33,57,508,0,47,43,508,0,88,2,508,0,89,1,508,0,84,6,0,480,1,72,45,480,1,88,29,480,1,106,11,480,1,105,12,480,1,70,47,480,1,37,80,480,1,114,3,480,1,116,1,480,1,109,8,0,598,0,0,598,0,0,598,0,0,598,0,0,598,0,0,598,0,0,0,598,0,0,598,0,0,598,0,0,0,0,544,0,45,9,544,0,42,12,544,0,18,36,544,0,40,14,544,0,42,12,544,0,38,16,544,0,43,11,41,3,78,133,225,118,44,22,476,56,44,22,514,18,44,22,506,26,44,22,497,35,44,22,429,103,44,22,519,13,44,22,507,25,44,22,501,31,44,22,485,47,44,22,225,307,335,1,3,259,103,0,117,378,0,0,0,579,3,2,14,579,5,5,9,579,5,3,11,579,5,4,10,579,6,1,12,579,6,1,12,598,0,0,598,0,0,0,598,0,0,598,0,0,0,598,0,0,0,598,0,0,0,598,0,0,598,0,598,0,598,0,0,598,0,598,0,0,49,10,172,367,49,3,342,204,49,16,87,446,49,8,294,247,49,14,15,520,49,10,113,426,54,1,270,273,328,0,216,31,12,11,56,1,7,56,218,260,56,3,537,2,61,1,79,457,61,0,300,162,44,17,6,8,61,1,115,133,166,122,61,4,110,275,93,55,598,63,0,122,413,0,68,2,91,431,6,426,3,138,31,256,1,336,5,511,1,81,5,304,8,97,189,583,1,12,2,485,2,107,4,72,0,3,7,82,99,335,72,1,6,15,87,132,285,74,3,95,231,131,64,74,0,12,21,84,407,74,1,48,101,131,243,450,3,113,32,450,21,40,87,450,22,48,78,78,2,319,199,399,2,47,150,551,2,1,1,6,7,9,1,20,233,1,5,34,25,36,3,29,56,21,0,17,29,15,8,19,67,97,4,233,264,0,0,97,1,18,80,92,106,118,63,23,102,13,141,152,190,102,6,155,146,107,49,33,5.37117903930131,6.922962611705158,2.025,1.1432634351063984,12.35730593607306,5.230243773826311,2.3284518828451883,1.2229745625722366
CH,CHE,Switzerland,2021-02-08,2021-02-08,554,4,33497.056476866586,3,30248.71034892554,76,536,5687047.116281773,431,3,8,543,3,37,514,3,12,539,2,129,423,4,91,459,3,58,493,2,26,526,3,13,538,3,12,539,3,6,545,3,19,532,2,82,470,4,7,543,4,64,486,546,0,6,2,517,0,13,24,542,0,6,6,425,2,44,83,463,3,32,56,496,1,18,39,528,1,16,9,541,0,6,7,542,0,5,7,548,0,6,0,535,0,8,11,472,2,27,53,547,0,5,2,490,0,29,35,16,2,36,500,520,1,15,18,21,9,230,294,324,2,42,186,512,3,37,2,512,11,29,2,543,3,8,0,74,5,18,457,21,6,35,492,0,519,0,31,3,1,523,0,1,29,1,58,0,215,133,79,69,71,17,111,267,88,554,71,17,139,233,94,71,21,139,225,98,71,24,32,235,192,71,16,227,184,56,485,0,31,38,485,0,48,21,485,0,39,30,485,0,51,18,485,0,40,29,485,0,55,14,485,0,66,3,485,0,68,1,485,0,57,12,0,476,0,44,34,476,0,54,24,476,0,66,12,476,0,72,6,476,0,38,40,476,0,47,31,476,0,76,2,476,0,78,0,476,0,72,6,0,422,1,81,50,422,1,98,33,422,1,126,5,422,1,123,8,422,1,71,60,422,1,47,84,422,1,128,3,422,1,131,0,422,1,125,6,0,553,0,1,553,0,1,553,0,1,553,0,1,553,0,1,553,0,1,0,553,0,1,553,0,1,553,0,0,1,0,507,0,41,6,507,0,42,5,507,0,18,29,507,0,41,6,507,0,26,21,507,0,31,16,507,0,38,9,43,1,77,124,208,101,46,23,422,63,46,23,462,23,46,23,459,26,46,23,452,33,46,23,380,105,46,23,477,8,46,23,464,21,46,23,451,34,46,23,424,61,46,23,214,271,303,3,5,243,122,1,110,321,0,0,0,536,4,4,10,536,4,5,9,536,5,8,5,536,7,2,9,536,7,3,8,536,7,2,9,554,0,0,554,0,0,0,554,0,0,554,0,0,0,554,0,0,0,554,0,0,0,554,0,0,554,0,554,0,554,0,0,554,0,554,0,0,51,9,150,344,51,7,274,222,51,15,72,416,51,7,259,237,51,12,14,477,51,11,85,407,60,1,210,283,344,0,171,27,5,7,62,1,3,44,213,231,62,1,489,2,70,2,66,416,70,1,270,151,29,11,10,12,70,1,108,129,173,73,73,4,98,244,93,42,554,77,1,124,351,1,78,2,105,363,6,407,3,127,17,282,2,264,6,483,1,67,3,297,2,118,137,540,0,13,1,470,1,82,1,82,0,1,13,73,86,299,82,0,10,21,76,120,245,86,6,88,200,133,41,86,0,7,22,76,363,86,0,40,94,117,217,421,7,99,27,421,26,40,67,421,22,45,66,89,1,249,215,339,0,51,164,504,1,4,1,5,2,2,0,35,258,1,2,21,16,26,2,26,37,15,0,16,26,17,16,14,61,107,8,192,247,0,0,107,0,21,65,85,103,83,65,25,122,8,128,124,172,122,3,127,119,95,49,39,6.61353711790393,8.113246704189763,2.3793103448275863,1.6127570249962877,12.546153846153846,5.170280215656033,2.288095238095238,1.239890360260346
CH,CHE,Switzerland,2021-02-09,2021-02-09,533,0,0,0,0,100,512,5454100.93571843,425,3,1,529,4,36,493,4,10,519,5,127,401,4,81,448,5,51,477,5,23,505,4,11,518,6,20,507,5,3,525,4,21,508,6,76,451,6,9,518,5,64,464,532,0,1,0,497,1,12,23,523,0,6,4,406,3,35,89,452,1,27,53,482,1,21,29,510,1,12,10,522,0,8,3,513,0,11,9,530,1,2,0,512,1,10,10,457,0,22,54,524,1,6,2,469,1,35,28,21,0,45,467,489,0,23,21,27,6,239,261,295,1,38,199,495,2,36,0,495,6,30,2,527,0,6,0,73,8,14,438,28,0,38,466,1,496,0,23,14,0,510,1,2,20,0,67,0,223,105,76,62,77,16,110,263,67,533,77,14,147,213,82,77,16,162,205,73,77,18,34,230,174,77,12,241,153,50,473,0,35,25,473,0,45,15,473,0,44,16,473,0,51,9,473,0,38,22,473,0,48,12,473,0,60,0,473,0,58,2,473,0,48,12,0,457,0,46,30,457,0,55,21,457,0,60,16,457,0,70,6,457,0,32,44,457,0,38,38,457,0,74,2,457,0,75,1,457,0,69,7,0,428,0,57,48,428,0,78,27,428,0,101,4,428,0,100,5,428,0,54,51,428,0,34,71,428,0,99,6,428,0,105,0,428,0,97,8,0,533,0,0,533,0,0,533,0,0,533,0,0,533,0,0,533,0,0,0,533,0,0,533,0,0,533,0,0,0,0,497,0,30,6,497,0,27,9,497,0,13,23,497,0,30,6,497,0,30,6,497,0,32,4,497,0,32,4,44,6,64,117,209,93,50,14,411,58,50,14,447,22,50,14,445,24,50,14,440,29,50,14,376,93,50,14,456,13,50,14,450,19,50,14,438,31,50,14,409,60,50,14,216,253,297,3,9,224,105,2,100,326,0,0,0,519,3,2,9,519,2,4,8,519,3,1,10,519,3,1,10,519,3,0,11,519,2,2,10,533,0,0,533,0,0,0,533,0,0,533,0,0,0,533,0,0,0,533,0,0,0,533,0,0,533,0,533,0,533,0,0,533,0,533,0,0,54,11,188,280,54,9,283,187,54,17,63,399,54,10,237,232,54,14,12,453,54,9,81,389,56,2,203,272,330,0,157,20,16,10,61,1,3,35,188,245,61,4,466,2,68,3,70,392,68,1,292,113,23,13,8,15,68,1,102,131,163,68,69,6,115,224,77,42,533,72,4,126,331,0,75,0,95,355,8,345,1,166,21,250,2,275,6,470,0,56,7,296,3,122,112,521,0,9,3,452,1,79,1,80,0,2,10,50,97,294,80,2,5,15,89,93,249,83,2,116,199,96,37,83,0,10,23,72,345,83,0,46,88,114,202,401,10,98,24,401,22,40,70,401,21,47,64,86,2,257,188,345,0,39,149,494,0,8,0,3,2,0,0,26,238,0,3,27,16,26,5,19,35,15,0,17,29,18,8,13,64,98,6,195,230,1,3,98,2,12,67,82,102,90,59,21,104,7,113,130,179,104,5,143,107,102,37,35,4.933333333333334,6.9154381991630425,2.4473684210526314,1.4462882300500213,12.933937823834198,5.236873612422561,2.3398533007334965,1.2304952685311548
CH,CHE,Switzerland,2021-02-10,2021-02-10,578,0,0,0,0,91,558,5349054.468834321,472,3,0,575,2,35,541,2,14,562,2,123,453,3,89,486,2,56,520,3,26,549,2,10,566,2,21,555,4,7,567,3,19,556,3,76,499,3,12,563,3,57,518,578,0,0,0,543,1,8,26,564,1,7,6,455,2,44,77,489,1,23,65,522,2,14,40,552,0,15,11,568,0,3,7,557,0,12,9,571,0,4,3,559,0,8,11,502,1,24,51,566,0,9,3,521,2,30,25,17,3,50,508,530,0,19,29,20,9,248,301,332,2,47,197,531,7,37,3,531,9,36,2,569,0,9,0,80,6,14,478,24,0,46,507,1,533,1,33,11,0,546,0,0,30,2,71,0,230,121,88,68,79,20,135,265,79,578,79,17,161,233,88,79,16,172,235,76,79,23,54,229,193,79,15,244,186,54,510,0,30,38,510,0,42,26,510,0,42,26,510,0,51,17,510,0,48,20,510,0,50,18,510,0,67,1,510,0,66,2,510,0,57,11,0,490,0,48,40,490,0,61,27,490,0,73,15,490,0,81,7,490,0,31,57,490,0,38,50,490,0,88,0,490,0,88,0,490,0,84,4,0,460,3,67,48,460,3,95,20,460,3,107,8,460,3,111,4,460,3,55,60,460,3,42,73,460,3,112,3,460,3,115,0,460,3,104,11,0,576,1,1,576,1,1,576,1,1,576,1,1,576,1,1,576,1,1,0,576,1,1,576,1,1,576,1,0,1,0,530,1,42,5,530,1,38,9,530,1,19,28,530,1,41,6,530,1,28,19,530,1,33,14,530,1,39,8,40,3,69,133,218,115,42,22,443,71,42,22,492,22,42,22,484,30,42,22,484,30,42,22,395,119,42,22,502,12,42,22,486,28,42,22,477,37,42,22,447,67,42,22,253,261,320,2,6,250,103,4,135,336,0,0,0,564,1,4,9,564,2,0,12,564,2,5,7,564,2,2,10,564,2,2,10,564,3,0,11,578,0,0,578,0,0,0,578,0,0,578,0,0,0,578,0,0,0,578,0,0,0,578,0,0,578,0,578,0,578,0,0,578,0,578,0,0,49,21,200,308,49,9,328,192,49,21,96,412,49,15,235,279,49,19,10,500,49,20,115,394,56,0,236,286,342,1,179,36,12,8,59,0,3,44,212,260,59,3,508,8,63,4,83,428,63,0,308,136,37,13,10,11,63,2,133,136,168,76,63,4,122,273,69,47,578,66,1,131,379,1,69,1,110,394,4,379,1,174,24,251,1,321,5,483,0,90,5,345,0,119,114,568,0,7,3,463,0,114,1,71,1,3,14,59,93,337,71,1,8,24,84,97,293,74,5,95,193,154,57,74,2,11,25,59,407,74,0,50,79,127,248,449,5,102,22,449,18,33,78,449,19,38,72,76,2,297,203,375,0,41,162,541,1,10,1,6,1,4,0,14,247,0,7,31,15,27,3,19,48,12,0,15,28,30,17,13,66,98,9,220,249,2,0,98,1,19,68,87,108,94,80,23,102,18,110,143,205,102,8,171,133,87,51,26,5.322429906542056,6.409629030027836,1.9534883720930232,1.2335293609741853,12.349759615384617,5.223524170648883,2.210526315789474,1.2060192203051816
CH,CHE,Switzerland,2021-02-11,2021-02-11,454,0,0,0,0,79,436,5441203.056644269,372,2,4,448,1,31,422,2,18,434,0,116,338,2,80,372,1,45,408,1,15,438,1,10,443,1,15,438,1,2,451,1,20,433,2,75,377,1,12,441,1,54,399,450,0,2,2,423,0,10,21,436,0,10,8,338,1,26,89,374,0,25,55,409,2,15,28,439,1,4,10,444,1,5,4,439,1,5,9,452,1,1,0,434,0,4,16,379,2,20,53,442,1,6,5,400,0,23,31,17,1,38,398,416,0,16,22,21,6,204,223,250,3,32,169,422,3,29,0,422,7,25,0,447,0,6,1,64,4,12,374,23,2,39,390,0,415,0,30,9,0,424,0,1,29,0,64,0,174,80,74,62,68,20,99,190,77,454,68,14,95,199,78,68,13,115,184,74,68,19,24,170,173,68,13,177,150,46,392,0,34,28,392,0,42,20,392,0,37,25,392,0,46,16,392,0,43,19,392,0,52,10,392,0,61,1,392,0,60,2,392,0,51,11,0,380,0,38,36,380,0,49,25,380,0,54,20,380,0,62,12,380,0,32,42,380,0,41,33,380,0,74,0,380,0,74,0,380,0,66,8,0,375,0,48,31,375,0,58,21,375,0,73,6,375,0,76,3,375,0,41,38,375,0,31,48,375,0,76,3,375,0,79,0,375,0,73,6,0,454,0,0,454,0,0,454,0,0,454,0,0,454,0,0,454,0,0,0,454,0,0,454,0,0,454,0,0,0,0,404,0,46,4,404,0,40,10,404,0,19,31,404,0,37,13,404,0,34,16,404,0,31,19,404,0,41,9,30,2,65,98,163,96,31,11,356,56,31,11,394,18,31,11,394,18,31,11,381,31,31,11,326,86,31,11,408,4,31,11,396,16,31,11,390,22,31,11,359,53,31,11,185,227,253,3,7,191,82,0,110,262,0,0,0,442,5,2,5,442,2,4,6,442,3,4,5,442,3,2,7,442,5,0,7,442,3,1,8,454,0,0,454,0,0,0,454,0,0,454,0,0,0,454,0,0,0,454,0,0,0,454,0,0,454,0,454,0,454,0,0,454,0,454,0,0,32,5,154,263,32,5,251,166,32,10,67,345,32,5,197,220,32,10,8,404,32,8,79,335,35,0,194,225,260,0,150,22,7,15,39,3,5,40,171,196,39,0,410,5,40,3,63,348,40,0,256,113,22,10,2,11,40,0,103,126,134,51,41,6,112,202,63,30,454,44,2,103,305,0,45,2,84,320,3,300,2,133,19,203,1,247,3,387,1,63,3,257,1,105,91,446,0,2,6,375,0,77,2,47,0,2,6,47,75,277,47,0,4,8,84,85,226,50,4,76,174,104,46,50,0,9,18,48,329,50,0,38,70,112,184,348,10,78,18,348,16,26,64,348,14,38,54,53,2,239,160,294,2,27,131,428,0,5,0,7,0,1,0,13,191,1,1,20,16,16,1,27,37,22,0,17,19,18,6,11,51,70,3,175,203,1,2,70,1,13,56,91,72,85,42,24,81,11,99,110,153,81,3,117,102,85,38,28,5.702564102564103,7.575308750792852,2.142857142857143,1.375047745542317,12.634615384615385,5.4984823911095,2.343490304709141,1.2376132969641231
