CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,PrescriptionIndex
Afghanistan,,2021-02-22,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-02-23,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-02-24,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-02-25,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-02-26,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-02-27,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-02-28,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-01,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-02,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-03,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-04,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-05,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-06,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-07,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-08,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-09,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-10,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-11,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-12,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-13,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-14,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-15,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-16,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-17,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-18,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-19,3,3,2,4,2,0,2,0,2,3,2,4,2
Afghanistan,,2021-03-20,3,3,2,4,2,0,2,0,2,3,2,4,2
